	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034891_Ogataea_pini
29	OG0000029	YHL019C, YOL062C, YPL259C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.21&CDS=1-1371, snap_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.20&CDS=1-1680, snap_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.86&CDS=1-1410
30	OG0000030	YHR047C, YIL137C, YKL157W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.287-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.287&CDS=1-2772, augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.56&CDS=1-2895, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-5.46&CDS=1-2724
31	OG0000031	YIL151C, YKR096W	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-1.0&CDS=1-1260, augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.10&CDS=1-1125, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.188-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.188&CDS=1-978, maker-NODE_8_length_558977_cov_41.7585_ID_15-snap-gene-4.161-mRNA-1_1&gene=maker-NODE_8_length_558977_cov_41.7585_ID_15-snap-gene-4.161&CDS=1-5520
32	OG0000032	YJL172W, YOL153C	augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.206&CDS=1-1767, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.117&CDS=1-1731, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.152&CDS=1-1704, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.232-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.232&CDS=1-1755
33	OG0000033	YKL215C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.89&CDS=1-3930, augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-0.86&CDS=1-3954, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-0.0&CDS=1-3930, augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.282-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.282&CDS=1-3957, maker-NODE_27_length_131471_cov_55.5085_ID_53-augustus-gene-0.65-mRNA-1_1&gene=maker-NODE_27_length_131471_cov_55.5085_ID_53-augustus-gene-0.65&CDS=1-3930
34	OG0000034	YLL005C, YMR266W, YOL084W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-0.55&CDS=1-2745, augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.14&CDS=1-2463, maker-NODE_21_length_165395_cov_37.9666_ID_41-augustus-gene-0.72-mRNA-1_1&gene=maker-NODE_21_length_165395_cov_37.9666_ID_41-augustus-gene-0.72&CDS=1-3435
35	OG0000035	YBL017C, YIL173W, YJL222W, YNR065C	maker-NODE_11_length_471272_cov_37.9144_ID_21-augustus-gene-3.204-mRNA-1_1&gene=maker-NODE_11_length_471272_cov_37.9144_ID_21-augustus-gene-3.204&CDS=1-5604
36	OG0000036	YBL056W, YBR125C, YER089C	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.82&CDS=1-1326, augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.40&CDS=1-1062
37	OG0000037	YBL068W, YER099C, YHL011C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.102&CDS=1-978, maker-NODE_22_length_157628_cov_36.7011_ID_43-snap-gene-0.230-mRNA-1_1&gene=maker-NODE_22_length_157628_cov_36.7011_ID_43-snap-gene-0.230&CDS=1-2301
38	OG0000038	YBL089W, YER119C, YIL088C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.63&CDS=1-1350, augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-0.26&CDS=1-1464
39	OG0000039	YBR038W, YNL192W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.9&CDS=1-3024, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.127&CDS=1-2970, maker-NODE_13_length_372024_cov_42.924_ID_25-augustus-gene-2.93-mRNA-1_1&gene=maker-NODE_13_length_372024_cov_42.924_ID_25-augustus-gene-2.93&CDS=1-3492
40	OG0000040	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.36&CDS=1-1575
41	OG0000041	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.51&CDS=1-2631, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-2.134&CDS=1-2520
42	OG0000042	YCR045C, YEL060C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-3.20&CDS=1-1626, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.29&CDS=1-1290, augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-0.102&CDS=1-1191
43	OG0000043	YCR105W, YMR318C	augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.191&CDS=1-1119, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.107&CDS=1-1083, augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-0.130&CDS=1-1083
44	OG0000044	YDL127W, YDL179W, YNL289W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.53&CDS=1-1044, augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.34&CDS=1-1119
45	OG0000045	YDL137W, YDL192W, YOR094W	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.273-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.273&CDS=1-543, maker-NODE_22_length_157628_cov_36.7011_ID_43-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_22_length_157628_cov_36.7011_ID_43-augustus-gene-0.70&CDS=1-531
46	OG0000046	YDL161W, YLL038C, YLR206W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.29&CDS=1-1482, augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.23&CDS=1-780
47	OG0000047	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.268-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.268&CDS=1-1029
48	OG0000048	YDR021W, YJL138C, YKR059W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.62&CDS=1-1188, maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-12.6-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-12.6&CDS=1-1428
49	OG0000049	YDR028C, YKR075C, YOR062C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.219&CDS=1-2553, augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.197&CDS=1-792
50	OG0000050	YDR242W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.46&CDS=1-1656, augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_20_length_166030_cov_51.0574_ID_39-processed-gene-0.202&CDS=1-1644, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-2.26&CDS=1-1722, augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-1.106&CDS=1-1659
51	OG0000051	YDR368W, YOR120W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.130&CDS=1-930, augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.275-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.275&CDS=1-870, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.166&CDS=1-954
52	OG0000052	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.168&CDS=1-2928, maker-NODE_7_length_586904_cov_40.108_ID_13-augustus-gene-4.95-mRNA-1_1&gene=maker-NODE_7_length_586904_cov_40.108_ID_13-augustus-gene-4.95&CDS=1-2526
53	OG0000053	YDR523C, YHR102W	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.34&CDS=1-1437, augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-0.133&CDS=1-1482, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.229-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.229&CDS=1-2604
54	OG0000054	YEL036C, YML115C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.21&CDS=1-2325, augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.16&CDS=1-1473, augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.165&CDS=1-3192
55	OG0000055	YER028C, YGL035C, YGL209W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.47-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.47&CDS=1-1518, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.81&CDS=1-1797
56	OG0000056	YER045C, YIL036W, YNL167C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.63&CDS=1-1437, augustus_masked-NODE_23_length_148972_cov_48.77_ID_45-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_23_length_148972_cov_48.77_ID_45-processed-gene-0.51&CDS=1-1497
57	OG0000057	YER133W, YML016C	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.81&CDS=1-1686, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-4.113&CDS=1-1647, maker-NODE_5_length_676677_cov_38.3359_ID_9-snap-gene-2.153-mRNA-1_1&gene=maker-NODE_5_length_676677_cov_38.3359_ID_9-snap-gene-2.153&CDS=1-1179
58	OG0000058	YFR022W, YGR068C, YOR018W	augustus_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.1&CDS=1-2826, augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-2.154&CDS=1-1629
59	OG0000059	YGL092W, YKL068W, YMR047C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-6.133&CDS=1-3255, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-4.91&CDS=1-3657
60	OG0000060	YGR169C, YPL227C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.88&CDS=1-1071, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.30&CDS=1-1122, maker-NODE_17_length_257521_cov_45.5208_ID_33-snap-gene-0.43-mRNA-1_1&gene=maker-NODE_17_length_257521_cov_45.5208_ID_33-snap-gene-0.43&CDS=1-3426
61	OG0000061	YHR179W, YPL171C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.209&CDS=1-2355, augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.27&CDS=1-1203, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-0.24&CDS=1-1197
62	OG0000062	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.11&CDS=1-3198, augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-2.25&CDS=1-3105
63	OG0000063	YIL130W, YOR380W	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-2.37&CDS=1-1509, augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.55&CDS=1-3066, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.29&CDS=1-1491
64	OG0000064	YJL034W, YLL024C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.36&CDS=1-1923, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.277-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.277&CDS=1-1995, maker-NODE_6_length_595187_cov_40.7488_ID_11-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_6_length_595187_cov_40.7488_ID_11-augustus-gene-1.1&CDS=1-2733
65	OG0000065	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.29&CDS=1-3831, maker-NODE_8_length_558977_cov_41.7585_ID_15-augustus-gene-4.237-mRNA-1_1&gene=maker-NODE_8_length_558977_cov_41.7585_ID_15-augustus-gene-4.237&CDS=1-5673
66	OG0000066	YJL158C, YJL160C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-6.110&CDS=1-972, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.96&CDS=1-1026, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.170-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.170&CDS=1-1089
67	OG0000067	YJR152W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.45&CDS=1-1590, augustus_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.158&CDS=1-1581, augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_27_length_131471_cov_55.5085_ID_53-processed-gene-0.28&CDS=1-1551, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.116&CDS=1-1521
68	OG0000068	YML072C, YNL087W, YOR086C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-1.96&CDS=1-4101, augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.69&CDS=1-3507
69	OG0000069	YML111W, YMR275C, YNR069C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.63&CDS=1-1980, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-3.10&CDS=1-2460
70	OG0000070	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.22&CDS=1-1050, maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-11.52-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-11.52&CDS=1-1047
71	OG0000071		augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.9&CDS=1-2889, augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.18&CDS=1-2088, maker-NODE_6_length_595187_cov_40.7488_ID_11-augustus-gene-4.315-mRNA-1_1&gene=maker-NODE_6_length_595187_cov_40.7488_ID_11-augustus-gene-4.315&CDS=1-1413, snap_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.106&CDS=1-1521, snap_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-1.72&CDS=1-2022
72	OG0000072	YAL014C, YDR468C	augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-0.14&CDS=1-639, augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.6&CDS=1-906
73	OG0000073	YAL018C, YOL048C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.69&CDS=1-807, snap_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-0.34&CDS=1-681
74	OG0000074	YAL054C, YLR153C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-1.118&CDS=1-2007, augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.45&CDS=1-2022
