	OrthologID	Coccidioides_immitis	Saccharomyces_cerevisiae
2145	OG0002145	XP_001245962.1	YPL001W
2146	OG0002146	XP_001245965.2	YNL128W
2147	OG0002147	XP_001245968.1	YJL085W
2148	OG0002148	XP_001245984.1	YOR063W
2149	OG0002149	XP_001245986.2	YBR112C
2150	OG0002150	XP_001245989.1	YPL012W
2151	OG0002151	XP_001245990.2	YJL124C
2152	OG0002152	XP_001245993.1	YML092C
2153	OG0002153	XP_001246005.2	YDL077C
2154	OG0002154	XP_001246017.2	YDR170C
2155	OG0002155	XP_001246018.1	YNL071W
2156	OG0002156	XP_001246023.1	YLR078C
2157	OG0002157	XP_001246025.1	YKL085W
2158	OG0002158	XP_001246026.2	YBR213W
2159	OG0002159	XP_001246027.1	YKL181W
2160	OG0002160	XP_001246031.2	YLR182W
2161	OG0002161	XP_001246037.2	YNL313C
2162	OG0002162	XP_001246042.2	YJL197W
2163	OG0002163	XP_001246043.1	YDL113C
2164	OG0002164	XP_001246045.1	YMR259C
2165	OG0002165	XP_001246046.1	YNR017W
2166	OG0002166	XP_001246048.2	YKL116C
2167	OG0002167	XP_001246051.1	YJR016C
2168	OG0002168	XP_001246055.1	YER159C
2169	OG0002169	XP_001246057.1	YJR103W
2170	OG0002170	XP_001246061.2	YPR141C
2171	OG0002171	XP_001246064.1	YPR139C
2172	OG0002172	XP_001246071.1	YMR278W
2173	OG0002173	XP_001246073.2	YGL110C
2174	OG0002174	XP_001246074.1	YHL015W
2175	OG0002175	XP_001246077.2	YLR086W
2176	OG0002176	XP_001246081.2	YMR265C
2177	OG0002177	XP_001246091.1	YJL143W
2178	OG0002178	XP_001246092.1	YIL070C
2179	OG0002179	XP_001246093.2	YIR008C
2180	OG0002180	XP_001246101.2	YDR536W
2181	OG0002181	XP_001246105.2	YOR210W
2182	OG0002182	XP_001246106.1	YPL126W
2183	OG0002183	XP_001246110.2	YFL018C
2184	OG0002184	XP_001246138.1	YLR216C
2185	OG0002185	XP_001246139.1	YDL219W
2186	OG0002186	XP_001246140.1	YIL038C
2187	OG0002187	XP_001246145.1	YDL200C
2188	OG0002188	XP_001246149.1	YLR336C
2189	OG0002189	XP_001246150.1	YMR130W
2190	OG0002190	XP_001246152.1	YCL061C
2191	OG0002191	XP_001246153.1	YGL244W
2192	OG0002192	XP_001246154.2	YOR125C
2193	OG0002193	XP_001246157.1	YNL192W
2194	OG0002194	XP_001246164.1	YMR093W
2195	OG0002195	XP_001246165.2	YNL152W
2196	OG0002196	XP_001246168.2	YNL177C
2197	OG0002197	XP_001246170.1	YMR268C
2198	OG0002198	XP_001246176.1	YKL128C
2199	OG0002199	XP_001246182.1	YDR477W
2200	OG0002200	XP_001246183.1	YLR193C
2201	OG0002201	XP_001246184.1	YMR289W
2202	OG0002202	XP_001246191.2	YDR189W
2203	OG0002203	XP_001246193.2	YLR289W
2204	OG0002204	XP_001246194.2	YJL030W
2205	OG0002205	XP_001246195.2	YOR116C
2206	OG0002206	XP_001246200.1	YLR355C
2207	OG0002207	XP_001246201.2	YKL218C
2208	OG0002208	XP_001246204.1	YDL067C
2209	OG0002209	XP_001246205.1	YLR306W
2210	OG0002210	XP_001246211.2	YMR063W
2211	OG0002211	XP_001246212.1	YLR026C
2212	OG0002212	XP_001246276.1	YBL023C
2213	OG0002213	XP_001246292.2	YPL042C
2214	OG0002214	XP_001246297.2	YGR170W
2215	OG0002215	XP_001246304.2	YDL056W
2216	OG0002216	XP_001246313.1	YJL101C
2217	OG0002217	XP_001246320.1	YMR035W
2218	OG0002218	XP_001246321.1	YDR104C
2219	OG0002219	XP_001246325.2	YLR285W
2220	OG0002220	XP_001246327.2	YKL110C
2221	OG0002221	XP_001246337.1	YPR003C
2222	OG0002222	XP_001246338.1	YJR007W
2223	OG0002223	XP_001246339.1	YOR087W
2224	OG0002224	XP_001246340.2	YDR323C
2225	OG0002225	XP_001246341.2	YEL031W
2226	OG0002226	XP_001246342.1	YOR168W
2227	OG0002227	XP_001246345.1	YIR034C
2228	OG0002228	XP_001246348.2	YDR388W
2229	OG0002229	XP_001246354.1	YCL017C
2230	OG0002230	XP_001246355.1	YJR078W
2231	OG0002231	XP_001246356.1	YCL008C
2232	OG0002232	XP_001246357.1	YFL026W
2233	OG0002233	XP_001246359.1	YGR262C
2234	OG0002234	XP_001246364.1	YML067C
2235	OG0002235	XP_001246366.2	YDR479C
2236	OG0002236	XP_001246368.1	YER002W
2237	OG0002237	XP_001246369.1	YIL023C
2238	OG0002238	XP_001246370.1	YPL050C
2239	OG0002239	XP_001246390.1	YOR032C
2240	OG0002240	XP_001246405.2	YKL069W
2241	OG0002241	XP_001246407.1	YOR046C
2242	OG0002242	XP_001246408.1	YHR114W
2243	OG0002243	XP_001246410.1	YOL030W
2244	OG0002244	XP_001246414.2	YJL153C
2245	OG0002245	XP_001246418.2	YKR090W
2246	OG0002246	XP_001246419.2	YPL206C
2247	OG0002247	XP_001246426.2	YEL020W-A
2248	OG0002248	XP_001246427.1	YDL168W
2249	OG0002249	XP_001246430.2	YDR302W
2250	OG0002250	XP_001246434.2	YKL017C
2251	OG0002251	XP_001246447.2	YIL129C
2252	OG0002252	XP_001246449.1	YHR042W
2253	OG0002253	XP_001246452.1	YDL045C
2254	OG0002254	XP_001246453.1	YNL312W
2255	OG0002255	XP_001246454.1	YDL031W
2256	OG0002256	XP_001246461.1	YJL033W
2257	OG0002257	XP_001246463.1	YDR338C
2258	OG0002258	XP_001246465.1	YPL117C
2259	OG0002259	XP_001246469.1	YBR097W
2260	OG0002260	XP_001246473.1	YHR040W
2261	OG0002261	XP_001246480.2	YPL020C
2262	OG0002262	XP_001246484.1	YDR016C
2263	OG0002263	XP_001246485.1	YPR182W
2264	OG0002264	XP_001246488.2	YCR090C
2265	OG0002265	XP_001246492.2	YOR022C
2266	OG0002266	XP_001246494.1	YHR026W
2267	OG0002267	XP_001246495.2	YLR262C
2268	OG0002268	XP_001246498.1	YJR137C
2269	OG0002269	XP_001246500.2	YFL036W
2270	OG0002270	XP_001246511.1	YKL058W
2271	OG0002271	XP_001246521.1	YKL210W
2272	OG0002272	XP_001246523.2	YNL083W
2273	OG0002273	XP_001246524.2	YNL025C
2274	OG0002274	XP_001246533.1	YGL241W
2275	OG0002275	XP_001246538.2	YEL036C
2276	OG0002276	XP_001246539.2	YGL105W
2277	OG0002277	XP_001246544.1	YGL091C
2278	OG0002278	XP_001246545.1	YGR157W
2279	OG0002279	XP_001246550.2	YHR020W
2280	OG0002280	XP_001246551.1	YDR212W
2281	OG0002281	XP_001246553.1	YMR229C
2282	OG0002282	XP_001246558.1	YIL026C
2283	OG0002283	XP_001246561.2	YBR220C
2284	OG0002284	XP_001246566.1	YIL083C
2285	OG0002285	XP_001246568.1	YML123C
2286	OG0002286	XP_001246572.2	YDR531W
2287	OG0002287	XP_001246575.2	YPL076W
2288	OG0002288	XP_001246593.1	YBR187W
2289	OG0002289	XP_001246606.1	YBR189W
2290	OG0002290	XP_001246608.1	YBR192W
2291	OG0002291	XP_001246613.1	YDR086C
2292	OG0002292	XP_001246615.1	YOR357C
2293	OG0002293	XP_001246621.1	YDR158W
2294	OG0002294	XP_001246627.1	YDR088C
2295	OG0002295	XP_001246628.2	YPL167C
2296	OG0002296	XP_001246633.1	YGL191W
2297	OG0002297	XP_001246634.2	YBL019W
2298	OG0002298	XP_001246638.2	YNL243W
2299	OG0002299	XP_001246639.1	YPR091C
2300	OG0002300	XP_001246640.2	YCR081W
2301	OG0002301	XP_001246642.1	YAR015W
2302	OG0002302	XP_001246644.1	YNL244C
2303	OG0002303	XP_001246648.2	YBR260C
2304	OG0002304	XP_001246653.1	YLR003C
2305	OG0002305	XP_001246655.2	YGR112W
2306	OG0002306	XP_001246658.1	YMR002W
2307	OG0002307	XP_001246660.1	YHR063C
2308	OG0002308	XP_001246663.2	YDR204W
2309	OG0002309	XP_001246665.1	YNL272C
2310	OG0002310	XP_001246666.1	YJL203W
2311	OG0002311	XP_001246667.2	YDL095W
2312	OG0002312	XP_001246669.1	YLR246W
2313	OG0002313	XP_001246672.2	YER048W-A
2314	OG0002314	XP_001246683.1	YJR010W
2315	OG0002315	XP_001246685.1	YPR167C
2316	OG0002316	XP_001246686.1	YGR208W
2317	OG0002317	XP_001246687.1	YOR196C
2318	OG0002318	XP_001246697.2	YKR069W
2319	OG0002319	XP_001246698.1	YDL147W
2320	OG0002320	XP_001246709.1	YNL245C
2321	OG0002321	XP_001246711.1	YLR239C
2322	OG0002322	XP_001246712.2	YMR068W
2323	OG0002323	XP_001246713.1	YBR003W
2324	OG0002324	XP_001246714.1	YER021W
2325	OG0002325	XP_001246716.2	YDR145W
2326	OG0002326	XP_001246721.1	YGR054W
2327	OG0002327	XP_001246725.1	YFR027W
2328	OG0002328	XP_001246726.1	YLR186W
2329	OG0002329	XP_001246733.2	YKL113C
2330	OG0002330	XP_001246742.1	YPL127C
2331	OG0002331	XP_001246743.1	YDR208W
2332	OG0002332	XP_001246745.1	YNL172W
2333	OG0002333	XP_001246748.2	YBR215W
2334	OG0002334	XP_001246749.2	YDR527W
2335	OG0002335	XP_001246751.1	YBR180W
2336	OG0002336	XP_001246752.2	YDR402C
2337	OG0002337	XP_001246753.1	YDR403W
2338	OG0002338	XP_001246769.1	YGR116W
2339	OG0002339	XP_001246770.1	YDL159W
2340	OG0002340	XP_001246772.1	YMR110C
2341	OG0002341	XP_001246775.2	YOR304W
2342	OG0002342	XP_001246776.1	YOR201C
2343	OG0002343	XP_001246779.1	YDR175C
2344	OG0002344	XP_001246780.1	YGL047W
2345	OG0002345	XP_001246785.2	YLR298C
2346	OG0002346	XP_001246786.1	YAL053W
2347	OG0002347	XP_001246788.2	YMR290C
2348	OG0002348	XP_001246792.2	YDL090C
2349	OG0002349	XP_001246797.1	YLL039C
2350	OG0002350	XP_001246798.2	YHL010C
2351	OG0002351	XP_001246808.1	YFR048W
2352	OG0002352	XP_001246818.2	YGR252W
2353	OG0002353	XP_001246819.1	YOR301W
2354	OG0002354	XP_001246821.1	YDR270W
2355	OG0002355	XP_001246827.2	YLR361C
2356	OG0002356	XP_001246831.2	YAL021C
2357	OG0002357	XP_001246837.1	YBR122C
2358	OG0002358	XP_001246838.2	YOR069W
2359	OG0002359	XP_001246839.1	YJR024C
2360	OG0002360	XP_001246842.1	YAL058W
2361	OG0002361	XP_001246846.2	YNR030W
2362	OG0002362	XP_001246850.1	YPR033C
2363	OG0002363	XP_001246851.2	YGR255C
2364	OG0002364	XP_001246852.1	YJL036W
2365	OG0002365	XP_001246854.1	YNL238W
2366	OG0002366	XP_001246856.1	YDR353W
2367	OG0002367	XP_001246860.1	YKR088C
2368	OG0002368	XP_001246863.1	YDR084C
2369	OG0002369	XP_001246871.1	YDR100W
2370	OG0002370	XP_001246876.2	YMR226C
2371	OG0002371	XP_001246878.1	YOR101W
2372	OG0002372	XP_001246879.2	YMR178W
2373	OG0002373	XP_001246880.2	YDR063W
2374	OG0002374	XP_001246891.1	YBR257W
2375	OG0002375	XP_001246893.2	YAR008W
2376	OG0002376	XP_001246894.1	YPL101W
2377	OG0002377	XP_001246895.1	YOR224C
2378	OG0002378	XP_001246896.1	YJR142W
2379	OG0002379	XP_001246897.1	YOL032W
2380	OG0002380	XP_001246898.2	YLR126C
2381	OG0002381	XP_001246903.1	YKR024C
2382	OG0002382	XP_001246904.1	YIL145C
2383	OG0002383	XP_001246908.1	YER005W
2384	OG0002384	XP_001246909.2	YPL213W
2385	OG0002385	XP_001246927.2	YDR393W
2386	OG0002386	XP_001246928.1	YEL024W
2387	OG0002387	XP_001246931.2	YBR035C
2388	OG0002388	XP_001246933.2	YJR138W
2389	OG0002389	XP_001246939.2	YEL026W
2390	OG0002390	XP_001246942.1	YGL201C
2391	OG0002391	XP_001246943.2	YMR220W
2392	OG0002392	XP_001246945.1	YBR173C
2393	OG0002393	XP_001246946.1	YNR036C
2394	OG0002394	XP_001246947.1	YOR099W
2395	OG0002395	XP_001246948.1	YCR077C
2396	OG0002396	XP_001246950.1	YBR019C
2397	OG0002397	XP_001246951.1	YNL181W
2398	OG0002398	XP_001246953.2	YDR164C
2399	OG0002399	XP_001246954.1	YPL029W
2400	OG0002400	XP_001246972.2	YER013W
2401	OG0002401	XP_001246974.1	YKL014C
2402	OG0002402	XP_001246975.1	YDR365C
2403	OG0002403	XP_001246976.1	YNR012W
2404	OG0002404	XP_001246978.1	YDR180W
2405	OG0002405	XP_001246979.2	YJR063W
2406	OG0002406	XP_001246980.1	YJR070C
2407	OG0002407	XP_001246982.2	YDR377W
2408	OG0002408	XP_001246984.1	YOR244W
2409	OG0002409	XP_001246985.1	YMR213W
2410	OG0002410	XP_001246986.1	YPL146C
2411	OG0002411	XP_001246987.1	YOL080C
2412	OG0002412	XP_001246994.1	YHR019C
2413	OG0002413	XP_001246998.1	YPL184C
2414	OG0002414	XP_001247015.1	YLR229C
2415	OG0002415	XP_001247018.2	YER061C
2416	OG0002416	XP_001247019.1	YOR128C
2417	OG0002417	XP_001247020.1	YGL066W
2418	OG0002418	XP_001247021.1	YGL130W
2419	OG0002419	XP_001247022.2	YDL164C
2420	OG0002420	XP_001247025.2	YKL033W
2421	OG0002421	XP_001247026.1	YPR041W
2422	OG0002422	XP_001247027.2	YPL214C
2423	OG0002423	XP_001247030.1	YOR126C
2424	OG0002424	XP_001247032.2	YOR236W
2425	OG0002425	XP_001247036.1	YDR280W
2426	OG0002426	XP_001247037.1	YAL026C
2427	OG0002427	XP_001247046.1	YHR132C
2428	OG0002428	XP_001247047.2	YPR095C
2429	OG0002429	XP_001247050.1	YJL208C
2430	OG0002430	XP_001247051.1	YKL175W
2431	OG0002431	XP_001247053.1	YBR254C
2432	OG0002432	XP_001247056.1	YNR016C
2433	OG0002433	XP_001247058.1	YIL030C
2434	OG0002434	XP_001247062.2	YBL084C
2435	OG0002435	XP_001247063.1	YDL052C
2436	OG0002436	XP_001247066.1	YPL178W
2437	OG0002437	XP_001247069.1	YJR017C
2438	OG0002438	XP_001247070.2	YGL070C
2439	OG0002439	XP_001247071.2	YKL170W
2440	OG0002440	XP_001247075.1	YGL064C
2441	OG0002441	XP_001247076.2	YJR092W
2442	OG0002442	XP_001247077.1	YPL212C
2443	OG0002443	XP_001247078.1	YKL028W
2444	OG0002444	XP_001247083.1	YJL218W
2445	OG0002445	XP_001247084.1	YDR410C
2446	OG0002446	XP_001247088.1	YNL317W
2447	OG0002447	XP_001247091.1	YEL021W
2448	OG0002448	XP_001247096.1	YHR148W
2449	OG0002449	XP_001247100.1	YMR214W
2450	OG0002450	XP_001247103.2	YKL029C
2451	OG0002451	XP_001247127.1	YNL054W
2452	OG0002452	XP_001247133.1	YKL043W
2453	OG0002453	XP_001247140.2	YGL195W
2454	OG0002454	XP_001247168.1	YNR011C
2455	OG0002455	XP_001247169.2	YJL187C
2456	OG0002456	XP_001247177.2	YFR006W
2457	OG0002457	XP_001247179.2	YPL215W
2458	OG0002458	XP_001247180.1	YPR040W
2459	OG0002459	XP_001247181.1	YPL209C
2460	OG0002460	XP_001247182.1	YNR020C
2461	OG0002461	XP_001247183.2	YDR300C
2462	OG0002462	XP_001247185.2	YKL154W
2463	OG0002463	XP_001247186.1	YGR155W
2464	OG0002464	XP_001247190.2	YKL215C
2465	OG0002465	XP_001247191.1	YMR039C
2466	OG0002466	XP_001247195.1	YIL010W
2467	OG0002467	XP_001247197.1	YJR002W
2468	OG0002468	XP_001247198.2	YNL024C
2469	OG0002469	XP_001247201.1	YJL081C
2470	OG0002470	XP_001247202.2	YCL038C
2471	OG0002471	XP_001247210.1	YDL215C
2472	OG0002472	XP_001247212.1	YER050C
2473	OG0002473	XP_001247213.1	YMR092C
2474	OG0002474	XP_001247216.1	YBR055C
2475	OG0002475	XP_001247217.2	YPL266W
2476	OG0002476	XP_001247218.2	YOR070C
2477	OG0002477	XP_001247221.2	YER051W
2478	OG0002478	XP_001247224.1	YPL162C
2479	OG0002479	XP_001247225.1	YJL069C
2480	OG0002480	XP_001247228.1	YPL015C
2481	OG0002481	XP_001247229.1	YPR105C
2482	OG0002482	XP_001247232.1	YGL167C
2483	OG0002483	XP_001247233.1	YDL003W
2484	OG0002484	XP_001247236.1	YHR048W
2485	OG0002485	XP_001247239.1	YBR239C
2486	OG0002486	XP_001247241.2	YDR236C
2487	OG0002487	XP_001247245.2	YJL002C
2488	OG0002488	XP_001247246.2	YJL012C
2489	OG0002489	XP_001247247.2	YPR019W
2490	OG0002490	XP_001247248.1	YDR465C
2491	OG0002491	XP_001247251.1	YGR231C
2492	OG0002492	XP_001247252.1	YGL044C
2493	OG0002493	XP_001247259.1	YPL009C
2494	OG0002494	XP_001247260.1	YPL010W
2495	OG0002495	XP_001247262.1	YLR075W
2496	OG0002496	XP_001247267.2	YDR140W
2497	OG0002497	XP_001247268.1	YGR074W
2498	OG0002498	XP_001247274.1	YLR097C
2499	OG0002499	XP_001247275.2	YGR257C
2500	OG0002500	XP_001247283.2	YGL084C
2501	OG0002501	XP_001247286.1	YDR141C
2502	OG0002502	XP_001247287.2	YGL124C
2503	OG0002503	XP_001247288.1	YMR190C
2504	OG0002504	XP_001247289.2	YPL263C
2505	OG0002505	XP_001247301.1	YOR157C
2506	OG0002506	XP_001247313.1	YKL134C
2507	OG0002507	XP_001247314.1	YGR235C
2508	OG0002508	XP_001247315.1	YDR517W
2509	OG0002509	XP_001247316.1	YPL157W
2510	OG0002510	XP_001247318.1	YGR274C
2511	OG0002511	XP_001247322.2	YOR346W
2512	OG0002512	XP_001247327.1	YJL005W
2513	OG0002513	XP_001247329.1	YGR185C
2514	OG0002514	XP_001247335.1	YER014W
2515	OG0002515	XP_001247337.1	YGR183C
2516	OG0002516	XP_001247338.1	YGR184C
2517	OG0002517	XP_001247343.1	YER019W
2518	OG0002518	XP_001247347.1	YGL252C
2519	OG0002519	XP_001247350.1	YPR103W
2520	OG0002520	XP_001247351.1	YPR010C
2521	OG0002521	XP_001247360.1	YGR093W
2522	OG0002522	XP_001247361.1	YBL004W
2523	OG0002523	XP_001247362.1	YNL310C
2524	OG0002524	XP_001247364.1	YDR489W
2525	OG0002525	XP_001247366.1	YMR036C
2526	OG0002526	XP_001247370.1	YEL055C
2527	OG0002527	XP_001247371.1	YOR348C
2528	OG0002528	XP_001247376.2	YGR188C
2529	OG0002529	XP_001247378.2	YKL114C
2530	OG0002530	XP_001247382.1	YHR183W
2531	OG0002531	XP_001247383.1	YHR121W
2532	OG0002532	XP_001247384.2	YML038C
2533	OG0002533	XP_001247390.1	YBR160W
2534	OG0002534	XP_001247392.1	YLR387C
2535	OG0002535	XP_001247398.1	YOL060C
2536	OG0002536	XP_001247401.1	YER140W
2537	OG0002537	XP_001247402.2	YBR281C
2538	OG0002538	XP_001247417.2	YEL012W
2539	OG0002539	XP_001247420.1	YBR217W
2540	OG0002540	XP_001247421.1	YBR176W
2541	OG0002541	XP_001247423.1	YDR052C
2542	OG0002542	XP_001247424.1	YER078C
2543	OG0002543	XP_001247444.1	YML009C
2544	OG0002544	XP_001247448.1	YDR443C
2545	OG0002545	XP_001247449.1	YGR145W
2546	OG0002546	XP_001247451.1	YPR185W
2547	OG0002547	XP_001247455.2	YNR006W
2548	OG0002548	XP_001247458.1	YJL034W
2549	OG0002549	XP_001247462.1	YNL111C
2550	OG0002550	XP_001247464.1	YHL002W
2551	OG0002551	XP_001247465.2	YHL007C
2552	OG0002552	XP_001247466.2	YJL080C
2553	OG0002553	XP_001247469.1	YGL094C
2554	OG0002554	XP_001247474.1	YML004C
2555	OG0002555	XP_001247479.1	YAL048C
2556	OG0002556	XP_001247480.1	YHR016C
2557	OG0002557	XP_001247484.1	YIL044C
2558	OG0002558	XP_001247486.2	YCL033C
2559	OG0002559	XP_001247490.2	YML127W
2560	OG0002560	XP_001247493.2	YKR097W
2561	OG0002561	XP_001247496.1	YPR108W
2562	OG0002562	XP_001247497.1	YCR098C
2563	OG0002563	XP_001247498.1	YOL147C
2564	OG0002564	XP_001247499.2	YGL166W
2565	OG0002565	XP_001247501.1	YEL019C
2566	OG0002566	XP_001247503.2	YBR236C
2567	OG0002567	XP_001247514.1	YJR064W
2568	OG0002568	XP_001247516.1	YNL216W
2569	OG0002569	XP_001247523.1	YCR054C
2570	OG0002570	XP_001247524.1	YBR062C
2571	OG0002571	XP_001247536.1	YDR037W
2572	OG0002572	XP_001247538.1	YER141W
2573	OG0002573	XP_001247545.1	YGR286C
2574	OG0002574	XP_001247550.1	YHR147C
2575	OG0002575	XP_001247551.2	YOL064C
2576	OG0002576	XP_001247552.1	YCL034W
2577	OG0002577	XP_001247558.1	YBR142W
2578	OG0002578	XP_001247559.1	YBR061C
2579	OG0002579	XP_001247560.1	YFR030W
2580	OG0002580	XP_001247561.1	YER004W
2581	OG0002581	XP_001247565.1	YGR135W
2582	OG0002582	XP_001247570.1	YDL087C
2583	OG0002583	XP_001247571.2	YHR188C
2584	OG0002584	XP_001247573.1	YKL010C
2585	OG0002585	XP_001247577.1	YNL010W
2586	OG0002586	XP_001247585.1	YML110C
2587	OG0002587	XP_001247589.2	YMR014W
2588	OG0002588	XP_001247590.1	YLR017W
2589	OG0002589	XP_001247595.1	YIL153W
2590	OG0002590	XP_001247599.2	YER162C
2591	OG0002591	XP_001247600.1	YHR018C
2592	OG0002592	XP_001247603.2	YGL164C
2593	OG0002593	XP_001247604.1	YDR172W
2594	OG0002594	XP_001247605.1	YLR435W
2595	OG0002595	XP_001247608.1	YDR299W
2596	OG0002596	XP_001247611.2	YML007W
2597	OG0002597	XP_001247613.2	YPL006W
2598	OG0002598	XP_001247614.1	YER110C
2599	OG0002599	XP_001247617.1	YOL135C
2600	OG0002600	XP_001247626.1	YKL007W
2601	OG0002601	XP_001247635.1	YMR137C
2602	OG0002602	XP_001247636.1	YBL026W
2603	OG0002603	XP_001247641.1	YFR016C
2604	OG0002604	XP_001247642.1	YJL121C
2605	OG0002605	XP_001247652.1	YGR096W
2606	OG0002606	XP_001247666.2	YGR276C
2607	OG0002607	XP_001247675.1	YDR245W
2608	OG0002608	XP_001247678.1	YPL011C
2609	OG0002609	XP_001247682.1	YDR294C
2610	OG0002610	XP_001247683.1	YMR286W
2611	OG0002611	XP_001247686.1	YDL120W
2612	OG0002612	XP_001247687.2	YBL071W-A
2613	OG0002613	XP_001247693.2	YJL031C
2614	OG0002614	XP_001247694.1	YPL249C
2615	OG0002615	XP_001247696.2	YHR191C
2616	OG0002616	XP_001247699.1	YPR023C
2617	OG0002617	XP_001247701.1	YLL027W
2618	OG0002618	XP_001247704.1	YDR190C
2619	OG0002619	XP_001247705.1	YMR193W
2620	OG0002620	XP_001247706.1	YJL183W
2621	OG0002621	XP_001247707.1	YDL015C
2622	OG0002622	XP_001247709.1	YDR457W
2623	OG0002623	XP_001247710.1	YER099C
2624	OG0002624	XP_001247719.1	YNL129W
2625	OG0002625	XP_001247720.1	YBR115C
2626	OG0002626	XP_001247726.1	YNL279W
2627	OG0002627	XP_001247728.1	YNL218W
2628	OG0002628	XP_001247729.2	YJL060W
2629	OG0002629	XP_001247731.2	YOR257W
2630	OG0002630	XP_001247739.2	YLR153C
2631	OG0002631	XP_001247740.1	YGL092W
2632	OG0002632	XP_001247745.1	YDR486C
2633	OG0002633	XP_001247746.2	YOL122C
2634	OG0002634	XP_001247748.2	YDR374C
2635	OG0002635	XP_001247761.2	YER010C
2636	OG0002636	XP_001247766.1	YNL036W
2637	OG0002637	XP_001247770.1	YBR004C
2638	OG0002638	XP_001247771.1	YFL007W
2639	OG0002639	XP_001247773.1	YOR270C
2640	OG0002640	XP_001247775.1	YLR377C
2641	OG0002641	XP_001247781.1	YDR214W
2642	OG0002642	XP_001247782.1	YIL099W
2643	OG0002643	XP_001247784.2	YNR050C
2644	OG0002644	XP_001247785.2	YBR002C
2645	OG0002645	XP_001247790.1	YFR033C
2646	OG0002646	XP_001247796.2	YAL041W
2647	OG0002647	XP_001247804.1	YLR100W
2648	OG0002648	XP_001247805.1	YDL055C
2649	OG0002649	XP_001247807.1	YPR024W
2650	OG0002650	XP_001247814.1	YLL040C
2651	OG0002651	XP_001247816.1	YHR008C
2652	OG0002652	XP_001247818.2	YOL146W
2653	OG0002653	XP_001247826.2	YIL125W
2654	OG0002654	XP_001247828.2	YOL073C
2655	OG0002655	XP_001247829.1	YDR311W
2656	OG0002656	XP_001247831.1	YJL054W
2657	OG0002657	XP_001247833.1	YNL161W
2658	OG0002658	XP_001247834.1	YDL043C
2659	OG0002659	XP_001247835.2	YER007W
2660	OG0002660	XP_001247840.1	YJR072C
2661	OG0002661	XP_001247846.2	YLR352W
2662	OG0002662	XP_001247851.1	YDL040C
2663	OG0002663	XP_001247856.1	YNL240C
2664	OG0002664	XP_001247858.2	YDR354W
2665	OG0002665	XP_001247862.1	YDR248C
2666	OG0002666	XP_001247863.1	YJL053W
2667	OG0002667	XP_001247865.1	YNL297C
2668	OG0002668	XP_001247866.1	YGL087C
2669	OG0002669	XP_001247868.1	YDR152W
2670	OG0002670	XP_001247869.1	YDR161W
2671	OG0002671	XP_001247872.2	YOL124C
2672	OG0002672	XP_001247879.1	YEL050C
2673	OG0002673	XP_001247890.1	YNL242W
2674	OG0002674	XP_001247896.1	YOR339C
2675	OG0002675	XP_001247897.2	YBR274W
2676	OG0002676	XP_001247899.1	YDR487C
2677	OG0002677	XP_001247900.1	YKR062W
2678	OG0002678	XP_001247903.1	YER134C
2679	OG0002679	XP_001247905.2	YGL251C
2680	OG0002680	XP_001247912.1	YDR336W
2681	OG0002681	XP_001247913.1	YJL024C
2682	OG0002682	XP_001247915.1	YLR045C
2683	OG0002683	XP_001247916.2	YOR269W
2684	OG0002684	XP_001247918.2	YER090W
2685	OG0002685	XP_001247924.1	YOL107W
2686	OG0002686	XP_001247925.2	YKL167C
2687	OG0002687	XP_001247926.1	YPL160W
2688	OG0002688	XP_001247930.2	YDL125C
2689	OG0002689	XP_001247931.1	YLR380W
2690	OG0002690	XP_001247932.1	YGR113W
2691	OG0002691	XP_001247933.1	YMR223W
2692	OG0002692	XP_001247935.2	YCR061W
2693	OG0002693	XP_001247936.1	YPL246C
2694	OG0002694	XP_001247937.1	YLR088W
2695	OG0002695	XP_001247943.2	YIL109C
2696	OG0002696	XP_001247944.1	YBL016W
2697	OG0002697	XP_001247945.1	YOR278W
2698	OG0002698	XP_001247948.1	YDR427W
2699	OG0002699	XP_001247950.2	YMR301C
2700	OG0002700	XP_001247952.2	YLR386W
2701	OG0002701	XP_001247955.1	YLR074C
2702	OG0002702	XP_001247958.1	YLR304C
2703	OG0002703	XP_001247960.1	YBR126C
2704	OG0002704	XP_001247965.1	YKR017C
2705	OG0002705	XP_001247966.1	YDR211W
2706	OG0002706	XP_001247968.1	YHR206W
2707	OG0002707	XP_001247972.2	YGL221C
2708	OG0002708	XP_001247973.2	YNL041C
2709	OG0002709	XP_001247980.1	YMR307W
2710	OG0002710	XP_001247982.1	YLR342W
2711	OG0002711	XP_001247983.1	YMR296C
2712	OG0002712	XP_001247986.1	YDL146W
2713	OG0002713	XP_001247989.1	YDL149W
2714	OG0002714	XP_001247990.2	YKL092C
2715	OG0002715	XP_001247992.1	YDL156W
2716	OG0002716	XP_001248012.2	YOR124C
2717	OG0002717	XP_001248015.1	YBR290W
2718	OG0002718	XP_001248020.2	YER026C
2719	OG0002719	XP_001248021.1	YHR089C
2720	OG0002720	XP_001248022.1	YIL078W
2721	OG0002721	XP_001248025.1	YMR089C
2722	OG0002722	XP_001248027.2	YLR234W
2723	OG0002723	XP_001248032.1	YPR098C
2724	OG0002724	XP_001248033.2	YMR106C
2725	OG0002725	XP_001248034.1	YGL212W
2726	OG0002726	XP_001248036.1	YLL018C
2727	OG0002727	XP_001248040.1	YDR306C
