	OrthologID	Candida_tenuis	Saccharomyces_cerevisiae
42	OG0000042	augustus_masked-scaffold_00006-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scaffold_00006-processed-gene-0.116&CDS=1-4965, genemark-scaffold_00006-processed-gene-0.67-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-0.67&CDS=1-792	YCL036W, YDR514C, YKL114C
43	OG0000043	genemark-scaffold_00006-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-0.74&CDS=1-504	YBR067C, YER011W, YIL011W, YOR010C
44	OG0000044	genemark-scaffold_00006-processed-gene-2.9-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-2.9&CDS=1-1755, genemark-scaffold_00006-processed-gene-5.59-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-5.59&CDS=1-1803	YDR144C, YLR120C, YLR121C
45	OG0000045	augustus_masked-scaffold_00021-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-2.13&CDS=1-4005, genemark-scaffold_00006-processed-gene-2.47-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-2.47&CDS=1-4497, genemark-scaffold_00006-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-9.30&CDS=1-4131, snap_masked-scaffold_00021-processed-gene-8.80-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-8.80&CDS=1-4164	YGR281W
46	OG0000046	genemark-scaffold_00006-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-4.77&CDS=1-4308, genemark-scaffold_00015-processed-gene-1.80-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-1.80&CDS=1-4872	YML072C, YNL087W, YOR086C
47	OG0000047	genemark-scaffold_00006-processed-gene-6.110-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-6.110&CDS=1-1971, genemark-scaffold_00009-processed-gene-8.71-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-8.71&CDS=1-1863, genemark-scaffold_00015-processed-gene-10.36-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.36&CDS=1-1731, snap_masked-scaffold_00022-processed-gene-8.41-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-8.41&CDS=1-1698	YBR015C
48	OG0000048	genemark-scaffold_00006-processed-gene-9.12-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-9.12&CDS=1-1734, maker-scaffold_00015-snap-gene-1.2-mRNA-1_1&gene=maker-scaffold_00015-snap-gene-1.2&CDS=1-1740	YBR298C, YDL247W, YJR160C
49	OG0000049	augustus_masked-scaffold_00006-processed-gene-10.109-mRNA-1_1&gene=augustus_masked-scaffold_00006-processed-gene-10.109&CDS=1-3219, augustus_masked-scaffold_00021-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.47&CDS=1-4587	YDR038C, YDR039C, YDR040C
50	OG0000050	genemark-scaffold_00006-processed-gene-10.58-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-10.58&CDS=1-2544, snap_masked-scaffold_00021-processed-gene-17.3-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.3&CDS=1-2949	YDR385W, YKL173W, YOR133W
51	OG0000051	augustus_masked-scaffold_00007-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scaffold_00007-processed-gene-0.8&CDS=1-903, genemark-scaffold_00018-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-2.71&CDS=1-1218	YER045C, YIL036W, YNL167C
52	OG0000052	augustus_masked-scaffold_00018-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-7.9&CDS=1-7635, genemark-scaffold_00008-processed-gene-4.151-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-4.151&CDS=1-3423, genemark-scaffold_00015-processed-gene-8.101-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.101&CDS=1-1302	YBR150C, YOL089C
53	OG0000053	genemark-scaffold_00009-processed-gene-1.76-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-1.76&CDS=1-3069, snap_masked-scaffold_00021-processed-gene-16.33-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.33&CDS=1-3381	YIL002C, YNL106C, YOR109W
54	OG0000054	genemark-scaffold_00009-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-2.71&CDS=1-1971, genemark-scaffold_00018-processed-gene-7.124-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.124&CDS=1-882	YBL091C, YBL091C-A, YER120W
55	OG0000055	augustus_masked-scaffold_00015-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-6.146&CDS=1-5565, genemark-scaffold_00009-processed-gene-5.128-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-5.128&CDS=1-2400, genemark-scaffold_00018-processed-gene-2.106-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-2.106&CDS=1-1596	YHR102W, YML131W
56	OG0000056	genemark-scaffold_00009-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-8.94&CDS=1-408, genemark-scaffold_00015-processed-gene-5.60-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.60&CDS=1-408, snap_masked-scaffold_00022-processed-gene-16.41-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-16.41&CDS=1-408	YBR010W, YNL031C
57	OG0000057	genemark-scaffold_00009-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-8.99&CDS=1-1377, genemark-scaffold_00018-processed-gene-1.89-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-1.89&CDS=1-1284	YBL089W, YER119C, YIL088C
58	OG0000058	genemark-scaffold_00009-processed-gene-9.248-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-9.248&CDS=1-1806, snap_masked-scaffold_00021-processed-gene-23.74-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.74&CDS=1-1833	YOR389W, YPL277C, YPL278C
59	OG0000059	genemark-scaffold_00009-processed-gene-9.252-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-9.252&CDS=1-2958, genemark-scaffold_00018-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-3.49&CDS=1-3069, genemark-scaffold_00018-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.8&CDS=1-2994	YBR038W, YNL192W
60	OG0000060	genemark-scaffold_00015-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-4.124&CDS=1-1716, genemark-scaffold_00018-processed-gene-9.115-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.115&CDS=1-1734, snap_masked-scaffold_00021-processed-gene-7.24-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-7.24&CDS=1-1752	YJL172W, YOL153C
61	OG0000061	augustus_masked-scaffold_00022-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-13.86&CDS=1-3885, genemark-scaffold_00015-processed-gene-4.113-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-4.113&CDS=1-3615	YJL042W, YOR227W, YPL137C
62	OG0000062	genemark-scaffold_00015-processed-gene-8.86-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.86&CDS=1-585, snap_masked-scaffold_00021-processed-gene-9.81-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-9.81&CDS=1-981, snap_masked-scaffold_00022-processed-gene-11.98-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-11.98&CDS=1-819	YJL079C, YKR013W
63	OG0000063	genemark-scaffold_00018-processed-gene-6.21-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.21&CDS=1-1608, snap_masked-scaffold_00022-processed-gene-17.4-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-17.4&CDS=1-1650, snap_masked-scaffold_00022-processed-gene-2.76-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-2.76&CDS=1-1644	YLR343W, YMR307W
64	OG0000064	genemark-scaffold_00018-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.25&CDS=1-2409, snap_masked-scaffold_00021-processed-gene-20.87-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.87&CDS=1-2568	YCR037C, YJL198W, YNR013C
65	OG0000065	genemark-scaffold_00018-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.105&CDS=1-1905, snap_masked-scaffold_00022-processed-gene-5.34-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-5.34&CDS=1-3630	YBR260C, YDR379W, YOR127W
66	OG0000066	augustus_masked-scaffold_00021-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-10.19&CDS=1-660, genemark-scaffold_00018-processed-gene-9.103-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.103&CDS=1-852	YBR014C, YDL010W, YPL156C
67	OG0000067	snap_masked-scaffold_00021-processed-gene-1.26-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.26&CDS=1-915, snap_masked-scaffold_00022-processed-gene-3.37-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-3.37&CDS=1-660	YDR259C, YHL009C, YOR028C
68	OG0000068	augustus_masked-scaffold_00021-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-7.72&CDS=1-1530, snap_masked-scaffold_00021-processed-gene-7.53-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-7.53&CDS=1-1017	YBL056W, YBR125C, YER089C
69	OG0000069	snap_masked-scaffold_00021-processed-gene-10.70-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-10.70&CDS=1-996, snap_masked-scaffold_00021-processed-gene-21.52-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-21.52&CDS=1-1035, snap_masked-scaffold_00022-processed-gene-17.22-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-17.22&CDS=1-1008	YDL078C, YKL085W
70	OG0000070	augustus_masked-scaffold_00022-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-2.3&CDS=1-1470, snap_masked-scaffold_00021-processed-gene-15.16-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.16&CDS=1-1323, snap_masked-scaffold_00022-processed-gene-15.96-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-15.96&CDS=1-1464	YIL120W, YIL121W
71	OG0000071	augustus_masked-scaffold_00021-processed-gene-19.52-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-19.52&CDS=1-5697	YBL017C, YIL173W, YJL222W, YNR065C
72	OG0000072	snap_masked-scaffold_00022-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-0.35&CDS=1-705	YDR533C, YMR322C, YOR391C, YPL280W
73	OG0000073		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
74	OG0000074	snap_masked-scaffold_00004-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-0.37&CDS=1-1371, snap_masked-scaffold_00021-processed-gene-1.33-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.33&CDS=1-939	YJL155C, YOL136C
75	OG0000075	augustus_masked-scaffold_00004-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-0.76&CDS=1-2394, genemark-scaffold_00008-processed-gene-0.131-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-0.131&CDS=1-2025	YER075C, YOR208W
76	OG0000076	augustus_masked-scaffold_00004-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-1.24&CDS=1-1719, genemark-scaffold_00009-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-8.96&CDS=1-963	YDR397C, YGR031W
77	OG0000077	genemark-scaffold_00015-processed-gene-7.23-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-7.23&CDS=1-1239, snap_masked-scaffold_00004-processed-gene-2.43-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.43&CDS=1-879	YGL247W, YHR036W
78	OG0000078	genemark-scaffold_00015-processed-gene-1.50-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-1.50&CDS=1-1374, snap_masked-scaffold_00004-processed-gene-3.64-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.64&CDS=1-1374	YBR118W, YPR080W
79	OG0000079	genemark-scaffold_00015-processed-gene-1.76-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-1.76&CDS=1-1656, genemark-scaffold_00018-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-4.119&CDS=1-1764, snap_masked-scaffold_00004-processed-gene-4.7-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.7&CDS=1-1695	YBR132C
80	OG0000080	snap_masked-scaffold_00004-processed-gene-4.39-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.39&CDS=1-882, snap_masked-scaffold_00021-processed-gene-2.64-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.64&CDS=1-1311	YDR352W, YOL092W
81	OG0000081	snap_masked-scaffold_00004-processed-gene-4.43-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.43&CDS=1-2049, snap_masked-scaffold_00004-processed-gene-5.60-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.60&CDS=1-1425	YGL160W, YLR047C
82	OG0000082	genemark-scaffold_00009-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-0.37&CDS=1-1752, genemark-scaffold_00009-processed-gene-9.270-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-9.270&CDS=1-1623, snap_masked-scaffold_00004-processed-gene-6.28-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.28&CDS=1-2118	YDL170W
83	OG0000083	genemark-scaffold_00008-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-4.124&CDS=1-1911, snap_masked-scaffold_00004-processed-gene-7.11-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.11&CDS=1-1563	YDR505C, YLR177W
84	OG0000084	genemark-scaffold_00006-processed-gene-1.145-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-1.145&CDS=1-888, genemark-scaffold_00008-processed-gene-3.92-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-3.92&CDS=1-1740, snap_masked-scaffold_00004-processed-gene-7.56-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.56&CDS=1-1194	YDR207C
85	OG0000085	augustus_masked-scaffold_00021-processed-gene-24.7-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-24.7&CDS=1-3348, snap_masked-scaffold_00004-processed-gene-7.20-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.20&CDS=1-1350	YBR028C, YKR001C
86	OG0000086	genemark-scaffold_00018-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-0.80&CDS=1-1185, maker-scaffold_00015-augustus-gene-5.4-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-5.4&CDS=1-2298, snap_masked-scaffold_00004-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.27&CDS=1-1341	YBR004C
87	OG0000087	augustus_masked-scaffold_00021-processed-gene-18.0-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.0&CDS=1-3279, genemark-scaffold_00015-processed-gene-4.126-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-4.126&CDS=1-1647, snap_masked-scaffold_00004-processed-gene-7.87-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.87&CDS=1-1701	YML054C
88	OG0000088	genemark-scaffold_00006-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-0.91&CDS=1-1443, genemark-scaffold_00009-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-2.96&CDS=1-1596	YGL253W, YLR446W
89	OG0000089	genemark-scaffold_00006-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-1.111&CDS=1-456, genemark-scaffold_00015-processed-gene-3.112-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-3.112&CDS=1-456	YEL066W, YPR193C
90	OG0000090	genemark-scaffold_00006-processed-gene-1.138-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-1.138&CDS=1-1851, snap_masked-scaffold_00021-processed-gene-11.104-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-11.104&CDS=1-1290	YDR463W, YHR006W
91	OG0000091	genemark-scaffold_00006-processed-gene-1.120-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-1.120&CDS=1-915, genemark-scaffold_00006-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-3.60&CDS=1-888	YLR146C, YPR069C
92	OG0000092	genemark-scaffold_00006-processed-gene-1.147-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-1.147&CDS=1-1098, genemark-scaffold_00018-processed-gene-10.52-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.52&CDS=1-3672	YDR265W, YMR152W
93	OG0000093	genemark-scaffold_00006-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-3.45&CDS=1-2169, snap_masked-scaffold_00022-processed-gene-20.2-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-20.2&CDS=1-2661	YIL095W, YNL020C
94	OG0000094	genemark-scaffold_00006-processed-gene-3.84-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-3.84&CDS=1-2352, genemark-scaffold_00015-processed-gene-9.5-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.5&CDS=1-2289	YAL023C, YGR199W
95	OG0000095	augustus_masked-scaffold_00008-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-scaffold_00008-processed-gene-2.120&CDS=1-3825, genemark-scaffold_00006-processed-gene-3.68-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-3.68&CDS=1-3579	YGR240C, YMR205C
96	OG0000096	genemark-scaffold_00006-processed-gene-4.96-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-4.96&CDS=1-4401, genemark-scaffold_00015-processed-gene-9.4-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.4&CDS=1-4422, maker-scaffold_00015-augustus-gene-0.109-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-0.109&CDS=1-4248	YOR153W
97	OG0000097	genemark-scaffold_00006-processed-gene-5.56-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-5.56&CDS=1-2334, maker-scaffold_00006-augustus-gene-11.2-mRNA-1_1&gene=maker-scaffold_00006-augustus-gene-11.2&CDS=1-6870	YJL200C, YLR304C
98	OG0000098	genemark-scaffold_00006-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-5.66&CDS=1-663, snap_masked-scaffold_00022-processed-gene-19.31-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-19.31&CDS=1-897	YBR061C, YGL136C
99	OG0000099	genemark-scaffold_00006-processed-gene-6.128-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-6.128&CDS=1-1095, genemark-scaffold_00009-processed-gene-5.111-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-5.111&CDS=1-696	YGL044C, YGR156W
100	OG0000100	augustus_masked-scaffold_00009-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-scaffold_00009-processed-gene-7.12&CDS=1-2262, snap_masked-scaffold_00006-processed-gene-7.67-mRNA-1_1&gene=snap_masked-scaffold_00006-processed-gene-7.67&CDS=1-1407	YBR263W, YLR058C
101	OG0000101	genemark-scaffold_00006-processed-gene-7.47-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-7.47&CDS=1-1581, snap_masked-scaffold_00021-processed-gene-24.98-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-24.98&CDS=1-660	YBL054W, YER088C
102	OG0000102	augustus_masked-scaffold_00009-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-scaffold_00009-processed-gene-9.5&CDS=1-1527, genemark-scaffold_00006-processed-gene-9.32-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-9.32&CDS=1-1557	YLR034C, YOL122C
103	OG0000103	genemark-scaffold_00006-processed-gene-10.43-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-10.43&CDS=1-1896, genemark-scaffold_00015-processed-gene-6.114-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.114&CDS=1-1338	YHL019C, YPL259C
104	OG0000104	augustus_masked-scaffold_00022-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-13.91&CDS=1-3000, snap_masked-scaffold_00006-processed-gene-11.84-mRNA-1_1&gene=snap_masked-scaffold_00006-processed-gene-11.84&CDS=1-1455	YDR243C, YHR065C
105	OG0000105	genemark-scaffold_00006-processed-gene-11.38-mRNA-1_1&gene=genemark-scaffold_00006-processed-gene-11.38&CDS=1-3303, snap_masked-scaffold_00022-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-0.36&CDS=1-2253	YLR144C, YNR067C
106	OG0000106	genemark-scaffold_00008-processed-gene-0.129-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-0.129&CDS=1-1320, snap_masked-scaffold_00021-processed-gene-17.36-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.36&CDS=1-1599	YDL091C, YML013W
107	OG0000107	genemark-scaffold_00008-processed-gene-0.104-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-0.104&CDS=1-1302, genemark-scaffold_00009-processed-gene-7.135-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-7.135&CDS=1-3150	YEL036C, YML115C
108	OG0000108	genemark-scaffold_00008-processed-gene-1.74-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-1.74&CDS=1-1161, genemark-scaffold_00015-processed-gene-6.119-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.119&CDS=1-1110, snap_masked-scaffold_00021-processed-gene-14.75-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.75&CDS=1-1158	YLL057C
109	OG0000109	genemark-scaffold_00008-processed-gene-1.92-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-1.92&CDS=1-1005, snap_masked-scaffold_00021-processed-gene-5.69-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.69&CDS=1-1014	YML019W, YOR085W
110	OG0000110	genemark-scaffold_00008-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-1.93&CDS=1-2298, genemark-scaffold_00009-processed-gene-3.132-mRNA-1_1&gene=genemark-scaffold_00009-processed-gene-3.132&CDS=1-1932	YDR444W, YGL144C
111	OG0000111	maker-scaffold_00008-snap-gene-3.169-mRNA-1_1&gene=maker-scaffold_00008-snap-gene-3.169&CDS=1-2355, snap_masked-scaffold_00022-processed-gene-10.0-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-10.0&CDS=1-801	YMR167W, YPL164C
112	OG0000112	genemark-scaffold_00008-processed-gene-3.112-mRNA-1_1&gene=genemark-scaffold_00008-processed-gene-3.112&CDS=1-1350, genemark-scaffold_00015-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.101&CDS=1-1245	YER028C, YGL209W
113	OG0000113	genemark-scaffold_00018-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-3.27&CDS=1-4257, snap_masked-scaffold_00008-processed-gene-4.218-mRNA-1_1&gene=snap_masked-scaffold_00008-processed-gene-4.218&CDS=1-1920	YLR188W, YOL057W
