	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034902_Ogataea_minuta
30	OG0000030	YGL158W, YGR264C, YLR248W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-3.31&CDS=1-5043, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.100&CDS=1-2085
31	OG0000031	YGR260W, YOR246C	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-4.2&CDS=1-2388, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.197-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.197&CDS=1-1533, snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.133&CDS=1-1491
32	OG0000032	YHR114W, YPL206C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.86&CDS=1-4230, maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-4.74-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-4.74&CDS=1-3816, snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.96&CDS=1-2382
33	OG0000033	YIL120W, YIL121W, YNL065W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-7.165-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-7.165&CDS=1-4773, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.69&CDS=1-1170
34	OG0000034	YIL151C, YKR096W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.161&CDS=1-969, maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-5.65-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-5.65&CDS=1-5214, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.39&CDS=1-1194
35	OG0000035	YJL212C, YLR195C, YPR194C	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-5.6-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-5.6&CDS=1-3498, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.18&CDS=1-2469
36	OG0000036	YJR152W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-14.1-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-14.1&CDS=1-3360, maker-NODE_8_length_429335_cov_42.3132_ID_15-snap-gene-3.214-mRNA-1_1&gene=maker-NODE_8_length_429335_cov_42.3132_ID_15-snap-gene-3.214&CDS=1-4269, snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.118-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.118&CDS=1-1674, snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.123-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.123&CDS=1-1599
37	OG0000037	YKL068W, YMR047C, YOR341W	genemark-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.189-mRNA-1_1&gene=genemark-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.189&CDS=1-8115, snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-1.39&CDS=1-3129
38	OG0000038	YLR098C, YOL140W, YOR337W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-11.229-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-11.229&CDS=1-3126, snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-2.136&CDS=1-1296
39	OG0000039	YML111W, YMR275C, YNR069C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.131&CDS=1-2169, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.20&CDS=1-1983
40	OG0000040	YOR227W, YOR244W, YPL137C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.164&CDS=1-7632, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.100-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.100&CDS=1-1383
41	OG0000041	YAL054C, YLR153C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.156&CDS=1-2019, snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-7.73&CDS=1-2010
42	OG0000042	YAL067C, YMR208W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.110&CDS=1-2703, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.144&CDS=1-1650
43	OG0000043	YAR035W, YER024W	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.8&CDS=1-8013, snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.168&CDS=1-2178
44	OG0000044	YBL002W, YDR224C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.97-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.97&CDS=1-393, snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.166-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.166&CDS=1-393
45	OG0000045	YBL032W, YBR233W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-5.209-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-5.209&CDS=1-2391, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.78&CDS=1-1197
46	OG0000046	YBL063W, YEL061C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.113-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.113&CDS=1-2418, snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.87&CDS=1-2892
47	OG0000047	YBR009C, YNL030W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.87&CDS=1-309, snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.66&CDS=1-309
48	OG0000048	YBR046C, YML016C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-9.57-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-9.57&CDS=1-2697, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.98&CDS=1-1383
49	OG0000049	YBR118W, YPR080W	maker-NODE_5_length_1023165_cov_41.5042_ID_9-augustus-gene-8.0-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-augustus-gene-8.0&CDS=1-2328, maker-NODE_8_length_429335_cov_42.3132_ID_15-snap-gene-2.73-mRNA-1_1&gene=maker-NODE_8_length_429335_cov_42.3132_ID_15-snap-gene-2.73&CDS=1-1410
50	OG0000050	YBR139W, YMR297W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.134&CDS=1-1614, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-7.89-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-7.89&CDS=1-1629
51	OG0000051	YBR150C, YOL089C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.62&CDS=1-2898, genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.45&CDS=1-1815
52	OG0000052	YBR183W, YPL087W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.59&CDS=1-846, snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.60&CDS=1-870
53	OG0000053	YBR237W, YNL112W	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-4.68-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-4.68&CDS=1-1581, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.101&CDS=1-2253
54	OG0000054	YBR238C, YGL107C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.57-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.57&CDS=1-1872, snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.74&CDS=1-1629
55	OG0000055	YBR245C, YOR304W	maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-1.178-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-1.178&CDS=1-5235, maker-NODE_9_length_414456_cov_41.5545_ID_17-augustus-gene-2.125-mRNA-1_1&gene=maker-NODE_9_length_414456_cov_41.5545_ID_17-augustus-gene-2.125&CDS=1-3585
56	OG0000056	YBR263W, YLR058C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.152&CDS=1-1791, snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.102-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.102&CDS=1-1446
57	OG0000057	YBR298C, YDL247W, YGR289C, YJR160C	
58	OG0000058	YCL037C, YDR515W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-1.146&CDS=1-1416, snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.130-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.130&CDS=1-1461
59	OG0000059	YCR028C	augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.34&CDS=1-1482, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-0.58&CDS=1-1539, snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.131-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.131&CDS=1-1530
60	OG0000060	YCR105W, YMR318C	maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-5.12-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-5.12&CDS=1-1122, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.16-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-11.16&CDS=1-1077
61	OG0000061	YDL037C, YIR019C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-5.108&CDS=1-837, augustus_masked-NODE_71_length_409_cov_0.786164_ID_141-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_71_length_409_cov_0.786164_ID_141-processed-gene-0.0&CDS=1-240
62	OG0000062	YDL113C, YDR425W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.96&CDS=1-1665, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-0.26&CDS=1-1509
63	OG0000063	YDL138W, YDL194W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-10.12-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-10.12&CDS=1-2988, snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-1.80&CDS=1-1635
64	OG0000064	YDL170W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-2.169-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-2.169&CDS=1-1866, maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-0.55&CDS=1-1641, maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-0.2&CDS=1-1641
65	OG0000065	YDR002W, YLR335W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.41&CDS=1-1767, snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-2.66&CDS=1-606
66	OG0000066	YDR037W, YNL073W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.248-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.248&CDS=1-1641, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.0-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.0&CDS=1-1758
67	OG0000067	YDR074W, YJR126C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.93&CDS=1-8493, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.110&CDS=1-2247
68	OG0000068	YDR083W, YKL043W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.82&CDS=1-4266, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.86&CDS=1-1326
69	OG0000069	YDR178W, YLR164W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.105&CDS=1-465, snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.125-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.125&CDS=1-474
70	OG0000070	YDR463W, YHR006W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.81&CDS=1-2823, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.77-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.77&CDS=1-984
71	OG0000071	YDR466W, YDR490C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.92&CDS=1-2517, snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-3.42&CDS=1-3327
72	OG0000072	YDR523C, YHR102W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.78&CDS=1-2118, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-6.101&CDS=1-1338
73	OG0000073	YEL066W, YPR193C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.157&CDS=1-504, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.158-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.158&CDS=1-483
74	OG0000074	YER017C, YKR001C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.82&CDS=1-4488, augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.165&CDS=1-4614
75	OG0000075	YER028C, YGL209W	genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.143&CDS=1-1278, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-2.11&CDS=1-1527
76	OG0000076	YER054C, YIL045W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.85-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.85&CDS=1-1428, snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.38&CDS=1-1758
77	OG0000077	YER056C, YER060W, YER060W-A	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.217-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.217&CDS=1-2181
78	OG0000078	YER067W, YIL057C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.104-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.104&CDS=1-564, snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.26&CDS=1-537
79	OG0000079	YER107C, YOR026W	genemark-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.51&CDS=1-771, snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.108&CDS=1-1113
80	OG0000080	YER172C, YGR271W	maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-10.10-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-10.10&CDS=1-6540, maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-9.12-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-9.12&CDS=1-9666
81	OG0000081	YFL059W, YMR096W, YNL333W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.208-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.208&CDS=1-915
82	OG0000082	YGL147C, YNL067W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.40-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.40&CDS=1-573, snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.88&CDS=1-573
83	OG0000083	YGL196W, YLR022C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.102&CDS=1-2310, snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.134&CDS=1-1245
84	OG0000084	YGL257C, YNR059W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.63&CDS=1-2763, snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.29-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.29&CDS=1-2382
85	OG0000085	YGR052W, YHR082C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.89&CDS=1-1272, snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.30&CDS=1-2280
86	OG0000086	YGR059W, YHR107C	maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-7.0-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-7.0&CDS=1-1563, maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-6.167-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-snap-gene-6.167&CDS=1-2286
87	OG0000087	YGR087C, YLR044C, YLR134W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.18-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.18&CDS=1-1713
88	OG0000088	YGR197C, YJR015W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-11.123&CDS=1-1899, snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.123&CDS=1-1500
89	OG0000089	YHR005C, YKL025C	augustus_masked-NODE_69_length_410_cov_0.9279_ID_137-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_69_length_410_cov_0.9279_ID_137-processed-gene-0.2&CDS=1-396, augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-7.73&CDS=1-4908
90	OG0000090	YHR023W, YOR326W	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.29&CDS=1-6126, snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.132&CDS=1-4602
