	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034884_Peterozyma_toletana
59	OG0000059	YER015W	genemark-flattened_line_44-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.84&CDS=1-2091, genemark-flattened_line_44-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.149&CDS=1-2091, genemark-flattened_line_8-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.48&CDS=1-2115
60	OG0000060	YER067W, YIL057C	genemark-flattened_line_28-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.158&CDS=1-537, genemark-flattened_line_73-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.90&CDS=1-534
61	OG0000061	YER075C, YOR208W	genemark-flattened_line_0-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.60&CDS=1-2145, genemark-flattened_line_12-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.141&CDS=1-2001
62	OG0000062	YER093C-A, YJL127C	genemark-flattened_line_12-processed-gene-4.107-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.107&CDS=1-1671, maker-flattened_line_26-augustus-gene-2.204-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-2.204&CDS=1-1047
63	OG0000063	YER103W, YLL024C	genemark-flattened_line_45-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.113&CDS=1-1941, genemark-flattened_line_73-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.82&CDS=1-1932
64	OG0000064	YFL059W, YMR096W, YNL333W	genemark-flattened_line_28-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.129&CDS=1-894
65	OG0000065	YFL060C, YMR095C, YNL334C	genemark-flattened_line_28-processed-gene-1.168-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.168&CDS=1-723
66	OG0000066	YFR031C-A, YIL018W	genemark-flattened_line_18-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.64&CDS=1-762, snap_masked-flattened_line_47-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.208&CDS=1-762
67	OG0000067	YGL038C, YJR075W	augustus_masked-flattened_line_4-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.119&CDS=1-1200, genemark-flattened_line_40-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.123&CDS=1-1194
68	OG0000068	YGL147C, YNL067W	genemark-flattened_line_18-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.61&CDS=1-576, genemark-flattened_line_26-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.11&CDS=1-576
69	OG0000069	YGL185C	genemark-flattened_line_0-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.61&CDS=1-1107, genemark-flattened_line_2-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.73&CDS=1-1095, genemark-flattened_line_57-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.28&CDS=1-1113
70	OG0000070	YGR087C, YLR044C, YLR134W	genemark-flattened_line_10-processed-gene-4.96-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.96&CDS=1-1695
71	OG0000071	YGR192C, YJL052W, YJR009C	genemark-flattened_line_32-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.49&CDS=1-1002
72	OG0000072	YGR221C, YHR149C	genemark-flattened_line_38-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.95&CDS=1-1983, genemark-flattened_line_53-processed-gene-0.257-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.257&CDS=1-378
73	OG0000073	YGR263C	snap_masked-flattened_line_106-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.13&CDS=1-996, snap_masked-flattened_line_81-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.19&CDS=1-936, snap_masked-flattened_line_81-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.20&CDS=1-936
74	OG0000074	YHL019C, YPL259C	genemark-flattened_line_0-processed-gene-4.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.43&CDS=1-1323, genemark-flattened_line_53-processed-gene-0.260-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.260&CDS=1-1671
75	OG0000075	YHR032W	genemark-flattened_line_24-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.81&CDS=1-1788, genemark-flattened_line_24-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.35&CDS=1-1467, genemark-flattened_line_8-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.113&CDS=1-1800
76	OG0000076	YHR179W, YPL171C	genemark-flattened_line_2-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.90&CDS=1-1170, genemark-flattened_line_2-processed-gene-5.105-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.105&CDS=1-1206
77	OG0000077	YIL038C, YPR072W	genemark-flattened_line_0-processed-gene-4.22-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.22&CDS=1-1830, genemark-flattened_line_4-processed-gene-7.252-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.252&CDS=1-1827
78	OG0000078	YIL126W, YOR290C	genemark-flattened_line_18-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.60&CDS=1-3825, genemark-flattened_line_75-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.78&CDS=1-4536
79	OG0000079	YIL159W, YNL271C	genemark-flattened_line_0-processed-gene-7.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.93&CDS=1-5454, maker-flattened_line_12-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.0&CDS=1-5472
80	OG0000080	YJL081C, YPR034W	genemark-flattened_line_6-processed-gene-5.122-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.122&CDS=1-1458, genemark-flattened_line_75-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.58&CDS=1-1224
81	OG0000081	YJL163C	augustus_masked-flattened_line_28-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.60&CDS=1-1626, genemark-flattened_line_4-processed-gene-7.238-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.238&CDS=1-2007, genemark-flattened_line_4-processed-gene-7.239-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.239&CDS=1-1710
82	OG0000082	YJR061W, YKL201C	snap_masked-flattened_line_2-processed-gene-5.23-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.23&CDS=1-2415, snap_masked-flattened_line_55-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.165&CDS=1-2295
83	OG0000083	YJR107W	augustus_masked-flattened_line_0-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.59&CDS=1-1077, augustus_masked-flattened_line_4-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.123&CDS=1-1098, snap_masked-flattened_line_20-processed-gene-2.223-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.223&CDS=1-1047
84	OG0000084	YJR126C	genemark-flattened_line_22-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.70&CDS=1-2385, genemark-flattened_line_22-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.116&CDS=1-2436, genemark-flattened_line_6-processed-gene-7.113-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.113&CDS=1-2379
85	OG0000085	YJR152W	genemark-flattened_line_26-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.84&CDS=1-1596, genemark-flattened_line_4-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.16&CDS=1-1608, maker-flattened_line_22-augustus-gene-1.47-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.47&CDS=1-1635
86	OG0000086	YKL215C	genemark-flattened_line_34-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.11&CDS=1-3936, genemark-flattened_line_6-processed-gene-4.43-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.43&CDS=1-3954, maker-flattened_line_8-snap-gene-0.40-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.40&CDS=1-6906
87	OG0000087	YLL062C, YMR321C, YPL273W	genemark-flattened_line_4-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.61&CDS=1-1047
88	OG0000088	YLR144C, YNR067C	genemark-flattened_line_40-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.146&CDS=1-3144, genemark-flattened_line_42-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.83&CDS=1-2127
89	OG0000089	YLR392C	augustus_masked-flattened_line_69-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.29&CDS=1-1557, augustus_masked-flattened_line_69-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.4&CDS=1-1320, genemark-flattened_line_61-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.32&CDS=1-1671
90	OG0000090	YML019W, YOR085W	augustus_masked-flattened_line_22-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.164&CDS=1-1059, genemark-flattened_line_8-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.117&CDS=1-1029
91	OG0000091	YML115C, YMR278W	genemark-flattened_line_2-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.57&CDS=1-1422, maker-flattened_line_2-augustus-gene-2.52-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.52&CDS=1-3177
92	OG0000092	YMR006C, YMR008C, YOL011W	genemark-flattened_line_6-processed-gene-6.8-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.8&CDS=1-2001
93	OG0000093	YMR169C, YMR170C	genemark-flattened_line_14-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.110&CDS=1-1485, genemark-flattened_line_55-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.4&CDS=1-1500
94	OG0000094	YMR266W, YOL084W	genemark-flattened_line_22-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.107&CDS=1-2664, genemark-flattened_line_30-processed-gene-1.220-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.220&CDS=1-2715
95	OG0000095	YMR316W, YNL165W, YOR385W	genemark-flattened_line_34-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.20&CDS=1-1560
96	OG0000096	YNL268W	genemark-flattened_line_10-processed-gene-4.85-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.85&CDS=1-1629, genemark-flattened_line_12-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.124&CDS=1-1623, genemark-flattened_line_12-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.125&CDS=1-1644
97	OG0000097	YNR018W	genemark-flattened_line_14-processed-gene-3.94-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.94&CDS=1-627, genemark-flattened_line_28-processed-gene-1.196-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.196&CDS=1-702, maker-flattened_line_28-snap-gene-1.211-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.211&CDS=1-1317
98	OG0000098	YOL027C, YPR125W	genemark-flattened_line_0-processed-gene-6.7-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.7&CDS=1-1377, genemark-flattened_line_22-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.111&CDS=1-1362
99	OG0000099	YOL055C, YPL258C, YPR121W	genemark-flattened_line_30-processed-gene-1.239-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.239&CDS=1-1677
100	OG0000100	YOL137W	augustus_masked-flattened_line_16-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.99&CDS=1-2820, genemark-flattened_line_10-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.109&CDS=1-1506, maker-flattened_line_51-snap-gene-0.82-mRNA-1_1&gene=maker-flattened_line_51-snap-gene-0.82&CDS=1-2742
101	OG0000101	YOR348C	genemark-flattened_line_24-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.80&CDS=1-1698, genemark-flattened_line_28-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.195&CDS=1-1725, genemark-flattened_line_36-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.179&CDS=1-1716
102	OG0000102	YOR389W, YPL277C, YPL278C	genemark-flattened_line_2-processed-gene-8.7-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.7&CDS=1-2040
103	OG0000103	YPR022C	genemark-flattened_line_16-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.60&CDS=1-3051, genemark-flattened_line_51-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.72&CDS=1-2751, maker-flattened_line_84-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.4&CDS=1-3060
104	OG0000104		genemark-flattened_line_32-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.69&CDS=1-720, genemark-flattened_line_6-processed-gene-3.27-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.27&CDS=1-744, snap_masked-flattened_line_4-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.6&CDS=1-975, snap_masked-flattened_line_4-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.7&CDS=1-957
105	OG0000105	YAL015C, YOL043C	augustus_masked-flattened_line_12-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.57&CDS=1-1071
106	OG0000106	YAL017W, YOL045W	genemark-flattened_line_4-processed-gene-3.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.80&CDS=1-3738
107	OG0000107	YAL034C, YOR338W	genemark-flattened_line_12-processed-gene-4.120-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.120&CDS=1-1119
108	OG0000108	YAL040C	genemark-flattened_line_0-processed-gene-8.166-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.166&CDS=1-1671, genemark-flattened_line_0-processed-gene-8.173-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.173&CDS=1-1323
109	OG0000109	YAL051W, YLL054C, YOR363C	
110	OG0000110	YAL053W	genemark-flattened_line_2-processed-gene-5.77-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.77&CDS=1-2328, genemark-flattened_line_6-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.17&CDS=1-2205
111	OG0000111	YAL056W, YOR371C	genemark-flattened_line_12-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.111&CDS=1-3081
112	OG0000112	YAL061W	genemark-flattened_line_81-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.109&CDS=1-1158, genemark-flattened_line_81-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.84&CDS=1-1158
113	OG0000113	YBL016W, YGR040W	genemark-flattened_line_77-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.60&CDS=1-1065
114	OG0000114	YBL023C	genemark-flattened_line_44-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.113&CDS=1-2640, genemark-flattened_line_44-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.115&CDS=1-2640
115	OG0000115	YBL027W, YBR084C-A	genemark-flattened_line_12-processed-gene-4.182-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.182&CDS=1-600
116	OG0000116	YBL056W, YER089C	genemark-flattened_line_45-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.74&CDS=1-1311
117	OG0000117	YBL067C, YER098W	genemark-flattened_line_32-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.138&CDS=1-2238
118	OG0000118	YBL068W, YER099C	genemark-flattened_line_32-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.139&CDS=1-990
119	OG0000119	YBL072C, YER102W	genemark-flattened_line_32-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.104&CDS=1-594
120	OG0000120	YBL079W, YER105C	genemark-flattened_line_12-processed-gene-4.117-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.117&CDS=1-3630
121	OG0000121	YBL087C, YER117W	genemark-flattened_line_92-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.15&CDS=1-408
122	OG0000122	YBL089W, YER119C	augustus_masked-flattened_line_53-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.136&CDS=1-1677
123	OG0000123	YBL097W	augustus_masked-flattened_line_69-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.6&CDS=1-3120, genemark-flattened_line_57-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.57&CDS=1-1995
124	OG0000124	YBL101C, YPR030W	genemark-flattened_line_2-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.22&CDS=1-3297
125	OG0000125	YBL106C, YPR032W	genemark-flattened_line_10-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.111&CDS=1-3045
126	OG0000126	YBR005W, YDR003W	maker-flattened_line_20-snap-gene-0.95-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.95&CDS=1-1149
127	OG0000127	YBR014C, YDL010W	augustus_masked-flattened_line_108-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.1&CDS=1-786
128	OG0000128	YBR016W, YDL012C	genemark-flattened_line_8-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.101&CDS=1-357
129	OG0000129	YBR021W, YIR028W	genemark-flattened_line_0-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.81&CDS=1-1734
130	OG0000130	YBR024W, YBR037C	augustus_masked-flattened_line_0-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.59&CDS=1-5148
131	OG0000131	YBR026C	augustus_masked-flattened_line_38-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.127&CDS=1-1266, genemark-flattened_line_57-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.33&CDS=1-1128
132	OG0000132	YBR031W, YDR012W	genemark-flattened_line_49-processed-gene-0.228-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.228&CDS=1-1095
133	OG0000133	YBR033W, YKL038W	genemark-flattened_line_0-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.10&CDS=1-2418
134	OG0000134	YBR042C, YDR018C	genemark-flattened_line_40-processed-gene-1.175-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.175&CDS=1-1224
135	OG0000135	YBR048W, YDR025W	genemark-flattened_line_53-processed-gene-0.294-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.294&CDS=1-468
136	OG0000136	YBR049C, YDR026C	genemark-flattened_line_22-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.95&CDS=1-2217
137	OG0000137	YBR067C, YIL011W	genemark-flattened_line_4-processed-gene-7.199-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.199&CDS=1-606
138	OG0000138	YBR078W, YDR055W	genemark-flattened_line_67-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.70&CDS=1-1293
139	OG0000139	YBR089C-A, YPR052C	genemark-flattened_line_61-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.20&CDS=1-273
140	OG0000140	YBR104W, YPR058W	genemark-flattened_line_6-processed-gene-7.169-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.169&CDS=1-924
141	OG0000141	YBR118W, YPR080W	genemark-flattened_line_4-processed-gene-7.286-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.286&CDS=1-1380
142	OG0000142	YBR140C, YOL081W	snap_masked-flattened_line_30-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.40&CDS=1-8121
143	OG0000143	YBR147W, YOL092W	genemark-flattened_line_2-processed-gene-8.37-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.37&CDS=1-951
144	OG0000144	YBR161W, YPL057C	genemark-flattened_line_8-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.95&CDS=1-1089
145	OG0000145	YBR172C, YPL105C	genemark-flattened_line_26-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.26&CDS=1-2526
146	OG0000146	YBR177C, YPL095C	genemark-flattened_line_0-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.13&CDS=1-1353
