	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034597_Candida_stellimalicola
48	OG0000048	YFL050C, YKL064W, YOL130W	augustus_masked-flattened_line_16-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.205&CDS=1-2424, augustus_masked-flattened_line_74-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.6&CDS=1-2313
49	OG0000049	YFR040W, YGL229C, YKR028W	augustus_masked-flattened_line_52-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.121&CDS=1-2535, augustus_masked-flattened_line_62-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.214&CDS=1-2883
50	OG0000050	YGL038C, YJR075W	augustus_masked-flattened_line_18-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.71&CDS=1-1194, augustus_masked-flattened_line_2-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.93&CDS=1-1152, augustus_masked-flattened_line_58-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.101&CDS=1-1203
51	OG0000051	YGL092W, YKL068W, YMR047C	augustus_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.81&CDS=1-4314, augustus_masked-flattened_line_84-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.46&CDS=1-3267
52	OG0000052	YGR260W	augustus_masked-flattened_line_116-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.6&CDS=1-1479, augustus_masked-flattened_line_116-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.7&CDS=1-1473, augustus_masked-flattened_line_2-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.23&CDS=1-1482, augustus_masked-flattened_line_34-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.187&CDS=1-1503
53	OG0000053	YGR263C	augustus_masked-flattened_line_102-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.11&CDS=1-1101, augustus_masked-flattened_line_28-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.91&CDS=1-1065, augustus_masked-flattened_line_72-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.78&CDS=1-1143, augustus_masked-flattened_line_72-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.82&CDS=1-1092
54	OG0000054	YHL007C, YNL298W, YOL113W	augustus_masked-flattened_line_4-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.92&CDS=1-2544, augustus_masked-flattened_line_48-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.162&CDS=1-3444
55	OG0000055	YHR135C, YPL204W	augustus_masked-flattened_line_14-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.64&CDS=1-1026, augustus_masked-flattened_line_8-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.124&CDS=1-1551, augustus_masked-flattened_line_8-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.152&CDS=1-1440
56	OG0000056	YLR155C, YLR157C, YLR158C, YLR160C	augustus_masked-flattened_line_28-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.89&CDS=1-1077
57	OG0000057	YLR342W, YMR306W	augustus_masked-flattened_line_16-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.173&CDS=1-5865, augustus_masked-flattened_line_4-processed-gene-3.270-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.270&CDS=1-5742, genemark-flattened_line_78-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.102&CDS=1-4953
58	OG0000058	YOR032C, YOR344C	augustus_masked-flattened_line_56-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.62&CDS=1-2553, augustus_masked-flattened_line_6-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.131&CDS=1-2322, genemark-flattened_line_40-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.57&CDS=1-798
59	OG0000059	YOR117W, YPR159W	augustus_masked-flattened_line_16-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.16&CDS=1-4593, augustus_masked-flattened_line_8-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.169&CDS=1-1962, augustus_masked-flattened_line_96-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.37&CDS=1-2028
60	OG0000060	YAL023C, YGR199W	augustus_masked-flattened_line_12-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.148&CDS=1-2265, augustus_masked-flattened_line_2-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.123&CDS=1-2277
61	OG0000061	YAL054C, YLR153C	augustus_masked-flattened_line_0-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.103&CDS=1-2013, augustus_masked-flattened_line_12-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.82&CDS=1-2049
62	OG0000062	YAL067C	augustus_masked-flattened_line_8-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.116&CDS=1-1737, augustus_masked-flattened_line_90-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.50&CDS=1-1677, augustus_masked-flattened_line_90-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.55&CDS=1-1764
63	OG0000063	YAR035W, YER024W	augustus_masked-flattened_line_0-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.72&CDS=1-2160, augustus_masked-flattened_line_10-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.199&CDS=1-2229
64	OG0000064	YBL011W, YKR067W	augustus_masked-flattened_line_48-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.133&CDS=1-1905, augustus_masked-flattened_line_94-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.63&CDS=1-2046
65	OG0000065	YBL016W, YGR040W	augustus_masked-flattened_line_28-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.121&CDS=1-1107, snap_masked-flattened_line_6-processed-gene-2.310-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.310&CDS=1-1056
66	OG0000066	YBL032W, YBR233W	augustus_masked-flattened_line_104-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.42&CDS=1-1278, augustus_masked-flattened_line_18-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.10&CDS=1-1146
67	OG0000067	YBL052C, YOR244W	augustus_masked-flattened_line_10-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.138&CDS=1-1389, augustus_masked-flattened_line_34-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.202&CDS=1-1719
68	OG0000068	YBL068W-A, YBL069W, YER101C	augustus_masked-flattened_line_26-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.81&CDS=1-1254
69	OG0000069	YBR009C, YNL030W	augustus_masked-flattened_line_46-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.207&CDS=1-309, augustus_masked-flattened_line_54-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.187&CDS=1-309
70	OG0000070	YBR010W, YNL031C	augustus_masked-flattened_line_46-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.248&CDS=1-408, augustus_masked-flattened_line_54-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.224&CDS=1-408
71	OG0000071	YBR011C, YMR267W	augustus_masked-flattened_line_4-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.150&CDS=1-861, augustus_masked-flattened_line_42-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.147&CDS=1-945
72	OG0000072	YBR025C, YHL014C	augustus_masked-flattened_line_124-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.9&CDS=1-1248, augustus_masked-flattened_line_58-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.142&CDS=1-1185
73	OG0000073	YBR038W, YNL192W	augustus_masked-flattened_line_58-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.141&CDS=1-3066, augustus_masked-flattened_line_8-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.184&CDS=1-4788
74	OG0000074	YBR062C, YDR143C	augustus_masked-flattened_line_60-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.72&CDS=1-540, snap_masked-flattened_line_0-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.6&CDS=1-1314
75	OG0000075	YBR073W, YGL163C	genemark-flattened_line_60-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.134&CDS=1-2619, maker-flattened_line_34-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.3&CDS=1-3339
76	OG0000076	YBR084W, YGR204W	augustus_masked-flattened_line_34-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.152&CDS=1-2862, augustus_masked-flattened_line_48-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.156&CDS=1-2820
77	OG0000077	YBR114W, YOR191W	augustus_masked-flattened_line_12-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.128&CDS=1-2610, genemark-flattened_line_4-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.16&CDS=1-3420
78	OG0000078	YBR118W, YPR080W	augustus_masked-flattened_line_52-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.153&CDS=1-765, augustus_masked-flattened_line_60-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.116&CDS=1-765
79	OG0000079	YBR119W, YIR009W	augustus_masked-flattened_line_12-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.49&CDS=1-321, augustus_masked-flattened_line_36-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.184&CDS=1-648
80	OG0000080	YBR139W, YMR297W	augustus_masked-flattened_line_4-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.107&CDS=1-1569, augustus_masked-flattened_line_72-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.74&CDS=1-1569
81	OG0000081	YBR177C, YPL095C	augustus_masked-flattened_line_44-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.205&CDS=1-1296, genemark-flattened_line_116-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.26&CDS=1-1308
82	OG0000082	YBR181C, YPL090C	augustus_masked-flattened_line_16-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.9&CDS=1-708, augustus_masked-flattened_line_2-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.20&CDS=1-708
83	OG0000083	YBR199W	augustus_masked-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.108&CDS=1-1380, augustus_masked-flattened_line_6-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.184&CDS=1-1425, augustus_masked-flattened_line_66-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.116&CDS=1-1284
84	OG0000084	YBR207W, YER145C	augustus_masked-flattened_line_18-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.23&CDS=1-1230, maker-flattened_line_30-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.0&CDS=1-2211
85	OG0000085	YBR212W, YHR086W	augustus_masked-flattened_line_30-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.19&CDS=1-1581, genemark-flattened_line_82-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.54&CDS=1-1386
86	OG0000086	YBR245C, YOR304W	augustus_masked-flattened_line_10-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.80&CDS=1-3159, augustus_masked-flattened_line_6-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.193&CDS=1-3237
87	OG0000087	YBR263W, YLR058C	augustus_masked-flattened_line_30-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.16&CDS=1-1407, augustus_masked-flattened_line_52-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.84&CDS=1-1476
88	OG0000088	YCL037C, YDR515W	augustus_masked-flattened_line_10-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.50&CDS=1-1455, augustus_masked-flattened_line_32-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.101&CDS=1-1395
89	OG0000089	YCR034W, YLR372W	augustus_masked-flattened_line_0-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.98&CDS=1-1011, augustus_masked-flattened_line_66-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.105&CDS=1-939
90	OG0000090	YCR065W, YIL131C	augustus_masked-flattened_line_24-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.71&CDS=1-1935, augustus_masked-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.10&CDS=1-2463
91	OG0000091	YDL029W, YDR106W	augustus_masked-flattened_line_2-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.99&CDS=1-1095, augustus_masked-flattened_line_44-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.232&CDS=1-1167
92	OG0000092	YDL066W, YLR174W	augustus_masked-flattened_line_122-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.31&CDS=1-1305, augustus_masked-flattened_line_50-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.138&CDS=1-1227
93	OG0000093	YDL091C, YML013W	augustus_masked-flattened_line_2-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.169&CDS=1-1563, augustus_masked-flattened_line_6-processed-gene-2.229-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.229&CDS=1-1482
94	OG0000094	YDL113C, YDR425W	augustus_masked-flattened_line_14-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.46&CDS=1-1623, augustus_masked-flattened_line_2-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.130&CDS=1-1704
95	OG0000095	YDL114W, YLR426W	augustus_masked-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.132&CDS=1-879, maker-flattened_line_22-augustus-gene-1.184-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.184&CDS=1-945
96	OG0000096	YDL132W, YGR003W	augustus_masked-flattened_line_14-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.54&CDS=1-2271, augustus_masked-flattened_line_38-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.79&CDS=1-2304
97	OG0000097	YDL216C, YFR004W	augustus_masked-flattened_line_102-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.6&CDS=1-1611, augustus_masked-flattened_line_12-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.143&CDS=1-936
98	OG0000098	YDR030C, YER124C	augustus_masked-flattened_line_14-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.63&CDS=1-1518, genemark-flattened_line_145-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_145-processed-gene-0.11&CDS=1-1263
99	OG0000099	YDR037W, YNL073W	augustus_masked-flattened_line_24-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.50&CDS=1-1551, augustus_masked-flattened_line_60-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.97&CDS=1-1767
100	OG0000100	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_68-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.137&CDS=1-3123
101	OG0000101	YDR109C, YNL249C	augustus_masked-flattened_line_2-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.5&CDS=1-2172, augustus_masked-flattened_line_40-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.206&CDS=1-1584
102	OG0000102	YDR135C, YLL015W	augustus_masked-flattened_line_2-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.59&CDS=1-4539, augustus_masked-flattened_line_32-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.122&CDS=1-4458
103	OG0000103	YDR144C, YLR120C, YLR121C	maker-flattened_line_48-snap-gene-0.272-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.272&CDS=1-3162
104	OG0000104	YDR326C, YFL042C	augustus_masked-flattened_line_6-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.133&CDS=1-3660, augustus_masked-flattened_line_64-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.110&CDS=1-2616
105	OG0000105	YDR387C, YDR497C	augustus_masked-flattened_line_30-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.6&CDS=1-1686, snap_masked-flattened_line_92-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.28&CDS=1-1329
106	OG0000106	YDR391C, YOR013W	snap_masked-flattened_line_100-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.65&CDS=1-573, snap_masked-flattened_line_100-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.67&CDS=1-573
107	OG0000107	YDR395W, YJR132W	augustus_masked-flattened_line_10-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.149&CDS=1-3087, maker-flattened_line_106-snap-gene-0.63-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.63&CDS=1-4992
108	OG0000108	YDR444W, YGL144C	augustus_masked-flattened_line_36-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.121&CDS=1-1989, augustus_masked-flattened_line_46-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.210&CDS=1-2100
109	OG0000109	YDR505C, YLR177W	augustus_masked-flattened_line_70-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.68&CDS=1-1284, augustus_masked-flattened_line_98-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.80&CDS=1-1632
110	OG0000110	YER017C, YMR089C	augustus_masked-flattened_line_0-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.17&CDS=1-2520, augustus_masked-flattened_line_14-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.138&CDS=1-3492
111	OG0000111	YER048C, YIR004W	augustus_masked-flattened_line_28-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.23&CDS=1-1311, augustus_masked-flattened_line_30-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.56&CDS=1-1170
