	OrthologID	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
71	OG0000071	maker-CANI0S18-snap-gene-2.69-mRNA-1_1&gene=maker-CANI0S18-snap-gene-2.69&CDS=1-2343, snap_masked-CANI0S04-processed-gene-6.123-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.123&CDS=1-1200	YHR179W, YPL171C
72	OG0000072	snap_masked-CANI0S04-processed-gene-6.124-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.124&CDS=1-3489, snap_masked-CANI0S09-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-3.35&CDS=1-3168	YGR238C, YHR158C
73	OG0000073	augustus_masked-CANI0S04-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.119&CDS=1-1185, snap_masked-CANI0S06-processed-gene-5.17-mRNA-1_1&gene=snap_masked-CANI0S06-processed-gene-5.17&CDS=1-1170	YHR123W, YNL130C
74	OG0000074	augustus_masked-CANI0S04-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.58&CDS=1-1767, snap_masked-CANI0S07-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-4.29&CDS=1-3339	YGR041W, YLR353W
75	OG0000075	augustus_masked-CANI0S04-processed-gene-8.59-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.59&CDS=1-1179, snap_masked-CANI0S22-processed-gene-0.106-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-0.106&CDS=1-1068	YBL016W, YGR040W
76	OG0000076	maker-CANI0S17-augustus-gene-0.72-mRNA-1_1&gene=maker-CANI0S17-augustus-gene-0.72&CDS=1-2043, snap_masked-CANI0S04-processed-gene-10.113-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-10.113&CDS=1-1368	YCL011C, YNL004W
77	OG0000077	augustus_masked-CANI0S17-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.78&CDS=1-1428, snap_masked-CANI0S04-processed-gene-10.125-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-10.125&CDS=1-1686	YFR039C, YGL228W
78	OG0000078	snap_masked-CANI0S04-processed-gene-11.16-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-11.16&CDS=1-6633, snap_masked-CANI0S09-processed-gene-8.125-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-8.125&CDS=1-3339	YJL130C, YJR109C
79	OG0000079	genemark-CANI0S19-processed-gene-3.99-mRNA-1_1&gene=genemark-CANI0S19-processed-gene-3.99&CDS=1-1023, snap_masked-CANI0S04-processed-gene-11.34-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-11.34&CDS=1-969	YPR013C, YPR015C
80	OG0000080	snap_masked-CANI0S04-processed-gene-12.111-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-12.111&CDS=1-918, snap_masked-CANI0S17-processed-gene-8.85-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.85&CDS=1-933	YBR104W, YPR058W
81	OG0000081	snap_masked-CANI0S06-processed-gene-1.26-mRNA-1_1&gene=snap_masked-CANI0S06-processed-gene-1.26&CDS=1-747, snap_masked-CANI0S07-processed-gene-5.139-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-5.139&CDS=1-744	YHR043C, YHR044C
82	OG0000082	maker-CANI0S06-snap-gene-1.46-mRNA-1_1&gene=maker-CANI0S06-snap-gene-1.46&CDS=1-1704, snap_masked-CANI0S17-processed-gene-9.21-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.21&CDS=1-2799	YDR213W, YLR228C
83	OG0000083	augustus_masked-CANI0S06-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-CANI0S06-processed-gene-2.70&CDS=1-3414, augustus_masked-CANI0S07-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-CANI0S07-processed-gene-5.67&CDS=1-2865	YDR420W, YGR014W
84	OG0000084	snap_masked-CANI0S06-processed-gene-2.130-mRNA-1_1&gene=snap_masked-CANI0S06-processed-gene-2.130&CDS=1-393, snap_masked-CANI0S09-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-3.27&CDS=1-393	YBL003C, YDR225W
85	OG0000085	snap_masked-CANI0S06-processed-gene-3.72-mRNA-1_1&gene=snap_masked-CANI0S06-processed-gene-3.72&CDS=1-2349, snap_masked-CANI0S09-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-0.4&CDS=1-2337	YJL200C, YLR304C
86	OG0000086	augustus_masked-CANI0S18-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-2.52&CDS=1-2457, snap_masked-CANI0S06-processed-gene-4.91-mRNA-1_1&gene=snap_masked-CANI0S06-processed-gene-4.91&CDS=1-2271	YIL130W, YJL206C
87	OG0000087	augustus_masked-CANI0S06-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-CANI0S06-processed-gene-4.59&CDS=1-1584, snap_masked-CANI0S16-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-1.36&CDS=1-1410	YMR199W, YPL256C
88	OG0000088	augustus_masked-CANI0S17-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.82&CDS=1-654, snap_masked-CANI0S06-processed-gene-5.27-mRNA-1_1&gene=snap_masked-CANI0S06-processed-gene-5.27&CDS=1-678	YDR253C, YPL038W
89	OG0000089	augustus_masked-CANI0S06-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-CANI0S06-processed-gene-6.124&CDS=1-1941, augustus_masked-CANI0S19-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-CANI0S19-processed-gene-4.26&CDS=1-6066, augustus_masked-CANI0S28-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-6.126&CDS=1-2691, snap_masked-CANI0S19-processed-gene-4.116-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-4.116&CDS=1-1998	
90	OG0000090	genemark-CANI0S15-processed-gene-0.56-mRNA-1_1&gene=genemark-CANI0S15-processed-gene-0.56&CDS=1-951, snap_masked-CANI0S07-processed-gene-0.104-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-0.104&CDS=1-1617	YJR054W, YML047C
91	OG0000091	snap_masked-CANI0S07-processed-gene-0.122-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-0.122&CDS=1-747, snap_masked-CANI0S09-processed-gene-1.80-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-1.80&CDS=1-744	YDR099W, YER177W
92	OG0000092	augustus_masked-CANI0S20-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.83&CDS=1-2532, snap_masked-CANI0S07-processed-gene-1.107-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-1.107&CDS=1-2430	YML109W, YMR273C
93	OG0000093	snap_masked-CANI0S07-processed-gene-1.110-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-1.110&CDS=1-2253, snap_masked-CANI0S25-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-0.23&CDS=1-2310	YOR256C, YPL176C
94	OG0000094	maker-CANI0S07-snap-gene-2.0-mRNA-1_1&gene=maker-CANI0S07-snap-gene-2.0&CDS=1-3045, snap_masked-CANI0S17-processed-gene-9.39-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.39&CDS=1-1701	YGR092W, YPR111W
95	OG0000095	augustus_masked-CANI0S15-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.167&CDS=1-1275, snap_masked-CANI0S07-processed-gene-2.108-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-2.108&CDS=1-1026, snap_masked-CANI0S18-processed-gene-6.94-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-6.94&CDS=1-1026	YPL088W
96	OG0000096	augustus_masked-CANI0S07-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-CANI0S07-processed-gene-2.25&CDS=1-2571, snap_masked-CANI0S08-processed-gene-2.178-mRNA-1_1&gene=snap_masked-CANI0S08-processed-gene-2.178&CDS=1-2571	YHR047C, YKL157W
97	OG0000097	genemark-CANI0S07-processed-gene-3.95-mRNA-1_1&gene=genemark-CANI0S07-processed-gene-3.95&CDS=1-1404, snap_masked-CANI0S29-processed-gene-0.5-mRNA-1_1&gene=snap_masked-CANI0S29-processed-gene-0.5&CDS=1-825	YJL110C, YKR034W
98	OG0000098	augustus_masked-CANI0S22-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-CANI0S22-processed-gene-4.110&CDS=1-7401, snap_masked-CANI0S07-processed-gene-6.30-mRNA-1_1&gene=snap_masked-CANI0S07-processed-gene-6.30&CDS=1-7446	YJR066W, YKL203C
99	OG0000099	snap_masked-CANI0S08-processed-gene-0.17-mRNA-1_1&gene=snap_masked-CANI0S08-processed-gene-0.17&CDS=1-588, snap_masked-CANI0S09-processed-gene-6.90-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-6.90&CDS=1-594	YDR453C, YML028W
100	OG0000100	augustus_masked-CANI0S08-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-CANI0S08-processed-gene-1.12&CDS=1-933, augustus_masked-CANI0S18-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-5.42&CDS=1-1158	YMR316W, YOR385W
101	OG0000101	augustus_masked-CANI0S20-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.46&CDS=1-1446, snap_masked-CANI0S08-processed-gene-1.155-mRNA-1_1&gene=snap_masked-CANI0S08-processed-gene-1.155&CDS=1-1410	YGR121C, YPR138C
102	OG0000102	snap_masked-CANI0S08-processed-gene-2.175-mRNA-1_1&gene=snap_masked-CANI0S08-processed-gene-2.175&CDS=1-999, snap_masked-CANI0S28-processed-gene-2.94-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.94&CDS=1-993	YGR192C, YJR009C
103	OG0000103	augustus_masked-CANI0S17-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-1.128&CDS=1-1413, snap_masked-CANI0S08-processed-gene-2.213-mRNA-1_1&gene=snap_masked-CANI0S08-processed-gene-2.213&CDS=1-1614	YHR050W, YLR034C
104	OG0000104	snap_masked-CANI0S09-processed-gene-0.38-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-0.38&CDS=1-1890, snap_masked-CANI0S22-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-3.24&CDS=1-1917	YCR048W, YNR019W
105	OG0000105	maker-CANI0S09-augustus-gene-2.1-mRNA-1_1&gene=maker-CANI0S09-augustus-gene-2.1&CDS=1-2952, snap_masked-CANI0S19-processed-gene-4.121-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-4.121&CDS=1-1155	YER048C, YIL039W
106	OG0000106	snap_masked-CANI0S09-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-3.38&CDS=1-1596, snap_masked-CANI0S18-processed-gene-1.108-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.108&CDS=1-2181	YGR241C, YHR161C
107	OG0000107	snap_masked-CANI0S09-processed-gene-3.19-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-3.19&CDS=1-1065, snap_masked-CANI0S18-processed-gene-6.109-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-6.109&CDS=1-2190	YGR249W, YOR140W
108	OG0000108	snap_masked-CANI0S09-processed-gene-3.44-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-3.44&CDS=1-1314, snap_masked-CANI0S18-processed-gene-2.73-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-2.73&CDS=1-1311	YGR254W, YHR174W
109	OG0000109	augustus_masked-CANI0S09-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-CANI0S09-processed-gene-4.108&CDS=1-2385, augustus_masked-CANI0S20-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-4.46&CDS=1-2220	YDR475C, YOR019W
110	OG0000110	snap_masked-CANI0S09-processed-gene-5.108-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-5.108&CDS=1-1179, snap_masked-CANI0S28-processed-gene-2.109-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.109&CDS=1-1140	YGL082W, YPL191C
111	OG0000111	snap_masked-CANI0S09-processed-gene-5.113-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-5.113&CDS=1-1674, snap_masked-CANI0S28-processed-gene-1.43-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.43&CDS=1-1293	YGL071W, YPL202C
112	OG0000112	snap_masked-CANI0S09-processed-gene-6.101-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-6.101&CDS=1-3261, snap_masked-CANI0S20-processed-gene-3.1-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.1&CDS=1-2286	YGL120C, YKR086W
113	OG0000113	genemark-CANI0S17-processed-gene-4.2-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-4.2&CDS=1-3357, maker-CANI0S09-augustus-gene-7.84-mRNA-1_1&gene=maker-CANI0S09-augustus-gene-7.84&CDS=1-1977	YIL156W, YKR098C
114	OG0000114	snap_masked-CANI0S09-processed-gene-7.91-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-7.91&CDS=1-1938, snap_masked-CANI0S22-processed-gene-4.47-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.47&CDS=1-1239	YEL007W, YHR177W
115	OG0000115	snap_masked-CANI0S09-processed-gene-7.100-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-7.100&CDS=1-969, snap_masked-CANI0S17-processed-gene-7.102-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.102&CDS=1-948	YBR054W, YDR033W
116	OG0000116	snap_masked-CANI0S09-processed-gene-8.161-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-8.161&CDS=1-1146, snap_masked-CANI0S19-processed-gene-2.23-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-2.23&CDS=1-1176	YDL022W, YOL059W
117	OG0000117	snap_masked-CANI0S09-processed-gene-8.135-mRNA-1_1&gene=snap_masked-CANI0S09-processed-gene-8.135&CDS=1-1731, snap_masked-CANI0S19-processed-gene-2.45-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-2.45&CDS=1-1404	YDL036C, YOL066C
118	OG0000118	snap_masked-CANI0S15-processed-gene-0.92-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-0.92&CDS=1-1407, snap_masked-CANI0S22-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-3.9&CDS=1-1479	YBR263W, YLR058C
119	OG0000119	augustus_masked-CANI0S20-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.78&CDS=1-471, snap_masked-CANI0S15-processed-gene-0.97-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-0.97&CDS=1-471	YEL034W, YJR047C
120	OG0000120	augustus_masked-CANI0S20-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-5.60&CDS=1-1503, snap_masked-CANI0S15-processed-gene-1.97-mRNA-1_1&gene=snap_masked-CANI0S15-processed-gene-1.97&CDS=1-1389	YEL047C, YJR051W
121	OG0000121	augustus_masked-CANI0S15-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.140&CDS=1-1278, snap_masked-CANI0S20-processed-gene-6.126-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-6.126&CDS=1-933	YDR309C, YHR061C
122	OG0000122	augustus_masked-CANI0S15-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.119&CDS=1-573, snap_masked-CANI0S18-processed-gene-3.1-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-3.1&CDS=1-573	YGL147C, YNL067W
123	OG0000123	augustus_masked-CANI0S15-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-CANI0S15-processed-gene-3.130&CDS=1-3126, snap_masked-CANI0S25-processed-gene-4.6-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.6&CDS=1-3255	YBR245C, YOR304W
124	OG0000124	snap_masked-CANI0S16-processed-gene-2.20-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-2.20&CDS=1-6405, snap_masked-CANI0S22-processed-gene-0.112-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-0.112&CDS=1-5865	YER172C, YGR271W
125	OG0000125	snap_masked-CANI0S16-processed-gene-2.12-mRNA-1_1&gene=snap_masked-CANI0S16-processed-gene-2.12&CDS=1-1695, snap_masked-CANI0S20-processed-gene-5.128-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-5.128&CDS=1-1605	YML116W, YMR279C
126	OG0000126	snap_masked-CANI0S17-processed-gene-2.124-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.124&CDS=1-654, snap_masked-CANI0S28-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-3.34&CDS=1-558	YGR049W, YLR356W
127	OG0000127	snap_masked-CANI0S17-processed-gene-2.126-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.126&CDS=1-2730, snap_masked-CANI0S28-processed-gene-3.30-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-3.30&CDS=1-2748	YGR056W, YLR357W
128	OG0000128	snap_masked-CANI0S17-processed-gene-7.89-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.89&CDS=1-1119, snap_masked-CANI0S19-processed-gene-0.29-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-0.29&CDS=1-1254	YBR161W, YPL057C
129	OG0000129	snap_masked-CANI0S17-processed-gene-7.90-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.90&CDS=1-4539, snap_masked-CANI0S19-processed-gene-6.24-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-6.24&CDS=1-4557	YDR011W, YPL058C
130	OG0000130	snap_masked-CANI0S17-processed-gene-7.111-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.111&CDS=1-2502, snap_masked-CANI0S19-processed-gene-4.120-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-4.120&CDS=1-2871	YER047C, YPL074W
131	OG0000131	snap_masked-CANI0S17-processed-gene-7.115-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.115&CDS=1-930, snap_masked-CANI0S28-processed-gene-5.86-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-5.86&CDS=1-918	YBR183W, YPL087W
132	OG0000132	augustus_masked-CANI0S28-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-5.2&CDS=1-2109, snap_masked-CANI0S17-processed-gene-7.100-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-7.100&CDS=1-2061	YBR182C, YPL089C
133	OG0000133	augustus_masked-CANI0S17-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-7.60&CDS=1-708, snap_masked-CANI0S19-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-1.120&CDS=1-699	YBR181C, YPL090C
134	OG0000134	snap_masked-CANI0S17-processed-gene-8.80-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.80&CDS=1-3258	YDR038C, YDR039C, YDR040C
135	OG0000135	snap_masked-CANI0S17-processed-gene-8.102-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.102&CDS=1-1455, snap_masked-CANI0S20-processed-gene-4.108-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-4.108&CDS=1-978	YBR066C, YDR043C
136	OG0000136	snap_masked-CANI0S17-processed-gene-8.116-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-8.116&CDS=1-1242, snap_masked-CANI0S28-processed-gene-2.116-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.116&CDS=1-1266	YJL134W, YKR053C
137	OG0000137	snap_masked-CANI0S17-processed-gene-9.45-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.45&CDS=1-201, snap_masked-CANI0S18-processed-gene-7.213-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-7.213&CDS=1-201	YLR264W, YOR167C
138	OG0000138	augustus_masked-CANI0S18-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-7.128&CDS=1-1734, snap_masked-CANI0S17-processed-gene-9.47-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-9.47&CDS=1-2295	YLR260W, YOR171C
139	OG0000139	augustus_masked-CANI0S20-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-0.18&CDS=1-2001, snap_masked-CANI0S18-processed-gene-1.102-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-1.102&CDS=1-2001	YDL224C, YNL197C
140	OG0000140	augustus_masked-CANI0S18-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-2.65&CDS=1-2520, snap_masked-CANI0S20-processed-gene-2.118-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-2.118&CDS=1-2490	YIL132C, YNL068C
141	OG0000141	snap_masked-CANI0S18-processed-gene-2.87-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-2.87&CDS=1-4083, snap_masked-CANI0S19-processed-gene-8.93-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-8.93&CDS=1-5265	YIL126W, YOR290C
142	OG0000142	snap_masked-CANI0S18-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-3.9&CDS=1-1797	YLR237W, YOR071C, YOR192C
143	OG0000143	snap_masked-CANI0S18-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-3.35&CDS=1-9360, snap_masked-CANI0S18-processed-gene-5.107-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-5.107&CDS=1-9093	YBR140C, YOL081W
144	OG0000144	augustus_masked-CANI0S22-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-CANI0S22-processed-gene-3.86&CDS=1-1056, snap_masked-CANI0S18-processed-gene-7.175-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-7.175&CDS=1-1179	YLR270W, YOR173W
145	OG0000145	maker-CANI0S18-snap-gene-7.1-mRNA-1_1&gene=maker-CANI0S18-snap-gene-7.1&CDS=1-5688, snap_masked-CANI0S28-processed-gene-1.34-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.34&CDS=1-3168	YGR119C, YMR047C
146	OG0000146	augustus_masked-CANI0S18-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-CANI0S18-processed-gene-7.133&CDS=1-2466, snap_masked-CANI0S28-processed-gene-1.12-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.12&CDS=1-2676	YKL072W, YMR053C
147	OG0000147	snap_masked-CANI0S18-processed-gene-7.193-mRNA-1_1&gene=snap_masked-CANI0S18-processed-gene-7.193&CDS=1-2100, snap_masked-CANI0S25-processed-gene-1.134-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.134&CDS=1-2085	YFR015C, YLR258W
148	OG0000148	snap_masked-CANI0S19-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-1.98&CDS=1-1602, snap_masked-CANI0S25-processed-gene-1.140-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-1.140&CDS=1-2724	YBR172C, YPL105C
149	OG0000149	augustus_masked-CANI0S19-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-CANI0S19-processed-gene-5.80&CDS=1-1533, augustus_masked-CANI0S20-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-1.73&CDS=1-1545	YDL131W, YDL182W
150	OG0000150	augustus_masked-CANI0S19-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-CANI0S19-processed-gene-7.118&CDS=1-1098, augustus_masked-CANI0S20-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-CANI0S20-processed-gene-7.37&CDS=1-1140	YJL139C, YKR061W
151	OG0000151	snap_masked-CANI0S19-processed-gene-7.43-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-7.43&CDS=1-1779, snap_masked-CANI0S19-processed-gene-8.74-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-8.74&CDS=1-1689	YEL063C, YNL268W
152	OG0000152	snap_masked-CANI0S19-processed-gene-9.6-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-9.6&CDS=1-1428, snap_masked-CANI0S28-processed-gene-3.26-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-3.26&CDS=1-1500	YDL048C, YLR375W
153	OG0000153	snap_masked-CANI0S19-processed-gene-9.36-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-9.36&CDS=1-1179, snap_masked-CANI0S22-processed-gene-4.39-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.39&CDS=1-1173	YCR094W, YNR048W
154	OG0000154	augustus_masked-CANI0S28-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-5.23&CDS=1-2058, snap_masked-CANI0S19-processed-gene-9.55-mRNA-1_1&gene=snap_masked-CANI0S19-processed-gene-9.55&CDS=1-291	YBR195C, YCR097W
155	OG0000155	maker-CANI0S28-snap-gene-3.103-mRNA-1_1&gene=maker-CANI0S28-snap-gene-3.103&CDS=1-1302, snap_masked-CANI0S20-processed-gene-0.74-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-0.74&CDS=1-1305	YDL229W, YNL209W
156	OG0000156	augustus_masked-CANI0S25-processed-gene-4.243-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.243&CDS=1-696, snap_masked-CANI0S20-processed-gene-2.142-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-2.142&CDS=1-630	YBR242W, YGL101W
157	OG0000157	maker-CANI0S25-augustus-gene-4.95-mRNA-1_1&gene=maker-CANI0S25-augustus-gene-4.95&CDS=1-5214, snap_masked-CANI0S20-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-3.24&CDS=1-3540	YBR218C, YGL062W
158	OG0000158	augustus_masked-CANI0S22-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-CANI0S22-processed-gene-4.108&CDS=1-2052, snap_masked-CANI0S20-processed-gene-7.192-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.192&CDS=1-2595	YJR059W, YKL198C
159	OG0000159	snap_masked-CANI0S20-processed-gene-7.194-mRNA-1_1&gene=snap_masked-CANI0S20-processed-gene-7.194&CDS=1-2781, snap_masked-CANI0S22-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-4.29&CDS=1-3042	YJR061W, YKL201C
160	OG0000160	snap_masked-CANI0S22-processed-gene-1.114-mRNA-1_1&gene=snap_masked-CANI0S22-processed-gene-1.114&CDS=1-3666, snap_masked-CANI0S25-processed-gene-2.116-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-2.116&CDS=1-3519	YOR227W, YPL137C
