	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034631_Martiniozyma_abiesophila
21	OG0000021	YBR293W	augustus_masked-NODE_1829_length_1689_cov_11.2049_ID_354187-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1829_length_1689_cov_11.2049_ID_354187-processed-gene-0.2&CDS=1-1527, augustus_masked-NODE_2193_length_1449_cov_7.47103_ID_169246-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2193_length_1449_cov_7.47103_ID_169246-processed-gene-0.5&CDS=1-498, genemark-NODE_1261_length_2484_cov_7.65519_ID_134340-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1261_length_2484_cov_7.65519_ID_134340-processed-gene-0.4&CDS=1-1593, genemark-NODE_1266_length_2478_cov_10.5238_ID_134378-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1266_length_2478_cov_10.5238_ID_134378-processed-gene-0.2&CDS=1-1593, snap_masked-NODE_187_length_9263_cov_9.45677_ID_360185-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_187_length_9263_cov_9.45677_ID_360185-processed-gene-0.0&CDS=1-903
22	OG0000022	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_9315_length_468_cov_5.73699_ID_362285-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_9315_length_468_cov_5.73699_ID_362285-processed-gene-0.2&CDS=1-459, augustus_masked-NODE_9317_length_468_cov_10.2274_ID_295662-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_9317_length_468_cov_10.2274_ID_295662-processed-gene-0.2&CDS=1-459, genemark-NODE_1032_length_3103_cov_12.053_ID_357813-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_1032_length_3103_cov_12.053_ID_357813-processed-gene-0.5&CDS=1-1743
23	OG0000023	YCR105W, YMR318C	augustus_masked-NODE_332_length_7108_cov_6.46196_ID_42004-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_332_length_7108_cov_6.46196_ID_42004-processed-gene-0.0&CDS=1-747, augustus_masked-NODE_336_length_7076_cov_7.91324_ID_42158-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_336_length_7076_cov_7.91324_ID_42158-processed-gene-0.0&CDS=1-747, genemark-NODE_608_length_5109_cov_9.15062_ID_195683-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_608_length_5109_cov_9.15062_ID_195683-processed-gene-0.0&CDS=1-1092, genemark-NODE_682_length_4703_cov_8.38804_ID_209998-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_682_length_4703_cov_8.38804_ID_209998-processed-gene-0.1&CDS=1-1080
24	OG0000024	YDL117W	augustus_masked-NODE_4531_length_787_cov_16.0833_ID_356743-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4531_length_787_cov_16.0833_ID_356743-processed-gene-0.2&CDS=1-783, augustus_masked-NODE_6085_length_633_cov_6.94151_ID_370017-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6085_length_633_cov_6.94151_ID_370017-processed-gene-0.1&CDS=1-555, augustus_masked-NODE_6086_length_633_cov_11.4679_ID_204440-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6086_length_633_cov_11.4679_ID_204440-processed-gene-0.1&CDS=1-555, augustus_masked-NODE_626_length_4988_cov_11.6864_ID_262931-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_626_length_4988_cov_11.6864_ID_262931-processed-gene-0.4&CDS=1-216, augustus_masked-NODE_8810_length_487_cov_6.51562_ID_370107-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_8810_length_487_cov_6.51562_ID_370107-processed-gene-0.0&CDS=1-216
25	OG0000025	YDR216W	augustus_masked-NODE_2201_length_1446_cov_8.9866_ID_179477-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2201_length_1446_cov_8.9866_ID_179477-processed-gene-0.2&CDS=1-1368, augustus_masked-NODE_2497_length_1284_cov_10.4098_ID_231005-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2497_length_1284_cov_10.4098_ID_231005-processed-gene-0.1&CDS=1-1224, augustus_masked-NODE_5790_length_656_cov_13.6781_ID_358513-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5790_length_656_cov_13.6781_ID_358513-processed-gene-0.0&CDS=1-651, augustus_masked-NODE_7560_length_543_cov_7.55_ID_365653-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7560_length_543_cov_7.55_ID_365653-processed-gene-0.0&CDS=1-498, snap_masked-NODE_7424_length_549_cov_6.08072_ID_362011-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_7424_length_549_cov_6.08072_ID_362011-processed-gene-0.1&CDS=1-483
26	OG0000026	YDR495C	augustus_masked-NODE_2223_length_1428_cov_8.76302_ID_114653-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2223_length_1428_cov_8.76302_ID_114653-processed-gene-0.2&CDS=1-981, augustus_masked-NODE_2228_length_1426_cov_6.88209_ID_114745-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2228_length_1426_cov_6.88209_ID_114745-processed-gene-0.2&CDS=1-1047, augustus_masked-NODE_6508_length_603_cov_16.55_ID_357049-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6508_length_603_cov_16.55_ID_357049-processed-gene-0.1&CDS=1-603, augustus_masked-NODE_833_length_3825_cov_7.80575_ID_61394-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_833_length_3825_cov_7.80575_ID_61394-processed-gene-0.1&CDS=1-1947, augustus_masked-NODE_9653_length_456_cov_6.67422_ID_367539-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9653_length_456_cov_6.67422_ID_367539-processed-gene-0.1&CDS=1-390
27	OG0000027	YER077C	augustus_masked-NODE_10179_length_435_cov_7.47892_ID_365503-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_10179_length_435_cov_7.47892_ID_365503-processed-gene-0.1&CDS=1-432, augustus_masked-NODE_4538_length_785_cov_11.8534_ID_319009-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4538_length_785_cov_11.8534_ID_319009-processed-gene-0.2&CDS=1-582, augustus_masked-NODE_5139_length_715_cov_7.27614_ID_362133-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5139_length_715_cov_7.27614_ID_362133-processed-gene-0.1&CDS=1-345, augustus_masked-NODE_5195_length_708_cov_6.48595_ID_177454-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5195_length_708_cov_6.48595_ID_177454-processed-gene-0.1&CDS=1-345, augustus_masked-NODE_7437_length_549_cov_17.1413_ID_361143-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_7437_length_549_cov_17.1413_ID_361143-processed-gene-0.2&CDS=1-546
28	OG0000028	YGL014W, YGL178W	augustus_masked-NODE_132_length_10789_cov_9.9971_ID_200150-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_132_length_10789_cov_9.9971_ID_200150-processed-gene-0.6&CDS=1-1668, augustus_masked-NODE_19_length_21031_cov_11.2757_ID_359623-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_19_length_21031_cov_11.2757_ID_359623-processed-gene-0.23&CDS=1-2466, augustus_masked-NODE_2719_length_1193_cov_5.2578_ID_98368-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2719_length_1193_cov_5.2578_ID_98368-processed-gene-0.0&CDS=1-321, augustus_masked-NODE_7629_length_539_cov_3.99312_ID_364875-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7629_length_539_cov_3.99312_ID_364875-processed-gene-0.1&CDS=1-321
29	OG0000029	YGL108C	augustus_masked-NODE_4058_length_859_cov_8.29894_ID_139087-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4058_length_859_cov_8.29894_ID_139087-processed-gene-0.0&CDS=1-171, augustus_masked-NODE_5394_length_689_cov_5.26109_ID_366101-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5394_length_689_cov_5.26109_ID_366101-processed-gene-0.0&CDS=1-249, augustus_masked-NODE_583_length_5239_cov_7.78544_ID_64715-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_583_length_5239_cov_7.78544_ID_64715-processed-gene-0.7&CDS=1-1683, augustus_masked-NODE_7714_length_535_cov_5.70833_ID_366429-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7714_length_535_cov_5.70833_ID_366429-processed-gene-0.1&CDS=1-516, augustus_masked-NODE_7945_length_524_cov_7.30166_ID_362029-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7945_length_524_cov_7.30166_ID_362029-processed-gene-0.1&CDS=1-492
30	OG0000030	YGR281W	augustus_masked-NODE_1448_length_2111_cov_12.365_ID_357975-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1448_length_2111_cov_12.365_ID_357975-processed-gene-0.1&CDS=1-2097, augustus_masked-NODE_1486_length_2067_cov_9.59165_ID_240086-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1486_length_2067_cov_9.59165_ID_240086-processed-gene-0.1&CDS=1-2064, augustus_masked-NODE_4729_length_760_cov_4.9102_ID_162499-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4729_length_760_cov_4.9102_ID_162499-processed-gene-0.0&CDS=1-759, augustus_masked-NODE_941_length_3415_cov_10.1685_ID_60475-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_941_length_3415_cov_10.1685_ID_60475-processed-gene-0.1&CDS=1-2775, maker-NODE_1091_length_2934_cov_7.8467_ID_86555-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_1091_length_2934_cov_7.8467_ID_86555-snap-gene-0.4&CDS=1-1857
31	OG0000031	YHR179W, YPL171C	augustus_masked-NODE_2730_length_1188_cov_13.9456_ID_357259-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2730_length_1188_cov_13.9456_ID_357259-processed-gene-0.1&CDS=1-1152, augustus_masked-NODE_800_length_3993_cov_12.5946_ID_354677-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_800_length_3993_cov_12.5946_ID_354677-processed-gene-0.4&CDS=1-1191, genemark-NODE_652_length_4880_cov_9.44882_ID_150064-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_652_length_4880_cov_9.44882_ID_150064-processed-gene-0.7&CDS=1-1062, snap_masked-NODE_1613_length_1922_cov_12.0583_ID_359463-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1613_length_1922_cov_12.0583_ID_359463-processed-gene-0.1&CDS=1-1179
32	OG0000032	YIL124W	augustus_masked-NODE_10663_length_417_cov_5.89172_ID_363277-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_10663_length_417_cov_5.89172_ID_363277-processed-gene-0.1&CDS=1-414, augustus_masked-NODE_2688_length_1203_cov_8.29727_ID_157667-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2688_length_1203_cov_8.29727_ID_157667-processed-gene-0.1&CDS=1-846, augustus_masked-NODE_6298_length_617_cov_13.3677_ID_360973-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6298_length_617_cov_13.3677_ID_360973-processed-gene-0.1&CDS=1-615, genemark-NODE_1451_length_2106_cov_8.87069_ID_110310-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_1451_length_2106_cov_8.87069_ID_110310-processed-gene-0.3&CDS=1-867, snap_masked-NODE_4577_length_780_cov_8.15805_ID_157731-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_4577_length_780_cov_8.15805_ID_157731-processed-gene-0.1&CDS=1-381
33	OG0000033	YJR061W, YKL201C	augustus_masked-NODE_10710_length_416_cov_4.96486_ID_369133-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_10710_length_416_cov_4.96486_ID_369133-processed-gene-0.1&CDS=1-399, augustus_masked-NODE_154_length_10109_cov_10.1235_ID_70895-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_154_length_10109_cov_10.1235_ID_70895-processed-gene-0.8&CDS=1-2421, augustus_masked-NODE_209_length_8899_cov_10.9133_ID_140840-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_209_length_8899_cov_10.9133_ID_140840-processed-gene-0.4&CDS=1-2403, snap_masked-NODE_330_length_7148_cov_13.2321_ID_333388-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_330_length_7148_cov_13.2321_ID_333388-processed-gene-0.9&CDS=1-2370
34	OG0000034	YKR064W	augustus_masked-NODE_1911_length_1621_cov_7.06522_ID_74469-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1911_length_1621_cov_7.06522_ID_74469-processed-gene-0.2&CDS=1-954, augustus_masked-NODE_3635_length_939_cov_12.9653_ID_354983-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3635_length_939_cov_12.9653_ID_354983-processed-gene-0.2&CDS=1-939, augustus_masked-NODE_5205_length_707_cov_10.5116_ID_367697-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5205_length_707_cov_10.5116_ID_367697-processed-gene-0.1&CDS=1-609, augustus_masked-NODE_665_length_4801_cov_9.51171_ID_301470-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_665_length_4801_cov_9.51171_ID_301470-processed-gene-0.5&CDS=1-852, augustus_masked-NODE_856_length_3716_cov_8.15444_ID_186464-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_856_length_3716_cov_8.15444_ID_186464-processed-gene-0.2&CDS=1-1878
35	OG0000035	YMR218C	augustus_masked-NODE_393_length_6515_cov_9.20337_ID_359911-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_393_length_6515_cov_9.20337_ID_359911-processed-gene-0.2&CDS=1-2916, augustus_masked-NODE_6554_length_600_cov_7.46881_ID_367627-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_6554_length_600_cov_7.46881_ID_367627-processed-gene-0.2&CDS=1-516, augustus_masked-NODE_7537_length_544_cov_6.26304_ID_246375-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7537_length_544_cov_6.26304_ID_246375-processed-gene-0.0&CDS=1-540, snap_masked-NODE_5747_length_659_cov_7.36511_ID_367745-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_5747_length_659_cov_7.36511_ID_367745-processed-gene-0.0&CDS=1-357, snap_masked-NODE_7094_length_567_cov_5.80819_ID_362123-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_7094_length_567_cov_5.80819_ID_362123-processed-gene-0.0&CDS=1-315
36	OG0000036	YAL030W, YOR327C	augustus_masked-NODE_5755_length_659_cov_5.06835_ID_365439-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_5755_length_659_cov_5.06835_ID_365439-processed-gene-0.2&CDS=1-222, augustus_masked-NODE_70_length_13562_cov_11.5012_ID_294742-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_70_length_13562_cov_11.5012_ID_294742-processed-gene-0.10&CDS=1-222, genemark-NODE_2063_length_1521_cov_9.15092_ID_437495-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_2063_length_1521_cov_9.15092_ID_437495-processed-gene-0.9&CDS=1-228
37	OG0000037	YAL056W, YOR371C	augustus_masked-NODE_1286_length_2431_cov_8.38316_ID_64877-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1286_length_2431_cov_8.38316_ID_64877-processed-gene-0.2&CDS=1-468, augustus_masked-NODE_677_length_4716_cov_8.74962_ID_237307-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_677_length_4716_cov_8.74962_ID_237307-processed-gene-0.6&CDS=1-2679, augustus_masked-NODE_7223_length_560_cov_8.56018_ID_364131-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7223_length_560_cov_8.56018_ID_364131-processed-gene-0.0&CDS=1-534
38	OG0000038	YBL017C, YIL173W, YJL222W, YNR065C	maker-NODE_711_length_4478_cov_11.8827_ID_358021-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_711_length_4478_cov_11.8827_ID_358021-snap-gene-0.0&CDS=1-3945
39	OG0000039	YBR089C-A, YDL002C, YPR052C	genemark-NODE_2873_length_1127_cov_12.6611_ID_437517-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2873_length_1127_cov_12.6611_ID_437517-processed-gene-0.0&CDS=1-1050, genemark-NODE_745_length_4262_cov_10.4528_ID_355625-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_745_length_4262_cov_10.4528_ID_355625-processed-gene-0.8&CDS=1-312
40	OG0000040	YBR186W	augustus_masked-NODE_187_length_9263_cov_9.45677_ID_360185-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_187_length_9263_cov_9.45677_ID_360185-processed-gene-0.8&CDS=1-1656, augustus_masked-NODE_3966_length_875_cov_7.13472_ID_135710-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3966_length_875_cov_7.13472_ID_135710-processed-gene-0.1&CDS=1-396, augustus_masked-NODE_8937_length_481_cov_5.96032_ID_362989-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_8937_length_481_cov_5.96032_ID_362989-processed-gene-0.1&CDS=1-477, snap_masked-NODE_9147_length_474_cov_4.62803_ID_365593-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_9147_length_474_cov_4.62803_ID_365593-processed-gene-0.1&CDS=1-273
41	OG0000041	YCL061C	augustus_masked-NODE_2302_length_1383_cov_8.00391_ID_127802-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2302_length_1383_cov_8.00391_ID_127802-processed-gene-0.1&CDS=1-1359, augustus_masked-NODE_321_length_7279_cov_10.7515_ID_318479-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_321_length_7279_cov_10.7515_ID_318479-processed-gene-0.7&CDS=1-1080, augustus_masked-NODE_4242_length_831_cov_6.83516_ID_146034-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4242_length_831_cov_6.83516_ID_146034-processed-gene-0.2&CDS=1-618, snap_masked-NODE_563_length_5391_cov_10.3277_ID_145992-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_563_length_5391_cov_10.3277_ID_145992-processed-gene-0.0&CDS=1-4068
42	OG0000042	YCR052W, YNR023W	augustus_masked-NODE_3113_length_1057_cov_5.89413_ID_283827-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3113_length_1057_cov_5.89413_ID_283827-processed-gene-0.5&CDS=1-210, augustus_masked-NODE_527_length_5619_cov_9.08466_ID_360247-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_527_length_5619_cov_9.08466_ID_360247-processed-gene-0.4&CDS=1-2007, augustus_masked-NODE_8771_length_489_cov_9.01295_ID_368851-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_8771_length_489_cov_9.01295_ID_368851-processed-gene-0.3&CDS=1-210
43	OG0000043	YCR102C, YLR460C, YNL134C	genemark-NODE_1131_length_2857_cov_7.14415_ID_79200-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1131_length_2857_cov_7.14415_ID_79200-processed-gene-0.1&CDS=1-1116, genemark-NODE_966_length_3331_cov_7.25_ID_69051-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_966_length_3331_cov_7.25_ID_69051-processed-gene-0.2&CDS=1-1116
44	OG0000044	YDL077C	augustus_masked-NODE_987_length_3274_cov_8.92368_ID_158623-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_987_length_3274_cov_8.92368_ID_158623-processed-gene-0.4&CDS=1-2232, snap_masked-NODE_4607_length_776_cov_8.17533_ID_264616-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_4607_length_776_cov_8.17533_ID_264616-processed-gene-0.1&CDS=1-294, snap_masked-NODE_8186_length_513_cov_9.7561_ID_368299-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_8186_length_513_cov_9.7561_ID_368299-processed-gene-0.2&CDS=1-444, snap_masked-NODE_8400_length_503_cov_12.5925_ID_364013-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_8400_length_503_cov_12.5925_ID_364013-processed-gene-0.1&CDS=1-429
45	OG0000045	YDL144C	augustus_masked-NODE_2244_length_1417_cov_11.7869_ID_349022-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2244_length_1417_cov_11.7869_ID_349022-processed-gene-0.2&CDS=1-534, augustus_masked-NODE_2244_length_1417_cov_11.7869_ID_349022-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2244_length_1417_cov_11.7869_ID_349022-processed-gene-0.3&CDS=1-501, augustus_masked-NODE_7452_length_548_cov_10.7618_ID_356541-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7452_length_548_cov_10.7618_ID_356541-processed-gene-0.1&CDS=1-546, genemark-NODE_363_length_6714_cov_11.2277_ID_355865-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_363_length_6714_cov_11.2277_ID_355865-processed-gene-0.2&CDS=1-1029
46	OG0000046	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_3343_length_1001_cov_5.84298_ID_116539-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3343_length_1001_cov_5.84298_ID_116539-processed-gene-0.1&CDS=1-978, maker-NODE_1190_length_2679_cov_12.229_ID_147504-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_1190_length_2679_cov_12.229_ID_147504-snap-gene-0.4&CDS=1-1989
47	OG0000047	YDR125C, YLR099C	augustus_masked-NODE_10437_length_426_cov_4.95356_ID_364059-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_10437_length_426_cov_4.95356_ID_364059-processed-gene-0.1&CDS=1-351, augustus_masked-NODE_10438_length_426_cov_8.04334_ID_324871-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_10438_length_426_cov_8.04334_ID_324871-processed-gene-0.1&CDS=1-351, snap_masked-NODE_742_length_4276_cov_9.97364_ID_53409-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_742_length_4276_cov_9.97364_ID_53409-processed-gene-0.2&CDS=1-354
48	OG0000048	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_127_length_10888_cov_10.0777_ID_356455-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_127_length_10888_cov_10.0777_ID_356455-processed-gene-0.3&CDS=1-1605, genemark-NODE_2219_length_1433_cov_12.9308_ID_354623-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2219_length_1433_cov_12.9308_ID_354623-processed-gene-0.2&CDS=1-1290
49	OG0000049	YDR150W	augustus_masked-NODE_3148_length_1047_cov_9.34428_ID_197548-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3148_length_1047_cov_9.34428_ID_197548-processed-gene-0.2&CDS=1-1020, augustus_masked-NODE_7190_length_562_cov_5.83224_ID_370419-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7190_length_562_cov_5.83224_ID_370419-processed-gene-0.0&CDS=1-561, augustus_masked-NODE_8969_length_480_cov_5.49602_ID_364319-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_8969_length_480_cov_5.49602_ID_364319-processed-gene-0.1&CDS=1-462, maker-NODE_174_length_9670_cov_11.5578_ID_354557-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_174_length_9670_cov_11.5578_ID_354557-augustus-gene-0.4&CDS=1-4986
50	OG0000050	YDR458C, YML034W	augustus_masked-NODE_3101_length_1061_cov_7.68998_ID_131382-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3101_length_1061_cov_7.68998_ID_131382-processed-gene-0.1&CDS=1-906, augustus_masked-NODE_803_length_3977_cov_12.1933_ID_288627-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_803_length_3977_cov_12.1933_ID_288627-processed-gene-0.2&CDS=1-2418, augustus_masked-NODE_9036_length_477_cov_6.84492_ID_367463-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_9036_length_477_cov_6.84492_ID_367463-processed-gene-0.2&CDS=1-354
51	OG0000051	YDR475C, YOR019W	augustus_masked-NODE_2034_length_1544_cov_7.28175_ID_144574-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2034_length_1544_cov_7.28175_ID_144574-processed-gene-0.0&CDS=1-1068, augustus_masked-NODE_262_length_7929_cov_11.9054_ID_355071-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_262_length_7929_cov_11.9054_ID_355071-processed-gene-0.7&CDS=1-1602, augustus_masked-NODE_9609_length_458_cov_8.03099_ID_370079-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9609_length_458_cov_8.03099_ID_370079-processed-gene-0.1&CDS=1-405
52	OG0000052	YER054C, YIL045W	augustus_masked-NODE_10108_length_438_cov_7.07164_ID_362287-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_10108_length_438_cov_7.07164_ID_362287-processed-gene-0.2&CDS=1-435, augustus_masked-NODE_5469_length_683_cov_13.4586_ID_356183-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5469_length_683_cov_13.4586_ID_356183-processed-gene-0.0&CDS=1-678, augustus_masked-NODE_807_length_3973_cov_7.48553_ID_48292-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_807_length_3973_cov_7.48553_ID_48292-processed-gene-0.0&CDS=1-1011
