	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
32	OG0000032	YJL139C, YKR061W, YOR099W	augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.52&CDS=1-1257, augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.93&CDS=1-1224, augustus_masked-NODE_83_length_39405_cov_79.91_ID_30488-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_83_length_39405_cov_79.91_ID_30488-processed-gene-0.63&CDS=1-1188
33	OG0000033	YKL046C, YMR238W	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.58&CDS=1-1329, augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.108&CDS=1-1341, augustus_masked-NODE_84_length_39392_cov_122.834_ID_42304-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_84_length_39392_cov_122.834_ID_42304-processed-gene-0.8&CDS=1-1347, augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-1.63&CDS=1-1974
34	OG0000034	YLL005C, YMR266W, YOL084W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.45&CDS=1-2610, augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.55&CDS=1-2577, augustus_masked-NODE_97_length_27623_cov_66.9979_ID_14496-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_97_length_27623_cov_66.9979_ID_14496-processed-gene-0.25&CDS=1-2742
35	OG0000035	YLR152C, YNL095C, YOR092W	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.165&CDS=1-1518, augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.90&CDS=1-1434, augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.45&CDS=1-1422
36	OG0000036	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-2.150&CDS=1-1680, augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.114&CDS=1-1692, augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_48_length_77516_cov_135.219_ID_46182-processed-gene-0.49&CDS=1-1641
37	OG0000037	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_114_length_17231_cov_93.8938_ID_29267-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_114_length_17231_cov_93.8938_ID_29267-processed-gene-0.5&CDS=1-1101, augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.276&CDS=1-1047, augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.277-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.277&CDS=1-1101
38	OG0000038		augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.52&CDS=1-2355, augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.174&CDS=1-2550, maker-NODE_103_length_26463_cov_119.143_ID_14109-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_103_length_26463_cov_119.143_ID_14109-augustus-gene-0.52&CDS=1-2451, maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-1.14-mRNA-1_1&gene=maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-1.14&CDS=1-2685, maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-1.6&CDS=1-2835, maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.299-mRNA-1_1&gene=maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.299&CDS=1-2544
39	OG0000039		augustus_masked-NODE_161_length_2839_cov_86.5242_ID_27886-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_161_length_2839_cov_86.5242_ID_27886-processed-gene-0.4&CDS=1-1569, augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.59&CDS=1-795, augustus_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.50&CDS=1-1653, augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.289-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.289&CDS=1-1368, augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.159&CDS=1-1287, snap_masked-NODE_82_length_40375_cov_61.7098_ID_30522-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_82_length_40375_cov_61.7098_ID_30522-processed-gene-0.49&CDS=1-1275
40	OG0000040	YBR118W, YKR084C, YPR080W	augustus_masked-NODE_205_length_1293_cov_153.27_ID_46436-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_205_length_1293_cov_153.27_ID_46436-processed-gene-0.0&CDS=1-1290, maker-NODE_74_length_44800_cov_83.2692_ID_38656-snap-gene-0.87-mRNA-1_1&gene=maker-NODE_74_length_44800_cov_83.2692_ID_38656-snap-gene-0.87&CDS=1-2085
41	OG0000041	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.0&CDS=1-1734
42	OG0000042	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.169&CDS=1-3525, maker-NODE_34_length_101002_cov_73.3061_ID_41838-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_34_length_101002_cov_73.3061_ID_41838-augustus-gene-0.57&CDS=1-4509
43	OG0000043	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_130_length_10480_cov_60.066_ID_36438-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_130_length_10480_cov_60.066_ID_36438-processed-gene-0.4&CDS=1-1662
44	OG0000044	YCR010C, YLR253W, YNR002C	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.224&CDS=1-2313, augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.42&CDS=1-807
45	OG0000045	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.301-mRNA-1_1&gene=augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.301&CDS=1-2418, augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.171&CDS=1-2379
46	OG0000046	YDL056W, YLR182W	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.212&CDS=1-2103, augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.238&CDS=1-2139, maker-NODE_16_length_149625_cov_65.2659_ID_9360-snap-gene-0.168-mRNA-1_1&gene=maker-NODE_16_length_149625_cov_65.2659_ID_9360-snap-gene-0.168&CDS=1-1830
47	OG0000047	YDL072C, YKL065C, YMR040W	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.174&CDS=1-594, augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.104&CDS=1-555
48	OG0000048	YDR028C, YKR075C, YOR062C	augustus_masked-NODE_29_length_116936_cov_67.5382_ID_8641-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_29_length_116936_cov_67.5382_ID_8641-processed-gene-0.203&CDS=1-600, augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.266&CDS=1-1605
49	OG0000049	YDR134C, YLR110C	augustus_masked-NODE_124_length_11211_cov_66.5618_ID_54172-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_124_length_11211_cov_66.5618_ID_54172-processed-gene-0.3&CDS=1-1368, augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_40_length_90000_cov_67.9932_ID_29654-processed-gene-0.147&CDS=1-402, augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.203&CDS=1-1341
50	OG0000050	YDR207C	augustus_masked-NODE_119_length_13522_cov_59.0783_ID_15388-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_119_length_13522_cov_59.0783_ID_15388-processed-gene-0.23&CDS=1-1014, augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.64&CDS=1-1311, maker-NODE_88_length_34808_cov_82.877_ID_12554-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_88_length_34808_cov_82.877_ID_12554-snap-gene-0.58&CDS=1-1746, snap_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.184&CDS=1-462
51	OG0000051	YDR353W, YGR059W, YHR106W	genemark-NODE_99_length_27553_cov_124.585_ID_13715-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_99_length_27553_cov_124.585_ID_13715-processed-gene-0.29&CDS=1-2322, maker-NODE_103_length_26463_cov_119.143_ID_14109-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_103_length_26463_cov_119.143_ID_14109-snap-gene-0.32&CDS=1-2088
52	OG0000052	YDR380W, YLR044C	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.115&CDS=1-1707, augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.36&CDS=1-1770, augustus_masked-NODE_69_length_50010_cov_60.0852_ID_40146-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_69_length_50010_cov_60.0852_ID_40146-processed-gene-0.15&CDS=1-1689
53	OG0000053	YDR391C, YOR013W	augustus_masked-NODE_128_length_10551_cov_72.0315_ID_15943-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_128_length_10551_cov_72.0315_ID_15943-processed-gene-0.0&CDS=1-648, snap_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.97&CDS=1-549, snap_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_8_length_226836_cov_62.4789_ID_46056-processed-gene-0.11&CDS=1-546
54	OG0000054	YDR440W, YDR441C, YML022W	genemark-NODE_550_length_436_cov_0.783699_ID_23879-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_550_length_436_cov_0.783699_ID_23879-processed-gene-0.0&CDS=1-315, maker-NODE_51_length_72690_cov_65.5169_ID_40178-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_51_length_72690_cov_65.5169_ID_40178-augustus-gene-0.3&CDS=1-4002
55	OG0000055	YEL063C, YNL268W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.123&CDS=1-1665, augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.156&CDS=1-1620, augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.133&CDS=1-1653
56	OG0000056	YER015W	augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.118&CDS=1-1971, augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.63&CDS=1-2070, augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.221&CDS=1-2148, augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.251-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.251&CDS=1-2025
57	OG0000057	YER133W, YML016C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.171&CDS=1-1488, augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.87&CDS=1-1617, maker-NODE_37_length_94963_cov_100.632_ID_9415-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_37_length_94963_cov_100.632_ID_9415-snap-gene-0.51&CDS=1-1185
58	OG0000058	YFR032C-A, YFR033C	augustus_masked-NODE_1081_length_364_cov_0.850202_ID_25634-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1081_length_364_cov_0.850202_ID_25634-processed-gene-0.2&CDS=1-303, augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.125&CDS=1-594, maker-NODE_6_length_239611_cov_64.8102_ID_39412-snap-gene-1.11-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-snap-gene-1.11&CDS=1-519
59	OG0000059	YFR040W, YGL229C, YKR028W	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.92&CDS=1-2532, augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.50&CDS=1-2316
60	OG0000060	YGL038C, YJR075W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.192&CDS=1-1062, augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.107&CDS=1-1167, augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.69&CDS=1-1146
61	OG0000061	YGR067C, YMR182C	augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.35&CDS=1-909, augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.12&CDS=1-2031, snap_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.71&CDS=1-999
62	OG0000062	YGR197C, YJR015W	augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.162&CDS=1-1473, augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.183&CDS=1-1569, augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.212&CDS=1-1524
63	OG0000063	YHR132W-A, YNL157W	augustus_masked-NODE_42_length_86612_cov_83.6646_ID_14885-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_42_length_86612_cov_83.6646_ID_14885-processed-gene-0.115&CDS=1-1458, genemark-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.26&CDS=1-1986, maker-NODE_71_length_46957_cov_62.9162_ID_11788-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_71_length_46957_cov_62.9162_ID_11788-snap-gene-0.32&CDS=1-1266
64	OG0000064	YHR206W, YOR140W	augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.84&CDS=1-1299, maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-0.106&CDS=1-1389, snap_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.67&CDS=1-1410
65	OG0000065	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.62&CDS=1-3213, augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.52&CDS=1-3519
66	OG0000066	YKL217W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.191&CDS=1-1554, augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_54_length_66169_cov_92.5799_ID_45299-processed-gene-0.92&CDS=1-1497, augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.186&CDS=1-1605, maker-NODE_18_length_145332_cov_59.0896_ID_27415-augustus-gene-0.163-mRNA-1_1&gene=maker-NODE_18_length_145332_cov_59.0896_ID_27415-augustus-gene-0.163&CDS=1-1476
67	OG0000067	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.51&CDS=1-2019
68	OG0000068	YLL057C	augustus_masked-NODE_133_length_8938_cov_65.6125_ID_16453-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_133_length_8938_cov_65.6125_ID_16453-processed-gene-0.2&CDS=1-1092, augustus_masked-NODE_55_length_65494_cov_62.8636_ID_12480-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_55_length_65494_cov_62.8636_ID_12480-processed-gene-0.52&CDS=1-1158, augustus_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.13&CDS=1-1089, augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.17&CDS=1-1176
69	OG0000069	YLR090W, YNL064C	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.59&CDS=1-1212, augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.9&CDS=1-1257, augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.68&CDS=1-1266
70	OG0000070	YLR155C, YLR157C, YLR158C, YLR160C	augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.114&CDS=1-1083
71	OG0000071	YLR342W, YMR306W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.204&CDS=1-5448, augustus_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_26_length_131444_cov_65.2876_ID_30945-processed-gene-0.52&CDS=1-5727, maker-NODE_69_length_50010_cov_60.0852_ID_40146-snap-gene-0.28-mRNA-1_1&gene=maker-NODE_69_length_50010_cov_60.0852_ID_40146-snap-gene-0.28&CDS=1-5565
