	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034947_Ambrosiozyma_philentoma
957	OG0000957	YDR043C	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-0.105&CDS=1-786
958	OG0000958	YDR044W	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-0.104&CDS=1-981
959	OG0000959	YDR045C	snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.71&CDS=1-336
960	OG0000960	YDR047W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.163-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.163&CDS=1-1089
961	OG0000961	YDR049W	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-1.88&CDS=1-1872
962	OG0000962	YDR050C	snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.158&CDS=1-705
963	OG0000963	YDR051C	maker-NODE_37_length_130751_cov_37.7297_ID_73-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_37_length_130751_cov_37.7297_ID_73-snap-gene-0.55&CDS=1-921
964	OG0000964	YDR052C	snap_masked-NODE_63_length_30731_cov_36.5385_ID_125-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_63_length_30731_cov_36.5385_ID_125-processed-gene-0.12&CDS=1-2529
965	OG0000965	YDR054C	snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.184&CDS=1-687
966	OG0000966	YDR057W	augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.0&CDS=1-1317
967	OG0000967	YDR058C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.112-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.112&CDS=1-1008
968	OG0000968	YDR059C	augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-4.67&CDS=1-441
969	OG0000969	YDR060W	snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-2.51&CDS=1-3474
970	OG0000970	YDR061W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.48&CDS=1-1572
971	OG0000971	YDR062W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.11&CDS=1-1707
972	OG0000972	YDR064W	maker-NODE_23_length_247428_cov_39.5709_ID_45-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_23_length_247428_cov_39.5709_ID_45-snap-gene-0.45&CDS=1-834
973	OG0000973	YDR067C	genemark-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-2.60&CDS=1-603
974	OG0000974	YDR068W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.53&CDS=1-984
975	OG0000975	YDR071C	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.21&CDS=1-780
976	OG0000976	YDR072C	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.56&CDS=1-1359
977	OG0000977	YDR074W	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.201-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.201&CDS=1-2694
978	OG0000978	YDR075W	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-3.80&CDS=1-933
979	OG0000979	YDR079C-A	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-10.106-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-10.106&CDS=1-216
980	OG0000980	YDR079W	maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-10.96-mRNA-1_1&gene=maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-10.96&CDS=1-939
981	OG0000981	YDR080W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-10.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-10.105&CDS=1-3057
982	OG0000982	YDR083W	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-2.38&CDS=1-1299
983	OG0000983	YDR086C	snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.179-mRNA-1_1&gene=snap_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-4.179&CDS=1-198
984	OG0000984	YDR087C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.109&CDS=1-834
985	OG0000985	YDR088C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-2.112&CDS=1-1197
986	OG0000986	YDR089W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-3.65&CDS=1-2904
987	OG0000987	YDR091C	augustus_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-0.19&CDS=1-1818
988	OG0000988	YDR092W	maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-4.39-mRNA-1_1&gene=maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-4.39&CDS=1-444
989	OG0000989	YDR097C	snap_masked-NODE_38_length_127135_cov_34.5546_ID_75-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_38_length_127135_cov_34.5546_ID_75-processed-gene-0.131&CDS=1-3843
990	OG0000990	YDR101C	maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-5.78-mRNA-1_1&gene=maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-5.78&CDS=1-2793
991	OG0000991	YDR103W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-2.114&CDS=1-2754
992	OG0000992	YDR104C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.58&CDS=1-3792
993	OG0000993	YDR105C	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.104&CDS=1-1503
994	OG0000994	YDR106W	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.89&CDS=1-1272
995	OG0000995	YDR108W	maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-8.45-mRNA-1_1&gene=maker-NODE_1_length_1123490_cov_36.3557_ID_1-snap-gene-8.45&CDS=1-4695
996	OG0000996	YDR109C	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.103&CDS=1-2256
997	OG0000997	YDR111C	augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.15&CDS=1-1491
998	OG0000998	YDR115W	snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-0.8&CDS=1-384
999	OG0000999	YDR116C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.26&CDS=1-855
1000	OG0001000	YDR117C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.56&CDS=1-1776
1001	OG0001001	YDR120C	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.95-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.95&CDS=1-1689
1002	OG0001002	YDR121W	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.26&CDS=1-729
1003	OG0001003	YDR124W	augustus_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_12_length_547646_cov_37.6145_ID_23-processed-gene-2.131&CDS=1-1596
1004	OG0001004	YDR126W	augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-5.87&CDS=1-1185
1005	OG0001005	YDR127W	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.155-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.155&CDS=1-4680
1006	OG0001006	YDR128W	maker-NODE_4_length_780009_cov_36.5782_ID_7-augustus-gene-3.153-mRNA-1_1&gene=maker-NODE_4_length_780009_cov_36.5782_ID_7-augustus-gene-3.153&CDS=1-4719
1007	OG0001007	YDR129C	maker-NODE_4_length_780009_cov_36.5782_ID_7-snap-gene-3.51-mRNA-1_1&gene=maker-NODE_4_length_780009_cov_36.5782_ID_7-snap-gene-3.51&CDS=1-1905
1008	OG0001008	YDR135C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-6.38&CDS=1-4683
1009	OG0001009	YDR137W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.16&CDS=1-2169
1010	OG0001010	YDR140W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.80-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.80&CDS=1-669
1011	OG0001011	YDR141C	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.76&CDS=1-5553
1012	OG0001012	YDR142C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-6.38&CDS=1-1125
1013	OG0001013	YDR143C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.115&CDS=1-2031
1014	OG0001014	YDR148C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.47&CDS=1-1347
1015	OG0001015	YDR150W	maker-NODE_38_length_127135_cov_34.5546_ID_75-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_38_length_127135_cov_34.5546_ID_75-snap-gene-0.105&CDS=1-9924
1016	OG0001016	YDR152W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.83&CDS=1-759
1017	OG0001017	YDR153C	augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.119&CDS=1-1413
1018	OG0001018	YDR155C	maker-NODE_5_length_763819_cov_35.0206_ID_9-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_5_length_763819_cov_35.0206_ID_9-snap-gene-0.4&CDS=1-483
1019	OG0001019	YDR158W	snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.30&CDS=1-4116
1020	OG0001020	YDR160W	snap_masked-NODE_35_length_153337_cov_35.624_ID_69-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_35_length_153337_cov_35.624_ID_69-processed-gene-0.50&CDS=1-3039
1021	OG0001021	YDR161W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.60&CDS=1-1188
1022	OG0001022	YDR162C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.84&CDS=1-915
1023	OG0001023	YDR164C	maker-NODE_35_length_153337_cov_35.624_ID_69-snap-gene-0.115-mRNA-1_1&gene=maker-NODE_35_length_153337_cov_35.624_ID_69-snap-gene-0.115&CDS=1-2157
1024	OG0001024	YDR165W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-0.62&CDS=1-1299
1025	OG0001025	YDR166C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.133&CDS=1-2673
1026	OG0001026	YDR167W	snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-1.99&CDS=1-699
1027	OG0001027	YDR168W	snap_masked-NODE_51_length_71930_cov_46.2221_ID_101-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_51_length_71930_cov_46.2221_ID_101-processed-gene-0.36&CDS=1-1596
1028	OG0001028	YDR169C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-5.91-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-5.91&CDS=1-1761
1029	OG0001029	YDR170C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-5.93&CDS=1-5700
1030	OG0001030	YDR171W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-1.35&CDS=1-1593
1031	OG0001031	YDR172W	snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-2.36&CDS=1-2115
1032	OG0001032	YDR173C	snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-2.72&CDS=1-996
1033	OG0001033	YDR174W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.135&CDS=1-843
1034	OG0001034	YDR175C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.134&CDS=1-1053
1035	OG0001035	YDR176W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.133&CDS=1-2331
1036	OG0001036	YDR177W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.53&CDS=1-714
1037	OG0001037	YDR179C	augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.36&CDS=1-678
1038	OG0001038	YDR180W	augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-1.68&CDS=1-4821
1039	OG0001039	YDR182W	maker-NODE_26_length_206574_cov_36.6608_ID_51-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_26_length_206574_cov_36.6608_ID_51-snap-gene-0.113&CDS=1-4362
1040	OG0001040	YDR183W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.162-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.162&CDS=1-705
1041	OG0001041	YDR188W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.36&CDS=1-1599
1042	OG0001042	YDR189W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-0.59&CDS=1-2028
1043	OG0001043	YDR190C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-0.77&CDS=1-1440
1044	OG0001044	YDR191W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-6.20&CDS=1-1695
1045	OG0001045	YDR194C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.130-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.130&CDS=1-2019
1046	OG0001046	YDR196C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.160-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.160&CDS=1-747
1047	OG0001047	YDR198C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.195-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.195&CDS=1-1338
1048	OG0001048	YDR202C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-1.90&CDS=1-1095
1049	OG0001049	YDR204W	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.163-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-6.163&CDS=1-984
1050	OG0001050	YDR205W	augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-0.21&CDS=1-4170
1051	OG0001051	YDR208W	augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-2.37&CDS=1-1794
1052	OG0001052	YDR211W	snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-4.74&CDS=1-2136
1053	OG0001053	YDR212W	snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_9_length_617110_cov_37.3077_ID_17-processed-gene-3.80&CDS=1-1665
1054	OG0001054	YDR214W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.134&CDS=1-978
1055	OG0001055	YDR216W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-1.86&CDS=1-3720
1056	OG0001056	YDR217C	snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-2.58&CDS=1-4578
1057	OG0001057	YDR221W	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.21&CDS=1-1515
1058	OG0001058	YDR226W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.108&CDS=1-744
1059	OG0001059	YDR228C	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.39&CDS=1-1797
1060	OG0001060	YDR229W	genemark-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.84&CDS=1-1566
1061	OG0001061	YDR232W	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.18&CDS=1-1683
1062	OG0001062	YDR234W	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.40&CDS=1-2043
1063	OG0001063	YDR235W	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-4.39&CDS=1-1554
1064	OG0001064	YDR237W	augustus_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.55&CDS=1-906
1065	OG0001065	YDR238C	maker-NODE_10_length_554023_cov_36.5422_ID_19-snap-gene-3.65-mRNA-1_1&gene=maker-NODE_10_length_554023_cov_36.5422_ID_19-snap-gene-3.65&CDS=1-2853
1066	OG0001066	YDR245W	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-1.105&CDS=1-2568
1067	OG0001067	YDR248C	augustus_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.29&CDS=1-567
1068	OG0001068	YDR254W	genemark-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.119-mRNA-1_1&gene=genemark-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.119&CDS=1-1350
1069	OG0001069	YDR255C	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.69&CDS=1-1155
1070	OG0001070	YDR256C	snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.39&CDS=1-1521
1071	OG0001071	YDR257C	snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.5&CDS=1-1704
1072	OG0001072	YDR258C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.1-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-7.1&CDS=1-2556
1073	OG0001073	YDR262W	snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_45_length_93010_cov_37.8981_ID_89-processed-gene-0.16&CDS=1-1284
1074	OG0001074	YDR264C	snap_masked-NODE_51_length_71930_cov_46.2221_ID_101-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_51_length_71930_cov_46.2221_ID_101-processed-gene-0.44&CDS=1-2277
