	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034875_Tetrapisispora_fleetii
46	OG0000046	YBR181C, YPL090C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.98&CDS=1-708, augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-2.39&CDS=1-708
47	OG0000047	YBR218C, YGL062W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.110&CDS=1-3540, augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.86&CDS=1-3528
48	OG0000048	YBR245C, YOR304W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-1.113&CDS=1-3330, augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-4.122&CDS=1-3258
49	OG0000049	YBR294W, YLR092W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.93&CDS=1-2772, augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.143&CDS=1-2649
50	OG0000050	YCL067C, YCR039C, YCR096C	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.92&CDS=1-681
51	OG0000051	YCR004C, YDR032C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.7&CDS=1-594, augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.65&CDS=1-753
52	OG0000052	YCR031C, YJL191W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.46&CDS=1-396, augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.82&CDS=1-402
53	OG0000053	YCR094W, YNR048W	augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.37&CDS=1-1185, augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.58&CDS=1-1194
54	OG0000054	YDL082W, YMR142C	snap_masked-NODE_28_length_67571_cov_47.2925_ID_55-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_28_length_67571_cov_47.2925_ID_55-processed-gene-0.0&CDS=1-606, snap_masked-NODE_30_length_61924_cov_44.6872_ID_59-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_30_length_61924_cov_44.6872_ID_59-processed-gene-0.0&CDS=1-597
55	OG0000055	YDL083C, YMR143W	genemark-NODE_28_length_67571_cov_47.2925_ID_55-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_28_length_67571_cov_47.2925_ID_55-processed-gene-0.42&CDS=1-423, maker-NODE_30_length_61924_cov_44.6872_ID_59-augustus-gene-0.91-mRNA-1_1&gene=maker-NODE_30_length_61924_cov_44.6872_ID_59-augustus-gene-0.91&CDS=1-423
56	OG0000056	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.8&CDS=1-6417
57	OG0000057	YDR135C, YLL015W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-1.48&CDS=1-4866, snap_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-7.23&CDS=1-4248
58	OG0000058	YDR213W, YLR228C	genemark-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-0.16&CDS=1-2898, maker-NODE_2_length_1086519_cov_45.247_ID_3-snap-gene-4.2-mRNA-1_1&gene=maker-NODE_2_length_1086519_cov_45.247_ID_3-snap-gene-4.2&CDS=1-2025
59	OG0000059	YDR368W, YOR120W	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-0.75&CDS=1-930, augustus_masked-NODE_36_length_27167_cov_53.622_ID_71-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_36_length_27167_cov_53.622_ID_71-processed-gene-0.1&CDS=1-933
60	OG0000060	YDR418W, YEL054C	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-1.42&CDS=1-495, augustus_masked-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_25_length_93897_cov_49.9315_ID_49-processed-gene-0.128&CDS=1-495
61	OG0000061	YDR423C, YML007W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-0.75&CDS=1-1494, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.38&CDS=1-1644
62	OG0000062	YDR447C, YML024W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.73&CDS=1-405, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-0.77&CDS=1-405
63	OG0000063	YDR450W, YML026C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-1.57&CDS=1-438, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-0.94&CDS=1-438
64	OG0000064	YDR483W	augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.58&CDS=1-1143, augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.33&CDS=1-1215, maker-NODE_1_length_1092456_cov_45.7163_ID_1-augustus-gene-9.86-mRNA-1_1&gene=maker-NODE_1_length_1092456_cov_45.7163_ID_1-augustus-gene-9.86&CDS=1-2325
65	OG0000065	YEL034W, YJR047C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.220&CDS=1-474, augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.4&CDS=1-474
66	OG0000066	YEL063C, YNL268W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.20&CDS=1-1803, augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.49&CDS=1-1797
67	OG0000067	YER001W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-6.86&CDS=1-2547, augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-7.72&CDS=1-2277, snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-0.7&CDS=1-2319
68	OG0000068	YER013W, YKR086W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.29&CDS=1-3453, genemark-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.98&CDS=1-3456
69	OG0000069	YER017C, YMR089C	augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.70&CDS=1-2613, augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.5&CDS=1-2355
70	OG0000070	YER047C, YPL074W	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-0.116&CDS=1-2157, maker-NODE_2_length_1086519_cov_45.247_ID_3-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_2_length_1086519_cov_45.247_ID_3-snap-gene-2.0&CDS=1-2358
71	OG0000071	YER054C, YIL045W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-2.52&CDS=1-1455, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-2.48&CDS=1-1188
72	OG0000072	YER070W, YIL066C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.49&CDS=1-2637, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-1.70&CDS=1-2634
73	OG0000073	YFL039C, YHR129C	augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.132&CDS=1-1137, augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-0.103&CDS=1-1125
74	OG0000074	YFL059W, YMR096W, YNL333W	augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.41&CDS=1-897
75	OG0000075	YFL060C, YMR095C, YNL334C	augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.73&CDS=1-684
76	OG0000076	YFR015C, YLR258W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-1.75&CDS=1-2133, augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-7.68&CDS=1-2175
77	OG0000077	YFR031C-A, YIL018W	snap_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.135&CDS=1-762, snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-3.44&CDS=1-762
78	OG0000078	YGL147C, YNL067W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.11&CDS=1-573, augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-6.86&CDS=1-573
79	OG0000079	YGL162W, YPR009W	augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_12_length_391236_cov_46.4623_ID_23-processed-gene-1.109&CDS=1-885, snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.29&CDS=1-1074
80	OG0000080	YGR027C, YLR333C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-6.50&CDS=1-324, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-2.63&CDS=1-324
81	OG0000081	YGR041W, YLR353W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.101&CDS=1-1563, snap_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-1.47&CDS=1-1767
82	OG0000082	YGR088W	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.30&CDS=1-1650, augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.41&CDS=1-1677, augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-2.64&CDS=1-1659
83	OG0000083	YGR097W, YPR115W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.94&CDS=1-3465, augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.55&CDS=1-2715
84	OG0000084	YGR109C, YPR120C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.121&CDS=1-1380, augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.73&CDS=1-1125
85	OG0000085	YGR118W, YPR132W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.104&CDS=1-435, augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.66&CDS=1-435
86	OG0000086	YGR143W, YPR159W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-2.115&CDS=1-2247, augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.120&CDS=1-2091
87	OG0000087	YGR214W, YLR048W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-2.81&CDS=1-756, maker-NODE_7_length_513372_cov_44.9289_ID_13-augustus-gene-2.149-mRNA-1_1&gene=maker-NODE_7_length_513372_cov_44.9289_ID_13-augustus-gene-2.149&CDS=1-756
88	OG0000088	YGR221C, YHR149C	snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-2.63&CDS=1-1899, snap_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-2.97&CDS=1-2307
89	OG0000089	YGR279C, YMR305C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-2.59&CDS=1-1152, augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-4.135&CDS=1-1134
90	OG0000090	YHL003C, YKL008C	augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_23_length_172564_cov_49.4108_ID_45-processed-gene-0.66&CDS=1-1347, augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-8.50&CDS=1-1272
91	OG0000091	YHR050W, YLR034C	augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_14_length_380648_cov_45.9046_ID_27-processed-gene-1.53&CDS=1-1842, augustus_masked-NODE_30_length_61924_cov_44.6872_ID_59-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_30_length_61924_cov_44.6872_ID_59-processed-gene-0.89&CDS=1-1422
92	OG0000092	YHR131C, YNL144C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.66&CDS=1-2985, genemark-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-1.41&CDS=1-2289
93	OG0000093	YHR139C, YNL160W	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-1.11&CDS=1-1086, snap_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.109&CDS=1-1218
94	OG0000094	YHR179W, YPL171C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.78&CDS=1-1191, augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-3.124&CDS=1-1200
95	OG0000095	YHR203C, YJR145C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-0.1&CDS=1-783, augustus_masked-NODE_34_length_36345_cov_49.5743_ID_67-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_34_length_36345_cov_49.5743_ID_67-processed-gene-0.33&CDS=1-783
96	OG0000096	YHR208W, YJR148W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-0.14&CDS=1-1194, augustus_masked-NODE_34_length_36345_cov_49.5743_ID_67-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_34_length_36345_cov_49.5743_ID_67-processed-gene-0.39&CDS=1-1125
97	OG0000097	YHR216W, YLR432W, YML056C	maker-NODE_1_length_1092456_cov_45.7163_ID_1-augustus-gene-1.42-mRNA-1_1&gene=maker-NODE_1_length_1092456_cov_45.7163_ID_1-augustus-gene-1.42&CDS=1-1569
98	OG0000098	YIL126W, YOR290C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.61&CDS=1-5322, augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-5.75&CDS=1-4269
99	OG0000099	YIL133C, YNL069C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-6.101&CDS=1-600, augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-4.40&CDS=1-594
100	OG0000100	YIL149C, YKR095W	snap_masked-NODE_32_length_58048_cov_52.7581_ID_63-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_32_length_58048_cov_52.7581_ID_63-processed-gene-0.30&CDS=1-3741, snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.69&CDS=1-3624
101	OG0000101	YJL139C, YKR061W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-6.25&CDS=1-1260, snap_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.62&CDS=1-1296
102	OG0000102	YJL162C, YMR161W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.14&CDS=1-1440, augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.17&CDS=1-711
103	OG0000103	YJL172W, YOL153C	augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NODE_21_length_182794_cov_46.0854_ID_41-processed-gene-0.159&CDS=1-1755, genemark-NODE_39_length_16375_cov_55.7272_ID_77-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_39_length_16375_cov_55.7272_ID_77-processed-gene-0.10&CDS=1-1563
104	OG0000104	YJL190C, YLR367W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.23&CDS=1-390, maker-NODE_3_length_802396_cov_46.7242_ID_5-augustus-gene-5.71-mRNA-1_1&gene=maker-NODE_3_length_802396_cov_46.7242_ID_5-augustus-gene-5.71&CDS=1-390
105	OG0000105	YJL200C, YLR304C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.33&CDS=1-2436, augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-NODE_8_length_485001_cov_46.7777_ID_15-processed-gene-3.150&CDS=1-2352
