	OrthologID	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
46	OG0000046	-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-11.59&CDS=1-2967, -processed-gene-7.54-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-7.54&CDS=1-2679	YDR326C, YFL042C, YHR080C
47	OG0000047	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.47&CDS=1-1794, -processed-gene-9.13-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-9.13&CDS=1-3903	YCL024W, YDR477W, YDR507C
48	OG0000048	-processed-gene-10.51-mRNA-1_1&gene=genemark-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-10.51&CDS=1-1422, -processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-4.60&CDS=1-1491	YBL089W, YER119C, YIL088C
49	OG0000049	-processed-gene-10.94-mRNA-1_1&gene=genemark-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-10.94&CDS=1-1257, -processed-gene-12.38-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-12.38&CDS=1-1650, -processed-gene-6.54-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.54&CDS=1-1506	YNL095C, YOR092W
50	OG0000050	-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-10.12&CDS=1-960, -processed-gene-6.115-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-6.115&CDS=1-1572	YJL137C, YJL146W, YKR058W
51	OG0000051	-processed-gene-14.61-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.61&CDS=1-999, -processed-gene-9.41-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.41&CDS=1-1005	YGR192C, YJL052W, YJR009C
52	OG0000052	-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-0.57&CDS=1-2889, -processed-gene-14.71-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-14.71&CDS=1-4197	YIL002C, YNL106C, YOR109W
53	OG0000053	-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-4.38&CDS=1-912, -processed-gene-8.85-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.85&CDS=1-378	YAL030W, YLR093C, YOR327C
54	OG0000054	-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-10.115&CDS=1-1005, -processed-gene-10.30-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-10.30&CDS=1-1095, -processed-gene-13.24-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.24&CDS=1-1047	YBL016W, YFL029C
55	OG0000055	-processed-gene-14.90-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-14.90&CDS=1-4074, -processed-gene-16.46-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-16.46&CDS=1-2565	YHL007C, YNL298W, YOL113W
56	OG0000056	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002316238|dbj|BCGA01000019.1|-processed-gene-0.4&CDS=1-585, -processed-gene-11.15-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-11.15&CDS=1-2424	YKL081W, YPL048W
57	OG0000057	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002316241|dbj|BCGA01000016.1|-processed-gene-0.21&CDS=1-1371, -processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.122&CDS=1-1371	YBR118W, YPR080W
58	OG0000058	-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|1002316244|dbj|BCGA01000013.1|-processed-gene-0.6&CDS=1-1500, -processed-gene-4.6-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-4.6&CDS=1-1536, -processed-gene-5.90-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.90&CDS=1-1500	YBR006W
59	OG0000059	-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-gi|1002316244|dbj|BCGA01000013.1|-processed-gene-0.11&CDS=1-2202, -processed-gene-7.0-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.0&CDS=1-2751	YHR031C, YML061C
60	OG0000060	-augustus-gene-4.58-mRNA-1_1&gene=maker-gi|1002316253|dbj|BCGA01000004.1|-augustus-gene-4.58&CDS=1-1089, -processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002316244|dbj|BCGA01000013.1|-processed-gene-0.51&CDS=1-1125	YBR249C, YDR035W
61	OG0000061	-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-gi|1002316244|dbj|BCGA01000013.1|-processed-gene-1.28&CDS=1-1665, -processed-gene-4.80-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-4.80&CDS=1-2466	YDL138W, YDL194W
62	OG0000062	-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.3&CDS=1-1368, -processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.122&CDS=1-1395, -processed-gene-2.3-mRNA-1_1&gene=augustus_masked-gi|1002316244|dbj|BCGA01000013.1|-processed-gene-2.3&CDS=1-1500	YBR199W
63	OG0000063	-processed-gene-14.57-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.57&CDS=1-1269, -processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002316244|dbj|BCGA01000013.1|-processed-gene-2.35&CDS=1-1329, -snap-gene-2.102-mRNA-1_1&gene=maker-gi|1002316244|dbj|BCGA01000013.1|-snap-gene-2.102&CDS=1-1530	YML038C
64	OG0000064	-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-1.116&CDS=1-1359, -processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-1.6&CDS=1-1233	YDL066W, YLR174W
65	OG0000065	-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-1.137&CDS=1-2655, -processed-gene-16.5-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-16.5&CDS=1-3618	YDR466W, YDR490C
66	OG0000066	-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-1.118&CDS=1-1488, -processed-gene-8.58-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-8.58&CDS=1-1506	YMR169C, YMR170C
67	OG0000067	-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-1.119&CDS=1-1260, -processed-gene-9.6-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-9.6&CDS=1-1128	YFL039C, YPR034W
68	OG0000068	-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-1.125&CDS=1-1692, -processed-gene-5.117-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.117&CDS=1-1638	YER065C, YPR006C
69	OG0000069	-augustus-gene-5.136-mRNA-1_1&gene=maker-gi|1002316253|dbj|BCGA01000004.1|-augustus-gene-5.136&CDS=1-1401, -processed-gene-1.126-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-1.126&CDS=1-1488	YNR001C, YPR001W
70	OG0000070	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-2.15&CDS=1-2016, -processed-gene-5.0-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-5.0&CDS=1-2022	YAL054C, YLR153C
71	OG0000071	-augustus-gene-1.55-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-augustus-gene-1.55&CDS=1-2685, -augustus-gene-2.84-mRNA-1_1&gene=maker-gi|1002316245|dbj|BCGA01000012.1|-augustus-gene-2.84&CDS=1-2715	YKL046C, YMR238W
72	OG0000072	-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-gi|1002316245|dbj|BCGA01000012.1|-processed-gene-2.74&CDS=1-2271, -processed-gene-5.27-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-5.27&CDS=1-2256	YAL023C, YGR199W
73	OG0000073	-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-0.43&CDS=1-2265, -processed-gene-5.12-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-5.12&CDS=1-1788	YER054C, YIL045W
74	OG0000074	-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-1.11&CDS=1-1692, -processed-gene-2.69-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-2.69&CDS=1-1704, -snap-gene-3.159-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-snap-gene-3.159&CDS=1-3462	YDL174C
75	OG0000075	-processed-gene-12.79-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-12.79&CDS=1-2412, -processed-gene-2.102-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-2.102&CDS=1-2382	YDL132W, YGR003W
76	OG0000076	-processed-gene-18.104-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-18.104&CDS=1-1836, -processed-gene-3.121-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-3.121&CDS=1-1710, -processed-gene-5.57-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.57&CDS=1-1824	YBR293W
77	OG0000077	-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-11.63&CDS=1-1824, -processed-gene-3.123-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-3.123&CDS=1-1911	YCR088W, YMR032W
78	OG0000078	-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-1.121&CDS=1-744, -processed-gene-3.115-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-3.115&CDS=1-759, -processed-gene-3.130-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-3.130&CDS=1-1425	YKL033W-A
79	OG0000079	-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-2.117&CDS=1-2667, -processed-gene-3.135-mRNA-1_1&gene=augustus_masked-gi|1002316246|dbj|BCGA01000011.1|-processed-gene-3.135&CDS=1-2271	YJR061W, YKL201C
80	OG0000080	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|1002316247|dbj|BCGA01000010.1|-processed-gene-0.24&CDS=1-591, -processed-gene-4.71-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-4.71&CDS=1-1191, -snap-gene-0.141-mRNA-1_1&gene=maker-gi|1002316250|dbj|BCGA01000007.1|-snap-gene-0.141&CDS=1-2352	YLL057C
81	OG0000081	-processed-gene-0.132-mRNA-1_1&gene=snap_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-0.132&CDS=1-1731, -processed-gene-7.146-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.146&CDS=1-1839, -snap-gene-1.143-mRNA-1_1&gene=maker-gi|1002316247|dbj|BCGA01000010.1|-snap-gene-1.143&CDS=1-5523	YKR093W
82	OG0000082	-augustus-gene-10.0-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-10.0&CDS=1-1053, -processed-gene-1.119-mRNA-1_1&gene=augustus_masked-gi|1002316247|dbj|BCGA01000010.1|-processed-gene-1.119&CDS=1-1053, -processed-gene-14.73-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.73&CDS=1-1050	YPL088W
83	OG0000083	-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-gi|1002316247|dbj|BCGA01000010.1|-processed-gene-1.127&CDS=1-2730, -processed-gene-7.57-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-7.57&CDS=1-1392	YGR052W, YHR082C
84	OG0000084	-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-1.116&CDS=1-3012, -processed-gene-13.29-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.29&CDS=1-1488, -processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316247|dbj|BCGA01000010.1|-processed-gene-2.125&CDS=1-1530	YMR020W
85	OG0000085	-processed-gene-7.151-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-7.151&CDS=1-1701, -snap-gene-3.150-mRNA-1_1&gene=maker-gi|1002316247|dbj|BCGA01000010.1|-snap-gene-3.150&CDS=1-3432	YJL172W, YOL153C
86	OG0000086	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-0.44&CDS=1-1461, -processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-1.20&CDS=1-633	YCR095C, YNL099C
87	OG0000087	-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-1.99&CDS=1-1542, -processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-3.36&CDS=1-1947	YCL037C, YDR515W
88	OG0000088	-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.115&CDS=1-990, -processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.8&CDS=1-984	YIL035C, YOR061W
89	OG0000089	-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.60&CDS=1-2286, -processed-gene-6.166-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-6.166&CDS=1-2292	YAR035W, YER024W
90	OG0000090	-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.68&CDS=1-2784, -processed-gene-9.102-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-9.102&CDS=1-2331	YGR068C, YOR018W
91	OG0000091	-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.31&CDS=1-1119, -processed-gene-8.126-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-8.126&CDS=1-1965	YJL073W, YMR214W
92	OG0000092	-processed-gene-1.51-mRNA-1_1&gene=snap_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.51&CDS=1-1683, -processed-gene-2.129-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.129&CDS=1-1446	YIR013C, YLR013W
93	OG0000093	-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.10&CDS=1-900, -processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-1.104&CDS=1-876	YLR146C, YPR069C
94	OG0000094	-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.119&CDS=1-849, -snap-gene-1.1-mRNA-1_1&gene=maker-gi|1002316249|dbj|BCGA01000008.1|-snap-gene-1.1&CDS=1-1584	YCR010C, YNR002C
95	OG0000095	-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.40&CDS=1-390, -processed-gene-12.29-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-12.29&CDS=1-390	YBL003C, YDR225W
96	OG0000096	-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.23&CDS=1-393, -processed-gene-12.9-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-12.9&CDS=1-393	YBL002W, YDR224C
97	OG0000097	-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-0.26&CDS=1-1326, -processed-gene-2.95-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.95&CDS=1-1491	YDR125C, YLR099C
98	OG0000098	-augustus-gene-0.40-mRNA-1_1&gene=maker-gi|1002316254|dbj|BCGA01000003.1|-augustus-gene-0.40&CDS=1-1128, -processed-gene-2.109-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.109&CDS=1-1110	YCR105W, YMR318C
99	OG0000099	-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-3.8&CDS=1-5463, -processed-gene-7.123-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-7.123&CDS=1-4809	YIL159W, YNL271C
100	OG0000100	-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-4.71&CDS=1-2724, -processed-gene-6.134-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-6.134&CDS=1-2697	YMR266W, YOL084W
101	OG0000101	-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-13.79&CDS=1-1635, -processed-gene-5.6-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-5.6&CDS=1-1287	YLR300W, YOR190W
102	OG0000102	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-5.10&CDS=1-2274, -processed-gene-6.5-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-6.5&CDS=1-2052	YBL011W, YKR067W
103	OG0000103	-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-0.120&CDS=1-555, -processed-gene-6.204-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-6.204&CDS=1-540	YER067W, YIL057C
104	OG0000104	-augustus-gene-3.0-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-augustus-gene-3.0&CDS=1-936, -processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-2.8&CDS=1-861	YBR002C, YMR101C
105	OG0000105	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-2.15&CDS=1-1635, -processed-gene-6.139-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.139&CDS=1-1527, -processed-gene-6.140-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.140&CDS=1-1656	YOR320C
106	OG0000106	-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-2.110&CDS=1-1440, -processed-gene-4.59-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-4.59&CDS=1-2328	YBL052C, YOR244W
107	OG0000107	-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-6.88&CDS=1-981, -processed-gene-6.9-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.9&CDS=1-948	YEL029C, YNR027W
108	OG0000108	-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.11&CDS=1-4830, -processed-gene-7.55-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-7.55&CDS=1-4680	YDR135C, YLL015W
109	OG0000109	-processed-gene-15.47-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.47&CDS=1-2859, -processed-gene-6.149-mRNA-1_1&gene=genemark-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-6.149&CDS=1-2895	YJR059W, YKL198C
110	OG0000110	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-0.3&CDS=1-1998, -processed-gene-7.151-mRNA-1_1&gene=augustus_masked-gi|1002316250|dbj|BCGA01000007.1|-processed-gene-7.151&CDS=1-2064	YLR098C, YOR337W
111	OG0000111	-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-1.30&CDS=1-1218, -processed-gene-11.10-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-11.10&CDS=1-2427	YGL038C, YJR075W
112	OG0000112	-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-2.125&CDS=1-3225, -processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-5.22&CDS=1-3300	YBR245C, YOR304W
113	OG0000113	-processed-gene-3.54-mRNA-1_1&gene=genemark-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.54&CDS=1-885, -processed-gene-7.121-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-7.121&CDS=1-882	YBR151W, YML050W
114	OG0000114	-augustus-gene-10.154-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-augustus-gene-10.154&CDS=1-3465, -processed-gene-3.114-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-3.114&CDS=1-2055	YIL038C, YPR072W
115	OG0000115	-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-7.93&CDS=1-2214, -snap-gene-3.164-mRNA-1_1&gene=maker-gi|1002316251|dbj|BCGA01000006.1|-snap-gene-3.164&CDS=1-3333	YMR237W, YOR299W
116	OG0000116	-processed-gene-12.196-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-12.196&CDS=1-474, -processed-gene-4.44-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-4.44&CDS=1-738	YBR119W, YIR009W
117	OG0000117	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-3.32&CDS=1-3213, -processed-gene-6.18-mRNA-1_1&gene=augustus_masked-gi|1002316251|dbj|BCGA01000006.1|-processed-gene-6.18&CDS=1-2580	YBL063W, YEL061C
118	OG0000118	-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.117&CDS=1-765, -processed-gene-3.27-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-3.27&CDS=1-807	YFR031C-A, YIL018W
119	OG0000119	-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.122&CDS=1-783, -processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-3.25&CDS=1-1335	YHL033C, YLL045C
120	OG0000120	-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-2.124&CDS=1-507, -processed-gene-6.107-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.107&CDS=1-525	YDR178W, YLR164W
121	OG0000121	-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-0.100&CDS=1-408, -processed-gene-4.164-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.164&CDS=1-408	YBR010W, YNL031C
122	OG0000122	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-0.79&CDS=1-309, -processed-gene-4.136-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-4.136&CDS=1-309	YBR009C, YNL030W
123	OG0000123	-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-4.38&CDS=1-1185, -processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-5.8&CDS=1-1239	YBR025C, YHL014C
124	OG0000124	-processed-gene-5.79-mRNA-1_1&gene=snap_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-5.79&CDS=1-1431, -processed-gene-8.133-mRNA-1_1&gene=augustus_masked-gi|1002316253|dbj|BCGA01000004.1|-processed-gene-8.133&CDS=1-1488	YBR283C, YLR378C
125	OG0000125	-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-gi|1002316252|dbj|BCGA01000005.1|-processed-gene-8.106&CDS=1-1911	YDR144C, YLR120C, YLR121C
