	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035659_Saturnispora_dispora
30	OG0000030	YBL017C, YIL173W, YJL222W, YNR065C	genemark-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.90&CDS=1-5685
31	OG0000031	YBL056W, YBR125C, YER089C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.21&CDS=1-1149, augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.101&CDS=1-1311
32	OG0000032	YBR038W, YNL192W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.78&CDS=1-3159, augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.79&CDS=1-3018, maker-NODE_36_length_96088_cov_17.0303_ID_71-augustus-gene-0.138-mRNA-1_1&gene=maker-NODE_36_length_96088_cov_17.0303_ID_71-augustus-gene-0.138&CDS=1-3639
33	OG0000033	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.7&CDS=1-3483, augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.90&CDS=1-2826
34	OG0000034	YCL067C, YCR039C, YCR096C	augustus_masked-NODE_104_length_3160_cov_57.3554_ID_207-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_104_length_3160_cov_57.3554_ID_207-processed-gene-0.2&CDS=1-471, maker-NODE_286_length_507_cov_45.8808_ID_571-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_286_length_507_cov_45.8808_ID_571-snap-gene-0.1&CDS=1-327
35	OG0000035	YDL159W, YOR231W, YPL140C	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.9&CDS=1-1518, genemark-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.191-mRNA-1_1&gene=genemark-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-2.191&CDS=1-1137
36	OG0000036	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.114&CDS=1-3270, snap_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.9&CDS=1-3222
37	OG0000037	YDR144C, YLR120C, YLR121C	snap_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.18&CDS=1-1767, snap_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.13&CDS=1-2070
38	OG0000038	YDR178W, YLR164W, YOR297C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-0.115&CDS=1-474, augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-0.113&CDS=1-1728
39	OG0000039	YDR216W, YJR127C, YML081W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.59&CDS=1-3687, snap_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.51&CDS=1-4506
40	OG0000040	YDR338C, YHR032W	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-1.26&CDS=1-1845, augustus_masked-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.111&CDS=1-1854, augustus_masked-NODE_70_length_16311_cov_14.9241_ID_139-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_70_length_16311_cov_14.9241_ID_139-processed-gene-0.7&CDS=1-1701
41	OG0000041	YER133W, YML016C	augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.102&CDS=1-1881, augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.87&CDS=1-957, augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-1.92&CDS=1-1593
42	OG0000042	YFL050C, YKL064W, YOL130W	genemark-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.90&CDS=1-2742, genemark-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-0.2&CDS=1-2349
43	OG0000043	YGR055W	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.297-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.297&CDS=1-1746, augustus_masked-NODE_56_length_35988_cov_20.6789_ID_111-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_56_length_35988_cov_20.6789_ID_111-processed-gene-0.13&CDS=1-1746, augustus_masked-NODE_62_length_29703_cov_21.0021_ID_123-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_62_length_29703_cov_21.0021_ID_123-processed-gene-0.16&CDS=1-1749, snap_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.27&CDS=1-1662
44	OG0000044	YHR023W, YOR326W	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.133&CDS=1-4572, augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.169&CDS=1-8049, maker-NODE_52_length_50721_cov_15.1407_ID_103-snap-gene-0.22-mRNA-1_1&gene=maker-NODE_52_length_50721_cov_15.1407_ID_103-snap-gene-0.22&CDS=1-4623
45	OG0000045	YHR206W, YOR140W	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.23&CDS=1-2028, genemark-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_57_length_34857_cov_28.8247_ID_113-processed-gene-0.29&CDS=1-1704, snap_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.32&CDS=1-1533
46	OG0000046	YIL107C, YOL136C	augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.128&CDS=1-2193, augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.131&CDS=1-1962, snap_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.23&CDS=1-1434
47	OG0000047	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.71&CDS=1-3648, snap_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.103&CDS=1-3747
48	OG0000048	YJR061W, YKL201C	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.293-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.293&CDS=1-2322, maker-NODE_43_length_69932_cov_16.1305_ID_85-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_43_length_69932_cov_16.1305_ID_85-augustus-gene-0.106&CDS=1-2400, snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.72&CDS=1-2112
49	OG0000049	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
50	OG0000050	YLL057C	augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.22&CDS=1-1302, augustus_masked-NODE_59_length_32954_cov_23.2226_ID_117-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_59_length_32954_cov_23.2226_ID_117-processed-gene-0.29&CDS=1-1311, augustus_masked-NODE_68_length_20500_cov_28.1319_ID_135-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_68_length_20500_cov_28.1319_ID_135-processed-gene-0.1&CDS=1-1311, snap_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-1.43&CDS=1-1254
51	OG0000051	YML072C, YNL087W, YOR086C	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.57&CDS=1-3468, augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-0.34&CDS=1-5268
52	OG0000052	YMR303C, YOL086C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.80&CDS=1-1107, augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.110&CDS=1-1116, augustus_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_38_length_80193_cov_14.4369_ID_75-processed-gene-0.19&CDS=1-1044
53	OG0000053	YNL027W, YPR013C, YPR015C	genemark-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.183&CDS=1-744, genemark-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.164&CDS=1-1551
54	OG0000054	YNL106C, YOL065C, YOR109W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.142&CDS=1-2232, augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_31_length_120811_cov_13.3693_ID_61-processed-gene-0.88&CDS=1-3255
55	OG0000055	YOR049C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.192&CDS=1-1026, augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.222&CDS=1-1317, augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.119&CDS=1-1047, augustus_masked-NODE_63_length_27121_cov_15.8847_ID_125-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_63_length_27121_cov_15.8847_ID_125-processed-gene-0.0&CDS=1-1023
56	OG0000056	Q0105, Q0110, Q0115, Q0120	maker-NODE_54_length_45836_cov_842.847_ID_107-snap-gene-0.19-mRNA-1_1&gene=maker-NODE_54_length_45836_cov_842.847_ID_107-snap-gene-0.19&CDS=1-207
57	OG0000057	YAL021C, YOL042W	snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.84&CDS=1-2616, snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.85&CDS=1-1197
58	OG0000058	YAL054C, YLR153C	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.22&CDS=1-2025, augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.108&CDS=1-2019
59	OG0000059	YAR035W, YER024W	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.143&CDS=1-2100, augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.208&CDS=1-2205
60	OG0000060	YBL052C, YOR244W	augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.155&CDS=1-1479, snap_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.170&CDS=1-1944
61	OG0000061	YBR005W, YDR003W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.63&CDS=1-426, snap_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.103&CDS=1-618
62	OG0000062	YBR021W, YIR028W	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.67&CDS=1-1794, augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.201&CDS=1-1746
63	OG0000063	YBR025C, YHL014C	augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.200&CDS=1-1185, augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.42&CDS=1-1200
64	OG0000064	YBR114W, YOR191W	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.65&CDS=1-2424, genemark-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_19_length_205091_cov_16.4028_ID_37-processed-gene-0.75&CDS=1-3870
65	OG0000065	YBR151W, YML050W	augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.96&CDS=1-918, snap_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.139&CDS=1-792
66	OG0000066	YBR175W, YDR525W-A	maker-NODE_21_length_192997_cov_18.7535_ID_41-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_21_length_192997_cov_18.7535_ID_41-snap-gene-0.0&CDS=1-1383, snap_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.50&CDS=1-249
67	OG0000067	YBR199W, YJR139C	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.52&CDS=1-1404, augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.114&CDS=1-2289
68	OG0000068	YBR212W, YGR156W	augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_50_length_55932_cov_14.3796_ID_99-processed-gene-0.25&CDS=1-1332, augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.89&CDS=1-1626
69	OG0000069	YBR238C, YGL107C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.131&CDS=1-1917, maker-NODE_28_length_155222_cov_15.9409_ID_55-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_28_length_155222_cov_15.9409_ID_55-augustus-gene-0.6&CDS=1-3870
70	OG0000070	YBR248C, YDR035W	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.281-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.281&CDS=1-1122, maker-NODE_29_length_133825_cov_22.1428_ID_57-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_29_length_133825_cov_22.1428_ID_57-augustus-gene-0.7&CDS=1-2766
71	OG0000071	YBR263W, YLR058C	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.29&CDS=1-1476, augustus_masked-NODE_72_length_15529_cov_13.7644_ID_143-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_72_length_15529_cov_13.7644_ID_143-processed-gene-0.11&CDS=1-1410
72	OG0000072	YCR008W, YLR076C	snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.64&CDS=1-3270, snap_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.142&CDS=1-1875
73	OG0000073	YCR010C, YNR002C	genemark-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.62&CDS=1-801, maker-NODE_27_length_155524_cov_13.7962_ID_53-augustus-gene-0.221-mRNA-1_1&gene=maker-NODE_27_length_155524_cov_13.7962_ID_53-augustus-gene-0.221&CDS=1-1911
74	OG0000074	YCR034W, YLR372W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.81&CDS=1-1026, augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_35_length_97715_cov_13.3424_ID_69-processed-gene-0.151&CDS=1-888
75	OG0000075	YCR045C, YEL060C	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.44&CDS=1-1623, augustus_masked-NODE_58_length_33485_cov_15.1593_ID_115-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_58_length_33485_cov_15.1593_ID_115-processed-gene-0.20&CDS=1-1179
76	OG0000076	YCR065W, YIL131C	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.109&CDS=1-1935, augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.63&CDS=1-1605
77	OG0000077	YCR092C, YDR097C	augustus_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_32_length_120685_cov_13.1933_ID_63-processed-gene-0.14&CDS=1-3456, augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.44&CDS=1-2724
78	OG0000078	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.155&CDS=1-1098
79	OG0000079	YDL047W, YDR075W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.157&CDS=1-945, augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.2&CDS=1-933
80	OG0000080	YDL126C, YLR397C	augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.17&CDS=1-2505, augustus_masked-NODE_42_length_74290_cov_15.8314_ID_83-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_42_length_74290_cov_15.8314_ID_83-processed-gene-0.57&CDS=1-2511
81	OG0000081	YDL132W, YGR003W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.136&CDS=1-2562, genemark-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.30&CDS=1-2316
82	OG0000082	YDL174C	maker-NODE_7_length_339440_cov_13.1671_ID_13-augustus-gene-2.147-mRNA-1_1&gene=maker-NODE_7_length_339440_cov_13.1671_ID_13-augustus-gene-2.147&CDS=1-3000, snap_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-0.92&CDS=1-1653, snap_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-2.103&CDS=1-1728
