	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034660_Diddensiella_caesifluorescens
38	OG0000038	YBR001C, YDR001C	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-9.392-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-9.392&CDS=1-2298, snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.75&CDS=1-1926
39	OG0000039	YBR008C	snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.218-mRNA-1_1&gene=snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.218&CDS=1-1641, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-0.73&CDS=1-1668, snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.97&CDS=1-1632
40	OG0000040	YBR038W, YNL192W	genemark-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.25&CDS=1-2859, genemark-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.57&CDS=1-3591
41	OG0000041	YCL064C, YIL167W	genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.112-mRNA-1_1&gene=genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-3.112&CDS=1-1005, snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.100-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.100&CDS=1-1002
42	OG0000042	YDL056W, YLR182W	maker-NODE_16_length_236730_cov_37.7939_ID_31-snap-gene-1.14-mRNA-1_1&gene=maker-NODE_16_length_236730_cov_37.7939_ID_31-snap-gene-1.14&CDS=1-2364, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.22-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.22&CDS=1-2247
43	OG0000043	YDL085W, YMR145C	augustus_masked-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.212&CDS=1-2370, snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.30-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.30&CDS=1-1665
44	OG0000044	YDR038C, YDR039C, YDR040C	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.61&CDS=1-3051
45	OG0000045	YDR144C, YLR120C, YLR121C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.177&CDS=1-1641
46	OG0000046	YDR347W, YJR101W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-20.130-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-20.130&CDS=1-915, snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.106&CDS=1-789
47	OG0000047	YDR368W, YOR120W	snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-0.65&CDS=1-936, snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-5.40&CDS=1-936
48	OG0000048	YER056C, YER060W, YER060W-A	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.32-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-16.32&CDS=1-1545
49	OG0000049	YFL059W, YMR096W, YNL333W	genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-8.158-mRNA-1_1&gene=genemark-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-8.158&CDS=1-1089
50	OG0000050	YFL060C, YMR095C, YNL334C	snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.179&CDS=1-708
51	OG0000051	YFR032C, YKL074C	maker-NODE_10_length_307200_cov_39.2786_ID_19-snap-gene-1.9-mRNA-1_1&gene=maker-NODE_10_length_307200_cov_39.2786_ID_19-snap-gene-1.9&CDS=1-822, snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-5.99&CDS=1-1632
52	OG0000052	YFR037C, YJL176C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.81-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-11.81&CDS=1-1680, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.137-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.137&CDS=1-2364
53	OG0000053	YGL138C	genemark-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-2.120&CDS=1-756, snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-3.156-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-3.156&CDS=1-975, snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-1.78&CDS=1-831
54	OG0000054	YGL227W, YMR171C	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.174-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.174&CDS=1-1848, snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.117&CDS=1-1281
55	OG0000055	YGL254W, YPR186C	genemark-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.101-mRNA-1_1&gene=genemark-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.101&CDS=1-555, snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-1.96&CDS=1-1350
56	OG0000056	YGR192C, YJL052W, YJR009C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-12.54-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-12.54&CDS=1-1011
57	OG0000057	YGR197C, YJR015W	snap_masked-NODE_20_length_152828_cov_41.9428_ID_39-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_20_length_152828_cov_41.9428_ID_39-processed-gene-0.140&CDS=1-1368, snap_masked-NODE_25_length_41918_cov_43.2304_ID_49-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_25_length_41918_cov_43.2304_ID_49-processed-gene-0.29&CDS=1-1485
58	OG0000058	YHR047C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-12.31-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-12.31&CDS=1-2598, snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.60-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.60&CDS=1-2598, snap_masked-NODE_20_length_152828_cov_41.9428_ID_39-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_20_length_152828_cov_41.9428_ID_39-processed-gene-0.91&CDS=1-2595
59	OG0000059	YHR052W, YKR060W	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-0.26&CDS=1-1044, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-6.38&CDS=1-717
60	OG0000060	YIR033W, YKL020C	augustus_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-9.272-mRNA-1_1&gene=augustus_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-9.272&CDS=1-3108, snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.79-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.79&CDS=1-2967
61	OG0000061	YJR005W, YKL135C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-13.74-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-13.74&CDS=1-2160, maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-7.100-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-7.100&CDS=1-2052
62	OG0000062	YJR119C, YMR176W	maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.356-mRNA-1_1&gene=maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.356&CDS=1-4476, maker-NODE_14_length_259907_cov_40.013_ID_27-augustus-gene-1.191-mRNA-1_1&gene=maker-NODE_14_length_259907_cov_40.013_ID_27-augustus-gene-1.191&CDS=1-2280
63	OG0000063	YKL088W, YKR072C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-8.74&CDS=1-1146, snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.84&CDS=1-1362
64	OG0000064	YKL188C, YPL147W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.77-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.77&CDS=1-2145, snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.85&CDS=1-2343
65	OG0000065	YKL222C, YLR266C, YOR162C, YOR172W	
66	OG0000066	YKR039W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.92-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.92&CDS=1-1761, snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.111&CDS=1-1758, snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.157-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.157&CDS=1-1764
67	OG0000067	YLL028W	snap_masked-NODE_20_length_152828_cov_41.9428_ID_39-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_20_length_152828_cov_41.9428_ID_39-processed-gene-0.122&CDS=1-1662, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-0.43&CDS=1-1560, snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-0.48&CDS=1-1734
68	OG0000068	YLL062C, YMR321C, YPL273W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.32&CDS=1-954
69	OG0000069	YLR237W, YOR071C, YOR192C	maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-0.0&CDS=1-1671
70	OG0000070	YMR006C, YMR008C, YOL011W	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.10-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.10&CDS=1-1866
71	OG0000071	YMR169C, YMR170C	snap_masked-NODE_17_length_234958_cov_39.2301_ID_33-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_17_length_234958_cov_39.2301_ID_33-processed-gene-1.179&CDS=1-1500, snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.172-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.172&CDS=1-1491
72	OG0000072	YNR055C	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.136-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.136&CDS=1-1635, snap_masked-NODE_23_length_65531_cov_41.5192_ID_45-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_23_length_65531_cov_41.5192_ID_45-processed-gene-0.49&CDS=1-1701, snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.31&CDS=1-1647
73	OG0000073	YOL055C, YPL258C, YPR121W	augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.10&CDS=1-1536
74	OG0000074	YOR126C	augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.82&CDS=1-1740, snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.105&CDS=1-747, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.72&CDS=1-762
75	OG0000075	YOR390W, YPL279C	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-1.104&CDS=1-1077, snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-1.80&CDS=1-1338
76	OG0000076	Q0045, Q0065, Q0070	maker-NODE_27_length_30344_cov_1120.77_ID_53-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_27_length_30344_cov_1120.77_ID_53-snap-gene-0.0&CDS=1-288
77	OG0000077	YAL007C, YOR016C	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.61-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.61&CDS=1-621
78	OG0000078	YAL015C, YOL043C	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.144&CDS=1-960
79	OG0000079	YAL017W, YOL045W	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.149&CDS=1-3318
80	OG0000080	YAL034C, YOR338W	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.111&CDS=1-1128
81	OG0000081	YAL060W, YAL061W	augustus_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-0.13&CDS=1-1053
82	OG0000082	YAR002C-A, YGL002W	maker-NODE_6_length_641012_cov_38.5042_ID_11-snap-gene-1.103-mRNA-1_1&gene=maker-NODE_6_length_641012_cov_38.5042_ID_11-snap-gene-1.103&CDS=1-651
83	OG0000083	YBL002W, YDR224C	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-1.50&CDS=1-414
84	OG0000084	YBL009W, YGL021W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.64&CDS=1-2745
85	OG0000085	YBL027W, YBR084C-A	augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-13.153-mRNA-1_1&gene=augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-13.153&CDS=1-639
86	OG0000086	YBL039C, YJR103W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-7.95-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-7.95&CDS=1-1746
87	OG0000087	YBL056W, YER089C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-3.109&CDS=1-1416
88	OG0000088	YBL060W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.81-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-10.81&CDS=1-2520, snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.30&CDS=1-2610
89	OG0000089	YBL063W	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-0.7&CDS=1-2937, snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.96&CDS=1-3174
90	OG0000090	YBL067C, YER098W	snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_10_length_307200_cov_39.2786_ID_19-processed-gene-2.32&CDS=1-1989
91	OG0000091	YBL072C, YER102W	genemark-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.103&CDS=1-591
92	OG0000092	YBL079W, YER105C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-18.115-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-18.115&CDS=1-4050
93	OG0000093	YBL085W, YER114C	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.163&CDS=1-2592
94	OG0000094	YBL087C, YER117W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-13.218-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-13.218&CDS=1-420
95	OG0000095	YBL089W, YER119C	maker-NODE_15_length_240312_cov_38.1157_ID_29-snap-gene-0.181-mRNA-1_1&gene=maker-NODE_15_length_240312_cov_38.1157_ID_29-snap-gene-0.181&CDS=1-1359
96	OG0000096	YBL091C-A, YER120W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-7.24&CDS=1-855
97	OG0000097	YBL095W	snap_masked-NODE_24_length_58360_cov_37.5362_ID_47-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_24_length_58360_cov_37.5362_ID_47-processed-gene-0.36&CDS=1-651, snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-1.30&CDS=1-768
98	OG0000098	YBL106C, YPR032W	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.115-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.115&CDS=1-2976
99	OG0000099	YBR005W, YDR003W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-9.150-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-9.150&CDS=1-501
100	OG0000100	YBR009C, YNL030W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.174&CDS=1-309
101	OG0000101	YBR010W, YNL031C	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.13&CDS=1-423
102	OG0000102	YBR015C, YJL186W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-1.67&CDS=1-1566
103	OG0000103	YBR020W, YDR009W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-9.51-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-9.51&CDS=1-1539
104	OG0000104	YBR021W, YIR028W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-4.33&CDS=1-1602
105	OG0000105	YBR031W, YDR012W	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.126&CDS=1-1092
106	OG0000106	YBR033W, YKL038W	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-1.160-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-1.160&CDS=1-2409
107	OG0000107	YBR041W	maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-6.72-mRNA-1_1&gene=maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-6.72&CDS=1-909, snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.33&CDS=1-1923
108	OG0000108	YBR042C, YDR018C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.89-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-4.89&CDS=1-1137
109	OG0000109	YBR048W, YDR025W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-6.37-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-6.37&CDS=1-468
110	OG0000110	YBR054W, YDR033W	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.187&CDS=1-963
111	OG0000111	YBR078W, YDR055W	snap_masked-NODE_24_length_58360_cov_37.5362_ID_47-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_24_length_58360_cov_37.5362_ID_47-processed-gene-0.50&CDS=1-1203
112	OG0000112	YBR084W	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-13.76-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-13.76&CDS=1-2934, maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-1.83-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-1.83&CDS=1-2814
113	OG0000113	YBR089C-A, YPR052C	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.280-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.280&CDS=1-297
114	OG0000114	YBR102C	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-1.25&CDS=1-1971, snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-1.78&CDS=1-2052
115	OG0000115	YBR104W, YPR058W	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-9.380-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-9.380&CDS=1-912
116	OG0000116	YBR118W, YPR080W	augustus_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.31&CDS=1-1377
117	OG0000117	YBR139W	maker-NODE_17_length_234958_cov_39.2301_ID_33-snap-gene-1.88-mRNA-1_1&gene=maker-NODE_17_length_234958_cov_39.2301_ID_33-snap-gene-1.88&CDS=1-1659, maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-4.193-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-4.193&CDS=1-1710
118	OG0000118	YBR140C, YOL081W	genemark-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.203-mRNA-1_1&gene=genemark-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-1.203&CDS=1-7845
119	OG0000119	YBR150C, YOL089C	augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.347-mRNA-1_1&gene=augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.347&CDS=1-909
