	OrthologID	Clavispora_lusitaniae	Saccharomyces_cerevisiae
57	OG0000057	genemark-NW_003101576.1-processed-gene-14.1-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.1&CDS=1-1623, genemark-NW_003101576.1-processed-gene-14.2-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-14.2&CDS=1-1701, genemark-NW_003101577.1-processed-gene-2.60-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-2.60&CDS=1-1554	YGR197C, YJR015W
58	OG0000058	genemark-NW_003101576.1-processed-gene-15.75-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-15.75&CDS=1-4575	YBL017C, YIL173W, YJL222W, YNR065C
59	OG0000059	genemark-NW_003101577.1-processed-gene-2.83-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-2.83&CDS=1-1998, genemark-NW_003101578.1-processed-gene-4.85-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-4.85&CDS=1-1467	YCR065W, YIL131C, YNL068C
60	OG0000060	genemark-NW_003101577.1-processed-gene-12.12-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-12.12&CDS=1-1044, genemark-NW_003101578.1-processed-gene-3.98-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.98&CDS=1-1044, genemark-NW_003101578.1-processed-gene-4.76-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-4.76&CDS=1-1191	YMR303C, YOL086C
61	OG0000061	genemark-NW_003101577.1-processed-gene-18.72-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-18.72&CDS=1-2733	YML111W, YMR275C, YNR068C, YNR069C
62	OG0000062	genemark-NW_003101578.1-processed-gene-3.100-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-3.100&CDS=1-1659, genemark-NW_003101578.1-processed-gene-6.42-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-6.42&CDS=1-1737	YBR298C, YDL247W, YJR160C
63	OG0000063	genemark-NW_003101578.1-processed-gene-15.50-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-15.50&CDS=1-993, genemark-NW_003101578.1-processed-gene-5.108-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-5.108&CDS=1-1407	YBL056W, YBR125C, YER089C
64	OG0000064	genemark-NW_003101578.1-processed-gene-6.43-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-6.43&CDS=1-2118	YBR297W, YFL052W, YGR288W, YPR196W
65	OG0000065	maker-NW_003101579.1-snap-gene-0.24-mRNA-1_1&gene=maker-NW_003101579.1-snap-gene-0.24&CDS=1-339	Q0105, Q0110, Q0115, Q0120
66	OG0000066		YKL220C, YLL051C, YNR060W, YOR381W, YOR384W
67	OG0000067	augustus_masked-NW_003101571.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NW_003101571.1-processed-gene-0.62&CDS=1-690, snap_masked-NW_003101571.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NW_003101571.1-processed-gene-0.20&CDS=1-711, snap_masked-NW_003101571.1-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NW_003101571.1-processed-gene-6.147&CDS=1-576	YFR020W
68	OG0000068	genemark-NW_003101571.1-processed-gene-1.127-mRNA-1_1&gene=genemark-NW_003101571.1-processed-gene-1.127&CDS=1-939, maker-NW_003101578.1-augustus-gene-3.8-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-3.8&CDS=1-2505	YFR004W, YHL024W
69	OG0000069	genemark-NW_003101571.1-processed-gene-3.14-mRNA-1_1&gene=genemark-NW_003101571.1-processed-gene-3.14&CDS=1-1026, snap_masked-NW_003101575.1-processed-gene-11.136-mRNA-1_1&gene=snap_masked-NW_003101575.1-processed-gene-11.136&CDS=1-1194	YNL283C, YOL105C
70	OG0000070	augustus_masked-NW_003101578.1-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-13.16&CDS=1-1554, genemark-NW_003101571.1-processed-gene-3.37-mRNA-1_1&gene=genemark-NW_003101571.1-processed-gene-3.37&CDS=1-2328, maker-NW_003101577.1-snap-gene-9.136-mRNA-1_1&gene=maker-NW_003101577.1-snap-gene-9.136&CDS=1-1593	YDL170W
71	OG0000071	genemark-NW_003101571.1-processed-gene-4.77-mRNA-1_1&gene=genemark-NW_003101571.1-processed-gene-4.77&CDS=1-2166, genemark-NW_003101574.1-processed-gene-7.32-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-7.32&CDS=1-1359	YIL078W, YKL194C
72	OG0000072	genemark-NW_003101571.1-processed-gene-5.121-mRNA-1_1&gene=genemark-NW_003101571.1-processed-gene-5.121&CDS=1-615, genemark-NW_003101577.1-processed-gene-13.73-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-13.73&CDS=1-4239	YCR051W, YNL050C
73	OG0000073	genemark-NW_003101571.1-processed-gene-5.131-mRNA-1_1&gene=genemark-NW_003101571.1-processed-gene-5.131&CDS=1-2124, genemark-NW_003101577.1-processed-gene-5.95-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-5.95&CDS=1-1482	YGR052W, YHR082C
74	OG0000074	genemark-NW_003101572.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-1.58&CDS=1-1098, genemark-NW_003101577.1-processed-gene-1.46-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-1.46&CDS=1-1005	YER107C, YOR026W
75	OG0000075	genemark-NW_003101572.1-processed-gene-2.66-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-2.66&CDS=1-1227, genemark-NW_003101576.1-processed-gene-9.80-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.80&CDS=1-1188	YBR025C, YHL014C
76	OG0000076	genemark-NW_003101572.1-processed-gene-2.69-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-2.69&CDS=1-1704, genemark-NW_003101573.1-processed-gene-3.59-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.59&CDS=1-1740	YJL172W, YOL153C
77	OG0000077	genemark-NW_003101572.1-processed-gene-5.98-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-5.98&CDS=1-1278, genemark-NW_003101572.1-processed-gene-5.99-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-5.99&CDS=1-1254, genemark-NW_003101578.1-processed-gene-16.101-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-16.101&CDS=1-1170	YGR263C
78	OG0000078	genemark-NW_003101572.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-5.94&CDS=1-2547, genemark-NW_003101578.1-processed-gene-10.28-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-10.28&CDS=1-2658	YMR266W, YOL084W
79	OG0000079	genemark-NW_003101572.1-processed-gene-6.168-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.168&CDS=1-1338, genemark-NW_003101574.1-processed-gene-11.144-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-11.144&CDS=1-3108	YOL087C, YOR272W
80	OG0000080	augustus_masked-NW_003101572.1-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NW_003101572.1-processed-gene-6.126&CDS=1-3162, genemark-NW_003101574.1-processed-gene-4.30-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-4.30&CDS=1-1806	YBR021W, YIR028W
81	OG0000081	genemark-NW_003101578.1-processed-gene-19.81-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-19.81&CDS=1-1473, snap_masked-NW_003101573.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-0.74&CDS=1-1119	YMR199W, YPL256C
82	OG0000082	genemark-NW_003101575.1-processed-gene-1.35-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-1.35&CDS=1-2637, snap_masked-NW_003101573.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-0.85&CDS=1-2655	YBR073W, YGL163C
83	OG0000083	genemark-NW_003101573.1-processed-gene-1.76-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.76&CDS=1-3042, genemark-NW_003101574.1-processed-gene-4.28-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-4.28&CDS=1-2091	YIL095W, YNL020C
84	OG0000084	genemark-NW_003101573.1-processed-gene-1.106-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.106&CDS=1-5958, snap_masked-NW_003101575.1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NW_003101575.1-processed-gene-1.73&CDS=1-4680	YHR023W, YOR326W
85	OG0000085	genemark-NW_003101573.1-processed-gene-3.67-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.67&CDS=1-5277, snap_masked-NW_003101573.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-3.91&CDS=1-5754	YGR184C, YLR024C
86	OG0000086	genemark-NW_003101573.1-processed-gene-5.64-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.64&CDS=1-900, genemark-NW_003101573.1-processed-gene-5.92-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.92&CDS=1-2112	YPL150W, YPL209C
87	OG0000087	genemark-NW_003101573.1-processed-gene-5.74-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.74&CDS=1-993, maker-NW_003101578.1-augustus-gene-15.5-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-15.5&CDS=1-2442	YOR155C, YOR246C
88	OG0000088	genemark-NW_003101573.1-processed-gene-5.97-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.97&CDS=1-978, genemark-NW_003101577.1-processed-gene-4.26-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-4.26&CDS=1-897	YFL029C, YPL031C
89	OG0000089	genemark-NW_003101573.1-processed-gene-6.78-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.78&CDS=1-1803, genemark-NW_003101576.1-processed-gene-1.77-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-1.77&CDS=1-1842	YGL125W, YPL023C
90	OG0000090	genemark-NW_003101573.1-processed-gene-6.93-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.93&CDS=1-2421, genemark-NW_003101574.1-processed-gene-8.36-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-8.36&CDS=1-2235	YAR035W, YER024W
91	OG0000091	genemark-NW_003101573.1-processed-gene-7.121-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-7.121&CDS=1-1293, genemark-NW_003101576.1-processed-gene-4.30-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-4.30&CDS=1-2280	YPL074W, YPR173C
92	OG0000092	augustus_masked-NW_003101575.1-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-NW_003101575.1-processed-gene-10.135&CDS=1-2676, genemark-NW_003101573.1-processed-gene-7.130-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-7.130&CDS=1-714	YNL148C, YPL174C
93	OG0000093	genemark-NW_003101574.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-2.14&CDS=1-2151, maker-NW_003101574.1-augustus-gene-0.133-mRNA-1_1&gene=maker-NW_003101574.1-augustus-gene-0.133&CDS=1-2985	YJR005W, YKL135C
94	OG0000094	genemark-NW_003101574.1-processed-gene-1.96-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-1.96&CDS=1-2433, genemark-NW_003101578.1-processed-gene-17.52-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-17.52&CDS=1-2064	YKR001C, YLL001W
95	OG0000095	genemark-NW_003101574.1-processed-gene-2.7-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-2.7&CDS=1-825, genemark-NW_003101575.1-processed-gene-10.74-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-10.74&CDS=1-1293	YGL247W, YHR036W
96	OG0000096	genemark-NW_003101574.1-processed-gene-2.19-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-2.19&CDS=1-2070, genemark-NW_003101577.1-processed-gene-12.27-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-12.27&CDS=1-2070	YDR444W, YGL144C
97	OG0000097	genemark-NW_003101574.1-processed-gene-4.21-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-4.21&CDS=1-2760, snap_masked-NW_003101575.1-processed-gene-16.181-mRNA-1_1&gene=snap_masked-NW_003101575.1-processed-gene-16.181&CDS=1-2796	YJL098W, YKR028W
98	OG0000098	genemark-NW_003101574.1-processed-gene-4.22-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-4.22&CDS=1-4395, genemark-NW_003101576.1-processed-gene-7.105-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-7.105&CDS=1-2013	YJL095W, YLR362W
99	OG0000099	genemark-NW_003101574.1-processed-gene-6.1-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-6.1&CDS=1-4248, genemark-NW_003101576.1-processed-gene-12.61-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.61&CDS=1-4230, genemark-NW_003101576.1-processed-gene-13.12-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-13.12&CDS=1-4401	YGR281W
100	OG0000100	genemark-NW_003101574.1-processed-gene-6.25-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-6.25&CDS=1-1077, genemark-NW_003101577.1-processed-gene-21.72-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.72&CDS=1-1095	YJR032W, YLR216C
101	OG0000101	genemark-NW_003101574.1-processed-gene-6.29-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-6.29&CDS=1-1599, maker-NW_003101575.1-snap-gene-9.56-mRNA-1_1&gene=maker-NW_003101575.1-snap-gene-9.56&CDS=1-609	YBR062C, YDR143C
102	OG0000102	genemark-NW_003101574.1-processed-gene-6.18-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-6.18&CDS=1-351, maker-NW_003101577.1-snap-gene-4.83-mRNA-1_1&gene=maker-NW_003101577.1-snap-gene-4.83&CDS=1-354	YER056C-A, YIL052C
103	OG0000103	genemark-NW_003101574.1-processed-gene-7.1-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-7.1&CDS=1-1734, snap_masked-NW_003101577.1-processed-gene-19.90-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-19.90&CDS=1-2034	YDR505C, YLR177W
104	OG0000104	genemark-NW_003101574.1-processed-gene-7.8-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-7.8&CDS=1-2457, maker-NW_003101578.1-augustus-gene-5.4-mRNA-1_1&gene=maker-NW_003101578.1-augustus-gene-5.4&CDS=1-3219	YBR114W, YOR191W
105	OG0000105	genemark-NW_003101575.1-processed-gene-10.65-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-10.65&CDS=1-447, maker-NW_003101574.1-augustus-gene-8.138-mRNA-1_1&gene=maker-NW_003101574.1-augustus-gene-8.138&CDS=1-2865	YML076C, YPL170W
106	OG0000106	genemark-NW_003101574.1-processed-gene-8.47-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-8.47&CDS=1-852, genemark-NW_003101576.1-processed-gene-8.21-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-8.21&CDS=1-921	YIL043C, YML125C
107	OG0000107	genemark-NW_003101577.1-processed-gene-21.84-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-21.84&CDS=1-3084, maker-NW_003101574.1-augustus-gene-8.142-mRNA-1_1&gene=maker-NW_003101574.1-augustus-gene-8.142&CDS=1-3978	YGR048W, YJR132W
108	OG0000108	genemark-NW_003101577.1-processed-gene-3.45-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-3.45&CDS=1-1674, snap_masked-NW_003101574.1-processed-gene-9.15-mRNA-1_1&gene=snap_masked-NW_003101574.1-processed-gene-9.15&CDS=1-1797	YBR015C, YJL186W
109	OG0000109	genemark-NW_003101574.1-processed-gene-10.69-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-10.69&CDS=1-2175, genemark-NW_003101577.1-processed-gene-4.23-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-4.23&CDS=1-1668	YFL050C, YOL130W
110	OG0000110	genemark-NW_003101574.1-processed-gene-10.111-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-10.111&CDS=1-3981, genemark-NW_003101576.1-processed-gene-16.71-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-16.71&CDS=1-984	YJR107W, YMR065W
111	OG0000111	genemark-NW_003101574.1-processed-gene-11.132-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-11.132&CDS=1-936, snap_masked-NW_003101578.1-processed-gene-20.30-mRNA-1_1&gene=snap_masked-NW_003101578.1-processed-gene-20.30&CDS=1-891	YLR146C, YPR069C
112	OG0000112	genemark-NW_003101574.1-processed-gene-11.113-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-11.113&CDS=1-1458, genemark-NW_003101574.1-processed-gene-11.138-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-11.138&CDS=1-1392	YDR463W, YHR006W
113	OG0000113	genemark-NW_003101576.1-processed-gene-15.59-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-15.59&CDS=1-2097, genemark-NW_003101577.1-processed-gene-14.84-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-14.84&CDS=1-2118, snap_masked-NW_003101574.1-processed-gene-12.111-mRNA-1_1&gene=snap_masked-NW_003101574.1-processed-gene-12.111&CDS=1-3303	YLR144C
114	OG0000114	genemark-NW_003101574.1-processed-gene-13.104-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-13.104&CDS=1-6306, genemark-NW_003101578.1-processed-gene-8.69-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-8.69&CDS=1-3396	YJL130C, YJR109C
115	OG0000115	genemark-NW_003101574.1-processed-gene-13.140-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-13.140&CDS=1-309, genemark-NW_003101577.1-processed-gene-4.6-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-4.6&CDS=1-309	YBR009C, YNL030W
116	OG0000116	genemark-NW_003101574.1-processed-gene-13.110-mRNA-1_1&gene=genemark-NW_003101574.1-processed-gene-13.110&CDS=1-1731, genemark-NW_003101575.1-processed-gene-15.19-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-15.19&CDS=1-1677, genemark-NW_003101577.1-processed-gene-16.103-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-16.103&CDS=1-1803	YBR132C
117	OG0000117	genemark-NW_003101575.1-processed-gene-1.34-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-1.34&CDS=1-1887, genemark-NW_003101578.1-processed-gene-21.145-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-21.145&CDS=1-1422	YEL047C, YJR051W
118	OG0000118	maker-NW_003101575.1-snap-gene-1.0-mRNA-1_1&gene=maker-NW_003101575.1-snap-gene-1.0&CDS=1-1758	YER185W, YGR213C, YLR046C
119	OG0000119	genemark-NW_003101575.1-processed-gene-1.38-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-1.38&CDS=1-1671, genemark-NW_003101577.1-processed-gene-9.87-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-9.87&CDS=1-1632, genemark-NW_003101578.1-processed-gene-20.66-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.66&CDS=1-1662	YML054C
120	OG0000120	genemark-NW_003101575.1-processed-gene-3.82-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-3.82&CDS=1-828, genemark-NW_003101576.1-processed-gene-16.81-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-16.81&CDS=1-2466	YDR313C, YGL023C
121	OG0000121	genemark-NW_003101575.1-processed-gene-14.94-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-14.94&CDS=1-1224, genemark-NW_003101575.1-processed-gene-4.13-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-4.13&CDS=1-1311	YLR090W, YNL064C
122	OG0000122	genemark-NW_003101575.1-processed-gene-5.95-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-5.95&CDS=1-2679, genemark-NW_003101576.1-processed-gene-9.77-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.77&CDS=1-2715, genemark-NW_003101576.1-processed-gene-9.82-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-9.82&CDS=1-2721	YPR194C
123	OG0000123	genemark-NW_003101575.1-processed-gene-5.121-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-5.121&CDS=1-2886, genemark-NW_003101577.1-processed-gene-16.97-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-16.97&CDS=1-2370	YER017C, YMR089C
124	OG0000124	augustus_masked-NW_003101577.1-processed-gene-15.33-mRNA-1_1&gene=augustus_masked-NW_003101577.1-processed-gene-15.33&CDS=1-2586, genemark-NW_003101575.1-processed-gene-5.132-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-5.132&CDS=1-2736	YJL092W, YOL095C
125	OG0000125	augustus_masked-NW_003101577.1-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NW_003101577.1-processed-gene-2.89&CDS=1-3339, genemark-NW_003101575.1-processed-gene-6.72-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-6.72&CDS=1-924	YAL021C, YKL128C
126	OG0000126	genemark-NW_003101575.1-processed-gene-6.73-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-6.73&CDS=1-2802, genemark-NW_003101577.1-processed-gene-2.76-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-2.76&CDS=1-2331	YAL023C, YGR199W
127	OG0000127	genemark-NW_003101575.1-processed-gene-7.0-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-7.0&CDS=1-4446, genemark-NW_003101576.1-processed-gene-16.90-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-16.90&CDS=1-4467, snap_masked-NW_003101577.1-processed-gene-19.111-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-19.111&CDS=1-4437	YOR153W
128	OG0000128	genemark-NW_003101575.1-processed-gene-7.25-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-7.25&CDS=1-771, genemark-NW_003101577.1-processed-gene-8.81-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-8.81&CDS=1-501, snap_masked-NW_003101577.1-processed-gene-16.33-mRNA-1_1&gene=snap_masked-NW_003101577.1-processed-gene-16.33&CDS=1-1692	YDR207C
129	OG0000129	genemark-NW_003101577.1-processed-gene-13.87-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-13.87&CDS=1-1248, snap_masked-NW_003101575.1-processed-gene-7.119-mRNA-1_1&gene=snap_masked-NW_003101575.1-processed-gene-7.119&CDS=1-1287	YBR078W, YDR055W
130	OG0000130	genemark-NW_003101575.1-processed-gene-9.98-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-9.98&CDS=1-1770, genemark-NW_003101576.1-processed-gene-11.86-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-11.86&CDS=1-1635	YDR037W, YNL073W
131	OG0000131	genemark-NW_003101575.1-processed-gene-10.99-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-10.99&CDS=1-1056, genemark-NW_003101577.1-processed-gene-9.88-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-9.88&CDS=1-1005, genemark-NW_003101578.1-processed-gene-7.111-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-7.111&CDS=1-1068	YDL144C
132	OG0000132	genemark-NW_003101575.1-processed-gene-12.72-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-12.72&CDS=1-1686, genemark-NW_003101578.1-processed-gene-20.54-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-20.54&CDS=1-1848	YDR380W, YLR044C
133	OG0000133	genemark-NW_003101575.1-processed-gene-12.71-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-12.71&CDS=1-1956, genemark-NW_003101576.1-processed-gene-12.49-mRNA-1_1&gene=genemark-NW_003101576.1-processed-gene-12.49&CDS=1-1821	YDL113C, YDR425W
134	OG0000134	genemark-NW_003101575.1-processed-gene-13.94-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-13.94&CDS=1-1911, genemark-NW_003101577.1-processed-gene-6.95-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-6.95&CDS=1-2520	YER075C, YOR208W
135	OG0000135	augustus_masked-NW_003101575.1-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-NW_003101575.1-processed-gene-13.89&CDS=1-7092, genemark-NW_003101578.1-processed-gene-18.107-mRNA-1_1&gene=genemark-NW_003101578.1-processed-gene-18.107&CDS=1-8025	YLR454W, YPR117W
136	OG0000136	genemark-NW_003101575.1-processed-gene-15.9-mRNA-1_1&gene=genemark-NW_003101575.1-processed-gene-15.9&CDS=1-2211, genemark-NW_003101577.1-processed-gene-12.24-mRNA-1_1&gene=genemark-NW_003101577.1-processed-gene-12.24&CDS=1-3057	YER041W, YGR258C
137	OG0000137	augustus_masked-NW_003101578.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NW_003101578.1-processed-gene-2.83&CDS=1-4410, snap_masked-NW_003101575.1-processed-gene-16.186-mRNA-1_1&gene=snap_masked-NW_003101575.1-processed-gene-16.186&CDS=1-1914	YLR188W, YOL057W
