	OrthologID	Arthrobotrys_oligospora	Saccharomyces_cerevisiae
2037	OG0002037	XP_011123323.1	YOL108C
2038	OG0002038	XP_011123325.1	YDL195W
2039	OG0002039	XP_011123327.1	YGL017W
2040	OG0002040	XP_011123330.1	YBL038W
2041	OG0002041	XP_011123332.1	YER090W
2042	OG0002042	XP_011123334.1	YBR087W
2043	OG0002043	XP_011123337.1	YOR163W
2044	OG0002044	XP_011123338.1	YBR115C
2045	OG0002045	XP_011123340.1	YLR038C
2046	OG0002046	XP_011123345.1	YPL132W
2047	OG0002047	XP_011123356.1	YBR103W
2048	OG0002048	XP_011123357.1	YDL182W
2049	OG0002049	XP_011123378.1	YLR348C
2050	OG0002050	XP_011123380.1	YPL012W
2051	OG0002051	XP_011123390.1	YPR047W
2052	OG0002052	XP_011123391.1	YOR232W
2053	OG0002053	XP_011123397.1	YOR217W
2054	OG0002054	XP_011123398.1	YDR137W
2055	OG0002055	XP_011123408.1	YMR193W
2056	OG0002056	XP_011123409.1	YNL279W
2057	OG0002057	XP_011123414.1	YIL103W
2058	OG0002058	XP_011123416.1	YBR269C
2059	OG0002059	XP_011123418.1	YNL213C
2060	OG0002060	XP_011123419.1	YPR023C
2061	OG0002061	XP_011123420.1	YLR153C
2062	OG0002062	XP_011123424.1	YJL060W
2063	OG0002063	XP_011123431.1	YNL129W
2064	OG0002064	XP_011123432.1	YOR063W
2065	OG0002065	XP_011123433.1	YBR112C
2066	OG0002066	XP_011123441.1	YBL057C
2067	OG0002067	XP_011123447.1	YDL235C
2068	OG0002068	XP_011123451.1	YBR127C
2069	OG0002069	XP_011123453.1	YGL026C
2070	OG0002070	XP_011123454.1	YOL140W
2071	OG0002071	XP_011123455.1	YDR190C
2072	OG0002072	XP_011123456.1	YPR065W
2073	OG0002073	XP_011123457.1	YNL218W
2074	OG0002074	XP_011123463.1	YMR196W
2075	OG0002075	XP_011123464.1	YDR298C
2076	OG0002076	XP_011123466.1	YDR398W
2077	OG0002077	XP_011123473.1	YER082C
2078	OG0002078	XP_011123474.1	YDL060W
2079	OG0002079	XP_011123478.1	YDL111C
2080	OG0002080	XP_011123481.1	YML092C
2081	OG0002081	XP_011123483.1	YCL038C
2082	OG0002082	XP_011123485.1	YLR071C
2083	OG0002083	XP_011123490.1	YGR235C
2084	OG0002084	XP_011123491.1	YPR010C
2085	OG0002085	XP_011123497.1	YPL269W
2086	OG0002086	XP_011123498.1	YGR274C
2087	OG0002087	XP_011123499.1	YKL215C
2088	OG0002088	XP_011123500.1	YCL043C
2089	OG0002089	XP_011123501.1	YML021C
2090	OG0002090	XP_011123503.1	YDR517W
2091	OG0002091	XP_011123505.1	YGL195W
2092	OG0002092	XP_011123507.1	YKL043W
2093	OG0002093	XP_011123508.1	YMR039C
2094	OG0002094	XP_011123510.1	YOR022C
2095	OG0002095	XP_011123516.1	YGR257C
2096	OG0002096	XP_011123527.1	YOR128C
2097	OG0002097	XP_011123529.1	YGL084C
2098	OG0002098	XP_011123530.1	YMR190C
2099	OG0002099	XP_011123539.1	YPR103W
2100	OG0002100	XP_011123540.1	YGL124C
2101	OG0002101	XP_011123541.1	YDR141C
2102	OG0002102	XP_011123569.1	YOR157C
2103	OG0002103	XP_011123594.1	YMR123W
2104	OG0002104	XP_011123595.1	YDR511W
2105	OG0002105	XP_011123596.1	YGR074W
2106	OG0002106	XP_011123621.1	YGR047C
2107	OG0002107	XP_011123622.1	YFR032C-A
2108	OG0002108	XP_011123627.1	YPR131C
2109	OG0002109	XP_011123628.1	YIR032C
2110	OG0002110	XP_011123629.1	YDR470C
2111	OG0002111	XP_011123630.1	YOR359W
2112	OG0002112	XP_011123634.1	YDL004W
2113	OG0002113	XP_011123638.1	YPL218W
2114	OG0002114	XP_011123641.1	YOR360C
2115	OG0002115	XP_011123649.1	YBR079C
2116	OG0002116	XP_011123651.1	YPR181C
2117	OG0002117	XP_011123655.1	YGR205W
2118	OG0002118	XP_011123660.1	YMR186W
2119	OG0002119	XP_011123662.1	YML069W
2120	OG0002120	XP_011123666.1	YFL008W
2121	OG0002121	XP_011123670.1	YDL236W
2122	OG0002122	XP_011123678.1	YFR034C
2123	OG0002123	XP_011123684.1	YKL045W
2124	OG0002124	XP_011123685.1	YGR193C
2125	OG0002125	XP_011123687.1	YAL021C
2126	OG0002126	XP_011123688.1	YOR069W
2127	OG0002127	XP_011123689.1	YKL205W
2128	OG0002128	XP_011123694.1	YPR187W
2129	OG0002129	XP_011123697.1	YGR089W
2130	OG0002130	XP_011123698.1	YGR149W
2131	OG0002131	XP_011123699.1	YBR198C
2132	OG0002132	XP_011123702.1	YGR194C
2133	OG0002133	XP_011123706.1	YGR278W
2134	OG0002134	XP_011123710.1	YHR163W
2135	OG0002135	XP_011123712.1	YLR361C
2136	OG0002136	XP_011123714.1	YGR098C
2137	OG0002137	XP_011123717.1	YKL094W
2138	OG0002138	XP_011123720.1	YBR122C
2139	OG0002139	XP_011123721.1	YJL068C
2140	OG0002140	XP_011123757.1	YGL077C
2141	OG0002141	XP_011123758.1	YPR002W
2142	OG0002142	XP_011123761.1	YHR039C
2143	OG0002143	XP_011123766.1	YER069W
2144	OG0002144	XP_011123767.1	YOR327C
2145	OG0002145	XP_011123773.1	YPL266W
2146	OG0002146	XP_011123774.1	YBR055C
2147	OG0002147	XP_011123776.1	YHR144C
2148	OG0002148	XP_011123777.1	YHR148W
2149	OG0002149	XP_011123782.1	YKL059C
2150	OG0002150	XP_011123786.1	YJL187C
2151	OG0002151	XP_011123789.1	YMR092C
2152	OG0002152	XP_011123792.1	YGL136C
2153	OG0002153	XP_011123794.1	YOR085W
2154	OG0002154	XP_011123796.1	YJR035W
2155	OG0002155	XP_011123801.1	YBR248C
2156	OG0002156	XP_011123805.1	YGL030W
2157	OG0002157	XP_011123806.1	YLR075W
2158	OG0002158	XP_011123816.1	YPR175W
2159	OG0002159	XP_011123817.1	YOR070C
2160	OG0002160	XP_011123818.1	YOL123W
2161	OG0002161	XP_011123819.1	YER050C
2162	OG0002162	XP_011123827.1	YJL024C
2163	OG0002163	XP_011123869.1	YDL102W
2164	OG0002164	XP_011123876.1	YMR244C-A
2165	OG0002165	XP_011123882.1	YIL026C
2166	OG0002166	XP_011123886.1	YNL189W
2167	OG0002167	XP_011123887.1	YLR419W
2168	OG0002168	XP_011123890.1	YDL150W
2169	OG0002169	XP_011123892.1	YMR130W
2170	OG0002170	XP_011123894.1	YNL292W
2171	OG0002171	XP_011123897.1	YLR205C
2172	OG0002172	XP_011123899.1	YLR454W
2173	OG0002173	XP_011123901.1	YBL092W
2174	OG0002174	XP_011123903.1	YDL036C
2175	OG0002175	XP_011123907.1	YPL111W
2176	OG0002176	XP_011123908.1	YDR282C
2177	OG0002177	XP_011123917.1	YLR016C
2178	OG0002178	XP_011123922.1	YBL080C
2179	OG0002179	XP_011123933.1	YOL114C
2180	OG0002180	XP_011123934.1	YPL190C
2181	OG0002181	XP_011123935.1	YKL004W
2182	OG0002182	XP_011123939.1	YGR078C
2183	OG0002183	XP_011123941.1	YCR017C
2184	OG0002184	XP_011123942.1	YDR449C
2185	OG0002185	XP_011123947.1	YGR216C
2186	OG0002186	XP_011123948.1	YHR089C
2187	OG0002187	XP_011123949.1	YIL083C
2188	OG0002188	XP_011123954.1	YOR289W
2189	OG0002189	XP_011123955.1	YER026C
2190	OG0002190	XP_011123956.1	YOR001W
2191	OG0002191	XP_011123963.1	YMR079W
2192	OG0002192	XP_011123967.1	YJL010C
2193	OG0002193	XP_011123969.1	YHL004W
2194	OG0002194	XP_011123973.1	YDL125C
2195	OG0002195	XP_011123975.1	YIR008C
2196	OG0002196	XP_011123976.1	YOL093W
2197	OG0002197	XP_011123979.1	YDR148C
2198	OG0002198	XP_011123982.1	YNL223W
2199	OG0002199	XP_011123983.1	YNL224C
2200	OG0002200	XP_011123984.1	YMR225C
2201	OG0002201	XP_011123989.1	YER151C
2202	OG0002202	XP_011123990.1	YNL021W
2203	OG0002203	XP_011123992.1	YIL108W
2204	OG0002204	XP_011123994.1	YPL016W
2205	OG0002205	XP_011123996.1	YIR007W
2206	OG0002206	XP_011123997.1	YDR394W
2207	OG0002207	XP_011123999.1	YGR271C-A
2208	OG0002208	XP_011124155.1	YHR009C
2209	OG0002209	XP_011124163.1	YGR044C
2210	OG0002210	XP_011124166.1	YPR031W
2211	OG0002211	XP_011124169.1	YJR111C
2212	OG0002212	XP_011124180.1	YDL104C
2213	OG0002213	XP_011124183.1	YPR021C
2214	OG0002214	XP_011124189.1	YCR075C
2215	OG0002215	XP_011124195.1	YGR270W
2216	OG0002216	XP_011124210.1	YPR056W
2217	OG0002217	XP_011124214.1	YJR065C
2218	OG0002218	XP_011124227.1	YGR211W
2219	OG0002219	XP_011124228.1	YPR060C
2220	OG0002220	XP_011124237.1	YML005W
2221	OG0002221	XP_011124238.1	YLR250W
2222	OG0002222	XP_011124240.1	YNR032C-A
2223	OG0002223	XP_011124241.1	YDR100W
2224	OG0002224	XP_011124242.1	YOR250C
2225	OG0002225	XP_011124259.1	YGR082W
2226	OG0002226	XP_011124262.1	YJR142W
2227	OG0002227	XP_011124263.1	YOR224C
2228	OG0002228	XP_011124264.1	YOR035C
2229	OG0002229	XP_011124265.1	YKL149C
2230	OG0002230	XP_011124272.1	YBR102C
2231	OG0002231	XP_011124275.1	YPL101W
2232	OG0002232	XP_011124278.1	YOR262W
2233	OG0002233	XP_011124280.1	YAL033W
2234	OG0002234	XP_011124288.1	YBR276C
2235	OG0002235	XP_011124292.1	YPL110C
2236	OG0002236	XP_011124294.1	YMR185W
2237	OG0002237	XP_011124295.1	YEL024W
2238	OG0002238	XP_011124305.1	YDR393W
2239	OG0002239	XP_011124306.1	YNR036C
2240	OG0002240	XP_011124311.1	YCR077C
2241	OG0002241	XP_011124313.1	YNL010W
2242	OG0002242	XP_011124314.1	YPL083C
2243	OG0002243	XP_011124315.1	YPL046C
2244	OG0002244	XP_011124324.1	YNL025C
2245	OG0002245	XP_011124325.1	YNL083W
2246	OG0002246	XP_011124327.1	YGL241W
2247	OG0002247	XP_011124332.1	YBR097W
2248	OG0002248	XP_011124334.1	YMR217W
2249	OG0002249	XP_011124336.1	YCR053W
2250	OG0002250	XP_011124340.1	YDR361C
2251	OG0002251	XP_011124341.1	YJL112W
2252	OG0002252	XP_011124343.1	YDR208W
2253	OG0002253	XP_011124345.1	YCR024C
2254	OG0002254	XP_011124349.1	YJL004C
2255	OG0002255	XP_011124351.1	YBR003W
2256	OG0002256	XP_011124352.1	YGL110C
2257	OG0002257	XP_011124360.1	YDR372C
2258	OG0002258	XP_011124361.1	YKL192C
2259	OG0002259	XP_011124362.1	YKL082C
2260	OG0002260	XP_011124363.1	YLR201C
2261	OG0002261	XP_011124365.1	YGL220W
2262	OG0002262	XP_011124367.1	YDL156W
2263	OG0002263	XP_011124370.1	YOR124C
2264	OG0002264	XP_011124375.1	YBR215W
2265	OG0002265	XP_011124381.1	YDR527W
2266	OG0002266	XP_011124382.1	YBR290W
2267	OG0002267	XP_011124390.1	YER047C
2268	OG0002268	XP_011124391.1	YMR188C
2269	OG0002269	XP_011124402.1	YPL164C
2270	OG0002270	XP_011124406.1	YIL155C
2271	OG0002271	XP_011124415.1	YNR055C
2272	OG0002272	XP_011124431.1	YLR022C
2273	OG0002273	XP_011124451.1	YJR077C
2274	OG0002274	XP_011124459.1	YPL214C
2275	OG0002275	XP_011124476.1	YKR002W
2276	OG0002276	XP_011124481.1	YER145C
2277	OG0002277	XP_011124482.1	YMR058W
2278	OG0002278	XP_011124484.1	YPL175W
2279	OG0002279	XP_011124500.1	YJR123W
2280	OG0002280	XP_011124505.1	YMR171C
2281	OG0002281	XP_011124507.1	YMR272C
2282	OG0002282	XP_011124513.1	YGL248W
2283	OG0002283	XP_011124517.1	YOR254C
2284	OG0002284	XP_011124533.1	YNL153C
2285	OG0002285	XP_011124543.1	YBR166C
2286	OG0002286	XP_011124545.1	YDL014W
2287	OG0002287	XP_011124548.1	YKL179C
2288	OG0002288	XP_011124567.1	YAL020C
2289	OG0002289	XP_011124577.1	YLR133W
2290	OG0002290	XP_011124578.1	YJL128C
2291	OG0002291	XP_011124580.1	YBR287W
2292	OG0002292	XP_011124588.1	YJL190C
2293	OG0002293	XP_011124589.1	YBR017C
2294	OG0002294	XP_011124590.1	YJL109C
2295	OG0002295	XP_011124594.1	YNL169C
2296	OG0002296	XP_011124595.1	YML049C
2297	OG0002297	XP_011124596.1	YLR347C
2298	OG0002298	XP_011124597.1	YDR118W
2299	OG0002299	XP_011124598.1	YKL025C
2300	OG0002300	XP_011124599.1	YNL147W
2301	OG0002301	XP_011124603.1	YKL047W
2302	OG0002302	XP_011124605.1	YKL073W
2303	OG0002303	XP_011124606.1	YLR203C
2304	OG0002304	XP_011124609.1	YDL091C
2305	OG0002305	XP_011124612.1	YLL008W
2306	OG0002306	XP_011124622.1	YOR093C
2307	OG0002307	XP_011124625.1	YFR051C
2308	OG0002308	XP_011124634.1	YBR072W
2309	OG0002309	XP_011124637.1	YHR058C
2310	OG0002310	XP_011124640.1	YCL018W
2311	OG0002311	XP_011124641.1	YGL240W
2312	OG0002312	XP_011124646.1	YOR271C
2313	OG0002313	XP_011124650.1	YLR277C
2314	OG0002314	XP_011124656.1	YPR113W
2315	OG0002315	XP_011124658.1	YOL148C
2316	OG0002316	XP_011124661.1	YGR172C
2317	OG0002317	XP_011124663.1	YJL104W
2318	OG0002318	XP_011124668.1	YMR140W
2319	OG0002319	XP_011124670.1	YDL200C
2320	OG0002320	XP_011124674.1	YMR202W
2321	OG0002321	XP_011124677.1	YLL019C
2322	OG0002322	XP_011124680.1	YAL039C
2323	OG0002323	XP_011124701.1	YGR245C
2324	OG0002324	XP_011124710.1	YER100W
2325	OG0002325	XP_011124715.1	YKR079C
2326	OG0002326	XP_011124717.1	YML105C
2327	OG0002327	XP_011124723.1	YBR231C
2328	OG0002328	XP_011124725.1	YOR243C
2329	OG0002329	XP_011124728.1	YGR006W
2330	OG0002330	XP_011124729.1	YGL023C
2331	OG0002331	XP_011124733.1	YIR038C
2332	OG0002332	XP_011124736.1	YAL034W-A
2333	OG0002333	XP_011124737.1	YGR163W
2334	OG0002334	XP_011124745.1	YML080W
2335	OG0002335	XP_011124748.1	YJR098C
2336	OG0002336	XP_011124751.1	YNL022C
2337	OG0002337	XP_011124752.1	YNL233W
2338	OG0002338	XP_011124757.1	YER093C
2339	OG0002339	XP_011124759.1	YOR150W
2340	OG0002340	XP_011124760.1	YMR038C
2341	OG0002341	XP_011124765.1	YCL001W
2342	OG0002342	XP_011124770.1	YDR297W
2343	OG0002343	XP_011124771.1	YKL056C
2344	OG0002344	XP_011124772.1	YGL097W
2345	OG0002345	XP_011124778.1	YPL107W
2346	OG0002346	XP_011124779.1	YPL109C
2347	OG0002347	XP_011124780.1	YOR141C
2348	OG0002348	XP_011124783.1	YCR068W
2349	OG0002349	XP_011124787.1	YPL243W
2350	OG0002350	XP_011124788.1	YGL161C
2351	OG0002351	XP_011124789.1	YJR017C
2352	OG0002352	XP_011124790.1	YJR007W
2353	OG0002353	XP_011124793.1	YOR087W
2354	OG0002354	XP_011124794.1	YLL032C
2355	OG0002355	XP_011124798.1	YBR213W
2356	OG0002356	XP_011124800.1	YPR160W
2357	OG0002357	XP_011124807.1	YLR114C
2358	OG0002358	XP_011124811.1	YDL133W
2359	OG0002359	XP_011124813.1	YOR136W
2360	OG0002360	XP_011124814.1	YHR029C
2361	OG0002361	XP_011124818.1	YDR166C
2362	OG0002362	XP_011124820.1	YGL224C
2363	OG0002363	XP_011124821.1	YKL052C
2364	OG0002364	XP_011124825.1	YNL138W
2365	OG0002365	XP_011124826.1	YNL137C
2366	OG0002366	XP_011124827.1	YMR015C
2367	OG0002367	XP_011124828.1	YEL032W
2368	OG0002368	XP_011124835.1	YNL136W
2369	OG0002369	XP_011124836.1	YML042W
2370	OG0002370	XP_011124838.1	YFR038W
2371	OG0002371	XP_011124844.1	YMR262W
2372	OG0002372	XP_011124851.1	YGR110W
2373	OG0002373	XP_011124852.1	YAL009W
2374	OG0002374	XP_011124860.1	YAL035W
2375	OG0002375	XP_011124863.1	YFL027C
2376	OG0002376	XP_011124867.1	YEL021W
2377	OG0002377	XP_011124868.1	YKR051W
2378	OG0002378	XP_011124872.1	YDR376W
2379	OG0002379	XP_011124874.1	YFR037C
2380	OG0002380	XP_011124875.1	YDR484W
2381	OG0002381	XP_011124876.1	YPL094C
2382	OG0002382	XP_011124880.1	YPR004C
2383	OG0002383	XP_011124888.1	YDR104C
2384	OG0002384	XP_011124889.1	YMR035W
2385	OG0002385	XP_011124892.1	YFL002C
2386	OG0002386	XP_011124895.1	YMR166C
2387	OG0002387	XP_011124899.1	YOR168W
2388	OG0002388	XP_011124901.1	YIL065C
2389	OG0002389	XP_011124902.1	YMR117C
2390	OG0002390	XP_011124903.1	YNL082W
2391	OG0002391	XP_011124905.1	YDR332W
2392	OG0002392	XP_011124906.1	YNL084C
2393	OG0002393	XP_011124907.1	YOR305W
2394	OG0002394	XP_011124908.1	YFL025C
2395	OG0002395	XP_011124913.1	YOL127W
2396	OG0002396	XP_011124932.1	YPL157W
2397	OG0002397	XP_011124933.1	YJL014W
2398	OG0002398	XP_011124939.1	YFL001W
2399	OG0002399	XP_011124944.1	YDR490C
2400	OG0002400	XP_011124945.1	YJR033C
2401	OG0002401	XP_011124957.1	YLL011W
2402	OG0002402	XP_011124961.1	YDL097C
2403	OG0002403	XP_011124965.1	YJR089W
2404	OG0002404	XP_011124966.1	YIL101C
2405	OG0002405	XP_011124967.1	YNL088W
2406	OG0002406	XP_011124971.1	YHR011W
2407	OG0002407	XP_011124972.1	YDR337W
2408	OG0002408	XP_011124973.1	YOR310C
2409	OG0002409	XP_011124974.1	YDL098C
2410	OG0002410	XP_011124975.1	YDR392W
2411	OG0002411	XP_011124976.1	YBR156C
2412	OG0002412	XP_011124977.1	YBR155W
2413	OG0002413	XP_011124983.1	YLR172C
2414	OG0002414	XP_011124984.1	YNL123W
2415	OG0002415	XP_011124985.1	YIL116W
2416	OG0002416	XP_011124988.1	YLR447C
2417	OG0002417	XP_011124990.1	YOR311C
2418	OG0002418	XP_011124992.1	YJR116W
2419	OG0002419	XP_011124998.1	YDR006C
2420	OG0002420	XP_011125001.1	YEL064C
2421	OG0002421	XP_011125002.1	YER107C
2422	OG0002422	XP_011125003.1	YGL203C
2423	OG0002423	XP_011125004.1	YGR104C
2424	OG0002424	XP_011125010.1	YDR529C
2425	OG0002425	XP_011125014.1	YNL168C
2426	OG0002426	XP_011125015.1	YDL142C
2427	OG0002427	XP_011125025.1	YOR090C
2428	OG0002428	XP_011125026.1	YMR156C
2429	OG0002429	XP_011125028.1	YNL024C
2430	OG0002430	XP_011125032.1	YMR161W
2431	OG0002431	XP_011125033.1	YNL032W
2432	OG0002432	XP_011125035.1	YBR153W
2433	OG0002433	XP_011125036.1	YDR204W
2434	OG0002434	XP_011125042.1	YER142C
2435	OG0002435	XP_011125049.1	YIL090W
2436	OG0002436	XP_011125054.1	YBL055C
2437	OG0002437	XP_011125056.1	YPL173W
2438	OG0002438	XP_011125060.1	YDR254W
2439	OG0002439	XP_011125061.1	YBR222C
2440	OG0002440	XP_011125080.1	YNL259C
2441	OG0002441	XP_011125081.1	YCL047C
2442	OG0002442	XP_011125083.1	YNL027W
2443	OG0002443	XP_011125084.1	YHL015W
2444	OG0002444	XP_011125096.1	YGL148W
2445	OG0002445	XP_011125097.1	YJL046W
2446	OG0002446	XP_011125098.1	YGR264C
2447	OG0002447	XP_011125101.1	YER091C
2448	OG0002448	XP_011125108.1	YOR375C
2449	OG0002449	XP_011125113.1	YGR062C
2450	OG0002450	XP_011125114.1	YNL048W
2451	OG0002451	XP_011125115.1	YDR333C
2452	OG0002452	XP_011125118.1	YDR335W
2453	OG0002453	XP_011125120.1	YFR027W
2454	OG0002454	XP_011125129.1	YER070W
2455	OG0002455	XP_011125130.1	YOR278W
2456	OG0002456	XP_011125136.1	YDR074W
2457	OG0002457	XP_011125150.1	YLR186W
2458	OG0002458	XP_011125155.1	YPL008W
2459	OG0002459	XP_011125160.1	YNL051W
2460	OG0002460	XP_011125162.1	YGL033W
2461	OG0002461	XP_011125166.1	YOR336W
2462	OG0002462	XP_011125167.1	YDL145C
2463	OG0002463	XP_011125169.1	YGR029W
2464	OG0002464	XP_011125172.1	YFR052W
2465	OG0002465	XP_011125287.1	YLR115W
2466	OG0002466	XP_011125332.1	YPL226W
2467	OG0002467	XP_011125334.1	YMR197C
2468	OG0002468	XP_011125335.1	YIL106W
2469	OG0002469	XP_011125337.1	YNR013C
2470	OG0002470	XP_011125338.1	YKL213C
2471	OG0002471	XP_011125341.1	YDR049W
2472	OG0002472	XP_011125343.1	YIR005W
2473	OG0002473	XP_011125346.1	YLR006C
2474	OG0002474	XP_011125348.1	YPL013C
2475	OG0002475	XP_011125350.1	YJR050W
2476	OG0002476	XP_011125351.1	YMR097C
2477	OG0002477	XP_011125354.1	YNL217W
2478	OG0002478	XP_011125358.1	YGR223C
2479	OG0002479	XP_011125360.1	YGR100W
2480	OG0002480	XP_011125364.1	YNR008W
2481	OG0002481	XP_011125368.1	YBR193C
2482	OG0002482	XP_011125369.1	YHR023W
2483	OG0002483	XP_011125371.1	YOR176W
2484	OG0002484	XP_011125374.1	YEL060C
2485	OG0002485	XP_011125378.1	YCR032W
2486	OG0002486	XP_011125384.1	YJR104C
2487	OG0002487	XP_011125386.1	YNL200C
2488	OG0002488	XP_011125390.1	YHR068W
2489	OG0002489	XP_011125405.1	YGL078C
2490	OG0002490	XP_011125407.1	YHR171W
2491	OG0002491	XP_011125416.1	YPL135W
2492	OG0002492	XP_011125417.1	YPR011C
2493	OG0002493	XP_011125419.1	YBR058C
2494	OG0002494	XP_011125424.1	YJL002C
2495	OG0002495	XP_011125428.1	YBL020W
2496	OG0002496	XP_011125438.1	YHR193C
2497	OG0002497	XP_011125439.1	YDR292C
2498	OG0002498	XP_011125440.1	YAR018C
2499	OG0002499	XP_011125443.1	YLR430W
2500	OG0002500	XP_011125444.1	YIR031C
2501	OG0002501	XP_011125450.1	YOR181W
2502	OG0002502	XP_011125451.1	YLR118C
2503	OG0002503	XP_011125452.1	YPL022W
2504	OG0002504	XP_011125453.1	YKL016C
2505	OG0002505	XP_011125454.1	YPL060W
2506	OG0002506	XP_011125455.1	YER166W
2507	OG0002507	XP_011125457.1	YOR332W
2508	OG0002508	XP_011125461.1	YIL001W
2509	OG0002509	XP_011125463.1	YMR260C
2510	OG0002510	XP_011125465.1	YDL084W
2511	OG0002511	XP_011125468.1	YNL124W
2512	OG0002512	XP_011125469.1	YNL219C
2513	OG0002513	XP_011125470.1	YDR473C
2514	OG0002514	XP_011125471.1	YOR341W
2515	OG0002515	XP_011125472.1	YDL020C
2516	OG0002516	XP_011125473.1	YDR127W
2517	OG0002517	XP_011125474.1	YDL058W
2518	OG0002518	XP_011125475.1	YOR048C
2519	OG0002519	XP_011125476.1	YGL114W
2520	OG0002520	XP_011125477.1	YMR244W
2521	OG0002521	XP_011125478.1	YGR046W
2522	OG0002522	XP_011125479.1	YNL265C
2523	OG0002523	XP_011125480.1	YGL140C
2524	OG0002524	XP_011125482.1	YMR247C
2525	OG0002525	XP_011125483.1	YER171W
2526	OG0002526	XP_011125484.1	YCR030C
2527	OG0002527	XP_011125487.1	YBL076C
2528	OG0002528	XP_011125489.1	YDR331W
2529	OG0002529	XP_011125493.1	YAL024C
2530	OG0002530	XP_011125497.1	YDR373W
2531	OG0002531	XP_011125508.1	YKL189W
2532	OG0002532	XP_011125509.1	YBR080C
2533	OG0002533	XP_011125510.1	YIR029W
2534	OG0002534	XP_011125513.1	YGL079W
2535	OG0002535	XP_011125605.1	YLR451W
2536	OG0002536	XP_011125617.1	YDR536W
2537	OG0002537	XP_011125642.1	YBR154C
2538	OG0002538	XP_011125643.1	YOR198C
2539	OG0002539	XP_011125647.1	YHR168W
2540	OG0002540	XP_011125664.1	YDR224C
2541	OG0002541	XP_011125673.1	YOL001W
2542	OG0002542	XP_011125679.1	YGL207W
2543	OG0002543	XP_011125682.1	YIL107C
2544	OG0002544	XP_011125684.1	YLR316C
2545	OG0002545	XP_011125687.1	YBR096W
2546	OG0002546	XP_011125691.1	YDR117C
2547	OG0002547	XP_011125692.1	YNR018W
2548	OG0002548	XP_011125699.1	YOR165W
2549	OG0002549	XP_011125712.1	YIL133C
2550	OG0002550	XP_011125717.1	YGL242C
2551	OG0002551	XP_011125718.1	YDR045C
2552	OG0002552	XP_011125723.1	YLR116W
2553	OG0002553	XP_011125727.1	YPR098C
2554	OG0002554	XP_011125749.1	YBR074W
2555	OG0002555	XP_011125886.1	YDR291W
2556	OG0002556	XP_011125909.1	YER053C
2557	OG0002557	XP_011125925.1	YGR286C
2558	OG0002558	XP_011125955.1	YMR250W
2559	OG0002559	XP_011125975.1	YNL275W
2560	OG0002560	XP_011126066.1	YKL033W-A
2561	OG0002561	XP_011126111.1	YFR028C
2562	OG0002562	XP_011126114.1	YPR069C
2563	OG0002563	XP_011126115.1	YGR095C
2564	OG0002564	XP_011126117.1	YDL208W
2565	OG0002565	XP_011126122.1	YDR175C
2566	OG0002566	XP_011126123.1	YGL047W
2567	OG0002567	XP_011126129.1	YPL103C
2568	OG0002568	XP_011126140.1	YPR074C
2569	OG0002569	XP_011126141.1	YPL050C
2570	OG0002570	XP_011126146.1	YOR201C
2571	OG0002571	XP_011126150.1	YDR452W
2572	OG0002572	XP_011126163.1	YML097C
2573	OG0002573	XP_011126164.1	YPL043W
2574	OG0002574	XP_011126165.1	YLR321C
2575	OG0002575	XP_011126171.1	YMR049C
2576	OG0002576	XP_011126178.1	YML095C
2577	OG0002577	XP_011126194.1	YOR123C
2578	OG0002578	XP_011126195.1	YFL034C-B
2579	OG0002579	XP_011126213.1	YLR337C
2580	OG0002580	XP_011126224.1	YOR367W
2581	OG0002581	XP_011126230.1	YOL097C
2582	OG0002582	XP_011126231.1	YML012W
2583	OG0002583	XP_011126232.1	YLR193C
2584	OG0002584	XP_011126234.1	YOL071W
2585	OG0002585	XP_011126236.1	YDR477W
2586	OG0002586	XP_011126248.1	YKR031C
2587	OG0002587	XP_011126252.1	YHR073W
2588	OG0002588	XP_011126260.1	YMR110C
2589	OG0002589	XP_011126261.1	YHR069C
2590	OG0002590	XP_011126262.1	YLR420W
2591	OG0002591	XP_011126263.1	YPL237W
2592	OG0002592	XP_011126268.1	YDR189W
2593	OG0002593	XP_011126276.1	YMR116C
2594	OG0002594	XP_011126278.1	YGL244W
2595	OG0002595	XP_011126283.1	YDL153C
2596	OG0002596	XP_011126284.1	YLR099W-A
2597	OG0002597	XP_011126293.1	YKL092C
2598	OG0002598	XP_011126297.1	YBR265W
2599	OG0002599	XP_011126298.1	YGL143C
2600	OG0002600	XP_011126313.1	YPR035W
2601	OG0002601	XP_011126318.1	YMR114C
2602	OG0002602	XP_011126323.1	YKL218C
2603	OG0002603	XP_011126336.1	YOR304W
2604	OG0002604	XP_011126339.1	YDR293C
2605	OG0002605	XP_011126349.1	YDL154W
2606	OG0002606	XP_011126356.1	YNL175C
2607	OG0002607	XP_011126368.1	YAL003W
2608	OG0002608	XP_011126430.1	YGR101W
2609	OG0002609	XP_011126431.1	YDL110C
2610	OG0002610	XP_011126469.1	YGR203W
2611	OG0002611	XP_011126473.1	YER127W
2612	OG0002612	XP_011126485.1	YBL024W
2613	OG0002613	XP_011126489.1	YOR100C
2614	OG0002614	XP_011126502.1	YDR205W
2615	OG0002615	XP_011126543.1	YLR103C
2616	OG0002616	XP_011126546.1	YDR142C
2617	OG0002617	XP_011126553.1	YDL064W
2618	OG0002618	XP_011126554.1	YDL065C
