	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035707_Candida_heveicola
62	OG0000062	YDL138W, YDL194W	augustus_masked-flattened_line_10-processed-gene-7.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.55&CDS=1-2082, augustus_masked-flattened_line_10-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.59&CDS=1-1569
63	OG0000063	YDR144C, YLR120C, YLR121C	augustus_masked-flattened_line_24-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.159&CDS=1-1764
64	OG0000064	YDR463W, YHR006W	augustus_masked-flattened_line_34-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.102&CDS=1-1131, augustus_masked-flattened_line_34-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.69&CDS=1-1569
65	OG0000065	YDR466W, YDR490C	augustus_masked-flattened_line_22-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-3.121&CDS=1-2568, augustus_masked-flattened_line_34-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.90&CDS=1-3384
66	OG0000066	YER015W	augustus_masked-flattened_line_4-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.130&CDS=1-2175, augustus_masked-flattened_line_8-processed-gene-8.147-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.147&CDS=1-2232, snap_masked-flattened_line_16-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.94&CDS=1-2085
67	OG0000067	YER017C, YMR089C	augustus_masked-flattened_line_2-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.72&CDS=1-2703, snap_masked-flattened_line_4-processed-gene-5.2-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.2&CDS=1-2370
68	OG0000068	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_10-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.64&CDS=1-1536
69	OG0000069	YER075C, YOR208W	genemark-flattened_line_20-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.40&CDS=1-1902, snap_masked-flattened_line_22-processed-gene-3.47-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-3.47&CDS=1-2607
70	OG0000070	YFL039C, YPR034W	augustus_masked-flattened_line_12-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.59&CDS=1-1383, augustus_masked-flattened_line_14-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.44&CDS=1-1128
71	OG0000071	YFL060C, YMR095C, YNL334C	augustus_masked-flattened_line_14-processed-gene-5.205-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.205&CDS=1-735
72	OG0000072	YFR031C-A, YIL018W	augustus_masked-flattened_line_18-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.41&CDS=1-762, maker-flattened_line_6-augustus-gene-8.230-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-8.230&CDS=1-762
73	OG0000073	YGR059W, YHR107C	augustus_masked-flattened_line_10-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-6.111&CDS=1-1155, augustus_masked-flattened_line_2-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.64&CDS=1-1365
74	OG0000074	YGR249W, YOR140W	augustus_masked-flattened_line_14-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.110&CDS=1-1866, augustus_masked-flattened_line_6-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.23&CDS=1-1452
75	OG0000075	YHL033C, YLL045C	augustus_masked-flattened_line_18-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.44&CDS=1-792, augustus_masked-flattened_line_6-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.45&CDS=1-789
76	OG0000076	YIL035C, YOR061W	augustus_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.63&CDS=1-978, snap_masked-flattened_line_40-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.89&CDS=1-993
77	OG0000077	YIL126W, YOR290C	augustus_masked-flattened_line_10-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.118&CDS=1-3831, augustus_masked-flattened_line_2-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.66&CDS=1-5004
78	OG0000078	YJL163C	augustus_masked-flattened_line_18-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.153&CDS=1-1803, augustus_masked-flattened_line_18-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.154&CDS=1-1797, snap_masked-flattened_line_10-processed-gene-4.17-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.17&CDS=1-1794
79	OG0000079	YJL172W, YOL153C	augustus_masked-flattened_line_2-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.2&CDS=1-1776, augustus_masked-flattened_line_32-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.52&CDS=1-1704
80	OG0000080	YJR004C	augustus_masked-flattened_line_14-processed-gene-5.234-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.234&CDS=1-5013, augustus_masked-flattened_line_16-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.52&CDS=1-3375, genemark-flattened_line_60-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.8&CDS=1-3141
81	OG0000081	YJR152W	augustus_masked-flattened_line_14-processed-gene-5.262-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.262&CDS=1-1566, augustus_masked-flattened_line_32-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.43&CDS=1-1548, augustus_masked-flattened_line_8-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.93&CDS=1-1539
82	OG0000082	YKL106W, YLR027C	augustus_masked-flattened_line_10-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.16&CDS=1-1269, augustus_masked-flattened_line_22-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.85&CDS=1-1260
83	OG0000083	YKR014C, YOR089C	augustus_masked-flattened_line_0-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.149&CDS=1-648, augustus_masked-flattened_line_14-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.31&CDS=1-633
84	OG0000084	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_12-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.13&CDS=1-993
85	OG0000085	YLR090W, YNL064C	augustus_masked-flattened_line_2-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.46&CDS=1-1341, augustus_masked-flattened_line_8-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.91&CDS=1-1230
86	OG0000086	YLR237W, YOR071C, YOR192C	augustus_masked-flattened_line_24-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.160&CDS=1-1617
87	OG0000087	YLR300W, YOR190W	augustus_masked-flattened_line_0-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.91&CDS=1-1242, augustus_masked-flattened_line_38-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.50&CDS=1-1278
88	OG0000088	YLR361C, YOR137C	augustus_masked-flattened_line_14-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.118&CDS=1-1683, augustus_masked-flattened_line_18-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.149&CDS=1-2043
89	OG0000089	YMR130W, YPL259C	augustus_masked-flattened_line_18-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.57&CDS=1-1329, augustus_masked-flattened_line_2-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.102&CDS=1-4569
90	OG0000090	YMR169C, YMR170C	augustus_masked-flattened_line_24-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.157&CDS=1-1497, augustus_masked-flattened_line_8-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.92&CDS=1-1536
91	OG0000091	YMR303C, YOL086C	augustus_masked-flattened_line_32-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.65&CDS=1-1044, augustus_masked-flattened_line_6-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.34&CDS=1-1044
92	OG0000092	YNL125C	augustus_masked-flattened_line_18-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.145&CDS=1-1644, augustus_masked-flattened_line_18-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.177&CDS=1-1953, augustus_masked-flattened_line_42-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.65&CDS=1-1728
93	OG0000093	YOL055C, YPL258C, YPR121W	augustus_masked-flattened_line_6-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.3&CDS=1-1707
94	OG0000094	YOR084W	augustus_masked-flattened_line_0-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.73&CDS=1-1068, augustus_masked-flattened_line_10-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.44&CDS=1-1158, augustus_masked-flattened_line_42-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.77&CDS=1-1131
95	OG0000095	YOR153W	augustus_masked-flattened_line_10-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.27&CDS=1-4395, augustus_masked-flattened_line_14-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.47&CDS=1-4416, augustus_masked-flattened_line_14-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.57&CDS=1-4530
96	OG0000096	YOR389W, YPL277C, YPL278C	augustus_masked-flattened_line_6-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.55&CDS=1-1704
97	OG0000097	YAL017W, YOL045W	augustus_masked-flattened_line_16-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.20&CDS=1-3444
98	OG0000098	YAL034C, YOR338W	snap_masked-flattened_line_22-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.63&CDS=1-1026
99	OG0000099	YAL040C	augustus_masked-flattened_line_2-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.101&CDS=1-1314, augustus_masked-flattened_line_40-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.75&CDS=1-1389
100	OG0000100	YAL049C	augustus_masked-flattened_line_2-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.1&CDS=1-723, augustus_masked-flattened_line_38-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.82&CDS=1-723
101	OG0000101	YBL002W, YDR224C	augustus_masked-flattened_line_18-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.95&CDS=1-390
102	OG0000102	YBL003C, YDR225W	augustus_masked-flattened_line_18-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.113&CDS=1-390
103	OG0000103	YBL027W, YBR084C-A	snap_masked-flattened_line_34-processed-gene-1.39-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.39&CDS=1-561
104	OG0000104	YBL056W, YER089C	augustus_masked-flattened_line_0-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.72&CDS=1-1491
105	OG0000105	YBL064C	augustus_masked-flattened_line_0-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.70&CDS=1-663, augustus_masked-flattened_line_2-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.66&CDS=1-759
106	OG0000106	YBL067C, YER098W	maker-flattened_line_0-augustus-gene-5.101-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.101&CDS=1-3318
107	OG0000107	YBL072C, YER102W	augustus_masked-flattened_line_0-processed-gene-12.152-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.152&CDS=1-591
108	OG0000108	YBL079W, YER105C	augustus_masked-flattened_line_20-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.69&CDS=1-4347
109	OG0000109	YBL087C, YER117W	augustus_masked-flattened_line_2-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.21&CDS=1-411
110	OG0000110	YBL106C, YPR032W	augustus_masked-flattened_line_22-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-3.123&CDS=1-3225
111	OG0000111	YBR001C, YDR001C	augustus_masked-flattened_line_12-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.89&CDS=1-2427
112	OG0000112	YBR008C	augustus_masked-flattened_line_20-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.46&CDS=1-1671, augustus_masked-flattened_line_34-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.83&CDS=1-1635
113	OG0000113	YBR014C, YDL010W	augustus_masked-flattened_line_0-processed-gene-12.167-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.167&CDS=1-636
114	OG0000114	YBR021W, YIR028W	augustus_masked-flattened_line_12-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.84&CDS=1-1773
115	OG0000115	YBR031W, YDR012W	augustus_masked-flattened_line_0-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.88&CDS=1-1086
116	OG0000116	YBR033W, YKL038W	augustus_masked-flattened_line_4-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.66&CDS=1-2574
117	OG0000117	YBR034C	augustus_masked-flattened_line_6-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.54&CDS=1-1560, maker-flattened_line_0-augustus-gene-12.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-12.3&CDS=1-2502
118	OG0000118	YBR043C	augustus_masked-flattened_line_18-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.69&CDS=1-1707, augustus_masked-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.37&CDS=1-1848
119	OG0000119	YBR048W, YDR025W	augustus_masked-flattened_line_0-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.130&CDS=1-465
120	OG0000120	YBR053C	augustus_masked-flattened_line_10-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.31&CDS=1-957, snap_masked-flattened_line_2-processed-gene-11.207-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-11.207&CDS=1-1011
121	OG0000121	YBR085W	augustus_masked-flattened_line_36-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.117&CDS=1-906, augustus_masked-flattened_line_8-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.44&CDS=1-903
122	OG0000122	YBR089C-A, YPR052C	genemark-flattened_line_18-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.18&CDS=1-2340
123	OG0000123	YBR104W, YPR058W	augustus_masked-flattened_line_4-processed-gene-10.145-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.145&CDS=1-894
124	OG0000124	YBR105C, YGR066C	augustus_masked-flattened_line_10-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.95&CDS=1-966
125	OG0000125	YBR132C	snap_masked-flattened_line_24-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.111&CDS=1-1767, snap_masked-flattened_line_4-processed-gene-8.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.73&CDS=1-1710
126	OG0000126	YBR139W	augustus_masked-flattened_line_50-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.39&CDS=1-1629, snap_masked-flattened_line_10-processed-gene-6.4-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-6.4&CDS=1-1641
127	OG0000127	YBR140C, YOL081W	augustus_masked-flattened_line_34-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.89&CDS=1-7869
128	OG0000128	YBR147W, YOL092W	snap_masked-flattened_line_16-processed-gene-3.95-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.95&CDS=1-810
129	OG0000129	YBR150C, YOL089C	augustus_masked-flattened_line_26-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.26&CDS=1-4683
130	OG0000130	YBR169C, YPL106C	genemark-flattened_line_4-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.48&CDS=1-4257
131	OG0000131	YBR172C, YPL105C	snap_masked-flattened_line_4-processed-gene-3.4-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.4&CDS=1-2598
132	OG0000132	YBR177C, YPL095C	augustus_masked-flattened_line_12-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.45&CDS=1-1269
133	OG0000133	YBR181C, YPL090C	augustus_masked-flattened_line_12-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.57&CDS=1-708
134	OG0000134	YBR183W, YPL087W	augustus_masked-flattened_line_18-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.146&CDS=1-876
135	OG0000135	YBR191W, YPL079W	augustus_masked-flattened_line_4-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.78&CDS=1-480
136	OG0000136	YBR197C, YPL077C	augustus_masked-flattened_line_10-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.77&CDS=1-615
137	OG0000137	YBR210W, YGL054C	augustus_masked-flattened_line_26-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.18&CDS=1-1113
138	OG0000138	YBR214W, YGL056C	augustus_masked-flattened_line_32-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.40&CDS=1-1539
139	OG0000139	YBR216C, YGL060W	augustus_masked-flattened_line_28-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.14&CDS=1-1989
140	OG0000140	YBR238C, YGL107C	augustus_masked-flattened_line_16-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.41&CDS=1-1854
141	OG0000141	YBR273C, YJL048C	snap_masked-flattened_line_28-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.15&CDS=1-1071
142	OG0000142	YBR294W, YLR092W	augustus_masked-flattened_line_22-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.40&CDS=1-2436
143	OG0000143	YCL011C, YNL004W	maker-flattened_line_36-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.96&CDS=1-1236
144	OG0000144	YCL024W, YDR507C	augustus_masked-flattened_line_18-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.45&CDS=1-3885
145	OG0000145	YCL035C, YDR513W	augustus_masked-flattened_line_4-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.53&CDS=1-354
146	OG0000146	YCL036W, YDR514C	augustus_masked-flattened_line_10-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.52&CDS=1-1041
147	OG0000147	YCL040W, YDR516C	augustus_masked-flattened_line_18-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.19&CDS=1-1413
148	OG0000148	YCL048W, YDR522C	genemark-flattened_line_24-processed-gene-2.185-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.185&CDS=1-1281
149	OG0000149	YCL057W	augustus_masked-flattened_line_20-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.105&CDS=1-2112, augustus_masked-flattened_line_32-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.55&CDS=1-2052
