	OrthologID	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
47	OG0000047	-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.67&CDS=1-1011, -processed-gene-7.106-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-7.106&CDS=1-4431	YDR028C, YKR075C, YOR062C
48	OG0000048	-processed-gene-27.48-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-27.48&CDS=1-2136, -snap-gene-1.68-mRNA-1_1&gene=maker-gi|1002316614|dbj|BCGP01000006.1|-snap-gene-1.68&CDS=1-5805	YMR006C, YMR008C, YOL011W
49	OG0000049	-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-3.9&CDS=1-3492, -snap-gene-0.30-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-0.30&CDS=1-4569	YFL050C, YKL064W, YOL130W
50	OG0000050	-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-7.7&CDS=1-1044	YDL244W, YFL058W, YJR156C, YNL332W
51	OG0000051	-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-13.41&CDS=1-3465, -snap-gene-20.4-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-20.4&CDS=1-4245	YHL007C, YNL298W, YOL113W
52	OG0000052	-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-4.105&CDS=1-1503, -processed-gene-6.79-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-6.79&CDS=1-2874, -processed-gene-7.50-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-7.50&CDS=1-1143	YDR143C, YDR265W
53	OG0000053	-processed-gene-19.52-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-19.52&CDS=1-1401, -processed-gene-7.43-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-7.43&CDS=1-1452, -processed-gene-7.44-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-7.44&CDS=1-1470	YDR125C, YLR099C
54	OG0000054	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.36&CDS=1-1665, -processed-gene-9.68-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-9.68&CDS=1-1671	YLR237W, YOR071C, YOR192C
55	OG0000055	-processed-gene-37.65-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-37.65&CDS=1-2952, -processed-gene-5.56-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.56&CDS=1-2214, -snap-gene-8.0-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-8.0&CDS=1-3717	YHR206W, YOR140W
56	OG0000056	-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.47&CDS=1-4812, -processed-gene-6.37-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-6.37&CDS=1-3567	YML072C, YNL087W, YOR086C
57	OG0000057	-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-3.78&CDS=1-1536, -processed-gene-3.79-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-3.79&CDS=1-1296, -processed-gene-3.81-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-3.81&CDS=1-1608, -processed-gene-3.82-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-3.82&CDS=1-1824	YGR212W
58	OG0000058	-processed-gene-7.37-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.37&CDS=1-2469, -processed-gene-7.50-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.50&CDS=1-2112, -processed-gene-7.69-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.69&CDS=1-3906, -processed-gene-7.71-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.71&CDS=1-3522	YML050W
59	OG0000059	-processed-gene-13.7-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.7&CDS=1-531, -processed-gene-32.3-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.3&CDS=1-546	YDL137W, YDL192W, YOR094W
60	OG0000060	-processed-gene-22.58-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-22.58&CDS=1-4890, -processed-gene-33.15-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.15&CDS=1-4170	YDR216W, YJR127C, YML081W
61	OG0000061	-processed-gene-23.31-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.31&CDS=1-5412, -snap-gene-0.78-mRNA-1_1&gene=maker-gi|1002316601|dbj|BCGP01000019.1|-snap-gene-0.78&CDS=1-3663	YIL130W, YJL089W
62	OG0000062	-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.102&CDS=1-1431, -processed-gene-7.33-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-7.33&CDS=1-1449	YBR283C, YLR378C
63	OG0000063	-processed-gene-0.105-mRNA-1_1&gene=genemark-gi|1002316603|dbj|BCGP01000017.1|-processed-gene-0.105&CDS=1-1743, -processed-gene-16.30-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.30&CDS=1-1797	YNL104C, YOR108W
64	OG0000064	-processed-gene-28.27-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-28.27&CDS=1-1722, -snap-gene-0.66-mRNA-1_1&gene=maker-gi|1002316603|dbj|BCGP01000017.1|-snap-gene-0.66&CDS=1-2619	YFR014C, YOL016C
65	OG0000065	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.85&CDS=1-3369, -processed-gene-23.13-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.13&CDS=1-3138	YBR038W, YNL192W
66	OG0000066	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-0.49&CDS=1-1758, -snap-gene-0.8-mRNA-1_1&gene=maker-gi|1002316604|dbj|BCGP01000016.1|-snap-gene-0.8&CDS=1-3519, -snap-gene-1.33-mRNA-1_1&gene=maker-gi|1002316611|dbj|BCGP01000009.1|-snap-gene-1.33&CDS=1-4911	YOR348C
67	OG0000067	-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-gi|1002316604|dbj|BCGP01000016.1|-processed-gene-0.165&CDS=1-1644, -processed-gene-1.15-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-1.15&CDS=1-1692, -processed-gene-21.63-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-21.63&CDS=1-1644	YDL210W
68	OG0000068	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.41&CDS=1-1278, -processed-gene-1.42-mRNA-1_1&gene=augustus_masked-gi|1002316605|dbj|BCGP01000015.1|-processed-gene-1.42&CDS=1-1851, -processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-6.86&CDS=1-3618	YOR205C
69	OG0000069	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002316606|dbj|BCGP01000014.1|-processed-gene-0.14&CDS=1-1230, -processed-gene-14.58-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-14.58&CDS=1-1335	YDL066W, YLR174W
70	OG0000070	-processed-gene-38.39-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-38.39&CDS=1-1416, -snap-gene-1.95-mRNA-1_1&gene=maker-gi|1002316606|dbj|BCGP01000014.1|-snap-gene-1.95&CDS=1-1638	YOL062C, YPL259C
71	OG0000071	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|1002316607|dbj|BCGP01000013.1|-processed-gene-0.11&CDS=1-3459, -processed-gene-8.35-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-8.35&CDS=1-3426	YLR389C, YPR122W
72	OG0000072	-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-0.38&CDS=1-921, -processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-0.5&CDS=1-939, -processed-gene-2.68-mRNA-1_1&gene=augustus_masked-gi|1002316607|dbj|BCGP01000013.1|-processed-gene-2.68&CDS=1-951	YDL124W
73	OG0000073	-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-gi|1002316607|dbj|BCGP01000013.1|-processed-gene-2.51&CDS=1-4380, -processed-gene-20.33-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-20.33&CDS=1-4386, -snap-gene-15.64-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-15.64&CDS=1-12801	YGR281W
74	OG0000074	-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-gi|1002316608|dbj|BCGP01000012.1|-processed-gene-0.10&CDS=1-1476, -processed-gene-23.60-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-23.60&CDS=1-1422	YBR263W, YLR058C
75	OG0000075	-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-gi|1002316608|dbj|BCGP01000012.1|-processed-gene-2.18&CDS=1-1137, -processed-gene-4.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.11&CDS=1-1188, -processed-gene-4.58-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.58&CDS=1-1053	YGR169C
76	OG0000076	-processed-gene-1.77-mRNA-1_1&gene=snap_masked-gi|1002316609|dbj|BCGP01000011.1|-processed-gene-1.77&CDS=1-2259, -processed-gene-35.49-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.49&CDS=1-924	YDL108W, YPR161C
77	OG0000077	-processed-gene-16.68-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.68&CDS=1-1770, -processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002316609|dbj|BCGP01000011.1|-processed-gene-2.6&CDS=1-1683	YDR497C, YOL103W
78	OG0000078	-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-gi|1002316609|dbj|BCGP01000011.1|-processed-gene-2.38&CDS=1-1698, -processed-gene-23.32-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.32&CDS=1-1176	YIR013C, YLR013W
79	OG0000079	-augustus-gene-6.68-mRNA-1_1&gene=maker-gi|1002316614|dbj|BCGP01000006.1|-augustus-gene-6.68&CDS=1-2019, -processed-gene-0.39-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-0.39&CDS=1-1029, -processed-gene-6.107-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-6.107&CDS=1-1032	YPL088W
80	OG0000080	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-0.42&CDS=1-2655, -processed-gene-21.103-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.103&CDS=1-2421	YDL132W, YGR003W
81	OG0000081	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-0.32&CDS=1-1422, -processed-gene-6.2-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-6.2&CDS=1-1533	YOL027C, YPR125W
82	OG0000082	-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-1.35&CDS=1-3033	YGL257C, YIL014W, YNR059W
83	OG0000083	-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-1.52&CDS=1-2919, -processed-gene-8.52-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-8.52&CDS=1-2307	YGL083W, YOR112W
84	OG0000084	-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-2.160&CDS=1-2019, -processed-gene-24.3-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-24.3&CDS=1-3348	YCR065W, YIL131C
85	OG0000085	-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-2.196&CDS=1-483, -processed-gene-6.5-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-6.5&CDS=1-1161	YGL212W, YOR357C
86	OG0000086	-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-2.197&CDS=1-930, -processed-gene-35.28-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.28&CDS=1-933	YBR104W, YPR058W
87	OG0000087	-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-gi|1002316610|dbj|BCGP01000010.1|-processed-gene-2.180&CDS=1-2850, -processed-gene-2.45-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.45&CDS=1-2109	YER054C, YIL045W
88	OG0000088	-processed-gene-15.41-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.41&CDS=1-3480, -processed-gene-23.45-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.45&CDS=1-2415, -snap-gene-2.78-mRNA-1_1&gene=maker-gi|1002316610|dbj|BCGP01000010.1|-snap-gene-2.78&CDS=1-2361	YJR126C
89	OG0000089	-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-gi|1002316611|dbj|BCGP01000009.1|-processed-gene-1.57&CDS=1-2013, -processed-gene-3.148-mRNA-1_1&gene=augustus_masked-gi|1002316611|dbj|BCGP01000009.1|-processed-gene-3.148&CDS=1-2010	YAL054C, YLR153C
90	OG0000090	-processed-gene-10.66-mRNA-1_1&gene=genemark-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-10.66&CDS=1-2436, -snap-gene-1.36-mRNA-1_1&gene=maker-gi|1002316611|dbj|BCGP01000009.1|-snap-gene-1.36&CDS=1-3012	YMR237W, YOR299W
91	OG0000091	-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-1.43&CDS=1-1896, -processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002316611|dbj|BCGP01000009.1|-processed-gene-1.52&CDS=1-1845	YHL039W, YPL208W
92	OG0000092	-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-gi|1002316611|dbj|BCGP01000009.1|-processed-gene-2.18&CDS=1-1752, -processed-gene-25.28-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-25.28&CDS=1-3891	YGR052W, YHR082C
93	OG0000093	-processed-gene-24.24-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-24.24&CDS=1-6690, -processed-gene-3.141-mRNA-1_1&gene=augustus_masked-gi|1002316611|dbj|BCGP01000009.1|-processed-gene-3.141&CDS=1-6036	YER172C, YGR271W
94	OG0000094	-processed-gene-39.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-39.18&CDS=1-1842, -snap-gene-3.106-mRNA-1_1&gene=maker-gi|1002316611|dbj|BCGP01000009.1|-snap-gene-3.106&CDS=1-1698	YDL113C, YDR425W
95	OG0000095	-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-1.35&CDS=1-600, -processed-gene-6.29-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.29&CDS=1-543	YER067W, YIL057C
96	OG0000096	-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-1.55&CDS=1-492, -processed-gene-7.10-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.10&CDS=1-519	YDR178W, YLR164W
97	OG0000097	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-1.65&CDS=1-1623, -processed-gene-16.35-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.35&CDS=1-1710	YBR139W, YMR297W
98	OG0000098	-snap-gene-2.81-mRNA-1_1&gene=maker-gi|1002316612|dbj|BCGP01000008.1|-snap-gene-2.81&CDS=1-2217	YCR102C, YLR460C, YNL134C
99	OG0000099	-processed-gene-13.50-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.50&CDS=1-1035, -processed-gene-3.45-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-3.45&CDS=1-1125	YER107C, YOR026W
100	OG0000100	-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-2.25&CDS=1-2793, -processed-gene-3.53-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-3.53&CDS=1-3012	YMR266W, YOL084W
101	OG0000101	-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-1.23&CDS=1-3129, -processed-gene-3.41-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-3.41&CDS=1-3045	YDR395W, YJR132W
102	OG0000102	-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-19.30&CDS=1-1185, -processed-gene-4.128-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-4.128&CDS=1-3027	YFL003C, YOL090W
103	OG0000103	-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-4.159&CDS=1-1035, -snap-gene-4.3-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-4.3&CDS=1-1545	YGL044C, YGR156W
104	OG0000104	-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-gi|1002316612|dbj|BCGP01000008.1|-processed-gene-4.164&CDS=1-393, -processed-gene-8.14-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-8.14&CDS=1-393	YBL002W, YDR224C
105	OG0000105	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-0.34&CDS=1-1017, -processed-gene-29.59-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-29.59&CDS=1-1077, -processed-gene-8.76-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-8.76&CDS=1-1002	YKL128C
106	OG0000106	-augustus-gene-11.1-mRNA-1_1&gene=maker-gi|1002316615|dbj|BCGP01000005.1|-augustus-gene-11.1&CDS=1-1686, -processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-1.39&CDS=1-2871	YBR237W, YNL112W
107	OG0000107	-processed-gene-2.6-mRNA-1_1&gene=genemark-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-2.6&CDS=1-1950	YLR152C, YNL095C, YOR092W
108	OG0000108	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-3.89&CDS=1-2445, -processed-gene-8.26-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-8.26&CDS=1-2142	YJR005W, YKL135C
109	OG0000109	-processed-gene-25.47-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-25.47&CDS=1-576, -processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-3.10&CDS=1-576	YGL147C, YNL067W
110	OG0000110	-processed-gene-16.5-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.5&CDS=1-3129, -processed-gene-6.101-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-6.101&CDS=1-2409	YLR144C, YNR067C
111	OG0000111	-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-gi|1002316613|dbj|BCGP01000007.1|-processed-gene-7.104&CDS=1-990, -processed-gene-7.98-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.98&CDS=1-858	YMR183C, YPL232W
112	OG0000112	-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-2.10&CDS=1-4788, -processed-gene-3.57-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-3.57&CDS=1-4593	YDR135C, YLL015W
113	OG0000113	-processed-gene-17.19-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.19&CDS=1-408, -processed-gene-4.57-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.57&CDS=1-408	YBR010W, YNL031C
114	OG0000114	-processed-gene-17.7-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.7&CDS=1-309, -processed-gene-4.41-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.41&CDS=1-309	YBR009C, YNL030W
115	OG0000115	-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.71&CDS=1-1401, -processed-gene-5.2-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-5.2&CDS=1-1266	YHR071W, YNL289W
116	OG0000116	-processed-gene-23.17-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.17&CDS=1-792, -processed-gene-7.23-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.23&CDS=1-786	YHL033C, YLL045C
117	OG0000117	-processed-gene-23.42-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.42&CDS=1-768, -processed-gene-7.46-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.46&CDS=1-768	YFR031C-A, YIL018W
118	OG0000118	-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-0.55&CDS=1-4899, -processed-gene-20.22-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-20.22&CDS=1-4488	YDR379W, YOR127W
119	OG0000119	-snap-gene-1.2-mRNA-1_1&gene=maker-gi|1002316615|dbj|BCGP01000005.1|-snap-gene-1.2&CDS=1-3390, -snap-gene-13.86-mRNA-1_1&gene=maker-gi|1002316615|dbj|BCGP01000005.1|-snap-gene-13.86&CDS=1-4287	YDR466W, YDR490C
120	OG0000120	-processed-gene-15.62-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.62&CDS=1-3102, -processed-gene-4.88-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-4.88&CDS=1-2796	YIL095W, YNL020C
121	OG0000121	-processed-gene-31.60-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-31.60&CDS=1-951, -processed-gene-4.93-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-4.93&CDS=1-978	YJL158C, YJL160C
122	OG0000122	-processed-gene-14.79-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-14.79&CDS=1-792, -processed-gene-15.18-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-15.18&CDS=1-777, -processed-gene-7.35-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-7.35&CDS=1-804	YKL055C
123	OG0000123	-processed-gene-35.56-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.56&CDS=1-1380, -processed-gene-8.94-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-8.94&CDS=1-1380	YBR118W, YPR080W
124	OG0000124	-snap-gene-9.93-mRNA-1_1&gene=maker-gi|1002316615|dbj|BCGP01000005.1|-snap-gene-9.93&CDS=1-2913	YGR087C, YLR044C, YLR134W
125	OG0000125	-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-11.43&CDS=1-1539, -processed-gene-12.66-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.66&CDS=1-1548, -snap-gene-18.8-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-18.8&CDS=1-1398	YBR199W
126	OG0000126	-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-12.38&CDS=1-2916, -processed-gene-29.66-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-29.66&CDS=1-3294	YJR059W, YKL198C
