	OrthologID	Saccharomyces_cerevisiae	Sclerotinia_sclerotiorum
2205	OG0002205	YLR420W	XP_001588328.1
2206	OG0002206	YLR422W	XP_001588257.1
2207	OG0002207	YLR423C	XP_001592124.1
2208	OG0002208	YLR427W	XP_001593429.1
2209	OG0002209	YLR429W	XP_001585356.1
2210	OG0002210	YLR430W	XP_001594163.1
2211	OG0002211	YLR433C	XP_001597594.1
2212	OG0002212	YLR435W	XP_001589836.1
2213	OG0002213	YLR438C-A	XP_001587619.1
2214	OG0002214	YLR438W	XP_001587988.1
2215	OG0002215	YLR439W	XP_001589136.1
2216	OG0002216	YLR441C	XP_001598109.1
2217	OG0002217	YLR447C	XP_001587183.1
2218	OG0002218	YLR452C	XP_001589336.1
2219	OG0002219	YLR454W	XP_001595286.1
2220	OG0002220	YML001W	XP_001595040.1
2221	OG0002221	YML002W	XP_001596938.1
2222	OG0002222	YML004C	XP_001589793.1
2223	OG0002223	YML005W	XP_001596267.1
2224	OG0002224	YML007W	XP_001589839.1
2225	OG0002225	YML008C	XP_001595378.1
2226	OG0002226	YML010W	XP_001594766.1
2227	OG0002227	YML012W	XP_001588872.1
2228	OG0002228	YML014W	XP_001597662.1
2229	OG0002229	YML018C	XP_001595041.1
2230	OG0002230	YML020W	XP_001595033.1
2231	OG0002231	YML021C	XP_001593347.1
2232	OG0002232	YML022W	XP_001592766.1
2233	OG0002233	YML025C	XP_001595160.1
2234	OG0002234	YML030W	XP_001586015.1
2235	OG0002235	YML032C	XP_001588192.1
2236	OG0002236	YML035C	XP_001591227.1
2237	OG0002237	YML036W	XP_001587061.1
2238	OG0002238	YML038C	XP_001589244.1
2239	OG0002239	YML042W	XP_001585822.1
2240	OG0002240	YML046W	XP_001594962.1
2241	OG0002241	YML049C	XP_001591524.1
2242	OG0002242	YML050W	XP_001597949.1
2243	OG0002243	YML054C	XP_001586004.1
2244	OG0002244	YML055W	XP_001591114.1
2245	OG0002245	YML056C	XP_001587025.1
2246	OG0002246	YML059C	XP_001585957.1
2247	OG0002247	YML060W	XP_001596755.1
2248	OG0002248	YML061C	XP_001595251.1
2249	OG0002249	YML064C	XP_001597963.1
2250	OG0002250	YML065W	XP_001592673.1
2251	OG0002251	YML067C	XP_001598887.1
2252	OG0002252	YML069W	XP_001591770.1
2253	OG0002253	YML070W	XP_001595166.1
2254	OG0002254	YML077W	XP_001598503.1
2255	OG0002255	YML079W	XP_001593766.1
2256	OG0002256	YML080W	XP_001586655.1
2257	OG0002257	YML081C-A	XP_001589722.1
2258	OG0002258	YML085C	XP_001597354.1
2259	OG0002259	YML086C	XP_001584905.1
2260	OG0002260	YML092C	XP_001588838.1
2261	OG0002261	YML093W	XP_001598231.1
2262	OG0002262	YML094W	XP_001592670.1
2263	OG0002263	YML095C	XP_001584634.1
2264	OG0002264	YML096W	XP_001592363.1
2265	OG0002265	YML097C	XP_001592364.1
2266	OG0002266	YML098W	XP_001588325.1
2267	OG0002267	YML102W	XP_001589532.1
2268	OG0002268	YML103C	XP_001587318.1
2269	OG0002269	YML104C	XP_001584657.1
2270	OG0002270	YML105C	XP_001598292.1
2271	OG0002271	YML110C	XP_001596001.1
2272	OG0002272	YML121W	XP_001597806.1
2273	OG0002273	YML123C	XP_001587942.1
2274	OG0002274	YML126C	XP_001584664.1
2275	OG0002275	YML127W	XP_001596218.1
2276	OG0002276	YML128C	XP_001592524.1
2277	OG0002277	YML130C	XP_001592723.1
2278	OG0002278	YML131W	XP_001587816.1
2279	OG0002279	YMR002W	XP_001586070.1
2280	OG0002280	YMR004W	XP_001595469.1
2281	OG0002281	YMR009W	XP_001598215.1
2282	OG0002282	YMR010W	XP_001597618.1
2283	OG0002283	YMR012W	XP_001591546.1
2284	OG0002284	YMR013C	XP_001587984.1
2285	OG0002285	YMR015C	XP_001589199.1
2286	OG0002286	YMR020W	XP_001591821.1
2287	OG0002287	YMR022W	XP_001597308.1
2288	OG0002288	YMR023C	XP_001590251.1
2289	OG0002289	YMR024W	XP_001585819.1
2290	OG0002290	YMR026C	XP_001585178.1
2291	OG0002291	YMR027W	XP_001586476.1
2292	OG0002292	YMR028W	XP_001585180.1
2293	OG0002293	YMR033W	XP_001594523.1
2294	OG0002294	YMR035W	XP_001585949.1
2295	OG0002295	YMR036C	XP_001589264.1
2296	OG0002296	YMR038C	XP_001598016.1
2297	OG0002297	YMR039C	XP_001588172.1
2298	OG0002298	YMR041C	XP_001594930.1
2299	OG0002299	YMR043W	XP_001594158.1
2300	OG0002300	YMR048W	XP_001587463.1
2301	OG0002301	YMR049C	XP_001592433.1
2302	OG0002302	YMR055C	XP_001584770.1
2303	OG0002303	YMR058W	XP_001597433.1
2304	OG0002304	YMR059W	XP_001591540.1
2305	OG0002305	YMR060C	XP_001585893.1
2306	OG0002306	YMR061W	XP_001586692.1
2307	OG0002307	YMR062C	XP_001598532.1
2308	OG0002308	YMR063W	XP_001594518.1
2309	OG0002309	YMR071C	XP_001592409.1
2310	OG0002310	YMR073C	XP_001596435.1
2311	OG0002311	YMR074C	XP_001586074.1
2312	OG0002312	YMR075W	XP_001585440.1
2313	OG0002313	YMR076C	XP_001585442.1
2314	OG0002314	YMR077C	XP_001588653.1
2315	OG0002315	YMR078C	XP_001597710.1
2316	OG0002316	YMR079W	XP_001586791.1
2317	OG0002317	YMR080C	XP_001598882.1
2318	OG0002318	YMR089C	XP_001598464.1
2319	OG0002319	YMR091C	XP_001596931.1
2320	OG0002320	YMR092C	XP_001593808.1
2321	OG0002321	YMR093W	XP_001593556.1
2322	OG0002322	YMR096W	XP_001598221.1
2323	OG0002323	YMR097C	XP_001598622.1
2324	OG0002324	YMR099C	XP_001594373.1
2325	OG0002325	YMR100W	XP_001587555.1
2326	OG0002326	YMR105C	XP_001592234.1
2327	OG0002327	YMR108W	XP_001592310.1
2328	OG0002328	YMR109W	XP_001592741.1
2329	OG0002329	YMR110C	XP_001588352.1
2330	OG0002330	YMR114C	XP_001598800.1
2331	OG0002331	YMR116C	XP_001598811.1
2332	OG0002332	YMR117C	XP_001597706.1
2333	OG0002333	YMR120C	XP_001586294.1
2334	OG0002334	YMR121C	XP_001588964.1
2335	OG0002335	YMR123W	XP_001584808.1
2336	OG0002336	YMR128W	XP_001590077.1
2337	OG0002337	YMR129W	XP_001587727.1
2338	OG0002338	YMR131C	XP_001595472.1
2339	OG0002339	YMR132C	XP_001588664.1
2340	OG0002340	YMR137C	XP_001597515.1
2341	OG0002341	YMR139W	XP_001590314.1
2342	OG0002342	YMR140W	XP_001594929.1
2343	OG0002343	YMR145C	XP_001595102.1
2344	OG0002344	YMR146C	XP_001595804.1
2345	OG0002345	YMR155W	XP_001590961.1
2346	OG0002346	YMR158W	XP_001596432.1
2347	OG0002347	YMR159C	XP_001595039.1
2348	OG0002348	YMR161W	XP_001595849.1
2349	OG0002349	YMR162C	XP_001587643.1
2350	OG0002350	YMR165C	XP_001593253.1
2351	OG0002351	YMR166C	XP_001585958.1
2352	OG0002352	YMR167W	XP_001590867.1
2353	OG0002353	YMR171C	XP_001591953.1
2354	OG0002354	YMR178W	XP_001585231.1
2355	OG0002355	YMR186W	XP_001591945.1
2356	OG0002356	YMR188C	XP_001591344.1
2357	OG0002357	YMR189W	XP_001595388.1
2358	OG0002358	YMR190C	XP_001594693.1
2359	OG0002359	YMR193W	XP_001590399.1
2360	OG0002360	YMR196W	XP_001593936.1
2361	OG0002361	YMR197C	XP_001584747.1
2362	OG0002362	YMR200W	XP_001589325.1
2363	OG0002363	YMR201C	XP_001597839.1
2364	OG0002364	YMR202W	XP_001592497.1
2365	OG0002365	YMR203W	XP_001590323.1
2366	OG0002366	YMR205C	XP_001587610.1
2367	OG0002367	YMR208W	XP_001593159.1
2368	OG0002368	YMR210W	XP_001598351.1
2369	OG0002369	YMR211W	XP_001591912.1
2370	OG0002370	YMR212C	XP_001593755.1
2371	OG0002371	YMR213W	XP_001590884.1
2372	OG0002372	YMR214W	XP_001593465.1
2373	OG0002373	YMR215W	XP_001596154.1
2374	OG0002374	YMR216C	XP_001595188.1
2375	OG0002375	YMR217W	XP_001595541.1
2376	OG0002376	YMR220W	XP_001590896.1
2377	OG0002377	YMR221C	XP_001594428.1
2378	OG0002378	YMR223W	XP_001587814.1
2379	OG0002379	YMR224C	XP_001589845.1
2380	OG0002380	YMR226C	XP_001585237.1
2381	OG0002381	YMR227C	XP_001585067.1
2382	OG0002382	YMR229C	XP_001595034.1
2383	OG0002383	YMR231W	XP_001585578.1
2384	OG0002384	YMR234W	XP_001591012.1
2385	OG0002385	YMR235C	XP_001597525.1
2386	OG0002386	YMR236W	XP_001587240.1
2387	OG0002387	YMR240C	XP_001591163.1
2388	OG0002388	YMR241W	XP_001597430.1
2389	OG0002389	YMR247C	XP_001590942.1
2390	OG0002390	YMR250W	XP_001593622.1
2391	OG0002391	YMR259C	XP_001585464.1
2392	OG0002392	YMR260C	XP_001594171.1
2393	OG0002393	YMR262W	XP_001597704.1
2394	OG0002394	YMR263W	XP_001589106.1
2395	OG0002395	YMR265C	XP_001586780.1
2396	OG0002396	YMR266W	XP_001590678.1
2397	OG0002397	YMR268C	XP_001593549.1
2398	OG0002398	YMR272C	XP_001598357.1
2399	OG0002399	YMR274C	XP_001598342.1
2400	OG0002400	YMR276W	XP_001592738.1
2401	OG0002401	YMR277W	XP_001591354.1
2402	OG0002402	YMR280C	XP_001588792.1
2403	OG0002403	YMR281W	XP_001587613.1
2404	OG0002404	YMR283C	XP_001598434.1
2405	OG0002405	YMR284W	XP_001596497.1
2406	OG0002406	YMR286W	XP_001584725.1
2407	OG0002407	YMR287C	XP_001594439.1
2408	OG0002408	YMR288W	XP_001596870.1
2409	OG0002409	YMR290C	XP_001588603.1
2410	OG0002410	YMR292W	XP_001585976.1
2411	OG0002411	YMR293C	XP_001587341.1
2412	OG0002412	YMR296C	XP_001586993.1
2413	OG0002413	YMR297W	XP_001586513.1
2414	OG0002414	YMR300C	XP_001593872.1
2415	OG0002415	YMR301C	XP_001591297.1
2416	OG0002416	YMR302C	XP_001598405.1
2417	OG0002417	YMR304W	XP_001589407.1
2418	OG0002418	YMR307W	XP_001586988.1
2419	OG0002419	YMR308C	XP_001586922.1
2420	OG0002420	YMR309C	XP_001598007.1
2421	OG0002421	YMR314W	XP_001589995.1
2422	OG0002422	YMR315W	XP_001593666.1
2423	OG0002423	YMR318C	XP_001591689.1
2424	OG0002424	YNL001W	XP_001589880.1
2425	OG0002425	YNL003C	XP_001589872.1
2426	OG0002426	YNL005C	XP_001597672.1
2427	OG0002427	YNL006W	XP_001588387.1
2428	OG0002428	YNL007C	XP_001598546.1
2429	OG0002429	YNL010W	XP_001595556.1
2430	OG0002430	YNL011C	XP_001595284.1
2431	OG0002431	YNL014W	XP_001585264.1
2432	OG0002432	YNL015W	XP_001597399.1
2433	OG0002433	YNL016W	XP_001595250.1
2434	OG0002434	YNL021W	XP_001591174.1
2435	OG0002435	YNL022C	XP_001591917.1
2436	OG0002436	YNL023C	XP_001594243.1
2437	OG0002437	YNL024C	XP_001588375.1
2438	OG0002438	YNL024C-A	XP_001588324.1
2439	OG0002439	YNL025C	XP_001596042.1
2440	OG0002440	YNL026W	XP_001594561.1
2441	OG0002441	YNL027W	XP_001594868.1
2442	OG0002442	YNL032W	XP_001595847.1
2443	OG0002443	YNL036W	XP_001598060.1
2444	OG0002444	YNL037C	XP_001594353.1
2445	OG0002445	YNL039W	XP_001586634.1
2446	OG0002446	YNL040W	XP_001590925.1
2447	OG0002447	YNL041C	XP_001591330.1
2448	OG0002448	YNL044W	XP_001594346.1
2449	OG0002449	YNL045W	XP_001594084.1
2450	OG0002450	YNL048W	XP_001588492.1
2451	OG0002451	YNL049C	XP_001586835.1
2452	OG0002452	YNL051W	XP_001587830.1
2453	OG0002453	YNL054W	XP_001593574.1
2454	OG0002454	YNL059C	XP_001585974.1
2455	OG0002455	YNL061W	XP_001597896.1
2456	OG0002456	YNL062C	XP_001597639.1
2457	OG0002457	YNL064C	XP_001584823.1
2458	OG0002458	YNL069C	XP_001591799.1
2459	OG0002459	YNL071W	XP_001584977.1
2460	OG0002460	YNL072W	XP_001597442.1
2461	OG0002461	YNL075W	XP_001598883.1
2462	OG0002462	YNL081C	XP_001587975.1
2463	OG0002463	YNL082W	XP_001589152.1
2464	OG0002464	YNL083W	XP_001596041.1
2465	OG0002465	YNL084C	XP_001597121.1
2466	OG0002466	YNL085W	XP_001587538.1
2467	OG0002467	YNL088W	XP_001597734.1
2468	OG0002468	YNL090W	XP_001592330.1
2469	OG0002469	YNL091W	XP_001592331.1
2470	OG0002470	YNL092W	XP_001586550.1
2471	OG0002471	YNL094W	XP_001586552.1
2472	OG0002472	YNL097C	XP_001593181.1
2473	OG0002473	YNL102W	XP_001590014.1
2474	OG0002474	YNL104C	XP_001584922.1
2475	OG0002475	YNL107W	XP_001589030.1
2476	OG0002476	YNL110C	XP_001595803.1
2477	OG0002477	YNL111C	XP_001585515.1
2478	OG0002478	YNL112W	XP_001597985.1
2479	OG0002479	YNL118C	XP_001595403.1
2480	OG0002480	YNL119W	XP_001587368.1
2481	OG0002481	YNL123W	XP_001597748.1
2482	OG0002482	YNL124W	XP_001597177.1
2483	OG0002483	YNL126W	XP_001593810.1
2484	OG0002484	YNL127W	XP_001590338.1
2485	OG0002485	YNL128W	XP_001585725.1
2486	OG0002486	YNL129W	XP_001595739.1
2487	OG0002487	YNL131W	XP_001598196.1
2488	OG0002488	YNL132W	XP_001587121.1
2489	OG0002489	YNL136W	XP_001585836.1
2490	OG0002490	YNL137C	XP_001585821.1
2491	OG0002491	YNL138W	XP_001585810.1
2492	OG0002492	YNL139C	XP_001596503.1
2493	OG0002493	YNL141W	XP_001598731.1
2494	OG0002494	YNL142W	XP_001592360.1
2495	OG0002495	YNL147W	XP_001584841.1
2496	OG0002496	YNL152W	XP_001593797.1
2497	OG0002497	YNL153C	XP_001588508.1
2498	OG0002498	YNL154C	XP_001595729.1
2499	OG0002499	YNL155W	XP_001585269.1
2500	OG0002500	YNL161W	XP_001597001.1
2501	OG0002501	YNL163C	XP_001595276.1
2502	OG0002502	YNL168C	XP_001594644.1
2503	OG0002503	YNL169C	XP_001591564.1
2504	OG0002504	YNL172W	XP_001586897.1
2505	OG0002505	YNL175C	XP_001593499.1
2506	OG0002506	YNL177C	XP_001593550.1
2507	OG0002507	YNL178W	XP_001591676.1
2508	OG0002508	YNL181W	XP_001590511.1
2509	OG0002509	YNL183C	XP_001590754.1
2510	OG0002510	YNL185C	XP_001590755.1
2511	OG0002511	YNL189W	XP_001587480.1
2512	OG0002512	YNL191W	XP_001587567.1
2513	OG0002513	YNL192W	XP_001593534.1
2514	OG0002514	YNL193W	XP_001591772.1
2515	OG0002515	YNL200C	XP_001587427.1
2516	OG0002516	YNL201C	XP_001585998.1
2517	OG0002517	YNL202W	XP_001594822.1
2518	OG0002518	YNL206C	XP_001595888.1
2519	OG0002519	YNL207W	XP_001590865.1
2520	OG0002520	YNL209W	XP_001592724.1
2521	OG0002521	YNL212W	XP_001591343.1
2522	OG0002522	YNL213C	XP_001593915.1
2523	OG0002523	YNL217W	XP_001595042.1
2524	OG0002524	YNL219C	XP_001597178.1
2525	OG0002525	YNL220W	XP_001593669.1
2526	OG0002526	YNL221C	XP_001593837.1
2527	OG0002527	YNL222W	XP_001593093.1
2528	OG0002528	YNL223W	XP_001587722.1
2529	OG0002529	YNL224C	XP_001587721.1
2530	OG0002530	YNL227C	XP_001587723.1
2531	OG0002531	YNL231C	XP_001595497.1
2532	OG0002532	YNL232W	XP_001595167.1
2533	OG0002533	YNL233W	XP_001586656.1
2534	OG0002534	YNL237W	XP_001591598.1
2535	OG0002535	YNL238W	XP_001593105.1
2536	OG0002536	YNL239W	XP_001595437.1
2537	OG0002537	YNL240C	XP_001597008.1
2538	OG0002538	YNL241C	XP_001586308.1
2539	OG0002539	YNL242W	XP_001598791.1
2540	OG0002540	YNL243W	XP_001594200.1
2541	OG0002541	YNL244C	XP_001594187.1
2542	OG0002542	YNL245C	XP_001596548.1
2543	OG0002543	YNL246W	XP_001592217.1
2544	OG0002544	YNL247W	XP_001597489.1
2545	OG0002545	YNL248C	XP_001598166.1
2546	OG0002546	YNL250W	XP_001587209.1
2547	OG0002547	YNL251C	XP_001597432.1
2548	OG0002548	YNL252C	XP_001585417.1
2549	OG0002549	YNL256W	XP_001584567.1
2550	OG0002550	YNL259C	XP_001588441.1
2551	OG0002551	YNL261W	XP_001591161.1
2552	OG0002552	YNL262W	XP_001586904.1
2553	OG0002553	YNL263C	XP_001593624.1
2554	OG0002554	YNL265C	XP_001597764.1
2555	OG0002555	YNL267W	XP_001589078.1
2556	OG0002556	YNL271C	XP_001590221.1
2557	OG0002557	YNL272C	XP_001594208.1
2558	OG0002558	YNL273W	XP_001598584.1
2559	OG0002559	YNL274C	XP_001592490.1
2560	OG0002560	YNL275W	XP_001598460.1
2561	OG0002561	YNL277W	XP_001596504.1
2562	OG0002562	YNL279W	XP_001584686.1
2563	OG0002563	YNL280C	XP_001591653.1
2564	OG0002564	YNL284C	XP_001595467.1
2565	OG0002565	YNL286W	XP_001592496.1
2566	OG0002566	YNL287W	XP_001596335.1
2567	OG0002567	YNL288W	XP_001586165.1
2568	OG0002568	YNL289W	XP_001598237.1
2569	OG0002569	YNL290W	XP_001597346.1
2570	OG0002570	YNL291C	XP_001598488.1
2571	OG0002571	YNL292W	XP_001587540.1
2572	OG0002572	YNL294C	XP_001595109.1
2573	OG0002573	YNL297C	XP_001594926.1
2574	OG0002574	YNL298W	XP_001598548.1
2575	OG0002575	YNL305C	XP_001595227.1
2576	OG0002576	YNL306W	XP_001592248.1
2577	OG0002577	YNL308C	XP_001591959.1
2578	OG0002578	YNL310C	XP_001585744.1
2579	OG0002579	YNL312W	XP_001590575.1
2580	OG0002580	YNL313C	XP_001595600.1
2581	OG0002581	YNL315C	XP_001586225.1
2582	OG0002582	YNL316C	XP_001598523.1
2583	OG0002583	YNL317W	XP_001585329.1
2584	OG0002584	YNL320W	XP_001594238.1
2585	OG0002585	YNL321W	XP_001597449.1
2586	OG0002586	YNL325C	XP_001590559.1
2587	OG0002587	YNL326C	XP_001587356.1
2588	OG0002588	YNL329C	XP_001597247.1
2589	OG0002589	YNL330C	XP_001592901.1
2590	OG0002590	YNR001C	XP_001597431.1
2591	OG0002591	YNR003C	XP_001593363.1
2592	OG0002592	YNR006W	XP_001596047.1
2593	OG0002593	YNR007C	XP_001587350.1
2594	OG0002594	YNR008W	XP_001587895.1
2595	OG0002595	YNR011C	XP_001588001.1
2596	OG0002596	YNR012W	XP_001590640.1
2597	OG0002597	YNR013C	XP_001595808.1
2598	OG0002598	YNR015W	XP_001594980.1
2599	OG0002599	YNR016C	XP_001592109.1
2600	OG0002600	YNR017W	XP_001585463.1
2601	OG0002601	YNR018W	XP_001592921.1
2602	OG0002602	YNR020C	XP_001589889.1
2603	OG0002603	YNR021W	XP_001589040.1
2604	OG0002604	YNR029C	XP_001589337.1
2605	OG0002605	YNR030W	XP_001589377.1
2606	OG0002606	YNR032C-A	XP_001587185.1
2607	OG0002607	YNR032W	XP_001590773.1
2608	OG0002608	YNR033W	XP_001589997.1
2609	OG0002609	YNR035C	XP_001596871.1
2610	OG0002610	YNR036C	XP_001595560.1
2611	OG0002611	YNR037C	XP_001589846.1
2612	OG0002612	YNR038W	XP_001588528.1
2613	OG0002613	YNR039C	XP_001587565.1
2614	OG0002614	YNR043W	XP_001595868.1
2615	OG0002615	YNR046W	XP_001596834.1
2616	OG0002616	YNR050C	XP_001585697.1
2617	OG0002617	YNR052C	XP_001586473.1
2618	OG0002618	YNR053C	XP_001596313.1
2619	OG0002619	YNR054C	XP_001585015.1
2620	OG0002620	YNR055C	XP_001591820.1
2621	OG0002621	YNR063W	XP_001592635.1
2622	OG0002622	YNR064C	XP_001589815.1
2623	OG0002623	YOL001W	XP_001595656.1
2624	OG0002624	YOL002C	XP_001592564.1
2625	OG0002625	YOL003C	XP_001592746.1
2626	OG0002626	YOL004W	XP_001593295.1
2627	OG0002627	YOL005C	XP_001593192.1
2628	OG0002628	YOL006C	XP_001589383.1
2629	OG0002629	YOL009C	XP_001593217.1
2630	OG0002630	YOL010W	XP_001594629.1
2631	OG0002631	YOL012C	XP_001597856.1
2632	OG0002632	YOL013C	XP_001591979.1
2633	OG0002633	YOL016C	XP_001589386.1
2634	OG0002634	YOL018C	XP_001589036.1
2635	OG0002635	YOL021C	XP_001597366.1
2636	OG0002636	YOL022C	XP_001587758.1
2637	OG0002637	YOL023W	XP_001586705.1
2638	OG0002638	YOL030W	XP_001588805.1
2639	OG0002639	YOL032W	XP_001590737.1
2640	OG0002640	YOL033W	XP_001595260.1
2641	OG0002641	YOL034W	XP_001593826.1
2642	OG0002642	YOL038W	XP_001591078.1
2643	OG0002643	YOL040C	XP_001597504.1
2644	OG0002644	YOL049W	XP_001591994.1
2645	OG0002645	YOL052C	XP_001597551.1
2646	OG0002646	YOL057W	XP_001596962.1
2647	OG0002647	YOL058W	XP_001594845.1
2648	OG0002648	YOL060C	XP_001589813.1
2649	OG0002649	YOL061W	XP_001587203.1
2650	OG0002650	YOL062C	XP_001592075.1
2651	OG0002651	YOL064C	XP_001595976.1
2652	OG0002652	YOL069W	XP_001590777.1
2653	OG0002653	YOL071W	XP_001588597.1
2654	OG0002654	YOL073C	XP_001593268.1
2655	OG0002655	YOL075C	XP_001586768.1
2656	OG0002656	YOL077C	XP_001597903.1
2657	OG0002657	YOL078W	XP_001585341.1
2658	OG0002658	YOL080C	XP_001585289.1
2659	OG0002659	YOL086W-A	XP_001598317.1
2660	OG0002660	YOL090W	XP_001586769.1
2661	OG0002661	YOL093W	XP_001586770.1
2662	OG0002662	YOL094C	XP_001598347.1
2663	OG0002663	YOL096C	XP_001587379.1
2664	OG0002664	YOL097C	XP_001585393.1
2665	OG0002665	YOL098C	XP_001596846.1
2666	OG0002666	YOL102C	XP_001591508.1
2667	OG0002667	YOL107W	XP_001588754.1
2668	OG0002668	YOL108C	XP_001592857.1
2669	OG0002669	YOL112W	XP_001596902.1
2670	OG0002670	YOL122C	XP_001598366.1
2671	OG0002671	YOL123W	XP_001593792.1
2672	OG0002672	YOL124C	XP_001592505.1
2673	OG0002673	YOL127W	XP_001597937.1
2674	OG0002674	YOL129W	XP_001589977.1
2675	OG0002675	YOL133W	XP_001597941.1
2676	OG0002676	YOL137W	XP_001585432.1
2677	OG0002677	YOL138C	XP_001593112.1
2678	OG0002678	YOL139C	XP_001594899.1
2679	OG0002679	YOL140W	XP_001588228.1
2680	OG0002680	YOL141W	XP_001589863.1
2681	OG0002681	YOL142W	XP_001589558.1
2682	OG0002682	YOL143C	XP_001594871.1
2683	OG0002683	YOL145C	XP_001591570.1
2684	OG0002684	YOL146W	XP_001593323.1
2685	OG0002685	YOL147C	XP_001596193.1
2686	OG0002686	YOL152W	XP_001593986.1
2687	OG0002687	YOL154W	XP_001590788.1
2688	OG0002688	YOL164W	XP_001587656.1
2689	OG0002689	YOR001W	XP_001586853.1
2690	OG0002690	YOR005C	XP_001595253.1
2691	OG0002691	YOR006C	XP_001586709.1
2692	OG0002692	YOR007C	XP_001592251.1
2693	OG0002693	YOR014W	XP_001591242.1
2694	OG0002694	YOR017W	XP_001598353.1
2695	OG0002695	YOR020C	XP_001590752.1
2696	OG0002696	YOR021C	XP_001588108.1
2697	OG0002697	YOR022C	XP_001588142.1
2698	OG0002698	YOR025W	XP_001595591.1
2699	OG0002699	YOR027W	XP_001593091.1
2700	OG0002700	YOR028C	XP_001585973.1
2701	OG0002701	YOR032C	XP_001595191.1
2702	OG0002702	YOR035C	XP_001585542.1
2703	OG0002703	YOR036W	XP_001595887.1
2704	OG0002704	YOR038C	XP_001594254.1
2705	OG0002705	YOR039W	XP_001592509.1
2706	OG0002706	YOR042W	XP_001588669.1
2707	OG0002707	YOR043W	XP_001594827.1
2708	OG0002708	YOR046C	XP_001588744.1
2709	OG0002709	YOR048C	XP_001585658.1
2710	OG0002710	YOR052C	XP_001598792.1
2711	OG0002711	YOR056C	XP_001591247.1
2712	OG0002712	YOR057W	XP_001597333.1
2713	OG0002713	YOR058C	XP_001595258.1
2714	OG0002714	YOR059C	XP_001588727.1
2715	OG0002715	YOR061W	XP_001587211.1
2716	OG0002716	YOR063W	XP_001598836.1
2717	OG0002717	YOR064C	XP_001594430.1
2718	OG0002718	YOR065W	XP_001586215.1
2719	OG0002719	YOR067C	XP_001585422.1
2720	OG0002720	YOR069W	XP_001591940.1
2721	OG0002721	YOR070C	XP_001593790.1
2722	OG0002722	YOR074C	XP_001590716.1
2723	OG0002723	YOR077W	XP_001598476.1
2724	OG0002724	YOR079C	XP_001588995.1
2725	OG0002725	YOR084W	XP_001584652.1
2726	OG0002726	YOR087W	XP_001590401.1
2727	OG0002727	YOR089C	XP_001591958.1
2728	OG0002728	YOR090C	XP_001588439.1
2729	OG0002729	YOR091W	XP_001585582.1
2730	OG0002730	YOR093C	XP_001591966.1
2731	OG0002731	YOR095C	XP_001590668.1
2732	OG0002732	YOR099W	XP_001595561.1
2733	OG0002733	YOR100C	XP_001596796.1
2734	OG0002734	YOR101W	XP_001585233.1
2735	OG0002735	YOR103C	XP_001594609.1
2736	OG0002736	YOR111W	XP_001592859.1
2737	OG0002737	YOR112W	XP_001588274.1
2738	OG0002738	YOR113W	XP_001589986.1
2739	OG0002739	YOR115C	XP_001590214.1
2740	OG0002740	YOR116C	XP_001588093.1
2741	OG0002741	YOR117W	XP_001596943.1
2742	OG0002742	YOR118W	XP_001586014.1
2743	OG0002743	YOR119C	XP_001592182.1
2744	OG0002744	YOR123C	XP_001592451.1
2745	OG0002745	YOR124C	XP_001587779.1
2746	OG0002746	YOR125C	XP_001593538.1
2747	OG0002747	YOR128C	XP_001589269.1
2748	OG0002748	YOR129C	XP_001591859.1
2749	OG0002749	YOR130C	XP_001597625.1
2750	OG0002750	YOR131C	XP_001588348.1
2751	OG0002751	YOR132W	XP_001589695.1
2752	OG0002752	YOR134W	XP_001587320.1
2753	OG0002753	YOR136W	XP_001589323.1
2754	OG0002754	YOR141C	XP_001591842.1
2755	OG0002755	YOR142W	XP_001592076.1
2756	OG0002756	YOR143C	XP_001595542.1
2757	OG0002757	YOR144C	XP_001598737.1
2758	OG0002758	YOR145C	XP_001594483.1
2759	OG0002759	YOR149C	XP_001598453.1
2760	OG0002760	YOR150W	XP_001598017.1
2761	OG0002761	YOR151C	XP_001598796.1
2762	OG0002762	YOR153W	XP_001596191.1
2763	OG0002763	YOR154W	XP_001598225.1
2764	OG0002764	YOR155C	XP_001587339.1
2765	OG0002765	YOR157C	XP_001584802.1
2766	OG0002766	YOR159C	XP_001589327.1
2767	OG0002767	YOR160W	XP_001589328.1
2768	OG0002768	YOR163W	XP_001588950.1
2769	OG0002769	YOR164C	XP_001590066.1
2770	OG0002770	YOR165W	XP_001591234.1
2771	OG0002771	YOR168W	XP_001585249.1
2772	OG0002772	YOR175C	XP_001598340.1
2773	OG0002773	YOR176W	XP_001596496.1
2774	OG0002774	YOR181W	XP_001594170.1
2775	OG0002775	YOR184W	XP_001590284.1
2776	OG0002776	YOR187W	XP_001597967.1
2777	OG0002777	YOR188W	XP_001593355.1
2778	OG0002778	YOR191W	XP_001587391.1
2779	OG0002779	YOR194C	XP_001592807.1
2780	OG0002780	YOR196C	XP_001589458.1
2781	OG0002781	YOR197W	XP_001587752.1
2782	OG0002782	YOR198C	XP_001596787.1
2783	OG0002783	YOR201C	XP_001595782.1
2784	OG0002784	YOR202W	XP_001598349.1
2785	OG0002785	YOR206W	XP_001593219.1
2786	OG0002786	YOR207C	XP_001595664.1
2787	OG0002787	YOR209C	XP_001594916.1
