	OrthologID	Ogataea_polymorpha	Saccharomyces_cerevisiae
62	OG0000062	augustus_masked-scaffold_3-processed-gene-10.87-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.87&CDS=1-3555, augustus_masked-scaffold_4-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.100&CDS=1-5199, genemark-scaffold_7-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.115&CDS=1-2061	YBR245C, YFR038W
63	OG0000063	genemark-scaffold_6-processed-gene-4.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.6&CDS=1-1383, maker-scaffold_3-snap-gene-11.65-mRNA-1_1&gene=maker-scaffold_3-snap-gene-11.65&CDS=1-1155, maker-scaffold_4-augustus-gene-8.45-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-8.45&CDS=1-2586	YER133W, YML016C
64	OG0000064	genemark-scaffold_4-processed-gene-6.169-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.169&CDS=1-633, maker-scaffold_4-snap-gene-2.73-mRNA-1_1&gene=maker-scaffold_4-snap-gene-2.73&CDS=1-309, snap_masked-scaffold_5-processed-gene-6.159-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.159&CDS=1-1353	YGR201C, YPL048W
65	OG0000065	augustus_masked-scaffold_5-processed-gene-11.203-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.203&CDS=1-1278, snap_masked-scaffold_4-processed-gene-8.89-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.89&CDS=1-1101	YBL056W, YBR125C, YER089C
66	OG0000066	genemark-scaffold_4-processed-gene-10.140-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.140&CDS=1-939, genemark-scaffold_7-processed-gene-4.45-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.45&CDS=1-1362	YJL137C, YKR058W, YOR320C
67	OG0000067	augustus_masked-scaffold_5-processed-gene-11.162-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.162&CDS=1-5205, genemark-scaffold_4-processed-gene-10.180-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-10.180&CDS=1-1380	YOR227W, YOR244W, YPL137C
68	OG0000068	genemark-scaffold_4-processed-gene-12.80-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-12.80&CDS=1-1620	YCL069W, YGR224W, YKR105C, YPR198W
69	OG0000069	augustus_masked-scaffold_5-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.107&CDS=1-3591, genemark-scaffold_5-processed-gene-5.127-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-5.127&CDS=1-1440, genemark-scaffold_6-processed-gene-8.183-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.183&CDS=1-768	YDL238C, YKL071W
70	OG0000070	augustus_masked-scaffold_5-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.149&CDS=1-927, augustus_masked-scaffold_7-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.99&CDS=1-5277	YGL027C, YHL033C, YLL045C
71	OG0000071	augustus_masked-scaffold_2-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.86&CDS=1-2082, augustus_masked-scaffold_2-processed-gene-8.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.60&CDS=1-2652, genemark-scaffold_1-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.44&CDS=1-1242	YGR220C
72	OG0000072	genemark-scaffold_1-processed-gene-0.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.46&CDS=1-1560, genemark-scaffold_2-processed-gene-6.175-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.175&CDS=1-1290	YKL133C, YMR115W
73	OG0000073	augustus_masked-scaffold_3-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.161&CDS=1-2343, snap_masked-scaffold_1-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.82&CDS=1-258	YGR037C, YML007W
74	OG0000074	genemark-scaffold_1-processed-gene-2.110-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.110&CDS=1-1638, maker-scaffold_5-snap-gene-2.76-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.76&CDS=1-1548	YGL003C, YGL116W
75	OG0000075	maker-scaffold_1-snap-gene-5.189-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.189&CDS=1-1722, snap_masked-scaffold_1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.51&CDS=1-1980	YBR195C, YEL056W
76	OG0000076	genemark-scaffold_1-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.29&CDS=1-2124, genemark-scaffold_6-processed-gene-3.53-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.53&CDS=1-2406	YHR028C, YOR219C
77	OG0000077	genemark-scaffold_1-processed-gene-14.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.63&CDS=1-1935, snap_masked-scaffold_1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.111&CDS=1-1542	YMR008C, YNL012W
78	OG0000078	genemark-scaffold_1-processed-gene-5.132-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.132&CDS=1-1683, snap_masked-scaffold_4-processed-gene-11.119-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.119&CDS=1-1554	YDL091C, YML013W
79	OG0000079	augustus_masked-scaffold_1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.40&CDS=1-2583, augustus_masked-scaffold_4-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.100&CDS=1-1866	YBL016W, YGR040W
80	OG0000080	augustus_masked-scaffold_1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.110&CDS=1-11118, snap_masked-scaffold_5-processed-gene-11.233-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.233&CDS=1-4755	YGR100W, YLR454W
81	OG0000081	genemark-scaffold_1-processed-gene-6.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.52&CDS=1-3414, snap_masked-scaffold_7-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.73&CDS=1-6702	YJL130C, YJR109C
82	OG0000082	augustus_masked-scaffold_1-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.115&CDS=1-4074, maker-scaffold_3-snap-gene-3.185-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.185&CDS=1-1572	YNL202W, YPL092W
83	OG0000083	snap_masked-scaffold_1-processed-gene-7.11-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.11&CDS=1-1053, snap_masked-scaffold_3-processed-gene-12.342-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.342&CDS=1-930	YDL216C, YFR004W
84	OG0000084	genemark-scaffold_1-processed-gene-7.164-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.164&CDS=1-1272, genemark-scaffold_4-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.24&CDS=1-2190	YGR052W, YHR082C
85	OG0000085	augustus_masked-scaffold_5-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.72&CDS=1-3102, snap_masked-scaffold_1-processed-gene-7.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.63&CDS=1-2184	YDR328C, YFL042C
86	OG0000086	augustus_masked-scaffold_1-processed-gene-8.139-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.139&CDS=1-4575, augustus_masked-scaffold_4-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.94&CDS=1-5868	YER017C, YKR001C
87	OG0000087	genemark-scaffold_5-processed-gene-8.164-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.164&CDS=1-1455, maker-scaffold_1-augustus-gene-8.181-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.181&CDS=1-2421	YLR300W, YOR190W
88	OG0000088	genemark-scaffold_1-processed-gene-12.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.52&CDS=1-2019, genemark-scaffold_1-processed-gene-9.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.16&CDS=1-2010	YAL054C, YLR153C
89	OG0000089	augustus_masked-scaffold_1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.63&CDS=1-6474, genemark-scaffold_5-processed-gene-4.145-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.145&CDS=1-1143	YJL116C, YPL217C
90	OG0000090	genemark-scaffold_4-processed-gene-11.43-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-11.43&CDS=1-1377, maker-scaffold_1-snap-gene-9.0-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.0&CDS=1-2478	YBR118W, YPR080W
91	OG0000091	genemark-scaffold_1-processed-gene-10.124-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.124&CDS=1-1458, genemark-scaffold_2-processed-gene-2.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.90&CDS=1-1413	YCL037C, YDR515W
92	OG0000092	maker-scaffold_1-augustus-gene-10.7-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.7&CDS=1-4086, snap_masked-scaffold_7-processed-gene-2.74-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-2.74&CDS=1-2889	YIL002C, YOR109W
93	OG0000093	maker-scaffold_1-augustus-gene-11.56-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.56&CDS=1-3555, maker-scaffold_5-augustus-gene-10.65-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-10.65&CDS=1-3537	YBR011C, YMR266W
94	OG0000094	genemark-scaffold_1-processed-gene-12.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.59&CDS=1-1587, genemark-scaffold_2-processed-gene-13.77-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.77&CDS=1-2253	YBR237W, YNL112W
95	OG0000095	genemark-scaffold_1-processed-gene-13.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.56&CDS=1-1239, snap_masked-scaffold_6-processed-gene-8.340-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.340&CDS=1-942	YDR463W, YHR006W
96	OG0000096	augustus_masked-scaffold_1-processed-gene-13.172-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.172&CDS=1-2721, genemark-scaffold_7-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.61&CDS=1-2715	YHR098C, YNL049C
97	OG0000097	genemark-scaffold_1-processed-gene-13.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.64&CDS=1-2136, genemark-scaffold_6-processed-gene-8.227-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.227&CDS=1-1878	YJR005W, YKL135C
98	OG0000098	augustus_masked-scaffold_1-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.34&CDS=1-3210, augustus_masked-scaffold_5-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.86&CDS=1-1251	YBL097W, YJR107W
99	OG0000099	augustus_masked-scaffold_4-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-12.38&CDS=1-5355, augustus_masked-scaffold_7-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.131&CDS=1-1380, genemark-scaffold_2-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-0.34&CDS=1-1410	YGR260W
100	OG0000100	snap_masked-scaffold_2-processed-gene-0.142-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.142&CDS=1-1212, snap_masked-scaffold_4-processed-gene-1.162-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.162&CDS=1-1329	YOL027C, YPR125W
101	OG0000101	genemark-scaffold_2-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-1.17&CDS=1-1032, maker-scaffold_4-augustus-gene-1.74-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-1.74&CDS=1-1992	YCR034W, YLR372W
102	OG0000102	genemark-scaffold_7-processed-gene-8.260-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.260&CDS=1-2475, maker-scaffold_2-augustus-gene-1.115-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-1.115&CDS=1-2835	YGR123C, YOL062C
103	OG0000103	genemark-scaffold_2-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-2.115&CDS=1-3663, genemark-scaffold_3-processed-gene-5.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-5.18&CDS=1-4383	YIL126W, YOR290C
104	OG0000104	augustus_masked-scaffold_2-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.26&CDS=1-3255, maker-scaffold_2-augustus-gene-3.83-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.83&CDS=1-4059	YHR135C, YNL154C
105	OG0000105	genemark-scaffold_2-processed-gene-13.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.90&CDS=1-408, genemark-scaffold_2-processed-gene-4.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-4.6&CDS=1-408	YBR010W, YNL031C
106	OG0000106	augustus_masked-scaffold_2-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.58&CDS=1-2700, augustus_masked-scaffold_4-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.1&CDS=1-4293	YLR174W, YNL009W
107	OG0000107	augustus_masked-scaffold_2-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.61&CDS=1-6138, genemark-scaffold_5-processed-gene-2.148-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.148&CDS=1-4605	YCL009C, YOR326W
108	OG0000108	augustus_masked-scaffold_6-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.99&CDS=1-3651, genemark-scaffold_4-processed-gene-11.34-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-11.34&CDS=1-1773, snap_masked-scaffold_2-processed-gene-4.148-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.148&CDS=1-2346	YBR132C
109	OG0000109	genemark-scaffold_2-processed-gene-5.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.103&CDS=1-1776	YOR389W, YPL277C, YPL278C
110	OG0000110	maker-scaffold_2-snap-gene-6.181-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.181&CDS=1-2883, snap_masked-scaffold_5-processed-gene-1.44-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.44&CDS=1-2178	YAR035W, YER024W
111	OG0000111	augustus_masked-scaffold_2-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.77&CDS=1-5424, genemark-scaffold_5-processed-gene-10.101-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-10.101&CDS=1-2904	YGR240C, YMR205C
112	OG0000112	genemark-scaffold_2-processed-gene-7.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.26&CDS=1-573, genemark-scaffold_4-processed-gene-7.104-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.104&CDS=1-570	YGL147C, YNL067W
113	OG0000113	augustus_masked-scaffold_7-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.89&CDS=1-2613, genemark-scaffold_2-processed-gene-8.186-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.186&CDS=1-1389	YLR212C, YOL119C
114	OG0000114	augustus_masked-scaffold_2-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.144&CDS=1-4899, genemark-scaffold_5-processed-gene-8.131-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.131&CDS=1-2268	YDR074W, YJR126C
115	OG0000115	augustus_masked-scaffold_7-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.92&CDS=1-3615, genemark-scaffold_2-processed-gene-9.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.117&CDS=1-2199	YAL023C, YGR199W
116	OG0000116	augustus_masked-scaffold_5-processed-gene-10.161-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.161&CDS=1-1827, genemark-scaffold_2-processed-gene-11.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.125&CDS=1-1476	YGR197C, YJR015W
117	OG0000117	genemark-scaffold_2-processed-gene-12.135-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.135&CDS=1-576, genemark-scaffold_6-processed-gene-8.203-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.203&CDS=1-1032, genemark-scaffold_7-processed-gene-1.130-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.130&CDS=1-2472	YOR380W
118	OG0000118	genemark-scaffold_2-processed-gene-13.59-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.59&CDS=1-960, genemark-scaffold_6-processed-gene-8.170-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.170&CDS=1-1530	YPL031C, YPR161C
119	OG0000119	maker-scaffold_2-augustus-gene-14.82-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-14.82&CDS=1-2190	YER056C, YER060W, YER060W-A
120	OG0000120	genemark-scaffold_4-processed-gene-12.124-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-12.124&CDS=1-1608, genemark-scaffold_6-processed-gene-8.237-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.237&CDS=1-1599, snap_masked-scaffold_2-processed-gene-14.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.71&CDS=1-1572	YLL055W
121	OG0000121	genemark-scaffold_3-processed-gene-0.72-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-0.72&CDS=1-810, genemark-scaffold_5-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.25&CDS=1-765	YCR010C, YNR002C
122	OG0000122	genemark-scaffold_3-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-1.42&CDS=1-2484, snap_masked-scaffold_4-processed-gene-11.108-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.108&CDS=1-2322	YBR073W, YGL163C
123	OG0000123	genemark-scaffold_3-processed-gene-2.77-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.77&CDS=1-984, snap_masked-scaffold_4-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.32&CDS=1-1035	YFL029C, YOR061W
124	OG0000124	genemark-scaffold_3-processed-gene-3.159-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.159&CDS=1-2370, genemark-scaffold_7-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.33&CDS=1-2286	YJL200C, YLR304C
125	OG0000125	genemark-scaffold_3-processed-gene-3.153-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-3.153&CDS=1-2190, genemark-scaffold_5-processed-gene-4.139-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.139&CDS=1-1590	YDR109C, YNL249C
126	OG0000126	genemark-scaffold_3-processed-gene-4.64-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.64&CDS=1-1407, maker-scaffold_5-augustus-gene-11.223-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-11.223&CDS=1-1536	YBR263W, YLR058C
127	OG0000127	genemark-scaffold_3-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.70&CDS=1-1170, snap_masked-scaffold_6-processed-gene-8.284-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.284&CDS=1-1206	YBR207W, YER145C
128	OG0000128	genemark-scaffold_3-processed-gene-6.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-6.91&CDS=1-471, genemark-scaffold_7-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.100&CDS=1-462	YDR178W, YLR164W
129	OG0000129	genemark-scaffold_3-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.109&CDS=1-2775, maker-scaffold_4-snap-gene-3.188-mRNA-1_1&gene=maker-scaffold_4-snap-gene-3.188&CDS=1-1017	YGR067C, YOL012C
130	OG0000130	genemark-scaffold_3-processed-gene-7.152-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.152&CDS=1-750	YFL060C, YMR095C, YNL334C
131	OG0000131	genemark-scaffold_3-processed-gene-7.125-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.125&CDS=1-918	YFL059W, YMR096W, YNL333W
132	OG0000132	maker-scaffold_3-snap-gene-9.8-mRNA-1_1&gene=maker-scaffold_3-snap-gene-9.8&CDS=1-666	YCL067C, YCR039C, YCR096C
133	OG0000133	genemark-scaffold_3-processed-gene-10.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.56&CDS=1-1098, genemark-scaffold_3-processed-gene-9.37-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.37&CDS=1-1920	YAL036C, YGR173W
134	OG0000134	augustus_masked-scaffold_3-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.29&CDS=1-3498, maker-scaffold_4-augustus-gene-4.98-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-4.98&CDS=1-5316	YDR490C, YPR033C
135	OG0000135	genemark-scaffold_4-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.17&CDS=1-1452, maker-scaffold_3-augustus-gene-11.190-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.190&CDS=1-3708	YNL238W, YNL239W
136	OG0000136	genemark-scaffold_4-processed-gene-11.32-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-11.32&CDS=1-2415, snap_masked-scaffold_3-processed-gene-12.253-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-12.253&CDS=1-2898	YBL063W, YEL061C
137	OG0000137	genemark-scaffold_3-processed-gene-12.75-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.75&CDS=1-537, genemark-scaffold_7-processed-gene-0.103-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.103&CDS=1-534	YER067W, YIL057C
138	OG0000138	augustus_masked-scaffold_7-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.125&CDS=1-1671, genemark-scaffold_3-processed-gene-12.56-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.56&CDS=1-693	YOR390W, YPL279C
139	OG0000139	genemark-scaffold_4-processed-gene-12.101-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-12.101&CDS=1-327, maker-scaffold_4-snap-gene-1.1-mRNA-1_1&gene=maker-scaffold_4-snap-gene-1.1&CDS=1-1647	YAL013W, YDR382W
140	OG0000140	genemark-scaffold_4-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.29&CDS=1-600, genemark-scaffold_4-processed-gene-1.50-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-1.50&CDS=1-774, genemark-scaffold_5-processed-gene-6.55-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-6.55&CDS=1-597	YDR032C
141	OG0000141	augustus_masked-scaffold_6-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.75&CDS=1-2517, genemark-scaffold_4-processed-gene-3.159-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.159&CDS=1-1194	YBR212W, YOR351C
142	OG0000142	augustus_masked-scaffold_4-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.36&CDS=1-1851, genemark-scaffold_6-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.24&CDS=1-1326	YHR030C, YPR054W
143	OG0000143	genemark-scaffold_4-processed-gene-6.168-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.168&CDS=1-3273	YDR038C, YDR039C, YDR040C
144	OG0000144	augustus_masked-scaffold_6-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.111&CDS=1-5271, genemark-scaffold_4-processed-gene-6.148-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.148&CDS=1-3450	YML072C, YOR086C
145	OG0000145	augustus_masked-scaffold_6-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.84&CDS=1-2952, genemark-scaffold_4-processed-gene-6.177-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.177&CDS=1-1623	YDL138W, YDL194W
146	OG0000146	augustus_masked-scaffold_5-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.79&CDS=1-2955, genemark-scaffold_4-processed-gene-7.103-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.103&CDS=1-1053	YDR388W, YKR066C
147	OG0000147	snap_masked-scaffold_4-processed-gene-7.146-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.146&CDS=1-6561, snap_masked-scaffold_5-processed-gene-4.56-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.56&CDS=1-6300	YER172C, YGR271W
148	OG0000148	genemark-scaffold_6-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.114&CDS=1-918, maker-scaffold_4-snap-gene-8.4-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.4&CDS=1-3537	YDR143C, YLR088W
