	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035302_Candida_fragi
50	OG0000050	YDR338C, YHR032W	snap_masked-flattened_line_22-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.128&CDS=1-1788, snap_masked-flattened_line_6-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.57&CDS=1-1698, snap_masked-flattened_line_98-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.114&CDS=1-1827
51	OG0000051	YDR385W, YKL173W, YOR133W	augustus_masked-flattened_line_82-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.24&CDS=1-2703, snap_masked-flattened_line_40-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.55&CDS=1-2526
52	OG0000052	YER045C, YIL036W, YNL167C	snap_masked-flattened_line_46-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.69&CDS=1-1407, snap_masked-flattened_line_6-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.73&CDS=1-2064
53	OG0000053	YER056C, YER060W, YER060W-A	snap_masked-flattened_line_78-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.77&CDS=1-1521, snap_masked-flattened_line_94-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.19&CDS=1-1554
54	OG0000054	YER133W, YML016C	genemark-flattened_line_38-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.118&CDS=1-1575, maker-flattened_line_52-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.76&CDS=1-1194, snap_masked-flattened_line_48-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.101&CDS=1-1548
55	OG0000055	YFL021W	snap_masked-flattened_line_0-processed-gene-3.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.87&CDS=1-1467, snap_masked-flattened_line_28-processed-gene-1.198-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.198&CDS=1-1944, snap_masked-flattened_line_34-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.81&CDS=1-1812, snap_masked-flattened_line_54-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.80&CDS=1-1443
56	OG0000056	YFR022W, YGR068C, YOR018W	snap_masked-flattened_line_112-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.3&CDS=1-2322, snap_masked-flattened_line_44-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.178&CDS=1-1902
57	OG0000057	YFR038W, YOR304W	maker-flattened_line_4-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.0&CDS=1-5304, snap_masked-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.94&CDS=1-3147, snap_masked-flattened_line_56-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.173&CDS=1-2304
58	OG0000058	YGR192C, YJL052W, YJR009C	augustus_masked-flattened_line_100-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.70&CDS=1-1041, snap_masked-flattened_line_0-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.68&CDS=1-1002
59	OG0000059	YGR197C, YJR015W	snap_masked-flattened_line_6-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.107&CDS=1-1545, snap_masked-flattened_line_86-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.123&CDS=1-1737, snap_masked-flattened_line_86-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.98&CDS=1-1920
60	OG0000060	YIL002C, YNL106C, YOR109W	maker-flattened_line_22-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.2&CDS=1-3873, snap_masked-flattened_line_18-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.133&CDS=1-3126
61	OG0000061	YIL166C	snap_masked-flattened_line_18-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.97&CDS=1-1659, snap_masked-flattened_line_2-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.94&CDS=1-1653, snap_masked-flattened_line_52-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.81&CDS=1-1671, snap_masked-flattened_line_76-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.12&CDS=1-1674
62	OG0000062	YIR013C, YLR013W	snap_masked-flattened_line_10-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.75&CDS=1-423, snap_masked-flattened_line_2-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.65&CDS=1-771, snap_masked-flattened_line_4-processed-gene-4.64-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.64&CDS=1-1053
63	OG0000063	YJL079C, YKR013W	snap_masked-flattened_line_34-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.25&CDS=1-888, snap_masked-flattened_line_36-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.27&CDS=1-708, snap_masked-flattened_line_98-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.85&CDS=1-675
64	OG0000064	YJR019C	snap_masked-flattened_line_2-processed-gene-3.2-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.2&CDS=1-1032, snap_masked-flattened_line_2-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.3&CDS=1-972, snap_masked-flattened_line_2-processed-gene-3.4-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.4&CDS=1-990, snap_masked-flattened_line_2-processed-gene-3.5-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.5&CDS=1-981
65	OG0000065	YKL128C	snap_masked-flattened_line_0-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.44&CDS=1-963, snap_masked-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.56&CDS=1-978, snap_masked-flattened_line_12-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.19&CDS=1-1056, snap_masked-flattened_line_16-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.23&CDS=1-954
66	OG0000066	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
67	OG0000067	YLR144C, YNR067C	maker-flattened_line_10-augustus-gene-2.328-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.328&CDS=1-4746, snap_masked-flattened_line_108-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.47&CDS=1-2271, snap_masked-flattened_line_42-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.107&CDS=1-2610
68	OG0000068	YLR155C, YLR157C, YLR158C, YLR160C	snap_masked-flattened_line_40-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.77&CDS=1-1152
69	OG0000069	YML072C, YNL087W, YOR086C	genemark-flattened_line_6-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.106&CDS=1-4857, maker-flattened_line_32-snap-gene-1.141-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.141&CDS=1-3489
70	OG0000070	YMR169C, YMR170C, YOR374W	maker-flattened_line_4-snap-gene-4.148-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-4.148&CDS=1-1929, snap_masked-flattened_line_58-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.142&CDS=1-1500
71	OG0000071	YMR303C, YOL086C	augustus_masked-flattened_line_28-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.42&CDS=1-2334, snap_masked-flattened_line_0-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.52&CDS=1-1044, snap_masked-flattened_line_84-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.33&CDS=1-1188
72	OG0000072	YOL087C, YOR272W	augustus_masked-flattened_line_78-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.132&CDS=1-3321, snap_masked-flattened_line_0-processed-gene-4.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.74&CDS=1-1398, snap_masked-flattened_line_12-processed-gene-2.76-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.76&CDS=1-924
73	OG0000073	YOL119C	augustus_masked-flattened_line_106-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.55&CDS=1-1407, snap_masked-flattened_line_18-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.88&CDS=1-1533, snap_masked-flattened_line_42-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.110&CDS=1-1404, snap_masked-flattened_line_56-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.162&CDS=1-1365
74	OG0000074	Q0105, Q0110, Q0115, Q0120	maker-flattened_line_174-snap-gene-0.23-mRNA-1_1&gene=maker-flattened_line_174-snap-gene-0.23&CDS=1-732
75	OG0000075	YAL023C, YGR199W	snap_masked-flattened_line_0-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.66&CDS=1-2274, snap_masked-flattened_line_6-processed-gene-3.136-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.136&CDS=1-2280
76	OG0000076	YAL054C, YLR153C	snap_masked-flattened_line_20-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.106&CDS=1-2016, snap_masked-flattened_line_6-processed-gene-3.97-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.97&CDS=1-2034
77	OG0000077	YAL067C, YGR065C	augustus_masked-flattened_line_36-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.63&CDS=1-1794, snap_masked-flattened_line_0-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.17&CDS=1-1674
78	OG0000078	YAR035W, YER024W	snap_masked-flattened_line_2-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.6&CDS=1-2499, snap_masked-flattened_line_6-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.85&CDS=1-2214
79	OG0000079	YAR066W, YHR214W, YIL169C, YOL155C	
80	OG0000080	YBL002W, YDR224C	augustus_masked-flattened_line_100-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.81&CDS=1-387, snap_masked-flattened_line_76-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.19&CDS=1-387
81	OG0000081	YBL003C, YDR225W	snap_masked-flattened_line_100-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.29&CDS=1-390, snap_masked-flattened_line_76-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.0&CDS=1-393
82	OG0000082	YBL011W, YKR067W	snap_masked-flattened_line_2-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.92&CDS=1-2088, snap_masked-flattened_line_2-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.38&CDS=1-2271
83	OG0000083	YBL032W, YBR233W	maker-flattened_line_18-snap-gene-2.58-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-2.58&CDS=1-1626, snap_masked-flattened_line_2-processed-gene-4.99-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.99&CDS=1-1140
84	OG0000084	YBL042C, YBR021W, YIR028W	maker-flattened_line_156-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_156-augustus-gene-0.7&CDS=1-3330
85	OG0000085	YBL089W, YER119C	snap_masked-flattened_line_0-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.87&CDS=1-1440, snap_masked-flattened_line_2-processed-gene-4.93-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.93&CDS=1-1254
86	OG0000086	YBR002C, YMR101C	augustus_masked-flattened_line_78-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.134&CDS=1-966, snap_masked-flattened_line_14-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.140&CDS=1-921
87	OG0000087	YBR009C, YNL030W	snap_masked-flattened_line_158-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.15&CDS=1-309, snap_masked-flattened_line_6-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.100&CDS=1-309
88	OG0000088	YBR025C, YHL014C	snap_masked-flattened_line_54-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.103&CDS=1-1185, snap_masked-flattened_line_68-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.97&CDS=1-1269
89	OG0000089	YBR033W, YKL038W	snap_masked-flattened_line_12-processed-gene-2.10-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.10&CDS=1-2649, snap_masked-flattened_line_56-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.164&CDS=1-2808
90	OG0000090	YBR057C	augustus_masked-flattened_line_32-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.178&CDS=1-1137, genemark-flattened_line_26-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.37&CDS=1-1578, maker-flattened_line_386-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_386-augustus-gene-0.0&CDS=1-267
91	OG0000091	YBR151W, YML050W	augustus_masked-flattened_line_2-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.107&CDS=1-861, snap_masked-flattened_line_76-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.5&CDS=1-921
92	OG0000092	YBR191W, YPL079W	snap_masked-flattened_line_10-processed-gene-2.5-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.5&CDS=1-480, snap_masked-flattened_line_34-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.32&CDS=1-480
93	OG0000093	YBR231C	augustus_masked-flattened_line_10-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.156&CDS=1-879, augustus_masked-flattened_line_18-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.53&CDS=1-267, augustus_masked-flattened_line_260-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_260-processed-gene-0.2&CDS=1-273
94	OG0000094	YBR237W, YNL112W	maker-flattened_line_12-snap-gene-2.97-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.97&CDS=1-1629, snap_masked-flattened_line_0-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.69&CDS=1-2559
95	OG0000095	YBR240C	augustus_masked-flattened_line_96-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.53&CDS=1-1017, genemark-flattened_line_54-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.36&CDS=1-1194, snap_masked-flattened_line_60-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.61&CDS=1-2415
96	OG0000096	YBR249C, YDR035W	maker-flattened_line_62-snap-gene-0.69-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.69&CDS=1-1116, snap_masked-flattened_line_22-processed-gene-1.134-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.134&CDS=1-1098
97	OG0000097	YBR263W, YLR058C	snap_masked-flattened_line_14-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.120&CDS=1-1410, snap_masked-flattened_line_86-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.125&CDS=1-1470
98	OG0000098	YCL027W, YDR162C	augustus_masked-flattened_line_88-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.36&CDS=1-1047, snap_masked-flattened_line_34-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.43&CDS=1-429
99	OG0000099	YCL064C, YIL167W	augustus_masked-flattened_line_24-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.79&CDS=1-990, snap_masked-flattened_line_24-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.145&CDS=1-1074
100	OG0000100	YCR010C, YNR002C	snap_masked-flattened_line_16-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.37&CDS=1-759, snap_masked-flattened_line_34-processed-gene-1.6-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.6&CDS=1-795
101	OG0000101	YCR102C, YLR460C, YNL134C	augustus_masked-flattened_line_22-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.72&CDS=1-1101
102	OG0000102	YDL020C	snap_masked-flattened_line_6-processed-gene-3.102-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.102&CDS=1-1512, snap_masked-flattened_line_66-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.34&CDS=1-1458, snap_masked-flattened_line_66-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.35&CDS=1-2529
103	OG0000103	YDL170W	genemark-flattened_line_94-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.52&CDS=1-1413, maker-flattened_line_64-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.71&CDS=1-2034, snap_masked-flattened_line_58-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.141&CDS=1-2406
104	OG0000104	YDL174C	augustus_masked-flattened_line_18-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.97&CDS=1-1749, augustus_masked-flattened_line_66-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.106&CDS=1-1671, snap_masked-flattened_line_12-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.17&CDS=1-1755
105	OG0000105	YDL216C, YFR004W	augustus_masked-flattened_line_48-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.40&CDS=1-1389, snap_masked-flattened_line_36-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.0&CDS=1-936
106	OG0000106	YDR037W, YNL073W	snap_masked-flattened_line_0-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.51&CDS=1-1743, snap_masked-flattened_line_22-processed-gene-2.154-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.154&CDS=1-1611
107	OG0000107	YDR075W, YNR032W	maker-flattened_line_20-snap-gene-1.93-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.93&CDS=1-918, snap_masked-flattened_line_86-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.106&CDS=1-1071
108	OG0000108	YDR109C, YNL249C	snap_masked-flattened_line_30-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.91&CDS=1-1629, snap_masked-flattened_line_56-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.167&CDS=1-2244
109	OG0000109	YDR131C, YJL149W	augustus_masked-flattened_line_20-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.75&CDS=1-1683, augustus_masked-flattened_line_94-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.80&CDS=1-336
110	OG0000110	YDR178W, YLR164W	augustus_masked-flattened_line_114-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.16&CDS=1-459, snap_masked-flattened_line_14-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.114&CDS=1-471
111	OG0000111	YDR256C, YGR088W	snap_masked-flattened_line_0-processed-gene-4.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.48&CDS=1-1461, snap_masked-flattened_line_26-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.3&CDS=1-1644
112	OG0000112	YDR363W	augustus_masked-flattened_line_112-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.62&CDS=1-960, augustus_masked-flattened_line_144-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.11&CDS=1-840, snap_masked-flattened_line_368-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_368-processed-gene-0.0&CDS=1-135
113	OG0000113	YDR391C, YOR012W, YOR013W	snap_masked-flattened_line_30-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.102&CDS=1-582
114	OG0000114	YDR398W, YHR196W	augustus_masked-flattened_line_0-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.97&CDS=1-1650, snap_masked-flattened_line_4-processed-gene-4.14-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.14&CDS=1-2010
