	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034646_Wickerhamiella_cacticola
36	OG0000036	YLR062C, YOR246C	genemark-flattened_line_12-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.119&CDS=1-966, genemark-flattened_line_72-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.40&CDS=1-1008, snap_masked-flattened_line_0-processed-gene-3.147-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.147&CDS=1-1338
37	OG0000037	YMR234W	augustus_masked-flattened_line_86-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.6&CDS=1-1125, genemark-flattened_line_0-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.13&CDS=1-504, genemark-flattened_line_22-processed-gene-1.246-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.246&CDS=1-486, maker-flattened_line_38-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.0&CDS=1-774
38	OG0000038	YOR166C	augustus_masked-flattened_line_20-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.96&CDS=1-1161, augustus_masked-flattened_line_304-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_304-processed-gene-0.5&CDS=1-921, maker-flattened_line_298-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_298-snap-gene-0.8&CDS=1-576, snap_masked-flattened_line_298-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_298-processed-gene-0.4&CDS=1-342
39	OG0000039	YPL150W, YPL153C	augustus_masked-flattened_line_9-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.11&CDS=1-1686, augustus_masked-flattened_line_9-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.9&CDS=1-2013, maker-flattened_line_9-snap-gene-3.67-mRNA-1_1&gene=maker-flattened_line_9-snap-gene-3.67&CDS=1-5040
40	OG0000040		augustus_masked-flattened_line_0-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.55&CDS=1-2109, augustus_masked-flattened_line_16-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.27&CDS=1-2094, augustus_masked-flattened_line_16-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.28&CDS=1-2106, augustus_masked-flattened_line_18-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.89&CDS=1-2040, snap_masked-flattened_line_80-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.57&CDS=1-2052
41	OG0000041	YBL002W, YDR224C	genemark-flattened_line_0-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.153&CDS=1-399, genemark-flattened_line_0-processed-gene-3.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.68&CDS=1-396
42	OG0000042	YBL003C, YDR225W	genemark-flattened_line_0-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.127&CDS=1-414, genemark-flattened_line_0-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.63&CDS=1-402
43	OG0000043	YBL029W, YDR013W	genemark-flattened_line_136-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.12&CDS=1-1338, maker-flattened_line_20-augustus-gene-0.164-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.164&CDS=1-1446
44	OG0000044	YBR008C	genemark-flattened_line_36-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.60&CDS=1-1617, genemark-flattened_line_50-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.99&CDS=1-1674, genemark-flattened_line_7-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.1&CDS=1-1671
45	OG0000045	YBR015C, YJL186W	snap_masked-flattened_line_4-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.44&CDS=1-1512, snap_masked-flattened_line_4-processed-gene-4.225-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.225&CDS=1-1536
46	OG0000046	YBR214W, YGL056C	genemark-flattened_line_46-processed-gene-0.210-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.210&CDS=1-1125, snap_masked-flattened_line_218-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_218-processed-gene-0.3&CDS=1-489
47	OG0000047	YCL026C-A, YCL026C-B	genemark-flattened_line_118-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.33&CDS=1-654, genemark-flattened_line_66-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.11&CDS=1-831
48	OG0000048	YCR010C, YNR002C	genemark-flattened_line_72-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.26&CDS=1-777, genemark-flattened_line_90-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.60&CDS=1-780
49	OG0000049	YCR095C, YNL099C	genemark-flattened_line_0-processed-gene-5.49-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.49&CDS=1-558, genemark-flattened_line_20-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.30&CDS=1-585
50	OG0000050	YDL022W, YOL059W	genemark-flattened_line_9-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.19&CDS=1-1116, genemark-flattened_line_9-processed-gene-3.44-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.44&CDS=1-1116
51	OG0000051	YDL057W, YPL184C	augustus_masked-flattened_line_122-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.43&CDS=1-1542, maker-flattened_line_32-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_32-augustus-gene-0.40&CDS=1-4101
52	OG0000052	YDL246C, YJR159W, YLR070C	genemark-flattened_line_26-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.227&CDS=1-1071
53	OG0000053	YDR038C, YDR039C, YDR040C	genemark-flattened_line_20-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.101&CDS=1-3123
54	OG0000054	YDR144C, YLR120C, YLR121C	genemark-flattened_line_32-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.55&CDS=1-1359
55	OG0000055	YDR312W, YHR066W	genemark-flattened_line_6-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.28&CDS=1-1188, genemark-flattened_line_6-processed-gene-4.39-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.39&CDS=1-1188
56	OG0000056	YDR348C, YHR097C	augustus_masked-flattened_line_9-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.34&CDS=1-1176, snap_masked-flattened_line_9-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.22&CDS=1-1176
57	OG0000057	YDR368W, YOR120W	genemark-flattened_line_140-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.18&CDS=1-876, genemark-flattened_line_94-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.20&CDS=1-900
58	OG0000058	YDR379W, YOR127W	maker-flattened_line_6-augustus-gene-1.127-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.127&CDS=1-3042, maker-flattened_line_6-augustus-gene-3.98-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.98&CDS=1-3042
59	OG0000059	YEL063C, YNL268W, YNL270C	genemark-flattened_line_0-processed-gene-3.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.104&CDS=1-1602
60	OG0000060	YER056C, YER060W, YER060W-A	genemark-flattened_line_2-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.142&CDS=1-1614
61	OG0000061	YFL050C, YOL130W	genemark-flattened_line_50-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.101&CDS=1-1590, genemark-flattened_line_78-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.95&CDS=1-1554
62	OG0000062	YGL147C, YNL067W	genemark-flattened_line_7-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.16&CDS=1-570, genemark-flattened_line_94-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.2&CDS=1-570
63	OG0000063	YGR154C, YKR076W, YMR251W	genemark-flattened_line_12-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.111&CDS=1-981
64	OG0000064	YGR192C, YJL052W, YJR009C	genemark-flattened_line_54-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.31&CDS=1-1011
65	OG0000065	YHL017W, YKL039W	genemark-flattened_line_9-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.118&CDS=1-1569, genemark-flattened_line_9-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.142&CDS=1-1569
66	OG0000066	YHR123W, YNL130C	genemark-flattened_line_9-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.129&CDS=1-1122, genemark-flattened_line_9-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.126&CDS=1-1122
67	OG0000067	YHR177W	genemark-flattened_line_2-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.98&CDS=1-864, genemark-flattened_line_9-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.102&CDS=1-1077, genemark-flattened_line_9-processed-gene-3.10-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.10&CDS=1-1077
68	OG0000068	YIL009W, YMR246W, YOR317W	genemark-flattened_line_64-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.109&CDS=1-2052
69	OG0000069	YIL109C, YNL049C	genemark-flattened_line_9-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.24&CDS=1-2565, genemark-flattened_line_9-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.33&CDS=1-2565
70	OG0000070	YIL120W, YIL121W, YNL065W	genemark-flattened_line_18-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.110&CDS=1-1527
71	OG0000071	YIL166C	genemark-flattened_line_12-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.101&CDS=1-1749, genemark-flattened_line_40-processed-gene-0.303-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.303&CDS=1-1656, genemark-flattened_line_66-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.17&CDS=1-1722
72	OG0000072	YJR119C, YMR176W	genemark-flattened_line_2-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.103&CDS=1-1941, snap_masked-flattened_line_26-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.48&CDS=1-2688
73	OG0000073	YLL052C, YLL053C, YPR192W	genemark-flattened_line_10-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.91&CDS=1-924
74	OG0000074	YLL062C, YMR321C, YPL273W	genemark-flattened_line_68-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.52&CDS=1-903
75	OG0000075	YLR260W, YOR171C	genemark-flattened_line_122-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.8&CDS=1-1299, maker-flattened_line_4-snap-gene-3.167-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.167&CDS=1-567
76	OG0000076	YLR284C, YOR180C	genemark-flattened_line_9-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.111&CDS=1-849, genemark-flattened_line_9-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.149&CDS=1-849
77	OG0000077	YLR300W, YOR190W	genemark-flattened_line_12-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.147&CDS=1-1251, genemark-flattened_line_40-processed-gene-0.250-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.250&CDS=1-1251
78	OG0000078	YMR073C, YNL111C	genemark-flattened_line_106-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.36&CDS=1-474, genemark-flattened_line_18-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.154&CDS=1-393
79	OG0000079	YMR088C	augustus_masked-flattened_line_6-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.18&CDS=1-1704, genemark-flattened_line_54-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.27&CDS=1-1596, genemark-flattened_line_6-processed-gene-3.105-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.105&CDS=1-1635
80	OG0000080	YMR152W	augustus_masked-flattened_line_4-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.27&CDS=1-1023, augustus_masked-flattened_line_4-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.28&CDS=1-1062, augustus_masked-flattened_line_96-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.71&CDS=1-1032
81	OG0000081	YMR183C, YPL232W	genemark-flattened_line_9-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.126&CDS=1-804, genemark-flattened_line_9-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.129&CDS=1-804
82	OG0000082	YMR222C, YOR280C	genemark-flattened_line_128-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.56&CDS=1-675, genemark-flattened_line_20-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.145&CDS=1-633
83	OG0000083	YNL298W, YOL113W	genemark-flattened_line_16-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.112&CDS=1-1617, maker-flattened_line_34-snap-gene-0.110-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.110&CDS=1-2421
84	OG0000084	YNL322C	genemark-flattened_line_34-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.79&CDS=1-309, genemark-flattened_line_40-processed-gene-0.229-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.229&CDS=1-360, genemark-flattened_line_84-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.90&CDS=1-972
85	OG0000085	YAL001C	snap_masked-flattened_line_9-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.72&CDS=1-3588, snap_masked-flattened_line_9-processed-gene-3.68-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.68&CDS=1-3588
86	OG0000086	YAL007C, YOR016C	genemark-flattened_line_22-processed-gene-1.174-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.174&CDS=1-606
87	OG0000087	YAL015C, YOL043C	snap_masked-flattened_line_24-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.81&CDS=1-732
88	OG0000088	YAL017W, YOL045W	genemark-flattened_line_24-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.10&CDS=1-2613
89	OG0000089	YAL023C	genemark-flattened_line_9-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.13&CDS=1-2190, genemark-flattened_line_9-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.50&CDS=1-2190
90	OG0000090	YAL034C, YOR338W	genemark-flattened_line_88-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.97&CDS=1-900
91	OG0000091	YAL042W	genemark-flattened_line_9-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.115&CDS=1-1155, genemark-flattened_line_9-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.145&CDS=1-1155
92	OG0000092	YAL043C	augustus_masked-flattened_line_6-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.18&CDS=1-1902, genemark-flattened_line_6-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.120&CDS=1-1902
93	OG0000093	YAR002C-A, YGL002W	genemark-flattened_line_86-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.90&CDS=1-633
94	OG0000094	YAR042W, YDL019C	augustus_masked-flattened_line_38-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.109&CDS=1-3339
95	OG0000095	YBL009W, YGL021W	snap_masked-flattened_line_7-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-3.133&CDS=1-963
96	OG0000096	YBL013W	genemark-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.91&CDS=1-951, genemark-flattened_line_6-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.48&CDS=1-951
97	OG0000097	YBL021C	genemark-flattened_line_6-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.4&CDS=1-444, genemark-flattened_line_6-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.66&CDS=1-444
98	OG0000098	YBL027W, YBR084C-A	genemark-flattened_line_26-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.73&CDS=1-561
99	OG0000099	YBL056W, YER089C	genemark-flattened_line_50-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.102&CDS=1-1203
100	OG0000100	YBL057C	genemark-flattened_line_12-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.57&CDS=1-462, genemark-flattened_line_130-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.19&CDS=1-477
101	OG0000101	YBL067C, YER098W	genemark-flattened_line_16-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.110&CDS=1-1455
102	OG0000102	YBL068W-A, YBL069W, YER101C	
103	OG0000103	YBL072C, YER102W	genemark-flattened_line_164-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.22&CDS=1-585
104	OG0000104	YBL079W, YER105C	augustus_masked-flattened_line_46-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.26&CDS=1-3315
105	OG0000105	YBL085W, YER114C	augustus_masked-flattened_line_92-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.6&CDS=1-1515
106	OG0000106	YBL087C, YER117W	genemark-flattened_line_18-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.106&CDS=1-411
107	OG0000107	YBL089W, YER119C	augustus_masked-flattened_line_12-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.105&CDS=1-1275
108	OG0000108	YBL091C-A, YER120W	augustus_masked-flattened_line_16-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.54&CDS=1-3042
109	OG0000109	YBL106C, YPR032W	snap_masked-flattened_line_128-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.9&CDS=1-2673
110	OG0000110	YBR001C, YDR001C	genemark-flattened_line_2-processed-gene-4.220-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.220&CDS=1-1431
111	OG0000111	YBR004C	genemark-flattened_line_9-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.34&CDS=1-1047, genemark-flattened_line_9-processed-gene-3.23-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.23&CDS=1-1047
112	OG0000112	YBR009C, YNL030W	genemark-flattened_line_28-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.101&CDS=1-327
113	OG0000113	YBR010W, YNL031C	genemark-flattened_line_20-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.49&CDS=1-483
114	OG0000114	YBR020W, YDR009W	genemark-flattened_line_92-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.95&CDS=1-1443
115	OG0000115	YBR021W, YIR028W	genemark-flattened_line_0-processed-gene-3.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.88&CDS=1-1728
116	OG0000116	YBR031W, YDR012W	genemark-flattened_line_18-processed-gene-1.269-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.269&CDS=1-1065
117	OG0000117	YBR042C, YDR018C	genemark-flattened_line_22-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.70&CDS=1-1032
118	OG0000118	YBR046C	genemark-flattened_line_4-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.91&CDS=1-1008, genemark-flattened_line_64-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.110&CDS=1-993
