	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041855_Candida_ascalaphidarum
34	OG0000034	YBL068W, YER099C, YHL011C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.115&CDS=1-3300, maker-NODE_2_length_744676_cov_45.4856_ID_3712-augustus-gene-6.198-mRNA-1_1&gene=maker-NODE_2_length_744676_cov_45.4856_ID_3712-augustus-gene-6.198&CDS=1-2688
35	OG0000035	YBL085W, YCL027W, YER114C	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.70&CDS=1-537, snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.60&CDS=1-2751
36	OG0000036	YBL089W, YER119C, YIL088C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.64&CDS=1-1410, snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.155&CDS=1-1320
37	OG0000037	YBR038W, YNL192W	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.42&CDS=1-2949, snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.5&CDS=1-2844, snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.42&CDS=1-3093
38	OG0000038	YBR089C-A, YDL002C, YPR052C	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-1.179-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-1.179&CDS=1-2919, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.47&CDS=1-270
39	OG0000039	YBR199W, YOR099W	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-7.5-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-7.5&CDS=1-1311, maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-7.6-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-7.6&CDS=1-1215, snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.197-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.197&CDS=1-1368
40	OG0000040	YBR240C, YML099C	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.33&CDS=1-2325, augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.51&CDS=1-2424, snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.204-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.204&CDS=1-1566
41	OG0000041	YBR241C, YGL104C, YOR005C	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.59&CDS=1-1836, maker-NODE_2_length_744676_cov_45.4856_ID_3712-augustus-gene-5.164-mRNA-1_1&gene=maker-NODE_2_length_744676_cov_45.4856_ID_3712-augustus-gene-5.164&CDS=1-3897
42	OG0000042	YBR276C, YLL055W	augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.40&CDS=1-2334, augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.20&CDS=1-3093, snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.63&CDS=1-1548
43	OG0000043	YBR297W, YFL052W, YGR288W, YPR196W	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.53&CDS=1-1803
44	OG0000044	YCL024W, YDR477W, YDR507C	maker-NODE_13_length_368441_cov_46.401_ID_4565-augustus-gene-0.69-mRNA-1_1&gene=maker-NODE_13_length_368441_cov_46.401_ID_4565-augustus-gene-0.69&CDS=1-2400, maker-NODE_5_length_535006_cov_46.4439_ID_3900-augustus-gene-1.46-mRNA-1_1&gene=maker-NODE_5_length_535006_cov_46.4439_ID_3900-augustus-gene-1.46&CDS=1-4335
45	OG0000045	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-3.124&CDS=1-2388, augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.93&CDS=1-2796
46	OG0000046	YCR094W, YNL323W, YNR048W	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.226-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.226&CDS=1-1227, snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.147&CDS=1-1203
47	OG0000047	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.101&CDS=1-1227, snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.152-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.152&CDS=1-1101
48	OG0000048	YDL078C, YKL085W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.12&CDS=1-996, snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.21&CDS=1-1011, snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.116&CDS=1-1038
49	OG0000049	YDL210W	augustus_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.221&CDS=1-1632, augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.118&CDS=1-1443, genemark-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.221-mRNA-1_1&gene=genemark-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.221&CDS=1-1566, snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.34&CDS=1-1650
50	OG0000050	YDL244W, YFL058W, YJR156C, YNL332W	maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-2.54-mRNA-1_1&gene=maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-2.54&CDS=1-1686
51	OG0000051	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.121&CDS=1-2724, maker-NODE_4_length_548371_cov_43.2516_ID_3109-snap-gene-0.73-mRNA-1_1&gene=maker-NODE_4_length_548371_cov_43.2516_ID_3109-snap-gene-0.73&CDS=1-4218
52	OG0000052	YDR326C, YFL042C, YHR080C	snap_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.108&CDS=1-2700, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-0.90&CDS=1-2253
53	OG0000053	YDR368W, YOR120W	maker-NODE_6_length_512164_cov_45.7198_ID_4775-snap-gene-4.124-mRNA-1_1&gene=maker-NODE_6_length_512164_cov_45.7198_ID_4775-snap-gene-4.124&CDS=1-1791, snap_masked-NODE_31_length_45605_cov_59.4333_ID_5569-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_31_length_45605_cov_59.4333_ID_5569-processed-gene-0.48&CDS=1-897, snap_masked-NODE_35_length_18502_cov_62.3899_ID_5872-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_35_length_18502_cov_62.3899_ID_5872-processed-gene-0.3&CDS=1-888
54	OG0000054	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.183&CDS=1-2664, augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.63&CDS=1-2526
55	OG0000055	YDR541C, YGL039W, YGL157W, YOL151W	genemark-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.159&CDS=1-1011
56	OG0000056	YER133W, YML016C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.66&CDS=1-1521, augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.67&CDS=1-1434, maker-NODE_37_length_7489_cov_40.1082_ID_6099-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_37_length_7489_cov_40.1082_ID_6099-snap-gene-0.5&CDS=1-1191
57	OG0000057	YFL050C, YKL064W, YOL130W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.13&CDS=1-2196, snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.57&CDS=1-2517
58	OG0000058	YGR197C, YJR015W	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-2.80&CDS=1-1500, augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.109&CDS=1-1710, snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.201-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.201&CDS=1-1629
59	OG0000059	YGR201C, YPL048W	maker-NODE_27_length_97553_cov_53.5465_ID_5175-snap-gene-0.161-mRNA-1_1&gene=maker-NODE_27_length_97553_cov_53.5465_ID_5175-snap-gene-0.161&CDS=1-639, maker-NODE_8_length_467519_cov_45.6115_ID_5299-snap-gene-3.95-mRNA-1_1&gene=maker-NODE_8_length_467519_cov_45.6115_ID_5299-snap-gene-3.95&CDS=1-1224, snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-0.141&CDS=1-705
60	OG0000060	YGR263C	augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.111&CDS=1-1170, augustus_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.100&CDS=1-939, maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-2.44-mRNA-1_1&gene=maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-2.44&CDS=1-2343, snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-4.117&CDS=1-1191
61	OG0000061	YHR178W, YLR014C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-6.117&CDS=1-1857, snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.122&CDS=1-2466, snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.0-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.0&CDS=1-1839
62	OG0000062	YIL123W, YKR042W, YNL066W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.104&CDS=1-1218, snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.156&CDS=1-939
63	OG0000063	YJL079C, YKR013W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.78&CDS=1-996, snap_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.98&CDS=1-1044, snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.24&CDS=1-840
64	OG0000064	YJR019C	genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.74&CDS=1-930, maker-NODE_2_length_744676_cov_45.4856_ID_3712-snap-gene-2.51-mRNA-1_1&gene=maker-NODE_2_length_744676_cov_45.4856_ID_3712-snap-gene-2.51&CDS=1-2862, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.128&CDS=1-1002, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.134&CDS=1-954
65	OG0000065	YKL005C, YLR380W	augustus_masked-NODE_28_length_68937_cov_48.1374_ID_5330-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_28_length_68937_cov_48.1374_ID_5330-processed-gene-0.19&CDS=1-3003, snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.117&CDS=1-1977, snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.180-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.180&CDS=1-1323
66	OG0000066	YKL128C	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-0.30&CDS=1-1008, snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-5.92&CDS=1-969, snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-1.100&CDS=1-933, snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.3-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.3&CDS=1-921
67	OG0000067	YLR034C, YOL122C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.14&CDS=1-1497, snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.101&CDS=1-1518, snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-3.26&CDS=1-1872
68	OG0000068	YLR144C, YNR067C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.99&CDS=1-2223, snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-1.25&CDS=1-2004, snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.33&CDS=1-3357
69	OG0000069	YMR307W, YOL030W	augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-1.97&CDS=1-1656, augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.105&CDS=1-1344, snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.62&CDS=1-1635
70	OG0000070	YNR070W, YOR153W	augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.152&CDS=1-4413, augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.50&CDS=1-4377, maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-2.131-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-2.131&CDS=1-5406
71	OG0000071	YAL007C, YDL018C, YOR016C	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.54&CDS=1-624
72	OG0000072	YAL054C, YLR153C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.176-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.176&CDS=1-2016, snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.16&CDS=1-2019
73	OG0000073	YAR035W, YER024W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.203-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.203&CDS=1-2280, snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.2&CDS=1-2562
74	OG0000074	YAR066W, YHR214W, YIL169C, YOL155C	
75	OG0000075	YBL002W, YDR224C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.9&CDS=1-384, snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.119&CDS=1-384
76	OG0000076	YBL003C, YDR225W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.0&CDS=1-393, snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.95&CDS=1-390
77	OG0000077	YBL052C, YOR244W	augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-2.5&CDS=1-1923, snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.124&CDS=1-1536
78	OG0000078	YBR002C, YMR101C	augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_25_length_116117_cov_42.0179_ID_5263-processed-gene-0.71&CDS=1-936, snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-2.80&CDS=1-1050
79	OG0000079	YBR004C	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.107&CDS=1-2247, snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.194-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.194&CDS=1-1311, snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.218-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.218&CDS=1-1146
80	OG0000080	YBR009C, YNL030W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.108&CDS=1-309, snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.18&CDS=1-309
81	OG0000081	YBR010W, YNL031C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.131&CDS=1-408, snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.34-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-3.34&CDS=1-408
82	OG0000082	YBR025C, YHL014C	augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-0.108&CDS=1-1161, snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.10&CDS=1-1188
