	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
58	OG0000058	YER123W, YHR135C	augustus_masked-flattened_line_6-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.71&CDS=1-1659, snap_masked-flattened_line_40-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.148&CDS=1-1695
59	OG0000059	YER165W, YLR138W	augustus_masked-flattened_line_178-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.30&CDS=1-2772, snap_masked-flattened_line_144-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.18&CDS=1-2835
60	OG0000060	YFR037C, YJL176C	augustus_masked-flattened_line_28-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.201&CDS=1-1542, augustus_masked-flattened_line_64-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.69&CDS=1-2406
61	OG0000061	YGL019W, YOR039W	augustus_masked-flattened_line_28-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.174&CDS=1-978, augustus_masked-flattened_line_28-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.197&CDS=1-1284
62	OG0000062	YGL147C, YNL067W	augustus_masked-flattened_line_34-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.27&CDS=1-573, augustus_masked-flattened_line_6-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.136&CDS=1-573
63	OG0000063	YGL179C, YKL048C	augustus_masked-flattened_line_20-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.24&CDS=1-2517, augustus_masked-flattened_line_40-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.64&CDS=1-3255
64	OG0000064	YGL216W, YPR141C	augustus_masked-flattened_line_12-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.41&CDS=1-2862, augustus_masked-flattened_line_32-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.212&CDS=1-2157
65	OG0000065	YGR240C, YMR205C	augustus_masked-flattened_line_0-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.65&CDS=1-2817, augustus_masked-flattened_line_18-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.65&CDS=1-2367
66	OG0000066	YGR249W, YHR206W	augustus_masked-flattened_line_10-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.72&CDS=1-1236, augustus_masked-flattened_line_38-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.85&CDS=1-1761
67	OG0000067	YHL007C, YNL298W	augustus_masked-flattened_line_20-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.108&CDS=1-2133, augustus_masked-flattened_line_54-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.141&CDS=1-2535
68	OG0000068	YHL019C, YPL259C	augustus_masked-flattened_line_32-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.207&CDS=1-1482, augustus_masked-flattened_line_80-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.48&CDS=1-1779
69	OG0000069	YHR023W, YOR326W	augustus_masked-flattened_line_14-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.39&CDS=1-4881, augustus_masked-flattened_line_82-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.65&CDS=1-5799
70	OG0000070	YHR038W	augustus_masked-flattened_line_470-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_470-processed-gene-0.2&CDS=1-207, augustus_masked-flattened_line_472-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_472-processed-gene-0.2&CDS=1-207, augustus_masked-flattened_line_94-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.50&CDS=1-720
71	OG0000071	YHR050W, YLR034C	augustus_masked-flattened_line_134-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.42&CDS=1-1701, augustus_masked-flattened_line_20-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.142&CDS=1-1599
72	OG0000072	YHR137W	augustus_masked-flattened_line_16-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.34&CDS=1-1668, augustus_masked-flattened_line_6-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.74&CDS=1-2007, augustus_masked-flattened_line_6-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.75&CDS=1-1602
73	OG0000073	YIL126W, YOR290C	augustus_masked-flattened_line_34-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.26&CDS=1-4026, augustus_masked-flattened_line_46-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.32&CDS=1-4392
74	OG0000074	YJL034W, YLL024C	augustus_masked-flattened_line_82-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.85&CDS=1-2055, augustus_masked-flattened_line_96-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.49&CDS=1-1929
75	OG0000075	YJL130C, YJR109C	augustus_masked-flattened_line_26-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.176&CDS=1-6705, augustus_masked-flattened_line_46-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.20&CDS=1-3312
76	OG0000076	YJL200C, YLR304C	augustus_masked-flattened_line_174-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_174-processed-gene-0.25&CDS=1-2349, augustus_masked-flattened_line_96-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.48&CDS=1-2316
77	OG0000077	YKR064W, YLR256W	augustus_masked-flattened_line_136-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.20&CDS=1-4041, augustus_masked-flattened_line_160-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.29&CDS=1-3489
78	OG0000078	YLL052C, YLL053C, YPR192W	augustus_masked-flattened_line_36-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.132&CDS=1-867
79	OG0000079	YLL062C, YPL273W	augustus_masked-flattened_line_104-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.22&CDS=1-1026, augustus_masked-flattened_line_146-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.33&CDS=1-1020
80	OG0000080	YLR045C	augustus_masked-flattened_line_182-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.15&CDS=1-1509, augustus_masked-flattened_line_258-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_258-processed-gene-0.3&CDS=1-501, augustus_masked-flattened_line_262-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_262-processed-gene-0.5&CDS=1-501
81	OG0000081	YLR188W, YPL270W	augustus_masked-flattened_line_66-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.64&CDS=1-2379, augustus_masked-flattened_line_74-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.65&CDS=1-7107
82	OG0000082	YLR237W, YOR071C, YOR192C	augustus_masked-flattened_line_68-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.86&CDS=1-1881
83	OG0000083	YLR342W, YMR306W	augustus_masked-flattened_line_110-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.45&CDS=1-5607, maker-flattened_line_50-snap-gene-0.136-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.136&CDS=1-5544
84	OG0000084	YLR396C	augustus_masked-flattened_line_10-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.192&CDS=1-432, augustus_masked-flattened_line_330-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_330-processed-gene-0.3&CDS=1-432, genemark-flattened_line_20-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.25&CDS=1-1974
85	OG0000085	YML116W, YMR279C	augustus_masked-flattened_line_96-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.37&CDS=1-1554, genemark-flattened_line_96-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.2&CDS=1-1569
86	OG0000086	YML117W, YPL184C	augustus_masked-flattened_line_104-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.11&CDS=1-2730, augustus_masked-flattened_line_14-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.28&CDS=1-2424
87	OG0000087	YMR006C, YMR008C, YOL011W	maker-flattened_line_66-augustus-gene-0.132-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.132&CDS=1-7002
88	OG0000088	YMR266W, YOL084W	augustus_masked-flattened_line_100-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.16&CDS=1-2736, augustus_masked-flattened_line_100-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.27&CDS=1-3147
89	OG0000089	YNL245C	augustus_masked-flattened_line_178-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.35&CDS=1-468, genemark-flattened_line_324-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_324-processed-gene-0.5&CDS=1-174, maker-flattened_line_304-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_304-snap-gene-0.5&CDS=1-546
90	OG0000090	YNR017W	augustus_masked-flattened_line_402-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_402-processed-gene-0.1&CDS=1-180, augustus_masked-flattened_line_410-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_410-processed-gene-0.1&CDS=1-180, genemark-flattened_line_238-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_238-processed-gene-0.14&CDS=1-639
91	OG0000091	YNR021W	genemark-flattened_line_2-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.116&CDS=1-1122, genemark-flattened_line_346-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_346-processed-gene-0.6&CDS=1-129, genemark-flattened_line_960-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_960-processed-gene-0.0&CDS=1-162
92	OG0000092	YOL144W	augustus_masked-flattened_line_254-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_254-processed-gene-0.2&CDS=1-1272, augustus_masked-flattened_line_312-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_312-processed-gene-0.4&CDS=1-543, augustus_masked-flattened_line_320-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_320-processed-gene-0.2&CDS=1-543
93	OG0000093	YOR334W, YPL060W	augustus_masked-flattened_line_72-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.5&CDS=1-1494, augustus_masked-flattened_line_78-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.1&CDS=1-1749
94	OG0000094	YOR389W, YPL277C, YPL278C	augustus_masked-flattened_line_4-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.9&CDS=1-2079
95	OG0000095	Q0045, Q0065, Q0070	maker-flattened_line_212-augustus-gene-0.26-mRNA-1_1&gene=maker-flattened_line_212-augustus-gene-0.26&CDS=1-420
96	OG0000096	YAL015C, YOL043C	snap_masked-flattened_line_226-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.7&CDS=1-999
97	OG0000097	YAR042W, YDL019C	augustus_masked-flattened_line_48-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.57&CDS=1-4068
98	OG0000098	YBL002W, YDR224C	augustus_masked-flattened_line_206-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.1&CDS=1-384
99	OG0000099	YBL003C, YDR225W	augustus_masked-flattened_line_206-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.4&CDS=1-393
100	OG0000100	YBL009W, YGL021W	augustus_masked-flattened_line_28-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.196&CDS=1-2628
101	OG0000101	YBL027W, YBR084C-A	augustus_masked-flattened_line_2-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.63&CDS=1-606
102	OG0000102	YBL056W, YER089C	augustus_masked-flattened_line_186-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.15&CDS=1-1551
103	OG0000103	YBL061C, YER096W	augustus_masked-flattened_line_128-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.68&CDS=1-1569
104	OG0000104	YBL067C, YER098W	augustus_masked-flattened_line_68-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.104&CDS=1-2124
105	OG0000105	YBL072C, YER102W	augustus_masked-flattened_line_128-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.54&CDS=1-597
106	OG0000106	YBL079W, YER105C	genemark-flattened_line_68-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.8&CDS=1-4521
107	OG0000107	YBL085W, YER114C	augustus_masked-flattened_line_16-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.100&CDS=1-2907
108	OG0000108	YBL087C, YER117W	augustus_masked-flattened_line_16-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.84&CDS=1-864
109	OG0000109	YBL089W, YER119C	augustus_masked-flattened_line_52-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.58&CDS=1-1413
110	OG0000110	YBL091C-A, YER120W	snap_masked-flattened_line_52-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.126&CDS=1-768
111	OG0000111	YBL101C, YPR030W	augustus_masked-flattened_line_128-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.52&CDS=1-2799
112	OG0000112	YBL106C, YPR032W	augustus_masked-flattened_line_182-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.17&CDS=1-4725
113	OG0000113	YBR001C, YDR001C	snap_masked-flattened_line_206-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_206-processed-gene-0.8&CDS=1-2244
114	OG0000114	YBR005W, YDR003W	genemark-flattened_line_140-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.3&CDS=1-618
115	OG0000115	YBR009C, YNL030W	augustus_masked-flattened_line_6-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.94&CDS=1-309
116	OG0000116	YBR010W, YNL031C	augustus_masked-flattened_line_6-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.128&CDS=1-417
117	OG0000117	YBR016W, YDL012C	augustus_masked-flattened_line_104-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.18&CDS=1-327
118	OG0000118	YBR024W, YBR037C	augustus_masked-flattened_line_54-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.145&CDS=1-930
119	OG0000119	YBR031W, YDR012W	augustus_masked-flattened_line_170-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.22&CDS=1-1086
120	OG0000120	YBR048W, YDR025W	augustus_masked-flattened_line_44-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.91&CDS=1-468
121	OG0000121	YBR049C, YDR026C	snap_masked-flattened_line_44-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.14&CDS=1-2061
122	OG0000122	YBR066C, YDR043C	snap_masked-flattened_line_44-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.11&CDS=1-1467
123	OG0000123	YBR078W, YDR055W	augustus_masked-flattened_line_204-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_204-processed-gene-0.17&CDS=1-1263
124	OG0000124	YBR082C, YDR059C	augustus_masked-flattened_line_2-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.50&CDS=1-441
125	OG0000125	YBR084W	augustus_masked-flattened_line_2-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.47&CDS=1-2886, augustus_masked-flattened_line_8-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.110&CDS=1-2805
126	OG0000126	YBR089C-A, YPR052C	augustus_masked-flattened_line_2-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.76&CDS=1-297
127	OG0000127	YBR104W, YPR058W	augustus_masked-flattened_line_2-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.64&CDS=1-894
128	OG0000128	YBR118W, YPR080W	augustus_masked-flattened_line_120-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.19&CDS=1-1368
129	OG0000129	YBR140C, YOL081W	augustus_masked-flattened_line_32-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.182&CDS=1-9441
130	OG0000130	YBR147W, YOL092W	augustus_masked-flattened_line_54-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.146&CDS=1-978
131	OG0000131	YBR161W, YPL057C	augustus_masked-flattened_line_22-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.39&CDS=1-1338
132	OG0000132	YBR169C, YPL106C	augustus_masked-flattened_line_22-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.19&CDS=1-2034
133	OG0000133	YBR172C, YPL105C	snap_masked-flattened_line_22-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.58&CDS=1-3396
134	OG0000134	YBR177C, YPL095C	augustus_masked-flattened_line_22-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.27&CDS=1-1422
135	OG0000135	YBR181C, YPL090C	augustus_masked-flattened_line_22-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.30&CDS=1-708
136	OG0000136	YBR182C, YPL089C	augustus_masked-flattened_line_22-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.31&CDS=1-2418
137	OG0000137	YBR183W, YPL087W	augustus_masked-flattened_line_22-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.8&CDS=1-1062
138	OG0000138	YBR189W, YPL081W	maker-flattened_line_90-snap-gene-0.29-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.29&CDS=1-930
139	OG0000139	YBR214W, YGL056C	maker-flattened_line_18-snap-gene-1.56-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.56&CDS=1-1533
140	OG0000140	YBR216C, YGL060W	augustus_masked-flattened_line_18-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.80&CDS=1-1608
141	OG0000141	YBR238C, YGL107C	augustus_masked-flattened_line_4-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.106&CDS=1-2895
142	OG0000142	YBR241C, YGL104C	augustus_masked-flattened_line_4-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.13&CDS=1-1326
143	OG0000143	YBR242W, YGL101W	genemark-flattened_line_4-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.105&CDS=1-717
144	OG0000144	YBR244W, YIR037W	augustus_masked-flattened_line_4-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.11&CDS=1-483
145	OG0000145	YBR261C	augustus_masked-flattened_line_318-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_318-processed-gene-0.1&CDS=1-756, augustus_masked-flattened_line_326-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_326-processed-gene-0.2&CDS=1-756
