	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035286_Candida_azyma
29	OG0000029	YER054C, YIL045W, YLR273C, YOR178C	augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.17&CDS=1-1743, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.29&CDS=1-1791
30	OG0000030	YFL021W, YKR034W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.0&CDS=1-1218, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.114-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.114&CDS=1-1398, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.122&CDS=1-1860, snap_masked-NODE_32_length_52212_cov_9.94759_ID_3624-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_32_length_52212_cov_9.94759_ID_3624-processed-gene-0.60&CDS=1-1707
31	OG0000031	YHR050W, YLR034C, YOL122C	genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.179&CDS=1-1740, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.147-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.147&CDS=1-1638, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.33-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.33&CDS=1-1485
32	OG0000032	YJL099W, YKR027W, YMR237W, YOR299W	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.49&CDS=1-2016, maker-NODE_8_length_392814_cov_12.8339_ID_2366-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_8_length_392814_cov_12.8339_ID_2366-snap-gene-2.95&CDS=1-2517
33	OG0000033	YKL221W, YNL125C	augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.26&CDS=1-1461, augustus_masked-NODE_32_length_52212_cov_9.94759_ID_3624-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_32_length_52212_cov_9.94759_ID_3624-processed-gene-0.44&CDS=1-2454, genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.35&CDS=1-1473, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.131-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.131&CDS=1-1401
34	OG0000034	YAL060W, YAL061W	augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.40&CDS=1-1209, genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.58&CDS=1-1194, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.101&CDS=1-1146
35	OG0000035	YBL063W, YEL061C	augustus_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.54&CDS=1-3333, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.1-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.1&CDS=1-2115, maker-NODE_24_length_135386_cov_11.2559_ID_2620-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_24_length_135386_cov_11.2559_ID_2620-augustus-gene-0.82&CDS=1-4461
36	OG0000036	YBR028C, YKL126W, YMR104C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-0.20&CDS=1-2031, genemark-NODE_34_length_45423_cov_12.0106_ID_4005-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_34_length_45423_cov_12.0106_ID_4005-processed-gene-0.71&CDS=1-1296
37	OG0000037	YBR118W, YKR084C, YPR080W	augustus_masked-NODE_58_length_1352_cov_31.3645_ID_6577-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_58_length_1352_cov_31.3645_ID_6577-processed-gene-0.2&CDS=1-1344, maker-NODE_5_length_680455_cov_12.9136_ID_4731-snap-gene-5.107-mRNA-1_1&gene=maker-NODE_5_length_680455_cov_12.9136_ID_4731-snap-gene-5.107&CDS=1-2268
38	OG0000038	YBR199W, YOR099W	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.5&CDS=1-1395, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.136-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.136&CDS=1-1221, maker-NODE_14_length_271931_cov_12.048_ID_1875-snap-gene-0.159-mRNA-1_1&gene=maker-NODE_14_length_271931_cov_12.048_ID_1875-snap-gene-0.159&CDS=1-2247
39	OG0000039	YBR297W, YFL052W, YGR288W, YPR196W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.33-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.33&CDS=1-1878
40	OG0000040	YDL056W, YLR182W	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.30&CDS=1-2190, maker-NODE_10_length_349858_cov_12.5761_ID_1911-snap-gene-2.9-mRNA-1_1&gene=maker-NODE_10_length_349858_cov_12.5761_ID_1911-snap-gene-2.9&CDS=1-1812, maker-NODE_3_length_818837_cov_14.4757_ID_1651-snap-gene-2.52-mRNA-1_1&gene=maker-NODE_3_length_818837_cov_14.4757_ID_1651-snap-gene-2.52&CDS=1-2136
41	OG0000041	YDL072C, YKL065C, YMR040W	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.33-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.33&CDS=1-582, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.82&CDS=1-594
42	OG0000042	YDL159W, YOR231W, YPL140C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.124-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.124&CDS=1-1305, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-0.0&CDS=1-1461
43	OG0000043	YDL174C	augustus_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-4.61&CDS=1-1692, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.166-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.166&CDS=1-1701, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-3.38&CDS=1-1686, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.206-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.206&CDS=1-1689
44	OG0000044	YDL244W, YFL058W, YJR156C, YNL332W	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.132&CDS=1-900
45	OG0000045	YDR134C, YLR110C	augustus_masked-NODE_53_length_2564_cov_18.7726_ID_4317-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_53_length_2564_cov_18.7726_ID_4317-processed-gene-0.1&CDS=1-582, augustus_masked-NODE_79_length_472_cov_31.7089_ID_6589-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_79_length_472_cov_31.7089_ID_6589-processed-gene-0.1&CDS=1-468, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.176-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.176&CDS=1-399
46	OG0000046	YDR178W, YLR164W, YOR297C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.130&CDS=1-522, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.20&CDS=1-534
47	OG0000047	YDR207C	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.117&CDS=1-1677, genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.151-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.151&CDS=1-2112, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.290-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.290&CDS=1-1638, snap_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.77&CDS=1-1068
48	OG0000048	YDR326C, YFL042C, YHR080C	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-0.47&CDS=1-3753, genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.180&CDS=1-2610
49	OG0000049	YDR380W, YLR044C	genemark-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.48&CDS=1-1740, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.168-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.168&CDS=1-1842, snap_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.82&CDS=1-1749
50	OG0000050	YDR385W, YKL173W, YOR133W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.23-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.23&CDS=1-2877, snap_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.56-mRNA-1_1&gene=snap_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.56&CDS=1-2526
51	OG0000051	YEL036C, YML115C	augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.67&CDS=1-3240, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.107-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.107&CDS=1-2274, snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.151&CDS=1-1353
52	OG0000052	YER056C, YER060W, YER060W-A	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.18&CDS=1-1533, genemark-NODE_33_length_49224_cov_13.1604_ID_3666-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_33_length_49224_cov_13.1604_ID_3666-processed-gene-0.3&CDS=1-1536
53	OG0000053	YER103W, YJL034W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.250-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.250&CDS=1-2010, genemark-NODE_30_length_82955_cov_12.9935_ID_3527-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_30_length_82955_cov_12.9935_ID_3527-processed-gene-0.17&CDS=1-1947, maker-NODE_1_length_1803884_cov_12.5183_ID_6464-snap-gene-2.92-mRNA-1_1&gene=maker-NODE_1_length_1803884_cov_12.5183_ID_6464-snap-gene-2.92&CDS=1-2727
54	OG0000054	YER133W, YML016C	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.281-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.281&CDS=1-1644, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.123&CDS=1-1644, maker-NODE_6_length_656377_cov_12.1792_ID_5378-snap-gene-1.112-mRNA-1_1&gene=maker-NODE_6_length_656377_cov_12.1792_ID_5378-snap-gene-1.112&CDS=1-1170
55	OG0000055	YFL041W, YMR058W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-4.104&CDS=1-1818, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.144&CDS=1-1881, snap_masked-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.57&CDS=1-2064
56	OG0000056	YFR040W, YGL229C, YKR028W	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.48&CDS=1-2895, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.170-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.170&CDS=1-2508
57	OG0000057	YGL092W, YKL068W, YMR047C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-5.121-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-5.121&CDS=1-4155, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.26-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.26&CDS=1-3180
58	OG0000058	YGR192C, YJL052W, YJR009C	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.6&CDS=1-1023, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.17&CDS=1-1002
59	OG0000059	YGR197C, YJR015W	genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.143&CDS=1-1584, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.27&CDS=1-1644, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.7&CDS=1-1788
60	OG0000060	YIL166C	augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.125&CDS=1-1662, augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.127&CDS=1-1647, genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.19&CDS=1-1947, genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-1.16&CDS=1-1740
61	OG0000061	YIR013C, YLR013W	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.120&CDS=1-1689, snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.111&CDS=1-960, snap_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.53&CDS=1-1080
62	OG0000062	YJL155C, YOL136C	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.48&CDS=1-1356, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.119-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.119&CDS=1-1296, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.172&CDS=1-1044
63	OG0000063	YJL158C, YJL160C	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.258-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.258&CDS=1-1050, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.132&CDS=1-1197, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.146&CDS=1-1044
64	OG0000064	YJR046W	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.52&CDS=1-1902, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.22-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.22&CDS=1-1014, genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.133&CDS=1-1173, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-2.23&CDS=1-1257
65	OG0000065	YKL046C, YMR238W	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.178-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.178&CDS=1-1365, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.85-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.85&CDS=1-1347, genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.78&CDS=1-1377
66	OG0000066	YKL071W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.99&CDS=1-765, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.159&CDS=1-771, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.9&CDS=1-768, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.78-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.78&CDS=1-774
67	OG0000067	YKR093W, YOR367W	augustus_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.71&CDS=1-2832, genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-2.63&CDS=1-1935, genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-0.15&CDS=1-591
68	OG0000068	YLL057C	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.11&CDS=1-1095, genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.22&CDS=1-1137, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.19-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.19&CDS=1-1218, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-5.107-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-5.107&CDS=1-1185
69	OG0000069	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.126&CDS=1-939, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-5.38-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-5.38&CDS=1-1050
70	OG0000070	YLR155C, YLR157C, YLR158C, YLR160C	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.25&CDS=1-1101
71	OG0000071	YLR237W, YOR071C, YOR192C	genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.148&CDS=1-1704, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.282-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.282&CDS=1-1632
72	OG0000072	YLR342W, YMR306W	augustus_masked-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-2.68&CDS=1-5679, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.94-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.94&CDS=1-5481, snap_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.106&CDS=1-5538
73	OG0000073	YMR083W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.35&CDS=1-1110, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.98&CDS=1-1113, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.16-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.16&CDS=1-1116, maker-NODE_11_length_342259_cov_11.9269_ID_2313-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_11_length_342259_cov_11.9269_ID_2313-snap-gene-2.95&CDS=1-1650
