	OrthologID	Saccharomyces_cerevisiae	Saitoella_complicata
2075	OG0002075	YLR098C, YOR337W	
2076	OG0002076	YLR099W-A	XP_019024951.1
2077	OG0002077	YLR103C	XP_019023097.1
2078	OG0002078	YLR104W	XP_019025188.1
2079	OG0002079	YLR105C	XP_019025187.1
2080	OG0002080	YLR106C	XP_019024705.1
2081	OG0002081	YLR113W	XP_019026688.1
2082	OG0002082	YLR114C	XP_019026687.1
2083	OG0002083	YLR115W	XP_019022715.1
2084	OG0002084	YLR116W	XP_019021940.1
2085	OG0002085	YLR117C	XP_019024168.1
2086	OG0002086	YLR118C	XP_019021719.1
2087	OG0002087	YLR126C	XP_019027545.1
2088	OG0002088	YLR127C	XP_019021175.1
2089	OG0002089	YLR129W	XP_019023418.1
2090	OG0002090	YLR130C	XP_019025548.1
2091	OG0002091	YLR133W	XP_019021649.1
2092	OG0002092	YLR137W	XP_019022739.1
2093	OG0002093	YLR142W	XP_019021334.1
2094	OG0002094	YLR143W	XP_019022817.1
2095	OG0002095	YLR144C	XP_019021173.1
2096	OG0002096	YLR147C	XP_019025492.1
2097	OG0002097	YLR148W	XP_019023592.1
2098	OG0002098	YLR151C	XP_019023405.1
2099	OG0002099	YLR153C	XP_019021871.1
2100	OG0002100	YLR154W-A	XP_019020705.1
2101	OG0002101	YLR154W-E	XP_019022953.1
2102	OG0002102	YLR163C	XP_019026979.1
2103	OG0002103	YLR165C	XP_019026047.1
2104	OG0002104	YLR166C	XP_019023494.1
2105	OG0002105	YLR168C	XP_019025338.1
2106	OG0002106	YLR170C	XP_019023826.1
2107	OG0002107	YLR172C	XP_019025824.1
2108	OG0002108	YLR174W	XP_019025785.1
2109	OG0002109	YLR175W	XP_019026797.1
2110	OG0002110	YLR176C	XP_019026678.1
2111	OG0002111	YLR186W	XP_019023376.1
2112	OG0002112	YLR188W	XP_019024807.1
2113	OG0002113	YLR189C	XP_019027730.1
2114	OG0002114	YLR191W	XP_019022188.1
2115	OG0002115	YLR193C	XP_019025993.1
2116	OG0002116	YLR195C	XP_019022296.1
2117	OG0002117	YLR196W	XP_019024541.1
2118	OG0002118	YLR197W	XP_019027619.1
2119	OG0002119	YLR200W	XP_019027551.1
2120	OG0002120	YLR201C	XP_019021199.1
2121	OG0002121	YLR203C	XP_019025641.1
2122	OG0002122	YLR205C	XP_019025423.1
2123	OG0002123	YLR207W	XP_019026907.1
2124	OG0002124	YLR208W	XP_019021161.1
2125	OG0002125	YLR215C	XP_019021109.1
2126	OG0002126	YLR218C	XP_019025831.1
2127	OG0002127	YLR221C	XP_019025668.1
2128	OG0002128	YLR222C	XP_019022827.1
2129	OG0002129	YLR229C	XP_019024681.1
2130	OG0002130	YLR231C	XP_019024126.1
2131	OG0002131	YLR234W	XP_019022033.1
2132	OG0002132	YLR239C	XP_019021659.1
2133	OG0002133	YLR240W	XP_019026106.1
2134	OG0002134	YLR241W	XP_019026387.1
2135	OG0002135	YLR242C	XP_019026561.1
2136	OG0002136	YLR243W	XP_019026732.1
2137	OG0002137	YLR244C	XP_019022315.1
2138	OG0002138	YLR245C	XP_019023448.1
2139	OG0002139	YLR246W	XP_019021581.1
2140	OG0002140	YLR247C	XP_019022884.1
2141	OG0002141	YLR248W	XP_019021384.1
2142	OG0002142	YLR250W	XP_019023217.1
2143	OG0002143	YLR251W	XP_019022272.1
2144	OG0002144	YLR253W	XP_019024106.1
2145	OG0002145	YLR259C	XP_019024320.1
2146	OG0002146	YLR262C	XP_019027184.1
2147	OG0002147	YLR262C-A	XP_019021025.1
2148	OG0002148	YLR268W	XP_019022954.1
2149	OG0002149	YLR271W	XP_019027193.1
2150	OG0002150	YLR272C	XP_019020732.1
2151	OG0002151	YLR274W	XP_019025311.1
2152	OG0002152	YLR275W	XP_019027325.1
2153	OG0002153	YLR276C	XP_019024846.1
2154	OG0002154	YLR277C	XP_019022993.1
2155	OG0002155	YLR281C	XP_019023065.1
2156	OG0002156	YLR285W	XP_019020802.1
2157	OG0002157	YLR289W	XP_019021416.1
2158	OG0002158	YLR290C	XP_019024815.1
2159	OG0002159	YLR293C	XP_019024623.1
2160	OG0002160	YLR295C	XP_019021044.1
2161	OG0002161	YLR298C	XP_019026061.1
2162	OG0002162	YLR303W	XP_019027078.1
2163	OG0002163	YLR305C	XP_019022856.1
2164	OG0002164	YLR306W	XP_019026037.1
2165	OG0002165	YLR309C	XP_019026868.1
2166	OG0002166	YLR312W-A	XP_019025184.1
2167	OG0002167	YLR314C	XP_019027652.1
2168	OG0002168	YLR316C	XP_019021244.1
2169	OG0002169	YLR319C	XP_019025343.1
2170	OG0002170	YLR321C	XP_019020850.1
2171	OG0002171	YLR323C	XP_019026077.1
2172	OG0002172	YLR325C	XP_019022862.1
2173	OG0002173	YLR326W	XP_019024547.1
2174	OG0002174	YLR330W	XP_019027387.1
2175	OG0002175	YLR336C	XP_019027499.1
2176	OG0002176	YLR337C	XP_019025885.1
2177	OG0002177	YLR339C	XP_019023461.1
2178	OG0002178	YLR342W	XP_019027563.1
2179	OG0002179	YLR347C	XP_019025607.1
2180	OG0002180	YLR348C	XP_019021801.1
2181	OG0002181	YLR351C	XP_019021185.1
2182	OG0002182	YLR352W	XP_019025373.1
2183	OG0002183	YLR354C	XP_019020923.1
2184	OG0002184	YLR355C	XP_019026021.1
2185	OG0002185	YLR359W	XP_019025016.1
2186	OG0002186	YLR361C	XP_019022538.1
2187	OG0002187	YLR370C	XP_019022121.1
2188	OG0002188	YLR371W	XP_019020905.1
2189	OG0002189	YLR377C	XP_019024580.1
2190	OG0002190	YLR378C	XP_019023581.1
2191	OG0002191	YLR380W	XP_019027459.1
2192	OG0002192	YLR382C	XP_019027095.1
2193	OG0002193	YLR383W	XP_019022567.1
2194	OG0002194	YLR384C	XP_019025321.1
2195	OG0002195	YLR386W	XP_019027714.1
2196	OG0002196	YLR389C	XP_019024133.1
2197	OG0002197	YLR396C	XP_019026598.1
2198	OG0002198	YLR399C	XP_019021753.1
2199	OG0002199	YLR401C	XP_019021029.1
2200	OG0002200	YLR403W	XP_019020987.1
2201	OG0002201	YLR405W	XP_019021013.1
2202	OG0002202	YLR407W	XP_019027712.1
2203	OG0002203	YLR409C	XP_019021912.1
2204	OG0002204	YLR410W	XP_019027421.1
2205	OG0002205	YLR417W	XP_019022757.1
2206	OG0002206	YLR418C	XP_019023521.1
2207	OG0002207	YLR424W	XP_019024610.1
2208	OG0002208	YLR427W	XP_019024288.1
2209	OG0002209	YLR429W	XP_019024757.1
2210	OG0002210	YLR430W	XP_019027294.1
2211	OG0002211	YLR433C	XP_019025168.1
2212	OG0002212	YLR435W	XP_019027063.1
2213	OG0002213	YLR438C-A	XP_019026279.1
2214	OG0002214	YLR438W	XP_019022941.1
2215	OG0002215	YLR439W	XP_019022710.1
2216	OG0002216	YLR447C	XP_019025909.1
2217	OG0002217	YLR451W	XP_019025981.1
2218	OG0002218	YLR452C	XP_019026534.1
2219	OG0002219	YLR459W	XP_019022604.1
2220	OG0002220	YML001W	XP_019025525.1
2221	OG0002221	YML002W	XP_019021515.1
2222	OG0002222	YML004C	XP_019023684.1
2223	OG0002223	YML007W	XP_019027044.1
2224	OG0002224	YML008C	XP_019023646.1
2225	OG0002225	YML010W	XP_019022343.1
2226	OG0002226	YML012W	XP_019025992.1
2227	OG0002227	YML014W	XP_019024324.1
2228	OG0002228	YML015C	XP_019026211.1
2229	OG0002229	YML020W	XP_019027431.1
2230	OG0002230	YML021C	XP_019026758.1
2231	OG0002231	YML025C	XP_019026206.1
2232	OG0002232	YML030W	XP_019026465.1
2233	OG0002233	YML032C	XP_019024117.1
2234	OG0002234	YML035C	XP_019023375.1
2235	OG0002235	YML036W	XP_019021432.1
2236	OG0002236	YML038C	XP_019026992.1
2237	OG0002237	YML042W	XP_019026741.1
2238	OG0002238	YML043C	XP_019024600.1
2239	OG0002239	YML046W	XP_019022854.1
2240	OG0002240	YML049C	XP_019025598.1
2241	OG0002241	YML052W	XP_019021631.1
2242	OG0002242	YML055W	XP_019026025.1
2243	OG0002243	YML056C	XP_019021376.1
2244	OG0002244	YML059C	XP_019027602.1
2245	OG0002245	YML060W	XP_019027240.1
2246	OG0002246	YML064C	XP_019026292.1
2247	OG0002247	YML065W	XP_019027120.1
2248	OG0002248	YML067C	XP_019023753.1
2249	OG0002249	YML068W	XP_019023050.1
2250	OG0002250	YML069W	XP_019022508.1
2251	OG0002251	YML070W	XP_019026500.1
2252	OG0002252	YML073C	XP_019020848.1
2253	OG0002253	YML077W	XP_019026111.1
2254	OG0002254	YML079W	XP_019024459.1
2255	OG0002255	YML080W	XP_019023665.1
2256	OG0002256	YML081C-A	XP_019021662.1
2257	OG0002257	YML085C	XP_019023400.1
2258	OG0002258	YML086C	XP_019026512.1
2259	OG0002259	YML092C	XP_019021781.1
2260	OG0002260	YML093W	XP_019024542.1
2261	OG0002261	YML094W	XP_019021549.1
2262	OG0002262	YML095C	XP_019020828.1
2263	OG0002263	YML096W	XP_019020844.1
2264	OG0002264	YML097C	XP_019020845.1
2265	OG0002265	YML102W	XP_019022392.1
2266	OG0002266	YML103C	XP_019023851.1
2267	OG0002267	YML105C	XP_019025969.1
2268	OG0002268	YML110C	XP_019024914.1
2269	OG0002269	YML114C	XP_019026086.1
2270	OG0002270	YML121W	XP_019025193.1
2271	OG0002271	YML123C	XP_019020775.1
2272	OG0002272	YML126C	XP_019021028.1
2273	OG0002273	YML127W	XP_019024925.1
2274	OG0002274	YML130C	XP_019022183.1
2275	OG0002275	YMR001C	XP_019026627.1
2276	OG0002276	YMR002W	XP_019021606.1
2277	OG0002277	YMR005W	XP_019025899.1
2278	OG0002278	YMR009W	XP_019023045.1
2279	OG0002279	YMR010W	XP_019025216.1
2280	OG0002280	YMR012W	XP_019021995.1
2281	OG0002281	YMR013C	XP_019022816.1
2282	OG0002282	YMR015C	XP_019026743.1
2283	OG0002283	YMR020W	XP_019021488.1
2284	OG0002284	YMR022W	XP_019025251.1
2285	OG0002285	YMR023C	XP_019023020.1
2286	OG0002286	YMR024W	XP_019026744.1
2287	OG0002287	YMR026C	XP_019027186.1
2288	OG0002288	YMR028W	XP_019027121.1
2289	OG0002289	YMR032W	XP_019020971.1
2290	OG0002290	YMR033W	XP_019027510.1
2291	OG0002291	YMR034C	XP_019022517.1
2292	OG0002292	YMR036C	XP_019021106.1
2293	OG0002293	YMR038C	XP_019024776.1
2294	OG0002294	YMR041C	XP_019024818.1
2295	OG0002295	YMR043W	XP_019027350.1
2296	OG0002296	YMR044W	XP_019022194.1
2297	OG0002297	YMR048W	XP_019023631.1
2298	OG0002298	YMR049C	XP_019020834.1
2299	OG0002299	YMR055C	XP_019023426.1
2300	OG0002300	YMR058W	XP_019026487.1
2301	OG0002301	YMR061W	XP_019027658.1
2302	OG0002302	YMR062C	XP_019023613.1
2303	OG0002303	YMR063W	XP_019021718.1
2304	OG0002304	YMR068W	XP_019021910.1
2305	OG0002305	YMR071C	XP_019021067.1
2306	OG0002306	YMR073C	XP_019022339.1
2307	OG0002307	YMR074C	XP_019021627.1
2308	OG0002308	YMR075W	XP_019024674.1
2309	OG0002309	YMR076C	XP_019024675.1
2310	OG0002310	YMR077C	XP_019025340.1
2311	OG0002311	YMR079W	XP_019027671.1
2312	OG0002312	YMR080C	XP_019023938.1
2313	OG0002313	YMR089C	XP_019021985.1
2314	OG0002314	YMR090W	XP_019027494.1
2315	OG0002315	YMR091C	XP_019022724.1
2316	OG0002316	YMR093W	XP_019021400.1
2317	OG0002317	YMR096W	XP_019025611.1
2318	OG0002318	YMR097C	XP_019025259.1
2319	OG0002319	YMR099C	XP_019026522.1
2320	OG0002320	YMR100W	XP_019025440.1
2321	OG0002321	YMR105C	XP_019021004.1
2322	OG0002322	YMR106C	XP_019021989.1
2323	OG0002323	YMR108W	XP_019020948.1
2324	OG0002324	YMR109W	XP_019026657.1
2325	OG0002325	YMR114C	XP_019026055.1
2326	OG0002326	YMR120C	XP_019026392.1
2327	OG0002327	YMR121C	XP_019021747.1
2328	OG0002328	YMR125W	XP_019023041.1
2329	OG0002329	YMR128W	XP_019025565.1
2330	OG0002330	YMR129W	XP_019022562.1
2331	OG0002331	YMR130W	XP_019023524.1
2332	OG0002332	YMR131C	XP_019026284.1
2333	OG0002333	YMR132C	XP_019025347.1
2334	OG0002334	YMR135C	XP_019024922.1
2335	OG0002335	YMR137C	XP_019026661.1
2336	OG0002336	YMR139W	XP_019022967.1
2337	OG0002337	YMR140W	XP_019024895.1
2338	OG0002338	YMR146C	XP_019021802.1
2339	OG0002339	YMR149W	XP_019022326.1
2340	OG0002340	YMR150C	XP_019026070.1
2341	OG0002341	YMR155W	XP_019025584.1
2342	OG0002342	YMR156C	XP_019024028.1
2343	OG0002343	YMR158W	XP_019022323.1
2344	OG0002344	YMR161W	XP_019024001.1
2345	OG0002345	YMR165C	XP_019026941.1
2346	OG0002346	YMR166C	XP_019025575.1
2347	OG0002347	YMR167W	XP_019027113.1
2348	OG0002348	YMR171C	XP_019025619.1
2349	OG0002349	YMR178W	XP_019023313.1
2350	OG0002350	YMR185W	XP_019023196.1
2351	OG0002351	YMR186W	XP_019022513.1
2352	OG0002352	YMR188C	XP_019022549.1
2353	OG0002353	YMR189W	XP_019026841.1
2354	OG0002354	YMR193W	XP_019021823.1
2355	OG0002355	YMR194C-B	XP_019021560.1
2356	OG0002356	YMR196W	XP_019021756.1
2357	OG0002357	YMR197C	XP_019021749.1
2358	OG0002358	YMR200W	XP_019022677.1
2359	OG0002359	YMR201C	XP_019024217.1
2360	OG0002360	YMR202W	XP_019024430.1
2361	OG0002361	YMR203W	XP_019023012.1
2362	OG0002362	YMR205C	XP_019023650.1
2363	OG0002363	YMR208W	XP_019027092.1
2364	OG0002364	YMR210W	XP_019026848.1
2365	OG0002365	YMR211W	XP_019026514.1
2366	OG0002366	YMR212C	XP_019021914.1
2367	OG0002367	YMR213W	XP_019027179.1
2368	OG0002368	YMR214W	XP_019021590.1
2369	OG0002369	YMR216C	XP_019026869.1
2370	OG0002370	YMR217W	XP_019023306.1
2371	OG0002371	YMR218C	XP_019021307.1
2372	OG0002372	YMR220W	XP_019021124.1
2373	OG0002373	YMR223W	XP_019027580.1
2374	OG0002374	YMR224C	XP_019023173.1
2375	OG0002375	YMR226C	XP_019026839.1
2376	OG0002376	YMR227C	XP_019023483.1
2377	OG0002377	YMR228W	XP_019027558.1
2378	OG0002378	YMR229C	XP_019025425.1
2379	OG0002379	YMR231W	XP_019023194.1
2380	OG0002380	YMR234W	XP_019025427.1
2381	OG0002381	YMR235C	XP_019023478.1
2382	OG0002382	YMR236W	XP_019026944.1
2383	OG0002383	YMR239C	XP_019027377.1
2384	OG0002384	YMR240C	XP_019024260.1
2385	OG0002385	YMR241W	XP_019024262.1
2386	OG0002386	YMR244C-A	XP_019025248.1
2387	OG0002387	YMR244W	XP_019025843.1
2388	OG0002388	YMR247C	XP_019025846.1
2389	OG0002389	YMR250W	XP_019021385.1
2390	OG0002390	YMR259C	XP_019024755.1
2391	OG0002391	YMR260C	XP_019027385.1
2392	OG0002392	YMR263W	XP_019022688.1
2393	OG0002393	YMR265C	XP_019021556.1
2394	OG0002394	YMR268C	XP_019025769.1
2395	OG0002395	YMR269W	XP_019026974.1
2396	OG0002396	YMR272C	XP_019026508.1
2397	OG0002397	YMR274C	XP_019026419.1
2398	OG0002398	YMR276W	XP_019024640.1
2399	OG0002399	YMR277W	XP_019027534.1
2400	OG0002400	YMR281W	XP_019022307.1
2401	OG0002401	YMR283C	XP_019025694.1
2402	OG0002402	YMR284W	XP_019026121.1
2403	OG0002403	YMR286W	XP_019021796.1
2404	OG0002404	YMR287C	XP_019021331.1
2405	OG0002405	YMR288W	XP_019022209.1
2406	OG0002406	YMR289W	XP_019026438.1
2407	OG0002407	YMR290C	XP_019025764.1
2408	OG0002408	YMR292W	XP_019023622.1
2409	OG0002409	YMR293C	XP_019022457.1
2410	OG0002410	YMR296C	XP_019025154.1
2411	OG0002411	YMR297W	XP_019026499.1
2412	OG0002412	YMR300C	XP_019027380.1
2413	OG0002413	YMR301C	XP_019027717.1
2414	OG0002414	YMR302C	XP_019024310.1
2415	OG0002415	YMR304W	XP_019025148.1
2416	OG0002416	YMR307W	XP_019027564.1
2417	OG0002417	YMR308C	XP_019027662.1
2418	OG0002418	YMR309C	XP_019023724.1
2419	OG0002419	YMR314W	XP_019023077.1
2420	OG0002420	YMR315W	XP_019026062.1
2421	OG0002421	YNL001W	XP_019023009.1
2422	OG0002422	YNL003C	XP_019021652.1
2423	OG0002423	YNL005C	XP_019025189.1
2424	OG0002424	YNL006W	XP_019025354.1
2425	OG0002425	YNL007C	XP_019026677.1
2426	OG0002426	YNL010W	XP_019023236.1
2427	OG0002427	YNL011C	XP_019021169.1
2428	OG0002428	YNL014W	XP_019027690.1
2429	OG0002429	YNL016W	XP_019026221.1
2430	OG0002430	YNL020C	XP_019022037.1
2431	OG0002431	YNL021W	XP_019024279.1
2432	OG0002432	YNL022C	XP_019026159.1
2433	OG0002433	YNL023C	XP_019026373.1
2434	OG0002434	YNL024C	XP_019024034.1
2435	OG0002435	YNL024C-A	XP_019025004.1
2436	OG0002436	YNL025C	XP_019023231.1
2437	OG0002437	YNL035C	XP_019024668.1
2438	OG0002438	YNL036W	XP_019024436.1
2439	OG0002439	YNL037C	XP_019026418.1
2440	OG0002440	YNL039W	XP_019023587.1
2441	OG0002441	YNL040W	XP_019023047.1
2442	OG0002442	YNL041C	XP_019020729.1
2443	OG0002443	YNL044W	XP_019025531.1
2444	OG0002444	YNL045W	XP_019027367.1
2445	OG0002445	YNL048W	XP_019024696.1
2446	OG0002446	YNL051W	XP_019023160.1
2447	OG0002447	YNL059C	XP_019026835.1
2448	OG0002448	YNL061W	XP_019024195.1
2449	OG0002449	YNL062C	XP_019023696.1
2450	OG0002450	YNL063W	XP_019023000.1
2451	OG0002451	YNL064C	XP_019023510.1
2452	OG0002452	YNL070W	XP_019023048.1
2453	OG0002453	YNL071W	XP_019027694.1
2454	OG0002454	YNL072W	XP_019024394.1
2455	OG0002455	YNL075W	XP_019023859.1
2456	OG0002456	YNL081C	XP_019026453.1
2457	OG0002457	YNL082W	XP_019025569.1
2458	OG0002458	YNL083W	XP_019023230.1
2459	OG0002459	YNL084C	XP_019025578.1
2460	OG0002460	YNL088W	XP_019025950.1
2461	OG0002461	YNL090W	XP_019020970.1
2462	OG0002462	YNL091W	XP_019020969.1
2463	OG0002463	YNL092W	XP_019026488.1
2464	OG0002464	YNL094W	XP_019023161.1
2465	OG0002465	YNL102W	XP_019025042.1
2466	OG0002466	YNL107W	XP_019021741.1
2467	OG0002467	YNL110C	XP_019023969.1
2468	OG0002468	YNL111C	XP_019024938.1
2469	OG0002469	YNL113W	XP_019025878.1
2470	OG0002470	YNL115C	XP_019026585.1
2471	OG0002471	YNL118C	XP_019025487.1
2472	OG0002472	YNL119W	XP_019025491.1
2473	OG0002473	YNL123W	XP_019026511.1
2474	OG0002474	YNL124W	XP_019023088.1
2475	OG0002475	YNL127W	XP_019023032.1
2476	OG0002476	YNL128W	XP_019020915.1
2477	OG0002477	YNL129W	XP_019021860.1
2478	OG0002478	YNL131W	XP_019025511.1
2479	OG0002479	YNL132W	XP_019022181.1
2480	OG0002480	YNL135C	XP_019022613.1
2481	OG0002481	YNL137C	XP_019026748.1
2482	OG0002482	YNL138W	XP_019026731.1
2483	OG0002483	YNL138W-A	XP_019026432.1
2484	OG0002484	YNL147W	XP_019027706.1
2485	OG0002485	YNL153C	XP_019026509.1
2486	OG0002486	YNL154C	XP_019025358.1
2487	OG0002487	YNL155W	XP_019022711.1
2488	OG0002488	YNL161W	XP_019024119.1
2489	OG0002489	YNL163C	XP_019026232.1
2490	OG0002490	YNL168C	XP_019022201.1
2491	OG0002491	YNL169C	XP_019027150.1
2492	OG0002492	YNL172W	XP_019024669.1
2493	OG0002493	YNL173C	XP_019021440.1
2494	OG0002494	YNL175C	XP_019026011.1
2495	OG0002495	YNL178W	XP_019022040.1
2496	OG0002496	YNL181W	XP_019022380.1
2497	OG0002497	YNL182C	XP_019021603.1
2498	OG0002498	YNL185C	XP_019027218.1
2499	OG0002499	YNL187W	XP_019024293.1
2500	OG0002500	YNL189W	XP_019025515.1
2501	OG0002501	YNL191W	XP_019026222.1
2502	OG0002502	YNL193W	XP_019022488.1
2503	OG0002503	YNL200C	XP_019026117.1
2504	OG0002504	YNL201C	XP_019026071.1
2505	OG0002505	YNL206C	XP_019021933.1
2506	OG0002506	YNL207W	XP_019027109.1
2507	OG0002507	YNL212W	XP_019027468.1
2508	OG0002508	YNL213C	XP_019027469.1
2509	OG0002509	YNL218W	XP_019022633.1
2510	OG0002510	YNL219C	XP_019023089.1
2511	OG0002511	YNL220W	XP_019024109.1
2512	OG0002512	YNL221C	XP_019027321.1
2513	OG0002513	YNL222W	XP_019021381.1
2514	OG0002514	YNL223W	XP_019027699.1
2515	OG0002515	YNL224C	XP_019027698.1
2516	OG0002516	YNL227C	XP_019027587.1
2517	OG0002517	YNL229C	XP_019027441.1
2518	OG0002518	YNL232W	XP_019026160.1
2519	OG0002519	YNL233W	XP_019026189.1
2520	OG0002520	YNL237W	XP_019023590.1
2521	OG0002521	YNL238W	XP_019023415.1
2522	OG0002522	YNL240C	XP_019025814.1
2523	OG0002523	YNL241C	XP_019022176.1
2524	OG0002524	YNL242W	XP_019021214.1
2525	OG0002525	YNL243W	XP_019021693.1
2526	OG0002526	YNL244C	XP_019021697.1
2527	OG0002527	YNL245C	XP_019021632.1
2528	OG0002528	YNL246W	XP_019024127.1
2529	OG0002529	YNL247W	XP_019025265.1
2530	OG0002530	YNL248C	XP_019025657.1
2531	OG0002531	YNL250W	XP_019027025.1
2532	OG0002532	YNL251C	XP_019024353.1
2533	OG0002533	YNL252C	XP_019024725.1
2534	OG0002534	YNL256W	XP_019022646.1
2535	OG0002535	YNL259C	XP_019023975.1
2536	OG0002536	YNL261W	XP_019023354.1
2537	OG0002537	YNL262W	XP_019027681.1
2538	OG0002538	YNL263C	XP_019027384.1
2539	OG0002539	YNL265C	XP_019025867.1
2540	OG0002540	YNL267W	XP_019024930.1
2541	OG0002541	YNL271C	XP_019023042.1
2542	OG0002542	YNL272C	XP_019021621.1
2543	OG0002543	YNL273W	XP_019023667.1
2544	OG0002544	YNL274C	XP_019022803.1
2545	OG0002545	YNL277W	XP_019023446.1
2546	OG0002546	YNL279W	XP_019027429.1
2547	OG0002547	YNL284C	XP_019026278.1
2548	OG0002548	YNL286W	XP_019027201.1
2549	OG0002549	YNL287W	XP_019021588.1
2550	OG0002550	YNL288W	XP_019021533.1
2551	OG0002551	YNL289W	XP_019024488.1
2552	OG0002552	YNL290W	XP_019025813.1
2553	OG0002553	YNL291C	XP_019025690.1
2554	OG0002554	YNL292W	XP_019025424.1
2555	OG0002555	YNL293W	XP_019022719.1
2556	OG0002556	YNL297C	XP_019021476.1
2557	OG0002557	YNL305C	XP_019022697.1
2558	OG0002558	YNL308C	XP_019022020.1
2559	OG0002559	YNL310C	XP_019021122.1
2560	OG0002560	YNL312W	XP_019025062.1
2561	OG0002561	YNL313C	XP_019027727.1
2562	OG0002562	YNL315C	XP_019022217.1
2563	OG0002563	YNL316C	XP_019022596.1
2564	OG0002564	YNL317W	XP_019024790.1
2565	OG0002565	YNL321W	XP_019026859.1
2566	OG0002566	YNR001C	XP_019024352.1
2567	OG0002567	YNR006W	XP_019024988.1
2568	OG0002568	YNR007C	XP_019025745.1
2569	OG0002569	YNR008W	XP_019020734.1
2570	OG0002570	YNR013C	XP_019027480.1
2571	OG0002571	YNR015W	XP_019026587.1
2572	OG0002572	YNR016C	XP_019025055.1
2573	OG0002573	YNR017W	XP_019025054.1
2574	OG0002574	YNR018W	XP_019021306.1
2575	OG0002575	YNR020C	XP_019024738.1
2576	OG0002576	YNR027W	XP_019023352.1
2577	OG0002577	YNR029C	XP_019022674.1
2578	OG0002578	YNR030W	XP_019026634.1
2579	OG0002579	YNR032C-A	XP_019024844.1
2580	OG0002580	YNR033W	XP_019025995.1
2581	OG0002581	YNR035C	XP_019025116.1
2582	OG0002582	YNR036C	XP_019021616.1
2583	OG0002583	YNR037C	XP_019023342.1
2584	OG0002584	YNR039C	XP_019025483.1
2585	OG0002585	YNR041C	XP_019025389.1
2586	OG0002586	YNR043W	XP_019025322.1
2587	OG0002587	YNR046W	XP_019026360.1
2588	OG0002588	YNR052C	XP_019025621.1
2589	OG0002589	YNR053C	XP_019022287.1
2590	OG0002590	YNR054C	XP_019023256.1
2591	OG0002591	YNR074C	XP_019020714.1
2592	OG0002592	YOL003C	XP_019026617.1
2593	OG0002593	YOL004W	XP_019026626.1
2594	OG0002594	YOL005C	XP_019026352.1
2595	OG0002595	YOL006C	XP_019026628.1
2596	OG0002596	YOL008W	XP_019025772.1
2597	OG0002597	YOL010W	XP_019024048.1
2598	OG0002598	YOL012C	XP_019024248.1
2599	OG0002599	YOL013C	XP_019021889.1
2600	OG0002600	YOL018C	XP_019024814.1
2601	OG0002601	YOL021C	XP_019027114.1
2602	OG0002602	YOL022C	XP_019027675.1
2603	OG0002603	YOL023W	XP_019027709.1
2604	OG0002604	YOL026C	XP_019024134.1
2605	OG0002605	YOL031C	XP_019023473.1
2606	OG0002606	YOL032W	XP_019023273.1
2607	OG0002607	YOL033W	XP_019024604.1
2608	OG0002608	YOL038W	XP_019025164.1
2609	OG0002609	YOL040C	XP_019023502.1
2610	OG0002610	YOL041C	XP_019023505.1
2611	OG0002611	YOL049W	XP_019021225.1
2612	OG0002612	YOL052C	XP_019025183.1
2613	OG0002613	YOL058W	XP_019027086.1
2614	OG0002614	YOL060C	XP_019023708.1
2615	OG0002615	YOL069W	XP_019025051.1
2616	OG0002616	YOL071W	XP_019026059.1
2617	OG0002617	YOL073C	XP_019024614.1
2618	OG0002618	YOL077C	XP_019022441.1
2619	OG0002619	YOL078W	XP_019024752.1
2620	OG0002620	YOL080C	XP_019022536.1
2621	OG0002621	YOL086W-A	XP_019025957.1
2622	OG0002622	YOL090W	XP_019027540.1
2623	OG0002623	YOL093W	XP_019027456.1
2624	OG0002624	YOL094C	XP_019021672.1
2625	OG0002625	YOL096C	XP_019023359.1
2626	OG0002626	YOL097C	XP_019022618.1
2627	OG0002627	YOL098C	XP_019022842.1
2628	OG0002628	YOL102C	XP_019026976.1
2629	OG0002629	YOL107W	XP_019021870.1
2630	OG0002630	YOL108C	XP_019026972.1
2631	OG0002631	YOL114C	XP_019027704.1
2632	OG0002632	YOL122C	XP_019022228.1
2633	OG0002633	YOL123W	XP_019021232.1
2634	OG0002634	YOL124C	XP_019021472.1
2635	OG0002635	YOL125W	XP_019026105.1
2636	OG0002636	YOL127W	XP_019023066.1
2637	OG0002637	YOL133W	XP_019025380.1
2638	OG0002638	YOL135C	XP_019025017.1
2639	OG0002639	YOL139C	XP_019022266.1
2640	OG0002640	YOL140W	XP_019021552.1
2641	OG0002641	YOL143C	XP_019022904.1
2642	OG0002642	YOL144W	XP_019023475.1
2643	OG0002643	YOL145C	XP_019025689.1
2644	OG0002644	YOL146W	XP_019024612.1
2645	OG0002645	YOL147C	XP_019027068.1
2646	OG0002646	YOL148C	XP_019027316.1
2647	OG0002647	YOL154W	XP_019024652.1
2648	OG0002648	YOR001W	XP_019027627.1
2649	OG0002649	YOR002W	XP_019023476.1
2650	OG0002650	YOR004W	XP_019021927.1
2651	OG0002651	YOR005C	XP_019025476.1
2652	OG0002652	YOR006C	XP_019024144.1
2653	OG0002653	YOR007C	XP_019021517.1
2654	OG0002654	YOR014W	XP_019025268.1
2655	OG0002655	YOR017W	XP_019025559.1
2656	OG0002656	YOR020C	XP_019026496.1
2657	OG0002657	YOR021C	XP_019027143.1
