	OrthologID	Saccharomyces_cerevisiae	yHAB153_Kazachstania_rosinii
77	OG0000077	YDR501W, YLR183C	maker-scf7180000099603-snap-gene-0.28-mRNA-1_1&gene=maker-scf7180000099603-snap-gene-0.28&CDS=1-1791, snap_masked-scf7180000099616-processed-gene-1.134-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.134&CDS=1-1566
78	OG0000078	YER011W, YOR010C	snap_masked-scf7180000099642-processed-gene-3.125-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-3.125&CDS=1-729, snap_masked-scf7180000099670-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099670-processed-gene-0.22&CDS=1-813
79	OG0000079	YER017C, YMR089C	snap_masked-scf7180000099642-processed-gene-3.123-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-3.123&CDS=1-2331, snap_masked-scf7180000099650-processed-gene-1.154-mRNA-1_1&gene=snap_masked-scf7180000099650-processed-gene-1.154&CDS=1-2376
80	OG0000080	YER047C, YPL074W	genemark-scf7180000099642-processed-gene-3.154-mRNA-1_1&gene=genemark-scf7180000099642-processed-gene-3.154&CDS=1-3018, snap_masked-scf7180000099649-processed-gene-2.49-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-2.49&CDS=1-2373
81	OG0000081	YER064C, YIL056W	genemark-scf7180000099633-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000099633-processed-gene-0.107&CDS=1-1701, snap_masked-scf7180000099642-processed-gene-3.69-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-3.69&CDS=1-1785
82	OG0000082	YER070W, YIL066C	genemark-scf7180000099619-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000099619-processed-gene-0.3&CDS=1-2547, snap_masked-scf7180000099642-processed-gene-2.131-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-2.131&CDS=1-2730
83	OG0000083	YER073W, YOR374W	maker-scf7180000099642-snap-gene-2.47-mRNA-1_1&gene=maker-scf7180000099642-snap-gene-2.47&CDS=1-1926, snap_masked-scf7180000099671-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-0.92&CDS=1-1554
84	OG0000084	YER133W, YML016C	maker-scf7180000099711-snap-gene-1.87-mRNA-1_1&gene=maker-scf7180000099711-snap-gene-1.87&CDS=1-936, snap_masked-scf7180000099651-processed-gene-0.136-mRNA-1_1&gene=snap_masked-scf7180000099651-processed-gene-0.136&CDS=1-2445
85	OG0000085	YFL042C, YLR072W	snap_masked-scf7180000099712-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000099712-processed-gene-0.96&CDS=1-3003, snap_masked-scf7180000099722-processed-gene-1.89-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.89&CDS=1-1356
86	OG0000086	YFR015C, YLR258W	snap_masked-scf7180000099650-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000099650-processed-gene-0.35&CDS=1-2115, snap_masked-scf7180000099668-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099668-processed-gene-0.34&CDS=1-2115
87	OG0000087	YFR031C-A, YIL018W	snap_masked-scf7180000099642-processed-gene-3.93-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-3.93&CDS=1-762, snap_masked-scf7180000099699-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000099699-processed-gene-0.90&CDS=1-762
88	OG0000088	YGL008C	genemark-scf7180000099649-processed-gene-3.47-mRNA-1_1&gene=genemark-scf7180000099649-processed-gene-3.47&CDS=1-2724, snap_masked-scf7180000099635-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.57&CDS=1-2712, snap_masked-scf7180000099639-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000099639-processed-gene-0.68&CDS=1-2760
89	OG0000089	YGL089C, YPL187W	genemark-scf7180000099615-processed-gene-1.104-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-1.104&CDS=1-450, snap_masked-scf7180000099711-processed-gene-5.140-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-5.140&CDS=1-516
90	OG0000090	YGL139W, YPL221W	snap_masked-scf7180000099692-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-0.109&CDS=1-2400, snap_masked-scf7180000099711-processed-gene-6.82-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-6.82&CDS=1-2283
91	OG0000091	YGL147C, YNL067W	snap_masked-scf7180000099676-processed-gene-3.141-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.141&CDS=1-576, snap_masked-scf7180000099707-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000099707-processed-gene-0.57&CDS=1-576
92	OG0000092	YGR004W, YLR324W	augustus_masked-scf7180000099639-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000099639-processed-gene-0.15&CDS=1-1668, genemark-scf7180000099577-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000099577-processed-gene-0.35&CDS=1-1488
93	OG0000093	YGR027C, YLR333C	genemark-scf7180000099626-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000099626-processed-gene-0.12&CDS=1-324, snap_masked-scf7180000099602-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000099602-processed-gene-0.27&CDS=1-324
94	OG0000094	YGR043C, YLR354C	snap_masked-scf7180000099586-processed-gene-0.167-mRNA-1_1&gene=snap_masked-scf7180000099586-processed-gene-0.167&CDS=1-1002, snap_masked-scf7180000099614-processed-gene-1.89-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-1.89&CDS=1-1011
95	OG0000095	YGR097W, YPR115W	genemark-scf7180000099573-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000099573-processed-gene-0.11&CDS=1-3840, snap_masked-scf7180000099641-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000099641-processed-gene-0.44&CDS=1-2520
96	OG0000096	YGR109C, YPR120C	genemark-scf7180000099641-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000099641-processed-gene-0.98&CDS=1-1218, snap_masked-scf7180000099687-processed-gene-0.168-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.168&CDS=1-1158
97	OG0000097	YGR118W, YPR132W	snap_masked-scf7180000099683-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000099683-processed-gene-0.90&CDS=1-435, snap_masked-scf7180000099687-processed-gene-0.173-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.173&CDS=1-435
98	OG0000098	YGR136W, YPR154W	genemark-scf7180000099719-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000099719-processed-gene-0.36&CDS=1-711, maker-scf7180000099687-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000099687-snap-gene-0.1&CDS=1-732
99	OG0000099	YGR192C, YJL052W, YJR009C	augustus_masked-scf7180000099671-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-scf7180000099671-processed-gene-1.80&CDS=1-918
100	OG0000100	YGR221C, YHR149C	snap_masked-scf7180000099671-processed-gene-1.12-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.12&CDS=1-2346, snap_masked-scf7180000099708-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.26&CDS=1-1203
101	OG0000101	YGR254W, YHR174W	snap_masked-scf7180000099671-processed-gene-1.31-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.31&CDS=1-1311, snap_masked-scf7180000099708-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.41&CDS=1-1311
102	OG0000102	YGR279C, YMR305C	snap_masked-scf7180000099598-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099598-processed-gene-0.22&CDS=1-1128, snap_masked-scf7180000099708-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000099708-processed-gene-0.58&CDS=1-1158
103	OG0000103	YHL033C, YLL045C	snap_masked-scf7180000099711-processed-gene-7.192-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.192&CDS=1-765, snap_masked-scf7180000099716-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.50&CDS=1-765
104	OG0000104	YHL034C, YLL046C	augustus_masked-scf7180000099711-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-7.116&CDS=1-843, snap_masked-scf7180000099716-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-0.49&CDS=1-828
105	OG0000105	YHR131C, YNL144C	snap_masked-scf7180000099618-processed-gene-1.158-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.158&CDS=1-2265, snap_masked-scf7180000099711-processed-gene-6.111-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-6.111&CDS=1-1767
106	OG0000106	YHR139C, YNL160W	augustus_masked-scf7180000099635-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000099635-processed-gene-0.132&CDS=1-1194, snap_masked-scf7180000099618-processed-gene-1.164-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.164&CDS=1-981
107	OG0000107	YHR203C, YJR145C	genemark-scf7180000099615-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-0.82&CDS=1-777, snap_masked-scf7180000099614-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-0.2&CDS=1-777
108	OG0000108	YHR216W, YLR432W, YML056C	maker-scf7180000099597-augustus-gene-0.126-mRNA-1_1&gene=maker-scf7180000099597-augustus-gene-0.126&CDS=1-1572
109	OG0000109	YIL013C, YOR011W	genemark-scf7180000099642-processed-gene-3.193-mRNA-1_1&gene=genemark-scf7180000099642-processed-gene-3.193&CDS=1-4152, snap_masked-scf7180000099670-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000099670-processed-gene-0.13&CDS=1-4158
110	OG0000110	YIL085C, YNL029C	genemark-scf7180000099676-processed-gene-2.26-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-2.26&CDS=1-2553, snap_masked-scf7180000099643-processed-gene-2.148-mRNA-1_1&gene=snap_masked-scf7180000099643-processed-gene-2.148&CDS=1-1575
111	OG0000111	YIL095W, YNL020C	genemark-scf7180000099676-processed-gene-2.54-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-2.54&CDS=1-2445, snap_masked-scf7180000099643-processed-gene-2.154-mRNA-1_1&gene=snap_masked-scf7180000099643-processed-gene-2.154&CDS=1-2100
112	OG0000112	YIL107C, YIL109C	augustus_masked-scf7180000099676-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-scf7180000099676-processed-gene-2.93&CDS=1-2775, maker-scf7180000099643-augustus-gene-2.3-mRNA-1_1&gene=maker-scf7180000099643-augustus-gene-2.3&CDS=1-4650
113	OG0000113	YIL126W, YOR290C	genemark-scf7180000099643-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000099643-processed-gene-0.96&CDS=1-6273, genemark-scf7180000099676-processed-gene-3.231-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.231&CDS=1-4050
114	OG0000114	YIL135C, YNL074C	augustus_masked-scf7180000099614-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-1.200&CDS=1-1395, snap_masked-scf7180000099676-processed-gene-3.95-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.95&CDS=1-1188
115	OG0000115	YIR031C, YNL117W	genemark-scf7180000099636-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000099636-processed-gene-0.75&CDS=1-1665, snap_masked-scf7180000099640-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.99&CDS=1-1665
116	OG0000116	YIR033W, YKL020C	snap_masked-scf7180000099468-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000099468-processed-gene-0.0&CDS=1-3093, snap_masked-scf7180000099683-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000099683-processed-gene-0.102&CDS=1-3375
117	OG0000117	YJL010C	augustus_masked-scf7180000099391-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000099391-processed-gene-0.2&CDS=1-1917, augustus_masked-scf7180000099642-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scf7180000099642-processed-gene-3.67&CDS=1-1830, augustus_masked-scf7180000099643-processed-gene-2.232-mRNA-1_1&gene=augustus_masked-scf7180000099643-processed-gene-2.232&CDS=1-1830
118	OG0000118	YJL105W, YKR029C	augustus_masked-scf7180000099658-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000099658-processed-gene-0.46&CDS=1-1734, snap_masked-scf7180000099637-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000099637-processed-gene-0.24&CDS=1-2634
119	OG0000119	YJL110C, YKR034W	genemark-scf7180000099658-processed-gene-0.147-mRNA-1_1&gene=genemark-scf7180000099658-processed-gene-0.147&CDS=1-1464, snap_masked-scf7180000099637-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000099637-processed-gene-0.6&CDS=1-1296
120	OG0000120	YJL129C, YKR050W	augustus_masked-scf7180000099637-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000099637-processed-gene-0.47&CDS=1-2613, maker-scf7180000099641-snap-gene-1.55-mRNA-1_1&gene=maker-scf7180000099641-snap-gene-1.55&CDS=1-4227
121	OG0000121	YJL139C, YKR061W	genemark-scf7180000099641-processed-gene-1.45-mRNA-1_1&gene=genemark-scf7180000099641-processed-gene-1.45&CDS=1-1665, maker-scf7180000099637-snap-gene-0.79-mRNA-1_1&gene=maker-scf7180000099637-snap-gene-0.79&CDS=1-1338
122	OG0000122	YJL177W, YKL180W	maker-scf7180000099621-snap-gene-0.82-mRNA-1_1&gene=maker-scf7180000099621-snap-gene-0.82&CDS=1-552, snap_masked-scf7180000099641-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000099641-processed-gene-0.67&CDS=1-552
123	OG0000123	YJL190C, YLR367W	maker-scf7180000099711-snap-gene-0.95-mRNA-1_1&gene=maker-scf7180000099711-snap-gene-0.95&CDS=1-390, snap_masked-scf7180000099641-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000099641-processed-gene-0.54&CDS=1-390
124	OG0000124	YJR015W	maker-scf7180000099671-augustus-gene-1.107-mRNA-1_1&gene=maker-scf7180000099671-augustus-gene-1.107&CDS=1-1779, snap_masked-scf7180000099671-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scf7180000099671-processed-gene-1.21&CDS=1-1734, snap_masked-scf7180000099722-processed-gene-1.128-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.128&CDS=1-1557
125	OG0000125	YJR061W, YKL201C	snap_masked-scf7180000099273-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000099273-processed-gene-0.9&CDS=1-2673, snap_masked-scf7180000099649-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-0.63&CDS=1-3012
126	OG0000126	YJR066W, YKL203C	augustus_masked-scf7180000099575-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000099575-processed-gene-0.3&CDS=1-5073, snap_masked-scf7180000099649-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-0.62&CDS=1-7176
127	OG0000127	YJR127C, YML081W	snap_masked-scf7180000099614-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000099614-processed-gene-0.10&CDS=1-3309, snap_masked-scf7180000099615-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-0.12&CDS=1-4176
128	OG0000128	YKL068W, YMR047C	snap_masked-scf7180000099613-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099613-processed-gene-0.22&CDS=1-3324, snap_masked-scf7180000099649-processed-gene-3.152-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.152&CDS=1-3279
129	OG0000129	YKL081W, YPL048W	snap_masked-scf7180000099649-processed-gene-2.59-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-2.59&CDS=1-1224, snap_masked-scf7180000099683-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scf7180000099683-processed-gene-0.116&CDS=1-1224
130	OG0000130	YLR032W, YMR125W	maker-scf7180000099676-augustus-gene-1.140-mRNA-1_1&gene=maker-scf7180000099676-augustus-gene-1.140&CDS=1-6180, snap_masked-scf7180000099650-processed-gene-1.134-mRNA-1_1&gene=snap_masked-scf7180000099650-processed-gene-1.134&CDS=1-2595
131	OG0000131	YLR044C, YLR134W	snap_masked-scf7180000099643-processed-gene-1.20-mRNA-1_1&gene=snap_masked-scf7180000099643-processed-gene-1.20&CDS=1-1695, snap_masked-scf7180000099670-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000099670-processed-gene-0.24&CDS=1-1692
132	OG0000132	YLR187W, YNL278W	genemark-scf7180000099616-processed-gene-1.36-mRNA-1_1&gene=genemark-scf7180000099616-processed-gene-1.36&CDS=1-3054, snap_masked-scf7180000099642-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-1.72&CDS=1-3822
133	OG0000133	YLR237W, YOR071C, YOR192C	snap_masked-scf7180000099687-processed-gene-0.169-mRNA-1_1&gene=snap_masked-scf7180000099687-processed-gene-0.169&CDS=1-1869
134	OG0000134	YLR277C, YLR278C	maker-scf7180000099610-snap-gene-0.80-mRNA-1_1&gene=maker-scf7180000099610-snap-gene-0.80&CDS=1-6126, snap_masked-scf7180000099711-processed-gene-6.99-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-6.99&CDS=1-4056
135	OG0000135	YLR284C, YOR180C	snap_masked-scf7180000099610-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.111&CDS=1-900, snap_masked-scf7180000099711-processed-gene-6.98-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-6.98&CDS=1-834
136	OG0000136	YLR450W, YML075C	augustus_masked-scf7180000099614-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000099614-processed-gene-0.62&CDS=1-3036, snap_masked-scf7180000099597-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000099597-processed-gene-0.51&CDS=1-3468
137	OG0000137	YLR456W, YPR172W	genemark-scf7180000099618-processed-gene-1.52-mRNA-1_1&gene=genemark-scf7180000099618-processed-gene-1.52&CDS=1-579, genemark-scf7180000099635-processed-gene-0.172-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.172&CDS=1-618
138	OG0000138	YML087C, YML125C	snap_masked-scf7180000099589-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000099589-processed-gene-0.24&CDS=1-954, snap_masked-scf7180000099674-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scf7180000099674-processed-gene-0.105&CDS=1-1017
139	OG0000139	YMR008C	snap_masked-scf7180000099610-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.85&CDS=1-2052, snap_masked-scf7180000099676-processed-gene-3.170-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.170&CDS=1-2238, snap_masked-scf7180000099711-processed-gene-7.179-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.179&CDS=1-1992
140	OG0000140	YMR054W, YOR270C	snap_masked-scf7180000099622-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000099622-processed-gene-0.64&CDS=1-2565, snap_masked-scf7180000099649-processed-gene-3.182-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.182&CDS=1-2640
141	OG0000141	YMR119W, YNL008C	augustus_masked-scf7180000099650-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-scf7180000099650-processed-gene-1.226&CDS=1-1704, augustus_masked-scf7180000099676-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000099676-processed-gene-1.10&CDS=1-1767
142	OG0000142	YMR198W, YPL253C	augustus_masked-scf7180000099640-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-scf7180000099640-processed-gene-0.139&CDS=1-1632, augustus_masked-scf7180000099692-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-scf7180000099692-processed-gene-1.179&CDS=1-1878
143	OG0000143	YMR242C, YOR312C	snap_masked-scf7180000099595-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000099595-processed-gene-0.18&CDS=1-534, snap_masked-scf7180000099674-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000099674-processed-gene-0.99&CDS=1-528
144	OG0000144	YNL283C, YOL105C	augustus_masked-scf7180000099430-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000099430-processed-gene-0.11&CDS=1-1683, augustus_masked-scf7180000099610-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-scf7180000099610-processed-gene-0.176&CDS=1-1653
145	OG0000145	YNL301C, YOL120C	augustus_masked-scf7180000099711-processed-gene-7.166-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-7.166&CDS=1-957, maker-scf7180000099638-snap-gene-0.10-mRNA-1_1&gene=maker-scf7180000099638-snap-gene-0.10&CDS=1-957
146	OG0000146	YOL055C, YPL258C, YPR121W	snap_masked-scf7180000099615-processed-gene-2.43-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.43&CDS=1-1668
147	OG0000147	YOR227W, YPL137C	maker-scf7180000099643-snap-gene-1.144-mRNA-1_1&gene=maker-scf7180000099643-snap-gene-1.144&CDS=1-4878, snap_masked-scf7180000099622-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scf7180000099622-processed-gene-1.102&CDS=1-3693
148	OG0000148	YOR234C, YPL143W	genemark-scf7180000099622-processed-gene-1.26-mRNA-1_1&gene=genemark-scf7180000099622-processed-gene-1.26&CDS=1-321, snap_masked-scf7180000099643-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scf7180000099643-processed-gene-1.8&CDS=1-321
149	OG0000149	YOR256C, YPL176C	snap_masked-scf7180000099622-processed-gene-1.63-mRNA-1_1&gene=snap_masked-scf7180000099622-processed-gene-1.63&CDS=1-2448, snap_masked-scf7180000099643-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000099643-processed-gene-0.22&CDS=1-2433
150	OG0000150	YOR389W, YPL277C, YPL278C	augustus_masked-scf7180000099711-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-5.74&CDS=1-3279
151	OG0000151	YPR070W	augustus_masked-scf7180000099311-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000099311-processed-gene-0.1&CDS=1-468, snap_masked-scf7180000099312-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000099312-processed-gene-0.0&CDS=1-375, snap_masked-scf7180000099682-processed-gene-1.129-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.129&CDS=1-1920
