	OrthologID	Saccharomyces_cerevisiae	Schizosaccharomyces_pomb
1842	OG0001842	YKR016W	SPBC3E7.05c_pep
1843	OG0001843	YKR017C	SPAC328.02_pep
1844	OG0001844	YKR023W	SPAC1A6.01c_pep
1845	OG0001845	YKR024C	SPBC21H7.04_pep
1846	OG0001846	YKR025W	SPCC330.13_pep
1847	OG0001847	YKR026C	SPCC11E10.07c_pep
1848	OG0001848	YKR030W	SPBC25H2.14_pep
1849	OG0001849	YKR031C	SPAC2F7.16c_pep
1850	OG0001850	YKR034W	SPAC23E2.01_pep
1851	OG0001851	YKR035W-A	SPBC13G1.12_pep
1852	OG0001852	YKR038C	SPBC16D10.03_pep
1853	OG0001853	YKR048C	SPBC2D10.11c_pep
1854	OG0001854	YKR050W	SPAC3F10.02c_pep
1855	OG0001855	YKR051W	SPAC30D11.06c_pep
1856	OG0001856	YKR054C	SPAC1093.06c_pep
1857	OG0001857	YKR056W	SPAC4G8.07c_pep
1858	OG0001858	YKR062W	SPCC1672.08c_pep
1859	OG0001859	YKR063C	SPBC16C6.12c_pep
1860	OG0001860	YKR065C	SPAC167.04_pep
1861	OG0001861	YKR068C	SPAC644.18c_pep
1862	OG0001862	YKR069W	SPCC1739.06c_pep
1863	OG0001863	YKR070W	SPAC22A12.08c_pep
1864	OG0001864	YKR071C	SPBC337.10c_pep
1865	OG0001865	YKR074W	SPAC2C4.04c_pep
1866	OG0001866	YKR079C	SPAC1D4.10_pep
1867	OG0001867	YKR080W	SPBC1711.04_pep
1868	OG0001868	YKR081C	SPAC926.08c_pep
1869	OG0001869	YKR082W	SPAC1805.04_pep
1870	OG0001870	YKR086W	SPBC1711.17_pep
1871	OG0001871	YKR087C	SPAP14E8.04_pep
1872	OG0001872	YKR092C	SPBC1711.05_pep
1873	OG0001873	YKR093W	SPBC13A2.04c_pep
1874	OG0001874	YLL001W	SPBC12C2.08_pep
1875	OG0001875	YLL002W	SPBC342.06c_pep
1876	OG0001876	YLL006W	SPBC27B12.01c_pep
1877	OG0001877	YLL008W	SPAC30D11.03_pep
1878	OG0001878	YLL011W	SPBC1A4.07c_pep
1879	OG0001879	YLL018C	SPCC1223.07c_pep
1880	OG0001880	YLL018C-A	SPCC1672.04c_pep
1881	OG0001881	YLL019C	SPAC1D4.11c_pep
1882	OG0001882	YLL023C	SPBC1539.04_pep
1883	OG0001883	YLL026W	SPBC16D10.08c_pep
1884	OG0001884	YLL027W	SPCC645.03c_pep
1885	OG0001885	YLL029W	SPAC22G7.01c_pep
1886	OG0001886	YLL031C	SPBC27B12.06_pep
1887	OG0001887	YLL032C	SPBC28E12.02_pep
1888	OG0001888	YLL034C	SPBC16E9.10c_pep
1889	OG0001889	YLL035W	SPCC830.03_pep
1890	OG0001890	YLL036C	SPAC29A4.08c_pep
1891	OG0001891	YLL039C	SPBC337.08c_pep
1892	OG0001892	YLL040C	SPBC21C3.01c_pep
1893	OG0001893	YLL041C	SPAC140.01_pep
1894	OG0001894	YLL050C	SPAC20G4.06c_pep
1895	OG0001895	YLL056C	SPBC2A9.02_pep
1896	OG0001896	YLL057C	SPBC460.04c_pep
1897	OG0001897	YLR001C	SPAC22H12.05c_pep
1898	OG0001898	YLR002C	SPBC887.03c_pep
1899	OG0001899	YLR005W	SPCC1682.07_pep
1900	OG0001900	YLR006C	SPBC887.10_pep
1901	OG0001901	YLR008C	SPAC824.06_pep
1902	OG0001902	YLR009W	SPAC22E12.13c_pep
1903	OG0001903	YLR011W	SPCC4B3.06c_pep
1904	OG0001904	YLR015W	SPBC13G1.08c_pep
1905	OG0001905	YLR017W	SPAC16C9.02c_pep
1906	OG0001906	YLR019W	SPAC2F7.02c_pep
1907	OG0001907	YLR022C	SPAC4F8.03_pep
1908	OG0001908	YLR023C	SPAC30D11.11_pep
1909	OG0001909	YLR025W	SPAC1142.07c_pep
1910	OG0001910	YLR026C	SPBC8D2.14c_pep
1911	OG0001911	YLR027C	SPAC10F6.13c_pep
1912	OG0001912	YLR032W	SPAC13G6.01c_pep
1913	OG0001913	YLR038C	SPCC1442.08c_pep
1914	OG0001914	YLR051C	SPAC3G9.15c_pep
1915	OG0001915	YLR055C	SPBC14C8.17c_pep
1916	OG0001916	YLR056W	SPAC1687.16c_pep
1917	OG0001917	YLR058C	SPAC24C9.12c_pep
1918	OG0001918	YLR059C	SPBC1347.07_pep
1919	OG0001919	YLR060W	SPAC23A1.12c_pep
1920	OG0001920	YLR066W	SPAC56F8.11_pep
1921	OG0001921	YLR069C	SPBC1306.01c_pep
1922	OG0001922	YLR071C	SPBC1A4.10c_pep
1923	OG0001923	YLR074C	SPAC19B12.11c_pep
1924	OG0001924	YLR078C	SPAP14E8.03_pep
1925	OG0001925	YLR084C	SPAC6F6.06c_pep
1926	OG0001926	YLR085C	SPCC550.12_pep
1927	OG0001927	YLR086W	SPBC146.03c_pep
1928	OG0001928	YLR088W	SPAC1002.11_pep
1929	OG0001929	YLR097C	SPCC1827.08c_pep
1930	OG0001930	YLR099W-A	SPBC409.23_pep
1931	OG0001931	YLR100W	SPBC1709.07_pep
1932	OG0001932	YLR103C	SPAC17D4.02_pep
1933	OG0001933	YLR105C	SPAPB17E12.07c_pep
1934	OG0001934	YLR106C	SPCC737.08_pep
1935	OG0001935	YLR107W	SPAC1782.08c_pep
1936	OG0001936	YLR109W	SPCC330.06c_pep
1937	OG0001937	YLR113W	SPAC24B11.06c_pep
1938	OG0001938	YLR114C	SPAC23H3.14_pep
1939	OG0001939	YLR115W	SPBC1709.15c_pep
1940	OG0001940	YLR116W	SPCC962.06c_pep
1941	OG0001941	YLR117C	SPBC31F10.11c_pep
1942	OG0001942	YLR118C	SPAC8E11.04c_pep
1943	OG0001943	YLR126C	SPAC13C5.04_pep
1944	OG0001944	YLR127C	SPBP23A10.04_pep
1945	OG0001945	YLR128W	SPBC839.03c_pep
1946	OG0001946	YLR129W	SPBC3D6.12_pep
1947	OG0001947	YLR138W	SPAC3A11.09_pep
1948	OG0001948	YLR142W	SPCC70.03c_pep
1949	OG0001949	YLR143W	SPBC577.12_pep
1950	OG0001950	YLR144C	SPAC23D3.10c_pep
1951	OG0001951	YLR147C	SPBC19C2.14_pep
1952	OG0001952	YLR148W	SPCC790.02_pep
1953	OG0001953	YLR149C	SPCC4G3.03_pep
1954	OG0001954	YLR151C	SPAC6G9.05_pep
1955	OG0001955	YLR153C	SPCC191.02c_pep
1956	OG0001956	YLR163C	SPBP23A10.15c_pep
1957	OG0001957	YLR166C	SPAC13F5.06c_pep
1958	OG0001958	YLR170C	SPAP27G11.06c_pep
1959	OG0001959	YLR172C	SPCC576.14_pep
1960	OG0001960	YLR175W	SPAC29A4.04c_pep
1961	OG0001961	YLR176C	SPAC3G9.14_pep
1962	OG0001962	YLR182W	SPBC336.12c_pep
1963	OG0001963	YLR186W	SPAC18G6.07c_pep
1964	OG0001964	YLR188W	SPBC9B6.09c_pep
1965	OG0001965	YLR191W	SPAC3C7.10_pep
1966	OG0001966	YLR193C	SPAP8A3.10_pep
1967	OG0001967	YLR195C	SPBC2G2.11_pep
1968	OG0001968	YLR196W	SPBC1711.16_pep
1969	OG0001969	YLR197W	SPBC646.10c_pep
1970	OG0001970	YLR200W	SPAC3A11.13_pep
1971	OG0001971	YLR203C	SPAC25B8.04c_pep
1972	OG0001972	YLR208W	SPBC215.15_pep
1973	OG0001973	YLR209C	SPAC1805.16c_pep
1974	OG0001974	YLR212C	SPBC32F12.04_pep
1975	OG0001975	YLR215C	SPAP27G11.03_pep
1976	OG0001976	YLR216C	SPAC1B3.03c_pep
1977	OG0001977	YLR218C	SPCC550.01c_pep
1978	OG0001978	YLR222C	SPCC16A11.02_pep
1979	OG0001979	YLR229C	SPAC110.03_pep
1980	OG0001980	YLR234W	SPBC16G5.12c_pep
1981	OG0001981	YLR239C	SPAC4F10.05c_pep
1982	OG0001982	YLR240W	SPAC458.05_pep
1983	OG0001983	YLR241W	SPAC2G11.09_pep
1984	OG0001984	YLR242C	SPAPB1A10.15_pep
1985	OG0001985	YLR243W	SPAC4D7.12c_pep
1986	OG0001986	YLR244C	SPBC3E7.10_pep
1987	OG0001987	YLR245C	SPAC1556.04c_pep
1988	OG0001988	YLR246W	SPBC3H7.09_pep
1989	OG0001989	YLR247C	SPAC144.05_pep
1990	OG0001990	YLR250W	SPCC613.03_pep
1991	OG0001991	YLR253W	SPBC15C4.02_pep
1992	OG0001992	YLR259C	SPAC12G12.04_pep
1993	OG0001993	YLR262C	SPAC4C5.02c_pep
1994	OG0001994	YLR268W	SPBC2A9.08c_pep
1995	OG0001995	YLR271W	SPAC6F6.19_pep
1996	OG0001996	YLR272C	SPBC776.13_pep
1997	OG0001997	YLR274W	SPAC1B2.05_pep
1998	OG0001998	YLR275W	SPAC2C4.03c_pep
1999	OG0001999	YLR276C	SPCC1494.06c_pep
2000	OG0002000	YLR277C	SPAC17G6.16c_pep
2001	OG0002001	YLR281C	SPBC1105.18c_pep
2002	OG0002002	YLR285W	SPAC8F11.09c_pep
2003	OG0002003	YLR286C	SPAPB1E7.04c_pep
2004	OG0002004	YLR289W	SPAC1B3.04c_pep
2005	OG0002005	YLR290C	SPCC1840.09_pep
2006	OG0002006	YLR291C	SPAC343.14c_pep
2007	OG0002007	YLR293C	SPBC1289.03c_pep
2008	OG0002008	YLR298C	SPBP35G2.09_pep
2009	OG0002009	YLR303W	SPBC428.11_pep
2010	OG0002010	YLR304C	SPAC24C9.06c_pep
2011	OG0002011	YLR305C	SPBC577.06c_pep
2012	OG0002012	YLR306W	SPCC777.10c_pep
2013	OG0002013	YLR313C	SPAC3G9.05_pep
2014	OG0002014	YLR314C	SPAC4F10.11_pep
2015	OG0002015	YLR316C	SPAP27G11.04c_pep
2016	OG0002016	YLR318W	SPBC29A3.14c_pep
2017	OG0002017	YLR319C	SPAC15A10.16_pep
2018	OG0002018	YLR321C	SPCC16A11.14_pep
2019	OG0002019	YLR323C	SPBC13E7.02_pep
2020	OG0002020	YLR330W	SPAC6G9.12_pep
2021	OG0002021	YLR336C	SPAC24C9.11_pep
2022	OG0002022	YLR337C	SPBC13E7.09_pep
2023	OG0002023	YLR340W	SPCC18.14c_pep
2024	OG0002024	YLR345W	SPAC144.17c_pep
2025	OG0002025	YLR347C	SPAC1B1.03c_pep
2026	OG0002026	YLR351C	SPAC26A3.11_pep
2027	OG0002027	YLR354C	SPCC1020.06c_pep
2028	OG0002028	YLR355C	SPBC56F2.12_pep
2029	OG0002029	YLR359W	SPBC14F5.09c_pep
2030	OG0002030	YLR361C	SPCC1020.05_pep
2031	OG0002031	YLR362W	SPBC1D7.05_pep
2032	OG0002032	YLR370C	SPBC1778.08c_pep
2033	OG0002033	YLR377C	SPBC1198.14c_pep
2034	OG0002034	YLR378C	SPBC354.02c_pep
2035	OG0002035	YLR380W	SPAC3H8.02_pep
2036	OG0002036	YLR382C	SPAC4G8.09_pep
2037	OG0002037	YLR383W	SPCC5E4.06_pep
2038	OG0002038	YLR384C	SPBC36.07_pep
2039	OG0002039	YLR386W	SPBC25H2.03_pep
2040	OG0002040	YLR389C	SPACUNK4.12c_pep
2041	OG0002041	YLR393W	SPAC4G8.11c_pep
2042	OG0002042	YLR396C	SPBC1703.15c_pep
2043	OG0002043	YLR397C	SPBC56F2.07c_pep
2044	OG0002044	YLR398C	SPCC550.03c_pep
2045	OG0002045	YLR401C	SPAC16.04_pep
2046	OG0002046	YLR403W	SPAC16.05c_pep
2047	OG0002047	YLR405W	SPCC777.15_pep
2048	OG0002048	YLR409C	SPCC1672.07_pep
2049	OG0002049	YLR410W	SPCC1672.06c_pep
2050	OG0002050	YLR417W	SPBC3B9.09_pep
2051	OG0002051	YLR418C	SPBC17G9.02c_pep
2052	OG0002052	YLR419W	SPCC895.09c_pep
2053	OG0002053	YLR420W	SPAC16.03c_pep
2054	OG0002054	YLR425W	SPCC645.06c_pep
2055	OG0002055	YLR426W	SPBC16H5.14c_pep
2056	OG0002056	YLR427W	SPBP8B7.23_pep
2057	OG0002057	YLR429W	SPAC23C4.02_pep
2058	OG0002058	YLR433C	SPBP4H10.04_pep
2059	OG0002059	YLR435W	SPBC409.15_pep
2060	OG0002060	YLR438C-A	SPBC9B6.05c_pep
2061	OG0002061	YLR438W	SPBC21C3.08c_pep
2062	OG0002062	YLR439W	SPCC4G3.06c_pep
2063	OG0002063	YLR447C	SPAC17A2.03c_pep
2064	OG0002064	YLR454W	SPAC3H5.09c_pep
2065	OG0002065	YLR459W	SPAC1952.01_pep
2066	OG0002066	YML001W	SPBC405.04c_pep
2067	OG0002067	YML004C	SPBC12C2.12c_pep
2068	OG0002068	YML005W	SPAC4G8.06c_pep
2069	OG0002069	YML007W	SPAC1783.07c_pep
2070	OG0002070	YML008C	SPBC16E9.05_pep
2071	OG0002071	YML009C	SPBC4F6.08c_pep
2072	OG0002072	YML010W	SPAC23C4.19_pep
2073	OG0002073	YML012W	SPAC23H4.03c_pep
2074	OG0002074	YML014W	SPAC13D6.03c_pep
2075	OG0002075	YML015C	SPAC1002.04c_pep
2076	OG0002076	YML018C	SPBC405.03c_pep
2077	OG0002077	YML021C	SPCC1183.06_pep
2078	OG0002078	YML025C	SPBC2D10.08c_pep
2079	OG0002079	YML030W	SPAC25B8.07c_pep
2080	OG0002080	YML035C	SPBC106.04_pep
2081	OG0002081	YML036W	SPCC24B10.12_pep
2082	OG0002082	YML038C	SPAC22E12.01_pep
2083	OG0002083	YML043C	SPBC725.17c_pep
2084	OG0002084	YML046W	SPBC4B4.09_pep
2085	OG0002085	YML049C	SPAPJ698.03c_pep
2086	OG0002086	YML054C	SPAPB1A11.03_pep
2087	OG0002087	YML059C	SPCC4B3.04c_pep
2088	OG0002088	YML061C	SPBC887.14c_pep
2089	OG0002089	YML064C	SPAC1565.06c_pep
2090	OG0002090	YML065W	SPBC29A10.15_pep
2091	OG0002091	YML067C	SPBC2G5.04c_pep
2092	OG0002092	YML068W	SPAC1002.14_pep
2093	OG0002093	YML069W	SPBC609.05_pep
2094	OG0002094	YML070W	SPAC22A12.11_pep
2095	OG0002095	YML072C	SPAPYUK71.03c_pep
2096	OG0002096	YML077W	SPAC3G9.16c_pep
2097	OG0002097	YML080W	SPBC36B7.04_pep
2098	OG0002098	YML081C-A	SPAC23C4.11_pep
2099	OG0002099	YML085C	SPBC16A3.15c_pep
2100	OG0002100	YML086C	SPAPB1A10.12c_pep
2101	OG0002101	YML088W	SPBC1703.06_pep
2102	OG0002102	YML092C	SPCC1442.06_pep
2103	OG0002103	YML093W	SPAC57A7.06_pep
2104	OG0002104	YML094W	SPBC215.02_pep
2105	OG0002105	YML095C	SPBC4F6.15c_pep
2106	OG0002106	YML096W	SPBC4F6.11c_pep
2107	OG0002107	YML097C	SPBC4F6.10_pep
2108	OG0002108	YML098W	SPCC1494.02c_pep
2109	OG0002109	YML101C	SPCC4G3.13c_pep
2110	OG0002110	YML102W	SPAC26H5.03_pep
2111	OG0002111	YML103C	SPAP27G11.10c_pep
2112	OG0002112	YML104C	SPCC16A11.04_pep
2113	OG0002113	YML105C	SPCC126.15c_pep
2114	OG0002114	YML110C	SPCC4G3.04c_pep
2115	OG0002115	YML121W	SPBC337.13c_pep
2116	OG0002116	YML126C	SPAC4F8.14c_pep
2117	OG0002117	YML127W	SPBC1703.02_pep
2118	OG0002118	YML128C	SPBC365.12c_pep
2119	OG0002119	YML130C	SPCC1450.14c_pep
2120	OG0002120	YML131W	SPAPB24D3.08c_pep
2121	OG0002121	YMR001C	SPAC23C11.16_pep
2122	OG0002122	YMR004W	SPAC3A11.06_pep
2123	OG0002123	YMR009W	SPBC887.01_pep
2124	OG0002124	YMR012W	SPBC530.06c_pep
2125	OG0002125	YMR013C	SPCC63.10c_pep
2126	OG0002126	YMR015C	SPAC19A8.04_pep
2127	OG0002127	YMR022W	SPBP16F5.04_pep
2128	OG0002128	YMR023C	SPAC222.05c_pep
2129	OG0002129	YMR024W	SPBC3B9.14c_pep
2130	OG0002130	YMR026C	SPAPB17E12.03_pep
2131	OG0002131	YMR028W	SPCC63.05_pep
2132	OG0002132	YMR029C	SPBC1773.01_pep
2133	OG0002133	YMR033W	SPAC1071.06_pep
2134	OG0002134	YMR035W	SPBC336.13c_pep
2135	OG0002135	YMR036C	SPAC24H6.05_pep
2136	OG0002136	YMR038C	SPAC22E12.04_pep
2137	OG0002137	YMR039C	SPAC16A10.02_pep
2138	OG0002138	YMR048W	SPBC30D10.04_pep
2139	OG0002139	YMR049C	SPBC4F6.13c_pep
2140	OG0002140	YMR055C	SPAC6F6.08c_pep
2141	OG0002141	YMR058W	SPAC1F7.08_pep
2142	OG0002142	YMR061W	SPAC6F12.17_pep
2143	OG0002143	YMR062C	SPBC1271.14_pep
2144	OG0002144	YMR065W	SPAC13C5.03_pep
2145	OG0002145	YMR071C	SPBC32F12.12c_pep
2146	OG0002146	YMR074C	SPAC23C4.09c_pep
2147	OG0002147	YMR076C	SPAC110.02_pep
2148	OG0002148	YMR077C	SPBC215.14c_pep
2149	OG0002149	YMR078C	SPBC902.02c_pep
2150	OG0002150	YMR079W	SPAC3H8.10_pep
2151	OG0002151	YMR080C	SPAC16C9.06c_pep
2152	OG0002152	YMR089C	SPBC543.09_pep
2153	OG0002153	YMR090W	SPBC216.03_pep
2154	OG0002154	YMR091C	SPCC1281.05_pep
2155	OG0002155	YMR092C	SPAC9G1.05_pep
2156	OG0002156	YMR093W	SPBC428.19c_pep
2157	OG0002157	YMR096W	SPAC29B12.04_pep
2158	OG0002158	YMR097C	SPBC25B2.04c_pep
2159	OG0002159	YMR100W	SPBC31F10.10c_pep
2160	OG0002160	YMR105C	SPBC32F12.10_pep
2161	OG0002161	YMR106C	SPBC543.03c_pep
2162	OG0002162	YMR108W	SPBP35G2.07_pep
2163	OG0002163	YMR109W	SPBC146.13c_pep
2164	OG0002164	YMR113W	SPAC227.09_pep
2165	OG0002165	YMR116C	SPAC6B12.15_pep
2166	OG0002166	YMR120C	SPCPB16A4.03c_pep
2167	OG0002167	YMR123W	SPBP23A10.02_pep
2168	OG0002168	YMR125W	SPAC6G10.07_pep
2169	OG0002169	YMR128W	SPAPB1A10.06c_pep
2170	OG0002170	YMR129W	SPBC29A10.07_pep
2171	OG0002171	YMR131C	SPBC1711.07_pep
2172	OG0002172	YMR135C	SPAC12B10.13_pep
2173	OG0002173	YMR137C	SPAC22A12.01c_pep
2174	OG0002174	YMR140W	SPBC25B2.03_pep
2175	OG0002175	YMR146C	SPAC4D7.05_pep
2176	OG0002176	YMR150C	SPBC2D10.07c_pep
2177	OG0002177	YMR156C	SPAC23C11.04c_pep
2178	OG0002178	YMR158W	SPCC736.10c_pep
2179	OG0002179	YMR161W	SPBC17A3.05c_pep
2180	OG0002180	YMR162C	SPAC821.13c_pep
2181	OG0002181	YMR165C	SPAC1952.13_pep
2182	OG0002182	YMR166C	SPCC1442.03_pep
2183	OG0002183	YMR167W	SPBC1703.04_pep
2184	OG0002184	YMR171C	SPCC285.10c_pep
2185	OG0002185	YMR185W	SPBC20F10.08c_pep
2186	OG0002186	YMR186W	SPAC926.04c_pep
2187	OG0002187	YMR189W	SPAC13G6.06c_pep
2188	OG0002188	YMR190C	SPAC2G11.12_pep
2189	OG0002189	YMR193W	SPBC14C8.10_pep
2190	OG0002190	YMR194C-B	SPAC4F10.22_pep
2191	OG0002191	YMR197C	SPBC3B9.10_pep
2192	OG0002192	YMR200W	SPAC31G5.02_pep
2193	OG0002193	YMR201C	SPBC649.03_pep
2194	OG0002194	YMR202W	SPAC20G8.07c_pep
2195	OG0002195	YMR203W	SPBC27B12.13_pep
2196	OG0002196	YMR205C	SPBC16H5.02_pep
2197	OG0002197	YMR208W	SPAC13G6.11c_pep
2198	OG0002198	YMR211W	SPAC30C2.06c_pep
2199	OG0002199	YMR212C	SPCC794.08_pep
2200	OG0002200	YMR213W	SPAC644.12_pep
2201	OG0002201	YMR214W	SPBC1347.05c_pep
2202	OG0002202	YMR216C	SPBC530.14c_pep
2203	OG0002203	YMR217W	SPAP7G5.02c_pep
2204	OG0002204	YMR218C	SPCC285.14_pep
2205	OG0002205	YMR220W	SPAC343.01c_pep
2206	OG0002206	YMR223W	SPAC13A11.04c_pep
2207	OG0002207	YMR224C	SPAC13C5.07_pep
2208	OG0002208	YMR226C	SPAC521.03_pep
2209	OG0002209	YMR227C	SPAC13F5.02c_pep
2210	OG0002210	YMR228W	SPAC1002.08c_pep
2211	OG0002211	YMR229C	SPCC1183.07_pep
2212	OG0002212	YMR231W	SPAC823.12_pep
2213	OG0002213	YMR234W	SPBC336.06c_pep
2214	OG0002214	YMR235C	SPAC22E12.07_pep
2215	OG0002215	YMR236W	SPAC12G12.05c_pep
2216	OG0002216	YMR239C	SPBC119.11c_pep
2217	OG0002217	YMR240C	SPAC22F8.10c_pep
2218	OG0002218	YMR241W	SPBC83.13_pep
2219	OG0002219	YMR244C-A	SPBC24C6.13_pep
2220	OG0002220	YMR244W	SPCC18.01c_pep
2221	OG0002221	YMR247C	SPBC21D10.09c_pep
2222	OG0002222	YMR259C	SPCC1494.07_pep
2223	OG0002223	YMR260C	SPBC25H2.07_pep
2224	OG0002224	YMR262W	SPAC688.13_pep
2225	OG0002225	YMR265C	SPBC4.02c_pep
2226	OG0002226	YMR268C	SPBC1861.04c_pep
2227	OG0002227	YMR269W	SPAC1952.02_pep
2228	OG0002228	YMR272C	SPAC19G12.08_pep
2229	OG0002229	YMR276W	SPAC26A3.16_pep
2230	OG0002230	YMR277W	SPAC19B12.05c_pep
2231	OG0002231	YMR278W	SPCC1840.05c_pep
2232	OG0002232	YMR281W	SPAPB2B4.01c_pep
2233	OG0002233	YMR283C	SPAC3F10.06c_pep
2234	OG0002234	YMR284W	SPCC126.02c_pep
2235	OG0002235	YMR286W	SPCC1919.08c_pep
2236	OG0002236	YMR287C	SPCC1322.01_pep
2237	OG0002237	YMR288W	SPAC27F1.09c_pep
2238	OG0002238	YMR289W	SPBC19G7.02_pep
2239	OG0002239	YMR290C	SPAC1F7.02c_pep
2240	OG0002240	YMR292W	SPCC4B3.02c_pep
2241	OG0002241	YMR293C	SPBC646.03_pep
2242	OG0002242	YMR294W	SPCC11E10.03_pep
2243	OG0002243	YMR296C	SPBC18E5.02c_pep
2244	OG0002244	YMR300C	SPAC4D7.08c_pep
2245	OG0002245	YMR301C	SPAC15A10.01_pep
2246	OG0002246	YMR302C	SPBC83.05_pep
2247	OG0002247	YMR307W	SPAC19B12.02c_pep
2248	OG0002248	YMR308C	SPCC1840.03_pep
2249	OG0002249	YMR309C	SPAC4A8.16c_pep
2250	OG0002250	YMR314W	SPAC6G10.04c_pep
2251	OG0002251	YMR319C	SPBP26C9.03c_pep
2252	OG0002252	YNL001W	SPCC18B5.06_pep
2253	OG0002253	YNL003C	SPAC12B10.09_pep
2254	OG0002254	YNL005C	SPAP19A11.05c_pep
2255	OG0002255	YNL006W	SPBC21B10.05c_pep
2256	OG0002256	YNL007C	SPCC830.07c_pep
2257	OG0002257	YNL010W	SPAC823.14_pep
2258	OG0002258	YNL014W	SPCC417.08_pep
2259	OG0002259	YNL021W	SPBC800.03_pep
2260	OG0002260	YNL022C	SPAC2C4.06c_pep
2261	OG0002261	YNL023C	SPCC18.03_pep
2262	OG0002262	YNL024C	SPAC23C4.06c_pep
2263	OG0002263	YNL024C-A	SPBC530.16_pep
2264	OG0002264	YNL025C	SPBC12D12.06_pep
2265	OG0002265	YNL026W	SPAC17C9.06_pep
2266	OG0002266	YNL032W	SPBC17A3.03c_pep
2267	OG0002267	YNL035C	SPCC63.06_pep
2268	OG0002268	YNL036W	SPBP8B7.05c_pep
2269	OG0002269	YNL037C	SPAC11G7.03_pep
2270	OG0002270	YNL039W	SPCC1919.14c_pep
2271	OG0002271	YNL041C	SPBC776.10c_pep
2272	OG0002272	YNL044W	SPCC306.02c_pep
2273	OG0002273	YNL045W	SPCC1322.05c_pep
2274	OG0002274	YNL048W	SPCC330.08_pep
2275	OG0002275	YNL049C	SPAC22F8.08_pep
2276	OG0002276	YNL059C	SPBC365.10_pep
2277	OG0002277	YNL061W	SPBP8B7.20c_pep
2278	OG0002278	YNL062C	SPBC800.08_pep
2279	OG0002279	YNL063W	SPAC29B12.05c_pep
2280	OG0002280	YNL064C	SPBC1734.11_pep
2281	OG0002281	YNL070W	SPBC27B12.10c_pep
2282	OG0002282	YNL071W	SPCC794.07_pep
2283	OG0002283	YNL072W	SPAC4G9.02_pep
2284	OG0002284	YNL075W	SPAC19A8.07c_pep
2285	OG0002285	YNL080C	SPAPB17E12.08_pep
2286	OG0002286	YNL081C	SPCC1795.07_pep
2287	OG0002287	YNL082W	SPAC19G12.02c_pep
2288	OG0002288	YNL084C	SPBC11G11.02c_pep
2289	OG0002289	YNL085W	SPAC139.01c_pep
2290	OG0002290	YNL088W	SPBC1A4.03c_pep
2291	OG0002291	YNL090W	SPAC16.01_pep
2292	OG0002292	YNL091W	SPAC29E6.10c_pep
2293	OG0002293	YNL092W	SPBC1778.07_pep
2294	OG0002294	YNL094W	SPBC29B5.04c_pep
2295	OG0002295	YNL098C	SPAC17H9.09c_pep
2296	OG0002296	YNL102W	SPAC3H5.06c_pep
2297	OG0002297	YNL107W	SPAC17G8.07_pep
2298	OG0002298	YNL110C	SPCC1827.05c_pep
2299	OG0002299	YNL111C	SPBC29A10.16c_pep
2300	OG0002300	YNL112W	SPBP8B7.16c_pep
2301	OG0002301	YNL113W	SPAC1687.01_pep
2302	OG0002302	YNL115C	SPAC23C11.06c_pep
2303	OG0002303	YNL118C	SPAC19A8.12_pep
2304	OG0002304	YNL119W	SPBC19C2.13c_pep
2305	OG0002305	YNL123W	SPAC23G3.12c_pep
2306	OG0002306	YNL124W	SPBC30D10.15_pep
2307	OG0002307	YNL126W	SPBC428.20c_pep
2308	OG0002308	YNL127W	SPBC27B12.04c_pep
2309	OG0002309	YNL128W	SPBC609.02_pep
2310	OG0002310	YNL129W	SPBP22H7.06_pep
2311	OG0002311	YNL131W	SPAC17H9.16_pep
2312	OG0002312	YNL132W	SPAC20G8.09c_pep
2313	OG0002313	YNL135C	SPBC839.17c_pep
2314	OG0002314	YNL136W	SPBC16A3.19_pep
2315	OG0002315	YNL137C	SPBC13G1.01c_pep
2316	OG0002316	YNL138W	SPCC306.09c_pep
2317	OG0002317	YNL138W-A	SPBC211.05_pep
2318	OG0002318	YNL139C	SPAC1D4.14_pep
2319	OG0002319	YNL141W	SPBC1198.02_pep
2320	OG0002320	YNL142W	SPCPB1C11.01_pep
2321	OG0002321	YNL147W	SPCC285.12_pep
2322	OG0002322	YNL148C	SPAC13D6.05_pep
2323	OG0002323	YNL153C	SPAC227.05_pep
2324	OG0002324	YNL161W	SPAC821.12_pep
2325	OG0002325	YNL163C	SPCC553.08c_pep
2326	OG0002326	YNL168C	SPBC21C3.09c_pep
2327	OG0002327	YNL169C	SPBC16E9.18_pep
2328	OG0002328	YNL172W	SPBC106.09_pep
2329	OG0002329	YNL175C	SPAC3G6.04_pep
2330	OG0002330	YNL177C	SPCC1739.02c_pep
2331	OG0002331	YNL178W	SPBC16G5.14c_pep
2332	OG0002332	YNL181W	SPAC19A8.06_pep
2333	OG0002333	YNL183C	SPCC1020.10_pep
2334	OG0002334	YNL185C	SPAC1486.07c_pep
2335	OG0002335	YNL193W	SPAC926.02_pep
2336	OG0002336	YNL200C	SPAC15A10.05c_pep
2337	OG0002337	YNL201C	SPBC216.01c_pep
2338	OG0002338	YNL202W	SPAC922.06_pep
2339	OG0002339	YNL206C	SPAC6G9.03c_pep
2340	OG0002340	YNL207W	SPBC1703.05_pep
2341	OG0002341	YNL209W	SPBC1709.05_pep
2342	OG0002342	YNL212W	SPBC1685.14c_pep
