	OrthologID	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
54	OG0000054	snap_masked-ham-_s211-processed-gene-1.93-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-1.93&CDS=1-1530, snap_masked-ham-_s57-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s57-processed-gene-0.16&CDS=1-2253	YCR065W, YIL131C, YNL068C
55	OG0000055	snap_masked-ham-_s211-processed-gene-1.132-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-1.132&CDS=1-1485, snap_masked-ham-_s279-processed-gene-4.3-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.3&CDS=1-996	YBL056W, YBR125C, YER089C
56	OG0000056	maker-ham-_s24-augustus-gene-0.84-mRNA-1_1&gene=maker-ham-_s24-augustus-gene-0.84&CDS=1-1920, snap_masked-ham-_s336-processed-gene-2.226-mRNA-1_1&gene=snap_masked-ham-_s336-processed-gene-2.226&CDS=1-1503	YMR169C, YMR170C, YOR374W
57	OG0000057	augustus_masked-ham-_s267-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ham-_s267-processed-gene-0.10&CDS=1-783, snap_masked-ham-_s24-processed-gene-1.108-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.108&CDS=1-3003, snap_masked-ham-_s539-processed-gene-0.91-mRNA-1_1&gene=snap_masked-ham-_s539-processed-gene-0.91&CDS=1-3123	YDR395W, YJR132W
58	OG0000058	genemark-ham-_s401-processed-gene-0.62-mRNA-1_1&gene=genemark-ham-_s401-processed-gene-0.62&CDS=1-2118, genemark-ham-_s482-processed-gene-1.45-mRNA-1_1&gene=genemark-ham-_s482-processed-gene-1.45&CDS=1-2418, maker-ham-_s242-snap-gene-0.8-mRNA-1_1&gene=maker-ham-_s242-snap-gene-0.8&CDS=1-1308	YHR206W, YOR140W
59	OG0000059	snap_masked-ham-_s265-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.34&CDS=1-2319, snap_masked-ham-_s570-processed-gene-0.46-mRNA-1_1&gene=snap_masked-ham-_s570-processed-gene-0.46&CDS=1-2229	YAL053W, YGL139W, YPL221W
60	OG0000060	augustus_masked-ham-_s759-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_s759-processed-gene-0.0&CDS=1-471, genemark-ham-_s273-processed-gene-0.2-mRNA-1_1&gene=genemark-ham-_s273-processed-gene-0.2&CDS=1-957, genemark-ham-_s76-processed-gene-0.74-mRNA-1_1&gene=genemark-ham-_s76-processed-gene-0.74&CDS=1-1095, maker-ham-_s534-augustus-gene-0.1-mRNA-1_1&gene=maker-ham-_s534-augustus-gene-0.1&CDS=1-600	YDR297W
61	OG0000061	snap_masked-ham-_s279-processed-gene-0.79-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.79&CDS=1-915, snap_masked-ham-_s826-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s826-processed-gene-0.19&CDS=1-954	YDR368W, YJR096W, YOR120W
62	OG0000062	snap_masked-ham-_s279-processed-gene-4.17-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.17&CDS=1-1728, snap_masked-ham-_s279-processed-gene-4.44-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.44&CDS=1-1752, snap_masked-ham-_s39-processed-gene-0.81-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.81&CDS=1-1710, snap_masked-ham-_s553-processed-gene-0.177-mRNA-1_1&gene=snap_masked-ham-_s553-processed-gene-0.177&CDS=1-1812	YKR039W
63	OG0000063	augustus_masked-ham-_s784-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-ham-_s784-processed-gene-1.82&CDS=1-1401, snap_masked-ham-_s284-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.10&CDS=1-1293	YBL089W, YER119C, YIL088C
64	OG0000064	snap_masked-ham-_s286-processed-gene-1.89-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.89&CDS=1-1839, snap_masked-ham-_s552-processed-gene-1.54-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-1.54&CDS=1-1932	YDL229W, YLL024C, YNL209W
65	OG0000065	augustus_masked-ham-_s296-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ham-_s296-processed-gene-0.13&CDS=1-1098, genemark-ham-_s659-processed-gene-0.71-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-0.71&CDS=1-3252	YBL067C, YER098W, YLR130C
66	OG0000066	maker-ham-_s54-snap-gene-0.122-mRNA-1_1&gene=maker-ham-_s54-snap-gene-0.122&CDS=1-3252, snap_masked-ham-_s296-processed-gene-0.199-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.199&CDS=1-1749, snap_masked-ham-_s553-processed-gene-0.219-mRNA-1_1&gene=snap_masked-ham-_s553-processed-gene-0.219&CDS=1-1698	YJL172W, YOL153C
67	OG0000067	snap_masked-ham-_s296-processed-gene-0.212-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.212&CDS=1-2208	YBR297W, YFL052W, YGR288W, YPR196W
68	OG0000068	snap_masked-ham-_s296-processed-gene-0.213-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.213&CDS=1-1722, snap_masked-ham-_s659-processed-gene-1.83-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.83&CDS=1-1668	YBR298C, YDL247W, YJR160C
69	OG0000069	genemark-ham-_s335-processed-gene-0.89-mRNA-1_1&gene=genemark-ham-_s335-processed-gene-0.89&CDS=1-1026, snap_masked-ham-_s659-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.38&CDS=1-1002, snap_masked-ham-_s847-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s847-processed-gene-0.0&CDS=1-993	YDL078C, YKL085W
70	OG0000070	genemark-ham-_s397-processed-gene-0.8-mRNA-1_1&gene=genemark-ham-_s397-processed-gene-0.8&CDS=1-1203, snap_masked-ham-_s336-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s336-processed-gene-0.17&CDS=1-1500, snap_masked-ham-_s888-processed-gene-0.49-mRNA-1_1&gene=snap_masked-ham-_s888-processed-gene-0.49&CDS=1-2277	YGR052W, YHR082C
71	OG0000071	snap_masked-ham-_s336-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s336-processed-gene-0.20&CDS=1-2421, snap_masked-ham-_s888-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s888-processed-gene-0.24&CDS=1-2493	YDR326C, YFL042C, YHR080C
72	OG0000072	snap_masked-ham-_s336-processed-gene-1.91-mRNA-1_1&gene=snap_masked-ham-_s336-processed-gene-1.91&CDS=1-408, snap_masked-ham-_s552-processed-gene-1.22-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-1.22&CDS=1-408, snap_masked-ham-_s712-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s712-processed-gene-0.0&CDS=1-408	YBR010W, YNL031C
73	OG0000073	augustus_masked-ham-_s547-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_s547-processed-gene-0.0&CDS=1-399, genemark-ham-_s378-processed-gene-0.32-mRNA-1_1&gene=genemark-ham-_s378-processed-gene-0.32&CDS=1-1725, snap_masked-ham-_s518-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ham-_s518-processed-gene-0.27&CDS=1-1656	YLR343W, YMR307W
74	OG0000074	snap_masked-ham-_s395-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s395-processed-gene-0.18&CDS=1-4521	YBL017C, YIL173W, YJL222W, YNR065C
75	OG0000075	genemark-ham-_s399-processed-gene-0.90-mRNA-1_1&gene=genemark-ham-_s399-processed-gene-0.90&CDS=1-3534, maker-ham-_s817-snap-gene-0.5-mRNA-1_1&gene=maker-ham-_s817-snap-gene-0.5&CDS=1-4692	YML072C, YNL087W, YOR086C
76	OG0000076	genemark-ham-_s491-processed-gene-0.3-mRNA-1_1&gene=genemark-ham-_s491-processed-gene-0.3&CDS=1-2487, snap_masked-ham-_s482-processed-gene-3.40-mRNA-1_1&gene=snap_masked-ham-_s482-processed-gene-3.40&CDS=1-2814	YCR037C, YJL198W, YNR013C
77	OG0000077	snap_masked-ham-_s552-processed-gene-0.105-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-0.105&CDS=1-1458, snap_masked-ham-_s76-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.31&CDS=1-1902	YDL159W, YOR231W, YPL140C
78	OG0000078	maker-ham-_s790-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s790-snap-gene-0.0&CDS=1-375	Q0105, Q0110, Q0115, Q0120
79	OG0000079	genemark-ham-_s826-processed-gene-0.31-mRNA-1_1&gene=genemark-ham-_s826-processed-gene-0.31&CDS=1-2910, snap_masked-ham-_s833-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s833-processed-gene-0.19&CDS=1-3687	YIL002C, YNL106C, YOR109W
80	OG0000080	augustus_masked-ham-_C61333-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ham-_C61333-processed-gene-0.1&CDS=1-216, augustus_masked-ham-_C66751-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_C66751-processed-gene-0.0&CDS=1-411, augustus_masked-ham-_s527-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ham-_s527-processed-gene-0.2&CDS=1-519	YIL142W
81	OG0000081	augustus_masked-ham-_C64355-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-ham-_C64355-processed-gene-0.1&CDS=1-108, augustus_masked-ham-_s677-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ham-_s677-processed-gene-0.2&CDS=1-180, snap_masked-ham-_s371-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s371-processed-gene-0.4&CDS=1-594	YPL239W
82	OG0000082	augustus_masked-ham-_C65235-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_C65235-processed-gene-0.0&CDS=1-318, augustus_masked-ham-_s223-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ham-_s223-processed-gene-0.4&CDS=1-702, snap_masked-ham-_s279-processed-gene-2.120-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.120&CDS=1-2502	YIL068C
83	OG0000083	snap_masked-ham-_C74467-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_C74467-processed-gene-0.7&CDS=1-1872	YOR389W, YPL277C, YPL278C
84	OG0000084	snap_masked-ham-_s108-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s108-processed-gene-0.61&CDS=1-978, snap_masked-ham-_s415-processed-gene-0.94-mRNA-1_1&gene=snap_masked-ham-_s415-processed-gene-0.94&CDS=1-984	YIL035C, YOR061W
85	OG0000085	augustus_masked-ham-_s143-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ham-_s143-processed-gene-0.19&CDS=1-255, maker-ham-_s109-snap-gene-0.19-mRNA-1_1&gene=maker-ham-_s109-snap-gene-0.19&CDS=1-393, snap_masked-ham-_s211-processed-gene-1.129-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-1.129&CDS=1-828	YER023W
86	OG0000086	maker-ham-_s110-snap-gene-0.8-mRNA-1_1&gene=maker-ham-_s110-snap-gene-0.8&CDS=1-1611, snap_masked-ham-_s117-processed-gene-2.78-mRNA-1_1&gene=snap_masked-ham-_s117-processed-gene-2.78&CDS=1-2715	YBR237W, YNL112W
87	OG0000087	genemark-ham-_s399-processed-gene-0.85-mRNA-1_1&gene=genemark-ham-_s399-processed-gene-0.85&CDS=1-978, snap_masked-ham-_s113-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s113-processed-gene-0.9&CDS=1-2931	YJL094C, YOR221C
88	OG0000088	augustus_masked-ham-_s114-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-ham-_s114-processed-gene-0.38&CDS=1-366, snap_masked-ham-_s37-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s37-processed-gene-0.40&CDS=1-3381	YGR238C, YHR158C
89	OG0000089	snap_masked-ham-_s117-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s117-processed-gene-0.2&CDS=1-1422, snap_masked-ham-_s553-processed-gene-0.248-mRNA-1_1&gene=snap_masked-ham-_s553-processed-gene-0.248&CDS=1-1386	YJL081C, YPR034W
90	OG0000090	snap_masked-ham-_s117-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ham-_s117-processed-gene-0.27&CDS=1-636, snap_masked-ham-_s286-processed-gene-1.85-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-1.85&CDS=1-639	YKR014C, YOR089C
91	OG0000091	snap_masked-ham-_s117-processed-gene-1.10-mRNA-1_1&gene=snap_masked-ham-_s117-processed-gene-1.10&CDS=1-1461, snap_masked-ham-_s296-processed-gene-0.196-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.196&CDS=1-1737, snap_masked-ham-_s731-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s731-processed-gene-0.0&CDS=1-300	YOR059C
92	OG0000092	snap_masked-ham-_s117-processed-gene-2.23-mRNA-1_1&gene=snap_masked-ham-_s117-processed-gene-2.23&CDS=1-1032, snap_masked-ham-_s152-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s152-processed-gene-0.17&CDS=1-1098	YER107C, YOR026W
93	OG0000093	snap_masked-ham-_s117-processed-gene-2.42-mRNA-1_1&gene=snap_masked-ham-_s117-processed-gene-2.42&CDS=1-1002	YLL062C, YMR321C, YPL273W
94	OG0000094	snap_masked-ham-_s121-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s121-processed-gene-0.13&CDS=1-2166, snap_masked-ham-_s279-processed-gene-0.106-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.106&CDS=1-2076, snap_masked-ham-_s451-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s451-processed-gene-0.29&CDS=1-2217	YER015W
95	OG0000095	genemark-ham-_s276-processed-gene-0.27-mRNA-1_1&gene=genemark-ham-_s276-processed-gene-0.27&CDS=1-1344, snap_masked-ham-_s132-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ham-_s132-processed-gene-0.37&CDS=1-1359	YKL046C, YMR238W
96	OG0000096	augustus_masked-ham-_s137-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ham-_s137-processed-gene-0.32&CDS=1-1875, snap_masked-ham-_s286-processed-gene-2.61-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.61&CDS=1-1527, snap_masked-ham-_s553-processed-gene-0.221-mRNA-1_1&gene=snap_masked-ham-_s553-processed-gene-0.221&CDS=1-1305	YLR380W
97	OG0000097	snap_masked-ham-_s147-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s147-processed-gene-0.17&CDS=1-1239, snap_masked-ham-_s482-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ham-_s482-processed-gene-1.110&CDS=1-1278	YBR078W, YDR055W
98	OG0000098	snap_masked-ham-_s149-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ham-_s149-processed-gene-0.39&CDS=1-1242, snap_masked-ham-_s482-processed-gene-2.56-mRNA-1_1&gene=snap_masked-ham-_s482-processed-gene-2.56&CDS=1-1320	YOR334W, YPL060W
99	OG0000099	genemark-ham-_s152-processed-gene-0.38-mRNA-1_1&gene=genemark-ham-_s152-processed-gene-0.38&CDS=1-1083, snap_masked-ham-_s24-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.110&CDS=1-1050, snap_masked-ham-_s396-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s396-processed-gene-0.6&CDS=1-1050	YML131W
100	OG0000100	augustus_masked-ham-_s16-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ham-_s16-processed-gene-0.34&CDS=1-2151, snap_masked-ham-_s355-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s355-processed-gene-0.12&CDS=1-2835	YHR031C, YML061C
101	OG0000101	maker-ham-_s399-augustus-gene-0.169-mRNA-1_1&gene=maker-ham-_s399-augustus-gene-0.169&CDS=1-3420, snap_masked-ham-_s16-processed-gene-0.112-mRNA-1_1&gene=snap_masked-ham-_s16-processed-gene-0.112&CDS=1-3000	YBR084W, YGR204W
102	OG0000102	snap_masked-ham-_s16-processed-gene-0.115-mRNA-1_1&gene=snap_masked-ham-_s16-processed-gene-0.115&CDS=1-2430, snap_masked-ham-_s279-processed-gene-3.89-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.89&CDS=1-2091	YKL188C, YPL147W
103	OG0000103	snap_masked-ham-_s16-processed-gene-0.146-mRNA-1_1&gene=snap_masked-ham-_s16-processed-gene-0.146&CDS=1-4566, snap_masked-ham-_s78-processed-gene-0.173-mRNA-1_1&gene=snap_masked-ham-_s78-processed-gene-0.173&CDS=1-4341	YDR011W, YOR153W
104	OG0000104	genemark-ham-_s315-processed-gene-0.17-mRNA-1_1&gene=genemark-ham-_s315-processed-gene-0.17&CDS=1-711, maker-ham-_s16-snap-gene-0.51-mRNA-1_1&gene=maker-ham-_s16-snap-gene-0.51&CDS=1-834	YHR090C, YOR064C
105	OG0000105	snap_masked-ham-_s173-processed-gene-0.102-mRNA-1_1&gene=snap_masked-ham-_s173-processed-gene-0.102&CDS=1-1281, snap_masked-ham-_s399-processed-gene-0.163-mRNA-1_1&gene=snap_masked-ham-_s399-processed-gene-0.163&CDS=1-837	YHR179W, YPL171C
106	OG0000106	augustus_masked-ham-_s175-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-ham-_s175-processed-gene-0.22&CDS=1-2517, snap_masked-ham-_s435-processed-gene-0.63-mRNA-1_1&gene=snap_masked-ham-_s435-processed-gene-0.63&CDS=1-939	YFR004W, YHL024W
107	OG0000107	genemark-ham-_s482-processed-gene-4.96-mRNA-1_1&gene=genemark-ham-_s482-processed-gene-4.96&CDS=1-513, snap_masked-ham-_s180-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s180-processed-gene-0.7&CDS=1-342	YHR001W-A, YKL192C
108	OG0000108	snap_masked-ham-_s181-processed-gene-1.95-mRNA-1_1&gene=snap_masked-ham-_s181-processed-gene-1.95&CDS=1-2382, snap_masked-ham-_s84-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s84-processed-gene-0.34&CDS=1-2937	YER017C, YMR089C
109	OG0000109	genemark-ham-_s181-processed-gene-1.37-mRNA-1_1&gene=genemark-ham-_s181-processed-gene-1.37&CDS=1-4716, genemark-ham-_s773-processed-gene-0.25-mRNA-1_1&gene=genemark-ham-_s773-processed-gene-0.25&CDS=1-4737, snap_masked-ham-_s279-processed-gene-4.26-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.26&CDS=1-4641	YDR135C
110	OG0000110	snap_masked-ham-_s181-processed-gene-2.138-mRNA-1_1&gene=snap_masked-ham-_s181-processed-gene-2.138&CDS=1-2337, snap_masked-ham-_s20-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s20-processed-gene-0.40&CDS=1-2742	YDL132W, YGR003W
111	OG0000111	snap_masked-ham-_s181-processed-gene-2.153-mRNA-1_1&gene=snap_masked-ham-_s181-processed-gene-2.153&CDS=1-2523, snap_masked-ham-_s41-processed-gene-0.48-mRNA-1_1&gene=snap_masked-ham-_s41-processed-gene-0.48&CDS=1-2802	YJL092W, YOL095C
112	OG0000112	snap_masked-ham-_s181-processed-gene-2.155-mRNA-1_1&gene=snap_masked-ham-_s181-processed-gene-2.155&CDS=1-2241, snap_masked-ham-_s329-processed-gene-0.168-mRNA-1_1&gene=snap_masked-ham-_s329-processed-gene-0.168&CDS=1-1581	YDL138W, YDL194W
113	OG0000113	snap_masked-ham-_s186-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ham-_s186-processed-gene-0.37&CDS=1-648, snap_masked-ham-_s341-processed-gene-0.127-mRNA-1_1&gene=snap_masked-ham-_s341-processed-gene-0.127&CDS=1-945	YDR319C, YGL126W
114	OG0000114	snap_masked-ham-_s206-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s206-processed-gene-0.3&CDS=1-6330, snap_masked-ham-_s401-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ham-_s401-processed-gene-0.74&CDS=1-5841	YER172C, YGR271W
115	OG0000115	snap_masked-ham-_s211-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-0.34&CDS=1-1368, snap_masked-ham-_s543-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s543-processed-gene-0.3&CDS=1-1371	YEL036C, YML115C
116	OG0000116	snap_masked-ham-_s211-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-0.60&CDS=1-417, snap_masked-ham-_s358-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s358-processed-gene-0.77&CDS=1-3321	YLR031W, YMR124W
117	OG0000117	snap_masked-ham-_s211-processed-gene-1.119-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-1.119&CDS=1-1569, snap_masked-ham-_s800-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s800-processed-gene-0.24&CDS=1-1347	YER048C, YIR004W
118	OG0000118	snap_masked-ham-_s211-processed-gene-1.131-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-1.131&CDS=1-2424, snap_masked-ham-_s225-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s225-processed-gene-0.15&CDS=1-1545	YBL052C, YOR244W
119	OG0000119	snap_masked-ham-_s215-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s215-processed-gene-0.29&CDS=1-1098, snap_masked-ham-_s612-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s612-processed-gene-0.1&CDS=1-1182	YGL038C, YJR075W
120	OG0000120	maker-ham-_s218-snap-gene-0.3-mRNA-1_1&gene=maker-ham-_s218-snap-gene-0.3&CDS=1-405, snap_masked-ham-_s296-processed-gene-0.255-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.255&CDS=1-456	YEL066W, YPR193C
121	OG0000121	genemark-ham-_s22-processed-gene-0.109-mRNA-1_1&gene=genemark-ham-_s22-processed-gene-0.109&CDS=1-858, snap_masked-ham-_s259-processed-gene-0.58-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.58&CDS=1-984	YBR002C, YMR101C
122	OG0000122	genemark-ham-_s45-processed-gene-0.10-mRNA-1_1&gene=genemark-ham-_s45-processed-gene-0.10&CDS=1-6900, snap_masked-ham-_s22-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s22-processed-gene-0.20&CDS=1-4728	YDR093W, YER166W
123	OG0000123	maker-ham-_s227-snap-gene-0.11-mRNA-1_1&gene=maker-ham-_s227-snap-gene-0.11&CDS=1-324	Q0050, Q0055, Q0060
124	OG0000124	snap_masked-ham-_s230-processed-gene-0.28-mRNA-1_1&gene=snap_masked-ham-_s230-processed-gene-0.28&CDS=1-1083, snap_masked-ham-_s245-processed-gene-0.48-mRNA-1_1&gene=snap_masked-ham-_s245-processed-gene-0.48&CDS=1-1098	YCR105W, YMR318C
125	OG0000125	snap_masked-ham-_s24-processed-gene-0.101-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-0.101&CDS=1-651, snap_masked-ham-_s539-processed-gene-0.90-mRNA-1_1&gene=snap_masked-ham-_s539-processed-gene-0.90&CDS=1-645	YDR399W, YJR133W
126	OG0000126	snap_masked-ham-_s24-processed-gene-1.140-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.140&CDS=1-1194, snap_masked-ham-_s553-processed-gene-0.250-mRNA-1_1&gene=snap_masked-ham-_s553-processed-gene-0.250&CDS=1-2088	YCL039W, YKL021C
127	OG0000127	maker-ham-_s24-augustus-gene-1.105-mRNA-1_1&gene=maker-ham-_s24-augustus-gene-1.105&CDS=1-3849, maker-ham-_s539-snap-gene-0.71-mRNA-1_1&gene=maker-ham-_s539-snap-gene-0.71&CDS=1-1437	YGL202W, YHR137W
128	OG0000128	snap_masked-ham-_s24-processed-gene-1.153-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.153&CDS=1-2247, snap_masked-ham-_s39-processed-gene-0.64-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.64&CDS=1-2472	YAR035W, YER024W
129	OG0000129	snap_masked-ham-_s243-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s243-processed-gene-0.3&CDS=1-1941, snap_masked-ham-_s539-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ham-_s539-processed-gene-0.74&CDS=1-1707	YGL003C, YGL116W
130	OG0000130	snap_masked-ham-_s245-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s245-processed-gene-0.40&CDS=1-1686, snap_masked-ham-_s451-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s451-processed-gene-0.30&CDS=1-1860	YDR380W, YLR044C
131	OG0000131	snap_masked-ham-_s246-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s246-processed-gene-0.3&CDS=1-987, snap_masked-ham-_s879-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s879-processed-gene-0.3&CDS=1-993	YCR034W, YLR372W
132	OG0000132	snap_masked-ham-_s259-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.61&CDS=1-1332, snap_masked-ham-_s286-processed-gene-2.43-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.43&CDS=1-1323	YOL062C, YPL259C
133	OG0000133	snap_masked-ham-_s259-processed-gene-0.70-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.70&CDS=1-2529	YML111W, YMR275C, YNR069C
134	OG0000134	maker-ham-_s259-augustus-gene-0.92-mRNA-1_1&gene=maker-ham-_s259-augustus-gene-0.92&CDS=1-2679, snap_masked-ham-_s802-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s802-processed-gene-0.17&CDS=1-1467	YBR263W, YLR058C
135	OG0000135	snap_masked-ham-_s264-processed-gene-0.146-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.146&CDS=1-3108, snap_masked-ham-_s351-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s351-processed-gene-0.12&CDS=1-1428	YDR388W, YJL020C
136	OG0000136	snap_masked-ham-_s279-processed-gene-0.99-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.99&CDS=1-2406, snap_masked-ham-_s385-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s385-processed-gene-0.13&CDS=1-3360	YHL007C, YNL298W
137	OG0000137	snap_masked-ham-_s279-processed-gene-1.39-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.39&CDS=1-2016, snap_masked-ham-_s552-processed-gene-1.53-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-1.53&CDS=1-2034	YAL054C, YLR153C
138	OG0000138	snap_masked-ham-_s279-processed-gene-3.101-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.101&CDS=1-2403, snap_masked-ham-_s773-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ham-_s773-processed-gene-0.33&CDS=1-2328	YJL200C, YLR304C
