	OrthologID	Neurospora_crassa	Saccharomyces_cerevisiae
2136	OG0002136	XP_961619.1	YER050C
2137	OG0002137	XP_961620.1	YHR148W
2138	OG0002138	XP_961625.1	YGL040C
2139	OG0002139	XP_961634.1	YIL091C
2140	OG0002140	XP_961635.2	YJL063C
2141	OG0002141	XP_961653.3	YKR087C
2142	OG0002142	XP_961677.1	YNL142W
2143	OG0002143	XP_961679.1	YPR025C
2144	OG0002144	XP_961681.2	YCR009C
2145	OG0002145	XP_961682.2	YHR189W
2146	OG0002146	XP_961690.2	YPL113C
2147	OG0002147	XP_961695.1	YOL052C
2148	OG0002148	XP_961696.1	YIL003W
2149	OG0002149	XP_961707.1	YBR293W
2150	OG0002150	XP_961711.1	YML121W
2151	OG0002151	XP_961712.1	YBL058W
2152	OG0002152	XP_961713.1	YOL026C
2153	OG0002153	XP_961714.1	YER154W
2154	OG0002154	XP_961727.1	YAL035W
2155	OG0002155	XP_961729.1	YGL125W
2156	OG0002156	XP_961731.1	YMR247C
2157	OG0002157	XP_961742.1	YOR258W
2158	OG0002158	XP_961753.2	YJR045C
2159	OG0002159	XP_961756.2	YLL032C
2160	OG0002160	XP_961757.2	YHR077C
2161	OG0002161	XP_961760.2	YOR349W
2162	OG0002162	XP_961768.3	YNL325C
2163	OG0002163	XP_961777.1	YKR024C
2164	OG0002164	XP_961782.1	YLR321C
2165	OG0002165	XP_961787.1	YDR180W
2166	OG0002166	XP_961788.1	YJR063W
2167	OG0002167	XP_961789.1	YJR070C
2168	OG0002168	XP_961791.1	YKL181W
2169	OG0002169	XP_961806.1	YGR175C
2170	OG0002170	XP_961813.1	YJL130C
2171	OG0002171	XP_961818.2	YDL134C
2172	OG0002172	XP_961819.3	YBR102C
2173	OG0002173	XP_961820.1	YGR082W
2174	OG0002174	XP_961824.1	YGL055W
2175	OG0002175	XP_961826.1	YBL022C
2176	OG0002176	XP_961828.1	YDR308C
2177	OG0002177	XP_961829.1	YGL224C
2178	OG0002178	XP_961832.2	YLR409C
2179	OG0002179	XP_961833.1	YJL020C
2180	OG0002180	XP_961839.3	YPL116W
2181	OG0002181	XP_961863.2	YOR101W
2182	OG0002182	XP_961868.1	YKL071W
2183	OG0002183	XP_961872.3	YNL268W
2184	OG0002184	XP_961873.1	YDR256C
2185	OG0002185	XP_961880.2	YDR377W
2186	OG0002186	XP_961882.2	YMR135C
2187	OG0002187	XP_961884.1	YNR012W
2188	OG0002188	XP_961886.1	YDR061W
2189	OG0002189	XP_961887.1	YBR173C
2190	OG0002190	XP_961891.3	YGL231C
2191	OG0002191	XP_961892.2	YJR005W
2192	OG0002192	XP_961893.1	YPL146C
2193	OG0002193	XP_961894.3	YLR262C
2194	OG0002194	XP_961895.1	YGR271W
2195	OG0002195	XP_961896.1	YMR028W
2196	OG0002196	XP_961897.2	YBR035C
2197	OG0002197	XP_961900.1	YML054C
2198	OG0002198	XP_961901.3	YBR086C
2199	OG0002199	XP_961904.3	YML059C
2200	OG0002200	XP_961905.1	YJR007W
2201	OG0002201	XP_961906.2	YMR166C
2202	OG0002202	XP_961909.1	YFL027C
2203	OG0002203	XP_961910.2	YDR484W
2204	OG0002204	XP_961913.1	YGL161C
2205	OG0002205	XP_961915.1	YMR015C
2206	OG0002206	XP_961916.2	YOR286W
2207	OG0002207	XP_961917.2	YKL052C
2208	OG0002208	XP_961918.2	YNL136W
2209	OG0002209	XP_961922.1	YMR262W
2210	OG0002210	XP_961938.1	YGL241W
2211	OG0002211	XP_961939.3	YCL014W
2212	OG0002212	XP_961946.2	YNL155W
2213	OG0002213	XP_961953.1	YHR178W
2214	OG0002214	XP_961961.1	YBR257W
2215	OG0002215	XP_961962.2	YIL145C
2216	OG0002216	XP_961964.1	YHR170W
2217	OG0002217	XP_961967.1	YNL312W
2218	OG0002218	XP_961969.1	YPL117C
2219	OG0002219	XP_961971.2	YHR027C
2220	OG0002220	XP_961972.3	YNL207W
2221	OG0002221	XP_961974.2	YJL112W
2222	OG0002222	XP_961975.1	YPR060C
2223	OG0002223	XP_961976.1	YDR361C
2224	OG0002224	XP_961977.1	YDR100W
2225	OG0002225	XP_961983.1	YGR207C
2226	OG0002226	XP_961984.1	YDL226C
2227	OG0002227	XP_961990.2	YDR242W
2228	OG0002228	XP_961993.3	YDR076W
2229	OG0002229	XP_961994.1	YGL035C
2230	OG0002230	XP_961997.1	YGR033C
2231	OG0002231	XP_961998.1	YER122C
2232	OG0002232	XP_961999.3	YLR009W
2233	OG0002233	XP_962001.1	YDR367W
2234	OG0002234	XP_962002.2	YJR137C
2235	OG0002235	XP_962003.3	YBR038W
2236	OG0002236	XP_962009.1	YMR026C
2237	OG0002237	XP_962012.1	YOR215C
2238	OG0002238	XP_962015.1	YKL033W-A
2239	OG0002239	XP_962017.1	YNR054C
2240	OG0002240	XP_962020.2	YMR220W
2241	OG0002241	XP_962027.1	YER007C-A
2242	OG0002242	XP_962031.2	YNL091W
2243	OG0002243	XP_962032.3	YNL090W
2244	OG0002244	XP_962034.1	YGR061C
2245	OG0002245	XP_962035.2	YMR178W
2246	OG0002246	XP_962036.1	YGL091C
2247	OG0002247	XP_962039.1	YKR009C
2248	OG0002248	XP_962051.1	YMR033W
2249	OG0002249	XP_962058.2	YLR439W
2250	OG0002250	XP_962059.1	YER136W
2251	OG0002251	XP_962060.3	YPL093W
2252	OG0002252	XP_962062.3	YDR071C
2253	OG0002253	XP_962063.3	YER143W
2254	OG0002254	XP_962064.1	YDR083W
2255	OG0002255	XP_962066.1	YGR253C
2256	OG0002256	XP_962067.1	YHR172W
2257	OG0002257	XP_962072.2	YBL024W
2258	OG0002258	XP_962073.1	YHR168W
2259	OG0002259	XP_962075.1	YOR198C
2260	OG0002260	XP_962076.1	YBR154C
2261	OG0002261	XP_962088.2	YHR194W
2262	OG0002262	XP_962089.1	YOR145C
2263	OG0002263	XP_962091.1	YNL202W
2264	OG0002264	XP_962093.2	YNR055C
2265	OG0002265	XP_962098.1	YPR183W
2266	OG0002266	XP_962105.1	YLR262C-A
2267	OG0002267	XP_962113.1	YDR331W
2268	OG0002268	XP_962115.1	YBR110W
2269	OG0002269	XP_962116.1	YDR205W
2270	OG0002270	XP_962117.1	YOR100C
2271	OG0002271	XP_962120.1	YLR172C
2272	OG0002272	XP_962125.2	YPL103C
2273	OG0002273	XP_962135.1	YBR196C
2274	OG0002274	XP_962136.2	YKL054C
2275	OG0002275	XP_962140.1	YPL170W
2276	OG0002276	XP_962144.1	YMR091C
2277	OG0002277	XP_962147.1	YGL215W
2278	OG0002278	XP_962149.2	YJL054W
2279	OG0002279	XP_962150.2	YNL161W
2280	OG0002280	XP_962154.2	YML096W
2281	OG0002281	XP_962159.3	YOR132W
2282	OG0002282	XP_962160.3	YJL102W
2283	OG0002283	XP_962163.2	YLR113W
2284	OG0002284	XP_962166.2	YPR160W
2285	OG0002285	XP_962180.1	YCL059C
2286	OG0002286	XP_962193.3	YGL201C
2287	OG0002287	XP_962197.2	YBR132C
2288	OG0002288	XP_962199.2	YNL123W
2289	OG0002289	XP_962201.1	YDL183C
2290	OG0002290	XP_962202.1	YDL133W
2291	OG0002291	XP_962205.2	YER020W
2292	OG0002292	XP_962209.2	YCR066W
2293	OG0002293	XP_962210.3	YBR156C
2294	OG0002294	XP_962212.2	YDR108W
2295	OG0002295	XP_962216.1	YOL080C
2296	OG0002296	XP_962217.1	YOR244W
2297	OG0002297	XP_962218.2	YIL023C
2298	OG0002298	XP_962224.1	YPL227C
2299	OG0002299	XP_962232.1	YNL059C
2300	OG0002300	XP_962233.2	YEL044W
2301	OG0002301	XP_962234.2	YMR292W
2302	OG0002302	XP_962241.3	YPR155C
2303	OG0002303	XP_962242.1	YFL005W
2304	OG0002304	XP_962247.1	YCR077C
2305	OG0002305	XP_962248.1	YOR099W
2306	OG0002306	XP_962249.3	YNR036C
2307	OG0002307	XP_962251.1	YBL105C
2308	OG0002308	XP_962253.1	YDR393W
2309	OG0002309	XP_962259.1	YBL082C
2310	OG0002310	XP_962261.1	YNL010W
2311	OG0002311	XP_962268.2	YDL135C
2312	OG0002312	XP_962270.2	YNR032W
2313	OG0002313	XP_962275.1	YOL069W
2314	OG0002314	XP_962276.3	YGR261C
2315	OG0002315	XP_962279.1	YBL034C
2316	OG0002316	XP_962283.1	YOR136W
2317	OG0002317	XP_962284.3	YDR166C
2318	OG0002318	XP_962287.2	YKR051W
2319	OG0002319	XP_962288.2	YLR087C
2320	OG0002320	XP_962296.3	YJR138W
2321	OG0002321	XP_962298.1	YDL031W
2322	OG0002322	XP_962300.1	YDL063C
2323	OG0002323	XP_962304.1	YDR142C
2324	OG0002324	XP_962310.3	YCR023C
2325	OG0002325	XP_962311.3	YLR014C
2326	OG0002326	XP_962321.1	YFR031C
2327	OG0002327	XP_962323.2	YCL005W-A
2328	OG0002328	XP_962325.1	YER112W
2329	OG0002329	XP_962335.2	YBR200W
2330	OG0002330	XP_962336.2	YPR045C
2331	OG0002331	XP_962337.3	YLR417W
2332	OG0002332	XP_962348.1	YEL024W
2333	OG0002333	XP_962358.1	YER175C
2334	OG0002334	XP_962359.3	YGL106W
2335	OG0002335	XP_962360.2	YCL057W
2336	OG0002336	XP_962364.1	YPL213W
2337	OG0002337	XP_962368.3	YBR097W
2338	OG0002338	XP_962370.2	YDR120C
2339	OG0002339	XP_962373.1	YIL101C
2340	OG0002340	XP_962374.1	YBR155W
2341	OG0002341	XP_962379.3	YBR223C
2342	OG0002342	XP_962380.1	YGR037C
2343	OG0002343	XP_962381.2	YNL084C
2344	OG0002344	XP_962382.1	YDR287W
2345	OG0002345	XP_962387.2	YER183C
2346	OG0002346	XP_962388.1	YOR159C
2347	OG0002347	XP_962389.1	YOR160W
2348	OG0002348	XP_962394.1	YIL116W
2349	OG0002349	XP_962399.1	YDR291W
2350	OG0002350	XP_962401.1	YGL198W
2351	OG0002351	XP_962403.1	YNL181W
2352	OG0002352	XP_962405.2	YPL029W
2353	OG0002353	XP_962420.1	YIL124W
2354	OG0002354	XP_962429.1	YDR363W-A
2355	OG0002355	XP_962430.1	YCR012W
2356	OG0002356	XP_962431.1	YOR292C
2357	OG0002357	XP_962438.1	YNL014W
2358	OG0002358	XP_962442.1	YOR168W
2359	OG0002359	XP_962447.1	YNL274C
2360	OG0002360	XP_962451.1	YBL107C
2361	OG0002361	XP_962452.1	YDL040C
2362	OG0002362	XP_962457.1	YLR027C
2363	OG0002363	XP_962458.1	YDR087C
2364	OG0002364	XP_962467.1	YDL238C
2365	OG0002365	XP_962471.3	YMR078C
2366	OG0002366	XP_962477.2	YGL137W
2367	OG0002367	XP_962479.1	YER134C
2368	OG0002368	XP_962487.1	YOR174W
2369	OG0002369	XP_962503.3	YMR284W
2370	OG0002370	XP_962504.1	YOR176W
2371	OG0002371	XP_962505.3	YJL163C
2372	OG0002372	XP_962506.3	YDR305C
2373	OG0002373	XP_962508.1	YDL051W
2374	OG0002374	XP_962509.2	YNL137C
2375	OG0002375	XP_962512.1	YMR024W
2376	OG0002376	XP_962525.2	YDR164C
2377	OG0002377	XP_962526.1	YBR153W
2378	OG0002378	XP_962530.3	YPR162C
2379	OG0002379	XP_962536.3	YBR247C
2380	OG0002380	XP_962537.1	YGR187C
2381	OG0002381	XP_962538.2	YML123C
2382	OG0002382	XP_962539.2	YHR002W
2383	OG0002383	XP_962542.1	YDR405W
2384	OG0002384	XP_962546.1	YJL154C
2385	OG0002385	XP_962562.2	YDR454C
2386	OG0002386	XP_962568.3	YFR038W
2387	OG0002387	XP_962569.1	YGL105W
2388	OG0002388	XP_962570.3	YFL036W
2389	OG0002389	XP_962572.1	YHR201C
2390	OG0002390	XP_962573.1	YLR126C
2391	OG0002391	XP_962574.1	YDL035C
2392	OG0002392	XP_962576.2	YOR250C
2393	OG0002393	XP_962580.1	YER013W
2394	OG0002394	XP_962593.1	YAL009W
2395	OG0002395	XP_962594.2	YGR110W
2396	OG0002396	XP_962595.1	YPL094C
2397	OG0002397	XP_962599.1	YGR013W
2398	OG0002398	XP_962606.1	YGR203W
2399	OG0002399	XP_962608.1	YLL023C
2400	OG0002400	XP_962609.1	YNL128W
2401	OG0002401	XP_962614.1	YFR025C
2402	OG0002402	XP_962633.1	YLR015W
2403	OG0002403	XP_962634.1	YMR213W
2404	OG0002404	XP_962641.3	YNL277W
2405	OG0002405	XP_962642.2	YNL139C
2406	OG0002406	XP_962655.3	YMR155W
2407	OG0002407	XP_962656.1	YDR105C
2408	OG0002408	XP_962657.1	YGL184C
2409	OG0002409	XP_962658.1	YGR028W
2410	OG0002410	XP_962659.1	YJR058C
2411	OG0002411	XP_962661.1	YNL265C
2412	OG0002412	XP_962662.3	YDR392W
2413	OG0002413	XP_962663.2	YDR435C
2414	OG0002414	XP_962669.1	YKL165C
2415	OG0002415	XP_962671.1	YPL084W
2416	OG0002416	XP_962672.2	YML042W
2417	OG0002417	XP_962673.1	YFR037C
2418	OG0002418	XP_962674.2	YPR004C
2419	OG0002419	XP_962675.2	YDR376W
2420	OG0002420	XP_962678.3	YNL138W
2421	OG0002421	XP_962679.1	YEL032W
2422	OG0002422	XP_962682.3	YJL085W
2423	OG0002423	XP_962690.3	YNL082W
2424	OG0002424	XP_962691.1	YFL025C
2425	OG0002425	XP_962692.3	YER168C
2426	OG0002426	XP_962694.3	YEL036C
2427	OG0002427	XP_962696.1	YGR158C
2428	OG0002428	XP_962697.2	YER005W
2429	OG0002429	XP_962698.1	YOL032W
2430	OG0002430	XP_962699.1	YJR142W
2431	OG0002431	XP_962700.1	YOR224C
2432	OG0002432	XP_962701.1	YPL101W
2433	OG0002433	XP_962702.1	YAR008W
2434	OG0002434	XP_962705.3	YEL051W
2435	OG0002435	XP_962706.1	YDR416W
2436	OG0002436	XP_962714.3	YMR226C
2437	OG0002437	XP_962715.1	YGR157W
2438	OG0002438	XP_962716.3	YDR429C
2439	OG0002439	XP_962723.2	YNL016W
2440	OG0002440	XP_962740.1	YIR006C
2441	OG0002441	XP_962756.2	YJR095W
2442	OG0002442	XP_962781.1	YJR093C
2443	OG0002443	XP_962782.1	YGL172W
2444	OG0002444	XP_962785.3	YDR170C
2445	OG0002445	XP_962786.1	YNL071W
2446	OG0002446	XP_962817.1	YKL120W
2447	OG0002447	XP_962818.1	YKL018W
2448	OG0002448	XP_962820.1	YJL026W
2449	OG0002449	XP_962822.2	YNL118C
2450	OG0002450	XP_962825.2	YIL046W
2451	OG0002451	XP_962841.3	YKL217W
2452	OG0002452	XP_962854.3	YCR028C
2453	OG0002453	XP_962855.1	YGL255W
2454	OG0002454	XP_962861.3	YJL044C
2455	OG0002455	XP_962863.3	YDL113C
2456	OG0002456	XP_962868.2	YOR005C
2457	OG0002457	XP_962870.1	YDR440W
2458	OG0002458	XP_962872.3	YPL045W
2459	OG0002459	XP_962874.1	YHR024C
2460	OG0002460	XP_962875.2	YML020W
2461	OG0002461	XP_962876.3	YMR229C
2462	OG0002462	XP_962881.3	YOR058C
2463	OG0002463	XP_962900.1	YNL284C
2464	OG0002464	XP_962902.3	YLR128W
2465	OG0002465	XP_962903.1	YKL003C
2466	OG0002466	XP_962906.3	YHR142W
2467	OG0002467	XP_962914.1	YGL225W
2468	OG0002468	XP_962916.2	YNR021W
2469	OG0002469	XP_962921.1	YCR084C
2470	OG0002470	XP_962923.1	YLR056W
2471	OG0002471	XP_962925.1	YCL012C
2472	OG0002472	XP_962928.3	YOR115C
2473	OG0002473	XP_962931.3	YJL062W
2474	OG0002474	XP_962932.1	YDR325W
2475	OG0002475	XP_962933.1	YPL043W
2476	OG0002476	XP_962940.2	YLL057C
2477	OG0002477	XP_962945.3	YAL010C
2478	OG0002478	XP_962949.2	YPR067W
2479	OG0002479	XP_962952.1	YMR309C
2480	OG0002480	XP_962953.1	YHR165C
2481	OG0002481	XP_962958.2	YJR035W
2482	OG0002482	XP_962960.3	YNL112W
2483	OG0002483	XP_962964.2	YDR323C
2484	OG0002484	XP_962965.1	YBR213W
2485	OG0002485	XP_962987.1	YDR329C
2486	OG0002486	XP_962991.1	YCR008W
2487	OG0002487	XP_962992.2	YHR067W
2488	OG0002488	XP_962994.2	YLR362W
2489	OG0002489	XP_962995.3	YLR148W
2490	OG0002490	XP_962999.3	YLR359W
2491	OG0002491	XP_963001.2	YDR232W
2492	OG0002492	XP_963004.1	YGL095C
2493	OG0002493	XP_963005.1	YLL006W
2494	OG0002494	XP_963006.2	YOR175C
2495	OG0002495	XP_963017.1	YNR016C
2496	OG0002496	XP_963034.2	YKL170W
2497	OG0002497	XP_963035.2	YGL070C
2498	OG0002498	XP_963036.2	YJR017C
2499	OG0002499	XP_963048.1	YEL040W
2500	OG0002500	XP_963051.1	YGL187C
2501	OG0002501	XP_963068.2	YIR038C
2502	OG0002502	XP_963077.1	YOL127W
2503	OG0002503	XP_963078.2	YBR141C
2504	OG0002504	XP_963079.2	YEL038W
2505	OG0002505	XP_963081.1	YHR082C
2506	OG0002506	XP_963082.1	YJR001W
2507	OG0002507	XP_963083.1	YCL018W
2508	OG0002508	XP_963089.1	YOR141C
2509	OG0002509	XP_963091.1	YPL203W
2510	OG0002510	XP_963095.1	YGR181W
2511	OG0002511	XP_963097.3	YGL064C
2512	OG0002512	XP_963104.1	YPL002C
2513	OG0002513	XP_963112.2	YMR038C
2514	OG0002514	XP_963113.1	YOR150W
2515	OG0002515	XP_963115.2	YER093C
2516	OG0002516	XP_963124.1	YDR359C
2517	OG0002517	XP_963125.1	YKL021C
2518	OG0002518	XP_963131.2	YNL102W
2519	OG0002519	XP_963133.2	YJL141C
2520	OG0002520	XP_963146.2	YFL038C
2521	OG0002521	XP_963149.3	YOR140W
2522	OG0002522	XP_963155.1	YPR135W
2523	OG0002523	XP_963161.1	YPL165C
2524	OG0002524	XP_963162.2	YGL073W
2525	OG0002525	XP_963165.1	YBR127C
2526	OG0002526	XP_963168.1	YNL110C
2527	OG0002527	XP_963172.2	YHR011W
2528	OG0002528	XP_963176.2	YMR302C
2529	OG0002529	XP_963177.1	YDR512C
2530	OG0002530	XP_963181.1	YDR398W
2531	OG0002531	XP_963185.2	YJR124C
2532	OG0002532	XP_963198.2	YPL164C
2533	OG0002533	XP_963200.1	YIL164C
2534	OG0002534	XP_963209.1	YKL073W
2535	OG0002535	XP_963212.2	YGR245C
2536	OG0002536	XP_963216.1	YJL024C
2537	OG0002537	XP_963218.1	YPL160W
2538	OG0002538	XP_963220.1	YBL071W-A
2539	OG0002539	XP_963223.1	YML085C
2540	OG0002540	XP_963224.2	YBL047C
2541	OG0002541	XP_963230.2	YJR123W
2542	OG0002542	XP_963241.1	YHR068W
2543	OG0002543	XP_963243.1	YGL148W
2544	OG0002544	XP_963245.3	YMR231W
2545	OG0002545	XP_963246.1	YDR311W
2546	OG0002546	XP_963248.3	YIL125W
2547	OG0002547	XP_963249.1	YDR267C
2548	OG0002548	XP_963253.2	YJR121W
2549	OG0002549	XP_963279.2	YGR260W
2550	OG0002550	XP_963280.2	YJL059W
2551	OG0002551	XP_963281.1	YGL026C
2552	OG0002552	XP_963282.1	YMR193W
2553	OG0002553	XP_963288.1	YBR269C
2554	OG0002554	XP_963310.3	YLR319C
2555	OG0002555	XP_963313.1	YGR244C
2556	OG0002556	XP_963317.2	YOR063W
2557	OG0002557	XP_963319.2	YDL114W
2558	OG0002558	XP_963321.1	YLL028W
2559	OG0002559	XP_963328.1	YPL235W
2560	OG0002560	XP_963330.1	YGR048W
2561	OG0002561	XP_963351.1	YNL321W
2562	OG0002562	XP_963354.1	YGL048C
2563	OG0002563	XP_963355.3	YER075C
2564	OG0002564	XP_963364.2	YDL086W
2565	OG0002565	XP_963366.1	YAL005C
2566	OG0002566	XP_963372.2	YNL072W
2567	OG0002567	XP_963373.1	YKL089W
2568	OG0002568	XP_963374.1	YOR165W
2569	OG0002569	XP_963397.1	YNL290W
2570	OG0002570	XP_963415.1	YDR057W
2571	OG0002571	XP_963428.2	YPL249C
2572	OG0002572	XP_963430.3	YDR457W
2573	OG0002573	XP_963434.1	YCR090C
2574	OG0002574	XP_963436.1	YGR211W
2575	OG0002575	XP_963443.2	YMR240C
2576	OG0002576	XP_963444.1	YOR307C
2577	OG0002577	XP_963445.2	YIL155C
2578	OG0002578	XP_963477.2	YPL020C
2579	OG0002579	XP_963478.1	YJR077C
2580	OG0002580	XP_963482.3	YOL137W
2581	OG0002581	XP_963488.1	YGR178C
2582	OG0002582	XP_963498.1	YOL140W
2583	OG0002583	XP_963502.3	YBR240C
2584	OG0002584	XP_963510.1	YDL195W
2585	OG0002585	XP_963513.1	YLR038C
2586	OG0002586	XP_963520.1	YIL157C
2587	OG0002587	XP_963521.1	YGR220C
2588	OG0002588	XP_963522.1	YMR132C
2589	OG0002589	XP_963533.1	YDR294C
2590	OG0002590	XP_963534.2	YJL183W
2591	OG0002591	XP_963536.2	YML092C
2592	OG0002592	XP_963539.2	YOR217W
2593	OG0002593	XP_963540.2	YBL038W
2594	OG0002594	XP_963541.1	YBR087W
2595	OG0002595	XP_963567.1	YNL218W
2596	OG0002596	XP_963568.3	YLL027W
2597	OG0002597	XP_963589.2	YNR037C
2598	OG0002598	XP_963590.1	YDR167W
2599	OG0002599	XP_963591.2	YMR224C
2600	OG0002600	XP_963597.3	YCL047C
2601	OG0002601	XP_963603.1	YMR201C
2602	OG0002602	XP_963604.1	YBR106W
2603	OG0002603	XP_963612.1	YBL040C
2604	OG0002604	XP_963615.1	YDR137W
2605	OG0002605	XP_963618.1	YOR036W
2606	OG0002606	XP_963620.1	YNL048W
2607	OG0002607	XP_963621.1	YKR056W
2608	OG0002608	XP_963622.1	YMR215W
2609	OG0002609	XP_963627.1	YMR286W
2610	OG0002610	XP_963628.1	YPR023C
2611	OG0002611	XP_963642.3	YDR428C
2612	OG0002612	XP_963662.2	YOR035C
2613	OG0002613	XP_963677.2	YLR153C
2614	OG0002614	XP_963689.1	YOL143C
2615	OG0002615	XP_963690.3	YDR524C
2616	OG0002616	XP_963693.1	YOR296W
2617	OG0002617	XP_963695.2	YDR245W
2618	OG0002618	XP_963704.1	YMR105C
2619	OG0002619	XP_963711.3	YDR191W
2620	OG0002620	XP_963715.1	YLR129W
2621	OG0002621	XP_963721.2	YJL121C
2622	OG0002622	XP_963722.1	YER049W
2623	OG0002623	XP_963724.2	YHR112C
2624	OG0002624	XP_963725.2	YPL015C
2625	OG0002625	XP_963728.2	YHR204W
2626	OG0002626	XP_963732.3	YGR217W
2627	OG0002627	XP_963735.2	YER019W
2628	OG0002628	XP_963738.2	YFR028C
2629	OG0002629	XP_963740.1	YKR081C
2630	OG0002630	XP_963750.2	YIL034C
2631	OG0002631	XP_963751.3	YNR030W
2632	OG0002632	XP_963756.1	YOR065W
2633	OG0002633	XP_963757.2	YDR035W
2634	OG0002634	XP_963772.1	YGR257C
2635	OG0002635	XP_963776.2	YBL041W
2636	OG0002636	XP_963777.1	YLR305C
2637	OG0002637	XP_963783.2	YDL206W
2638	OG0002638	XP_963785.3	YBL097W
2639	OG0002639	XP_963786.1	YFL045C
2640	OG0002640	XP_963787.2	YOL021C
2641	OG0002641	XP_963788.1	YER006W
2642	OG0002642	XP_963793.1	YOL034W
2643	OG0002643	XP_963807.1	YAL012W
2644	OG0002644	XP_963810.3	YDL045C
2645	OG0002645	XP_963814.2	YBR233W
2646	OG0002646	XP_963818.1	YNL250W
2647	OG0002647	XP_963821.1	YDL174C
2648	OG0002648	XP_963824.1	YJL140W
2649	OG0002649	XP_963826.1	YDR496C
2650	OG0002650	XP_963827.1	YDR152W
2651	OG0002651	XP_963828.1	YDR161W
2652	OG0002652	XP_963830.2	YDL154W
2653	OG0002653	XP_963840.3	YJL012C
2654	OG0002654	XP_963841.1	YDR465C
2655	OG0002655	XP_963850.2	YEL050C
2656	OG0002656	XP_963854.2	YLR251W
2657	OG0002657	XP_963855.1	YOL003C
2658	OG0002658	XP_963859.1	YLR337C
2659	OG0002659	XP_963862.1	YGR159C
2660	OG0002660	XP_963864.3	YBR268W
2661	OG0002661	XP_963865.1	YMR227C
2662	OG0002662	XP_963866.1	YPL011C
2663	OG0002663	XP_963867.3	YML038C
2664	OG0002664	XP_963869.3	YDR091C
2665	OG0002665	XP_963870.1	YKL012W
2666	OG0002666	XP_963874.1	YCR092C
2667	OG0002667	XP_963877.1	YKL197C
2668	OG0002668	XP_963878.1	YBR202W
2669	OG0002669	XP_963880.1	YOR294W
2670	OG0002670	XP_963891.1	YLR084C
2671	OG0002671	XP_963893.2	YGR005C
2672	OG0002672	XP_963907.1	YBR256C
2673	OG0002673	XP_963908.1	YDR386W
2674	OG0002674	XP_963909.2	YEL058W
2675	OG0002675	XP_963910.1	YBR034C
2676	OG0002676	XP_963912.3	YCR014C
2677	OG0002677	XP_963921.3	YMR287C
2678	OG0002678	XP_963926.2	YJR143C
2679	OG0002679	XP_963929.1	YPL147W
2680	OG0002680	XP_963931.1	YHR104W
2681	OG0002681	XP_963932.2	YKL193C
2682	OG0002682	XP_963950.2	YDL104C
2683	OG0002683	XP_963951.1	YPR103W
2684	OG0002684	XP_963953.2	YHR070W
2685	OG0002685	XP_963954.2	YDL193W
2686	OG0002686	XP_963955.1	YLR166C
2687	OG0002687	XP_963963.1	YDR408C
2688	OG0002688	XP_963973.1	YGR133W
2689	OG0002689	XP_964009.1	YOR346W
2690	OG0002690	XP_964011.1	YDR400W
2691	OG0002691	XP_964016.1	YHR134W
2692	OG0002692	XP_964019.1	YKL134C
2693	OG0002693	XP_964021.1	YPL169C
2694	OG0002694	XP_964022.1	YIR002C
2695	OG0002695	XP_964024.3	YER055C
2696	OG0002696	XP_964030.3	YMR190C
2697	OG0002697	XP_964037.1	YOR157C
2698	OG0002698	XP_964042.1	YDR469W
2699	OG0002699	XP_964043.1	YDR064W
2700	OG0002700	XP_964045.3	YML060W
2701	OG0002701	XP_964046.2	YJR141W
2702	OG0002702	XP_964047.1	YMR288W
2703	OG0002703	XP_964049.2	YHR007C
2704	OG0002704	XP_964051.2	YPL155C
2705	OG0002705	XP_964054.1	YMR120C
2706	OG0002706	XP_964055.1	YDR258C
2707	OG0002707	XP_964056.1	YDR013W
2708	OG0002708	XP_964057.1	YGR125W
2709	OG0002709	XP_964058.1	YNL286W
2710	OG0002710	XP_964060.1	YPL050C
2711	OG0002711	XP_964068.1	YLL001W
2712	OG0002712	XP_964069.3	YLL018C-A
2713	OG0002713	XP_964071.2	YKL221W
2714	OG0002714	XP_964074.2	YDL116W
2715	OG0002715	XP_964079.2	YPL098C
2716	OG0002716	XP_964087.2	YNL040W
2717	OG0002717	XP_964097.2	YDL140C
2718	OG0002718	XP_964098.1	YAR003W
2719	OG0002719	XP_964102.2	YAL044W-A
2720	OG0002720	XP_964103.1	YDL103C
2721	OG0002721	XP_964105.1	YMR109W
2722	OG0002722	XP_964106.1	YDR128W
2723	OG0002723	XP_964107.1	YDR092W
2724	OG0002724	XP_964112.1	YML013W
2725	OG0002725	XP_964113.3	YKL025C
2726	OG0002726	XP_964114.3	YNL147W
2727	OG0002727	XP_964119.2	YNL326C
2728	OG0002728	XP_964120.1	YDR419W
2729	OG0002729	XP_964123.1	YJR132W
2730	OG0002730	XP_964124.2	YPL162C
2731	OG0002731	XP_964129.1	YDL143W
2732	OG0002732	XP_964130.1	YKL145W
2733	OG0002733	XP_964155.1	YHL008C
2734	OG0002734	XP_964166.2	YDR121W
2735	OG0002735	XP_964169.1	YHR037W
2736	OG0002736	XP_964172.3	YGR266W
2737	OG0002737	XP_964173.1	YGR101W
2738	OG0002738	XP_964182.1	YKL099C
2739	OG0002739	XP_964186.3	YMR165C
2740	OG0002740	XP_964187.1	YMR236W
2741	OG0002741	XP_964188.1	YCL030C
2742	OG0002742	XP_964195.1	YLR097C
2743	OG0002743	XP_964200.2	YLR109W
