	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034610_Saturnispora_hagleri
34	OG0000034	YKR039W	augustus_masked-NODE_30_length_96722_cov_21.6521_ID_59-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_30_length_96722_cov_21.6521_ID_59-processed-gene-0.100&CDS=1-4593, augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.109&CDS=1-1827, genemark-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.24&CDS=1-1815, maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-2.2-mRNA-1_1&gene=maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-2.2&CDS=1-3012
35	OG0000035	YLL057C	augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_32_length_89501_cov_24.578_ID_63-processed-gene-0.26&CDS=1-1311, augustus_masked-NODE_42_length_51609_cov_28.3715_ID_83-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_42_length_51609_cov_28.3715_ID_83-processed-gene-0.6&CDS=1-1305, augustus_masked-NODE_47_length_33835_cov_27.3199_ID_93-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_47_length_33835_cov_27.3199_ID_93-processed-gene-0.24&CDS=1-1305, augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.158&CDS=1-1305
36	OG0000036	YML072C, YNL087W, YOR086C	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.206&CDS=1-3468, augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.131&CDS=1-5274
37	OG0000037	YML111W, YMR275C, YNR069C	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.10&CDS=1-2133, snap_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.75&CDS=1-2055
38	OG0000038	Q0105, Q0110, Q0115, Q0120	maker-NODE_43_length_51414_cov_5702.98_ID_85-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_43_length_51414_cov_5702.98_ID_85-snap-gene-0.47&CDS=1-327
39	OG0000039	YAL005C, YLL024C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.92&CDS=1-2940, augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.31&CDS=1-1923
40	OG0000040	YAL054C, YLR153C	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.6&CDS=1-2025, augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.29&CDS=1-2019
41	OG0000041	YAR035W, YER024W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.78&CDS=1-2205, augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.218&CDS=1-2100
42	OG0000042	YBL011W, YKR067W	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.300-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.300&CDS=1-2118, snap_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.55&CDS=1-2058
43	OG0000043	YBL089W, YER119C, YIL088C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.31&CDS=1-1362
44	OG0000044	YBR005W, YDR003W	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.200&CDS=1-426, augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-2.27&CDS=1-618
45	OG0000045	YBR021W, YIR028W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.13&CDS=1-1794, augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-1.136&CDS=1-1746
46	OG0000046	YBR238C, YGL107C	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.184&CDS=1-1878, maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-7.69-mRNA-1_1&gene=maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-7.69&CDS=1-3768
47	OG0000047	YBR263W, YLR058C	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.16&CDS=1-1410, augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.6&CDS=1-1476
48	OG0000048	YBR283C, YLR378C	augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.19&CDS=1-1431, augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.120&CDS=1-1458
49	OG0000049	YCL024W, YDR507C	augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.29&CDS=1-3471, genemark-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.180&CDS=1-2832
50	OG0000050	YCL067C, YCR039C, YCR096C	augustus_masked-NODE_90_length_2308_cov_29.8436_ID_179-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_90_length_2308_cov_29.8436_ID_179-processed-gene-0.0&CDS=1-288
51	OG0000051	YCR065W, YIL131C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-10.22&CDS=1-1605, augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.31&CDS=1-1929
52	OG0000052	YCR098C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-2.149&CDS=1-1593, augustus_masked-NODE_58_length_11641_cov_29.6432_ID_115-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_58_length_11641_cov_29.6432_ID_115-processed-gene-0.1&CDS=1-1611, augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.109&CDS=1-1602
53	OG0000053	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-3.71&CDS=1-1098
54	OG0000054	YDL165W, YDL170W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-3.141&CDS=1-1698, maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-2.1&CDS=1-3192
55	OG0000055	YDL206W, YGL163C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.128&CDS=1-2361, maker-NODE_14_length_196847_cov_21.6481_ID_27-augustus-gene-0.204-mRNA-1_1&gene=maker-NODE_14_length_196847_cov_21.6481_ID_27-augustus-gene-0.204&CDS=1-4212
56	OG0000056	YDR032C	augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.143&CDS=1-600, augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.131&CDS=1-594, augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.132&CDS=1-771
57	OG0000057	YDR135C, YLL015W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.117&CDS=1-4470, augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-2.110&CDS=1-4518
58	OG0000058	YDR242W	augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.218&CDS=1-1680, augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.28&CDS=1-1671, augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.129&CDS=1-1710
59	OG0000059	YDR458C, YML034W	augustus_masked-NODE_26_length_134196_cov_21.0216_ID_51-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_26_length_134196_cov_21.0216_ID_51-processed-gene-0.35&CDS=1-1758, snap_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.87&CDS=1-2070
60	OG0000060	YEL063C, YNL270C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.118&CDS=1-1710, augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-1.31&CDS=1-4131
61	OG0000061	YER017C, YMR089C	augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.63&CDS=1-2424, genemark-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.41&CDS=1-2172
62	OG0000062	YER047C, YPR173C	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.189&CDS=1-1980, augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-2.120&CDS=1-1320
63	OG0000063	YER054C, YIL045W	augustus_masked-NODE_50_length_26736_cov_22.9128_ID_99-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_50_length_26736_cov_22.9128_ID_99-processed-gene-0.28&CDS=1-2259, genemark-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.101&CDS=1-1677
64	OG0000064	YER056C, YER060W, YER060W-A	genemark-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.13&CDS=1-1557
65	OG0000065	YER133W, YML016C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.127&CDS=1-957, augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.28&CDS=1-1878
66	OG0000066	YFL017W-A, YNL147W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.25&CDS=1-405, snap_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.146&CDS=1-213
67	OG0000067	YFL029C, YPL031C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.33&CDS=1-966, augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.128&CDS=1-960
68	OG0000068	YFR031C-A, YIL018W	augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.239&CDS=1-768, augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.94&CDS=1-768
69	OG0000069	YGR052W, YHR082C	augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-0.104&CDS=1-1509, augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.167&CDS=1-2445
70	OG0000070	YGR087C, YLR044C, YLR134W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.27&CDS=1-1728
71	OG0000071	YGR154C, YKR076W, YMR251W	maker-NODE_20_length_155648_cov_22.3327_ID_39-augustus-gene-0.236-mRNA-1_1&gene=maker-NODE_20_length_155648_cov_22.3327_ID_39-augustus-gene-0.236&CDS=1-3519
72	OG0000072	YGR169C, YOL066C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.66&CDS=1-1215, genemark-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.37&CDS=1-1710
73	OG0000073	YGR240C, YMR205C	augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.68&CDS=1-2862, augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.4&CDS=1-2943
74	OG0000074	YHL019C, YPL259C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.123&CDS=1-1737, augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.109&CDS=1-1374
75	OG0000075	YHL033C, YLL045C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.96&CDS=1-789, augustus_masked-NODE_39_length_59137_cov_20.6451_ID_77-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_39_length_59137_cov_20.6451_ID_77-processed-gene-0.12&CDS=1-795
76	OG0000076	YHR028C, YOR219C	augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-0.119&CDS=1-3294, augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.119&CDS=1-2907
77	OG0000077	YHR031C, YML061C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.88&CDS=1-1797, snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.92&CDS=1-2640
78	OG0000078	YIL009W, YMR246W, YOR317W	augustus_masked-NODE_46_length_47770_cov_22.1879_ID_91-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_46_length_47770_cov_22.1879_ID_91-processed-gene-0.21&CDS=1-2103
79	OG0000079	YIL038C, YPR072W	augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.51&CDS=1-1896, maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-1.95-mRNA-1_1&gene=maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-1.95&CDS=1-2013
80	OG0000080	YIL120W, YIL121W, YNL065W	maker-NODE_10_length_292512_cov_19.4515_ID_19-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_10_length_292512_cov_19.4515_ID_19-snap-gene-1.0&CDS=1-3003
81	OG0000081	YJL089W, YMR280C	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.211&CDS=1-3279, augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-2.149&CDS=1-3090
82	OG0000082	YJL193W, YOR307C	augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.84&CDS=1-1389, genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.15-mRNA-1_1&gene=genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-6.15&CDS=1-1350
83	OG0000083	YJR059W, YKL198C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.64&CDS=1-2049, maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-6.130-mRNA-1_1&gene=maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-6.130&CDS=1-4398
84	OG0000084	YJR075W	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.123&CDS=1-1245, augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-2.116&CDS=1-1260, augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.104&CDS=1-1215
85	OG0000085	YKL222C, YLR266C, YOR162C, YOR172W	
86	OG0000086	YKR064W	augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-0.117&CDS=1-1299, augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.34&CDS=1-2457, snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.139&CDS=1-2268
87	OG0000087	YLR143W, YML073C	maker-NODE_24_length_144509_cov_19.8257_ID_47-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_24_length_144509_cov_19.8257_ID_47-augustus-gene-0.71&CDS=1-2313, maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-3.118-mRNA-1_1&gene=maker-NODE_2_length_837746_cov_20.7076_ID_3-augustus-gene-3.118&CDS=1-501
88	OG0000088	YLR433C, YML057W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.63&CDS=1-1689, augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-1.88&CDS=1-1599
89	OG0000089	YML116W, YMR279C, YOR378W	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-2.26&CDS=1-1632
90	OG0000090	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-2.153&CDS=1-1992
91	OG0000091	YMR169C, YMR170C	augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.92&CDS=1-1491, augustus_masked-NODE_33_length_88846_cov_20.6326_ID_65-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_33_length_88846_cov_20.6326_ID_65-processed-gene-0.87&CDS=1-1482
92	OG0000092	YMR266W, YOL084W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.56&CDS=1-2517, augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.65&CDS=1-2700
93	OG0000093	YMR303C, YOL086C	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.291-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.291&CDS=1-1044, augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.46&CDS=1-1107
94	OG0000094	YNL095C, YOR092W	augustus_masked-NODE_45_length_49366_cov_24.9547_ID_89-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_45_length_49366_cov_24.9547_ID_89-processed-gene-0.33&CDS=1-1605, augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.118&CDS=1-1632
