	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035301_Pichia_terricola
33	OG0000033	YFR022W, YGR068C, YOR018W	augustus_masked-NODE_86_length_18553_cov_25.6201_ID_13905-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_86_length_18553_cov_25.6201_ID_13905-processed-gene-0.14&CDS=1-2802, snap_masked-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.128&CDS=1-2049
34	OG0000034	YGL092W, YKL068W, YMR047C	augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.10&CDS=1-3771, genemark-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.18&CDS=1-4035
35	OG0000035	YGR281W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.49&CDS=1-4083, augustus_masked-NODE_62_length_60072_cov_17.9103_ID_8360-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_62_length_60072_cov_17.9103_ID_8360-processed-gene-0.58&CDS=1-4140, genemark-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.35-mRNA-1_1&gene=genemark-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.35&CDS=1-4188, maker-NODE_65_length_51508_cov_16.8883_ID_7027-snap-gene-0.66-mRNA-1_1&gene=maker-NODE_65_length_51508_cov_16.8883_ID_7027-snap-gene-0.66&CDS=1-8070
36	OG0000036	YHR206W, YOR140W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-10.50&CDS=1-1827, augustus_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.154&CDS=1-2700, augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.53&CDS=1-1923
37	OG0000037	YIL120W, YIL121W, YNL065W	maker-NODE_23_length_150847_cov_29.6526_ID_4401-snap-gene-0.122-mRNA-1_1&gene=maker-NODE_23_length_150847_cov_29.6526_ID_4401-snap-gene-0.122&CDS=1-4569, maker-NODE_4_length_475427_cov_15.6432_ID_2663-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_4_length_475427_cov_15.6432_ID_2663-snap-gene-1.0&CDS=1-3114
38	OG0000038	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.150&CDS=1-4275, augustus_masked-NODE_50_length_78000_cov_17.1_ID_6454-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_50_length_78000_cov_17.1_ID_6454-processed-gene-0.36&CDS=1-3819
39	OG0000039	YJL137C, YJL146W, YKR058W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.86&CDS=1-1527, augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.27&CDS=1-882
40	OG0000040	YJL172W, YOL153C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.27&CDS=1-1734, augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.46&CDS=1-1638, maker-NODE_14_length_212763_cov_20.3796_ID_11122-snap-gene-1.122-mRNA-1_1&gene=maker-NODE_14_length_212763_cov_20.3796_ID_11122-snap-gene-1.122&CDS=1-3390
41	OG0000041	YKL217W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.31&CDS=1-1635, augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.76&CDS=1-1605, augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.74&CDS=1-1602, maker-NODE_39_length_97065_cov_15.981_ID_8645-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_39_length_97065_cov_15.981_ID_8645-snap-gene-0.46&CDS=1-3180
42	OG0000042	YML072C, YNL087W, YOR086C	augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.136&CDS=1-4218, augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.67&CDS=1-3699
43	OG0000043	YMR006C, YMR008C, YOL011W	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.101&CDS=1-1833, augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-9.37&CDS=1-2019
44	OG0000044	YOR049C	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.200&CDS=1-1053, augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.201&CDS=1-987, augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.229&CDS=1-1332, snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.110&CDS=1-909
45	OG0000045		augustus_masked-NODE_136_length_1945_cov_61.7789_ID_5783-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_136_length_1945_cov_61.7789_ID_5783-processed-gene-0.1&CDS=1-1764, augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.130&CDS=1-1464, augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.39&CDS=1-1944, augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.40&CDS=1-5262, snap_masked-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_33_length_124450_cov_17.0632_ID_7542-processed-gene-0.44&CDS=1-6555
46	OG0000046	YAL054C, YLR153C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.160&CDS=1-2010, augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.67&CDS=1-2019
47	OG0000047	YAR035W, YER024W	augustus_masked-NODE_72_length_35744_cov_17.2742_ID_7895-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_72_length_35744_cov_17.2742_ID_7895-processed-gene-0.20&CDS=1-2151, augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.129&CDS=1-2253
48	OG0000048	YBL002W, YDR224C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-4.118&CDS=1-384, augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.62&CDS=1-384
49	OG0000049	YBL003C, YDR225W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-4.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-4.137&CDS=1-393, augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.80&CDS=1-393
50	OG0000050	YBL011W, YKR067W	augustus_masked-NODE_24_length_149241_cov_17.0227_ID_4700-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_24_length_149241_cov_17.0227_ID_4700-processed-gene-0.170&CDS=1-2370, augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.57&CDS=1-2091
51	OG0000051	YBL052C, YOR244W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.109&CDS=1-1965, augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.129&CDS=1-1434
52	OG0000052	YBL061C, YDL203C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.82&CDS=1-2118, augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.93&CDS=1-3294
53	OG0000053	YBR009C, YNL030W	augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.52&CDS=1-309, augustus_masked-NODE_93_length_12266_cov_15.2815_ID_8980-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_93_length_12266_cov_15.2815_ID_8980-processed-gene-0.10&CDS=1-309
54	OG0000054	YBR025C, YHL014C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-1.62&CDS=1-1212, augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.77&CDS=1-1185
55	OG0000055	YBR073W, YGL163C	augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.34&CDS=1-2727, maker-NODE_3_length_481115_cov_15.4763_ID_3968-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_3_length_481115_cov_15.4763_ID_3968-augustus-gene-2.0&CDS=1-4233
56	OG0000056	YBR132C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-9.31&CDS=1-1878, augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-3.127&CDS=1-1722, augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.88&CDS=1-1773
57	OG0000057	YBR139W, YMR297W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-10.91&CDS=1-1629, augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-0.51&CDS=1-1635
58	OG0000058	YBR151W, YML050W	augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.166&CDS=1-927, snap_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.130&CDS=1-648
59	OG0000059	YBR207W, YER145C	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.111&CDS=1-1203, augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.42&CDS=1-1272
60	OG0000060	YBR237W, YNL112W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.131&CDS=1-3144, maker-NODE_48_length_80279_cov_16.5054_ID_4794-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_48_length_80279_cov_16.5054_ID_4794-augustus-gene-0.98&CDS=1-1632
61	OG0000061	YBR239C, YJL103C	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.85&CDS=1-1635, maker-NODE_34_length_120455_cov_17.2599_ID_4974-snap-gene-0.51-mRNA-1_1&gene=maker-NODE_34_length_120455_cov_17.2599_ID_4974-snap-gene-0.51&CDS=1-1629
62	OG0000062	YBR245C, YOR304W	augustus_masked-NODE_23_length_150847_cov_29.6526_ID_4401-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_23_length_150847_cov_29.6526_ID_4401-processed-gene-0.25&CDS=1-3336, snap_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.98&CDS=1-3303
63	OG0000063	YBR263W, YLR058C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.169&CDS=1-1410, augustus_masked-NODE_32_length_126459_cov_15.3937_ID_4335-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_32_length_126459_cov_15.3937_ID_4335-processed-gene-0.167&CDS=1-1470
64	OG0000064	YBR293W, YDR270W	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-1.101&CDS=1-1626, maker-NODE_23_length_150847_cov_29.6526_ID_4401-snap-gene-0.124-mRNA-1_1&gene=maker-NODE_23_length_150847_cov_29.6526_ID_4401-snap-gene-0.124&CDS=1-5280
65	OG0000065	YBR294W, YLR092W	augustus_masked-NODE_142_length_1402_cov_67.8194_ID_14571-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_142_length_1402_cov_67.8194_ID_14571-processed-gene-0.1&CDS=1-1398, augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-1.42&CDS=1-2637
66	OG0000066	YCL037C, YDR515W	augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.182&CDS=1-1239, augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.66&CDS=1-1428
67	OG0000067	YCR045C, YEL060C	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.130&CDS=1-1014, augustus_masked-NODE_48_length_80279_cov_16.5054_ID_4794-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_48_length_80279_cov_16.5054_ID_4794-processed-gene-0.18&CDS=1-1641
68	OG0000068	YCR095C, YNL099C	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.96&CDS=1-642, maker-NODE_48_length_80279_cov_16.5054_ID_4794-snap-gene-0.64-mRNA-1_1&gene=maker-NODE_48_length_80279_cov_16.5054_ID_4794-snap-gene-0.64&CDS=1-1518
69	OG0000069	YCR105W, YMR318C	augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.65&CDS=1-1131, augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_60_length_60257_cov_26.8931_ID_8789-processed-gene-0.38&CDS=1-1122
70	OG0000070	YDL025C, YOR267C	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.231&CDS=1-1443, augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.121&CDS=1-2115
71	OG0000071	YDL054C, YDR313C	genemark-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_28_length_135086_cov_16.4496_ID_5646-processed-gene-0.18&CDS=1-1158, snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-1.93&CDS=1-2346
72	OG0000072	YDL056W, YER111C	augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.148&CDS=1-2454, augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.95&CDS=1-3195
73	OG0000073	YDL066W, YLR174W	augustus_masked-NODE_15_length_209250_cov_20.7183_ID_3273-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_15_length_209250_cov_20.7183_ID_3273-processed-gene-1.112&CDS=1-1311, augustus_masked-NODE_93_length_12266_cov_15.2815_ID_8980-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_93_length_12266_cov_15.2815_ID_8980-processed-gene-0.15&CDS=1-1233
74	OG0000074	YDL108W, YFL029C	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.10&CDS=1-990, augustus_masked-NODE_47_length_80505_cov_14.9272_ID_6111-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_47_length_80505_cov_14.9272_ID_6111-processed-gene-0.27&CDS=1-882
75	OG0000075	YDL159W, YJL128C	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.39&CDS=1-2262, augustus_masked-NODE_35_length_117960_cov_16.3558_ID_6540-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_35_length_117960_cov_16.3558_ID_6540-processed-gene-0.27&CDS=1-1647
76	OG0000076	YDL174C	augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.72&CDS=1-1767, genemark-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.34&CDS=1-1710, snap_masked-NODE_23_length_150847_cov_29.6526_ID_4401-processed-gene-0.159-mRNA-1_1&gene=snap_masked-NODE_23_length_150847_cov_29.6526_ID_4401-processed-gene-0.159&CDS=1-1692
77	OG0000077	YDL210W	augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.72&CDS=1-1662, augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.152&CDS=1-1680, augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.38&CDS=1-1671
78	OG0000078	YDL216C, YFR004W	augustus_masked-NODE_54_length_70998_cov_15.5163_ID_5435-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_54_length_70998_cov_15.5163_ID_5435-processed-gene-0.43&CDS=1-1386, augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.75&CDS=1-933
79	OG0000079	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.62&CDS=1-3231
80	OG0000080	YDR135C, YLL015W	augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-1.157&CDS=1-4653, augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-1.104&CDS=1-4605
81	OG0000081	YDR144C, YLR120C, YLR121C	maker-NODE_34_length_120455_cov_17.2599_ID_4974-snap-gene-0.52-mRNA-1_1&gene=maker-NODE_34_length_120455_cov_17.2599_ID_4974-snap-gene-0.52&CDS=1-3111
82	OG0000082	YDR178W, YLR164W	augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-1.35&CDS=1-564, augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.88&CDS=1-477
83	OG0000083	YDR242W	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.127&CDS=1-1710, augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.129&CDS=1-1668, augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.90&CDS=1-1683
