	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035045_Barnettozyma_hawaiiensis
47	OG0000047	YBR298C, YDL247W, YGR289C, YJR160C	snap_masked-flattened_line_28-processed-gene-1.197-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.197&CDS=1-1812
48	OG0000048	YCL069W, YGR224W, YKR105C, YPR198W	snap_masked-flattened_line_50-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.96&CDS=1-1704
49	OG0000049	YCR065W, YIL131C, YNL068C	genemark-flattened_line_10-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.27&CDS=1-2244, snap_masked-flattened_line_92-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.28&CDS=1-2352
50	OG0000050	YDL086W	genemark-flattened_line_46-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.41&CDS=1-1623, maker-flattened_line_82-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.91&CDS=1-2355, snap_masked-flattened_line_104-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.25&CDS=1-1695, snap_masked-flattened_line_6-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.65&CDS=1-1632
51	OG0000051	YDL174C	genemark-flattened_line_104-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.3&CDS=1-1671, snap_masked-flattened_line_4-processed-gene-3.201-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.201&CDS=1-1698, snap_masked-flattened_line_74-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.48&CDS=1-1671, snap_masked-flattened_line_88-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.67&CDS=1-1719
52	OG0000052	YDL218W	augustus_masked-flattened_line_10-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.24&CDS=1-1122, augustus_masked-flattened_line_130-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.4&CDS=1-747, snap_masked-flattened_line_193-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.0&CDS=1-633, snap_masked-flattened_line_193-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_193-processed-gene-0.1&CDS=1-609
53	OG0000053	YDR021W, YJL138C, YKR059W	snap_masked-flattened_line_28-processed-gene-1.176-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.176&CDS=1-1188, snap_masked-flattened_line_62-processed-gene-0.190-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.190&CDS=1-1188
54	OG0000054	YDR028C, YKR075C, YOR062C	snap_masked-flattened_line_0-processed-gene-7.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.48&CDS=1-2280, snap_masked-flattened_line_112-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.33&CDS=1-726
55	OG0000055	YDR038C, YDR039C, YDR040C	snap_masked-flattened_line_64-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.103&CDS=1-3057, snap_masked-flattened_line_64-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.87&CDS=1-3162
56	OG0000056	YDR144C, YLR120C, YLR121C	maker-flattened_line_16-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.49&CDS=1-3372, snap_masked-flattened_line_16-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.89&CDS=1-1803
57	OG0000057	YDR380W, YLR044C	snap_masked-flattened_line_16-processed-gene-1.235-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.235&CDS=1-1776, snap_masked-flattened_line_34-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.136&CDS=1-1695, snap_masked-flattened_line_66-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.93&CDS=1-1803
58	OG0000058	YDR385W, YKL173W, YOR133W	maker-flattened_line_78-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.86&CDS=1-2922, snap_masked-flattened_line_70-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.171&CDS=1-2502
59	OG0000059	YDR475C, YGR237C, YOR019W	snap_masked-flattened_line_38-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.117&CDS=1-2196, snap_masked-flattened_line_64-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.66&CDS=1-1944
60	OG0000060	YDR533C, YMR322C, YOR391C, YPL280W	snap_masked-flattened_line_32-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.118&CDS=1-717
61	OG0000061	YER073W, YOR374W	maker-flattened_line_8-snap-gene-1.55-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.55&CDS=1-1971, snap_masked-flattened_line_32-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.99&CDS=1-1491, snap_masked-flattened_line_34-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.51&CDS=1-1485
62	OG0000062	YER130C, YKL062W, YMR037C	augustus_masked-flattened_line_2-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.27&CDS=1-888, snap_masked-flattened_line_0-processed-gene-6.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.44&CDS=1-1797
63	OG0000063	YER133W, YML016C	maker-flattened_line_82-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.44&CDS=1-1188, snap_masked-flattened_line_12-processed-gene-2.168-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.168&CDS=1-1608, snap_masked-flattened_line_40-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.195&CDS=1-1578
64	OG0000064	YFR040W, YGL229C, YKR028W	snap_masked-flattened_line_12-processed-gene-2.178-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.178&CDS=1-2574, snap_masked-flattened_line_22-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.66&CDS=1-2775
65	OG0000065	YGL038C, YJR075W	snap_masked-flattened_line_34-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.55&CDS=1-1149, snap_masked-flattened_line_60-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.96&CDS=1-1170, snap_masked-flattened_line_74-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.45&CDS=1-1119
66	OG0000066	YGL092W, YKL068W, YMR047C	snap_masked-flattened_line_12-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.98&CDS=1-3192, snap_masked-flattened_line_54-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.147&CDS=1-4410
67	OG0000067	YGR056W, YKR008W, YLR357W	snap_masked-flattened_line_26-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.115&CDS=1-1857, snap_masked-flattened_line_60-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.78&CDS=1-2295
68	OG0000068	YGR138C, YPR028W, YPR156C	maker-flattened_line_18-augustus-gene-1.219-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.219&CDS=1-2388, snap_masked-flattened_line_8-processed-gene-2.242-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.242&CDS=1-1845
69	OG0000069	YGR192C, YJL052W, YJR009C	snap_masked-flattened_line_28-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.81&CDS=1-1020, snap_masked-flattened_line_58-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.87&CDS=1-999
70	OG0000070	YGR281W	maker-flattened_line_18-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.2&CDS=1-4893, snap_masked-flattened_line_4-processed-gene-3.186-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.186&CDS=1-4113, snap_masked-flattened_line_40-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.117&CDS=1-4206, snap_masked-flattened_line_46-processed-gene-0.249-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.249&CDS=1-4155
71	OG0000071	YHR028C, YOR219C	genemark-flattened_line_48-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.195&CDS=1-2370, maker-flattened_line_20-augustus-gene-1.267-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.267&CDS=1-3402, snap_masked-flattened_line_14-processed-gene-1.229-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.229&CDS=1-2742
72	OG0000072	YIL123W, YKR042W, YNL066W	snap_masked-flattened_line_0-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.49&CDS=1-1167, snap_masked-flattened_line_76-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.14&CDS=1-1269
73	OG0000073	YJL042W, YOR227W, YPL137C	snap_masked-flattened_line_20-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.20&CDS=1-3630, snap_masked-flattened_line_48-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.143&CDS=1-3762
74	OG0000074	YJL089W, YMR280C	genemark-flattened_line_46-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.65&CDS=1-993, snap_masked-flattened_line_14-processed-gene-1.232-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.232&CDS=1-1956, snap_masked-flattened_line_22-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.3&CDS=1-3213
75	OG0000075	YKL046C, YMR238W	maker-flattened_line_2-snap-gene-4.151-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.151&CDS=1-2475, snap_masked-flattened_line_46-processed-gene-0.252-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.252&CDS=1-1341, snap_masked-flattened_line_98-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.10&CDS=1-1347
76	OG0000076	YKL221W, YNL125C	snap_masked-flattened_line_0-processed-gene-3.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.61&CDS=1-1470, snap_masked-flattened_line_28-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.97&CDS=1-1476, snap_masked-flattened_line_52-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.151&CDS=1-1407
77	OG0000077	YKL222C, YLR266C, YOR162C, YOR172W	snap_masked-flattened_line_32-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.108&CDS=1-2688
78	OG0000078	YLR342W, YMR306W	genemark-flattened_line_98-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.69&CDS=1-5724, snap_masked-flattened_line_34-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.137&CDS=1-5760, snap_masked-flattened_line_4-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.119&CDS=1-5373
79	OG0000079	YMR008C, YNL012W, YOL011W	maker-flattened_line_100-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_100-augustus-gene-0.1&CDS=1-2910, snap_masked-flattened_line_0-processed-gene-8.167-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.167&CDS=1-1971
80	OG0000080	YMR083W	maker-flattened_line_24-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.106&CDS=1-2097, snap_masked-flattened_line_10-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.137&CDS=1-1113, snap_masked-flattened_line_12-processed-gene-2.173-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.173&CDS=1-1104, snap_masked-flattened_line_24-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.90&CDS=1-1044
81	OG0000081	YAL023C, YGR199W	snap_masked-flattened_line_0-processed-gene-6.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.50&CDS=1-2280, snap_masked-flattened_line_12-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.162&CDS=1-2262
82	OG0000082	YAL043C, YKR014C	genemark-flattened_line_2-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.120&CDS=1-606, maker-flattened_line_74-snap-gene-0.108-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.108&CDS=1-2775
83	OG0000083	YAL054C, YLR153C	snap_masked-flattened_line_28-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.179&CDS=1-1995, snap_masked-flattened_line_8-processed-gene-2.291-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.291&CDS=1-2049
84	OG0000084	YAL060W, YAL061W	snap_masked-flattened_line_2-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.51&CDS=1-1314, snap_masked-flattened_line_24-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.93&CDS=1-1203
85	OG0000085	YAR035W, YLR451W	maker-flattened_line_48-augustus-gene-0.179-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.179&CDS=1-4845, snap_masked-flattened_line_18-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.140&CDS=1-2142
86	OG0000086	YBL002W, YDR224C	snap_masked-flattened_line_50-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.136&CDS=1-402, snap_masked-flattened_line_84-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.90&CDS=1-402
87	OG0000087	YBL003C, YDR225W	snap_masked-flattened_line_50-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.101&CDS=1-396, snap_masked-flattened_line_84-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.109&CDS=1-396
88	OG0000088	YBL011W, YKR067W	snap_masked-flattened_line_34-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.116&CDS=1-2085, snap_masked-flattened_line_72-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.39&CDS=1-2070
89	OG0000089	YBL016W, YGR040W	snap_masked-flattened_line_18-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.112&CDS=1-1056, snap_masked-flattened_line_72-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.25&CDS=1-1071
90	OG0000090	YBL052C, YOR244W	snap_masked-flattened_line_64-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.84&CDS=1-1377, snap_masked-flattened_line_76-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.32&CDS=1-2526
91	OG0000091	YBL068W-A, YBL069W, YER101C	snap_masked-flattened_line_4-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.89&CDS=1-1266
92	OG0000092	YBL097W, YPR024W	maker-flattened_line_58-augustus-gene-0.134-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.134&CDS=1-4290, snap_masked-flattened_line_68-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.140&CDS=1-2100
93	OG0000093	YBR002C, YMR101C	maker-flattened_line_26-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.51&CDS=1-936, snap_masked-flattened_line_36-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.154&CDS=1-807
94	OG0000094	YBR009C, YNL030W	snap_masked-flattened_line_28-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.88&CDS=1-309, snap_masked-flattened_line_84-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.94&CDS=1-309
95	OG0000095	YBR010W, YNL031C	snap_masked-flattened_line_28-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.62&CDS=1-408, snap_masked-flattened_line_84-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.115&CDS=1-408
96	OG0000096	YBR011C, YMR267W	snap_masked-flattened_line_16-processed-gene-1.262-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.262&CDS=1-915, snap_masked-flattened_line_90-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.60&CDS=1-861
97	OG0000097	YBR026C, YBR207W	augustus_masked-flattened_line_12-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.72&CDS=1-2394, snap_masked-flattened_line_64-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.76&CDS=1-1245
98	OG0000098	YBR034C, YBR239C	augustus_masked-flattened_line_20-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.160&CDS=1-2466, snap_masked-flattened_line_40-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.187&CDS=1-1584
99	OG0000099	YBR038W, YNL192W	snap_masked-flattened_line_114-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.35&CDS=1-3189, snap_masked-flattened_line_74-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.19&CDS=1-3048
100	OG0000100	YBR073W, YGL163C	genemark-flattened_line_8-processed-gene-2.7-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.7&CDS=1-2670, snap_masked-flattened_line_6-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.120&CDS=1-2523
101	OG0000101	YBR084W, YGR204W	snap_masked-flattened_line_18-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.136&CDS=1-2820, snap_masked-flattened_line_4-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.133&CDS=1-2886
102	OG0000102	YBR114W, YOR191W	snap_masked-flattened_line_0-processed-gene-3.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.107&CDS=1-2571, snap_masked-flattened_line_90-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.63&CDS=1-3306
103	OG0000103	YBR132C	snap_masked-flattened_line_44-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.103&CDS=1-1767, snap_masked-flattened_line_64-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.73&CDS=1-1689, snap_masked-flattened_line_92-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.33&CDS=1-1701
104	OG0000104	YBR139W, YMR297W	snap_masked-flattened_line_24-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.159&CDS=1-1641, snap_masked-flattened_line_42-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.218&CDS=1-1545
105	OG0000105	YBR160W, YKL139W	snap_masked-flattened_line_4-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.82&CDS=1-2298, snap_masked-flattened_line_4-processed-gene-3.222-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.222&CDS=1-945
106	OG0000106	YBR181C, YPL090C	snap_masked-flattened_line_36-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.137&CDS=1-708, snap_masked-flattened_line_44-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.165&CDS=1-708
107	OG0000107	YBR212W, YHR086W	snap_masked-flattened_line_0-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.111&CDS=1-1923, snap_masked-flattened_line_2-processed-gene-3.9-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.9&CDS=1-1314
108	OG0000108	YBR249C, YDR035W	snap_masked-flattened_line_24-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.130&CDS=1-1095, snap_masked-flattened_line_32-processed-gene-1.182-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.182&CDS=1-1095
109	OG0000109	YBR263W, YLR058C	augustus_masked-flattened_line_0-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.82&CDS=1-2157, snap_masked-flattened_line_22-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.68&CDS=1-1476
110	OG0000110	YCL036W, YDR514C	snap_masked-flattened_line_10-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.64&CDS=1-1470, snap_masked-flattened_line_10-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.65&CDS=1-1764
111	OG0000111	YCR010C, YNR002C	snap_masked-flattened_line_12-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.111&CDS=1-873, snap_masked-flattened_line_38-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.186&CDS=1-792
