	OrthologID	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
66	OG0000066	augustus_masked-bow-b_C26613-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_C26613-processed-gene-0.14&CDS=1-1026, augustus_masked-bow-b_s189-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-bow-b_s189-processed-gene-0.122&CDS=1-1002	YDL078C
67	OG0000067	maker-bow-b_C26819-snap-gene-0.24-mRNA-1_1&gene=maker-bow-b_C26819-snap-gene-0.24&CDS=1-933	YIL113W, YNL053W
68	OG0000068	augustus_masked-bow-b_C26969-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_C26969-processed-gene-0.24&CDS=1-762	YBR278W, YJL065C
69	OG0000069	augustus_masked-bow-b_C26969-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_C26969-processed-gene-0.25&CDS=1-390, augustus_masked-bow-b_s407-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-bow-b_s407-processed-gene-0.89&CDS=1-390	YJL190C
70	OG0000070	genemark-bow-b_C27033-processed-gene-0.79-mRNA-1_1&gene=genemark-bow-b_C27033-processed-gene-0.79&CDS=1-1929	YDR475C, YOR019W
71	OG0000071	genemark-bow-b_s11-processed-gene-0.56-mRNA-1_1&gene=genemark-bow-b_s11-processed-gene-0.56&CDS=1-759	YIR035C, YIR036C
72	OG0000072	genemark-bow-b_s11-processed-gene-0.79-mRNA-1_1&gene=genemark-bow-b_s11-processed-gene-0.79&CDS=1-957	YNL302C, YOL121C
73	OG0000073	augustus_masked-bow-b_s113-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bow-b_s113-processed-gene-0.2&CDS=1-1176, augustus_masked-bow-b_s470-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.64&CDS=1-1173	YER145C
74	OG0000074	snap_masked-bow-b_s120-processed-gene-1.75-mRNA-1_1&gene=snap_masked-bow-b_s120-processed-gene-1.75&CDS=1-507	YKL141W, YMR118C
75	OG0000075	augustus_masked-bow-b_s120-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-bow-b_s120-processed-gene-1.50&CDS=1-966	YBL068W, YER099C
76	OG0000076	augustus_masked-bow-b_s120-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-bow-b_s120-processed-gene-1.54&CDS=1-600, maker-bow-b_s609-augustus-gene-0.5-mRNA-1_1&gene=maker-bow-b_s609-augustus-gene-0.5&CDS=1-5838	YPL085W
77	OG0000077	augustus_masked-bow-b_s633-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s633-processed-gene-0.12&CDS=1-1275, snap_masked-bow-b_s126-processed-gene-0.0-mRNA-1_1&gene=snap_masked-bow-b_s126-processed-gene-0.0&CDS=1-360	YOL065C
78	OG0000078	augustus_masked-bow-b_s127-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s127-processed-gene-0.44&CDS=1-921, augustus_masked-bow-b_s61-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.51&CDS=1-372	YJR008W
79	OG0000079	augustus_masked-bow-b_s127-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-bow-b_s127-processed-gene-1.42&CDS=1-480	YBR191W, YPL079W
80	OG0000080	augustus_masked-bow-b_s128-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s128-processed-gene-0.43&CDS=1-1587	YMR199W, YPL256C
81	OG0000081	augustus_masked-bow-b_s13-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s13-processed-gene-0.10&CDS=1-2202	YJR059W, YKL198C
82	OG0000082	genemark-bow-b_s146-processed-gene-0.27-mRNA-1_1&gene=genemark-bow-b_s146-processed-gene-0.27&CDS=1-4848	YBR210W, YGL054C
83	OG0000083	augustus_masked-bow-b_s276-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bow-b_s276-processed-gene-0.4&CDS=1-1185, maker-bow-b_s149-augustus-gene-0.1-mRNA-1_1&gene=maker-bow-b_s149-augustus-gene-0.1&CDS=1-1056	YDR232W
84	OG0000084	augustus_masked-bow-b_s15-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-bow-b_s15-processed-gene-0.120&CDS=1-990	YCR073W-A, YNR034W
85	OG0000085	augustus_masked-bow-b_s624-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s624-processed-gene-0.33&CDS=1-354, maker-bow-b_s15-augustus-gene-0.2-mRNA-1_1&gene=maker-bow-b_s15-augustus-gene-0.2&CDS=1-1836	YLR306W
86	OG0000086	maker-bow-b_s15-augustus-gene-0.3-mRNA-1_1&gene=maker-bow-b_s15-augustus-gene-0.3&CDS=1-2169	YEL039C, YJR048W
87	OG0000087	augustus_masked-bow-b_s150-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s150-processed-gene-0.31&CDS=1-1626	YHL017W, YKL039W
88	OG0000088	augustus_masked-bow-b_s150-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s150-processed-gene-0.29&CDS=1-1476	YDL161W, YLR206W
89	OG0000089	genemark-bow-b_s150-processed-gene-0.24-mRNA-1_1&gene=genemark-bow-b_s150-processed-gene-0.24&CDS=1-1428	YGR108W, YPR119W
90	OG0000090	augustus_masked-bow-b_s159-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-bow-b_s159-processed-gene-0.97&CDS=1-819	YAL018C, YOL048C
91	OG0000091	augustus_masked-bow-b_s159-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-bow-b_s159-processed-gene-0.148&CDS=1-771	YDR099W, YER177W
92	OG0000092	augustus_masked-bow-b_s159-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-bow-b_s159-processed-gene-0.151&CDS=1-963	YDL204W, YDR233C
93	OG0000093	augustus_masked-bow-b_s159-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-bow-b_s159-processed-gene-0.111&CDS=1-2451	YDR493W, YGR128C
94	OG0000094	snap_masked-bow-b_s159-processed-gene-0.89-mRNA-1_1&gene=snap_masked-bow-b_s159-processed-gene-0.89&CDS=1-1806	YLL061W, YPL274W
95	OG0000095	augustus_masked-bow-b_s159-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-bow-b_s159-processed-gene-0.129&CDS=1-1305, genemark-bow-b_s636-processed-gene-0.53-mRNA-1_1&gene=genemark-bow-b_s636-processed-gene-0.53&CDS=1-1518	YLR380W
96	OG0000096	augustus_masked-bow-b_s166-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-bow-b_s166-processed-gene-0.99&CDS=1-690, maker-bow-b_s283-augustus-gene-0.0-mRNA-1_1&gene=maker-bow-b_s283-augustus-gene-0.0&CDS=1-4971	YJR092W
97	OG0000097	genemark-bow-b_s167-processed-gene-0.82-mRNA-1_1&gene=genemark-bow-b_s167-processed-gene-0.82&CDS=1-3540	YNL087W, YOR086C
98	OG0000098	maker-bow-b_s167-augustus-gene-0.7-mRNA-1_1&gene=maker-bow-b_s167-augustus-gene-0.7&CDS=1-2109	YGR248W, YHR163W
99	OG0000099	augustus_masked-bow-b_s167-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-bow-b_s167-processed-gene-0.175&CDS=1-1251	YBL003C, YDR225W
100	OG0000100	augustus_masked-bow-b_s167-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-bow-b_s167-processed-gene-0.151&CDS=1-390	YBL002W, YDR224C
101	OG0000101	augustus_masked-bow-b_s171-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bow-b_s171-processed-gene-0.1&CDS=1-4791	YCL024W, YDR507C
102	OG0000102	augustus_masked-bow-b_s172-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s172-processed-gene-0.9&CDS=1-3657	YDR379W, YOR127W
103	OG0000103	augustus_masked-bow-b_s176-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_s176-processed-gene-0.25&CDS=1-1659	YKL127W, YMR105C
104	OG0000104	maker-bow-b_s181-snap-gene-0.99-mRNA-1_1&gene=maker-bow-b_s181-snap-gene-0.99&CDS=1-1737	YDR146C, YLR131C
105	OG0000105	augustus_masked-bow-b_s181-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bow-b_s181-processed-gene-0.56&CDS=1-528	YGR273C, YMR295C
106	OG0000106	augustus_masked-bow-b_s181-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s181-processed-gene-0.47&CDS=1-519	YLR456W, YPR172W
107	OG0000107	augustus_masked-bow-b_s182-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bow-b_s182-processed-gene-0.49&CDS=1-1755	YBR021W, YIR028W
108	OG0000108	augustus_masked-bow-b_s182-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s182-processed-gene-0.51&CDS=1-2367	YIL095W, YNL020C
109	OG0000109	augustus_masked-bow-b_s182-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bow-b_s182-processed-gene-0.71&CDS=1-1167, snap_masked-bow-b_s420-processed-gene-0.165-mRNA-1_1&gene=snap_masked-bow-b_s420-processed-gene-0.165&CDS=1-315	YNL035C
110	OG0000110	augustus_masked-bow-b_s182-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bow-b_s182-processed-gene-0.73&CDS=1-1959	YCR026C, YEL016C
111	OG0000111	maker-bow-b_s182-snap-gene-0.2-mRNA-1_1&gene=maker-bow-b_s182-snap-gene-0.2&CDS=1-2910	YJL098W, YKR028W
112	OG0000112	augustus_masked-bow-b_s187-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s187-processed-gene-0.32&CDS=1-246	YHR021C, YKL156W
113	OG0000113	genemark-bow-b_s189-processed-gene-0.57-mRNA-1_1&gene=genemark-bow-b_s189-processed-gene-0.57&CDS=1-861	YDR272W, YOR040W
114	OG0000114	augustus_masked-bow-b_s189-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-bow-b_s189-processed-gene-0.117&CDS=1-1953	YER064C, YIL056W
115	OG0000115	augustus_masked-bow-b_s189-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-bow-b_s189-processed-gene-0.102&CDS=1-2097	YBR001C, YDR001C
116	OG0000116	maker-bow-b_s190-snap-gene-0.29-mRNA-1_1&gene=maker-bow-b_s190-snap-gene-0.29&CDS=1-1008	YGL082W, YPL191C
117	OG0000117	augustus_masked-bow-b_s201-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bow-b_s201-processed-gene-0.1&CDS=1-1530	YBR020W, YDR009W
118	OG0000118	augustus_masked-bow-b_s22-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bow-b_s22-processed-gene-0.48&CDS=1-1893	YMR008C, YOL011W
119	OG0000119	augustus_masked-bow-b_s22-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s22-processed-gene-0.55&CDS=1-315	YGR209C, YLR043C
120	OG0000120	augustus_masked-bow-b_s22-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-bow-b_s22-processed-gene-0.56&CDS=1-1122, snap_masked-bow-b_s416-processed-gene-0.45-mRNA-1_1&gene=snap_masked-bow-b_s416-processed-gene-0.45&CDS=1-273	YHR109W
121	OG0000121	maker-bow-b_s222-augustus-gene-0.126-mRNA-1_1&gene=maker-bow-b_s222-augustus-gene-0.126&CDS=1-2184	YDR107C, YLR083C
122	OG0000122	augustus_masked-bow-b_s222-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-0.24&CDS=1-2517	YBR033W, YKL038W
123	OG0000123	augustus_masked-bow-b_s222-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-0.6&CDS=1-1263	YDR132C, YLR108C
124	OG0000124	augustus_masked-bow-b_s222-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-0.10&CDS=1-1512	YDR463W, YHR006W
125	OG0000125	augustus_masked-bow-b_s222-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-0.37&CDS=1-576	YBL027W, YBR084C-A
126	OG0000126	augustus_masked-bow-b_s222-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-1.147&CDS=1-7593	YBR140C, YOL081W
127	OG0000127	augustus_masked-bow-b_s222-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-1.177&CDS=1-1167, augustus_masked-bow-b_s347-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s347-processed-gene-0.51&CDS=1-1239	YGR263C
128	OG0000128	augustus_masked-bow-b_s222-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-1.183&CDS=1-2556, augustus_masked-bow-b_s448-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s448-processed-gene-0.21&CDS=1-474	YMR078C
129	OG0000129	augustus_masked-bow-b_s222-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-1.160&CDS=1-1362, snap_masked-bow-b_s407-processed-gene-0.40-mRNA-1_1&gene=snap_masked-bow-b_s407-processed-gene-0.40&CDS=1-1347	YBR028C
130	OG0000130	augustus_masked-bow-b_s222-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-bow-b_s222-processed-gene-1.163&CDS=1-1356, augustus_masked-bow-b_s245-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s245-processed-gene-0.30&CDS=1-1350	YAL040C
131	OG0000131	augustus_masked-bow-b_s223-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-0.24&CDS=1-4197	YCL068C, YCR038C
132	OG0000132	augustus_masked-bow-b_s223-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-0.10&CDS=1-3126, genemark-bow-b_s632-processed-gene-0.11-mRNA-1_1&gene=genemark-bow-b_s632-processed-gene-0.11&CDS=1-777	YER176W
133	OG0000133	maker-bow-b_s223-snap-gene-1.2-mRNA-1_1&gene=maker-bow-b_s223-snap-gene-1.2&CDS=1-1257	YDR348C, YHR097C
134	OG0000134	snap_masked-bow-b_s223-processed-gene-1.27-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-1.27&CDS=1-3384	YML109W, YMR273C
135	OG0000135	augustus_masked-bow-b_s223-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.65&CDS=1-654	YML106W, YMR271C
136	OG0000136	augustus_masked-bow-b_s223-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.80&CDS=1-2127	YER066W, YFL009W
137	OG0000137	augustus_masked-bow-b_s223-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.95&CDS=1-759	YCR010C, YNR002C
138	OG0000138	augustus_masked-bow-b_s223-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.7&CDS=1-3327	YIR033W, YKL020C
139	OG0000139	augustus_masked-bow-b_s223-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.11&CDS=1-2415	YKR089C, YOR081C
140	OG0000140	augustus_masked-bow-b_s223-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.41&CDS=1-1125	YMR253C, YPL264C
141	OG0000141	maker-bow-b_s223-augustus-gene-3.220-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-3.220&CDS=1-948	YEL007W, YHR177W
142	OG0000142	snap_masked-bow-b_s223-processed-gene-3.210-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-3.210&CDS=1-912	YDR368W, YOR120W
143	OG0000143	augustus_masked-bow-b_s226-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.49&CDS=1-1221	YHL003C, YKL008C
144	OG0000144	augustus_masked-bow-b_s227-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.23&CDS=1-3645	YGL133W, YPL216W
145	OG0000145	augustus_masked-bow-b_s273-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s273-processed-gene-0.28&CDS=1-3636, snap_masked-bow-b_s238-processed-gene-0.3-mRNA-1_1&gene=snap_masked-bow-b_s238-processed-gene-0.3&CDS=1-576	YIL002C
146	OG0000146	augustus_masked-bow-b_s238-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.59&CDS=1-747	YDR259C, YOR028C
147	OG0000147	augustus_masked-bow-b_s24-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.35&CDS=1-1272	YDR451C, YML027W
148	OG0000148	maker-bow-b_s24-augustus-gene-0.96-mRNA-1_1&gene=maker-bow-b_s24-augustus-gene-0.96&CDS=1-2316	YDL085W, YMR145C
149	OG0000149	augustus_masked-bow-b_s24-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.68&CDS=1-861, augustus_masked-bow-b_s395-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s395-processed-gene-0.32&CDS=1-861	YIL124W
150	OG0000150	augustus_masked-bow-b_s24-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.57&CDS=1-573	YGL147C, YNL067W
151	OG0000151	snap_masked-bow-b_s244-processed-gene-0.37-mRNA-1_1&gene=snap_masked-bow-b_s244-processed-gene-0.37&CDS=1-426, snap_masked-bow-b_s610-processed-gene-0.80-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-0.80&CDS=1-2805	YGR198W
152	OG0000152	augustus_masked-bow-b_s245-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s245-processed-gene-0.18&CDS=1-336	YDL075W, YLR406C
153	OG0000153	augustus_masked-bow-b_s245-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bow-b_s245-processed-gene-0.7&CDS=1-1017	YCL064C, YIL167W
154	OG0000154	augustus_masked-bow-b_s247-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s247-processed-gene-0.46&CDS=1-1023, augustus_masked-bow-b_s43-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bow-b_s43-processed-gene-0.12&CDS=1-1041	YPR086W
155	OG0000155	augustus_masked-bow-b_s247-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s247-processed-gene-0.41&CDS=1-1197	YHR001W, YKR003W
156	OG0000156	augustus_masked-bow-b_s26-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-0.17&CDS=1-393	YDR447C, YML024W
157	OG0000157	augustus_masked-bow-b_s72-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bow-b_s72-processed-gene-0.0&CDS=1-441, maker-bow-b_s26-snap-gene-1.86-mRNA-1_1&gene=maker-bow-b_s26-snap-gene-1.86&CDS=1-1464	YHR206W
158	OG0000158	augustus_masked-bow-b_s26-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-2.115&CDS=1-600	YIL133C, YNL069C
159	OG0000159	augustus_masked-bow-b_s26-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-2.117&CDS=1-3438	YGR238C, YHR158C
160	OG0000160	augustus_masked-bow-b_s26-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-2.94&CDS=1-1164	YOR390W, YPL279C
161	OG0000161	augustus_masked-bow-b_s26-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-2.134&CDS=1-357, augustus_masked-bow-b_s327-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-1.82&CDS=1-342	YNL322C
162	OG0000162	snap_masked-bow-b_s26-processed-gene-2.209-mRNA-1_1&gene=snap_masked-bow-b_s26-processed-gene-2.209&CDS=1-2184	YDR251W, YPL032C
163	OG0000163	augustus_masked-bow-b_s26-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-2.139&CDS=1-936, augustus_masked-bow-b_s282-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-1.147&CDS=1-966	YKL128C
164	OG0000164	genemark-bow-b_s26-processed-gene-2.76-mRNA-1_1&gene=genemark-bow-b_s26-processed-gene-2.76&CDS=1-3543	YOR227W, YPL137C
165	OG0000165	augustus_masked-bow-b_s26-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-bow-b_s26-processed-gene-2.108&CDS=1-534	YOR226C, YPL135W
166	OG0000166	augustus_masked-bow-b_s272-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-bow-b_s272-processed-gene-0.148&CDS=1-636, augustus_masked-bow-b_s278-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-bow-b_s278-processed-gene-1.124&CDS=1-576	YNR018W
167	OG0000167	maker-bow-b_s272-augustus-gene-0.3-mRNA-1_1&gene=maker-bow-b_s272-augustus-gene-0.3&CDS=1-2862	YDR389W, YOR134W
168	OG0000168	augustus_masked-bow-b_s278-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-bow-b_s278-processed-gene-1.109&CDS=1-1269	YDR300C, YHR033W
169	OG0000169	snap_masked-bow-b_s278-processed-gene-1.37-mRNA-1_1&gene=snap_masked-bow-b_s278-processed-gene-1.37&CDS=1-1938	YLR273C, YOR178C
170	OG0000170	augustus_masked-bow-b_s278-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-bow-b_s278-processed-gene-1.146&CDS=1-4320, augustus_masked-bow-b_s614-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bow-b_s614-processed-gene-0.58&CDS=1-4374	YDR011W
171	OG0000171	augustus_masked-bow-b_s282-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-0.27&CDS=1-267	YGR008C, YLR327C
172	OG0000172	augustus_masked-bow-b_s282-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-0.40&CDS=1-1548	YGR197C, YJR015W
173	OG0000173	augustus_masked-bow-b_s282-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-1.151&CDS=1-1176	YAL015C, YOL043C
174	OG0000174	augustus_masked-bow-b_s282-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-1.125&CDS=1-3612	YAL017W, YOL045W
175	OG0000175	augustus_masked-bow-b_s282-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-1.155&CDS=1-1863	YBR238C, YGL107C
176	OG0000176	genemark-bow-b_s282-processed-gene-1.113-mRNA-1_1&gene=genemark-bow-b_s282-processed-gene-1.113&CDS=1-4224	YER132C, YGL197W
177	OG0000177	augustus_masked-bow-b_s282-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-bow-b_s282-processed-gene-1.167&CDS=1-2433	YOR256C, YPL176C
178	OG0000178	augustus_masked-bow-b_s283-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.30&CDS=1-294	YJR094W-A, YPR043W
179	OG0000179	augustus_masked-bow-b_s283-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.32&CDS=1-3015	YJR091C, YPR042C
180	OG0000180	augustus_masked-bow-b_s283-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s283-processed-gene-0.34&CDS=1-4677, augustus_masked-bow-b_s369-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s369-processed-gene-0.8&CDS=1-4650	YDR135C
181	OG0000181	augustus_masked-bow-b_s291-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.1&CDS=1-3042	YBR049C, YDR026C
182	OG0000182	augustus_masked-bow-b_s291-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bow-b_s291-processed-gene-0.20&CDS=1-1563, augustus_masked-bow-b_s470-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bow-b_s470-processed-gene-0.73&CDS=1-1635	YNL189W
183	OG0000183	augustus_masked-bow-b_s292-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.86&CDS=1-3966	YGR070W, YLR371W
184	OG0000184	augustus_masked-bow-b_s292-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.88&CDS=1-1113	YDL048C, YLR375W
185	OG0000185	augustus_masked-bow-b_s292-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.95&CDS=1-3192	YBL106C, YPR032W
186	OG0000186	augustus_masked-bow-b_s292-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.152&CDS=1-1602	YDL042C, YOL068C
187	OG0000187	augustus_masked-bow-b_s292-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.117&CDS=1-1653	YIR031C, YNL117W
188	OG0000188	augustus_masked-bow-b_s292-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.118&CDS=1-639	YBR014C, YDL010W
189	OG0000189	augustus_masked-bow-b_s292-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-bow-b_s292-processed-gene-1.153&CDS=1-465	YBR048W, YDR025W
190	OG0000190	genemark-bow-b_s298-processed-gene-0.9-mRNA-1_1&gene=genemark-bow-b_s298-processed-gene-0.9&CDS=1-2664	YIL156W, YKR098C
191	OG0000191	augustus_masked-bow-b_s310-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bow-b_s310-processed-gene-0.20&CDS=1-759	YER062C, YIL053W
192	OG0000192	augustus_masked-bow-b_s314-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.74&CDS=1-864, augustus_masked-bow-b_s319-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bow-b_s319-processed-gene-0.20&CDS=1-864	YNL202W
193	OG0000193	augustus_masked-bow-b_s314-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bow-b_s314-processed-gene-0.65&CDS=1-1503	YMR169C, YMR170C
194	OG0000194	snap_masked-bow-b_s316-processed-gene-0.23-mRNA-1_1&gene=snap_masked-bow-b_s316-processed-gene-0.23&CDS=1-249	YDR500C, YLR185W
195	OG0000195	augustus_masked-bow-b_s316-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bow-b_s316-processed-gene-0.1&CDS=1-1599	YDR501W, YLR183C
196	OG0000196	augustus_masked-bow-b_s327-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.42&CDS=1-1791	YGL158W, YLR248W
197	OG0000197	augustus_masked-bow-b_s327-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s327-processed-gene-0.47&CDS=1-2397	YDR069C, YER144C
198	OG0000198	genemark-bow-b_s327-processed-gene-1.109-mRNA-1_1&gene=genemark-bow-b_s327-processed-gene-1.109&CDS=1-2583	YKL132C, YMR113W
