	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
55	OG0000055	YGR177C, YGR212W, YOR377W	augustus_masked-flattened_line_16-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.91&CDS=1-1314, genemark-flattened_line_6-processed-gene-5.21-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.21&CDS=1-1416
56	OG0000056	YGR192C, YJL052W, YJR009C	genemark-flattened_line_16-processed-gene-2.25-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.25&CDS=1-1017, genemark-flattened_line_6-processed-gene-4.143-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.143&CDS=1-1002
57	OG0000057	YGR197C, YJR015W	augustus_masked-flattened_line_12-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.139&CDS=1-1512, genemark-flattened_line_12-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.133&CDS=1-1515, genemark-flattened_line_12-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.20&CDS=1-1713
58	OG0000058	YJL042W, YOR227W, YPL137C	augustus_masked-flattened_line_18-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.44&CDS=1-4626, genemark-flattened_line_0-processed-gene-6.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.66&CDS=1-3285
59	OG0000059	YJL139C, YKR061W, YOR099W	augustus_masked-flattened_line_4-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.157&CDS=1-1257, genemark-flattened_line_26-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.133&CDS=1-1188
60	OG0000060	YJL155C, YOL136C	genemark-flattened_line_16-processed-gene-3.248-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.248&CDS=1-1071, genemark-flattened_line_2-processed-gene-8.208-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.208&CDS=1-1161, genemark-flattened_line_30-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.123&CDS=1-1353
61	OG0000061	YJL212C, YPR194C	genemark-flattened_line_0-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.137&CDS=1-2613, genemark-flattened_line_2-processed-gene-6.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.46&CDS=1-2307, genemark-flattened_line_56-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.39&CDS=1-2700
62	OG0000062	YKL071W	augustus_masked-flattened_line_0-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.19&CDS=1-1272, genemark-flattened_line_14-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.73&CDS=1-762, genemark-flattened_line_38-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.167&CDS=1-750, maker-flattened_line_69-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_69-snap-gene-0.1&CDS=1-1455
63	OG0000063	YLR090W, YNL064C	genemark-flattened_line_18-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.58&CDS=1-1221, genemark-flattened_line_6-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.107&CDS=1-1215, snap_masked-flattened_line_0-processed-gene-5.71-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.71&CDS=1-1812
64	OG0000064	YLR154C-H, YLR156C-A, YLR157C-C, YLR159C-A	maker-flattened_line_4-snap-gene-1.63-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.63&CDS=1-225
65	OG0000065	YLR155C, YLR157C, YLR158C, YLR160C	genemark-flattened_line_20-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.116&CDS=1-1086
66	OG0000066	YLR237W, YOR071C, YOR192C	genemark-flattened_line_28-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.152&CDS=1-1710, snap_masked-flattened_line_32-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.99&CDS=1-1584
67	OG0000067	YLR342W, YMR306W	genemark-flattened_line_14-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.111&CDS=1-5439, maker-flattened_line_0-snap-gene-2.7-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.7&CDS=1-5661, snap_masked-flattened_line_2-processed-gene-7.86-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.86&CDS=1-5679
68	OG0000068	YLR343W, YMR307W	genemark-flattened_line_0-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.113&CDS=1-1671, genemark-flattened_line_2-processed-gene-7.132-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.132&CDS=1-1770, maker-flattened_line_0-snap-gene-2.8-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.8&CDS=1-1641
69	OG0000069	YNL283C, YOL105C, YOR008C	genemark-flattened_line_2-processed-gene-5.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.62&CDS=1-1053, genemark-flattened_line_26-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.156&CDS=1-1131
70	OG0000070	YPL088W	genemark-flattened_line_2-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.136&CDS=1-1077, genemark-flattened_line_8-processed-gene-5.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.59&CDS=1-1062, maker-flattened_line_38-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.1&CDS=1-2769, maker-flattened_line_4-snap-gene-0.52-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.52&CDS=1-2091
71	OG0000071	Q0045, Q0065, Q0070	maker-flattened_line_62-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.10&CDS=1-552, maker-flattened_line_62-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.11&CDS=1-303
72	OG0000072	Q0105, Q0110, Q0115, Q0120	maker-flattened_line_62-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.15&CDS=1-285
73	OG0000073	YAL023C, YGR199W	genemark-flattened_line_14-processed-gene-2.100-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.100&CDS=1-2241, genemark-flattened_line_48-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.35&CDS=1-2256
74	OG0000074	YAL054C, YLR153C	genemark-flattened_line_2-processed-gene-8.211-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.211&CDS=1-2049, genemark-flattened_line_8-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.11&CDS=1-2019
75	OG0000075	YAL060W, YAL061W	genemark-flattened_line_10-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.150&CDS=1-1143, genemark-flattened_line_20-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.18&CDS=1-1392
76	OG0000076	YAR035W, YER024W	genemark-flattened_line_14-processed-gene-4.97-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.97&CDS=1-2334, genemark-flattened_line_8-processed-gene-4.62-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.62&CDS=1-2130
77	OG0000077	YBL002W, YDR224C	genemark-flattened_line_10-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.83&CDS=1-396, genemark-flattened_line_2-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.79&CDS=1-396
78	OG0000078	YBL011W, YKR067W	genemark-flattened_line_0-processed-gene-12.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.132&CDS=1-2004, genemark-flattened_line_2-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.97&CDS=1-2112
79	OG0000079	YBL016W, YGR040W	genemark-flattened_line_12-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.12&CDS=1-1065, genemark-flattened_line_36-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.223&CDS=1-1041
80	OG0000080	YBL032W, YBR233W	genemark-flattened_line_2-processed-gene-8.138-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.138&CDS=1-948, genemark-flattened_line_44-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.42&CDS=1-1209
81	OG0000081	YBL042C, YBR021W, YIR028W	maker-flattened_line_0-snap-gene-1.59-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.59&CDS=1-3447
82	OG0000082	YBL052C, YOR244W	genemark-flattened_line_18-processed-gene-2.64-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.64&CDS=1-2121, genemark-flattened_line_4-processed-gene-1.178-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.178&CDS=1-1344
83	OG0000083	YBL063W, YEL061C	augustus_masked-flattened_line_20-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.164&CDS=1-2781, genemark-flattened_line_2-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.162&CDS=1-3246
84	OG0000084	YBR002C, YMR101C	genemark-flattened_line_0-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.128&CDS=1-813, snap_masked-flattened_line_12-processed-gene-2.187-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.187&CDS=1-912
85	OG0000085	YBR009C, YNL030W	genemark-flattened_line_10-processed-gene-3.100-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.100&CDS=1-309, genemark-flattened_line_16-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.13&CDS=1-309
86	OG0000086	YBR011C, YML103C	genemark-flattened_line_68-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.35&CDS=1-861, maker-flattened_line_0-augustus-gene-12.187-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-12.187&CDS=1-5619
87	OG0000087	YBR019C, YHR210C, YNR071C	genemark-flattened_line_22-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.108&CDS=1-990
88	OG0000088	YBR025C, YHL014C	genemark-flattened_line_12-processed-gene-4.105-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.105&CDS=1-1230, maker-flattened_line_4-augustus-gene-6.114-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.114&CDS=1-2508
89	OG0000089	YBR038W, YNL192W	genemark-flattened_line_4-processed-gene-6.166-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.166&CDS=1-3021, genemark-flattened_line_58-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.52&CDS=1-3078
90	OG0000090	YBR104W, YPR058W	genemark-flattened_line_8-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.45&CDS=1-891, snap_masked-flattened_line_34-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.126&CDS=1-918
91	OG0000091	YBR118W, YPR080W	genemark-flattened_line_0-processed-gene-4.11-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.11&CDS=1-1374, maker-flattened_line_4-snap-gene-2.173-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.173&CDS=1-2202
92	OG0000092	YBR132C	genemark-flattened_line_12-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.54&CDS=1-1782, maker-flattened_line_2-snap-gene-6.146-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-6.146&CDS=1-3330, snap_masked-flattened_line_14-processed-gene-3.6-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.6&CDS=1-1695
93	OG0000093	YBR139W, YMR297W	augustus_masked-flattened_line_8-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.135&CDS=1-2373, genemark-flattened_line_42-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.179&CDS=1-1539
94	OG0000094	YBR181C, YPL090C	genemark-flattened_line_0-processed-gene-11.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.66&CDS=1-714, genemark-flattened_line_28-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.189&CDS=1-717
95	OG0000095	YBR212W, YHR086W	genemark-flattened_line_0-processed-gene-3.71-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.71&CDS=1-1704, genemark-flattened_line_10-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.121&CDS=1-1314
96	OG0000096	YBR263W, YLR058C	genemark-flattened_line_0-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.63&CDS=1-1407, genemark-flattened_line_22-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.97&CDS=1-1476
97	OG0000097	YBR297W, YFL052W, YGR288W, YPR196W	
98	OG0000098	YCL037C, YDR515W	genemark-flattened_line_0-processed-gene-2.146-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.146&CDS=1-1479, genemark-flattened_line_69-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.36&CDS=1-1452
99	OG0000099	YCR023C	genemark-flattened_line_0-processed-gene-10.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.17&CDS=1-1551, genemark-flattened_line_0-processed-gene-11.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.60&CDS=1-1566, genemark-flattened_line_0-processed-gene-6.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.85&CDS=1-1662
100	OG0000100	YCR037C, YNR013C	genemark-flattened_line_16-processed-gene-3.246-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.246&CDS=1-2427, genemark-flattened_line_18-processed-gene-3.246-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.246&CDS=1-2613
101	OG0000101	YCR081W, YGL059W	augustus_masked-flattened_line_42-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.10&CDS=1-5046, genemark-flattened_line_8-processed-gene-5.76-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.76&CDS=1-1353
102	OG0000102	YCR102C, YLR460C, YNL134C	genemark-flattened_line_38-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.155&CDS=1-1095
103	OG0000103	YDL056W, YER110C	augustus_masked-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.97&CDS=1-5448, genemark-flattened_line_0-processed-gene-10.0-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.0&CDS=1-2181
104	OG0000104	YDL066W, YLR174W	genemark-flattened_line_28-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.180&CDS=1-1230, genemark-flattened_line_8-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.47&CDS=1-1320
105	OG0000105	YDL082W, YMR142C	genemark-flattened_line_44-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.24&CDS=1-597, snap_masked-flattened_line_6-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.11&CDS=1-597
106	OG0000106	YDL113C, YDR425W	genemark-flattened_line_10-processed-gene-4.148-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.148&CDS=1-1644, genemark-flattened_line_18-processed-gene-3.241-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.241&CDS=1-1572
107	OG0000107	YDL114W, YLR435W	maker-flattened_line_6-augustus-gene-1.112-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.112&CDS=1-1500, snap_masked-flattened_line_0-processed-gene-9.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.33&CDS=1-924
108	OG0000108	YDL132W, YGR003W	augustus_masked-flattened_line_16-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.31&CDS=1-2259, genemark-flattened_line_0-processed-gene-5.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.54&CDS=1-2310
109	OG0000109	YDL138W, YDL194W	genemark-flattened_line_2-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.73&CDS=1-1626, genemark-flattened_line_24-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.91&CDS=1-2076
110	OG0000110	YDL216C, YFR004W	genemark-flattened_line_14-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.61&CDS=1-1491, genemark-flattened_line_28-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.165&CDS=1-930
111	OG0000111	YDR002W, YLR335W	genemark-flattened_line_0-processed-gene-2.155-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.155&CDS=1-618, genemark-flattened_line_14-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.68&CDS=1-1974
112	OG0000112	YDR037W, YNL073W	genemark-flattened_line_6-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.105&CDS=1-1596, genemark-flattened_line_8-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.24&CDS=1-1767
113	OG0000113	YDR038C, YDR039C, YDR040C	genemark-flattened_line_8-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.66&CDS=1-3159
114	OG0000114	YDR109C, YNL249C	genemark-flattened_line_12-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.66&CDS=1-1554, genemark-flattened_line_12-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.34&CDS=1-2148
115	OG0000115	YDR134C, YLR110C	genemark-flattened_line_2-processed-gene-1.160-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.160&CDS=1-387, genemark-flattened_line_8-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.16&CDS=1-1320
116	OG0000116	YDR135C, YLL015W	genemark-flattened_line_2-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.161&CDS=1-4530, genemark-flattened_line_24-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.57&CDS=1-4416
117	OG0000117	YDR172W, YKR084C	genemark-flattened_line_2-processed-gene-5.89-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.89&CDS=1-2097, genemark-flattened_line_64-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.78&CDS=1-2064
118	OG0000118	YDR178W, YLR164W	genemark-flattened_line_12-processed-gene-4.136-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.136&CDS=1-519, genemark-flattened_line_2-processed-gene-4.156-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.156&CDS=1-513
119	OG0000119	YDR197W, YHR063C	genemark-flattened_line_18-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.122&CDS=1-1071, genemark-flattened_line_32-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.145&CDS=1-1110
120	OG0000120	YDR216W, YML081W	augustus_masked-flattened_line_50-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.121&CDS=1-3078, genemark-flattened_line_0-processed-gene-12.174-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.174&CDS=1-3414
121	OG0000121	YDR243C, YNL112W	genemark-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.94&CDS=1-1632, genemark-flattened_line_8-processed-gene-2.40-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.40&CDS=1-1755
122	OG0000122	YDR313C, YGL023C	genemark-flattened_line_0-processed-gene-12.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.94&CDS=1-1344, genemark-flattened_line_10-processed-gene-3.69-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.69&CDS=1-1065
123	OG0000123	YDR395W, YJR132W	genemark-flattened_line_4-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.164&CDS=1-3060, genemark-flattened_line_6-processed-gene-3.152-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.152&CDS=1-2826
124	OG0000124	YDR398W, YHR196W	genemark-flattened_line_4-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.163&CDS=1-1611, genemark-flattened_line_6-processed-gene-3.151-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.151&CDS=1-1953
125	OG0000125	YDR406W, YOR153W	genemark-flattened_line_26-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.138&CDS=1-4509, genemark-flattened_line_26-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.120&CDS=1-4548
126	OG0000126	YDR444W, YGL144C	genemark-flattened_line_18-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.41&CDS=1-2175, maker-flattened_line_54-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.66&CDS=1-3189
127	OG0000127	YDR463W, YHR006W	genemark-flattened_line_14-processed-gene-4.13-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.13&CDS=1-987, genemark-flattened_line_22-processed-gene-1.184-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.184&CDS=1-1242
