	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_stipitis
61	OG0000061	YHL033C, YLL045C	snap_masked-chr_1.1-processed-gene-9.24-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.24&CDS=1-783, snap_masked-chr_1.2-processed-gene-4.5-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-4.5&CDS=1-783
62	OG0000062	YHR028C, YOR219C	snap_masked-chr_2.1-processed-gene-13.19-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.19&CDS=1-2874, snap_masked-chr_6.1-processed-gene-9.103-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-9.103&CDS=1-2556
63	OG0000063	YHR196W, YLR005W	genemark-chr_2.1-processed-gene-3.61-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-3.61&CDS=1-1602, snap_masked-chr_1.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-0.29&CDS=1-1707
64	OG0000064	YHR203C, YJR145C	augustus_masked-chr_7.1-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-5.55&CDS=1-786, snap_masked-chr_1.1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-7.23&CDS=1-786
65	OG0000065	YIL035C, YOR061W	snap_masked-chr_1.1-processed-gene-13.114-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.114&CDS=1-984, snap_masked-chr_1.2-processed-gene-12.32-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.32&CDS=1-1005
66	OG0000066	YIL120W, YIL121W	genemark-chr_8.1-processed-gene-5.117-mRNA-1_1&gene=genemark-chr_8.1-processed-gene-5.117&CDS=1-1608, snap_masked-chr_2.1-processed-gene-26.11-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.11&CDS=1-1575
67	OG0000067	YJL158C, YJL160C, YKL164C	snap_masked-chr_4.1-processed-gene-12.107-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.107&CDS=1-951
68	OG0000068	YJL172W, YOL153C	snap_masked-chr_1.1-processed-gene-16.39-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.39&CDS=1-1746, snap_masked-chr_1.1-processed-gene-17.98-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.98&CDS=1-1800
69	OG0000069	YJL190C, YLR367W	maker-chr_3.1-snap-gene-6.136-mRNA-1_1&gene=maker-chr_3.1-snap-gene-6.136&CDS=1-390, snap_masked-chr_2.1-processed-gene-25.19-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-25.19&CDS=1-390
70	OG0000070	YJR117W	augustus_masked-chr_7.1-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-4.113&CDS=1-1356, augustus_masked-chr_7.1-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-5.53&CDS=1-1356, snap_masked-chr_4.1-processed-gene-1.15-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-1.15&CDS=1-1356
71	OG0000071	YJR152W	snap_masked-chr_1.1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-2.13&CDS=1-1617, snap_masked-chr_2.1-processed-gene-10.75-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-10.75&CDS=1-1593, snap_masked-chr_6.1-processed-gene-5.29-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.29&CDS=1-1626
72	OG0000072	YLL062C, YMR321C, YPL273W	snap_masked-chr_2.1-processed-gene-24.122-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.122&CDS=1-1011
73	OG0000073	YLR031W, YMR124W	augustus_masked-chr_1.1-processed-gene-20.123-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-20.123&CDS=1-555, snap_masked-chr_5.1-processed-gene-12.118-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.118&CDS=1-3906
74	OG0000074	YLR181C	snap_masked-chr_1.2-processed-gene-6.79-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.79&CDS=1-381, snap_masked-chr_1.2-processed-gene-6.80-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.80&CDS=1-360, snap_masked-chr_1.2-processed-gene-7.99-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-7.99&CDS=1-1371
75	OG0000075	YLR237W, YOR071C, YOR192C	snap_masked-chr_2.1-processed-gene-3.94-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.94&CDS=1-1665
76	OG0000076	YLR264W, YOR167C	genemark-chr_5.1-processed-gene-14.26-mRNA-1_1&gene=genemark-chr_5.1-processed-gene-14.26&CDS=1-219, snap_masked-chr_2.1-processed-gene-26.54-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.54&CDS=1-201
77	OG0000077	YML111W, YMR275C, YNR069C	snap_masked-chr_1.1-processed-gene-14.97-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.97&CDS=1-2988
78	OG0000078	YMR006C, YMR008C, YOL011W	snap_masked-chr_3.1-processed-gene-12.99-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.99&CDS=1-1923
79	OG0000079	YMR073C, YNL111C	genemark-chr_4.1-processed-gene-16.14-mRNA-1_1&gene=genemark-chr_4.1-processed-gene-16.14&CDS=1-501, snap_masked-chr_3.1-processed-gene-15.3-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-15.3&CDS=1-372
80	OG0000080	YMR183C, YPL232W	augustus_masked-chr_4.1-processed-gene-12.73-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-12.73&CDS=1-882, snap_masked-chr_1.2-processed-gene-6.89-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.89&CDS=1-840
81	OG0000081	YMR303C, YOL086C	augustus_masked-chr_2.1-processed-gene-24.47-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-24.47&CDS=1-1044, snap_masked-chr_2.1-processed-gene-7.44-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-7.44&CDS=1-1044
82	OG0000082	YOL055C, YPL258C, YPR121W	snap_masked-chr_2.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.35&CDS=1-1749
83	OG0000083	YOR057W	augustus_masked-chr_4.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-0.16&CDS=1-1488, augustus_masked-chr_4.1-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-13.14&CDS=1-2526, maker-chr_4.1-snap-gene-3.48-mRNA-1_1&gene=maker-chr_4.1-snap-gene-3.48&CDS=1-3039
84	OG0000084	YPL092W	maker-chr_3.1-augustus-gene-12.113-mRNA-1_1&gene=maker-chr_3.1-augustus-gene-12.113&CDS=1-2742, snap_masked-chr_3.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-1.11&CDS=1-1245, snap_masked-chr_3.1-processed-gene-12.105-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.105&CDS=1-1242
85	OG0000085	YAL005C, YLL024C	maker-chr_6.1-snap-gene-6.7-mRNA-1_1&gene=maker-chr_6.1-snap-gene-6.7&CDS=1-2691
86	OG0000086	YAL015C, YOL043C	snap_masked-chr_2.1-processed-gene-23.14-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-23.14&CDS=1-1146
87	OG0000087	YAL017W, YOL045W	snap_masked-chr_2.1-processed-gene-21.88-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-21.88&CDS=1-3882
88	OG0000088	YAL034C, YOR338W	snap_masked-chr_4.1-processed-gene-13.104-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-13.104&CDS=1-996
89	OG0000089	YAL056W, YOR371C	snap_masked-chr_1.1-processed-gene-18.8-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-18.8&CDS=1-3207
90	OG0000090	YAL062W, YOR375C	snap_masked-chr_3.1-processed-gene-14.7-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-14.7&CDS=1-1365
91	OG0000091	YAR002C-A, YGL002W	snap_masked-chr_2.1-processed-gene-12.65-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-12.65&CDS=1-738
92	OG0000092	YAR042W, YDL019C	maker-chr_2.1-augustus-gene-18.125-mRNA-1_1&gene=maker-chr_2.1-augustus-gene-18.125&CDS=1-5304
93	OG0000093	YBL003C, YDR225W	snap_masked-chr_8.1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-3.24&CDS=1-393
94	OG0000094	YBL027W, YBR084C-A	augustus_masked-chr_1.2-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-5.90&CDS=1-576
95	OG0000095	YBL056W, YER089C	snap_masked-chr_8.1-processed-gene-7.111-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.111&CDS=1-1500
96	OG0000096	YBL067C, YER098W	snap_masked-chr_2.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-0.30&CDS=1-1968
97	OG0000097	YBL068W, YER099C	snap_masked-chr_1.1-processed-gene-14.89-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.89&CDS=1-969
98	OG0000098	YBL072C, YER102W	snap_masked-chr_4.1-processed-gene-3.40-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-3.40&CDS=1-606
99	OG0000099	YBL087C, YER117W	snap_masked-chr_4.1-processed-gene-4.38-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.38&CDS=1-411
100	OG0000100	YBL089W, YER119C	snap_masked-chr_4.1-processed-gene-5.108-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-5.108&CDS=1-1416
101	OG0000101	YBL101C, YPR030W	snap_masked-chr_2.1-processed-gene-18.109-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.109&CDS=1-3864
102	OG0000102	YBL106C, YPR032W	snap_masked-chr_5.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.30&CDS=1-3225
103	OG0000103	YBR001C, YDR001C	snap_masked-chr_1.2-processed-gene-0.1-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-0.1&CDS=1-2433
104	OG0000104	YBR014C, YDL010W	augustus_masked-chr_3.1-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-4.45&CDS=1-615
105	OG0000105	YBR015C, YJL186W	augustus_masked-chr_8.1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-4.62&CDS=1-2016
106	OG0000106	YBR020W, YDR009W	snap_masked-chr_3.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.25&CDS=1-1572
107	OG0000107	YBR031W, YDR012W	augustus_masked-chr_1.1-processed-gene-19.52-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-19.52&CDS=1-1089
108	OG0000108	YBR033W, YKL038W	genemark-chr_1.1-processed-gene-16.41-mRNA-1_1&gene=genemark-chr_1.1-processed-gene-16.41&CDS=1-3465
109	OG0000109	YBR048W, YDR025W	augustus_masked-chr_3.1-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-4.42&CDS=1-465
110	OG0000110	YBR085W	snap_masked-chr_4.1-processed-gene-16.86-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.86&CDS=1-894, snap_masked-chr_7.1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-8.76&CDS=1-900
111	OG0000111	YBR089C-A, YPR052C	snap_masked-chr_1.1-processed-gene-14.94-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.94&CDS=1-276
112	OG0000112	YBR104W, YPR058W	snap_masked-chr_6.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.17&CDS=1-900
113	OG0000113	YBR105C, YGR066C	augustus_masked-chr_2.1-processed-gene-21.44-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-21.44&CDS=1-1134
114	OG0000114	YBR140C, YOL081W	snap_masked-chr_1.2-processed-gene-9.79-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.79&CDS=1-8091
115	OG0000115	YBR147W, YOL092W	snap_masked-chr_2.1-processed-gene-19.25-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-19.25&CDS=1-1038
116	OG0000116	YBR161W, YPL057C	snap_masked-chr_4.1-processed-gene-11.33-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-11.33&CDS=1-1299
117	OG0000117	YBR172C, YPL105C	maker-chr_1.1-snap-gene-2.4-mRNA-1_1&gene=maker-chr_1.1-snap-gene-2.4&CDS=1-2502
118	OG0000118	YBR177C, YPL095C	snap_masked-chr_6.1-processed-gene-7.113-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-7.113&CDS=1-1281
119	OG0000119	YBR181C, YPL090C	genemark-chr_1.1-processed-gene-15.45-mRNA-1_1&gene=genemark-chr_1.1-processed-gene-15.45&CDS=1-2409
120	OG0000120	YBR183W, YPL087W	augustus_masked-chr_7.1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-10.12&CDS=1-897
121	OG0000121	YBR189W, YPL081W	maker-chr_3.1-snap-gene-9.127-mRNA-1_1&gene=maker-chr_3.1-snap-gene-9.127&CDS=1-1008
122	OG0000122	YBR191W, YPL079W	snap_masked-chr_5.1-processed-gene-10.125-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.125&CDS=1-480
123	OG0000123	YBR205W, YOR099W	maker-chr_2.1-snap-gene-10.65-mRNA-1_1&gene=maker-chr_2.1-snap-gene-10.65&CDS=1-2475
124	OG0000124	YBR214W, YGL056C	snap_masked-chr_2.1-processed-gene-24.102-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.102&CDS=1-1590
125	OG0000125	YBR216C, YGL060W	snap_masked-chr_1.2-processed-gene-10.75-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-10.75&CDS=1-2253
126	OG0000126	YBR238C, YGL107C	snap_masked-chr_2.1-processed-gene-21.102-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-21.102&CDS=1-1887
127	OG0000127	YBR242W, YGL101W	genemark-chr_3.1-processed-gene-1.54-mRNA-1_1&gene=genemark-chr_3.1-processed-gene-1.54&CDS=1-729
128	OG0000128	YBR273C, YJL048C	snap_masked-chr_3.1-processed-gene-5.106-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-5.106&CDS=1-1698
129	OG0000129	YBR278W, YJL065C	snap_masked-chr_3.1-processed-gene-6.100-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.100&CDS=1-852
130	OG0000130	YBR294W, YLR092W	snap_masked-chr_1.1-processed-gene-16.11-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.11&CDS=1-2472
131	OG0000131	YCL011C, YNL004W	snap_masked-chr_8.1-processed-gene-8.17-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.17&CDS=1-1584
132	OG0000132	YCL024W, YDR507C	snap_masked-chr_2.1-processed-gene-7.8-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-7.8&CDS=1-3924
133	OG0000133	YCL025C, YDR508C	snap_masked-chr_5.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.9&CDS=1-1704
134	OG0000134	YCL035C, YDR513W	snap_masked-chr_1.1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.87&CDS=1-312
135	OG0000135	YCL037C, YDR515W	snap_masked-chr_3.1-processed-gene-17.144-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.144&CDS=1-1497
136	OG0000136	YCL040W, YDR516C	augustus_masked-chr_7.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-3.77&CDS=1-2778
137	OG0000137	YCL050C, YDR530C	snap_masked-chr_6.1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-8.98&CDS=1-951
138	OG0000138	YCL068C, YCR038C	snap_masked-chr_2.1-processed-gene-14.91-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-14.91&CDS=1-4749
139	OG0000139	YCR010C, YNR002C	snap_masked-chr_4.1-processed-gene-7.85-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-7.85&CDS=1-774
140	OG0000140	YCR026C, YEL016C	snap_masked-chr_3.1-processed-gene-14.6-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-14.6&CDS=1-2127
141	OG0000141	YCR031C, YJL191W	snap_masked-chr_2.1-processed-gene-25.20-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-25.20&CDS=1-408
142	OG0000142	YCR037C, YJL198W	snap_masked-chr_1.1-processed-gene-10.8-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-10.8&CDS=1-2949
143	OG0000143	YCR067C, YNR026C	snap_masked-chr_5.1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.3&CDS=1-3042
144	OG0000144	YCR073C, YNR031C	snap_masked-chr_1.1-processed-gene-3.83-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-3.83&CDS=1-4758
145	OG0000145	YCR073W-A, YNR034W	snap_masked-chr_5.1-processed-gene-13.78-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.78&CDS=1-1011
146	OG0000146	YCR091W, YNR047W	snap_masked-chr_4.1-processed-gene-12.91-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.91&CDS=1-2679
147	OG0000147	YCR105W, YMR318C	augustus_masked-chr_4.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-0.12&CDS=1-1071
148	OG0000148	YDL022W, YOL059W	snap_masked-chr_4.1-processed-gene-14.94-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.94&CDS=1-1173
149	OG0000149	YDL042C, YOL068C	snap_masked-chr_1.2-processed-gene-7.104-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-7.104&CDS=1-1950
150	OG0000150	YDL048C, YLR375W	snap_masked-chr_2.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.23&CDS=1-1089
151	OG0000151	YDL049C, YJL174W	snap_masked-chr_2.1-processed-gene-18.99-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.99&CDS=1-834
152	OG0000152	YDL061C, YLR388W	genemark-chr_3.1-processed-gene-16.46-mRNA-1_1&gene=genemark-chr_3.1-processed-gene-16.46&CDS=1-177
153	OG0000153	YDL075W, YLR406C	snap_masked-chr_4.1-processed-gene-17.4-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-17.4&CDS=1-339
154	OG0000154	YDL078C	snap_masked-chr_1.2-processed-gene-0.22-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-0.22&CDS=1-1011, snap_masked-chr_5.1-processed-gene-13.84-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.84&CDS=1-1038
155	OG0000155	YDL082W, YMR142C	snap_masked-chr_6.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-4.10&CDS=1-606
156	OG0000156	YDL083C, YMR143W	snap_masked-chr_6.1-processed-gene-4.8-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-4.8&CDS=1-426
157	OG0000157	YDL109C, YGL144C	snap_masked-chr_2.1-processed-gene-8.73-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-8.73&CDS=1-2433
158	OG0000158	YDL127W, YDL179W	augustus_masked-chr_2.1-processed-gene-24.77-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-24.77&CDS=1-996
159	OG0000159	YDL136W, YDL191W	augustus_masked-chr_8.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-1.2&CDS=1-360
160	OG0000160	YDL138W, YDL194W	snap_masked-chr_8.1-processed-gene-8.35-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.35&CDS=1-1584
161	OG0000161	YDL161W, YLR206W	snap_masked-chr_2.1-processed-gene-3.69-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-3.69&CDS=1-1497
162	OG0000162	YDL175C, YIL079C	snap_masked-chr_2.1-processed-gene-18.88-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-18.88&CDS=1-1353
163	OG0000163	YDL224C, YNL197C	augustus_masked-chr_5.1-processed-gene-14.67-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-14.67&CDS=1-2196
164	OG0000164	YDL229W, YNL209W	genemark-chr_7.1-processed-gene-4.69-mRNA-1_1&gene=genemark-chr_7.1-processed-gene-4.69&CDS=1-1839
165	OG0000165	YDL246C, YJR159W	snap_masked-chr_1.2-processed-gene-12.19-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.19&CDS=1-1089
166	OG0000166	YDR034C	augustus_masked-chr_3.1-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-10.50&CDS=1-2844, augustus_masked-chr_3.1-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-10.51&CDS=1-2061
167	OG0000167	YDR066C, YER139C	augustus_masked-chr_5.1-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-2.53&CDS=1-819
168	OG0000168	YDR069C, YER144C	snap_masked-chr_6.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-0.106&CDS=1-2688
169	OG0000169	YDR098C, YER174C	snap_masked-chr_1.1-processed-gene-16.27-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.27&CDS=1-732
170	OG0000170	YDR099W, YER177W	snap_masked-chr_6.1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.31&CDS=1-780
171	OG0000171	YDR107C, YLR083C	snap_masked-chr_1.1-processed-gene-16.5-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.5&CDS=1-1908
172	OG0000172	YDR122W, YLR096W	snap_masked-chr_3.1-processed-gene-11.102-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-11.102&CDS=1-4047
173	OG0000173	YDR131C, YJL149W	snap_masked-chr_1.2-processed-gene-4.10-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-4.10&CDS=1-1626
174	OG0000174	YDR132C, YLR108C	snap_masked-chr_1.1-processed-gene-15.115-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.115&CDS=1-1380
175	OG0000175	YDR146C, YLR131C	snap_masked-chr_7.1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-3.35&CDS=1-2202
176	OG0000176	YDR151C, YLR136C	snap_masked-chr_6.1-processed-gene-16.98-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-16.98&CDS=1-1176
177	OG0000177	YDR178W, YLR164W	snap_masked-chr_2.1-processed-gene-26.47-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.47&CDS=1-507
178	OG0000178	YDR185C, YLR168C	snap_masked-chr_7.1-processed-gene-10.126-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-10.126&CDS=1-642
179	OG0000179	YDR200C, YLR238W	augustus_masked-chr_6.1-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-7.49&CDS=1-2229
180	OG0000180	YDR206W, YLR233C	snap_masked-chr_2.1-processed-gene-26.29-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.29&CDS=1-2871
181	OG0000181	YDR213W, YLR228C	snap_masked-chr_2.1-processed-gene-24.109-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.109&CDS=1-2052
182	OG0000182	YDR216W	snap_masked-chr_1.1-processed-gene-16.15-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.15&CDS=1-4050, snap_masked-chr_8.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-1.68&CDS=1-672
183	OG0000183	YDR223W, YLR223C	snap_masked-chr_5.1-processed-gene-9.93-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-9.93&CDS=1-2712
184	OG0000184	YDR242W	snap_masked-chr_4.1-processed-gene-4.24-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.24&CDS=1-1644, snap_masked-chr_6.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-0.74&CDS=1-1623
185	OG0000185	YDR247W, YPL026C	augustus_masked-chr_3.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-4.63&CDS=1-1491
186	OG0000186	YDR251W, YPL032C	snap_masked-chr_1.2-processed-gene-7.73-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-7.73&CDS=1-2700
187	OG0000187	YDR252W, YPL037C	snap_masked-chr_1.2-processed-gene-7.95-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-7.95&CDS=1-462
188	OG0000188	YDR253C, YPL038W	snap_masked-chr_4.1-processed-gene-14.95-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.95&CDS=1-1539
189	OG0000189	YDR259C, YOR028C	snap_masked-chr_2.1-processed-gene-4.8-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.8&CDS=1-687
190	OG0000190	YDR263C, YOR033C	maker-chr_7.1-augustus-gene-6.46-mRNA-1_1&gene=maker-chr_7.1-augustus-gene-6.46&CDS=1-3495
191	OG0000191	YDR264C, YOR034C	snap_masked-chr_1.2-processed-gene-8.29-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-8.29&CDS=1-2487
192	OG0000192	YDR272W, YOR040W	snap_masked-chr_4.1-processed-gene-13.102-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-13.102&CDS=1-765
193	OG0000193	YDR300C, YHR033W	snap_masked-chr_1.2-processed-gene-12.27-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.27&CDS=1-1341
194	OG0000194	YDR312W, YHR066W	snap_masked-chr_3.1-processed-gene-12.100-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.100&CDS=1-1278
195	OG0000195	YDR326C, YHR080C	snap_masked-chr_6.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-2.0&CDS=1-3132
196	OG0000196	YDR348C, YHR097C	maker-chr_1.2-snap-gene-2.36-mRNA-1_1&gene=maker-chr_1.2-snap-gene-2.36&CDS=1-1662
197	OG0000197	YDR351W, YHR103W	snap_masked-chr_1.1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-2.40&CDS=1-3084
198	OG0000198	YDR379W, YOR127W	snap_masked-chr_1.1-processed-gene-14.105-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.105&CDS=1-3573
199	OG0000199	YDR385W, YOR133W	snap_masked-chr_2.1-processed-gene-5.4-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.4&CDS=1-2526
200	OG0000200	YDR389W, YOR134W	snap_masked-chr_8.1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.40&CDS=1-1932
