	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034613_Saturnispora_serradocipensis
56	OG0000056	YDR242W	genemark-flattened_line_24-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.47&CDS=1-1680, genemark-flattened_line_50-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.161&CDS=1-1710, genemark-flattened_line_78-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.88&CDS=1-1671
57	OG0000057	YDR368W, YOR120W	augustus_masked-flattened_line_10-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.83&CDS=1-1815, genemark-flattened_line_100-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.2&CDS=1-918
58	OG0000058	YEL063C, YNL270C	augustus_masked-flattened_line_2-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.104&CDS=1-3345, genemark-flattened_line_4-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.124&CDS=1-1713
59	OG0000059	YER047C, YPR173C	augustus_masked-flattened_line_2-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.94&CDS=1-1320, genemark-flattened_line_12-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.106&CDS=1-1980
60	OG0000060	YER054C, YIL045W	genemark-flattened_line_114-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.1&CDS=1-1680, genemark-flattened_line_34-processed-gene-0.194-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.194&CDS=1-2238
61	OG0000061	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_0-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.2&CDS=1-3162
62	OG0000062	YER133W, YML016C	genemark-flattened_line_22-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.37&CDS=1-1878, genemark-flattened_line_22-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.54&CDS=1-957
63	OG0000063	YER165W, YGR250C	genemark-flattened_line_0-processed-gene-2.163-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.163&CDS=1-1851, genemark-flattened_line_30-processed-gene-0.241-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.241&CDS=1-1842
64	OG0000064	YER187W	augustus_masked-flattened_line_62-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.15&CDS=1-942, snap_masked-flattened_line_60-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.44&CDS=1-789, snap_masked-flattened_line_80-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.14&CDS=1-759
65	OG0000065	YFL039C, YHR128W	maker-flattened_line_6-augustus-gene-1.95-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.95&CDS=1-1746, maker-flattened_line_8-augustus-gene-0.41-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.41&CDS=1-1128
66	OG0000066	YFR031C-A, YIL018W	augustus_masked-flattened_line_110-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.34&CDS=1-768, augustus_masked-flattened_line_6-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.121&CDS=1-768
67	OG0000067	YGL008C, YPL036W	augustus_masked-flattened_line_177-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_177-processed-gene-0.12&CDS=1-1086, snap_masked-flattened_line_44-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.62&CDS=1-1086
68	OG0000068	YGL161C, YGR095C	genemark-flattened_line_0-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.16&CDS=1-1275, snap_masked-flattened_line_128-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.16&CDS=1-642
69	OG0000069	YGL247W, YHR036W	augustus_masked-flattened_line_8-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.136&CDS=1-975, genemark-flattened_line_24-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.55&CDS=1-1026
70	OG0000070	YGR052W, YHR082C	augustus_masked-flattened_line_52-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.66&CDS=1-1494, genemark-flattened_line_10-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.34&CDS=1-2445
71	OG0000071	YGR087C, YLR044C, YLR134W	genemark-flattened_line_64-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.90&CDS=1-1728
72	OG0000072	YGR165W, YKL048C	augustus_masked-flattened_line_30-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.125&CDS=1-1116, genemark-flattened_line_10-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.92&CDS=1-4218
73	OG0000073	YGR240C, YMR205C	genemark-flattened_line_54-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.39&CDS=1-2862, genemark-flattened_line_90-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.21&CDS=1-2943
74	OG0000074	YGR281W	augustus_masked-flattened_line_2-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.106&CDS=1-4200, genemark-flattened_line_138-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.15&CDS=1-4182, genemark-flattened_line_8-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.45&CDS=1-4236
75	OG0000075	YHL007C, YNL298W	genemark-flattened_line_6-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.87&CDS=1-3552, genemark-flattened_line_66-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.111&CDS=1-2142
76	OG0000076	YHL019C, YPL259C	genemark-flattened_line_20-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.134&CDS=1-1599, genemark-flattened_line_22-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.95&CDS=1-1374
77	OG0000077	YHL033C, YLL045C	augustus_masked-flattened_line_94-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.48&CDS=1-885, genemark-flattened_line_6-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.33&CDS=1-789
78	OG0000078	YHR028C, YOR219C	genemark-flattened_line_0-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.13&CDS=1-2817, genemark-flattened_line_24-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.68&CDS=1-2526
79	OG0000079	YHR031C, YML061C	augustus_masked-flattened_line_26-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.128&CDS=1-2439, genemark-flattened_line_38-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.7&CDS=1-1797
80	OG0000080	YHR206W, YOR140W	genemark-flattened_line_116-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.5&CDS=1-1713, genemark-flattened_line_22-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.49&CDS=1-1533
81	OG0000081	YJL061W, YJL090C	genemark-flattened_line_2-processed-gene-6.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.116&CDS=1-3786, snap_masked-flattened_line_2-processed-gene-3.48-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.48&CDS=1-1833
82	OG0000082	YJL065C, YOR358W	genemark-flattened_line_0-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.129&CDS=1-468, genemark-flattened_line_197-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_197-processed-gene-0.7&CDS=1-405
83	OG0000083	YJL095W, YLR362W	augustus_masked-flattened_line_0-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.90&CDS=1-3657, genemark-flattened_line_110-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.10&CDS=1-2121
84	OG0000084	YJR059W, YKL198C	genemark-flattened_line_28-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.22&CDS=1-2058, genemark-flattened_line_4-processed-gene-3.228-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.228&CDS=1-2067
85	OG0000085	YJR075W	genemark-flattened_line_0-processed-gene-5.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.16&CDS=1-1260, genemark-flattened_line_38-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.22&CDS=1-1218, snap_masked-flattened_line_18-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.149&CDS=1-1233
86	OG0000086	YKL222C, YLR266C, YOR162C, YOR172W	
87	OG0000087	YKR039W	augustus_masked-flattened_line_0-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.126&CDS=1-4224, genemark-flattened_line_2-processed-gene-7.34-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.34&CDS=1-1782, genemark-flattened_line_96-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.51&CDS=1-1767
88	OG0000088	YLL057C	genemark-flattened_line_132-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.0&CDS=1-1305, genemark-flattened_line_147-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_147-processed-gene-0.8&CDS=1-1311, genemark-flattened_line_183-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_183-processed-gene-0.7&CDS=1-1302
89	OG0000089	YLR090W, YNL064C	genemark-flattened_line_22-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.24&CDS=1-1215, genemark-flattened_line_42-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.7&CDS=1-1314
90	OG0000090	YLR188W, YPL270W	genemark-flattened_line_24-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.91&CDS=1-2211, maker-flattened_line_60-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.1&CDS=1-2394
91	OG0000091	YLR433C, YML057W	genemark-flattened_line_0-processed-gene-4.108-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.108&CDS=1-1689, genemark-flattened_line_0-processed-gene-4.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.138&CDS=1-1599
92	OG0000092	YML116W, YMR279C, YOR378W	augustus_masked-flattened_line_72-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.77&CDS=1-1632
93	OG0000093	YMR006C, YMR008C, YOL011W	genemark-flattened_line_0-processed-gene-5.52-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.52&CDS=1-1992
94	OG0000094	YMR169C, YMR170C	genemark-flattened_line_48-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.21&CDS=1-1482, genemark-flattened_line_50-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.130&CDS=1-1491
95	OG0000095	YMR238W	augustus_masked-flattened_line_331-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_331-processed-gene-0.0&CDS=1-1353, genemark-flattened_line_197-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_197-processed-gene-0.11&CDS=1-1353, genemark-flattened_line_333-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_333-processed-gene-0.0&CDS=1-1353
96	OG0000096	YMR253C, YPL264C	genemark-flattened_line_68-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.85&CDS=1-1239, genemark-flattened_line_80-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.90&CDS=1-1242
97	OG0000097	YMR266W, YOL084W	genemark-flattened_line_10-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.110&CDS=1-2700, genemark-flattened_line_10-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.147&CDS=1-2517
98	OG0000098	YNL123W	genemark-flattened_line_26-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.75&CDS=1-2970, genemark-flattened_line_6-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.32&CDS=1-2856, genemark-flattened_line_82-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.15&CDS=1-2865
99	OG0000099	YNR069C	augustus_masked-flattened_line_247-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.1&CDS=1-918, augustus_masked-flattened_line_369-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_369-processed-gene-0.1&CDS=1-1311, augustus_masked-flattened_line_80-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.50&CDS=1-918
100	OG0000100	YOR367W, YPL242C	augustus_masked-flattened_line_40-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.145&CDS=1-5280, genemark-flattened_line_42-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.54&CDS=1-597
101	OG0000101	Q0045, Q0065, Q0070	maker-flattened_line_92-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.4&CDS=1-285
102	OG0000102	YAL015C, YOL043C	genemark-flattened_line_2-processed-gene-6.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.149&CDS=1-1080
103	OG0000103	YAL017W, YOL045W	genemark-flattened_line_0-processed-gene-8.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.124&CDS=1-3114
104	OG0000104	YAL030W, YOR327C	genemark-flattened_line_8-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.32&CDS=1-378
105	OG0000105	YAL034C, YOR338W	genemark-flattened_line_2-processed-gene-8.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.94&CDS=1-1257
106	OG0000106	YAL056W, YOR371C	augustus_masked-flattened_line_10-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.106&CDS=1-2826
107	OG0000107	YAL060W, YAL061W	maker-flattened_line_0-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.6&CDS=1-3456
108	OG0000108	YAL062W, YOR375C	augustus_masked-flattened_line_106-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.60&CDS=1-2625
109	OG0000109	YAR042W, YDL019C	maker-flattened_line_0-snap-gene-5.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.2&CDS=1-4008
110	OG0000110	YBL002W, YDR224C	genemark-flattened_line_46-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.148&CDS=1-381
111	OG0000111	YBL003C, YDR225W	genemark-flattened_line_46-processed-gene-0.182-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.182&CDS=1-393
112	OG0000112	YBL009W, YGL021W	snap_masked-flattened_line_42-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.124&CDS=1-2295
113	OG0000113	YBL027W, YBR084C-A	snap_masked-flattened_line_48-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.112&CDS=1-567
114	OG0000114	YBL036C	genemark-flattened_line_2-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.109&CDS=1-726, genemark-flattened_line_30-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.173&CDS=1-756
115	OG0000115	YBL039C, YJR103W	maker-flattened_line_2-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.133&CDS=1-3918
116	OG0000116	YBL068W, YER099C	augustus_masked-flattened_line_16-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.226&CDS=1-1002
117	OG0000117	YBL072C, YER102W	genemark-flattened_line_16-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.32&CDS=1-591
118	OG0000118	YBL087C, YER117W	augustus_masked-flattened_line_2-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.16&CDS=1-411
119	OG0000119	YBL089W, YER119C	genemark-flattened_line_0-processed-gene-9.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.34&CDS=1-1362
120	OG0000120	YBL091C-A, YER120W	genemark-flattened_line_8-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.22&CDS=1-684
121	OG0000121	YBL101C, YPR030W	genemark-flattened_line_2-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.43&CDS=1-3231
122	OG0000122	YBL106C, YPR032W	augustus_masked-flattened_line_22-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.103&CDS=1-4836
123	OG0000123	YBR001C, YDR001C	genemark-flattened_line_16-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.45&CDS=1-2400
124	OG0000124	YBR009C, YNL030W	genemark-flattened_line_50-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.163&CDS=1-309
125	OG0000125	YBR010W, YNL031C	genemark-flattened_line_50-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.132&CDS=1-405
126	OG0000126	YBR028C	augustus_masked-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.127&CDS=1-2298, genemark-flattened_line_2-processed-gene-8.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.116&CDS=1-1266
127	OG0000127	YBR031W, YDR012W	genemark-flattened_line_50-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.127&CDS=1-1056
128	OG0000128	YBR033W, YKL038W	genemark-flattened_line_8-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.22&CDS=1-2481
129	OG0000129	YBR042C, YDR018C	genemark-flattened_line_18-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.53&CDS=1-963
130	OG0000130	YBR048W, YDR025W	genemark-flattened_line_40-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.9&CDS=1-465
131	OG0000131	YBR078W, YDR055W	genemark-flattened_line_20-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.37&CDS=1-1323
132	OG0000132	YBR084W, YGR204W	augustus_masked-flattened_line_32-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.176&CDS=1-1974
133	OG0000133	YBR089C-A, YPR052C	genemark-flattened_line_8-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.10&CDS=1-330
134	OG0000134	YBR104W, YPR058W	genemark-flattened_line_126-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.3&CDS=1-912
135	OG0000135	YBR140C, YOL081W	genemark-flattened_line_54-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.6&CDS=1-8559
136	OG0000136	YBR147W, YOL092W	genemark-flattened_line_6-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.116&CDS=1-951
137	OG0000137	YBR150C, YOL089C	genemark-flattened_line_0-processed-gene-3.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.27&CDS=1-2613
138	OG0000138	YBR161W, YPL057C	genemark-flattened_line_46-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.213&CDS=1-1125
139	OG0000139	YBR172C, YPL105C	genemark-flattened_line_90-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.17&CDS=1-2373
140	OG0000140	YBR181C, YPL090C	augustus_masked-flattened_line_2-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.40&CDS=1-708
141	OG0000141	YBR182C, YPL089C	genemark-flattened_line_2-processed-gene-8.138-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.138&CDS=1-1749
142	OG0000142	YBR183W, YPL087W	genemark-flattened_line_36-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.25&CDS=1-840
143	OG0000143	YBR187W	genemark-flattened_line_20-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.157&CDS=1-960, genemark-flattened_line_74-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.28&CDS=1-852
144	OG0000144	YBR189W, YPL081W	genemark-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.10&CDS=1-579
145	OG0000145	YBR191W, YPL079W	augustus_masked-flattened_line_26-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.106&CDS=1-471
