	OrthologID	Saccharomyces_cerevisiae	Torulaspora_delbrueckii
76	OG0000076	YHR028C, YOR219C	snap_masked-scaffold_1-processed-gene-10.41-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.41&CDS=1-2547, snap_masked-scaffold_5-processed-gene-6.129-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.129&CDS=1-2496
77	OG0000077	YHR050W, YLR034C	snap_masked-scaffold_1-processed-gene-3.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.71&CDS=1-1398, snap_masked-scaffold_5-processed-gene-6.121-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.121&CDS=1-1542
78	OG0000078	YHR179W, YPL171C	snap_masked-scaffold_5-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.9&CDS=1-1206, snap_masked-scaffold_7-processed-gene-1.86-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.86&CDS=1-1194
79	OG0000079	YHR216W, YLR432W, YML056C	snap_masked-scaffold_4-processed-gene-2.40-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.40&CDS=1-1563
80	OG0000080	YIL039W, YPL074W	genemark-scaffold_2-processed-gene-5.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.22&CDS=1-2241, genemark-scaffold_8-processed-gene-4.130-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.130&CDS=1-4035
81	OG0000081	YIL126W, YOR290C	snap_masked-scaffold_2-processed-gene-6.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.66&CDS=1-4563, snap_masked-scaffold_3-processed-gene-8.14-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.14&CDS=1-3939
82	OG0000082	YIL130W, YJL206C	snap_masked-scaffold_3-processed-gene-10.81-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.81&CDS=1-1785, snap_masked-scaffold_3-processed-gene-8.10-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.10&CDS=1-2556
83	OG0000083	YIL159W, YNL271C	maker-scaffold_6-snap-gene-9.5-mRNA-1_1&gene=maker-scaffold_6-snap-gene-9.5&CDS=1-3843, snap_masked-scaffold_3-processed-gene-11.197-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.197&CDS=1-5637
84	OG0000084	YJL130C, YJR109C	maker-scaffold_8-augustus-gene-2.2-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.2&CDS=1-6771, snap_masked-scaffold_3-processed-gene-6.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-6.68&CDS=1-3339
85	OG0000085	YJL200C, YLR304C	snap_masked-scaffold_3-processed-gene-10.54-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.54&CDS=1-2367, snap_masked-scaffold_5-processed-gene-9.156-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.156&CDS=1-2331
86	OG0000086	YJR045C, YLR369W	snap_masked-scaffold_3-processed-gene-2.99-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.99&CDS=1-1944, snap_masked-scaffold_5-processed-gene-3.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.39&CDS=1-1932
87	OG0000087	YJR130C, YLL058W	snap_masked-scaffold_4-processed-gene-1.14-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.14&CDS=1-1956, snap_masked-scaffold_5-processed-gene-9.209-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.209&CDS=1-1668
88	OG0000088	YJR152W, YOL023W	maker-scaffold_4-augustus-gene-4.1-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-4.1&CDS=1-3420, snap_masked-scaffold_6-processed-gene-9.156-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.156&CDS=1-1626
89	OG0000089	YKL046C, YMR238W	maker-scaffold_2-augustus-gene-6.149-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.149&CDS=1-2544, snap_masked-scaffold_2-processed-gene-11.131-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.131&CDS=1-1332
90	OG0000090	YKL081W, YPL048W	genemark-scaffold_2-processed-gene-12.268-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.268&CDS=1-1236, snap_masked-scaffold_2-processed-gene-2.76-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.76&CDS=1-1260
91	OG0000091	YKR001C, YLL001W	maker-scaffold_5-augustus-gene-7.108-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-7.108&CDS=1-3627, snap_masked-scaffold_1-processed-gene-5.150-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.150&CDS=1-2091
92	OG0000092	YLR144C, YNR067C	snap_masked-scaffold_5-processed-gene-9.161-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.161&CDS=1-3318, snap_masked-scaffold_6-processed-gene-9.115-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.115&CDS=1-2319
93	OG0000093	YLR146C, YPR069C	snap_masked-scaffold_3-processed-gene-9.155-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.155&CDS=1-885, snap_masked-scaffold_6-processed-gene-9.116-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.116&CDS=1-909
94	OG0000094	YLR152C, YOR092W	augustus_masked-scaffold_6-processed-gene-9.242-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.242&CDS=1-2586, snap_masked-scaffold_6-processed-gene-2.90-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.90&CDS=1-1737
95	OG0000095	YLR188W, YPL270W	augustus_masked-scaffold_3-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.159&CDS=1-7299, genemark-scaffold_7-processed-gene-8.160-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.160&CDS=1-2412
96	OG0000096	YLR237W, YOR071C, YOR192C	snap_masked-scaffold_6-processed-gene-9.185-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.185&CDS=1-1803
97	OG0000097	YLR342W, YMR306W	snap_masked-scaffold_4-processed-gene-5.98-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.98&CDS=1-5613, snap_masked-scaffold_7-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.97&CDS=1-5355
98	OG0000098	YLR343W, YMR307W	snap_masked-scaffold_4-processed-gene-5.97-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.97&CDS=1-1647, snap_masked-scaffold_7-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.96&CDS=1-1647
99	OG0000099	YMR006C, YMR008C, YOL011W	maker-scaffold_7-snap-gene-7.111-mRNA-1_1&gene=maker-scaffold_7-snap-gene-7.111&CDS=1-3855
100	OG0000100	YMR054W, YOR270C	genemark-scaffold_2-processed-gene-12.212-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.212&CDS=1-2592, snap_masked-scaffold_1-processed-gene-11.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.48&CDS=1-2466
101	OG0000101	YNL059C, YPL231W	genemark-scaffold_3-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.95&CDS=1-7446, snap_masked-scaffold_1-processed-gene-11.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.51&CDS=1-5691
102	OG0000102	YNR001C, YPR001W	snap_masked-scaffold_2-processed-gene-10.77-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.77&CDS=1-1431, snap_masked-scaffold_3-processed-gene-2.69-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.69&CDS=1-1443
103	OG0000103	YOL055C, YPL258C, YPR121W	snap_masked-scaffold_4-processed-gene-8.76-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.76&CDS=1-1656
104	OG0000104	YOL151W	genemark-scaffold_4-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-0.24&CDS=1-1044, snap_masked-scaffold_3-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.83&CDS=1-1032, snap_masked-scaffold_3-processed-gene-5.44-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.44&CDS=1-1032
105	OG0000105		augustus_masked-scaffold_4-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.36&CDS=1-1473, genemark-scaffold_5-processed-gene-9.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.105&CDS=1-3072, genemark-scaffold_8-processed-gene-7.57-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-7.57&CDS=1-3639, snap_masked-scaffold_7-processed-gene-8.135-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.135&CDS=1-444
106	OG0000106		augustus_masked-scaffold_8-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.36&CDS=1-765, snap_masked-scaffold_5-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.24&CDS=1-846, snap_masked-scaffold_8-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.15&CDS=1-591, snap_masked-scaffold_8-processed-gene-7.156-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.156&CDS=1-897
107	OG0000107	YAL062W, YOR375C	snap_masked-scaffold_8-processed-gene-7.151-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.151&CDS=1-1377
108	OG0000108	YBL002W, YDR224C	snap_masked-scaffold_4-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.27&CDS=1-396
109	OG0000109	YBL027W, YBR084C-A	snap_masked-scaffold_6-processed-gene-3.68-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.68&CDS=1-576
110	OG0000110	YBL069W, YER101C	genemark-scaffold_3-processed-gene-2.24-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-2.24&CDS=1-1497
111	OG0000111	YBL072C, YER102W	snap_masked-scaffold_3-processed-gene-2.107-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.107&CDS=1-603
112	OG0000112	YBL089W, YER119C	maker-scaffold_3-augustus-gene-5.5-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.5&CDS=1-2358
113	OG0000113	YBR001C, YDR001C	snap_masked-scaffold_4-processed-gene-7.50-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.50&CDS=1-2541
114	OG0000114	YBR005W, YDR003W	snap_masked-scaffold_4-processed-gene-7.30-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.30&CDS=1-618
115	OG0000115	YBR020W, YDR009W	maker-scaffold_5-snap-gene-0.86-mRNA-1_1&gene=maker-scaffold_5-snap-gene-0.86&CDS=1-4347
116	OG0000116	YBR031W, YDR012W	snap_masked-scaffold_4-processed-gene-7.39-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.39&CDS=1-1086
117	OG0000117	YBR048W, YDR025W	snap_masked-scaffold_4-processed-gene-6.57-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.57&CDS=1-465
118	OG0000118	YBR054W, YDR033W	snap_masked-scaffold_4-processed-gene-6.55-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.55&CDS=1-948
119	OG0000119	YBR082C, YDR059C	snap_masked-scaffold_6-processed-gene-3.69-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.69&CDS=1-441
120	OG0000120	YBR084W	snap_masked-scaffold_5-processed-gene-9.124-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.124&CDS=1-2844, snap_masked-scaffold_6-processed-gene-3.90-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.90&CDS=1-2883
121	OG0000121	YBR118W, YPR080W	snap_masked-scaffold_3-processed-gene-9.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.138&CDS=1-1374
122	OG0000122	YBR161W, YPL057C	snap_masked-scaffold_2-processed-gene-2.95-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.95&CDS=1-1095
123	OG0000123	YBR169C, YPL106C	maker-scaffold_1-augustus-gene-9.178-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.178&CDS=1-3810
124	OG0000124	YBR181C, YPL090C	snap_masked-scaffold_1-processed-gene-9.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.71&CDS=1-708
125	OG0000125	YBR191W, YPL079W	maker-scaffold_2-snap-gene-5.5-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.5&CDS=1-990
126	OG0000126	YBR214W, YGL056C	maker-scaffold_7-augustus-gene-6.110-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.110&CDS=1-2292
127	OG0000127	YBR218C, YGL062W	snap_masked-scaffold_7-processed-gene-6.27-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.27&CDS=1-3531
128	OG0000128	YBR242W, YGL101W	snap_masked-scaffold_2-processed-gene-7.104-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.104&CDS=1-657
129	OG0000129	YBR293W	genemark-scaffold_7-processed-gene-8.179-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.179&CDS=1-927, snap_masked-scaffold_3-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.78&CDS=1-1707
130	OG0000130	YCL040W, YDR516C	augustus_masked-scaffold_3-processed-gene-11.171-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.171&CDS=1-3834
131	OG0000131	YCL064C, YIL167W	snap_masked-scaffold_4-processed-gene-11.25-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.25&CDS=1-1011
132	OG0000132	YCL066W, YCR040W	snap_masked-scaffold_3-processed-gene-11.237-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.237&CDS=1-615
133	OG0000133	YCL068C, YCR038C	snap_masked-scaffold_3-processed-gene-10.80-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.80&CDS=1-4101
134	OG0000134	YCR010C, YNR002C	maker-scaffold_2-augustus-gene-10.2-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.2&CDS=1-1614
135	OG0000135	YCR031C, YJL191W	snap_masked-scaffold_6-processed-gene-5.47-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.47&CDS=1-414
136	OG0000136	YDL037C	snap_masked-scaffold_1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.55&CDS=1-1446, snap_masked-scaffold_2-processed-gene-12.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.45&CDS=1-1440
137	OG0000137	YDL042C, YOL068C	augustus_masked-scaffold_4-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.145&CDS=1-2988
138	OG0000138	YDL066W	maker-scaffold_2-snap-gene-10.171-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.171&CDS=1-2022, snap_masked-scaffold_5-processed-gene-2.14-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.14&CDS=1-1269
139	OG0000139	YDL075W, YLR406C	snap_masked-scaffold_5-processed-gene-2.6-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.6&CDS=1-339
140	OG0000140	YDL082W, YMR142C	snap_masked-scaffold_7-processed-gene-6.0-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.0&CDS=1-594
141	OG0000141	YDL083C, YMR143W	snap_masked-scaffold_7-processed-gene-6.2-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.2&CDS=1-429
142	OG0000142	YDL131W	snap_masked-scaffold_2-processed-gene-5.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.108&CDS=1-1179, snap_masked-scaffold_8-processed-gene-2.31-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.31&CDS=1-1299
143	OG0000143	YDL134C, YDL188C	snap_masked-scaffold_3-processed-gene-4.138-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.138&CDS=1-1119
144	OG0000144	YDL136W, YDL191W	augustus_masked-scaffold_3-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.65&CDS=1-360
145	OG0000145	YDL137W, YDL192W	snap_masked-scaffold_3-processed-gene-4.114-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.114&CDS=1-543
146	OG0000146	YDL161W, YLR206W	snap_masked-scaffold_3-processed-gene-3.79-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.79&CDS=1-1503
147	OG0000147	YDL246C, YJR159W	snap_masked-scaffold_3-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.68&CDS=1-1059
148	OG0000148	YDR099W, YER177W	maker-scaffold_6-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.2&CDS=1-1236
149	OG0000149	YDR107C, YLR083C	snap_masked-scaffold_6-processed-gene-7.46-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.46&CDS=1-1968
150	OG0000150	YDR144C, YLR120C	snap_masked-scaffold_6-processed-gene-8.33-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.33&CDS=1-1572
151	OG0000151	YDR151C, YLR136C	snap_masked-scaffold_6-processed-gene-8.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.39&CDS=1-720
152	OG0000152	YDR158W, YDR159W	augustus_masked-scaffold_6-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.62&CDS=1-5814
153	OG0000153	YDR178W, YLR164W	snap_masked-scaffold_6-processed-gene-9.126-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-9.126&CDS=1-510
154	OG0000154	YDR222W, YLR225C	augustus_masked-scaffold_2-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.153&CDS=1-2982
155	OG0000155	YDR277C, YOR047C	snap_masked-scaffold_2-processed-gene-5.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.105&CDS=1-1320
156	OG0000156	YDR312W, YHR066W	snap_masked-scaffold_5-processed-gene-5.98-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-5.98&CDS=1-1335
157	OG0000157	YDR385W, YOR133W	maker-scaffold_1-augustus-gene-6.0-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.0&CDS=1-4377
158	OG0000158	YDR391C, YOR013W	snap_masked-scaffold_7-processed-gene-0.75-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.75&CDS=1-654
159	OG0000159	YDR418W, YEL054C	snap_masked-scaffold_1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.29&CDS=1-495
160	OG0000160	YDR447C, YML024W	augustus_masked-scaffold_1-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.142&CDS=1-408
161	OG0000161	YDR450W, YML026C	snap_masked-scaffold_1-processed-gene-7.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.74&CDS=1-441
162	OG0000162	YDR453C, YML028W	snap_masked-scaffold_1-processed-gene-7.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.97&CDS=1-588
163	OG0000163	YDR471W, YHR010W	maker-scaffold_1-snap-gene-8.3-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.3&CDS=1-408
164	OG0000164	YDR500C, YLR185W	snap_masked-scaffold_3-processed-gene-11.256-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.256&CDS=1-264
165	OG0000165	YDR502C, YLR180W	snap_masked-scaffold_3-processed-gene-11.258-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.258&CDS=1-1146
166	OG0000166	YDR525W-A, YJL151C	snap_masked-scaffold_8-processed-gene-1.96-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.96&CDS=1-369
167	OG0000167	YEL034W, YJR047C	maker-scaffold_3-snap-gene-4.0-mRNA-1_1&gene=maker-scaffold_3-snap-gene-4.0&CDS=1-570
168	OG0000168	YEL065W	snap_masked-scaffold_2-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.2&CDS=1-1896, snap_masked-scaffold_7-processed-gene-8.124-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.124&CDS=1-1803
169	OG0000169	YEL070W, YNR073C	snap_masked-scaffold_6-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.9&CDS=1-1512
170	OG0000170	YER056C-A, YIL052C	maker-scaffold_8-snap-gene-3.167-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.167&CDS=1-378
171	OG0000171	YER131W, YGL189C	snap_masked-scaffold_2-processed-gene-8.107-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.107&CDS=1-357
172	OG0000172	YER175C	snap_masked-scaffold_7-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.71&CDS=1-885, snap_masked-scaffold_7-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.72&CDS=1-885
173	OG0000173	YFL050C, YOL130W	snap_masked-scaffold_1-processed-gene-1.114-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.114&CDS=1-2346
174	OG0000174	YFL059W, YNL333W	snap_masked-scaffold_1-processed-gene-4.146-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.146&CDS=1-882
175	OG0000175	YFL061W, YNL335W	snap_masked-scaffold_7-processed-gene-8.107-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.107&CDS=1-843
176	OG0000176	YFR031C-A, YIL018W	snap_masked-scaffold_8-processed-gene-4.79-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.79&CDS=1-762
177	OG0000177	YFR053C, YGL253W	snap_masked-scaffold_4-processed-gene-11.56-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.56&CDS=1-1461
178	OG0000178	YGL031C, YGR148C	snap_masked-scaffold_6-processed-gene-5.0-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.0&CDS=1-465
179	OG0000179	YGL076C, YPL198W	snap_masked-scaffold_5-processed-gene-9.182-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.182&CDS=1-732
180	OG0000180	YGL089C, YPL187W	snap_masked-scaffold_7-processed-gene-3.15-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.15&CDS=1-402
181	OG0000181	YGL135W, YPL220W	snap_masked-scaffold_5-processed-gene-9.196-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.196&CDS=1-651
182	OG0000182	YGL162W, YPR009W	augustus_masked-scaffold_3-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.130&CDS=1-672
183	OG0000183	YGL257C	genemark-scaffold_6-processed-gene-9.96-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-9.96&CDS=1-1662, snap_masked-scaffold_2-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.3&CDS=1-1686
184	OG0000184	YGL258W, YOR387C	snap_masked-scaffold_1-processed-gene-4.111-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.111&CDS=1-624
185	OG0000185	YGR010W, YLR328W	maker-scaffold_4-augustus-gene-5.7-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.7&CDS=1-1332
186	OG0000186	YGR023W, YLR332W	genemark-scaffold_4-processed-gene-5.165-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.165&CDS=1-249
187	OG0000187	YGR027C, YLR333C	snap_masked-scaffold_4-processed-gene-5.79-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.79&CDS=1-324
188	OG0000188	YGR034W, YLR344W	augustus_masked-scaffold_4-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.40&CDS=1-408
189	OG0000189	YGR060W	snap_masked-scaffold_5-processed-gene-2.26-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.26&CDS=1-924, snap_masked-scaffold_5-processed-gene-3.44-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.44&CDS=1-924
190	OG0000190	YGR085C, YPR102C	snap_masked-scaffold_3-processed-gene-9.179-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.179&CDS=1-522
191	OG0000191	YGR092W, YPR111W	snap_masked-scaffold_6-processed-gene-5.25-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.25&CDS=1-3156
192	OG0000192	YGR118W, YPR132W	maker-scaffold_6-snap-gene-6.162-mRNA-1_1&gene=maker-scaffold_6-snap-gene-6.162&CDS=1-435
193	OG0000193	YGR124W, YPR145W	snap_masked-scaffold_4-processed-gene-10.103-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.103&CDS=1-1719
194	OG0000194	YGR131W, YPR149W	snap_masked-scaffold_4-processed-gene-10.109-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.109&CDS=1-525
195	OG0000195	YGR138C, YPR156C	snap_masked-scaffold_4-processed-gene-10.137-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.137&CDS=1-1848
196	OG0000196	YGR141W, YPR157W	maker-scaffold_4-augustus-gene-10.153-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-10.153&CDS=1-3822
197	OG0000197	YGR192C, YJR009C	snap_masked-scaffold_5-processed-gene-9.113-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.113&CDS=1-996
198	OG0000198	YGR209C, YLR043C	snap_masked-scaffold_5-processed-gene-9.178-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.178&CDS=1-309
199	OG0000199	YGR214W, YLR048W	snap_masked-scaffold_5-processed-gene-9.133-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.133&CDS=1-756
200	OG0000200	YGR254W, YHR174W	snap_masked-scaffold_7-processed-gene-1.90-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.90&CDS=1-1311
201	OG0000201	YGR256W, YHR183W	augustus_masked-scaffold_7-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.39&CDS=1-1473
