	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041822_Dipodascus_geniculatus
64	OG0000064	YBR181C, YPL090C	genemark-flattened_line_12-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.135&CDS=1-720, snap_masked-flattened_line_84-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.38&CDS=1-720
65	OG0000065	YBR183W, YPL087W	genemark-flattened_line_100-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.29&CDS=1-855, genemark-flattened_line_70-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.19&CDS=1-855
66	OG0000066	YBR216C, YGL060W	augustus_masked-flattened_line_0-processed-gene-10.1-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.1&CDS=1-1893, snap_masked-flattened_line_54-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.45&CDS=1-1815
67	OG0000067	YBR237W, YNL112W	genemark-flattened_line_0-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.56&CDS=1-2820, genemark-flattened_line_114-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.121&CDS=1-1692
68	OG0000068	YBR239C	genemark-flattened_line_128-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.17&CDS=1-1647, genemark-flattened_line_36-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.89&CDS=1-1407, maker-flattened_line_66-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.151&CDS=1-1356
69	OG0000069	YBR294W, YLR092W	genemark-flattened_line_12-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.37&CDS=1-2334, snap_masked-flattened_line_122-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.14&CDS=1-2424
70	OG0000070	YCL011C, YNL004W	genemark-flattened_line_150-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.33&CDS=1-1209, genemark-flattened_line_60-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.42&CDS=1-1056
71	OG0000071	YCL024W, YDR507C	genemark-flattened_line_102-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.114&CDS=1-2724, genemark-flattened_line_32-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.20&CDS=1-3189
72	OG0000072	YCL036W, YDR514C	augustus_masked-flattened_line_158-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.11&CDS=1-1161, genemark-flattened_line_62-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.131&CDS=1-936
73	OG0000073	YCL064C, YIL167W	genemark-flattened_line_2-processed-gene-4.213-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.213&CDS=1-957, genemark-flattened_line_58-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.118&CDS=1-1068
74	OG0000074	YCR010C, YNR002C	genemark-flattened_line_60-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.56&CDS=1-819, snap_masked-flattened_line_36-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.47&CDS=1-774
75	OG0000075	YCR065W	genemark-flattened_line_20-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.125&CDS=1-1716, genemark-flattened_line_50-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.202&CDS=1-1704, snap_masked-flattened_line_36-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.19&CDS=1-1527
76	OG0000076	YCR073C, YNR031C	genemark-flattened_line_4-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.123&CDS=1-4227, genemark-flattened_line_92-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.50&CDS=1-3600
77	OG0000077	YCR094W, YNR048W	genemark-flattened_line_66-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.109&CDS=1-1230, genemark-flattened_line_74-processed-gene-0.189-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.189&CDS=1-1233
78	OG0000078	YDL003W, YPR007C	augustus_masked-flattened_line_122-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.106&CDS=1-1506, genemark-flattened_line_18-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.97&CDS=1-1650
79	OG0000079	YDL022W, YOL059W	genemark-flattened_line_72-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.170&CDS=1-1095, genemark-flattened_line_76-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.98&CDS=1-1083
80	OG0000080	YDL025C	genemark-flattened_line_30-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.98&CDS=1-1566, genemark-flattened_line_6-processed-gene-2.172-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.172&CDS=1-2145, genemark-flattened_line_92-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.19&CDS=1-1482
81	OG0000081	YDL035C	augustus_masked-flattened_line_132-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.55&CDS=1-1377, genemark-flattened_line_42-processed-gene-1.159-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.159&CDS=1-1446, genemark-flattened_line_42-processed-gene-1.203-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.203&CDS=1-1596
82	OG0000082	YDL049C, YJL174W	augustus_masked-flattened_line_62-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.184&CDS=1-852, genemark-flattened_line_12-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.8&CDS=1-798
83	OG0000083	YDL085W, YMR145C	genemark-flattened_line_169-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.30&CDS=1-1701, genemark-flattened_line_58-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.140&CDS=1-1686
84	OG0000084	YDL131W, YDL182W	genemark-flattened_line_106-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.57&CDS=1-1251, genemark-flattened_line_2-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.50&CDS=1-1332
85	OG0000085	YDL137W, YDL192W	genemark-flattened_line_0-processed-gene-5.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.80&CDS=1-543, genemark-flattened_line_52-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.34&CDS=1-543
86	OG0000086	YDL155W, YLR210W	genemark-flattened_line_28-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.150&CDS=1-1203, genemark-flattened_line_46-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.136&CDS=1-1374
87	OG0000087	YDL224C, YNL197C	genemark-flattened_line_34-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.126&CDS=1-2448, snap_masked-flattened_line_148-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.27&CDS=1-2064
88	OG0000088	YDR038C, YDR039C, YDR040C	genemark-flattened_line_0-processed-gene-7.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.106&CDS=1-3267
89	OG0000089	YDR069C, YER144C	genemark-flattened_line_68-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.91&CDS=1-2913, snap_masked-flattened_line_10-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.93&CDS=1-2157
90	OG0000090	YDR107C, YLR083C	genemark-flattened_line_72-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.197&CDS=1-1788, genemark-flattened_line_8-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.25&CDS=1-1875
91	OG0000091	YDR132C, YLR108C	genemark-flattened_line_78-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.76&CDS=1-1332, snap_masked-flattened_line_8-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.32&CDS=1-1530
92	OG0000092	YDR150W	augustus_masked-flattened_line_295-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_295-processed-gene-0.2&CDS=1-459, augustus_masked-flattened_line_54-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.147&CDS=1-7413, maker-flattened_line_14-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.83&CDS=1-6573
93	OG0000093	YDR178W, YLR164W	genemark-flattened_line_46-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.153&CDS=1-498, genemark-flattened_line_78-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.118&CDS=1-498
94	OG0000094	YDR200C, YLR238W	genemark-flattened_line_100-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.56&CDS=1-1158, genemark-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.57&CDS=1-1365
95	OG0000095	YDR242W	genemark-flattened_line_64-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.11&CDS=1-1665, genemark-flattened_line_74-processed-gene-0.226-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.226&CDS=1-1662, snap_masked-flattened_line_92-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.172&CDS=1-1626
96	OG0000096	YDR247W, YPL026C	augustus_masked-flattened_line_16-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.178&CDS=1-1380, genemark-flattened_line_122-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.66&CDS=1-1350
97	OG0000097	YDR273W, YOR042W	snap_masked-flattened_line_28-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.87&CDS=1-726, snap_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.92&CDS=1-1377
98	OG0000098	YDR277C, YOR047C	genemark-flattened_line_14-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.119&CDS=1-843, genemark-flattened_line_54-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.101&CDS=1-879
99	OG0000099	YDR338C	genemark-flattened_line_20-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.65&CDS=1-1746, genemark-flattened_line_30-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.65&CDS=1-1512, genemark-flattened_line_38-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.154&CDS=1-1455
100	OG0000100	YDR348C, YHR097C	genemark-flattened_line_18-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.20&CDS=1-975, genemark-flattened_line_193-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_193-processed-gene-0.0&CDS=1-1008
101	OG0000101	YDR368W, YOR120W	genemark-flattened_line_169-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_169-processed-gene-0.28&CDS=1-924, genemark-flattened_line_64-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.63&CDS=1-927
102	OG0000102	YDR379W, YOR127W	augustus_masked-flattened_line_36-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.175&CDS=1-1611, snap_masked-flattened_line_40-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.96&CDS=1-1236
103	OG0000103	YDR406W, YOR153W	genemark-flattened_line_0-processed-gene-8.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.63&CDS=1-4359, snap_masked-flattened_line_118-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.25&CDS=1-4476
104	OG0000104	YDR409W, YOR156C	snap_masked-flattened_line_120-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.21&CDS=1-1833, snap_masked-flattened_line_82-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.95&CDS=1-1500
105	OG0000105	YDR450W, YML026C	genemark-flattened_line_92-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.55&CDS=1-471, snap_masked-flattened_line_134-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.23&CDS=1-441
106	OG0000106	YDR458C, YML034W	augustus_masked-flattened_line_58-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.213&CDS=1-2193, snap_masked-flattened_line_6-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.111&CDS=1-2364
107	OG0000107	YDR463W, YHR006W	genemark-flattened_line_18-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.4&CDS=1-1305, genemark-flattened_line_22-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.113&CDS=1-1488
108	OG0000108	YDR471W, YHR010W	genemark-flattened_line_158-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.58&CDS=1-411, genemark-flattened_line_16-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.28&CDS=1-411
109	OG0000109	YDR500C, YLR185W	augustus_masked-flattened_line_16-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.146&CDS=1-240, snap_masked-flattened_line_122-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.0&CDS=1-240
110	OG0000110	YER056C-A, YIL052C	genemark-flattened_line_4-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.58&CDS=1-378, snap_masked-flattened_line_114-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.22&CDS=1-378
111	OG0000111	YER057C, YIL051C	genemark-flattened_line_20-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.51&CDS=1-384, genemark-flattened_line_94-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.174&CDS=1-378
112	OG0000112	YER131W, YGL189C	genemark-flattened_line_28-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.130&CDS=1-360, snap_masked-flattened_line_8-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.47&CDS=1-360
113	OG0000113	YER159C, YJL065C	genemark-flattened_line_130-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.3&CDS=1-576, genemark-flattened_line_48-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.13&CDS=1-438
114	OG0000114	YER166W	genemark-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.127&CDS=1-5262, genemark-flattened_line_18-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.117&CDS=1-4413, genemark-flattened_line_22-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.118&CDS=1-4818
115	OG0000115	YFL042C, YLR072W	augustus_masked-flattened_line_14-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.39&CDS=1-2340, genemark-flattened_line_0-processed-gene-7.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.126&CDS=1-2769
116	OG0000116	YFL050C, YOL130W	genemark-flattened_line_74-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.193&CDS=1-1776, genemark-flattened_line_96-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.93&CDS=1-1752
117	OG0000117	YFR022W, YOR018W	augustus_masked-flattened_line_30-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.103&CDS=1-1764, genemark-flattened_line_0-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.147&CDS=1-2355
118	OG0000118	YFR037C, YJL176C	genemark-flattened_line_12-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.50&CDS=1-2535, genemark-flattened_line_38-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.111&CDS=1-1638
119	OG0000119	YGL031C, YGR148C	genemark-flattened_line_14-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.99&CDS=1-462, genemark-flattened_line_28-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.112&CDS=1-462
120	OG0000120	YGL049C, YGR162W	genemark-flattened_line_10-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.124&CDS=1-2535, snap_masked-flattened_line_20-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.69&CDS=1-2715
121	OG0000121	YGL120C, YNR011C	genemark-flattened_line_28-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.132&CDS=1-3075, genemark-flattened_line_88-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.73&CDS=1-2244
122	OG0000122	YGL147C, YNL067W	genemark-flattened_line_102-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.112&CDS=1-567, genemark-flattened_line_92-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.36&CDS=1-567
123	OG0000123	YGR070W, YLR371W	genemark-flattened_line_106-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.69&CDS=1-3717, genemark-flattened_line_22-processed-gene-2.82-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.82&CDS=1-3657
124	OG0000124	YGR087C, YLR044C, YLR134W	genemark-flattened_line_144-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.17&CDS=1-1674
125	OG0000125	YGR108W, YPR119W	genemark-flattened_line_0-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.46&CDS=1-1389, genemark-flattened_line_42-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.36&CDS=1-1158
126	OG0000126	YGR121C, YPR138C	genemark-flattened_line_28-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.157&CDS=1-1503, genemark-flattened_line_74-processed-gene-0.219-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.219&CDS=1-1449
127	OG0000127	YGR131W, YPR149W	genemark-flattened_line_114-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.105&CDS=1-504, genemark-flattened_line_166-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.7&CDS=1-510
128	OG0000128	YGR136W, YPR154W	genemark-flattened_line_114-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.104&CDS=1-732, genemark-flattened_line_46-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.100&CDS=1-960
129	OG0000129	YGR192C, YJL052W, YJR009C	genemark-flattened_line_110-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.72&CDS=1-1008
130	OG0000130	YGR214W, YLR048W	genemark-flattened_line_128-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.12&CDS=1-792, maker-flattened_line_48-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.150&CDS=1-795
131	OG0000131	YGR238C, YHR158C	genemark-flattened_line_80-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.87&CDS=1-4368, maker-flattened_line_52-augustus-gene-0.250-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.250&CDS=1-3984
132	OG0000132	YGR241C, YHR161C	genemark-flattened_line_2-processed-gene-3.133-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.133&CDS=1-2004, genemark-flattened_line_72-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.165&CDS=1-1689
133	OG0000133	YGR273C, YMR295C	augustus_masked-flattened_line_0-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.55&CDS=1-504, genemark-flattened_line_0-processed-gene-9.74-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.74&CDS=1-492
134	OG0000134	YHL027W	augustus_masked-flattened_line_80-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.174&CDS=1-1545, genemark-flattened_line_195-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_195-processed-gene-0.1&CDS=1-1179, genemark-flattened_line_44-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.100&CDS=1-1353
