	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_ciferrii
45	OG0000045	YGR212W	genemark-NW_011887415.1-processed-gene-0.1-mRNA-1_1&gene=genemark-NW_011887415.1-processed-gene-0.1&CDS=1-1305, genemark-NW_011887476.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887476.1-processed-gene-0.60&CDS=1-1323, maker-NW_011887476.1-augustus-gene-0.39-mRNA-1_1&gene=maker-NW_011887476.1-augustus-gene-0.39&CDS=1-870, snap_masked-NW_011887513.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NW_011887513.1-processed-gene-0.13&CDS=1-1308
46	OG0000046	YGR260W	augustus_masked-NW_011887720.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_011887720.1-processed-gene-0.25&CDS=1-1527, augustus_masked-NW_011887720.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_011887720.1-processed-gene-0.8&CDS=1-1530, genemark-NW_011887713.1-processed-gene-0.156-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.156&CDS=1-1479, genemark-NW_011887720.1-processed-gene-1.95-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.95&CDS=1-1464
47	OG0000047	YHL039W, YPL208W	genemark-NW_011887532.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887532.1-processed-gene-0.12&CDS=1-1707, genemark-NW_011887713.1-processed-gene-0.152-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.152&CDS=1-1731, maker-NW_011887534.1-augustus-gene-0.128-mRNA-1_1&gene=maker-NW_011887534.1-augustus-gene-0.128&CDS=1-2787
48	OG0000048	YJR152W	genemark-NW_011887697.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887697.1-processed-gene-0.13&CDS=1-1569, genemark-NW_011887734.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NW_011887734.1-processed-gene-0.27&CDS=1-1542, genemark-NW_011887737.1-processed-gene-0.169-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.169&CDS=1-1569, maker-NW_011887415.1-augustus-gene-0.23-mRNA-1_1&gene=maker-NW_011887415.1-augustus-gene-0.23&CDS=1-2676
49	OG0000049	YLR343W, YMR307W	genemark-NW_011887506.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887506.1-processed-gene-0.14&CDS=1-1635, genemark-NW_011887537.1-processed-gene-0.124-mRNA-1_1&gene=genemark-NW_011887537.1-processed-gene-0.124&CDS=1-1761, snap_masked-NW_011887509.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NW_011887509.1-processed-gene-0.3&CDS=1-1650
50	OG0000050	YLR368W	augustus_masked-NW_011887599.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_011887599.1-processed-gene-0.30&CDS=1-1689, augustus_masked-NW_011887610.1-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NW_011887610.1-processed-gene-0.131&CDS=1-1455, snap_masked-NW_011887610.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NW_011887610.1-processed-gene-0.86&CDS=1-1614, snap_masked-NW_011887660.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NW_011887660.1-processed-gene-0.104&CDS=1-3132
51	OG0000051	YMR008C, YNL012W	genemark-NW_011887729.1-processed-gene-2.189-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.189&CDS=1-1962, maker-NW_011887611.1-augustus-gene-0.36-mRNA-1_1&gene=maker-NW_011887611.1-augustus-gene-0.36&CDS=1-3549, snap_masked-NW_011887725.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NW_011887725.1-processed-gene-0.54&CDS=1-2310
52	OG0000052	YNL125C	genemark-NW_011887644.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887644.1-processed-gene-0.60&CDS=1-1497, genemark-NW_011887666.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NW_011887666.1-processed-gene-0.24&CDS=1-690, genemark-NW_011887666.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887666.1-processed-gene-0.25&CDS=1-735, snap_masked-NW_011887555.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NW_011887555.1-processed-gene-0.58&CDS=1-1371
53	OG0000053	YPR194C	genemark-NW_011887560.1-processed-gene-0.171-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.171&CDS=1-2730, genemark-NW_011887685.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887685.1-processed-gene-0.8&CDS=1-2739, genemark-NW_011887686.1-processed-gene-0.188-mRNA-1_1&gene=genemark-NW_011887686.1-processed-gene-0.188&CDS=1-2718, genemark-NW_011887686.1-processed-gene-0.195-mRNA-1_1&gene=genemark-NW_011887686.1-processed-gene-0.195&CDS=1-2730
54	OG0000054	YAL023C, YGR199W	augustus_masked-NW_011887700.1-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NW_011887700.1-processed-gene-1.157&CDS=1-2727, genemark-NW_011887524.1-processed-gene-0.96-mRNA-1_1&gene=genemark-NW_011887524.1-processed-gene-0.96&CDS=1-2244
55	OG0000055	YAL054C, YLR153C	genemark-NW_011887484.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_011887484.1-processed-gene-0.75&CDS=1-2019, genemark-NW_011887561.1-processed-gene-0.50-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.50&CDS=1-2055
56	OG0000056	YBL002W, YDR224C	genemark-NW_011887543.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887543.1-processed-gene-0.8&CDS=1-396, genemark-NW_011887599.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887599.1-processed-gene-0.2&CDS=1-396
57	OG0000057	YBL011W, YKR067W	genemark-NW_011887610.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.13&CDS=1-2040, genemark-NW_011887729.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-0.19&CDS=1-2133
58	OG0000058	YBL016W, YGR040W	genemark-NW_011887660.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NW_011887660.1-processed-gene-0.49&CDS=1-1056, genemark-NW_011887715.1-processed-gene-0.106-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.106&CDS=1-1071
59	OG0000059	YBL030C, YBR085W	genemark-NW_011887727.1-processed-gene-1.175-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.175&CDS=1-915, genemark-NW_011887729.1-processed-gene-2.172-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-2.172&CDS=1-954
60	OG0000060	YBL042C, YBR021W, YIR028W	maker-NW_011887506.1-snap-gene-0.77-mRNA-1_1&gene=maker-NW_011887506.1-snap-gene-0.77&CDS=1-5358
61	OG0000061	YBL052C, YOR244W	genemark-NW_011887720.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-0.100&CDS=1-2667, genemark-NW_011887739.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-0.33&CDS=1-1371
62	OG0000062	YBR002C, YMR101C	genemark-NW_011887520.1-processed-gene-0.167-mRNA-1_1&gene=genemark-NW_011887520.1-processed-gene-0.167&CDS=1-924, genemark-NW_011887576.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.86&CDS=1-819
63	OG0000063	YBR009C, YNL030W	genemark-NW_011887544.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NW_011887544.1-processed-gene-0.41&CDS=1-309, genemark-NW_011887706.1-processed-gene-0.117-mRNA-1_1&gene=genemark-NW_011887706.1-processed-gene-0.117&CDS=1-309
64	OG0000064	YBR010W, YNL031C	augustus_masked-NW_011887544.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_011887544.1-processed-gene-0.10&CDS=1-147, augustus_masked-NW_011887706.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NW_011887706.1-processed-gene-0.40&CDS=1-147
65	OG0000065	YBR038W, YNL192W	genemark-NW_011887533.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.62&CDS=1-4053, genemark-NW_011887656.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887656.1-processed-gene-0.18&CDS=1-3105
66	OG0000066	YBR046C	genemark-NW_011887636.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887636.1-processed-gene-0.17&CDS=1-1104, genemark-NW_011887651.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_011887651.1-processed-gene-0.53&CDS=1-1002, genemark-NW_011887665.1-processed-gene-0.35-mRNA-1_1&gene=genemark-NW_011887665.1-processed-gene-0.35&CDS=1-1002
67	OG0000067	YBR084W, YGR204W	genemark-NW_011887500.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887500.1-processed-gene-0.8&CDS=1-2877, genemark-NW_011887560.1-processed-gene-0.168-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.168&CDS=1-2817
68	OG0000068	YBR118W, YPR080W	augustus_masked-NW_011887517.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_011887517.1-processed-gene-0.8&CDS=1-1194, genemark-NW_011887466.1-processed-gene-0.22-mRNA-1_1&gene=genemark-NW_011887466.1-processed-gene-0.22&CDS=1-330
69	OG0000069	YBR139W, YMR297W	genemark-NW_011887469.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NW_011887469.1-processed-gene-0.47&CDS=1-1566, genemark-NW_011887689.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NW_011887689.1-processed-gene-0.24&CDS=1-1608
70	OG0000070	YBR181C, YPL090C	genemark-NW_011887542.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.95&CDS=1-708, genemark-NW_011887737.1-processed-gene-0.174-mRNA-1_1&gene=genemark-NW_011887737.1-processed-gene-0.174&CDS=1-708
71	OG0000071	YBR239C, YJL103C	genemark-NW_011887439.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NW_011887439.1-processed-gene-0.28&CDS=1-1572, maker-NW_011887540.1-augustus-gene-0.109-mRNA-1_1&gene=maker-NW_011887540.1-augustus-gene-0.109&CDS=1-2982
72	OG0000072	YBR245C, YOR304W	genemark-NW_011887632.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887632.1-processed-gene-0.61&CDS=1-3192, genemark-NW_011887739.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-1.75&CDS=1-3150
73	OG0000073	YBR263W, YLR058C	genemark-NW_011887495.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NW_011887495.1-processed-gene-0.78&CDS=1-1473, genemark-NW_011887576.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.74&CDS=1-1407
74	OG0000074	YCR010C, YNR002C	augustus_masked-NW_011887690.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NW_011887690.1-processed-gene-0.86&CDS=1-930, augustus_masked-NW_011887690.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NW_011887690.1-processed-gene-0.88&CDS=1-828
75	OG0000075	YCR037C, YNR013C	genemark-NW_011887689.1-processed-gene-0.0-mRNA-1_1&gene=genemark-NW_011887689.1-processed-gene-0.0&CDS=1-2457, genemark-NW_011887700.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.75&CDS=1-2694
76	OG0000076	YDL036C, YOL066C	augustus_masked-NW_011887571.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_011887571.1-processed-gene-0.37&CDS=1-363, maker-NW_011887568.1-augustus-gene-0.5-mRNA-1_1&gene=maker-NW_011887568.1-augustus-gene-0.5&CDS=1-282
77	OG0000077	YDL066W, YLR174W	genemark-NW_011887510.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_011887510.1-processed-gene-0.75&CDS=1-1323, genemark-NW_011887697.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887697.1-processed-gene-0.25&CDS=1-1230
78	OG0000078	YDL082W, YMR142C	genemark-NW_011887739.1-processed-gene-2.131-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-2.131&CDS=1-594, snap_masked-NW_011887658.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NW_011887658.1-processed-gene-0.29&CDS=1-594
79	OG0000079	YDL113C, YDR425W	genemark-NW_011887700.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.69&CDS=1-1683, genemark-NW_011887700.1-processed-gene-1.29-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.29&CDS=1-1797
80	OG0000080	YDL114W, YLR426W	genemark-NW_011887657.1-processed-gene-0.87-mRNA-1_1&gene=genemark-NW_011887657.1-processed-gene-0.87&CDS=1-948, maker-NW_011887589.1-snap-gene-0.21-mRNA-1_1&gene=maker-NW_011887589.1-snap-gene-0.21&CDS=1-999
81	OG0000081	YDL138W	genemark-NW_011887711.1-processed-gene-1.110-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.110&CDS=1-1632, genemark-NW_011887720.1-processed-gene-1.118-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.118&CDS=1-2193, genemark-NW_011887732.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887732.1-processed-gene-0.2&CDS=1-1644
82	OG0000082	YDL216C, YFR004W	genemark-NW_011887587.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NW_011887587.1-processed-gene-0.82&CDS=1-1584, genemark-NW_011887628.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NW_011887628.1-processed-gene-0.36&CDS=1-930
83	OG0000083	YDL237W	genemark-NW_011887650.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887650.1-processed-gene-0.86&CDS=1-1260, genemark-NW_011887686.1-processed-gene-0.142-mRNA-1_1&gene=genemark-NW_011887686.1-processed-gene-0.142&CDS=1-1287, genemark-NW_011887700.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.76&CDS=1-921
84	OG0000084	YDR002W, YLR335W	genemark-NW_011887523.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NW_011887523.1-processed-gene-0.71&CDS=1-2196, genemark-NW_011887576.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.61&CDS=1-639
85	OG0000085	YDR037W, YNL073W	genemark-NW_011887620.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_011887620.1-processed-gene-0.62&CDS=1-1740, genemark-NW_011887693.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.88&CDS=1-1611
86	OG0000086	YDR038C, YDR039C, YDR040C	genemark-NW_011887672.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.53&CDS=1-3162
87	OG0000087	YDR106W	genemark-NW_011887547.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_011887547.1-processed-gene-0.4&CDS=1-1158, genemark-NW_011887656.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887656.1-processed-gene-0.16&CDS=1-1170, genemark-NW_011887718.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.43&CDS=1-1140
88	OG0000088	YDR144C, YLR120C, YLR121C	maker-NW_011887734.1-snap-gene-0.124-mRNA-1_1&gene=maker-NW_011887734.1-snap-gene-0.124&CDS=1-3387
89	OG0000089	YDR178W, YLR164W	genemark-NW_011887537.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NW_011887537.1-processed-gene-0.93&CDS=1-525, genemark-NW_011887700.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.81&CDS=1-498
90	OG0000090	YDR218C, YJR076C	genemark-NW_011887453.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_011887453.1-processed-gene-0.4&CDS=1-1203, genemark-NW_011887688.1-processed-gene-0.21-mRNA-1_1&gene=genemark-NW_011887688.1-processed-gene-0.21&CDS=1-1227
91	OG0000091	YDR378C, YPR182W	genemark-NW_011887543.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887543.1-processed-gene-0.16&CDS=1-237, genemark-NW_011887675.1-processed-gene-0.107-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.107&CDS=1-246
92	OG0000092	YEL046C	snap_masked-NW_011887691.1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NW_011887691.1-processed-gene-1.121&CDS=1-1023, snap_masked-NW_011887691.1-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NW_011887691.1-processed-gene-1.122&CDS=1-1101, snap_masked-NW_011887691.1-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NW_011887691.1-processed-gene-1.124&CDS=1-1119
93	OG0000093	YEL072W, YNL026W	augustus_masked-NW_011887725.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_011887725.1-processed-gene-0.25&CDS=1-2199, genemark-NW_011887706.1-processed-gene-0.119-mRNA-1_1&gene=genemark-NW_011887706.1-processed-gene-0.119&CDS=1-1500
94	OG0000094	YER015W	genemark-NW_011887533.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.53&CDS=1-2166, genemark-NW_011887602.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887602.1-processed-gene-0.18&CDS=1-2100, genemark-NW_011887701.1-processed-gene-1.96-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-1.96&CDS=1-2076
95	OG0000095	YER017C, YMR089C	snap_masked-NW_011887504.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NW_011887504.1-processed-gene-0.66&CDS=1-2598, snap_masked-NW_011887735.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NW_011887735.1-processed-gene-0.74&CDS=1-2244
96	OG0000096	YER047C, YPL074W	genemark-NW_011887617.1-processed-gene-0.144-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.144&CDS=1-1968, genemark-NW_011887672.1-processed-gene-1.65-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.65&CDS=1-2625
97	OG0000097	YER056C, YER060W, YER060W-A	genemark-NW_011887670.1-processed-gene-0.166-mRNA-1_1&gene=genemark-NW_011887670.1-processed-gene-0.166&CDS=1-1578
98	OG0000098	YER056C-A, YIL052C	genemark-NW_011887710.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NW_011887710.1-processed-gene-0.82&CDS=1-372, genemark-NW_011887711.1-processed-gene-1.150-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.150&CDS=1-372
99	OG0000099	YER075C, YOR208W	augustus_masked-NW_011887649.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_011887649.1-processed-gene-0.81&CDS=1-2256, genemark-NW_011887408.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887408.1-processed-gene-0.7&CDS=1-2304
100	OG0000100	YER119C, YIL088C	genemark-NW_011887410.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NW_011887410.1-processed-gene-0.11&CDS=1-1422, genemark-NW_011887707.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NW_011887707.1-processed-gene-0.48&CDS=1-1236
101	OG0000101	YER176W	genemark-NW_011887617.1-processed-gene-0.146-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.146&CDS=1-3459, genemark-NW_011887701.1-processed-gene-1.106-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-1.106&CDS=1-1071, snap_masked-NW_011887700.1-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NW_011887700.1-processed-gene-1.99&CDS=1-3153
102	OG0000102	YFL013C	augustus_masked-NW_011887561.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NW_011887561.1-processed-gene-0.130&CDS=1-1578, augustus_masked-NW_011887729.1-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NW_011887729.1-processed-gene-0.119&CDS=1-2418, genemark-NW_011887648.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NW_011887648.1-processed-gene-0.46&CDS=1-2010
103	OG0000103	YFL041W, YMR058W	genemark-NW_011887516.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.64&CDS=1-1911, genemark-NW_011887727.1-processed-gene-1.147-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.147&CDS=1-1851
104	OG0000104	YFL059W, YMR096W, YNL333W	genemark-NW_011887543.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887543.1-processed-gene-0.29&CDS=1-882
105	OG0000105	YFL060C, YMR095C, YNL334C	genemark-NW_011887543.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887543.1-processed-gene-0.12&CDS=1-726
106	OG0000106	YFR032C-A, YFR033C	genemark-NW_011887584.1-processed-gene-0.113-mRNA-1_1&gene=genemark-NW_011887584.1-processed-gene-0.113&CDS=1-657, maker-NW_011887490.1-snap-gene-0.0-mRNA-1_1&gene=maker-NW_011887490.1-snap-gene-0.0&CDS=1-504
107	OG0000107	YGL038C, YJR075W	genemark-NW_011887727.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-0.74&CDS=1-1221, genemark-NW_011887729.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-0.16&CDS=1-1146
108	OG0000108	YGL147C, YNL067W	genemark-NW_011887562.1-processed-gene-0.96-mRNA-1_1&gene=genemark-NW_011887562.1-processed-gene-0.96&CDS=1-570, genemark-NW_011887589.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.42&CDS=1-570
109	OG0000109	YGL160W, YLR047C	genemark-NW_011887499.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887499.1-processed-gene-0.16&CDS=1-1554, genemark-NW_011887720.1-processed-gene-1.123-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.123&CDS=1-1662
110	OG0000110	YGL162W, YPR009W	augustus_masked-NW_011887729.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NW_011887729.1-processed-gene-1.18&CDS=1-369, maker-NW_011887672.1-snap-gene-1.55-mRNA-1_1&gene=maker-NW_011887672.1-snap-gene-1.55&CDS=1-684
111	OG0000111	YGL185C, YPL113C	genemark-NW_011887720.1-processed-gene-0.120-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-0.120&CDS=1-1095, genemark-NW_011887735.1-processed-gene-0.112-mRNA-1_1&gene=genemark-NW_011887735.1-processed-gene-0.112&CDS=1-1107
112	OG0000112	YGL194C, YPR068C	genemark-NW_011887452.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NW_011887452.1-processed-gene-0.37&CDS=1-1245, genemark-NW_011887610.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.9&CDS=1-1332
113	OG0000113	YGL255W	augustus_masked-NW_011887732.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NW_011887732.1-processed-gene-0.91&CDS=1-744, genemark-NW_011887415.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887415.1-processed-gene-0.3&CDS=1-726, genemark-NW_011887662.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NW_011887662.1-processed-gene-0.46&CDS=1-1095
114	OG0000114	YGR184C, YLR024C	genemark-NW_011887727.1-processed-gene-1.133-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.133&CDS=1-5661, genemark-NW_011887727.1-processed-gene-1.162-mRNA-1_1&gene=genemark-NW_011887727.1-processed-gene-1.162&CDS=1-4947
115	OG0000115	YGR197C, YJR015W	genemark-NW_011887672.1-processed-gene-1.87-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.87&CDS=1-1518, genemark-NW_011887715.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.88&CDS=1-1608
116	OG0000116	YGR281W	genemark-NW_011887509.1-processed-gene-0.35-mRNA-1_1&gene=genemark-NW_011887509.1-processed-gene-0.35&CDS=1-4113, genemark-NW_011887534.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887534.1-processed-gene-0.2&CDS=1-3939, maker-NW_011887498.1-augustus-gene-0.39-mRNA-1_1&gene=maker-NW_011887498.1-augustus-gene-0.39&CDS=1-5022
117	OG0000117	YHL032C	genemark-NW_011887569.1-processed-gene-0.0-mRNA-1_1&gene=genemark-NW_011887569.1-processed-gene-0.0&CDS=1-2037, genemark-NW_011887584.1-processed-gene-0.115-mRNA-1_1&gene=genemark-NW_011887584.1-processed-gene-0.115&CDS=1-1956, genemark-NW_011887610.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_011887610.1-processed-gene-0.39&CDS=1-1995
118	OG0000118	YHL033C, YLL045C	genemark-NW_011887584.1-processed-gene-0.114-mRNA-1_1&gene=genemark-NW_011887584.1-processed-gene-0.114&CDS=1-774, maker-NW_011887490.1-snap-gene-0.1-mRNA-1_1&gene=maker-NW_011887490.1-snap-gene-0.1&CDS=1-804
119	OG0000119	YHR031C, YML061C	genemark-NW_011887498.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887498.1-processed-gene-0.61&CDS=1-3066, snap_masked-NW_011887496.1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NW_011887496.1-processed-gene-0.88&CDS=1-2199
120	OG0000120	YHR050W, YLR034C	augustus_masked-NW_011887668.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_011887668.1-processed-gene-0.4&CDS=1-2346, genemark-NW_011887516.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_011887516.1-processed-gene-0.62&CDS=1-1467
121	OG0000121	YHR063C, YJL039C	augustus_masked-NW_011887554.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NW_011887554.1-processed-gene-0.93&CDS=1-5862, genemark-NW_011887524.1-processed-gene-0.110-mRNA-1_1&gene=genemark-NW_011887524.1-processed-gene-0.110&CDS=1-1056
