	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026152_Torulaspora_franciscae
93	OG0000093	YBR279W	snap_masked-flattened_line_0-processed-gene-9.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.100&CDS=1-1482, snap_masked-flattened_line_0-processed-gene-9.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.69&CDS=1-1482
94	OG0000094	YBR281C	augustus_masked-flattened_line_0-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.25&CDS=1-4422, augustus_masked-flattened_line_0-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.39&CDS=1-4422
95	OG0000095	YBR282W	snap_masked-flattened_line_0-processed-gene-9.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.72&CDS=1-435, snap_masked-flattened_line_0-processed-gene-9.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.97&CDS=1-435
96	OG0000096	YBR283C	snap_masked-flattened_line_0-processed-gene-9.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.73&CDS=1-1473, snap_masked-flattened_line_0-processed-gene-9.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-9.96&CDS=1-1473
97	OG0000097	YBR294W	snap_masked-flattened_line_0-processed-gene-16.61-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.61&CDS=1-2607, snap_masked-flattened_line_0-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.133&CDS=1-2607
98	OG0000098	YCL004W	augustus_masked-flattened_line_0-processed-gene-13.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.14&CDS=1-1542, augustus_masked-flattened_line_0-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.140&CDS=1-1542
99	OG0000099	YCL008C	snap_masked-flattened_line_0-processed-gene-13.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.84&CDS=1-1119, snap_masked-flattened_line_0-processed-gene-6.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.69&CDS=1-1119
100	OG0000100	YCL009C	snap_masked-flattened_line_0-processed-gene-13.54-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.54&CDS=1-900, snap_masked-flattened_line_0-processed-gene-6.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.100&CDS=1-900
101	OG0000101	YCL010C	snap_masked-flattened_line_0-processed-gene-13.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.55&CDS=1-795, snap_masked-flattened_line_0-processed-gene-6.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.99&CDS=1-795
102	OG0000102	YCL014W	genemark-flattened_line_0-processed-gene-13.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.135&CDS=1-4569, genemark-flattened_line_0-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.22&CDS=1-4569
103	OG0000103	YCL016C	snap_masked-flattened_line_0-processed-gene-13.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.57&CDS=1-1125, snap_masked-flattened_line_0-processed-gene-6.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.97&CDS=1-1125
104	OG0000104	YCL017C	snap_masked-flattened_line_0-processed-gene-13.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.58&CDS=1-1485, snap_masked-flattened_line_0-processed-gene-6.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.96&CDS=1-1485
105	OG0000105	YCL018W	snap_masked-flattened_line_0-processed-gene-13.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.79&CDS=1-1086, snap_masked-flattened_line_0-processed-gene-6.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.74&CDS=1-1086
106	OG0000106	YCL035C, YDR513W	genemark-flattened_line_30-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.23&CDS=1-429
107	OG0000107	YCL050C, YDR530C	snap_masked-flattened_line_30-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.105&CDS=1-954
108	OG0000108	YCL068C, YCR038C	snap_masked-flattened_line_42-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.74&CDS=1-4098
109	OG0000109	YCR002C	snap_masked-flattened_line_0-processed-gene-13.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.85&CDS=1-987, snap_masked-flattened_line_0-processed-gene-6.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.63&CDS=1-987
110	OG0000110	YCR003W	augustus_masked-flattened_line_0-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.16&CDS=1-2214, augustus_masked-flattened_line_0-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.119&CDS=1-2214
111	OG0000111	YCR004C	snap_masked-flattened_line_0-processed-gene-13.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.86&CDS=1-726, snap_masked-flattened_line_0-processed-gene-6.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.62&CDS=1-726
112	OG0000112	YCR008W	snap_masked-flattened_line_0-processed-gene-13.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.67&CDS=1-1734, snap_masked-flattened_line_0-processed-gene-6.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.65&CDS=1-1734
113	OG0000113	YCR009C	snap_masked-flattened_line_0-processed-gene-13.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.88&CDS=1-795, snap_masked-flattened_line_0-processed-gene-5.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.82&CDS=1-795
114	OG0000114	YCR011C	snap_masked-flattened_line_0-processed-gene-13.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.92&CDS=1-3105, snap_masked-flattened_line_0-processed-gene-5.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.78&CDS=1-3105
115	OG0000115	YCR012W	snap_masked-flattened_line_0-processed-gene-13.69-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.69&CDS=1-1248, snap_masked-flattened_line_0-processed-gene-5.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.98&CDS=1-1248
116	OG0000116	YCR014C	snap_masked-flattened_line_0-processed-gene-13.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.93&CDS=1-1719, snap_masked-flattened_line_0-processed-gene-5.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.77&CDS=1-1719
117	OG0000117	YCR015C	snap_masked-flattened_line_0-processed-gene-13.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.94&CDS=1-942, snap_masked-flattened_line_0-processed-gene-5.76-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.76&CDS=1-942
118	OG0000118	YCR016W	genemark-flattened_line_0-processed-gene-13.127-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.127&CDS=1-813, genemark-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.45&CDS=1-813
119	OG0000119	YCR017C	snap_masked-flattened_line_0-processed-gene-13.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-13.95&CDS=1-2970, snap_masked-flattened_line_0-processed-gene-5.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.75&CDS=1-2970
120	OG0000120	YCR030C	snap_masked-flattened_line_0-processed-gene-14.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.96&CDS=1-2460, snap_masked-flattened_line_0-processed-gene-5.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.60&CDS=1-2460
121	OG0000121	YCR032W	snap_masked-flattened_line_0-processed-gene-14.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.99&CDS=1-6393, snap_masked-flattened_line_0-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.87&CDS=1-6393
122	OG0000122	YCR033W	snap_masked-flattened_line_0-processed-gene-14.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-14.100&CDS=1-3459, snap_masked-flattened_line_0-processed-gene-5.86-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.86&CDS=1-3459
123	OG0000123	YCR105W, YMR318C	snap_masked-flattened_line_3-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.46&CDS=1-1134
124	OG0000124	YDL075W, YLR406C	snap_masked-flattened_line_36-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.149&CDS=1-408
125	OG0000125	YDL082W, YMR142C	snap_masked-flattened_line_18-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.85&CDS=1-594
126	OG0000126	YDL083C, YMR143W	snap_masked-flattened_line_18-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.64&CDS=1-429
127	OG0000127	YDL092W	maker-flattened_line_14-snap-gene-2.99-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.99&CDS=1-318, snap_masked-flattened_line_18-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.95&CDS=1-402
128	OG0000128	YDL131W, YDL182W	snap_masked-flattened_line_1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.11&CDS=1-1179
129	OG0000129	YDL134C, YDL188C	snap_masked-flattened_line_5-processed-gene-4.84-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.84&CDS=1-1119
130	OG0000130	YDL136W, YDL191W	augustus_masked-flattened_line_5-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.113&CDS=1-360
131	OG0000131	YDL137W, YDL192W	augustus_masked-flattened_line_5-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.112&CDS=1-543
132	OG0000132	YDL138W, YDL194W	snap_masked-flattened_line_5-processed-gene-4.63-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.63&CDS=1-3204
133	OG0000133	YDL222C, YNL194C	augustus_masked-flattened_line_12-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.58&CDS=1-2925
134	OG0000134	YDL229W, YNL209W	snap_masked-flattened_line_12-processed-gene-4.130-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.130&CDS=1-1839
135	OG0000135	YDL246C, YJR159W	snap_masked-flattened_line_5-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.55&CDS=1-1059
136	OG0000136	YDR100W	snap_masked-flattened_line_0-processed-gene-15.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.108&CDS=1-417, snap_masked-flattened_line_0-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.145&CDS=1-417
137	OG0000137	YDR101C	snap_masked-flattened_line_0-processed-gene-15.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.125&CDS=1-1731, snap_masked-flattened_line_0-processed-gene-3.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.125&CDS=1-1731
138	OG0000138	YDR103W	augustus_masked-flattened_line_0-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.94&CDS=1-2220, snap_masked-flattened_line_0-processed-gene-15.110-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.110&CDS=1-2220
139	OG0000139	YDR104C	snap_masked-flattened_line_0-processed-gene-15.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.126&CDS=1-3546, snap_masked-flattened_line_0-processed-gene-3.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.124&CDS=1-3546
140	OG0000140	YDR105C	snap_masked-flattened_line_0-processed-gene-15.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.127&CDS=1-1236, snap_masked-flattened_line_0-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.123&CDS=1-1236
141	OG0000141	YDR108W	snap_masked-flattened_line_0-processed-gene-15.112-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.112&CDS=1-2019, snap_masked-flattened_line_0-processed-gene-3.141-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.141&CDS=1-2019
142	OG0000142	YDR109C	snap_masked-flattened_line_0-processed-gene-15.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.132&CDS=1-2178, snap_masked-flattened_line_0-processed-gene-3.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.118&CDS=1-2178
143	OG0000143	YDR110W	snap_masked-flattened_line_0-processed-gene-16.52-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.52&CDS=1-1392, snap_masked-flattened_line_0-processed-gene-3.138-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.138&CDS=1-1392
144	OG0000144	YDR113C	augustus_masked-flattened_line_0-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.70&CDS=1-963, snap_masked-flattened_line_0-processed-gene-16.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.57&CDS=1-963
145	OG0000145	YDR115W	snap_masked-flattened_line_0-processed-gene-16.55-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.55&CDS=1-330, snap_masked-flattened_line_0-processed-gene-3.135-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.135&CDS=1-330
146	OG0000146	YDR116C	snap_masked-flattened_line_0-processed-gene-16.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.58&CDS=1-840, snap_masked-flattened_line_0-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.113&CDS=1-840
147	OG0000147	YDR117C	snap_masked-flattened_line_0-processed-gene-16.59-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.59&CDS=1-1677, snap_masked-flattened_line_0-processed-gene-3.112-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.112&CDS=1-1677
148	OG0000148	YDR118W	snap_masked-flattened_line_0-processed-gene-16.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.60&CDS=1-1866, snap_masked-flattened_line_0-processed-gene-3.134-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.134&CDS=1-1866
149	OG0000149	YDR119W-A	snap_masked-flattened_line_0-processed-gene-16.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.63&CDS=1-189, snap_masked-flattened_line_0-processed-gene-3.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.131&CDS=1-189
150	OG0000150	YDR120C	snap_masked-flattened_line_0-processed-gene-16.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.78&CDS=1-1641, snap_masked-flattened_line_0-processed-gene-3.111-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.111&CDS=1-1641
151	OG0000151	YDR121W	snap_masked-flattened_line_0-processed-gene-16.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.64&CDS=1-501, snap_masked-flattened_line_0-processed-gene-3.130-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.130&CDS=1-501
152	OG0000152	YDR122W	snap_masked-flattened_line_0-processed-gene-16.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.65&CDS=1-3381, snap_masked-flattened_line_0-processed-gene-3.129-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.129&CDS=1-3381
153	OG0000153	YDR123C	augustus_masked-flattened_line_0-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.63&CDS=1-891, snap_masked-flattened_line_0-processed-gene-16.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.82&CDS=1-891
154	OG0000154	YDR124W	snap_masked-flattened_line_0-processed-gene-16.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.66&CDS=1-939, snap_masked-flattened_line_0-processed-gene-3.128-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.128&CDS=1-939
155	OG0000155	YDR125C	snap_masked-flattened_line_0-processed-gene-16.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.84&CDS=1-1293, snap_masked-flattened_line_0-processed-gene-3.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.105&CDS=1-1293
156	OG0000156	YDR127W	augustus_masked-flattened_line_0-processed-gene-16.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.111&CDS=1-5721, augustus_masked-flattened_line_0-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.81&CDS=1-5721
157	OG0000157	YDR128W	maker-flattened_line_0-augustus-gene-16.141-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-16.141&CDS=1-4497, maker-flattened_line_0-augustus-gene-3.52-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.52&CDS=1-4497
158	OG0000158	YDR129C	maker-flattened_line_0-snap-gene-16.49-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-16.49&CDS=1-1923, maker-flattened_line_0-snap-gene-3.49-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.49&CDS=1-1923
159	OG0000159	YDR131C	genemark-flattened_line_0-processed-gene-16.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-16.39&CDS=1-1557, snap_masked-flattened_line_0-processed-gene-2.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.30&CDS=1-2235
160	OG0000160	YDR132C	snap_masked-flattened_line_0-processed-gene-16.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.92&CDS=1-1368, snap_masked-flattened_line_0-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.29&CDS=1-1368
161	OG0000161	YDR134C	snap_masked-flattened_line_0-processed-gene-16.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.93&CDS=1-387, snap_masked-flattened_line_0-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.28&CDS=1-387
162	OG0000162	YDR135C	snap_masked-flattened_line_0-processed-gene-16.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.94&CDS=1-4554, snap_masked-flattened_line_0-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.27&CDS=1-4554
163	OG0000163	YDR137W	snap_masked-flattened_line_0-processed-gene-16.74-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.74&CDS=1-1917, snap_masked-flattened_line_0-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.43&CDS=1-1917
164	OG0000164	YDR138W	snap_masked-flattened_line_0-processed-gene-16.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-16.75&CDS=1-2325, snap_masked-flattened_line_0-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.42&CDS=1-2325
165	OG0000165	YDR140W	snap_masked-flattened_line_0-processed-gene-17.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.96&CDS=1-675, snap_masked-flattened_line_0-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.39&CDS=1-675
166	OG0000166	YDR141C	snap_masked-flattened_line_0-processed-gene-17.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.98&CDS=1-5763, snap_masked-flattened_line_0-processed-gene-2.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.23&CDS=1-5763
167	OG0000167	YDR142C	snap_masked-flattened_line_0-processed-gene-17.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.99&CDS=1-1101, snap_masked-flattened_line_0-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.22&CDS=1-1101
168	OG0000168	YDR143C	augustus_masked-flattened_line_0-processed-gene-17.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.60&CDS=1-1740, snap_masked-flattened_line_0-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.21&CDS=1-1740
169	OG0000169	YDR145W	snap_masked-flattened_line_0-processed-gene-17.101-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.101&CDS=1-1524, snap_masked-flattened_line_0-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.37&CDS=1-1524
170	OG0000170	YDR148C	snap_masked-flattened_line_0-processed-gene-17.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.131&CDS=1-1347, snap_masked-flattened_line_0-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.15&CDS=1-1347
171	OG0000171	YDR150W	augustus_masked-flattened_line_0-processed-gene-17.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-17.66&CDS=1-7149, snap_masked-flattened_line_0-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.33&CDS=1-7149
172	OG0000172	YDR151C	snap_masked-flattened_line_0-processed-gene-17.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.132&CDS=1-738, snap_masked-flattened_line_0-processed-gene-2.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.14&CDS=1-738
173	OG0000173	YDR152W	snap_masked-flattened_line_0-processed-gene-17.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.106&CDS=1-768, snap_masked-flattened_line_0-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.32&CDS=1-768
174	OG0000174	YDR153C	snap_masked-flattened_line_0-processed-gene-17.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.133&CDS=1-1068, snap_masked-flattened_line_0-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.13&CDS=1-1068
