	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034979_Cyberlindnera_misumaiensis
60	OG0000060	YBR015C	snap_masked-flattened_line_28-processed-gene-0.206-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.206&CDS=1-2019, snap_masked-flattened_line_75-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.136&CDS=1-1734, snap_masked-flattened_line_8-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.124&CDS=1-1632
61	OG0000061	YBR019C, YHR210C, YNR071C	snap_masked-flattened_line_101-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.14&CDS=1-984
62	OG0000062	YBR025C, YHL014C	maker-flattened_line_0-augustus-gene-3.54-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.54&CDS=1-2136, maker-flattened_line_2-augustus-gene-4.128-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.128&CDS=1-2682
63	OG0000063	YBR038W, YNL192W	snap_masked-flattened_line_0-processed-gene-6.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.15&CDS=1-2988, snap_masked-flattened_line_2-processed-gene-3.136-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.136&CDS=1-2952
64	OG0000064	YBR104W, YPR058W	snap_masked-flattened_line_12-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.148&CDS=1-891, snap_masked-flattened_line_12-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.149&CDS=1-900
65	OG0000065	YBR118W, YPR080W	augustus_masked-flattened_line_217-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_217-processed-gene-0.5&CDS=1-711, augustus_masked-flattened_line_79-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.0&CDS=1-711
66	OG0000066	YBR132C	snap_masked-flattened_line_0-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.103&CDS=1-1737, snap_masked-flattened_line_16-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.179&CDS=1-1647, snap_masked-flattened_line_95-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.5&CDS=1-1641
67	OG0000067	YBR139W, YMR297W	augustus_masked-flattened_line_34-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.259&CDS=1-1506, maker-flattened_line_159-augustus-gene-0.21-mRNA-1_1&gene=maker-flattened_line_159-augustus-gene-0.21&CDS=1-1926
68	OG0000068	YBR150C, YOL089C	maker-flattened_line_18-snap-gene-1.104-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.104&CDS=1-4887, snap_masked-flattened_line_6-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.37&CDS=1-1566
69	OG0000069	YBR212W, YHR086W	snap_masked-flattened_line_0-processed-gene-4.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.44&CDS=1-1269, snap_masked-flattened_line_4-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.105&CDS=1-1461
70	OG0000070	YBR245C, YOR304W	snap_masked-flattened_line_12-processed-gene-2.167-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.167&CDS=1-3129, snap_masked-flattened_line_4-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.122&CDS=1-3036
71	OG0000071	YBR263W, YLR058C	snap_masked-flattened_line_101-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.17&CDS=1-1470, snap_masked-flattened_line_4-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.84&CDS=1-1407
72	OG0000072	YCL037C, YDR515W	snap_masked-flattened_line_4-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.74&CDS=1-1425, snap_masked-flattened_line_65-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.122&CDS=1-1146
73	OG0000073	YCL067C, YCR039C, YCR096C	maker-flattened_line_0-augustus-gene-2.73-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.73&CDS=1-600
74	OG0000074	YCR102C, YLR460C, YNL134C	snap_masked-flattened_line_69-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.6&CDS=1-1095
75	OG0000075	YDL025C, YOR267C	genemark-flattened_line_53-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.90&CDS=1-1446, snap_masked-flattened_line_10-processed-gene-2.183-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.183&CDS=1-1515
76	OG0000076	YDL082W, YMR142C	snap_masked-flattened_line_14-processed-gene-1.310-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.310&CDS=1-594, snap_masked-flattened_line_22-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.106&CDS=1-594
77	OG0000077	YDL091C, YML013W	snap_masked-flattened_line_28-processed-gene-0.223-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.223&CDS=1-1506, snap_masked-flattened_line_47-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.112&CDS=1-1500
78	OG0000078	YDL113C, YDR425W	snap_masked-flattened_line_28-processed-gene-0.276-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.276&CDS=1-1599, snap_masked-flattened_line_47-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.115&CDS=1-1488
79	OG0000079	YDL114W, YLR426W	snap_masked-flattened_line_18-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.153&CDS=1-1005, snap_masked-flattened_line_49-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.158&CDS=1-906
80	OG0000080	YDL174C	snap_masked-flattened_line_10-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.163&CDS=1-1392, snap_masked-flattened_line_28-processed-gene-0.260-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.260&CDS=1-1683, snap_masked-flattened_line_45-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.49&CDS=1-1656
81	OG0000081	YDL206W, YER022W	maker-flattened_line_6-augustus-gene-2.219-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.219&CDS=1-3360, snap_masked-flattened_line_18-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.109&CDS=1-1887
82	OG0000082	YDR037W, YNL073W	snap_masked-flattened_line_18-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.156&CDS=1-1569, snap_masked-flattened_line_26-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.189&CDS=1-1755
83	OG0000083	YDR038C, YDR039C, YDR040C	augustus_masked-flattened_line_12-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.147&CDS=1-3162
84	OG0000084	YDR103W, YJL157C	augustus_masked-flattened_line_111-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.20&CDS=1-1500, snap_masked-flattened_line_161-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.0&CDS=1-2754
85	OG0000085	YDR135C, YLL015W	snap_masked-flattened_line_24-processed-gene-0.248-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.248&CDS=1-4551, snap_masked-flattened_line_65-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.116&CDS=1-4401
86	OG0000086	YDR144C, YLR120C, YLR121C	snap_masked-flattened_line_26-processed-gene-0.173-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.173&CDS=1-1797
87	OG0000087	YDR216W, YML081W	snap_masked-flattened_line_109-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.9&CDS=1-2721, snap_masked-flattened_line_14-processed-gene-1.326-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.326&CDS=1-2952
88	OG0000088	YDR291W, YMR205C	maker-flattened_line_6-augustus-gene-0.101-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.101&CDS=1-7233, snap_masked-flattened_line_75-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.111&CDS=1-2856
89	OG0000089	YDR295C, YPR179C	snap_masked-flattened_line_0-processed-gene-5.157-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.157&CDS=1-1467, snap_masked-flattened_line_77-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.73&CDS=1-1701
90	OG0000090	YDR406W, YOR153W	snap_masked-flattened_line_14-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.114&CDS=1-4497, snap_masked-flattened_line_26-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.196&CDS=1-4488
91	OG0000091	YDR444W, YGL144C	genemark-flattened_line_6-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.116&CDS=1-1977, snap_masked-flattened_line_129-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.34&CDS=1-2070
92	OG0000092	YDR507C, YKL101W	snap_masked-flattened_line_0-processed-gene-4.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.35&CDS=1-3099, snap_masked-flattened_line_123-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.28&CDS=1-3510
93	OG0000093	YER017C, YMR089C	snap_masked-flattened_line_0-processed-gene-5.140-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.140&CDS=1-2454, snap_masked-flattened_line_16-processed-gene-1.147-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.147&CDS=1-2217
94	OG0000094	YER040W	snap_masked-flattened_line_107-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.33&CDS=1-1662, snap_masked-flattened_line_18-processed-gene-1.183-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.183&CDS=1-861, snap_masked-flattened_line_36-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.178&CDS=1-1461
95	OG0000095	YER047C, YPL074W	augustus_masked-flattened_line_111-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_111-processed-gene-0.9&CDS=1-1731, snap_masked-flattened_line_67-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.39&CDS=1-2115
96	OG0000096	YER065C, YPR006C	augustus_masked-flattened_line_89-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.80&CDS=1-2298, snap_masked-flattened_line_79-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.130&CDS=1-1650
97	OG0000097	YER070W, YIL066C	maker-flattened_line_18-augustus-gene-1.90-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.90&CDS=1-4185, snap_masked-flattened_line_36-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.154&CDS=1-2466
98	OG0000098	YER075C, YOR208W	snap_masked-flattened_line_12-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.109&CDS=1-1926, snap_masked-flattened_line_14-processed-gene-1.344-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.344&CDS=1-1701
99	OG0000099	YER103W, YLL024C	snap_masked-flattened_line_105-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.7&CDS=1-1944, snap_masked-flattened_line_14-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.132&CDS=1-1929
100	OG0000100	YER119C, YIL088C	maker-flattened_line_2-snap-gene-2.17-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.17&CDS=1-1434, snap_masked-flattened_line_16-processed-gene-1.200-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.200&CDS=1-1173
101	OG0000101	YER175C, YHR209W	snap_masked-flattened_line_4-processed-gene-3.89-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.89&CDS=1-837, snap_masked-flattened_line_67-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.65&CDS=1-825
102	OG0000102	YFL041W, YMR058W	maker-flattened_line_133-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_133-augustus-gene-0.69&CDS=1-2805, snap_masked-flattened_line_0-processed-gene-4.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.14&CDS=1-1881
103	OG0000103	YFR031C-A, YIL018W	snap_masked-flattened_line_38-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.159&CDS=1-951, snap_masked-flattened_line_38-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.219&CDS=1-951
104	OG0000104	YGL038C, YJR075W	snap_masked-flattened_line_127-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.24&CDS=1-1167, snap_masked-flattened_line_6-processed-gene-2.206-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.206&CDS=1-1146
105	OG0000105	YGL096W, YPL177C	genemark-flattened_line_147-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_147-processed-gene-0.25&CDS=1-648, snap_masked-flattened_line_36-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.176&CDS=1-774
106	OG0000106	YGL147C, YNL067W	snap_masked-flattened_line_123-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.19&CDS=1-573, snap_masked-flattened_line_49-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.116&CDS=1-573
107	OG0000107	YGR052W, YHR082C	snap_masked-flattened_line_12-processed-gene-2.163-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.163&CDS=1-1956, snap_masked-flattened_line_28-processed-gene-0.283-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.283&CDS=1-1197
108	OG0000108	YGR086C, YPL004C	snap_masked-flattened_line_10-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.24&CDS=1-909, snap_masked-flattened_line_53-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.23&CDS=1-915
109	OG0000109	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
110	OG0000110	YGR138C, YPR156C	snap_masked-flattened_line_38-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.165&CDS=1-1764, snap_masked-flattened_line_38-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.213&CDS=1-1764
111	OG0000111	YGR184C, YLR024C	snap_masked-flattened_line_127-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.21&CDS=1-5586, snap_masked-flattened_line_127-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.8&CDS=1-5850
112	OG0000112	YHL019C, YPL259C	snap_masked-flattened_line_0-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.88&CDS=1-1368, snap_masked-flattened_line_24-processed-gene-0.291-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.291&CDS=1-1281
113	OG0000113	YHR023W, YOR326W	maker-flattened_line_97-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_97-snap-gene-0.76&CDS=1-4665, snap_masked-flattened_line_123-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.26&CDS=1-5562
114	OG0000114	YHR031C, YML061C	snap_masked-flattened_line_123-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_123-processed-gene-0.10&CDS=1-2040, snap_masked-flattened_line_26-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.164&CDS=1-2694
115	OG0000115	YHR032W	snap_masked-flattened_line_184-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.0&CDS=1-1449, snap_masked-flattened_line_34-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.53&CDS=1-1662, snap_masked-flattened_line_6-processed-gene-2.167-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.167&CDS=1-1602
116	OG0000116	YHR050W, YOL122C	snap_masked-flattened_line_2-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.55&CDS=1-1653, snap_masked-flattened_line_34-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.103&CDS=1-1728
117	OG0000117	YHR179W, YPL171C	snap_masked-flattened_line_225-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_225-processed-gene-0.4&CDS=1-1260, snap_masked-flattened_line_248-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_248-processed-gene-0.2&CDS=1-1260
118	OG0000118	YIL002C, YOR109W	snap_masked-flattened_line_18-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.188&CDS=1-3396, snap_masked-flattened_line_24-processed-gene-0.224-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.224&CDS=1-2643
119	OG0000119	YIL038C, YPR072W	snap_masked-flattened_line_36-processed-gene-0.211-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.211&CDS=1-1803, snap_masked-flattened_line_73-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.83&CDS=1-1557
120	OG0000120	YIL126W, YOR290C	maker-flattened_line_39-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_39-snap-gene-0.101&CDS=1-4326, snap_masked-flattened_line_91-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.109&CDS=1-3741
121	OG0000121	YIL130W, YJL206C	snap_masked-flattened_line_105-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.11&CDS=1-1890, snap_masked-flattened_line_91-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.104&CDS=1-2409
122	OG0000122	YIL159W, YNL271C	augustus_masked-flattened_line_2-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.21&CDS=1-4476, snap_masked-flattened_line_0-processed-gene-4.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.49&CDS=1-4764
123	OG0000123	YIR017C, YNL103W	snap_masked-flattened_line_2-processed-gene-4.44-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.44&CDS=1-1122, snap_masked-flattened_line_24-processed-gene-0.218-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.218&CDS=1-495
124	OG0000124	YJL081C, YPR034W	genemark-flattened_line_53-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.110&CDS=1-1134, snap_masked-flattened_line_55-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.101&CDS=1-1398
125	OG0000125	YJL089W, YMR280C	genemark-flattened_line_26-processed-gene-0.250-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.250&CDS=1-2703, snap_masked-flattened_line_45-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.32&CDS=1-2331
126	OG0000126	YJR061W, YKL201C	augustus_masked-flattened_line_4-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.39&CDS=1-2256, snap_masked-flattened_line_47-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.105&CDS=1-1479
127	OG0000127	YJR116W, YPR114W	snap_masked-flattened_line_18-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.107&CDS=1-873, snap_masked-flattened_line_6-processed-gene-2.192-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.192&CDS=1-801
128	OG0000128	YJR131W, YLR057W	maker-flattened_line_41-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_41-snap-gene-0.89&CDS=1-2100, snap_masked-flattened_line_14-processed-gene-1.265-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.265&CDS=1-1965
129	OG0000129	YJR152W	snap_masked-flattened_line_113-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.97&CDS=1-1518, snap_masked-flattened_line_57-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.139&CDS=1-1542, snap_masked-flattened_line_69-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.15&CDS=1-1578
130	OG0000130	YLL062C, YMR321C, YPL273W	snap_masked-flattened_line_6-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.19&CDS=1-882
131	OG0000131	YLR034C, YMR238W	maker-flattened_line_0-augustus-gene-3.53-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.53&CDS=1-2862, snap_masked-flattened_line_0-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.22&CDS=1-1356
132	OG0000132	YLR188W, YPL270W	augustus_masked-flattened_line_119-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.81&CDS=1-2010, augustus_masked-flattened_line_45-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.201&CDS=1-2208
133	OG0000133	YLR237W, YOR071C, YOR192C	snap_masked-flattened_line_184-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.2&CDS=1-1680
