	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035691_Candida_salmanticensis
74	OG0000074	YFR004W, YLR073C	genemark-flattened_line_46-processed-gene-0.251-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.251&CDS=1-933, genemark-flattened_line_70-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.93&CDS=1-1275
75	OG0000075	YGL043W, YKL005C	genemark-flattened_line_10-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.131&CDS=1-897, genemark-flattened_line_30-processed-gene-1.225-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.225&CDS=1-2007
76	OG0000076	YGL120C, YNR011C	genemark-flattened_line_0-processed-gene-6.115-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.115&CDS=1-2265, genemark-flattened_line_62-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.128&CDS=1-2955
77	OG0000077	YGL138C	augustus_masked-flattened_line_0-processed-gene-8.185-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.185&CDS=1-996, genemark-flattened_line_2-processed-gene-5.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.117&CDS=1-954, snap_masked-flattened_line_60-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.113&CDS=1-1464
78	OG0000078	YGL147C, YNL067W	genemark-flattened_line_18-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.142&CDS=1-570, genemark-flattened_line_4-processed-gene-4.143-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.143&CDS=1-567
79	OG0000079	YGL156W	genemark-flattened_line_28-processed-gene-1.255-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.255&CDS=1-3237, maker-flattened_line_24-augustus-gene-1.9-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.9&CDS=1-3825, maker-flattened_line_8-augustus-gene-4.91-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.91&CDS=1-3303
80	OG0000080	YGL160W, YLR047C	genemark-flattened_line_2-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.145&CDS=1-1812, genemark-flattened_line_42-processed-gene-0.292-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.292&CDS=1-1629
81	OG0000081	YGL227W, YMR171C	genemark-flattened_line_14-processed-gene-3.221-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.221&CDS=1-2463, genemark-flattened_line_66-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.91&CDS=1-1305
82	OG0000082	YGR026W, YLL023C	genemark-flattened_line_18-processed-gene-2.59-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.59&CDS=1-834, snap_masked-flattened_line_0-processed-gene-8.153-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.153&CDS=1-783
83	OG0000083	YGR087C, YLR044C, YLR134W	genemark-flattened_line_14-processed-gene-2.3-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.3&CDS=1-1698
84	OG0000084	YGR192C, YJL052W, YJR009C	genemark-flattened_line_12-processed-gene-5.1-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.1&CDS=1-1008
85	OG0000085	YHR132W-A, YNL157W	genemark-flattened_line_6-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.18&CDS=1-336, genemark-flattened_line_6-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.10&CDS=1-324
86	OG0000086	YHR179W, YPL171C	genemark-flattened_line_106-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.21&CDS=1-1125, genemark-flattened_line_34-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.145&CDS=1-1125
87	OG0000087	YIL121W, YNL065W	genemark-flattened_line_20-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.27&CDS=1-1776, genemark-flattened_line_30-processed-gene-1.236-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.236&CDS=1-1584
88	OG0000088	YIR031C, YNL117W	genemark-flattened_line_2-processed-gene-6.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.19&CDS=1-1644, genemark-flattened_line_32-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.55&CDS=1-1641
89	OG0000089	YIR032C	genemark-flattened_line_2-processed-gene-6.37-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.37&CDS=1-597, genemark-flattened_line_36-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.66&CDS=1-612, genemark-flattened_line_52-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.27&CDS=1-597
90	OG0000090	YIR033W, YKL020C	genemark-flattened_line_22-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.2&CDS=1-3606, genemark-flattened_line_64-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.131&CDS=1-3141
91	OG0000091	YJL044C, YOR070C	genemark-flattened_line_22-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.10&CDS=1-1587, genemark-flattened_line_6-processed-gene-6.235-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.235&CDS=1-1452
92	OG0000092	YJL092W, YOL095C	snap_masked-flattened_line_20-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.169&CDS=1-2334, snap_masked-flattened_line_6-processed-gene-3.150-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.150&CDS=1-2367
93	OG0000093	YJL124C, YJR022W	genemark-flattened_line_10-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.134&CDS=1-447, genemark-flattened_line_72-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.33&CDS=1-291
94	OG0000094	YJL163C	genemark-flattened_line_56-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.91&CDS=1-1701, snap_masked-flattened_line_34-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.63&CDS=1-1377, snap_masked-flattened_line_56-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.77&CDS=1-1728
95	OG0000095	YJL172W, YOL153C	genemark-flattened_line_20-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.37&CDS=1-1887, genemark-flattened_line_34-processed-gene-1.251-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.251&CDS=1-1653
96	OG0000096	YJL194W, YML065W	genemark-flattened_line_22-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.27&CDS=1-1557, genemark-flattened_line_42-processed-gene-0.225-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.225&CDS=1-2133
97	OG0000097	YJR005W, YKL135C	genemark-flattened_line_30-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.110&CDS=1-2244, genemark-flattened_line_40-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.110&CDS=1-2286
98	OG0000098	YJR119C, YMR176W	augustus_masked-flattened_line_34-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.98&CDS=1-2481, snap_masked-flattened_line_0-processed-gene-5.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.126&CDS=1-2379
99	OG0000099	YJR154W	augustus_masked-flattened_line_2-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.157&CDS=1-987, genemark-flattened_line_28-processed-gene-1.301-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.301&CDS=1-1005, genemark-flattened_line_28-processed-gene-1.302-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.302&CDS=1-978
100	OG0000100	YKL188C, YPL147W	genemark-flattened_line_38-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.64&CDS=1-2091, genemark-flattened_line_60-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.135&CDS=1-2343
101	OG0000101	YKR076W, YMR251W	genemark-flattened_line_0-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.123&CDS=1-945, maker-flattened_line_108-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_108-snap-gene-0.9&CDS=1-897
102	OG0000102	YLL062C, YMR321C, YPL273W	genemark-flattened_line_0-processed-gene-6.165-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.165&CDS=1-894
103	OG0000103	YLR090W, YNL064C	genemark-flattened_line_28-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.104&CDS=1-1311, genemark-flattened_line_84-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.33&CDS=1-1239
104	OG0000104	YLR098C, YOR337W	genemark-flattened_line_34-processed-gene-1.250-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.250&CDS=1-1419, genemark-flattened_line_92-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.33&CDS=1-1608
105	OG0000105	YLR144C, YNR067C	genemark-flattened_line_16-processed-gene-2.220-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.220&CDS=1-2178, genemark-flattened_line_6-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.103&CDS=1-2790
106	OG0000106	YML016C	genemark-flattened_line_28-processed-gene-1.243-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.243&CDS=1-957, genemark-flattened_line_38-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.36&CDS=1-1530, genemark-flattened_line_4-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.116&CDS=1-1962
107	OG0000107	YMR073C, YNL111C	genemark-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.27&CDS=1-402, genemark-flattened_line_36-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.42&CDS=1-456
108	OG0000108	YMR209C, YNL092W	genemark-flattened_line_12-processed-gene-4.12-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.12&CDS=1-1161, genemark-flattened_line_82-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.20&CDS=1-1110
109	OG0000109	YNL290W, YOR144C	genemark-flattened_line_8-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.139&CDS=1-1092, snap_masked-flattened_line_8-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.78&CDS=1-2688
110	OG0000110	YOL055C, YPL258C, YPR121W	snap_masked-flattened_line_14-processed-gene-3.43-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.43&CDS=1-1602
111	OG0000111	YOL119C, YOR306C	genemark-flattened_line_20-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.5&CDS=1-1341, genemark-flattened_line_58-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.141&CDS=1-1398
112	OG0000112	YPL088W	genemark-flattened_line_106-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.19&CDS=1-996, genemark-flattened_line_2-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.144&CDS=1-990, genemark-flattened_line_74-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.20&CDS=1-993
113	OG0000113	Q0045, Q0065, Q0070	maker-flattened_line_102-snap-gene-0.29-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.29&CDS=1-465
114	OG0000114	YAL005C, YER103W	genemark-flattened_line_8-processed-gene-5.167-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.167&CDS=1-1944
115	OG0000115	YAL007C, YOR016C	genemark-flattened_line_18-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.116&CDS=1-612
116	OG0000116	YAL015C, YOL043C	genemark-flattened_line_20-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.9&CDS=1-1071
117	OG0000117	YAL017W, YOL045W	genemark-flattened_line_4-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.123&CDS=1-4119
118	OG0000118	YAL018C, YOL048C	snap_masked-flattened_line_0-processed-gene-3.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.7&CDS=1-837
119	OG0000119	YAL034C, YOR338W	genemark-flattened_line_14-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.20&CDS=1-1245
120	OG0000120	YAL060W, YAL061W	genemark-flattened_line_28-processed-gene-1.288-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.288&CDS=1-1227
121	OG0000121	YAL062W, YOR375C	genemark-flattened_line_26-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.94&CDS=1-1362
122	OG0000122	YBL002W, YDR224C	genemark-flattened_line_6-processed-gene-4.12-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.12&CDS=1-402
123	OG0000123	YBL003C, YDR225W	genemark-flattened_line_6-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.33&CDS=1-396
124	OG0000124	YBL009W, YGL021W	genemark-flattened_line_42-processed-gene-0.263-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.263&CDS=1-2139
125	OG0000125	YBL027W, YBR084C-A	genemark-flattened_line_12-processed-gene-4.28-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.28&CDS=1-564
126	OG0000126	YBL043W, YJR115W	genemark-flattened_line_4-processed-gene-5.151-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.151&CDS=1-744
127	OG0000127	YBL056W, YER089C	genemark-flattened_line_50-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.24&CDS=1-1278
128	OG0000128	YBL060W	genemark-flattened_line_0-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.53&CDS=1-2580, maker-flattened_line_8-augustus-gene-3.89-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.89&CDS=1-2415
129	OG0000129	YBL061C, YER096W	genemark-flattened_line_76-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.85&CDS=1-2817
130	OG0000130	YBL067C, YER098W	maker-flattened_line_76-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_76-snap-gene-0.103&CDS=1-2091
131	OG0000131	YBL072C, YER102W	genemark-flattened_line_34-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.195&CDS=1-585
132	OG0000132	YBL079W, YER105C	genemark-flattened_line_24-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.110&CDS=1-4422
133	OG0000133	YBL085W, YER114C	genemark-flattened_line_4-processed-gene-6.66-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.66&CDS=1-3177
134	OG0000134	YBL087C, YER117W	genemark-flattened_line_12-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.36&CDS=1-414
135	OG0000135	YBL089W, YER119C	genemark-flattened_line_4-processed-gene-5.139-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.139&CDS=1-1401
136	OG0000136	YBL091C-A, YER120W	genemark-flattened_line_46-processed-gene-0.244-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.244&CDS=1-786
137	OG0000137	YBL106C, YPR032W	genemark-flattened_line_6-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.2&CDS=1-2955
138	OG0000138	YBR001C, YDR001C	genemark-flattened_line_22-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.9&CDS=1-2262
139	OG0000139	YBR005W, YDR003W	genemark-flattened_line_22-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.16&CDS=1-591
140	OG0000140	YBR007C	genemark-flattened_line_44-processed-gene-0.276-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.276&CDS=1-1587, genemark-flattened_line_60-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.172&CDS=1-1152
141	OG0000141	YBR008C	maker-flattened_line_16-snap-gene-1.141-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.141&CDS=1-3468, snap_masked-flattened_line_110-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.9&CDS=1-1710
142	OG0000142	YBR010W, YNL031C	genemark-flattened_line_0-processed-gene-6.168-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.168&CDS=1-414
143	OG0000143	YBR015C, YJL186W	genemark-flattened_line_10-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.137&CDS=1-1674
144	OG0000144	YBR020W, YDR009W	genemark-flattened_line_36-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.19&CDS=1-1539
145	OG0000145	YBR021W, YIR028W	genemark-flattened_line_2-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.104&CDS=1-1653
146	OG0000146	YBR031W, YDR012W	genemark-flattened_line_26-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.15&CDS=1-1092
147	OG0000147	YBR033W, YKL038W	genemark-flattened_line_4-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.129&CDS=1-3096
148	OG0000148	YBR046C	genemark-flattened_line_18-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.0&CDS=1-993, genemark-flattened_line_22-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.28&CDS=1-1017
149	OG0000149	YBR048W, YDR025W	genemark-flattened_line_66-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.115&CDS=1-471
150	OG0000150	YBR054W, YDR033W	genemark-flattened_line_20-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.26&CDS=1-933
151	OG0000151	YBR066C, YDR043C	genemark-flattened_line_18-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.102&CDS=1-966
152	OG0000152	YBR089C-A, YPR052C	augustus_masked-flattened_line_36-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.149&CDS=1-285
153	OG0000153	YBR104W, YPR058W	maker-flattened_line_22-snap-gene-1.151-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.151&CDS=1-912
154	OG0000154	YBR139W	genemark-flattened_line_46-processed-gene-0.263-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.263&CDS=1-1632, genemark-flattened_line_80-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.16&CDS=1-1497
155	OG0000155	YBR140C, YOL081W	augustus_masked-flattened_line_4-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.96&CDS=1-8208
156	OG0000156	YBR161W, YPL057C	genemark-flattened_line_0-processed-gene-8.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.16&CDS=1-999
157	OG0000157	YBR172C, YPL105C	genemark-flattened_line_46-processed-gene-0.253-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.253&CDS=1-2616
158	OG0000158	YBR181C, YPL090C	genemark-flattened_line_68-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.101&CDS=1-708
159	OG0000159	YBR183W, YPL087W	genemark-flattened_line_24-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.113&CDS=1-858
160	OG0000160	YBR189W, YPL081W	maker-flattened_line_22-snap-gene-2.171-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-2.171&CDS=1-1047
161	OG0000161	YBR214W, YGL056C	augustus_masked-flattened_line_12-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.14&CDS=1-3090
162	OG0000162	YBR216C, YGL060W	snap_masked-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.67&CDS=1-2061
163	OG0000163	YBR239C	genemark-flattened_line_22-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.4&CDS=1-1695, maker-flattened_line_26-snap-gene-1.292-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.292&CDS=1-1491
164	OG0000164	YBR241C, YGL104C	genemark-flattened_line_22-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.29&CDS=1-1305
165	OG0000165	YBR242W, YGL101W	genemark-flattened_line_18-processed-gene-2.28-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.28&CDS=1-660
166	OG0000166	YBR294W, YLR092W	genemark-flattened_line_4-processed-gene-6.28-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.28&CDS=1-2523
167	OG0000167	YCL011C, YNL004W	augustus_masked-flattened_line_40-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.33&CDS=1-1209
168	OG0000168	YCL035C, YDR513W	genemark-flattened_line_30-processed-gene-1.212-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.212&CDS=1-306
169	OG0000169	YCL036W, YDR514C	augustus_masked-flattened_line_58-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.102&CDS=1-936
