	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034957_Hanseniaspora_osmophila
98	OG0000098	YBR172C, YPL105C	genemark-flattened_line_13-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.75&CDS=1-3297
99	OG0000099	YBR177C, YPL095C	genemark-flattened_line_13-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.91&CDS=1-1341
100	OG0000100	YBR181C, YPL090C	snap_masked-flattened_line_13-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.18&CDS=1-732
101	OG0000101	YBR182C, YPL089C	snap_masked-flattened_line_13-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.17&CDS=1-2754
102	OG0000102	YBR183W, YPL087W	genemark-flattened_line_13-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.103&CDS=1-1005
103	OG0000103	YBR189W, YPL081W	snap_masked-flattened_line_13-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.28&CDS=1-576
104	OG0000104	YBR191W, YPL079W	maker-flattened_line_13-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-0.111&CDS=1-480
105	OG0000105	YBR214W, YGL056C	maker-flattened_line_35-snap-gene-0.134-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.134&CDS=1-1779
106	OG0000106	YBR216C, YGL060W	augustus_masked-flattened_line_35-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.50&CDS=1-1980
107	OG0000107	YBR223C	augustus_masked-flattened_line_68-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.108&CDS=1-1860, augustus_masked-flattened_line_68-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.125&CDS=1-1860
108	OG0000108	YBR225W	augustus_masked-flattened_line_35-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.22&CDS=1-2226, augustus_masked-flattened_line_35-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.23&CDS=1-2430
109	OG0000109	YBR238C, YGL107C	snap_masked-flattened_line_101-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.74&CDS=1-2616
110	OG0000110	YBR241C, YGL104C	genemark-flattened_line_244-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_244-processed-gene-0.4&CDS=1-1641
111	OG0000111	YBR242W, YGL101W	genemark-flattened_line_186-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.44&CDS=1-657
112	OG0000112	YBR244W, YIR037W	genemark-flattened_line_186-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.37&CDS=1-486
113	OG0000113	YBR273C, YJL048C	genemark-flattened_line_29-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.118&CDS=1-1374
114	OG0000114	YBR278W, YJL065C	augustus_masked-flattened_line_29-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.23&CDS=1-966
115	OG0000115	YBR284W, YJL070C	augustus_masked-flattened_line_29-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.46&CDS=1-2529
116	OG0000116	YBR294W, YLR092W	maker-flattened_line_51-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_51-snap-gene-0.49&CDS=1-5133
117	OG0000117	YCL011C, YNL004W	genemark-flattened_line_111-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_111-processed-gene-0.33&CDS=1-1551
118	OG0000118	YCL024W, YDR507C	augustus_masked-flattened_line_8-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.54&CDS=1-4671
119	OG0000119	YCL035C, YDR513W	augustus_masked-flattened_line_8-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.62&CDS=1-327
120	OG0000120	YCL036W, YDR514C	genemark-flattened_line_8-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.138&CDS=1-1638
121	OG0000121	YCL040W, YDR516C	genemark-flattened_line_8-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.115&CDS=1-1644
122	OG0000122	YCL048W, YDR522C	genemark-flattened_line_8-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.142&CDS=1-1374
123	OG0000123	YCL050C, YDR530C	genemark-flattened_line_8-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.125&CDS=1-1107
124	OG0000124	YCL068C, YCR038C	snap_masked-flattened_line_37-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.205&CDS=1-4086
125	OG0000125	YCR026C, YEL016C	augustus_masked-flattened_line_77-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.40&CDS=1-4038
126	OG0000126	YCR031C, YJL191W	augustus_masked-flattened_line_37-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.62&CDS=1-471
127	OG0000127	YCR037C, YJL198W	snap_masked-flattened_line_37-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.204&CDS=1-3063
128	OG0000128	YCR048W, YNR019W	snap_masked-flattened_line_64-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.40&CDS=1-2064
129	OG0000129	YCR067C, YNR026C	genemark-flattened_line_64-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.111&CDS=1-3246
130	OG0000130	YCR073C, YNR031C	snap_masked-flattened_line_15-processed-gene-1.138-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.138&CDS=1-5850
131	OG0000131	YCR073W-A, YNR034W	genemark-flattened_line_15-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.97&CDS=1-1125
132	OG0000132	YCR106W, YLL054C	snap_masked-flattened_line_226-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_226-processed-gene-0.15&CDS=1-2625
133	OG0000133	YDL021W, YOL056W	genemark-flattened_line_41-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.67&CDS=1-1095
134	OG0000134	YDL022W, YOL059W	genemark-flattened_line_144-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.35&CDS=1-1209
135	OG0000135	YDL042C, YOL068C	snap_masked-flattened_line_57-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.51&CDS=1-2289
136	OG0000136	YDL070W, YLR399C	snap_masked-flattened_line_53-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.32&CDS=1-2757
137	OG0000137	YDL075W, YLR406C	snap_masked-flattened_line_53-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.37&CDS=1-306
138	OG0000138	YDL082W, YMR142C	augustus_masked-flattened_line_23-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.33&CDS=1-600
139	OG0000139	YDL083C, YMR143W	augustus_masked-flattened_line_23-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.9&CDS=1-426
140	OG0000140	YDL109C, YGL144C	genemark-flattened_line_23-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.115&CDS=1-1977
141	OG0000141	YDL116W, YDL117W	genemark-flattened_line_0-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.100&CDS=1-5112
142	OG0000142	YDL127W, YDL179W	genemark-flattened_line_21-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.47&CDS=1-1203
143	OG0000143	YDL134C, YDL188C	genemark-flattened_line_21-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.60&CDS=1-1062
144	OG0000144	YDL136W, YDL191W	snap_masked-flattened_line_95-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.70&CDS=1-363
145	OG0000145	YDL137W, YDL192W	genemark-flattened_line_95-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.12&CDS=1-543
146	OG0000146	YDL138W, YDL194W	snap_masked-flattened_line_95-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.67&CDS=1-3504
147	OG0000147	YDL155W, YLR210W	genemark-flattened_line_21-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.75&CDS=1-1686
148	OG0000148	YDL222C, YNL194C	augustus_masked-flattened_line_17-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.70&CDS=1-1332
149	OG0000149	YDL224C, YNL197C	genemark-flattened_line_17-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.121&CDS=1-2169
150	OG0000150	YDR069C, YER144C	genemark-flattened_line_79-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.17&CDS=1-2772
151	OG0000151	YDR092W	genemark-flattened_line_394-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_394-processed-gene-0.1&CDS=1-450, genemark-flattened_line_404-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_404-processed-gene-0.0&CDS=1-450
152	OG0000152	YDR096W, YER169W	snap_masked-flattened_line_51-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.48&CDS=1-4791
153	OG0000153	YDR098C, YER174C	genemark-flattened_line_51-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.116&CDS=1-780
154	OG0000154	YDR099W, YER177W	genemark-flattened_line_51-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.137&CDS=1-846
155	OG0000155	YDR107C, YLR083C	snap_masked-flattened_line_51-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.16&CDS=1-1911
156	OG0000156	YDR122W, YLR096W	snap_masked-flattened_line_51-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.26&CDS=1-4413
157	OG0000157	YDR125C, YLR099C	augustus_masked-flattened_line_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.86&CDS=1-1314
158	OG0000158	YDR132C, YLR108C	genemark-flattened_line_150-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.13&CDS=1-1851
159	OG0000159	YDR134C, YLR110C	genemark-flattened_line_150-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.12&CDS=1-375
160	OG0000160	YDR146C, YLR131C	snap_masked-flattened_line_27-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.22&CDS=1-3348
161	OG0000161	YDR151C, YLR136C	genemark-flattened_line_27-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.88&CDS=1-1320
162	OG0000162	YDR185C, YLR168C	genemark-flattened_line_11-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.27&CDS=1-612
163	OG0000163	YDR200C, YLR238W	genemark-flattened_line_11-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.13&CDS=1-2397
164	OG0000164	YDR206W, YLR233C	snap_masked-flattened_line_11-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.170&CDS=1-3381
165	OG0000165	YDR213W, YLR228C	maker-flattened_line_11-snap-gene-1.122-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-1.122&CDS=1-2769
166	OG0000166	YDR247W, YPL026C	genemark-flattened_line_11-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.55&CDS=1-2235
167	OG0000167	YDR251W, YPL032C	augustus_masked-flattened_line_11-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.17&CDS=1-3594
168	OG0000168	YDR253C, YPL038W	genemark-flattened_line_11-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.36&CDS=1-861
169	OG0000169	YDR263C, YOR033C	augustus_masked-flattened_line_248-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_248-processed-gene-0.0&CDS=1-2385
170	OG0000170	YDR272W, YOR040W	genemark-flattened_line_2-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.132&CDS=1-846
171	OG0000171	YDR277C, YOR047C	genemark-flattened_line_2-processed-gene-2.96-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.96&CDS=1-1506
172	OG0000172	YDR303C, YHR056C	augustus_masked-flattened_line_81-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.54&CDS=1-3492
173	OG0000173	YDR312W, YHR066W	genemark-flattened_line_81-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.101&CDS=1-1431
174	OG0000174	YDR326C, YHR080C	snap_masked-flattened_line_55-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.27&CDS=1-4695
175	OG0000175	YDR348C, YHR097C	genemark-flattened_line_31-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.147&CDS=1-1545
176	OG0000176	YDR351W, YHR103W	snap_masked-flattened_line_2-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.37&CDS=1-3501
177	OG0000177	YDR368W, YOR120W	genemark-flattened_line_39-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.100&CDS=1-939
178	OG0000178	YDR379W, YOR127W	genemark-flattened_line_39-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.146&CDS=1-3864
179	OG0000179	YDR385W, YOR133W	genemark-flattened_line_39-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.111&CDS=1-2526
180	OG0000180	YDR409W, YOR156C	genemark-flattened_line_2-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.39&CDS=1-2220
181	OG0000181	YDR418W, YEL054C	genemark-flattened_line_166-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.16&CDS=1-495
182	OG0000182	YDR447C, YML024W	snap_masked-flattened_line_31-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.44&CDS=1-483
183	OG0000183	YDR450W, YML026C	genemark-flattened_line_31-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.93&CDS=1-414
184	OG0000184	YDR451C, YML027W	genemark-flattened_line_31-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.128&CDS=1-1758
185	OG0000185	YDR453C, YML028W	genemark-flattened_line_31-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.129&CDS=1-588
186	OG0000186	YDR463W, YHR006W	genemark-flattened_line_31-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.103&CDS=1-2526
187	OG0000187	YDR471W, YHR010W	snap_masked-flattened_line_55-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.47&CDS=1-408
188	OG0000188	YDR475C, YOR019W	snap_masked-flattened_line_55-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.18&CDS=1-2712
189	OG0000189	YDR484W	snap_masked-flattened_line_57-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.29&CDS=1-1677, snap_masked-flattened_line_57-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.46&CDS=1-1677
190	OG0000190	YDR497C, YOL103W	genemark-flattened_line_152-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.29&CDS=1-1920
191	OG0000191	YDR500C, YLR185W	snap_masked-flattened_line_8-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.96&CDS=1-264
192	OG0000192	YDR501W, YLR183C	genemark-flattened_line_8-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.19&CDS=1-1713
193	OG0000193	YDR505C, YLR177W	genemark-flattened_line_8-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.22&CDS=1-3066
194	OG0000194	YDR525W-A, YJL151C	genemark-flattened_line_204-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_204-processed-gene-0.24&CDS=1-384
195	OG0000195	YEL006W, YIL006W	genemark-flattened_line_222-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_222-processed-gene-0.10&CDS=1-3450
196	OG0000196	YEL007W, YHR177W	snap_masked-flattened_line_222-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.1&CDS=1-1509
197	OG0000197	YEL034W, YJR047C	genemark-flattened_line_33-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.89&CDS=1-471
198	OG0000198	YEL039C, YJR048W	genemark-flattened_line_33-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.123&CDS=1-324
199	OG0000199	YEL041W, YJR049C	snap_masked-flattened_line_33-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.5&CDS=1-2436
200	OG0000200	YEL047C, YJR051W	genemark-flattened_line_33-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.95&CDS=1-1467
201	OG0000201	YEL072W	genemark-flattened_line_162-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.21&CDS=1-666, snap_masked-flattened_line_162-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_162-processed-gene-0.2&CDS=1-666
202	OG0000202	YER027C, YGL208W	augustus_masked-flattened_line_15-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.66&CDS=1-1857
203	OG0000203	YER028C, YGL209W	genemark-flattened_line_15-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.32&CDS=1-1566
204	OG0000204	YER032W	snap_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.81&CDS=1-2367, snap_masked-flattened_line_10-processed-gene-1.245-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.245&CDS=1-2367
205	OG0000205	YER034W	snap_masked-flattened_line_10-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.85&CDS=1-753, snap_masked-flattened_line_10-processed-gene-1.241-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.241&CDS=1-753
206	OG0000206	YER036C	genemark-flattened_line_10-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.29&CDS=1-1824, genemark-flattened_line_10-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.118&CDS=1-1824
207	OG0000207	YER040W	snap_masked-flattened_line_10-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.109&CDS=1-3345, snap_masked-flattened_line_10-processed-gene-1.200-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.200&CDS=1-3345
208	OG0000208	YER041W	augustus_masked-flattened_line_10-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.70&CDS=1-1629, augustus_masked-flattened_line_10-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.31&CDS=1-1629
209	OG0000209	YER042W	genemark-flattened_line_10-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.32&CDS=1-552, genemark-flattened_line_10-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.115&CDS=1-552
210	OG0000210	YER043C	genemark-flattened_line_10-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.34&CDS=1-1347, genemark-flattened_line_10-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.113&CDS=1-1347
211	OG0000211	YER045C, YIL036W	augustus_masked-flattened_line_43-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.133&CDS=1-1797
212	OG0000212	YER056C-A, YIL052C	genemark-flattened_line_43-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.216&CDS=1-330
213	OG0000213	YER059W, YIL050W	augustus_masked-flattened_line_43-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.109&CDS=1-2034
214	OG0000214	YER062C, YIL053W	genemark-flattened_line_39-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.116&CDS=1-747
215	OG0000215	YER064C, YIL056W	maker-flattened_line_39-augustus-gene-0.153-mRNA-1_1&gene=maker-flattened_line_39-augustus-gene-0.153&CDS=1-2190
216	OG0000216	YER073W, YOR374W	genemark-flattened_line_142-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.47&CDS=1-1605
217	OG0000217	YER074W, YIL069C	maker-flattened_line_142-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_142-snap-gene-0.38&CDS=1-432
218	OG0000218	YER131W, YGL189C	genemark-flattened_line_440-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_440-processed-gene-0.1&CDS=1-360
219	OG0000219	YER132C, YGL197W	augustus_masked-flattened_line_184-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_184-processed-gene-0.7&CDS=1-6462
