	OrthologID	Saccharomyces_cerevisiae	Yarrowia_keelungensis
31	OG0000031	YBR240C, YDL170W	-processed-gene-20.15-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.15&CDS=1-1554, -processed-gene-30.58-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.58&CDS=1-2406, -processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-4.71&CDS=1-1656
32	OG0000032	YBR297W, YFL052W, YGR288W, YPR196W	-processed-gene-11.42-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-11.42&CDS=1-1770
33	OG0000033	YBR298C, YDL247W, YGR289C, YJR160C	-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-4.30&CDS=1-1503
34	OG0000034	YCL073C, YEL065W, YHL040C, YHL047C, YKR106W	
35	OG0000035	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002317678|dbj|BCJD01000037.1|-processed-gene-0.1&CDS=1-711
36	OG0000036	YIL166C	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-0.14&CDS=1-1629, -processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-3.6&CDS=1-1680, -processed-gene-30.49-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.49&CDS=1-1626, -processed-gene-7.34-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-7.34&CDS=1-1737
37	OG0000037	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
38	OG0000038	YKL222C, YLR266C, YOR162C, YOR172W	-processed-gene-20.9-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.9&CDS=1-2337
39	OG0000039	YLR093C, YOR327C	-processed-gene-1.30-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-1.30&CDS=1-345, -processed-gene-27.33-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-27.33&CDS=1-336, -processed-gene-9.57-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-9.57&CDS=1-678
40	OG0000040	YLR144C, YNR067C	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-0.28&CDS=1-2274, -processed-gene-12.8-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-12.8&CDS=1-2124, -processed-gene-14.80-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-14.80&CDS=1-2823
41	OG0000041	YML116W, YMR279C, YOR378W	-processed-gene-0.12-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-0.12&CDS=1-1626, -processed-gene-24.56-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-24.56&CDS=1-1686
42	OG0000042	YMR110C	-processed-gene-1.22-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-1.22&CDS=1-1605, -processed-gene-10.40-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-10.40&CDS=1-1578, -processed-gene-16.25-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-16.25&CDS=1-1557, -processed-gene-9.71-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-9.71&CDS=1-1440
43	OG0000043	YMR183C, YPL232W	-processed-gene-0.90-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.90&CDS=1-972, -processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-1.101&CDS=1-1182, -processed-gene-19.24-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-19.24&CDS=1-942
44	OG0000044	YMR234W	-processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-1.34&CDS=1-489, -processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-1.69&CDS=1-786, -processed-gene-19.34-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-19.34&CDS=1-747, -processed-gene-5.67-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-5.67&CDS=1-606
45	OG0000045	YBL068W-A, YBL069W, YER101C	-processed-gene-17.61-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.61&CDS=1-1239
46	OG0000046	YBR008C	-processed-gene-18.86-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.86&CDS=1-1260, -processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-2.18&CDS=1-1680, -snap-gene-8.37-mRNA-1_1&gene=maker-gi|1002317709|dbj|BCJD01000006.1|-snap-gene-8.37&CDS=1-3123
47	OG0000047	YBR009C, YNL030W	-processed-gene-16.21-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-16.21&CDS=1-309, -processed-gene-18.34-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.34&CDS=1-309
48	OG0000048	YBR015C, YJL186W	-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-1.10&CDS=1-315, -processed-gene-7.25-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.25&CDS=1-1728
49	OG0000049	YBR072W	-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-2.32&CDS=1-393, -processed-gene-6.34-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-6.34&CDS=1-444, -processed-gene-7.5-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-7.5&CDS=1-477
50	OG0000050	YBR242W, YGL101W	-processed-gene-28.13-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.13&CDS=1-648, -processed-gene-8.81-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.81&CDS=1-648
51	OG0000051	YCL001W-A, YCL001W-B, YNL001W	-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-3.103&CDS=1-1212
52	OG0000052	YCL024W, YDR507C, YKL101W	-processed-gene-17.75-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-17.75&CDS=1-3687
53	OG0000053	YDL056W, YLR182W	-processed-gene-31.88-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-31.88&CDS=1-1917, -processed-gene-5.30-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-5.30&CDS=1-2172
54	OG0000054	YDL138W, YDL194W	-processed-gene-12.30-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.30&CDS=1-1545, -processed-gene-9.63-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-9.63&CDS=1-1128
55	OG0000055	YDR034C	-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-12.67&CDS=1-2109, -processed-gene-9.23-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-9.23&CDS=1-1080, -snap-gene-12.2-mRNA-1_1&gene=maker-gi|1002317710|dbj|BCJD01000005.1|-snap-gene-12.2&CDS=1-1431
56	OG0000056	YDR038C, YDR039C, YDR040C	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.67&CDS=1-3231
57	OG0000057	YDR144C, YLR120C, YLR121C	-processed-gene-22.39-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.39&CDS=1-1608
58	OG0000058	YDR174W	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-2.40&CDS=1-750, -processed-gene-26.137-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.137&CDS=1-729, -processed-gene-9.79-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-9.79&CDS=1-789
59	OG0000059	YER042W	-processed-gene-4.61-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.61&CDS=1-543, -processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-6.107&CDS=1-606, -processed-gene-8.21-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.21&CDS=1-561
60	OG0000060	YER056C, YER060W, YER060W-A	-processed-gene-23.37-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.37&CDS=1-1536
61	OG0000061	YER066W, YFL009W	-processed-gene-2.45-mRNA-1_1&gene=snap_masked-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-2.45&CDS=1-1113, -processed-gene-9.88-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-9.88&CDS=1-2094
62	OG0000062	YER133W, YML016C	-processed-gene-5.135-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-5.135&CDS=1-981, -processed-gene-5.34-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-5.34&CDS=1-1560
63	OG0000063	YFL050C, YOL130W	-processed-gene-27.37-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-27.37&CDS=1-1377, -processed-gene-30.50-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.50&CDS=1-1815
64	OG0000064	YFL059W, YMR096W, YNL333W	-processed-gene-26.25-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.25&CDS=1-897
65	OG0000065	YFL060C, YMR095C, YNL334C	-processed-gene-4.69-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.69&CDS=1-720
66	OG0000066	YGL139W, YPL221W	-processed-gene-4.24-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.24&CDS=1-2148, -processed-gene-4.46-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.46&CDS=1-2301
67	OG0000067	YGL160W, YLR047C	-processed-gene-8.117-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.117&CDS=1-2052, -processed-gene-9.97-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-9.97&CDS=1-1575
68	OG0000068	YGL227W, YMR135C	-processed-gene-24.29-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.29&CDS=1-678, -processed-gene-3.88-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-3.88&CDS=1-1659
69	OG0000069	YGR044C	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-2.58&CDS=1-1359, -processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-3.19&CDS=1-615, -processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.25&CDS=1-1218
70	OG0000070	YGR087C, YLR044C, YLR134W	-processed-gene-24.6-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.6&CDS=1-1800
71	OG0000071	YGR192C, YJL052W, YJR009C	-processed-gene-13.56-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-13.56&CDS=1-1014
72	OG0000072	YGR197C, YJR015W	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-2.53&CDS=1-1341, -processed-gene-8.68-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.68&CDS=1-1047
73	OG0000073	YGR212W	-processed-gene-10.19-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-10.19&CDS=1-1314, -processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-5.62&CDS=1-1323, -processed-gene-7.22-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.22&CDS=1-1386
74	OG0000074	YHL009W-B, YJL113W, YPL060C-A	-processed-gene-20.0-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-20.0&CDS=1-2526
75	OG0000075	YHL016C	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.51&CDS=1-2139, -processed-gene-21.84-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-21.84&CDS=1-1746, -processed-gene-9.64-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-9.64&CDS=1-2232
76	OG0000076	YHR146W, YNL173C	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-2.51&CDS=1-2040, -processed-gene-7.62-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.62&CDS=1-1716
77	OG0000077	YIL031W, YPL020C	-processed-gene-3.43-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-3.43&CDS=1-3321, -processed-gene-4.50-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.50&CDS=1-2187
78	OG0000078	YIL035C, YOR061W	-processed-gene-15.63-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-15.63&CDS=1-1026, -processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-6.68&CDS=1-1017
79	OG0000079	YIR033W, YKL020C	-augustus-gene-2.111-mRNA-1_1&gene=maker-gi|1002317708|dbj|BCJD01000007.1|-augustus-gene-2.111&CDS=1-3831, -processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.53&CDS=1-2865
80	OG0000080	YJL076W, YKR010C	-processed-gene-1.71-mRNA-1_1&gene=snap_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-1.71&CDS=1-3225, -processed-gene-31.6-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-31.6&CDS=1-504
81	OG0000081	YJL079C, YKR013W	-processed-gene-14.77-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-14.77&CDS=1-861, -processed-gene-20.106-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-20.106&CDS=1-945
82	OG0000082	YJL172W, YOL153C	-processed-gene-18.19-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.19&CDS=1-1740, -processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.54&CDS=1-1743
83	OG0000083	YKL081W, YPL048W	-processed-gene-26.29-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.29&CDS=1-1203, -processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.1&CDS=1-1206
84	OG0000084	YKL088W, YKR072C	-processed-gene-13.51-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-13.51&CDS=1-1467, -processed-gene-16.64-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-16.64&CDS=1-1026
85	OG0000085	YKL209C	-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.38&CDS=1-4560, -processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-2.85&CDS=1-3918, -processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-8.33&CDS=1-3762
86	OG0000086	YLL062C, YMR321C, YPL273W	-processed-gene-18.27-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.27&CDS=1-1038
87	OG0000087	YLR380W	-processed-gene-17.81-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-17.81&CDS=1-1233, -processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-2.65&CDS=1-1143, -processed-gene-8.20-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-8.20&CDS=1-1200
88	OG0000088	YMR006C, YMR008C, YOL011W	-processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-2.74&CDS=1-1914
89	OG0000089	YMR169C, YMR170C	-processed-gene-2.46-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-2.46&CDS=1-1488, -processed-gene-20.87-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-20.87&CDS=1-1575
90	OG0000090	YMR316W, YNL165W, YOR385W	-processed-gene-24.80-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.80&CDS=1-831
91	OG0000091	YNL202W	-processed-gene-10.18-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-10.18&CDS=1-864, -processed-gene-29.69-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-29.69&CDS=1-867, -processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-4.7&CDS=1-876
92	OG0000092	YNR064C	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|1002317701|dbj|BCJD01000014.1|-processed-gene-0.83&CDS=1-1059, -processed-gene-25.10-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.10&CDS=1-1044, -processed-gene-4.96-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.96&CDS=1-1056
93	OG0000093	YOL055C, YPL258C, YPR121W	-processed-gene-23.93-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-23.93&CDS=1-1539
94	OG0000094	YOR234C, YPL143W	-processed-gene-24.180-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.180&CDS=1-321, -processed-gene-4.41-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-4.41&CDS=1-321
95	OG0000095	YOR374W	-processed-gene-19.26-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-19.26&CDS=1-1488, -processed-gene-28.7-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.7&CDS=1-1566, -processed-gene-6.25-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-6.25&CDS=1-1488
96	OG0000096	YOR389W, YPL277C, YPL278C	-processed-gene-32.146-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.146&CDS=1-1407
97	OG0000097	YOR390W, YPL279C	-processed-gene-15.41-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-15.41&CDS=1-981, -processed-gene-32.98-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.98&CDS=1-354
98	OG0000098	YAL007C, YOR016C	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.29&CDS=1-624
99	OG0000099	YAL017W, YOL045W	-processed-gene-0.29-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-0.29&CDS=1-3687
100	OG0000100	YAL034C, YOR338W	-processed-gene-18.53-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-18.53&CDS=1-1200
101	OG0000101	YAL051W, YOR363C	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-1.73&CDS=1-2481
102	OG0000102	YAR002C-A, YGL002W	-processed-gene-21.90-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-21.90&CDS=1-642
103	OG0000103	YAR042W, YDL019C	-snap-gene-7.81-mRNA-1_1&gene=maker-gi|1002317711|dbj|BCJD01000004.1|-snap-gene-7.81&CDS=1-3822
104	OG0000104	YBL002W, YDR224C	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.91&CDS=1-417
105	OG0000105	YBL009W, YGL021W	-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-5.103&CDS=1-2778
106	OG0000106	YBL027W, YBR084C-A	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-5.84&CDS=1-570
107	OG0000107	YBL049W	-processed-gene-11.95-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-11.95&CDS=1-348, -processed-gene-7.44-mRNA-1_1&gene=augustus_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-7.44&CDS=1-342
108	OG0000108	YBL056W, YER089C	-processed-gene-10.25-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-10.25&CDS=1-1248
109	OG0000109	YBL060W	-processed-gene-15.80-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-15.80&CDS=1-3378, -processed-gene-30.144-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.144&CDS=1-1875
110	OG0000110	YBL067C, YER098W	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-2.85&CDS=1-2484
111	OG0000111	YBL072C, YER102W	-processed-gene-17.130-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.130&CDS=1-594
112	OG0000112	YBL079W, YER105C	-processed-gene-25.36-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.36&CDS=1-4311
113	OG0000113	YBL085W, YER114C	-processed-gene-20.81-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-20.81&CDS=1-2364
114	OG0000114	YBL087C, YER117W	-processed-gene-24.20-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.20&CDS=1-405
115	OG0000115	YBL089W, YER119C	-processed-gene-12.20-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-12.20&CDS=1-1395
116	OG0000116	YBL091C-A, YER120W	-snap-gene-15.27-mRNA-1_1&gene=maker-gi|1002317713|dbj|BCJD01000002.1|-snap-gene-15.27&CDS=1-1317
117	OG0000117	YBL106C, YPR032W	-processed-gene-5.105-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-5.105&CDS=1-2994
118	OG0000118	YBR001C, YDR001C	-processed-gene-11.30-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-11.30&CDS=1-1059
119	OG0000119	YBR005W, YDR003W	-processed-gene-3.4-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-3.4&CDS=1-495
120	OG0000120	YBR010W, YNL031C	-processed-gene-18.16-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.16&CDS=1-417
121	OG0000121	YBR014C, YDL010W	-processed-gene-21.28-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-21.28&CDS=1-627
122	OG0000122	YBR020W, YDR009W	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-5.16&CDS=1-1437
123	OG0000123	YBR021W, YIR028W	-processed-gene-15.6-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-15.6&CDS=1-1749
124	OG0000124	YBR031W, YDR012W	-processed-gene-12.23-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.23&CDS=1-1089
125	OG0000125	YBR048W, YDR025W	-processed-gene-12.28-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-12.28&CDS=1-465
126	OG0000126	YBR057C	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.3&CDS=1-768, -processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.61&CDS=1-798
127	OG0000127	YBR066C, YDR043C	-processed-gene-11.11-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-11.11&CDS=1-534
128	OG0000128	YBR078W, YDR055W	-processed-gene-20.78-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-20.78&CDS=1-1293
129	OG0000129	YBR085W	-processed-gene-21.59-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-21.59&CDS=1-915, -processed-gene-28.20-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.20&CDS=1-906
130	OG0000130	YBR089C-A, YPR052C	-processed-gene-13.1-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-13.1&CDS=1-309
