	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035032_Candida_gatunensis
34	OG0000034	YDL078C, YKL085W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-0.74&CDS=1-1038, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-1.55&CDS=1-1014, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.57&CDS=1-996
35	OG0000035	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.126&CDS=1-1020
36	OG0000036	YDR038C, YDR039C, YDR040C	snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.199&CDS=1-3240, snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-4.87&CDS=1-4200
37	OG0000037	YDR155C, YDR304C	snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.37&CDS=1-534, snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.39&CDS=1-486, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.137&CDS=1-627
38	OG0000038	YDR475C, YGR237C, YOR019W	snap_masked-NODE_25_length_99288_cov_25.4419_ID_49-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_25_length_99288_cov_25.4419_ID_49-processed-gene-0.106&CDS=1-2052, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-5.44&CDS=1-1689
39	OG0000039	YER015W, YPL235W	augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.146&CDS=1-3675, augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.37&CDS=1-2409, snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.37&CDS=1-2151
40	OG0000040	YFL021W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-1.23&CDS=1-1167, snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.205-mRNA-1_1&gene=snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.205&CDS=1-1119, snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.74&CDS=1-1701, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.134&CDS=1-1974
41	OG0000041	YGL185C, YGL192W, YPL113C	augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-1.24&CDS=1-5982, snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-5.41&CDS=1-1101
42	OG0000042	YGR197C, YJR015W	augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.23&CDS=1-1344, snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.32&CDS=1-1506, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.110&CDS=1-1782
43	OG0000043	YGR281W, YKR104W	maker-NODE_1_length_1143824_cov_34.5486_ID_1-augustus-gene-1.186-mRNA-1_1&gene=maker-NODE_1_length_1143824_cov_34.5486_ID_1-augustus-gene-1.186&CDS=1-5541, snap_masked-NODE_139_length_619_cov_53.2691_ID_277-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_139_length_619_cov_53.2691_ID_277-processed-gene-0.2&CDS=1-561, snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.132&CDS=1-4653
44	OG0000044	YHR049W, YMR222C, YOR280C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.265-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.265&CDS=1-768, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.151-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.151&CDS=1-834
45	OG0000045	YHR208W, YJR148W, YLL031C	augustus_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.130&CDS=1-6585, snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.205-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.205&CDS=1-1101
46	OG0000046	YJL079C, YKR013W	augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.56&CDS=1-933, augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-2.112&CDS=1-999, snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-2.107&CDS=1-576
47	OG0000047	YJL116C, YKR042W, YNL066W	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.150-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.150&CDS=1-1200, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.64&CDS=1-1080
48	OG0000048	YKL106W, YLR027C	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.104&CDS=1-1248, snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.73-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.73&CDS=1-1290, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.78&CDS=1-1203
49	OG0000049	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
50	OG0000050	YLR441C, YML063W	augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.105&CDS=1-315, augustus_masked-NODE_149_length_575_cov_60.4295_ID_297-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_149_length_575_cov_60.4295_ID_297-processed-gene-0.1&CDS=1-570, augustus_masked-NODE_21_length_137866_cov_25.4738_ID_41-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_21_length_137866_cov_25.4738_ID_41-processed-gene-0.29&CDS=1-315
51	OG0000051		augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.106&CDS=1-2172, augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.107&CDS=1-1980, genemark-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.87&CDS=1-2991, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.62&CDS=1-2094, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.164-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.164&CDS=1-1131
52	OG0000052	YBL002W, YDR224C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.137&CDS=1-390, snap_masked-NODE_22_length_135398_cov_26.1782_ID_43-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_22_length_135398_cov_26.1782_ID_43-processed-gene-0.177&CDS=1-387
53	OG0000053	YBL032W, YBR233W	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-2.44&CDS=1-1140, snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-3.119&CDS=1-1443
54	OG0000054	YBL052C, YOR244W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.35&CDS=1-1929, snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-2.33&CDS=1-1518
55	OG0000055	YBL067C, YER042W, YER098W	augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.63&CDS=1-2586
56	OG0000056	YBR002C, YMR101C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.139&CDS=1-1041, snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.141&CDS=1-921
57	OG0000057	YBR009C, YNL030W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.67&CDS=1-309, snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.122-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.122&CDS=1-309
58	OG0000058	YBR011C, YMR267W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.62&CDS=1-966, snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.182-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.182&CDS=1-861
59	OG0000059	YBR078W, YDR055W	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-1.59&CDS=1-1257, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.143&CDS=1-1239
60	OG0000060	YBR082C, YGR133W	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.147&CDS=1-441, snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.126&CDS=1-1014
61	OG0000061	YBR139W, YMR297W	maker-NODE_7_length_601681_cov_28.4028_ID_13-augustus-gene-5.121-mRNA-1_1&gene=maker-NODE_7_length_601681_cov_28.4028_ID_13-augustus-gene-5.121&CDS=1-1860, snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.15&CDS=1-1641
62	OG0000062	YBR151W, YML050W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.34&CDS=1-663, snap_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_20_length_158291_cov_25.8963_ID_39-processed-gene-0.5&CDS=1-921
63	OG0000063	YBR240C, YDR207C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-4.18&CDS=1-1302, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.52&CDS=1-1140
64	OG0000064	YBR245C, YOR304W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.121&CDS=1-3099, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.145&CDS=1-3156
65	OG0000065	YBR263W, YLR058C	augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-2.81&CDS=1-1407, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.80&CDS=1-1467
66	OG0000066	YCR048W, YNR019W	augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.189&CDS=1-3042, snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.153-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.153&CDS=1-1368
67	OG0000067	YDL042C, YOL068C	genemark-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.3&CDS=1-1125, snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-1.13&CDS=1-1410
68	OG0000068	YDL081C, YIL070C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.42&CDS=1-318, maker-NODE_5_length_653611_cov_35.0472_ID_9-snap-gene-1.85-mRNA-1_1&gene=maker-NODE_5_length_653611_cov_35.0472_ID_9-snap-gene-1.85&CDS=1-1056
69	OG0000069	YDL114W, YLR426W	genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-3.74&CDS=1-765, snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.69&CDS=1-933
70	OG0000070	YDR032C	augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.74&CDS=1-600, augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.94&CDS=1-792, snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.178-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.178&CDS=1-603
71	OG0000071	YDR080W, YJL039C	augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-0.53&CDS=1-7161, maker-NODE_30_length_40993_cov_55.0508_ID_59-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_30_length_40993_cov_55.0508_ID_59-augustus-gene-0.39&CDS=1-4137
72	OG0000072	YDR242W, YKR084C	augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-4.24&CDS=1-3894, genemark-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.35-mRNA-1_1&gene=genemark-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.35&CDS=1-1665
73	OG0000073	YDR256C, YGR088W	snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.258-mRNA-1_1&gene=snap_masked-NODE_17_length_192123_cov_33.9301_ID_33-processed-gene-0.258&CDS=1-1656, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-5.32&CDS=1-1455
74	OG0000074	YDR276C, YDR525W-A, YJL151C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.22&CDS=1-417
75	OG0000075	YDR326C, YHR080C	genemark-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.119&CDS=1-2826, snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.12&CDS=1-1461
76	OG0000076	YDR368W, YOR120W	maker-NODE_7_length_601681_cov_28.4028_ID_13-augustus-gene-0.94-mRNA-1_1&gene=maker-NODE_7_length_601681_cov_28.4028_ID_13-augustus-gene-0.94&CDS=1-1524, snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-0.6&CDS=1-873
77	OG0000077	YER028C, YGL209W	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-0.40&CDS=1-1323, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-3.105&CDS=1-1320
78	OG0000078	YER056C, YER060W, YER060W-A	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.37&CDS=1-1563
79	OG0000079	YER075C, YOR208W	augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-1.62&CDS=1-2526, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-0.57&CDS=1-1980
80	OG0000080	YER109C, YMR164C	augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-2.81&CDS=1-1473, snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.224-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.224&CDS=1-1350
81	OG0000081	YER112W, YGR074W	augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-0.67&CDS=1-465, augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.59&CDS=1-375
82	OG0000082	YER133W, YML016C	maker-NODE_10_length_430571_cov_33.053_ID_19-snap-gene-3.78-mRNA-1_1&gene=maker-NODE_10_length_430571_cov_33.053_ID_19-snap-gene-3.78&CDS=1-1215, snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.107&CDS=1-1611
83	OG0000083	YFL060C, YMR095C, YNL334C	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-3.126&CDS=1-720
84	OG0000084	YFR031C-A, YIL018W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.111&CDS=1-762, snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-4.25&CDS=1-762
85	OG0000085	YFR042W, YJL097W	augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.115&CDS=1-732, maker-NODE_1_length_1143824_cov_34.5486_ID_1-snap-gene-10.2-mRNA-1_1&gene=maker-NODE_1_length_1143824_cov_34.5486_ID_1-snap-gene-10.2&CDS=1-1101
86	OG0000086	YGL038C, YJR075W	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.161-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-5.161&CDS=1-1179, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-2.131&CDS=1-1137
87	OG0000087	YGR052W, YHR082C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.170-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-3.170&CDS=1-1341, snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.40&CDS=1-2277
88	OG0000088	YGR059W, YHR107C	augustus_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-1.7&CDS=1-1980, snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-3.62&CDS=1-1413
89	OG0000089	YGR068C, YOR018W	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-1.76&CDS=1-1833, snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-3.57&CDS=1-2259
90	OG0000090	YGR086C, YPL004C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.238-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.238&CDS=1-936, snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.206-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.206&CDS=1-924
91	OG0000091	YGR184C, YLR024C	snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.58&CDS=1-5409, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.63&CDS=1-5688
