	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
21	OG0000021	YBR109C, YGL106W, YPR188C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.35&CDS=1-450, augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.187&CDS=1-432, snap_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.119&CDS=1-498
22	OG0000022	YBR132C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.62&CDS=1-1689, augustus_masked-NODE_46_length_24038_cov_268.44_ID_91-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_46_length_24038_cov_268.44_ID_91-processed-gene-0.4&CDS=1-1773, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.63&CDS=1-1674, maker-NODE_5_length_615619_cov_117.552_ID_9-snap-gene-4.48-mRNA-1_1&gene=maker-NODE_5_length_615619_cov_117.552_ID_9-snap-gene-4.48&CDS=1-3177, maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-2.101-mRNA-1_1&gene=maker-NODE_7_length_538164_cov_135.673_ID_13-augustus-gene-2.101&CDS=1-2220
23	OG0000023	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.63&CDS=1-2163, maker-NODE_4_length_655877_cov_104.434_ID_7-augustus-gene-3.42-mRNA-1_1&gene=maker-NODE_4_length_655877_cov_104.434_ID_7-augustus-gene-3.42&CDS=1-2115
24	OG0000024	YCL037C, YDL051W, YDR515W	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.139&CDS=1-1968, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.38&CDS=1-750, genemark-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.8-mRNA-1_1&gene=genemark-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-5.8&CDS=1-1950
25	OG0000025	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.93&CDS=1-1635, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.104&CDS=1-1701
26	OG0000026	YDL047W, YDR075W, YNR032W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-1.21&CDS=1-1041, augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.62&CDS=1-966, genemark-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.95&CDS=1-933
27	OG0000027	YDL216C, YFR004W, YLR073C	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.251&CDS=1-1497, augustus_masked-NODE_42_length_43318_cov_220.768_ID_83-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_42_length_43318_cov_220.768_ID_83-processed-gene-0.18&CDS=1-1344, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.20&CDS=1-933
28	OG0000028	YDR342C, YDR343C, YDR345C, YHR092C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.56&CDS=1-1644, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.144-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.144&CDS=1-1650
29	OG0000029	YER028C, YGL209W, YOL012C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.117&CDS=1-1680, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.106&CDS=1-2535, maker-NODE_33_length_100635_cov_106.929_ID_65-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_33_length_100635_cov_106.929_ID_65-snap-gene-0.84&CDS=1-978
30	OG0000030	YGR141W, YJR096W, YPR157W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.134&CDS=1-864, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-3.106&CDS=1-855, maker-NODE_11_length_468069_cov_102.835_ID_21-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_11_length_468069_cov_102.835_ID_21-augustus-gene-0.47&CDS=1-2142
31	OG0000031	YGR249W, YHR206W, YOR140W	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.10&CDS=1-2103, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-0.54&CDS=1-3348, maker-NODE_28_length_138687_cov_153.319_ID_55-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_28_length_138687_cov_153.319_ID_55-snap-gene-0.58&CDS=1-3123
32	OG0000032	YHR050W, YLR034C, YOL122C	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.16&CDS=1-1455, augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.172&CDS=1-1632, augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.130&CDS=1-1908
33	OG0000033	YKL139W, YPL031C, YPR161C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.110&CDS=1-1710, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.29&CDS=1-984, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.94&CDS=1-1713
34	OG0000034	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	snap_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.130&CDS=1-2388
35	OG0000035	YMR083W, YMR303C, YOL086C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.67&CDS=1-1113, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.38&CDS=1-1047, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.118&CDS=1-1044
36	OG0000036	YBL016W, YFL029C	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.158&CDS=1-975, augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.134&CDS=1-1095, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.69&CDS=1-1071
37	OG0000037	YBL068W, YER099C, YHL011C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.44&CDS=1-960, augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.229&CDS=1-972
38	OG0000038	YBR008C	augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.62&CDS=1-1848, augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.69&CDS=1-1488, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.141&CDS=1-2178, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.199-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.199&CDS=1-2223
39	OG0000039	YBR089C-A, YDL002C, YPR052C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.127&CDS=1-273, maker-NODE_29_length_124316_cov_183.598_ID_57-snap-gene-0.57-mRNA-1_1&gene=maker-NODE_29_length_124316_cov_183.598_ID_57-snap-gene-0.57&CDS=1-1254
40	OG0000040	YBR164C, YMR138W	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.36&CDS=1-531, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.35&CDS=1-549, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.88&CDS=1-564
41	OG0000041	YBR177C, YMR210W, YPL095C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.108&CDS=1-1359, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.36&CDS=1-1410
42	OG0000042	YBR182C, YMR042W, YPL089C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.109&CDS=1-735, augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.12&CDS=1-1530
43	OG0000043	YBR199W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.136&CDS=1-1158, augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.87&CDS=1-1425, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.69&CDS=1-1329, snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.130-mRNA-1_1&gene=snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.130&CDS=1-1527
44	OG0000044	YBR278W, YJL065C, YOR358W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.19&CDS=1-1293, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.24&CDS=1-984
45	OG0000045	YCL024W, YDR507C, YKL101W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-2.18&CDS=1-4215, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.62&CDS=1-4317
46	OG0000046	YCR028C	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.63&CDS=1-1515, augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.28&CDS=1-1545, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-0.80&CDS=1-1566, genemark-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.26&CDS=1-1563
47	OG0000047	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.20&CDS=1-2775, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.58&CDS=1-2721
48	OG0000048	YCR065W, YIL131C, YNL068C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.36&CDS=1-2412, augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.85&CDS=1-2151
49	OG0000049	YCR102C, YLR460C, YNL134C	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.111&CDS=1-1128, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-2.33&CDS=1-1131
50	OG0000050	YCR105W, YMR318C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.42&CDS=1-1086, augustus_masked-NODE_49_length_20272_cov_120.858_ID_97-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_49_length_20272_cov_120.858_ID_97-processed-gene-0.12&CDS=1-1071, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.16&CDS=1-1137
51	OG0000051	YDL072C, YKL065C, YMR040W	maker-NODE_10_length_504736_cov_103.515_ID_19-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_10_length_504736_cov_103.515_ID_19-augustus-gene-0.42&CDS=1-648, snap_masked-NODE_54_length_8854_cov_82.2728_ID_107-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_54_length_8854_cov_82.2728_ID_107-processed-gene-0.15&CDS=1-558
52	OG0000052	YDL085W, YMR145C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.11&CDS=1-1617, augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.69&CDS=1-1728, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.143&CDS=1-1650
53	OG0000053	YDL127W, YDL179W, YNL289W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.104&CDS=1-1146, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-6.0&CDS=1-852
54	OG0000054	YDL159W, YOR231W, YPL140C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-2.120&CDS=1-1143, genemark-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.29&CDS=1-1626
55	OG0000055	YDL174C	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-0.78&CDS=1-1722, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.105&CDS=1-1674, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.110&CDS=1-1890, genemark-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.37&CDS=1-1671
56	OG0000056	YDR021W, YJL138C, YKR059W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.93&CDS=1-1194, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.50&CDS=1-1197
57	OG0000057	YDR216W, YJR127C, YML081W	augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.176&CDS=1-3936, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-0.42&CDS=1-4290
58	OG0000058	YDR242W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.50&CDS=1-1656, augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-2.158&CDS=1-1728, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.213-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.213&CDS=1-1626, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.201&CDS=1-1674
59	OG0000059	YDR338C, YHR032W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-2.125&CDS=1-1842, augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.27&CDS=1-1914, augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.92&CDS=1-1875
60	OG0000060	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.76&CDS=1-2979, genemark-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.51-mRNA-1_1&gene=genemark-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.51&CDS=1-2526
61	OG0000061	YDR406W, YOR153W, YOR328W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.168&CDS=1-2751, augustus_masked-NODE_58_length_5243_cov_141.861_ID_115-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_58_length_5243_cov_141.861_ID_115-processed-gene-0.1&CDS=1-2727
62	OG0000062	YER001W, YGL257C, YIL014W, YNR059W	genemark-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.248-mRNA-1_1&gene=genemark-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.248&CDS=1-3444
63	OG0000063	YER133W, YML016C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-1.29&CDS=1-1875, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.139&CDS=1-1881, maker-NODE_23_length_193568_cov_110.871_ID_45-snap-gene-0.255-mRNA-1_1&gene=maker-NODE_23_length_193568_cov_110.871_ID_45-snap-gene-0.255&CDS=1-1170
64	OG0000064	YFR022W, YGR068C, YOR018W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.98&CDS=1-3072, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.15&CDS=1-2730
