	OrthologID	Saccharomyces_cerevisiae	Spathaspora_gorwiae
38	OG0000038	YKL128C	augustus_masked-LQMZ01001220.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001220.1-processed-gene-0.2&CDS=1-993, augustus_masked-LQMZ01001872.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01001872.1-processed-gene-0.23&CDS=1-990, augustus_masked-LQMZ01002234.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQMZ01002234.1-processed-gene-0.29&CDS=1-924, genemark-LQMZ01002128.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMZ01002128.1-processed-gene-0.13&CDS=1-927
39	OG0000039	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
40	OG0000040	YML002W, YML003W	augustus_masked-LQMZ01002325.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002325.1-processed-gene-0.5&CDS=1-579, genemark-LQMZ01002465.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01002465.1-processed-gene-0.3&CDS=1-3573, snap_masked-LQMZ01002131.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01002131.1-processed-gene-0.0&CDS=1-918
41	OG0000041	YML072C, YML073C	augustus_masked-LQMZ01001447.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001447.1-processed-gene-0.4&CDS=1-5907, genemark-LQMZ01000223.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01000223.1-processed-gene-0.3&CDS=1-519, genemark-LQMZ01000491.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01000491.1-processed-gene-0.0&CDS=1-519
42	OG0000042	YMR073C, YPL072W	genemark-LQMZ01000108.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01000108.1-processed-gene-0.1&CDS=1-231, maker-LQMZ01001005.1-augustus-gene-0.25-mRNA-1_1&gene=maker-LQMZ01001005.1-augustus-gene-0.25&CDS=1-3084, snap_masked-LQMZ01000495.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01000495.1-processed-gene-0.1&CDS=1-330
43	OG0000043	YMR183C, YPL232W	augustus_masked-LQMZ01002237.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002237.1-processed-gene-0.5&CDS=1-876, augustus_masked-LQMZ01002443.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002443.1-processed-gene-0.1&CDS=1-882, snap_masked-LQMZ01000511.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01000511.1-processed-gene-0.0&CDS=1-606
44	OG0000044	YNL322C, YOL139C	augustus_masked-LQMZ01001573.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001573.1-processed-gene-0.1&CDS=1-378, augustus_masked-LQMZ01001853.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001853.1-processed-gene-0.7&CDS=1-384, maker-LQMZ01002400.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002400.1-snap-gene-0.0&CDS=1-1005
45	OG0000045	YOR388C, YPL275W	augustus_masked-LQMZ01000938.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01000938.1-processed-gene-0.5&CDS=1-1125, augustus_masked-LQMZ01002108.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002108.1-processed-gene-0.21&CDS=1-1125, augustus_masked-LQMZ01002484.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LQMZ01002484.1-processed-gene-0.46&CDS=1-573
46	OG0000046	YAR019C, YJL095W	augustus_masked-LQMZ01001480.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001480.1-processed-gene-0.0&CDS=1-813, snap_masked-LQMZ01000217.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQMZ01000217.1-processed-gene-0.7&CDS=1-3393
47	OG0000047	YAR035W, YER024W	augustus_masked-LQMZ01000766.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000766.1-processed-gene-0.3&CDS=1-2259, maker-LQMZ01001182.1-augustus-gene-0.20-mRNA-1_1&gene=maker-LQMZ01001182.1-augustus-gene-0.20&CDS=1-4035
48	OG0000048	YBL026W, YER112W	augustus_masked-LQMZ01001449.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01001449.1-processed-gene-0.21&CDS=1-288, genemark-LQMZ01002528.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01002528.1-processed-gene-0.8&CDS=1-3384
49	OG0000049	YBR009C, YNL030W	augustus_masked-LQMZ01001542.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001542.1-processed-gene-0.1&CDS=1-309, augustus_masked-LQMZ01002181.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002181.1-processed-gene-0.10&CDS=1-309
50	OG0000050	YBR010W, YNL031C	augustus_masked-LQMZ01000453.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000453.1-processed-gene-0.2&CDS=1-408, augustus_masked-LQMZ01002229.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002229.1-processed-gene-0.0&CDS=1-408
51	OG0000051	YBR140C, YOL081W	augustus_masked-LQMZ01001663.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001663.1-processed-gene-0.1&CDS=1-2598, maker-LQMZ01002076.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQMZ01002076.1-snap-gene-0.1&CDS=1-5712
52	OG0000052	YBR237W, YNL112W	augustus_masked-LQMZ01001207.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001207.1-processed-gene-0.4&CDS=1-3729, maker-LQMZ01002132.1-augustus-gene-0.21-mRNA-1_1&gene=maker-LQMZ01002132.1-augustus-gene-0.21&CDS=1-1674
53	OG0000053	YBR240C	augustus_masked-LQMZ01000547.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01000547.1-processed-gene-0.6&CDS=1-717, genemark-LQMZ01002244.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01002244.1-processed-gene-0.8&CDS=1-906, maker-LQMZ01000045.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01000045.1-augustus-gene-0.0&CDS=1-759
54	OG0000054	YCL011C, YNL004W	augustus_masked-LQMZ01000600.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000600.1-processed-gene-0.0&CDS=1-270, augustus_masked-LQMZ01002225.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002225.1-processed-gene-0.3&CDS=1-2301
55	OG0000055	YCL025C, YDR508C	augustus_masked-LQMZ01000751.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01000751.1-processed-gene-0.25&CDS=1-1722, augustus_masked-LQMZ01002257.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LQMZ01002257.1-processed-gene-0.33&CDS=1-1725
56	OG0000056	YCL036W, YDR514C	augustus_masked-LQMZ01002246.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01002246.1-processed-gene-0.7&CDS=1-849, augustus_masked-LQMZ01002246.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002246.1-processed-gene-0.8&CDS=1-1305
57	OG0000057	YCL064C, YIL167W	augustus_masked-LQMZ01000768.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01000768.1-processed-gene-0.15&CDS=1-1056, augustus_masked-LQMZ01001700.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001700.1-processed-gene-0.3&CDS=1-996
58	OG0000058	YCL067C, YCR039C, YCR096C	maker-LQMZ01001291.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQMZ01001291.1-snap-gene-0.8&CDS=1-558
59	OG0000059	YCL074W	augustus_masked-LQMZ01000103.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000103.1-processed-gene-0.2&CDS=1-1440, augustus_masked-LQMZ01002275.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002275.1-processed-gene-0.0&CDS=1-1203, snap_masked-LQMZ01002244.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-LQMZ01002244.1-processed-gene-0.19&CDS=1-213
60	OG0000060	YCR026C, YEL016C	augustus_masked-LQMZ01001995.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001995.1-processed-gene-0.4&CDS=1-2097, snap_masked-LQMZ01001396.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01001396.1-processed-gene-0.1&CDS=1-336
61	OG0000061	YDL140C	augustus_masked-LQMZ01000750.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01000750.1-processed-gene-0.9&CDS=1-4884, genemark-LQMZ01000210.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01000210.1-processed-gene-0.1&CDS=1-5253, maker-LQMZ01001699.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01001699.1-augustus-gene-0.0&CDS=1-5934
62	OG0000062	YDL200C, YLR411W	augustus_masked-LQMZ01001872.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01001872.1-processed-gene-0.26&CDS=1-1527, snap_masked-LQMZ01001659.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LQMZ01001659.1-processed-gene-0.6&CDS=1-423
63	OG0000063	YDL222C, YNL194C	augustus_masked-LQMZ01001708.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001708.1-processed-gene-0.0&CDS=1-840, augustus_masked-LQMZ01001883.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001883.1-processed-gene-0.0&CDS=1-786
64	OG0000064	YDL246C, YJR159W	augustus_masked-LQMZ01000002.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000002.1-processed-gene-0.7&CDS=1-1101, augustus_masked-LQMZ01000473.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000473.1-processed-gene-0.3&CDS=1-804
65	OG0000065	YDR145W	augustus_masked-LQMZ01000107.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000107.1-processed-gene-0.2&CDS=1-1365, genemark-LQMZ01001720.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01001720.1-processed-gene-0.3&CDS=1-2253, snap_masked-LQMZ01000972.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01000972.1-processed-gene-0.1&CDS=1-1185
66	OG0000066	YDR151C, YLR136C	augustus_masked-LQMZ01000733.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000733.1-processed-gene-0.2&CDS=1-348, augustus_masked-LQMZ01000861.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01000861.1-processed-gene-0.8&CDS=1-1095
67	OG0000067	YDR253C, YPL038W	genemark-LQMZ01000067.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01000067.1-processed-gene-0.1&CDS=1-996, genemark-LQMZ01002383.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01002383.1-processed-gene-0.1&CDS=1-996
68	OG0000068	YDR351W, YHR103W	maker-LQMZ01000087.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01000087.1-augustus-gene-0.0&CDS=1-2967, snap_masked-LQMZ01000728.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01000728.1-processed-gene-0.0&CDS=1-210
69	OG0000069	YDR519W, YNL135C	genemark-LQMZ01002474.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01002474.1-processed-gene-0.5&CDS=1-402, maker-LQMZ01002343.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01002343.1-augustus-gene-0.1&CDS=1-549
70	OG0000070	YDR541C, YOL151W	augustus_masked-LQMZ01001425.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001425.1-processed-gene-0.1&CDS=1-1011, augustus_masked-LQMZ01001493.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001493.1-processed-gene-0.6&CDS=1-1017
71	OG0000071	YEL063C, YNL268W, YNL270C	maker-LQMZ01001521.1-augustus-gene-0.16-mRNA-1_1&gene=maker-LQMZ01001521.1-augustus-gene-0.16&CDS=1-3417
72	OG0000072	YEL066W, YPR193C	augustus_masked-LQMZ01001191.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001191.1-processed-gene-0.3&CDS=1-906, augustus_masked-LQMZ01001768.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001768.1-processed-gene-0.5&CDS=1-459
73	OG0000073	YER013W, YKR086W	augustus_masked-LQMZ01000114.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01000114.1-processed-gene-0.21&CDS=1-3207, augustus_masked-LQMZ01002248.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LQMZ01002248.1-processed-gene-0.35&CDS=1-3318
74	OG0000074	YER015W	augustus_masked-LQMZ01002120.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMZ01002120.1-processed-gene-0.31&CDS=1-2154, augustus_masked-LQMZ01002184.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01002184.1-processed-gene-0.7&CDS=1-2265, snap_masked-LQMZ01002362.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LQMZ01002362.1-processed-gene-0.36&CDS=1-2247
75	OG0000075	YER017C, YMR089C	genemark-LQMZ01002175.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMZ01002175.1-processed-gene-0.9&CDS=1-2322, genemark-LQMZ01002231.1-processed-gene-0.163-mRNA-1_1&gene=genemark-LQMZ01002231.1-processed-gene-0.163&CDS=1-2826
76	OG0000076	YER045C, YIL036W	augustus_masked-LQMZ01000690.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000690.1-processed-gene-0.3&CDS=1-1116, augustus_masked-LQMZ01001413.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01001413.1-processed-gene-0.26&CDS=1-1116
77	OG0000077	YER056C, YER060W, YER060W-A	augustus_masked-LQMZ01002237.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002237.1-processed-gene-0.4&CDS=1-1512
78	OG0000078	YER172C, YGR271W	augustus_masked-LQMZ01001495.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001495.1-processed-gene-0.0&CDS=1-6519, augustus_masked-LQMZ01002473.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.73&CDS=1-5796
79	OG0000079	YER183C	augustus_masked-LQMZ01000108.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000108.1-processed-gene-0.2&CDS=1-624, genemark-LQMZ01000495.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01000495.1-processed-gene-0.0&CDS=1-489, genemark-LQMZ01001005.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01001005.1-processed-gene-0.8&CDS=1-510
80	OG0000080	YFL060C, YMR095C, YNL334C	augustus_masked-LQMZ01002314.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LQMZ01002314.1-processed-gene-0.24&CDS=1-750
81	OG0000081	YGL083W, YOR112W	augustus_masked-LQMZ01002481.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002481.1-processed-gene-0.16&CDS=1-546, snap_masked-LQMZ01001096.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01001096.1-processed-gene-0.1&CDS=1-900
82	OG0000082	YGL209W	augustus_masked-LQMZ01002374.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LQMZ01002374.1-processed-gene-0.32&CDS=1-1440, genemark-LQMZ01000221.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01000221.1-processed-gene-0.0&CDS=1-1500, genemark-LQMZ01000861.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01000861.1-processed-gene-0.3&CDS=1-1596
83	OG0000083	YGL216W, YKL079W	augustus_masked-LQMZ01001121.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001121.1-processed-gene-0.4&CDS=1-2370, genemark-LQMZ01002306.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMZ01002306.1-processed-gene-0.10&CDS=1-2727
84	OG0000084	YGR052W, YHR082C	augustus_masked-LQMZ01002167.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002167.1-processed-gene-0.2&CDS=1-2697, augustus_masked-LQMZ01002451.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002451.1-processed-gene-0.4&CDS=1-1143
85	OG0000085	YGR068C, YOR018W	augustus_masked-LQMZ01001949.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001949.1-processed-gene-0.0&CDS=1-2271, snap_masked-LQMZ01000575.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LQMZ01000575.1-processed-gene-0.8&CDS=1-2574
86	OG0000086	YGR136W, YPR154W	augustus_masked-LQMZ01000915.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000915.1-processed-gene-0.2&CDS=1-729, augustus_masked-LQMZ01002160.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002160.1-processed-gene-0.21&CDS=1-819
87	OG0000087	YGR150C	augustus_masked-LQMZ01001647.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001647.1-processed-gene-0.2&CDS=1-828, augustus_masked-LQMZ01002233.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002233.1-processed-gene-0.1&CDS=1-2400, snap_masked-LQMZ01000240.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMZ01000240.1-processed-gene-0.4&CDS=1-708
88	OG0000088	YGR184C, YLR024C	augustus_masked-LQMZ01000945.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01000945.1-processed-gene-0.10&CDS=1-5445, maker-LQMZ01000945.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQMZ01000945.1-snap-gene-0.1&CDS=1-5721
89	OG0000089	YGR192C, YJL052W, YJR009C	augustus_masked-LQMZ01001220.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001220.1-processed-gene-0.5&CDS=1-1005
90	OG0000090	YGR249W, YOR140W	augustus_masked-LQMZ01001531.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01001531.1-processed-gene-0.20&CDS=1-2193, augustus_masked-LQMZ01002473.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.101&CDS=1-1956
91	OG0000091	YGR254W, YHR174W	augustus_masked-LQMZ01000197.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01000197.1-processed-gene-0.5&CDS=1-1317, genemark-LQMZ01001184.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMZ01001184.1-processed-gene-0.14&CDS=1-1317
92	OG0000092	YGR255C, YPR086W	augustus_masked-LQMZ01000330.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LQMZ01000330.1-processed-gene-0.28&CDS=1-1059, augustus_masked-LQMZ01002147.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002147.1-processed-gene-0.20&CDS=1-3360
93	OG0000093	YGR263C, YJR002W	augustus_masked-LQMZ01000093.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01000093.1-processed-gene-0.1&CDS=1-1248, augustus_masked-LQMZ01002231.1-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-LQMZ01002231.1-processed-gene-0.111&CDS=1-4101
94	OG0000094	YHL019C, YPL259C	genemark-LQMZ01001011.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMZ01001011.1-processed-gene-0.11&CDS=1-1308, genemark-LQMZ01002231.1-processed-gene-0.156-mRNA-1_1&gene=genemark-LQMZ01002231.1-processed-gene-0.156&CDS=1-1947
95	OG0000095	YHR039C-A, YPL092W	augustus_masked-LQMZ01002261.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LQMZ01002261.1-processed-gene-0.56&CDS=1-1371, maker-LQMZ01000970.1-augustus-gene-0.50-mRNA-1_1&gene=maker-LQMZ01000970.1-augustus-gene-0.50&CDS=1-1212
96	OG0000096	YHR043C, YHR044C	augustus_masked-LQMZ01001409.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001409.1-processed-gene-0.1&CDS=1-732, augustus_masked-LQMZ01001784.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001784.1-processed-gene-0.2&CDS=1-726
97	OG0000097	YHR117W, YNL121C	genemark-LQMZ01001283.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01001283.1-processed-gene-0.1&CDS=1-1836, maker-LQMZ01001466.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQMZ01001466.1-snap-gene-0.8&CDS=1-1356
98	OG0000098	YHR198C, YHR199C	augustus_masked-LQMZ01001919.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001919.1-processed-gene-0.1&CDS=1-2985, augustus_masked-LQMZ01002122.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002122.1-processed-gene-0.5&CDS=1-483
99	OG0000099	YIL085C, YNL029C	augustus_masked-LQMZ01001402.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001402.1-processed-gene-0.0&CDS=1-417, augustus_masked-LQMZ01002181.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002181.1-processed-gene-0.8&CDS=1-2691
100	OG0000100	YIL120W, YIL121W	augustus_masked-LQMZ01000756.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01000756.1-processed-gene-0.4&CDS=1-1530, augustus_masked-LQMZ01001524.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001524.1-processed-gene-0.2&CDS=1-1515
101	OG0000101	YIL126W, YOR290C	augustus_masked-LQMZ01002035.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01002035.1-processed-gene-0.11&CDS=1-3873, maker-LQMZ01000974.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01000974.1-augustus-gene-0.1&CDS=1-4809
102	OG0000102	YIL166C	augustus_masked-LQMZ01000829.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000829.1-processed-gene-0.7&CDS=1-1662, augustus_masked-LQMZ01000969.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01000969.1-processed-gene-0.14&CDS=1-1674, augustus_masked-LQMZ01002445.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01002445.1-processed-gene-0.8&CDS=1-1680
103	OG0000103	YJL076W, YKR010C	augustus_masked-LQMZ01001777.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001777.1-processed-gene-0.4&CDS=1-840, genemark-LQMZ01002428.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01002428.1-processed-gene-0.7&CDS=1-3270
104	OG0000104	YJL084C, YKR021W	augustus_masked-LQMZ01000761.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000761.1-processed-gene-0.0&CDS=1-1074, augustus_masked-LQMZ01001101.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001101.1-processed-gene-0.2&CDS=1-2988
105	OG0000105	YJL089W, YMR280C	augustus_masked-LQMZ01001595.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001595.1-processed-gene-0.4&CDS=1-3381, snap_masked-LQMZ01002249.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LQMZ01002249.1-processed-gene-0.20&CDS=1-1422
106	OG0000106	YJL105W, YKR029C	maker-LQMZ01000254.1-augustus-gene-0.8-mRNA-1_1&gene=maker-LQMZ01000254.1-augustus-gene-0.8&CDS=1-3687, snap_masked-LQMZ01002152.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LQMZ01002152.1-processed-gene-0.31&CDS=1-264
107	OG0000107	YJL193W, YOR307C	augustus_masked-LQMZ01002146.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01002146.1-processed-gene-0.11&CDS=1-1341, genemark-LQMZ01002301.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01002301.1-processed-gene-0.7&CDS=1-1443
108	OG0000108	YJR019C	augustus_masked-LQMZ01000792.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000792.1-processed-gene-0.2&CDS=1-1056, genemark-LQMZ01001767.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01001767.1-processed-gene-0.7&CDS=1-1188, maker-LQMZ01000767.1-snap-gene-0.14-mRNA-1_1&gene=maker-LQMZ01000767.1-snap-gene-0.14&CDS=1-2979
109	OG0000109	YJR078W, YPR033C	augustus_masked-LQMZ01002473.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.71&CDS=1-3864, maker-LQMZ01002431.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMZ01002431.1-augustus-gene-0.3&CDS=1-1575
110	OG0000110	YKL215C	augustus_masked-LQMZ01000485.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000485.1-processed-gene-0.2&CDS=1-1065, augustus_masked-LQMZ01002325.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002325.1-processed-gene-0.4&CDS=1-1065, augustus_masked-LQMZ01002332.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002332.1-processed-gene-0.10&CDS=1-3918
111	OG0000111	YKL217W	augustus_masked-LQMZ01000758.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000758.1-processed-gene-0.2&CDS=1-1554, augustus_masked-LQMZ01000827.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQMZ01000827.1-processed-gene-0.8&CDS=1-1560, augustus_masked-LQMZ01001704.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LQMZ01001704.1-processed-gene-0.40&CDS=1-1557
112	OG0000112	YKR039W	augustus_masked-LQMZ01000932.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000932.1-processed-gene-0.0&CDS=1-1767, augustus_masked-LQMZ01002505.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LQMZ01002505.1-processed-gene-0.38&CDS=1-1761, maker-LQMZ01002072.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQMZ01002072.1-snap-gene-0.1&CDS=1-3477
113	OG0000113	YLL052C, YLL053C, YPR192W	augustus_masked-LQMZ01002248.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LQMZ01002248.1-processed-gene-0.41&CDS=1-852
114	OG0000114	YLL062C, YMR321C, YPL273W	augustus_masked-LQMZ01001872.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01001872.1-processed-gene-0.20&CDS=1-921
