	OrthologID	Dekkera_bruxellensis	Saccharomyces_cerevisiae
77	OG0000077	genemark-scaffold_2-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.35&CDS=1-3582, genemark-scaffold_5-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.60&CDS=1-6894	YJL130C, YJR109C
78	OG0000078	genemark-scaffold_2-processed-gene-7.54-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-7.54&CDS=1-2127, maker-scaffold_2-snap-gene-7.51-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.51&CDS=1-4887	YGL119W, YPR021C
79	OG0000079	genemark-scaffold_2-processed-gene-10.72-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.72&CDS=1-2403, genemark-scaffold_4-processed-gene-3.78-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-3.78&CDS=1-1410	YGR052W, YHR082C
80	OG0000080	genemark-scaffold_2-processed-gene-14.145-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.145&CDS=1-1032	YBR205W, YDR483W, YOR099W
81	OG0000081	maker-scaffold_21-snap-gene-0.34-mRNA-1_1&gene=maker-scaffold_21-snap-gene-0.34&CDS=1-693	YCL067C, YCR039C, YCR096C
82	OG0000082	genemark-scaffold_22-processed-gene-0.19-mRNA-1_1&gene=genemark-scaffold_22-processed-gene-0.19&CDS=1-1497, genemark-scaffold_7-processed-gene-2.44-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.44&CDS=1-1719, genemark-scaffold_9-processed-gene-3.58-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.58&CDS=1-1716	YDL174C
83	OG0000083	genemark-scaffold_26-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_26-processed-gene-0.5&CDS=1-1149, maker-scaffold_6-snap-gene-8.138-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.138&CDS=1-2733	YEL003W, YPL040C
84	OG0000084	genemark-scaffold_3-processed-gene-4.27-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-4.27&CDS=1-1653, maker-scaffold_3-snap-gene-3.1-mRNA-1_1&gene=maker-scaffold_3-snap-gene-3.1&CDS=1-3207	YEL063C, YNL270C
85	OG0000085	augustus_masked-scaffold_3-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.111&CDS=1-3276, genemark-scaffold_4-processed-gene-2.100-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.100&CDS=1-1269	YDL155W, YLR210W
86	OG0000086	genemark-scaffold_3-processed-gene-8.21-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-8.21&CDS=1-2010	YMR006C, YMR008C, YOL011W
87	OG0000087	genemark-scaffold_3-processed-gene-10.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.18&CDS=1-678, maker-scaffold_3-snap-gene-10.7-mRNA-1_1&gene=maker-scaffold_3-snap-gene-10.7&CDS=1-3804	YBL023C, YPR113W
88	OG0000088	genemark-scaffold_3-processed-gene-12.43-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-12.43&CDS=1-2268, genemark-scaffold_3-processed-gene-16.208-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-16.208&CDS=1-2247	YAR035W, YER024W
89	OG0000089	genemark-scaffold_3-processed-gene-13.48-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.48&CDS=1-1596, maker-scaffold_5-snap-gene-8.63-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.63&CDS=1-1422	YER028C, YGL035C
90	OG0000090	augustus_masked-scaffold_6-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.16&CDS=1-4338, genemark-scaffold_30-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_30-processed-gene-0.4&CDS=1-2619	YDR251W, YPL032C
91	OG0000091	snap_masked-scaffold_35-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scaffold_35-processed-gene-0.7&CDS=1-1038, snap_masked-scaffold_8-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.15&CDS=1-627	YLR262C-A, YLR287C
92	OG0000092	genemark-scaffold_4-processed-gene-6.115-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.115&CDS=1-4692, maker-scaffold_4-snap-gene-0.73-mRNA-1_1&gene=maker-scaffold_4-snap-gene-0.73&CDS=1-4338	YHR023W, YOR326W
93	OG0000093	augustus_masked-scaffold_4-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.104&CDS=1-3000	YOR389W, YPL277C, YPL278C
94	OG0000094	genemark-scaffold_4-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.72&CDS=1-1914, genemark-scaffold_9-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.14&CDS=1-2076	YER054C, YIL045W
95	OG0000095	genemark-scaffold_4-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-2.87&CDS=1-990	YLL062C, YMR321C, YPL273W
96	OG0000096	genemark-scaffold_4-processed-gene-4.60-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.60&CDS=1-699	YFL060C, YMR095C, YNL334C
97	OG0000097	genemark-scaffold_4-processed-gene-4.43-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.43&CDS=1-909	YFL059W, YMR096W, YNL333W
98	OG0000098	genemark-scaffold_4-processed-gene-5.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-5.89&CDS=1-1074, genemark-scaffold_4-processed-gene-6.104-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.104&CDS=1-1074	YDL246C, YJR159W
99	OG0000099	snap_masked-scaffold_4-processed-gene-8.63-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.63&CDS=1-3237	YDR038C, YDR039C, YDR040C
100	OG0000100	augustus_masked-scaffold_5-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.11&CDS=1-5985, genemark-scaffold_5-processed-gene-2.64-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.64&CDS=1-5655	YGR184C, YLR024C
101	OG0000101	genemark-scaffold_5-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.96&CDS=1-1668, genemark-scaffold_6-processed-gene-5.122-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.122&CDS=1-1359	YCL037C, YDR515W
102	OG0000102	genemark-scaffold_6-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.29&CDS=1-1491, genemark-scaffold_7-processed-gene-4.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.83&CDS=1-1509	YMR169C, YMR170C
103	OG0000103	genemark-scaffold_6-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.38&CDS=1-3285, genemark-scaffold_8-processed-gene-3.101-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.101&CDS=1-6099	YGL066W, YOR032C
104	OG0000104	genemark-scaffold_6-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.15&CDS=1-654	YAR002C-A, YGL002W, YHR110W
105	OG0000105	genemark-scaffold_6-processed-gene-8.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.32&CDS=1-1956, genemark-scaffold_9-processed-gene-2.42-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.42&CDS=1-1878	YBR238C, YGL107C
106	OG0000106	maker-scaffold_7-augustus-gene-1.1-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-1.1&CDS=1-753, maker-scaffold_7-snap-gene-1.113-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.113&CDS=1-1566	YNL108C, YOR110W
107	OG0000107		YKL222C, YLR266C, YOR162C, YOR172W
108	OG0000108	genemark-scaffold_1-processed-gene-1.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-1.93&CDS=1-1674	YIR031C, YNL117W
109	OG0000109	maker-scaffold_2-snap-gene-9.2-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.2&CDS=1-2949, snap_masked-scaffold_1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.45&CDS=1-2481	YJR126C
110	OG0000110	augustus_masked-scaffold_1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.87&CDS=1-2130, genemark-scaffold_1-processed-gene-8.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.87&CDS=1-2409	YLR144C
111	OG0000111	genemark-scaffold_1-processed-gene-2.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.66&CDS=1-1317	YDR132C, YLR108C
112	OG0000112	genemark-scaffold_1-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.79&CDS=1-1050	YCL050C, YDR530C
113	OG0000113	genemark-scaffold_1-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.34&CDS=1-3474	YNL106C, YOR109W
114	OG0000114	maker-scaffold_1-augustus-gene-3.108-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-3.108&CDS=1-3825	YDR122W, YLR096W
115	OG0000115	snap_masked-scaffold_1-processed-gene-3.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.78&CDS=1-600	YIL133C, YNL069C
116	OG0000116	genemark-scaffold_1-processed-gene-3.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.54&CDS=1-573	YNL096C, YOR096W
117	OG0000117	genemark-scaffold_1-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.45&CDS=1-1560	YLR260W, YOR171C
118	OG0000118	genemark-scaffold_1-processed-gene-3.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.61&CDS=1-567, genemark-scaffold_25-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_25-processed-gene-0.10&CDS=1-567	YKR068C
119	OG0000119	genemark-scaffold_1-processed-gene-4.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.52&CDS=1-654	YBR005W, YDR003W
120	OG0000120	genemark-scaffold_1-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.56&CDS=1-843	YGL096W, YPL177C
121	OG0000121	genemark-scaffold_1-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.72&CDS=1-1104	YCR105W, YMR318C
122	OG0000122	genemark-scaffold_1-processed-gene-4.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.59&CDS=1-1875	YNL095C, YOR092W
123	OG0000123	augustus_masked-scaffold_16-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scaffold_16-processed-gene-0.81&CDS=1-2631, genemark-scaffold_1-processed-gene-4.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.82&CDS=1-3615	YPR194C
124	OG0000124	genemark-scaffold_1-processed-gene-5.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.20&CDS=1-4323	YAL017W, YOL045W
125	OG0000125	augustus_masked-scaffold_1-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.71&CDS=1-357, genemark-scaffold_1-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.39&CDS=1-357	YJL004C
126	OG0000126	genemark-scaffold_1-processed-gene-5.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.22&CDS=1-1365, snap_masked-scaffold_1-processed-gene-5.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.95&CDS=1-2880	YMR076C
127	OG0000127	augustus_masked-scaffold_4-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.112&CDS=1-4929, maker-scaffold_1-augustus-gene-6.115-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.115&CDS=1-5775	YER166W
128	OG0000128	genemark-scaffold_1-processed-gene-6.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.55&CDS=1-1761	YDR131C, YJL149W
129	OG0000129	genemark-scaffold_1-processed-gene-6.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.74&CDS=1-1935	YCL051W, YDR528W
130	OG0000130	genemark-scaffold_1-processed-gene-7.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.33&CDS=1-870, genemark-scaffold_2-processed-gene-19.124-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-19.124&CDS=1-855	YJL068C
131	OG0000131	augustus_masked-scaffold_1-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.1&CDS=1-1344	YHR198C, YHR199C
132	OG0000132	genemark-scaffold_1-processed-gene-7.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.52&CDS=1-1287	YHL003C, YKL008C
133	OG0000133	genemark-scaffold_1-processed-gene-8.121-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.121&CDS=1-1326, genemark-scaffold_1-processed-gene-8.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.122&CDS=1-1326	YBR279W
134	OG0000134	genemark-scaffold_1-processed-gene-9.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.57&CDS=1-1434	YBR241C, YGL104C
135	OG0000135	genemark-scaffold_1-processed-gene-9.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.59&CDS=1-669	YBR242W, YGL101W
136	OG0000136	genemark-scaffold_1-processed-gene-9.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.81&CDS=1-1557	YKR091W, YOR083W
137	OG0000137	genemark-scaffold_1-processed-gene-10.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.96&CDS=1-459	YIL111W, YNL052W
138	OG0000138	genemark-scaffold_1-processed-gene-27.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.44&CDS=1-2733, maker-scaffold_1-snap-gene-10.110-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.110&CDS=1-1200	YDR166C
139	OG0000139	genemark-scaffold_1-processed-gene-10.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.85&CDS=1-1566, genemark-scaffold_1-processed-gene-22.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.55&CDS=1-3159	YHL036W
140	OG0000140	genemark-scaffold_1-processed-gene-10.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.106&CDS=1-1833, genemark-scaffold_1-processed-gene-22.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.59&CDS=1-1794	YDR536W
141	OG0000141	genemark-scaffold_1-processed-gene-11.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.36&CDS=1-216	YLR264W, YOR167C
142	OG0000142	augustus_masked-scaffold_1-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.53&CDS=1-1827	YLR287C-A, YOR182C
143	OG0000143	snap_masked-scaffold_1-processed-gene-12.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.25&CDS=1-750	YGR248W, YHR163W
144	OG0000144	genemark-scaffold_1-processed-gene-13.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.7&CDS=1-1971	YDL224C, YNL197C
145	OG0000145	snap_masked-scaffold_1-processed-gene-13.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.83&CDS=1-1572	YMR119W, YNL008C
146	OG0000146	genemark-scaffold_1-processed-gene-13.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.15&CDS=1-1647	YGL162W, YPR009W
147	OG0000147	genemark-scaffold_1-processed-gene-13.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.18&CDS=1-2058, genemark-scaffold_13-processed-gene-0.132-mRNA-1_1&gene=genemark-scaffold_13-processed-gene-0.132&CDS=1-2337	YIL107C
148	OG0000148	genemark-scaffold_1-processed-gene-13.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.36&CDS=1-1278	YFR014C, YOL016C
149	OG0000149	genemark-scaffold_1-processed-gene-13.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.20&CDS=1-894	YLR270W, YOR173W
150	OG0000150	genemark-scaffold_1-processed-gene-14.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.7&CDS=1-945	YDR368W, YOR120W
151	OG0000151	maker-scaffold_1-augustus-gene-14.81-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-14.81&CDS=1-1533	YER066W, YFL009W
152	OG0000152	genemark-scaffold_1-processed-gene-14.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.25&CDS=1-894, genemark-scaffold_3-processed-gene-10.57-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-10.57&CDS=1-897	YLL056C
153	OG0000153	augustus_masked-scaffold_1-processed-gene-21.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-21.118&CDS=1-1617, genemark-scaffold_1-processed-gene-15.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.54&CDS=1-702	YMR234W
154	OG0000154	genemark-scaffold_1-processed-gene-15.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.69&CDS=1-2232, genemark-scaffold_27-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_27-processed-gene-0.11&CDS=1-2232	YLL019C
155	OG0000155	genemark-scaffold_1-processed-gene-16.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-16.28&CDS=1-3576	YGL049C, YGR162W
156	OG0000156	genemark-scaffold_1-processed-gene-16.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-16.35&CDS=1-2247, maker-scaffold_8-snap-gene-2.3-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.3&CDS=1-2277	YDR034C
157	OG0000157	genemark-scaffold_1-processed-gene-16.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-16.37&CDS=1-1770, genemark-scaffold_2-processed-gene-16.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.12&CDS=1-1824	YNL104C
158	OG0000158	genemark-scaffold_1-processed-gene-17.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.45&CDS=1-1341	YMR253C, YPL264C
159	OG0000159	augustus_masked-scaffold_4-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.38&CDS=1-2634, genemark-scaffold_1-processed-gene-17.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-17.74&CDS=1-1602	YNL119W
160	OG0000160	maker-scaffold_1-snap-gene-17.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-17.2&CDS=1-3453	YDR497C, YOL103W
161	OG0000161	genemark-scaffold_1-processed-gene-18.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.71&CDS=1-390	YJL190C, YLR367W
162	OG0000162	genemark-scaffold_1-processed-gene-18.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.92&CDS=1-492	YDR418W, YEL054C
163	OG0000163	genemark-scaffold_1-processed-gene-18.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-18.83&CDS=1-2502	YBR270C, YJL058C
164	OG0000164	maker-scaffold_1-snap-gene-18.3-mRNA-1_1&gene=maker-scaffold_1-snap-gene-18.3&CDS=1-3309, snap_masked-scaffold_19-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scaffold_19-processed-gene-0.101&CDS=1-768	YLR138W
165	OG0000165	genemark-scaffold_1-processed-gene-19.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-19.31&CDS=1-1158, genemark-scaffold_20-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.26&CDS=1-1131	YLR130C
166	OG0000166	genemark-scaffold_1-processed-gene-19.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-19.51&CDS=1-1317	YCL011C, YNL004W
167	OG0000167	genemark-scaffold_1-processed-gene-20.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-20.51&CDS=1-2622	YJL082W, YKR018C
168	OG0000168	genemark-scaffold_1-processed-gene-20.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-20.54&CDS=1-1452	YFR053C, YGL253W
169	OG0000169	genemark-scaffold_1-processed-gene-20.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-20.66&CDS=1-2874, genemark-scaffold_2-processed-gene-18.71-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.71&CDS=1-2754	YJL108C
170	OG0000170	genemark-scaffold_1-processed-gene-21.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-21.85&CDS=1-981	YBL068W, YER099C
171	OG0000171	genemark-scaffold_1-processed-gene-21.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-21.71&CDS=1-594	YBL072C, YER102W
172	OG0000172	genemark-scaffold_1-processed-gene-22.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-22.37&CDS=1-1275	YBR078W, YDR055W
173	OG0000173	genemark-scaffold_1-processed-gene-24.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.68&CDS=1-1791	YHR117W, YNL121C
174	OG0000174	maker-scaffold_1-snap-gene-24.101-mRNA-1_1&gene=maker-scaffold_1-snap-gene-24.101&CDS=1-2289	YKL121W, YMR102C
175	OG0000175	genemark-scaffold_1-processed-gene-25.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.19&CDS=1-2436	YDR213W, YLR228C
176	OG0000176	genemark-scaffold_1-processed-gene-25.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.29&CDS=1-2301	YBR181C, YPL090C
177	OG0000177	genemark-scaffold_1-processed-gene-25.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.31&CDS=1-2226	YCR026C, YEL016C
178	OG0000178	genemark-scaffold_1-processed-gene-25.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-25.15&CDS=1-1317	YGR141W, YPR157W
179	OG0000179	genemark-scaffold_1-processed-gene-26.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.24&CDS=1-3945, genemark-scaffold_3-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-7.91&CDS=1-3864	YKL215C
180	OG0000180	genemark-scaffold_14-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_14-processed-gene-0.23&CDS=1-1974, snap_masked-scaffold_1-processed-gene-26.89-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.89&CDS=1-1986	YAL005C
181	OG0000181	genemark-scaffold_1-processed-gene-26.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.29&CDS=1-1977, genemark-scaffold_1-processed-gene-26.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.30&CDS=1-2301	YBL097W
182	OG0000182	genemark-scaffold_1-processed-gene-26.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.32&CDS=1-357	YER131W, YGL189C
183	OG0000183	genemark-scaffold_1-processed-gene-26.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-26.42&CDS=1-2907	YJL084C, YKR021W
184	OG0000184	augustus_masked-scaffold_1-processed-gene-27.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.104&CDS=1-1722	YDL085W, YMR145C
185	OG0000185	genemark-scaffold_1-processed-gene-27.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.42&CDS=1-2076	YLR098C, YOR337W
186	OG0000186	genemark-scaffold_1-processed-gene-27.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.83&CDS=1-1281	YJL133W, YKR052C
187	OG0000187	genemark-scaffold_10-processed-gene-0.52-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.52&CDS=1-822	YBR278W, YJL065C
188	OG0000188	snap_masked-scaffold_10-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-0.100&CDS=1-930	YDR147W, YLR133W
189	OG0000189	augustus_masked-scaffold_4-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.20&CDS=1-3144, genemark-scaffold_10-processed-gene-1.71-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-1.71&CDS=1-1995	YDL206W
190	OG0000190	genemark-scaffold_10-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-2.58&CDS=1-777	YMR222C, YOR280C
191	OG0000191	maker-scaffold_10-snap-gene-2.129-mRNA-1_1&gene=maker-scaffold_10-snap-gene-2.129&CDS=1-2913	YOR390W, YPL279C
192	OG0000192	genemark-scaffold_10-processed-gene-2.84-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-2.84&CDS=1-777, genemark-scaffold_10-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-2.85&CDS=1-771	YOR126C
193	OG0000193	genemark-scaffold_11-processed-gene-0.59-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.59&CDS=1-2232, genemark-scaffold_7-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.2&CDS=1-834	YDR440W
194	OG0000194	genemark-scaffold_11-processed-gene-0.61-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.61&CDS=1-1287, genemark-scaffold_7-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.0&CDS=1-1287	YGR286C
195	OG0000195	genemark-scaffold_11-processed-gene-0.63-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.63&CDS=1-342	YJR094W-A, YPR043W
196	OG0000196	genemark-scaffold_11-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.66&CDS=1-729	YDR185C, YLR168C
197	OG0000197	genemark-scaffold_11-processed-gene-0.69-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.69&CDS=1-528	YDR178W, YLR164W
198	OG0000198	genemark-scaffold_11-processed-gene-0.53-mRNA-1_1&gene=genemark-scaffold_11-processed-gene-0.53&CDS=1-987	YHL033C, YLL045C
199	OG0000199	augustus_masked-scaffold_11-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scaffold_11-processed-gene-0.101&CDS=1-798	YFR031C-A, YIL018W
