	OrthologID	Candida_albicans	Saccharomyces_cerevisiae
2129	OG0002129	C4_05660C_B&Allele&of&C4_05660C_A	YBL097W
2130	OG0002130	C4_03200C_A	YHR067W
2131	OG0002131	C5_01690C_A	YJL111W
2132	OG0002132	C2_00340C_A	YGL202W
2133	OG0002133	C7_02340C_A	YDR165W
2134	OG0002134	C6_02340W_A	YPL204W
2135	OG0002135	CR_04480C_A	YNL239W
2136	OG0002136	C6_01220C_A	YBR103W
2137	OG0002137	C3_07360W_A	YDL174C
2138	OG0002138	C1_05470W_A	YGR257C
2139	OG0002139	C2_03030W_A	YOR005C
2140	OG0002140	C3_05960W_A	YOR058C
2141	OG0002141	CR_09600C_A	YLR200W
2142	OG0002142	C4_06350C_A	YAR002W
2143	OG0002143	C4_00460C_A	YOR191W
2144	OG0002144	C2_01350C_A	YJL036W
2145	OG0002145	C1_11550W_A	YHR089C
2146	OG0002146	C4_05330C_A	YKL021C
2147	OG0002147	C2_10060C_A	YGR277C
2148	OG0002148	C4_02060C_A	YGR186W
2149	OG0002149	C4_03430W_A	YBL049W
2150	OG0002150	C1_12620W_A	YLL021W
2151	OG0002151	C3_03690W_A	YDR352W
2152	OG0002152	CR_03180W_A	YGR163W
2153	OG0002153	CR_07320C_A	YLR439W
2154	OG0002154	C4_03270W_A	YHR088W
2155	OG0002155	C2_00390C_A	YGL184C
2156	OG0002156	C2_08920W_A	YMR068W
2157	OG0002157	C3_00350W_A	YOL102C
2158	OG0002158	CR_02610C_A	YGR119C
2159	OG0002159	C3_04460W_A	YBL104C
2160	OG0002160	C4_06400C_A	YEL051W
2161	OG0002161	C3_07490W_A	YMR278W
2162	OG0002162	C6_04570W_A	YOR165W
2163	OG0002163	C2_02300W_B&Allele&of&C2_02300W_A	YDL098C
2164	OG0002164	C1_06650W_A	YPR131C
2165	OG0002165	C1_13280C_A	YHR026W
2166	OG0002166	C4_03440C_A	YNL186W
2167	OG0002167	C2_07450C_A	YOL010W
2168	OG0002168	C5_03350W_A	YPR191W
2169	OG0002169	C1_13860C_A	YHR183W
2170	OG0002170	C6_04530C_A	YPL183C
2171	OG0002171	C7_01030C_A	YPL012W
2172	OG0002172	C2_04510W_A	YBR192W
2173	OG0002173	C4_00200C_A	YLR303W
2174	OG0002174	C4_02980W_A	YGR185C
2175	OG0002175	C4_01130C_A	YML041C
2176	OG0002176	C1_13790C_A	YAL044W-A
2177	OG0002177	C5_00030W_A	YDR116C
2178	OG0002178	C5_05330C_A	YBR002C
2179	OG0002179	C1_13580W_A	YBR080C
2180	OG0002180	C4_03020W_A	YOR211C
2181	OG0002181	C5_05250C_A	YJR113C
2182	OG0002182	C3_01860C_A	YOR046C
2183	OG0002183	C7_03250C_B&Allele&of&C7_03250C_A	YCL043C
2184	OG0002184	C5_01870W_B&Allele&of&C5_01870W_A	YDL040C
2185	OG0002185	C1_06810W_A	YDR256C
2186	OG0002186	C1_04610W_A	YBL099W
2187	OG0002187	C2_00820W_A	YMR023C
2188	OG0002188	C3_06720W_A	YBR237W
2189	OG0002189	C7_03840W_A	YNL288W
2190	OG0002190	CR_10710C_A	YDR484W
2191	OG0002191	C2_07680W_A	YDR237W
2192	OG0002192	C4_06090C_A	YBL014C
2193	OG0002193	C2_04580W_A	YJL167W
2194	OG0002194	CR_07400C_A	YFL018C
2195	OG0002195	CR_03520C_A	YMR092C
2196	OG0002196	C3_06550C_A	YOR352W
2197	OG0002197	C1_07000W_A	YJL102W
2198	OG0002198	C3_03400C_A	YMR197C
2199	OG0002199	C1_07270W_A	YER157W
2200	OG0002200	C3_06200C_A	YEL019C
2201	OG0002201	C1_04570C_A	YDR254W
2202	OG0002202	C2_09060C_A	YGR124W
2203	OG0002203	C7_01290W_A	YMR112C
2204	OG0002204	C4_06890W_A	YPR201W
2205	OG0002205	CR_04570C_A	YCR002C
2206	OG0002206	C1_03400W_A	YGR068C
2207	OG0002207	CR_04730W_A	YJR085C
2208	OG0002208	C2_03010C_A	YJL026W
2209	OG0002209	C6_04520W_A	YBL076C
2210	OG0002210	C3_07290W_A	YHL029C
2211	OG0002211	C3_01480C_A	YOR095C
2212	OG0002212	C1_13920W_A	YDR068W
2213	OG0002213	C3_05410W_A	YOL060C
2214	OG0002214	C3_03410C_A	YMR196W
2215	OG0002215	CR_07330W_A	YLR438C-A
2216	OG0002216	CR_08470W_A	YNL080C
2217	OG0002217	C4_02460W_A	YBL040C
2218	OG0002218	C1_00610W_A	YNL169C
2219	OG0002219	CR_04070W_A	YOR253W
2220	OG0002220	C1_02620C_A	YJR139C
2221	OG0002221	C1_04630C_A	YIL048W
2222	OG0002222	C2_02540W_A	YMR229C
2223	OG0002223	CR_03820C_A	YPL020C
2224	OG0002224	C3_06910C_A	YAL016W
2225	OG0002225	C5_00230C_A	YBR228W
2226	OG0002226	C5_01960C_A	YOR356W
2227	OG0002227	CR_01080W_A	YJL207C
2228	OG0002228	C4_03940C_A	YBR218C
2229	OG0002229	CR_03420C_A	YER068W
2230	OG0002230	C2_02450C_A	YGR090W
2231	OG0002231	C2_02420C_A	YLR401C
2232	OG0002232	C1_10750C_A	YCL005W-A
2233	OG0002233	C1_00900W_A	YOR294W
2234	OG0002234	C7_00950W_A	YML025C
2235	OG0002235	C4_04450C_A	YGL180W
2236	OG0002236	C4_03680C_A	YDR314C
2237	OG0002237	C1_00350C_A	YLR205C
2238	OG0002238	C1_01900C_A	YDR117C
2239	OG0002239	C2_05900W_A	YLR394W
2240	OG0002240	CR_08540C_A	YJL156C
2241	OG0002241	CR_09480W_A	YPR178W
2242	OG0002242	CR_04000W_A	YOR259C
2243	OG0002243	C1_08290C_A	YLR129W
2244	OG0002244	C3_01810C_A	YOR099W
2245	OG0002245	C1_12240C_B&Allele&of&C1_12240C_A	YNL040W
2246	OG0002246	C4_04340C_A	YDL120W
2247	OG0002247	CR_06610W_B&Allele&of&CR_06610W_A	YFL026W
2248	OG0002248	C3_06500W_A	YKL210W
2249	OG0002249	C3_05870C_A	YDL122W
2250	OG0002250	CR_10430C_A	YOR148C
2251	OG0002251	C1_06590C_A	YPR133C
2252	OG0002252	C1_07840W_A	YFR047C
2253	OG0002253	C4_00580W_A	YGR203W
2254	OG0002254	C1_09830W_A	YPR189W
2255	OG0002255	C4_05570C_A	YLR212C
2256	OG0002256	C2_03340W_A	YDR137W
2257	OG0002257	C4_06470W_B&Allele&of&C4_06470W_A	YMR295C
2258	OG0002258	CR_01930C_A	YGR286C
2259	OG0002259	C2_09500W_A	YML080W
2260	OG0002260	C2_04770W_A	YAL011W
2261	OG0002261	C6_03340C_A	YEL011W
2262	OG0002262	C6_03290W_A	YPL181W
2263	OG0002263	C1_05980W_A	YJL100W
2264	OG0002264	C2_08380C_A	YJL090C
2265	OG0002265	CR_05130C_A	YFR041C
2266	OG0002266	C4_00300C_A	YPL016W
2267	OG0002267	C4_01300W_A	YHR004C
2268	OG0002268	C2_08010W_A	YFL007W
2269	OG0002269	C1_13950C_A	YBR217W
2270	OG0002270	C5_04340W_A	YOR288C
2271	OG0002271	C2_02970C_A	YER073W
2272	OG0002272	C7_04130C_A	YPL237W
2273	OG0002273	C7_00340C_A	YGL241W
2274	OG0002274	C4_02340W_A	YNL015W
2275	OG0002275	CR_10270C_A	YDR214W
2276	OG0002276	C1_10960W_A	YDR367W
2277	OG0002277	C1_13030C_A	YNL247W
2278	OG0002278	C7_00610C_A	YFR048W
2279	OG0002279	CR_07380C_A	YBR265W
2280	OG0002280	C2_06220C_A	YLR288C
2281	OG0002281	C3_03480C_A	YLR089C
2282	OG0002282	C5_02000C_A	YBL015W
2283	OG0002283	C1_04480C_A	YLR425W
2284	OG0002284	C2_10530C_A	YAR018C
2285	OG0002285	CR_03950W_A	YHR038W
2286	OG0002286	C3_01980C_A	YOR045W
2287	OG0002287	CR_07920W_A	YLR352W
2288	OG0002288	C1_05640C_A	YDR021W
2289	OG0002289	C5_00500W_A	YMR080C
2290	OG0002290	CR_10630W_A	YHR034C
2291	OG0002291	CR_06680C_A	YER176W
2292	OG0002292	CR_07910C_A	YJR035W
2293	OG0002293	C1_13270W_A	YCL047C
2294	OG0002294	CR_04510W_A	YGL253W
2295	OG0002295	C6_02520W_A	YLL027W
2296	OG0002296	C1_10480W_A	YIR004W
2297	OG0002297	C2_09640W_A	YER003C
2298	OG0002298	C6_03760C_A	YLR058C
2299	OG0002299	C3_00160C_A	YKL047W
2300	OG0002300	C5_00260W_A	YKL181W
2301	OG0002301	C6_00190W_A	YNL206C
2302	OG0002302	C1_09630W_A	YNL037C
2303	OG0002303	C2_00510W_A	YMR130W
2304	OG0002304	C6_03210C_A	YNR003C
2305	OG0002305	C2_05190W_A	YOR074C
2306	OG0002306	CR_02680W_A	YIL144W
2307	OG0002307	CR_10360C_A	YHR109W
2308	OG0002308	C2_03900C_A	YFL013C
2309	OG0002309	C2_10810W_A	YBR065C
2310	OG0002310	C1_07590C_B&Allele&of&C1_07590C_A	YBL037W
2311	OG0002311	C1_01700W_B&Allele&of&C1_01700W_A	YOR141C
2312	OG0002312	C2_03390C_A	YDR258C
2313	OG0002313	C2_05170W_A	YBL095W
2314	OG0002314	C3_00340W_A	YDR493W
2315	OG0002315	CR_09320C_A	YBR106W
2316	OG0002316	C2_10610W_A	YPL249C
2317	OG0002317	C5_05360C_A	YIR007W
2318	OG0002318	C3_07220C_A	YOR323C
2319	OG0002319	CR_01710W_A	YMR269W
2320	OG0002320	C5_03830C_B&Allele&of&C5_03830C_A	YMR236W
2321	OG0002321	CR_10100C_A	YJL153C
2322	OG0002322	C2_02380W_A	YML069W
2323	OG0002323	C6_01870C_A	YHR048W
2324	OG0002324	C3_07260C_A	YHL030W
2325	OG0002325	CR_06170W_A	YGR026W
2326	OG0002326	CR_03970C_A	YLR268W
2327	OG0002327	C1_04420C_A	YKL024C
2328	OG0002328	C2_05540C_A	YIL061C
2329	OG0002329	CR_09490W_A	YPR179C
2330	OG0002330	C2_00440W_A	YMR127C
2331	OG0002331	CR_06520C_A	YLR262C
2332	OG0002332	CR_01350C_A	YBL050W
2333	OG0002333	C1_11880W_A	YPR100W
2334	OG0002334	C4_05140C_A	YPR184W
2335	OG0002335	C3_06590W_A	YNR050C
2336	OG0002336	C6_04060W_A	YMR247C
2337	OG0002337	C1_08390C_A	YPL247C
2338	OG0002338	CR_07060C_A	YNL027W
2339	OG0002339	CR_03550W_A	YNL119W
2340	OG0002340	C2_09480W_A	YIL139C
2341	OG0002341	C3_02150C_A	YML008C
2342	OG0002342	C1_02660C_A	YJR144W
2343	OG0002343	C5_01110W_A	YHL013C
2344	OG0002344	C6_03300C_A	YGL095C
2345	OG0002345	C5_02470W_B&Allele&of&C5_02470W_A	YJR092W
2346	OG0002346	C6_02920C_A	YKR020W
2347	OG0002347	C2_02700C_A	YMR289W
2348	OG0002348	C3_00540C_A	YNL265C
2349	OG0002349	C7_00990W_A	YLR340W
2350	OG0002350	CR_05620C_A	YHR168W
2351	OG0002351	C1_05610W_A	YBL080C
2352	OG0002352	C3_04610W_A	YOR129C
2353	OG0002353	C4_00160C_A	YLR438W
2354	OG0002354	C1_04580C_A	YEL072W
2355	OG0002355	C1_02310C_A	YJL184W
2356	OG0002356	C1_08620W_A	YHR175W
2357	OG0002357	C1_08800W_A	YOR154W
2358	OG0002358	C1_11590W_A	YKR031C
2359	OG0002359	CR_02000C_A	YDR232W
2360	OG0002360	CR_06070W_A	YBR159W
2361	OG0002361	CR_07890W_B&Allele&of&CR_07890W_A	YKL043W
2362	OG0002362	C1_13300C_B&Allele&of&C1_13300C_A	YHR027C
2363	OG0002363	C6_00620W_A	YPR062W
2364	OG0002364	C1_13680C_A	YAL044C
2365	OG0002365	CR_06420W_A	YML016C
2366	OG0002366	C1_10660W_A	YER148W
2367	OG0002367	CR_06780W_A	YIL084C
2368	OG0002368	CR_00460C_A	YHR148W
2369	OG0002369	C7_01040C_A	YIL001W
2370	OG0002370	CR_02190C_A	YBL066C
2371	OG0002371	C2_07310W_A	YJR064W
2372	OG0002372	C2_01240C_B&Allele&of&C2_01240C_A	YPL008W
2373	OG0002373	C5_04070C_A	YBR135W
2374	OG0002374	C1_02430C_B&Allele&of&C1_02430C_A	YGR054W
2375	OG0002375	CR_02540W_A	YGR157W
2376	OG0002376	CR_07210W_A	YIL062C
2377	OG0002377	C2_03880C_A	YFL017W-A
2378	OG0002378	C7_03200C_A	YGR017W
2379	OG0002379	C7_00930W_A	YPR160W
2380	OG0002380	C3_03560W_A	YER078C
2381	OG0002381	C3_01710C_B&Allele&of&C3_01710C_A	YGR123C
2382	OG0002382	C2_04540C_A	YBR187W
2383	OG0002383	C4_04900W_A	YGL030W
2384	OG0002384	C7_01640W_A	YNL071W
2385	OG0002385	C4_04830W_A	YMR239C
2386	OG0002386	C4_03450C_A	YDL216C
2387	OG0002387	C7_04330C_A	YJL004C
2388	OG0002388	C7_00130W_A	YGL243W
2389	OG0002389	C1_14240W_A	YFR037C
2390	OG0002390	C3_06570C_A	YJR073C
2391	OG0002391	C2_07600C_A	YHR039C
2392	OG0002392	C4_06290W_A	YKR095W-A
2393	OG0002393	C1_06470W_A	YJL189W
2394	OG0002394	C1_12030W_A	YER081W
2395	OG0002395	C7_02350C_B&Allele&of&C7_02350C_A	YLR114C
2396	OG0002396	C4_04130W_A	YIL157C
2397	OG0002397	C7_00070C_A	YOR123C
2398	OG0002398	C5_02440C_A	YGR262C
2399	OG0002399	C5_01970C_A	YAL041W
2400	OG0002400	C7_01950W_A	YPL246C
2401	OG0002401	C5_00830C_A	YAL042W
2402	OG0002402	C1_08420W_A	YMR125W
2403	OG0002403	CR_10390W_A	YDR472W
2404	OG0002404	C3_05210C_A	YKR054C
2405	OG0002405	C5_05190W_A	YHR071W
2406	OG0002406	C2_00570W_A	YLR033W
2407	OG0002407	C3_03520C_A	YGR135W
2408	OG0002408	C4_07060W_A	YOR116C
2409	OG0002409	CR_07770C_A	YCR079W
2410	OG0002410	C1_10120C_A	YKR062W
2411	OG0002411	C5_05300W_A	YBR256C
2412	OG0002412	C4_02940W_A	YCR088W
2413	OG0002413	CR_07470W_A	YPR017C
2414	OG0002414	CR_06530W_A	YMR074C
2415	OG0002415	C5_02030W_A	YOR261C
2416	OG0002416	CR_00090C_A	YMR090W
2417	OG0002417	CR_04170W_A	YNL061W
2418	OG0002418	CR_05550C_A	YOR207C
2419	OG0002419	CR_01760C_A	YLR060W
2420	OG0002420	CR_10290C_A	YDR407C
2421	OG0002421	C1_03070C_A	YML065W
2422	OG0002422	CR_03990C_A	YOR260W
2423	OG0002423	C4_03130W_A	YHR188C
2424	OG0002424	C2_05860C_A	YIL101C
2425	OG0002425	CR_00620C_A	YOL058W
2426	OG0002426	C7_00470C_A	YCL004W
2427	OG0002427	C4_03150W_A	YMR288W
2428	OG0002428	C6_04360C_A	YER107C
2429	OG0002429	C4_02750W_A	YJR055W
2430	OG0002430	C2_06370C_A	YOR367W
2431	OG0002431	C5_00560W_A	YDR092W
2432	OG0002432	CR_01420W_A	YNL039W
2433	OG0002433	C7_00320C_A	YGL167C
2434	OG0002434	C1_01130W_A	YIL046W
2435	OG0002435	C1_03040W_B&Allele&of&C1_03040W_A	YKL183W
2436	OG0002436	C1_08090C_A	YAL035W
2437	OG0002437	C4_04980W_A	YBR220C
2438	OG0002438	C1_10080W_A	YDR482C
2439	OG0002439	C2_04820W_A	YOR201C
2440	OG0002440	C2_03830W_A	YLR143W
2441	OG0002441	C6_00370C_A	YOR310C
2442	OG0002442	CR_04560C_A	YKL113C
2443	OG0002443	C7_04110W_A	YPL236C
2444	OG0002444	C7_01440W_A	YAL046C
2445	OG0002445	C2_10670W_A	YMR276W
2446	OG0002446	C5_03370C_A	YPR188C
2447	OG0002447	CR_02770C_A	YPR180W
2448	OG0002448	C2_07560W_A	YDR334W
2449	OG0002449	C6_02570C_A	YDR498C
2450	OG0002450	C1_08010W_A	YPR183W
2451	OG0002451	C7_00750W_A	YGR037C
2452	OG0002452	C4_06410W_A	YDR416W
2453	OG0002453	C1_12510W_A	YLR084C
2454	OG0002454	C2_09350W_A	YPR140W
2455	OG0002455	C7_03570W_A	YHR018C
2456	OG0002456	CR_07960C_A	YKR050W
2457	OG0002457	CR_08010W_A	YDR320C-A
2458	OG0002458	C2_04690C_A	YKL174C
2459	OG0002459	C2_09710C_A	YCL034W
2460	OG0002460	CR_04100C_A	YMR121C
2461	OG0002461	C1_13930W_A	YLR006C
2462	OG0002462	C5_05490C_A	YPR033C
2463	OG0002463	C4_03360C_A	YJL012C
2464	OG0002464	CR_07750C_A	YNR038W
2465	OG0002465	CR_10230W_A	YOR023C
2466	OG0002466	C3_00460W_A	YDR298C
2467	OG0002467	C7_01800C_A	YMR205C
2468	OG0002468	C5_02220C_A	YOR163W
2469	OG0002469	C2_03140C_A	YOR022C
2470	OG0002470	C2_02210C_B&Allele&of&C2_02210C_A	YOL018C
2471	OG0002471	C2_05740W_A	YAL009W
2472	OG0002472	C6_00710W_A	YER140W
2473	OG0002473	C1_13780W_A	YOR326W
2474	OG0002474	C3_06100C_A	YOR204W
2475	OG0002475	C2_02990C_A	YKL215C
2476	OG0002476	CR_02330C_A	YCL055W
2477	OG0002477	C2_03560C_A	YDR322W
2478	OG0002478	C5_02830W_A	YKR035W-A
2479	OG0002479	C3_03190C_A	YJR122W
2480	OG0002480	C2_03060W_A	YDR394W
2481	OG0002481	C2_07800W_A	YBR120C
2482	OG0002482	C1_05120W_A	YJL059W
2483	OG0002483	C6_02170C_A	YBR175W
2484	OG0002484	C6_01040C_A	YKL078W
2485	OG0002485	C5_03140C_A	YPL085W
2486	OG0002486	C6_00120W_A	YNL211C
2487	OG0002487	C1_02510W_A	YLR078C
2488	OG0002488	C1_14230C_A	YIL026C
2489	OG0002489	C5_00330C_A	YLR087C
2490	OG0002490	C1_14170W_A	YKR017C
2491	OG0002491	C1_07800W_A	YGL236C
2492	OG0002492	C1_05620C_A	YKL178C
2493	OG0002493	C5_01580C_A	YNL014W
2494	OG0002494	C2_03420C_A	YOR035C
2495	OG0002495	C6_03910C_A	YNL286W
2496	OG0002496	C4_04210C_A	YGL127C
2497	OG0002497	C1_10200C_A	YNR055C
2498	OG0002498	C2_01110C_A	YIL033C
2499	OG0002499	C5_02970W_A	YHR028C
2500	OG0002500	C1_10650W_A	YBL019W
2501	OG0002501	C4_07230C_A	YDR359C
2502	OG0002502	CR_03170W_A	YLL018C
2503	OG0002503	C1_04770C_A	YLR056W
2504	OG0002504	C5_05020C_A	YOR085W
2505	OG0002505	C1_12790C_A	YCR034W
2506	OG0002506	C1_02450C_A	YLR074C
2507	OG0002507	C1_12220W_A	YJL194W
2508	OG0002508	C2_02780C_A	YMR055C
2509	OG0002509	C2_04930C_A	YPR161C
2510	OG0002510	CR_00820C_A	YCR059C
2511	OG0002511	C2_05750W_A	YPL146C
2512	OG0002512	C1_01480C_A	YGL123W
2513	OG0002513	C2_09680W_A	YIL004C
2514	OG0002514	C1_12340C_A	YBR146W
2515	OG0002515	C1_03860C_A	YNL233W
2516	OG0002516	C2_05270W_A	YBR017C
2517	OG0002517	CR_08600C_A	YDL065C
2518	OG0002518	C1_14030W_A	YJR008W
2519	OG0002519	C1_03820W_A	YNL231C
2520	OG0002520	C3_07080W_A	YIL153W
2521	OG0002521	C4_02260C_A	YMR310C
2522	OG0002522	C3_06900W_A	YPR067W
2523	OG0002523	CR_10720W_A	YOL095C
2524	OG0002524	C5_02210W_A	YOR164C
2525	OG0002525	C1_10610W_A	YGL186C
2526	OG0002526	C2_05320W_A	YDL017W
2527	OG0002527	C1_13700W_A	YFL039C
2528	OG0002528	C2_08140C_A	YOL084W
2529	OG0002529	C6_04120C_A	YGL093W
2530	OG0002530	C1_12440W_A	YOL080C
2531	OG0002531	C6_02730W_A	YDR129C
2532	OG0002532	CR_06050W_A	YBR160W
2533	OG0002533	CR_10240W_A	YDR398W
2534	OG0002534	C7_02170C_A	YDL115C
2535	OG0002535	C2_04640C_A	YKL173W
2536	OG0002536	C6_04560W_A	YPR004C
2537	OG0002537	C3_02270W_A	YIL156W-B
2538	OG0002538	C5_04510W_A	YPL110C
2539	OG0002539	C1_02860C_A	YKL196C
2540	OG0002540	C1_01520C_A	YHR008C
2541	OG0002541	C7_01920W_A	YDR054C
2542	OG0002542	C6_03920W_A	YGL115W
2543	OG0002543	CR_06960W_A	YNL261W
2544	OG0002544	C5_05290C_A	YPR166C
2545	OG0002545	C1_07110W_B&Allele&of&C1_07110W_A	YGR274C
2546	OG0002546	C2_08970C_A	YIL049W
2547	OG0002547	C7_00240W_A	YKL070W
2548	OG0002548	C4_01100C_A	YBR132C
2549	OG0002549	C2_07200W_A	YGL070C
2550	OG0002550	C1_07540C_B&Allele&of&C1_07540C_A	YJL020C
2551	OG0002551	CR_02870W_A	YPR029C
2552	OG0002552	C1_12570C_A	YPL101W
2553	OG0002553	C5_02740W_A	YOR037W
2554	OG0002554	C7_03280C_A	YLR149C
2555	OG0002555	C3_04060C_A	YDR044W
2556	OG0002556	C1_04200C_A	YLL023C
2557	OG0002557	C4_06860C_A	YLR245C
2558	OG0002558	C2_01160W_A	YPR118W
2559	OG0002559	C1_02880C_A	YKL195W
2560	OG0002560	C5_00220W_A	YBR229C
2561	OG0002561	CR_03380W_A	YMR097C
2562	OG0002562	C2_07010W_A	YNR021W
2563	OG0002563	C5_01590W_A	YPL003W
2564	OG0002564	CR_05480W_A	YPL134C
2565	OG0002565	C2_08480W_A	YDR083W
2566	OG0002566	C6_04550C_A	YPR003C
2567	OG0002567	C3_04430W_A	YEL024W
2568	OG0002568	CR_02150W_A	YLR188W
2569	OG0002569	C7_03080W_A	YLL007C
2570	OG0002570	C1_02220C_A	YNL200C
2571	OG0002571	C1_01160C_A	YOL142W
2572	OG0002572	C6_02050W_A	YKL149C
2573	OG0002573	C2_10210C_B&Allele&of&C2_10210C_A	YOR101W
2574	OG0002574	C5_04000W_A	YNL290W
2575	OG0002575	C1_12650C_A	YGL087C
2576	OG0002576	C4_05040W_A	YNR032C-A
2577	OG0002577	C2_01600C_A	YGL190C
2578	OG0002578	CR_07650W_A	YER133W
2579	OG0002579	C1_08120W_A	YLR319C
2580	OG0002580	C3_01350C_A	YEL021W
2581	OG0002581	CR_02550C_A	YGR158C
2582	OG0002582	C2_01530C_A	YHR074W
2583	OG0002583	C5_00290W_A	YLR405W
2584	OG0002584	C6_04290W_B&Allele&of&C6_04290W_A	YNR051C
2585	OG0002585	CR_10600C_A	YNR041C
2586	OG0002586	CR_06640C_A	YIL090W
2587	OG0002587	C5_02890W_A	YKL067W
2588	OG0002588	C4_06250C_A	YER008C
2589	OG0002589	C7_01880C_A	YIL134W
2590	OG0002590	C5_02150C_A	YPR162C
2591	OG0002591	C4_00560C_A	YLL006W
2592	OG0002592	C5_01180W_A	YNL292W
2593	OG0002593	C4_05300W_A	YGR194C
2594	OG0002594	C1_06740C_A	YDL213C
2595	OG0002595	C4_06690C_A	YBR173C
2596	OG0002596	C3_01990W_A	YMR235C
2597	OG0002597	C2_02160W_A	YMR060C
2598	OG0002598	C1_08340C_A	YOR357C
2599	OG0002599	C5_00420C_A	YKL003C
2600	OG0002600	C4_01940W_A	YBR296C
2601	OG0002601	C2_07040W_A	YHR040W
2602	OG0002602	C3_05350C_A	YGR229C
2603	OG0002603	C3_05010C_A	YJL092W
2604	OG0002604	CR_03120W_A	YJL066C
2605	OG0002605	C2_04270W_A	YFL029C
2606	OG0002606	CR_04090C_A	YMR120C
2607	OG0002607	C5_04630W_A	YGR063C
2608	OG0002608	C1_02290C_A	YJL180C
2609	OG0002609	C6_01740C_A	YCR068W
2610	OG0002610	C1_03520W_A	YER021W
2611	OG0002611	C4_05240C_A	YOR270C
2612	OG0002612	C3_01560W_A	YGL120C
2613	OG0002613	C2_08810C_A	YBR011C
2614	OG0002614	C1_13310W_A	YJL201W
2615	OG0002615	C2_02430W_A	YLR409C
2616	OG0002616	C6_01850W_A	YDR485C
2617	OG0002617	C2_00550W_A	YGL077C
2618	OG0002618	C7_00700W_A	YNL111C
2619	OG0002619	CR_03370C_A	YKL110C
2620	OG0002620	C1_08980C_A	YNL241C
2621	OG0002621	C1_03100W_A	YML072C
2622	OG0002622	C1_14390W_A	YHR143W-A
2623	OG0002623	C4_05690W_A	YPR181C
2624	OG0002624	CR_06820W_A	YIL087C
2625	OG0002625	C2_06790W_A	YPR094W
2626	OG0002626	CR_07600W_A	YAL019W
2627	OG0002627	C1_12360C_A	YDR487C
2628	OG0002628	C5_05040W_A	YGL142C
2629	OG0002629	C2_05020W_A	YDR512C
2630	OG0002630	C2_09010W_A	YDR169C
2631	OG0002631	C1_04760C_A	YIL047C
2632	OG0002632	C2_06000W_A	YKR063C
2633	OG0002633	C1_14270W_A	YDR428C
2634	OG0002634	C5_03400C_A	YNL147W
2635	OG0002635	CR_03290C_A	YJL106W
2636	OG0002636	C1_13380W_A	YGL174W
2637	OG0002637	C2_01480W_A	YML010W
2638	OG0002638	C2_00230W_A	YGL017W
2639	OG0002639	C4_02780W_A	YDL143W
2640	OG0002640	C2_05080C_A	YBR141C
2641	OG0002641	C6_02120W_A	YGL206C
2642	OG0002642	C1_01380C_A	YKR056W
2643	OG0002643	C1_13420C_A	YGL173C
2644	OG0002644	C1_04210C_A	YLR314C
2645	OG0002645	C1_10860C_A	YDR448W
2646	OG0002646	C2_10080W_A	YNL216W
2647	OG0002647	C2_04330C_A	YOR246C
2648	OG0002648	C2_04950C_A	YOR065W
2649	OG0002649	C1_08190C_A	YMR280C
2650	OG0002650	CR_02950C_A	YBL090W
2651	OG0002651	C6_02610C_A	YDR168W
2652	OG0002652	C2_10100W_A	YGR278W
2653	OG0002653	C1_02790W_A	YMR146C
2654	OG0002654	C5_04420W_A	YJR100C
2655	OG0002655	CR_00430C_A	YGL220W
2656	OG0002656	C3_01160W_A	YDR208W
2657	OG0002657	C1_14410W_A	YER146W
2658	OG0002658	CR_09620C_A	YLR193C
2659	OG0002659	C2_01030W_A	YBL038W
2660	OG0002660	C4_00390W_A	YMR039C
2661	OG0002661	C2_10550C_A	YGL195W
2662	OG0002662	C7_00680W_A	YOR111W
2663	OG0002663	C1_03090W_A	YLR441C
2664	OG0002664	CR_04620C_A	YBR180W
2665	OG0002665	C4_05810W_A	YER048C
2666	OG0002666	C1_08450C_A	YLR229C
2667	OG0002667	C5_05170W_B&Allele&of&C5_05170W_A	YKL025C
2668	OG0002668	C7_03800W_A	YCL001W
2669	OG0002669	CR_02860W_A	YPR165W
2670	OG0002670	CR_10280W_A	YMR244C-A
2671	OG0002671	C4_02870C_A	YGR285C
2672	OG0002672	C1_01670C_A	YGR098C
2673	OG0002673	CR_01280C_A	YDL046W
2674	OG0002674	C5_02780W_A	YMR179W
2675	OG0002675	C1_09620C_A	YIL098C
2676	OG0002676	C2_02240C_A	YDL013W
2677	OG0002677	CR_10620C_A	YDL141W
2678	OG0002678	C5_03010W_A	YOR308C
2679	OG0002679	CR_02430C_A	YNL023C
2680	OG0002680	C2_08800C_A	YBR286W
2681	OG0002681	C7_02550C_A	YHR122W
2682	OG0002682	C4_00770C_A	YJR014W
2683	OG0002683	C4_06030W_A	YBR109C
2684	OG0002684	C2_04160W_A	YGR021W
2685	OG0002685	C1_13170C_A	YDR097C
2686	OG0002686	C2_02620W_A	YBR269C
2687	OG0002687	C3_03530W_A	YPR153W
2688	OG0002688	C5_02930C_A	YHR104W
2689	OG0002689	C1_10270C_A	YJL145W
2690	OG0002690	C1_12210W_A	YKL211C
2691	OG0002691	C1_03280W_A	YDR175C
2692	OG0002692	C7_02890C_A	YDL095W
2693	OG0002693	CR_05670C_A	YDR174W
2694	OG0002694	C3_03040W_A	YDL178W
2695	OG0002695	C6_00660C_A	YDR063W
