	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035686_Cyberlindnera_saturnus
51	OG0000051	YDR378C, YPR182W	augustus_masked-flattened_line_2-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.156&CDS=1-237, maker-flattened_line_17-augustus-gene-1.50-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.50&CDS=1-240
52	OG0000052	YDR471W, YHR010W	augustus_masked-flattened_line_2-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.51&CDS=1-408, augustus_masked-flattened_line_6-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.91&CDS=1-408
53	OG0000053	YEL063C, YNL268W	augustus_masked-flattened_line_15-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.110&CDS=1-1638, augustus_masked-flattened_line_15-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.133&CDS=1-1668
54	OG0000054	YEL066W, YPR193C	augustus_masked-flattened_line_23-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.109&CDS=1-456, augustus_masked-flattened_line_56-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.137&CDS=1-456
55	OG0000055	YER054C, YIL045W	augustus_masked-flattened_line_8-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.94&CDS=1-1314, augustus_masked-flattened_line_8-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.78&CDS=1-1314
56	OG0000056	YER059W, YIL050W	snap_masked-flattened_line_8-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.149&CDS=1-1575, snap_masked-flattened_line_8-processed-gene-3.25-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.25&CDS=1-1575
57	OG0000057	YER075C, YOR208W	augustus_masked-flattened_line_21-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.86&CDS=1-1986, augustus_masked-flattened_line_32-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.61&CDS=1-1980
58	OG0000058	YFL047W, YHR182W	augustus_masked-flattened_line_36-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.69&CDS=1-2136, augustus_masked-flattened_line_9-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.139&CDS=1-2319
59	OG0000059	YFL050C, YOL130W	augustus_masked-flattened_line_15-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.97&CDS=1-2091, augustus_masked-flattened_line_64-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.99&CDS=1-1401
60	OG0000060	YFL059W, YMR096W, YNL333W	augustus_masked-flattened_line_56-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.113&CDS=1-879
61	OG0000061	YFL060C, YMR095C, YNL334C	augustus_masked-flattened_line_56-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.136&CDS=1-726
62	OG0000062	YFR032C-A, YFR033C	augustus_masked-flattened_line_0-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.20&CDS=1-633, maker-flattened_line_19-snap-gene-1.45-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.45&CDS=1-486
63	OG0000063	YGL089C, YPL187W	augustus_masked-flattened_line_2-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.151&CDS=1-783, augustus_masked-flattened_line_2-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.79&CDS=1-276
64	OG0000064	YGL147C, YNL067W	augustus_masked-flattened_line_76-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.5&CDS=1-573, augustus_masked-flattened_line_9-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.73&CDS=1-573
65	OG0000065	YGR067C, YMR182C	augustus_masked-flattened_line_11-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.101&CDS=1-981, augustus_masked-flattened_line_98-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.92&CDS=1-2106
66	OG0000066	YGR108W, YPR119W	augustus_masked-flattened_line_42-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.174&CDS=1-1122, augustus_masked-flattened_line_42-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.175&CDS=1-1128
67	OG0000067	YGR109W-A, YGR109W-B, YIL082W, YIL082W-A	
68	OG0000068	YGR177C, YOR377W	augustus_masked-flattened_line_125-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.20&CDS=1-1395, augustus_masked-flattened_line_4-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.63&CDS=1-1362
69	OG0000069	YGR281W	augustus_masked-flattened_line_116-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.8&CDS=1-4098, augustus_masked-flattened_line_9-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.81&CDS=1-4098, maker-flattened_line_21-augustus-gene-2.78-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.78&CDS=1-4791
70	OG0000070	YHL019C, YPL259C	augustus_masked-flattened_line_44-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.148&CDS=1-1236, augustus_masked-flattened_line_54-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.156&CDS=1-1356
71	OG0000071	YHL033C, YLL045C	augustus_masked-flattened_line_0-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.38&CDS=1-786, augustus_masked-flattened_line_19-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.38&CDS=1-789
72	OG0000072	YHR133C, YNL156C	augustus_masked-flattened_line_8-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.102&CDS=1-771, augustus_masked-flattened_line_8-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.70&CDS=1-771
73	OG0000073	YHR155W, YNL257C	augustus_masked-flattened_line_31-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.150&CDS=1-3540, augustus_masked-flattened_line_31-processed-gene-1.303-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.303&CDS=1-3540
74	OG0000074	YHR179W, YPL171C	augustus_masked-flattened_line_6-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.84&CDS=1-1245, maker-flattened_line_40-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.113&CDS=1-1002
75	OG0000075	YIR017C, YNL103W	augustus_masked-flattened_line_36-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.51&CDS=1-1110, augustus_masked-flattened_line_70-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.32&CDS=1-531
76	OG0000076	YIR033W, YKL020C	augustus_masked-flattened_line_58-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.22&CDS=1-372, augustus_masked-flattened_line_6-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.60&CDS=1-3087
77	OG0000077	YJL172W, YOL153C	augustus_masked-flattened_line_11-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.133&CDS=1-1641, snap_masked-flattened_line_32-processed-gene-1.190-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.190&CDS=1-1734
78	OG0000078	YJL218W	augustus_masked-flattened_line_27-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.60&CDS=1-501, augustus_masked-flattened_line_4-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.127&CDS=1-666, augustus_masked-flattened_line_56-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.140&CDS=1-678
79	OG0000079	YJR116W, YPR114W	augustus_masked-flattened_line_34-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.123&CDS=1-873, augustus_masked-flattened_line_66-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.89&CDS=1-801
80	OG0000080	YJR130C, YML082W	augustus_masked-flattened_line_0-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.94&CDS=1-1626, genemark-flattened_line_32-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.8&CDS=1-1131
81	OG0000081	YKL121W, YMR102C	augustus_masked-flattened_line_8-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.73&CDS=1-1980, augustus_masked-flattened_line_8-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.159&CDS=1-1980
82	OG0000082	YKR076W, YMR251W	genemark-flattened_line_40-processed-gene-0.335-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.335&CDS=1-954, maker-flattened_line_29-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-0.100&CDS=1-1029
83	OG0000083	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_9-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.57&CDS=1-897
84	OG0000084	YLR287C-A, YOR182C	maker-flattened_line_21-snap-gene-0.92-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-0.92&CDS=1-768, maker-flattened_line_9-augustus-gene-1.112-mRNA-1_1&gene=maker-flattened_line_9-augustus-gene-1.112&CDS=1-582
85	OG0000085	YLR392C	augustus_masked-flattened_line_11-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.33&CDS=1-1368, augustus_masked-flattened_line_17-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.74&CDS=1-1407, snap_masked-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.12&CDS=1-1239
86	OG0000086	YLR432W, YML056C	maker-flattened_line_4-augustus-gene-1.124-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.124&CDS=1-1566, maker-flattened_line_92-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.1&CDS=1-1566
87	OG0000087	YML111W, YMR275C	augustus_masked-flattened_line_15-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.107&CDS=1-2247, augustus_masked-flattened_line_50-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.152&CDS=1-2241
88	OG0000088	YMR316W, YNL165W, YOR385W	augustus_masked-flattened_line_6-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.54&CDS=1-1137
89	OG0000089	YNL274C	augustus_masked-flattened_line_36-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.52&CDS=1-1011, augustus_masked-flattened_line_64-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.101&CDS=1-1014, snap_masked-flattened_line_46-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.144&CDS=1-975
90	OG0000090	YNL322C	augustus_masked-flattened_line_8-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.36&CDS=1-813, augustus_masked-flattened_line_8-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.62&CDS=1-813, genemark-flattened_line_21-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.136&CDS=1-351
91	OG0000091	YOL027C, YPR125W	augustus_masked-flattened_line_29-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-2.82&CDS=1-1335, snap_masked-flattened_line_0-processed-gene-10.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.82&CDS=1-1377
92	OG0000092	YOL152W	augustus_masked-flattened_line_15-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.183&CDS=1-1773, augustus_masked-flattened_line_82-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.42&CDS=1-1719, snap_masked-flattened_line_19-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.110&CDS=1-1773
93	OG0000093	YOR389W, YPL277C, YPL278C	augustus_masked-flattened_line_132-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.18&CDS=1-1707
94	OG0000094	YPL159C, YPR151C	augustus_masked-flattened_line_11-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.84&CDS=1-582, augustus_masked-flattened_line_13-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.38&CDS=1-630
95	OG0000095	YAL007C, YOR016C	augustus_masked-flattened_line_68-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.147&CDS=1-633
96	OG0000096	YAL015C, YOL043C	augustus_masked-flattened_line_2-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.64&CDS=1-1146
97	OG0000097	YAL017W, YOL045W	augustus_masked-flattened_line_32-processed-gene-1.283-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.283&CDS=1-3210
98	OG0000098	YAL034C, YOR338W	augustus_masked-flattened_line_4-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.81&CDS=1-1011
99	OG0000099	YAL040C	augustus_masked-flattened_line_46-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.45&CDS=1-1308, snap_masked-flattened_line_29-processed-gene-2.166-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-2.166&CDS=1-1167
100	OG0000100	YAL056W, YOR371C	maker-flattened_line_38-augustus-gene-0.12-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.12&CDS=1-2370
101	OG0000101	YAL062W, YOR375C	augustus_masked-flattened_line_19-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.76&CDS=1-1380
102	OG0000102	YAR042W	augustus_masked-flattened_line_8-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.39&CDS=1-3234, augustus_masked-flattened_line_8-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.56&CDS=1-3234
103	OG0000103	YBL009W, YGL021W	augustus_masked-flattened_line_76-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.54&CDS=1-2376
104	OG0000104	YBL027W, YBR084C-A	snap_masked-flattened_line_27-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-2.108&CDS=1-591
105	OG0000105	YBL038W	maker-flattened_line_31-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.120&CDS=1-660, maker-flattened_line_31-augustus-gene-1.233-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.233&CDS=1-660
106	OG0000106	YBL042C	augustus_masked-flattened_line_86-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.14&CDS=1-1731, maker-flattened_line_13-snap-gene-3.114-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-3.114&CDS=1-3435
107	OG0000107	YBL043W, YJR115W	augustus_masked-flattened_line_11-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.144&CDS=1-702
108	OG0000108	YBL054W	augustus_masked-flattened_line_9-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.52&CDS=1-984, snap_masked-flattened_line_4-processed-gene-4.103-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.103&CDS=1-378
109	OG0000109	YBL056W, YER089C	augustus_masked-flattened_line_76-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.46&CDS=1-1197
110	OG0000110	YBL067C, YER098W	augustus_masked-flattened_line_0-processed-gene-10.174-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.174&CDS=1-2103
111	OG0000111	YBL069W, YER101C	augustus_masked-flattened_line_0-processed-gene-11.281-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.281&CDS=1-1197
112	OG0000112	YBL072C, YER102W	snap_masked-flattened_line_0-processed-gene-11.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.132&CDS=1-603
113	OG0000113	YBL087C, YER117W	snap_masked-flattened_line_80-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.136&CDS=1-408
114	OG0000114	YBL101C, YPR030W	augustus_masked-flattened_line_44-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.135&CDS=1-2439
115	OG0000115	YBL106C, YPR032W	genemark-flattened_line_11-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.139&CDS=1-5364
116	OG0000116	YBR005W, YDR003W	augustus_masked-flattened_line_25-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.4&CDS=1-552
117	OG0000117	YBR031W, YDR012W	snap_masked-flattened_line_13-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-0.31&CDS=1-1089
118	OG0000118	YBR033W, YKL038W	augustus_masked-flattened_line_40-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.100&CDS=1-2409
119	OG0000119	YBR048W, YDR025W	maker-flattened_line_46-augustus-gene-0.65-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.65&CDS=1-468
120	OG0000120	YBR054W, YDR033W	augustus_masked-flattened_line_9-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.79&CDS=1-957
121	OG0000121	YBR078W, YDR055W	augustus_masked-flattened_line_66-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.102&CDS=1-1269
122	OG0000122	YBR083W	augustus_masked-flattened_line_27-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.11&CDS=1-1920, snap_masked-flattened_line_46-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.148&CDS=1-1920
123	OG0000123	YBR087W	augustus_masked-flattened_line_31-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.165&CDS=1-1053, augustus_masked-flattened_line_31-processed-gene-1.268-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.268&CDS=1-1053
124	OG0000124	YBR088C	maker-flattened_line_31-augustus-gene-0.117-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.117&CDS=1-774, maker-flattened_line_31-augustus-gene-1.236-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.236&CDS=1-774
125	OG0000125	YBR091C	maker-flattened_line_31-augustus-gene-0.122-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.122&CDS=1-297, maker-flattened_line_31-augustus-gene-1.228-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.228&CDS=1-297
126	OG0000126	YBR094W	maker-flattened_line_31-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.2&CDS=1-2130, snap_masked-flattened_line_31-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.214&CDS=1-2130
127	OG0000127	YBR095C	augustus_masked-flattened_line_31-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.155&CDS=1-1026, augustus_masked-flattened_line_31-processed-gene-1.278-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.278&CDS=1-1026
128	OG0000128	YBR098W	augustus_masked-flattened_line_31-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.163&CDS=1-2175, augustus_masked-flattened_line_31-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.270&CDS=1-2175
129	OG0000129	YBR101C	augustus_masked-flattened_line_31-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.141&CDS=1-849, augustus_masked-flattened_line_31-processed-gene-1.312-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.312&CDS=1-849
