	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034606_Priceomyces_medius
60	OG0000060	YBR028C, YKR001C	genemark-flattened_line_16-processed-gene-3.30-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.30&CDS=1-1341, maker-flattened_line_0-augustus-gene-11.90-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-11.90&CDS=1-3465
61	OG0000061	YBR073W, YGL163C	genemark-flattened_line_2-processed-gene-7.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.20&CDS=1-2508, genemark-flattened_line_30-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.16&CDS=1-2634
62	OG0000062	YBR118W, YPR080W	augustus_masked-flattened_line_24-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.16&CDS=1-879, augustus_masked-flattened_line_28-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.69&CDS=1-879
63	OG0000063	YBR237W, YNL112W	genemark-flattened_line_0-processed-gene-11.103-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.103&CDS=1-2739, genemark-flattened_line_0-processed-gene-5.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.123&CDS=1-1611
64	OG0000064	YBR239C, YJL103C	genemark-flattened_line_2-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.46&CDS=1-1482, maker-flattened_line_0-snap-gene-5.114-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.114&CDS=1-1359
65	OG0000065	YCL067C, YCR039C, YCR096C	genemark-flattened_line_0-processed-gene-12.87-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.87&CDS=1-570
66	OG0000066	YDL020C	genemark-flattened_line_0-processed-gene-13.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.128&CDS=1-1299, genemark-flattened_line_4-processed-gene-4.88-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.88&CDS=1-1488, maker-flattened_line_0-snap-gene-13.170-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-13.170&CDS=1-2553
67	OG0000067	YDL066W, YLR174W	genemark-flattened_line_30-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.32&CDS=1-1269, genemark-flattened_line_8-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.127&CDS=1-1230
68	OG0000068	YDL093W, YDL095W	genemark-flattened_line_46-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.43&CDS=1-2205, maker-flattened_line_2-augustus-gene-7.57-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-7.57&CDS=1-6048
69	OG0000069	YDL113C, YDR425W	genemark-flattened_line_2-processed-gene-8.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.25&CDS=1-1848, genemark-flattened_line_26-processed-gene-1.236-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.236&CDS=1-1842
70	OG0000070	YDL132W, YGR003W	augustus_masked-flattened_line_24-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.15&CDS=1-3282, genemark-flattened_line_40-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.15&CDS=1-2562
71	OG0000071	YDL216C, YFR004W	genemark-flattened_line_2-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.132&CDS=1-936, genemark-flattened_line_30-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.133&CDS=1-1539
72	OG0000072	YDL236W, YGL141W	genemark-flattened_line_32-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.55&CDS=1-924, maker-flattened_line_18-augustus-gene-1.101-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.101&CDS=1-3864
73	OG0000073	YDR103W, YJL157C	augustus_masked-flattened_line_0-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.73&CDS=1-2787, snap_masked-flattened_line_16-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.109&CDS=1-1944
74	OG0000074	YDR144C, YLR120C, YLR121C	genemark-flattened_line_0-processed-gene-5.167-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.167&CDS=1-1845
75	OG0000075	YDR284C, YML123C	augustus_masked-flattened_line_6-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.23&CDS=1-2358, genemark-flattened_line_6-processed-gene-6.103-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.103&CDS=1-822
76	OG0000076	YDR368W, YOR120W	genemark-flattened_line_14-processed-gene-4.218-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.218&CDS=1-909, genemark-flattened_line_32-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.73&CDS=1-909
77	OG0000077	YDR391C, YOR012W, YOR013W	augustus_masked-flattened_line_22-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.47&CDS=1-660
78	OG0000078	YDR395W, YJR132W	genemark-flattened_line_14-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.112&CDS=1-3024, genemark-flattened_line_6-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.48&CDS=1-3135
79	OG0000079	YDR444W, YGL144C	genemark-flattened_line_0-processed-gene-8.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.64&CDS=1-2133, genemark-flattened_line_18-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.127&CDS=1-2352
80	OG0000080	YDR463W, YHR006W	genemark-flattened_line_14-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.101&CDS=1-1464, genemark-flattened_line_16-processed-gene-2.52-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.52&CDS=1-1413
81	OG0000081	YDR466W, YDR490C	genemark-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.15&CDS=1-2541, genemark-flattened_line_20-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.106&CDS=1-3462
82	OG0000082	YER017C, YMR089C	genemark-flattened_line_0-processed-gene-13.151-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.151&CDS=1-2901, genemark-flattened_line_24-processed-gene-1.254-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.254&CDS=1-2367
83	OG0000083	YER062C, YIL053W	genemark-flattened_line_12-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.19&CDS=1-759, maker-flattened_line_14-augustus-gene-0.123-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.123&CDS=1-1929
84	OG0000084	YER075C, YOR208W	genemark-flattened_line_14-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.80&CDS=1-2361, snap_masked-flattened_line_26-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.36&CDS=1-1707
85	OG0000085	YER123W, YHR135C	genemark-flattened_line_28-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.125&CDS=1-1269, genemark-flattened_line_6-processed-gene-9.148-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.148&CDS=1-1392
86	OG0000086	YER172C, YGR271W	genemark-flattened_line_18-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.158&CDS=1-5781, maker-flattened_line_16-snap-gene-1.60-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.60&CDS=1-7512
87	OG0000087	YFR007W, YPL248C	augustus_masked-flattened_line_8-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.70&CDS=1-2691, genemark-flattened_line_8-processed-gene-6.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.67&CDS=1-693
88	OG0000088	YFR031C-A, YIL018W	augustus_masked-flattened_line_12-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.58&CDS=1-762, genemark-flattened_line_6-processed-gene-9.197-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.197&CDS=1-762
89	OG0000089	YGL083W, YOR112W	genemark-flattened_line_0-processed-gene-5.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.120&CDS=1-2382, genemark-flattened_line_28-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.131&CDS=1-2481
90	OG0000090	YGL158W, YLR248W	genemark-flattened_line_8-processed-gene-4.57-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.57&CDS=1-6975, snap_masked-flattened_line_2-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.69&CDS=1-1920
91	OG0000091	YGL247W, YHR036W	genemark-flattened_line_8-processed-gene-8.233-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.233&CDS=1-1635, genemark-flattened_line_8-processed-gene-8.249-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.249&CDS=1-1278
92	OG0000092	YGR032W	augustus_masked-flattened_line_10-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-6.137&CDS=1-5649, genemark-flattened_line_0-processed-gene-3.26-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.26&CDS=1-5319, maker-flattened_line_8-augustus-gene-3.53-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.53&CDS=1-6414
93	OG0000093	YGR052W, YHR082C	genemark-flattened_line_18-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.129&CDS=1-1305, genemark-flattened_line_2-processed-gene-2.85-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.85&CDS=1-2457
94	OG0000094	YGR059W, YHR107C	genemark-flattened_line_14-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.121&CDS=1-1545, genemark-flattened_line_16-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.93&CDS=1-1170
95	OG0000095	YGR087C, YLR044C, YLR134W	genemark-flattened_line_12-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.116&CDS=1-1731
96	OG0000096	YGR232W, YIL112W	genemark-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.35&CDS=1-3507, genemark-flattened_line_4-processed-gene-7.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.63&CDS=1-663
97	OG0000097	YGR240C, YMR205C	genemark-flattened_line_18-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.132&CDS=1-2871, genemark-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.78&CDS=1-2826
98	OG0000098	YHL033C, YLL045C	genemark-flattened_line_12-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.107&CDS=1-795, genemark-flattened_line_6-processed-gene-9.167-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.167&CDS=1-792
99	OG0000099	YHL039W, YPL208W	genemark-flattened_line_28-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.63&CDS=1-1833, snap_masked-flattened_line_14-processed-gene-4.143-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.143&CDS=1-1782
100	OG0000100	YHR023W, YOR326W	genemark-flattened_line_2-processed-gene-7.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.45&CDS=1-4683, snap_masked-flattened_line_0-processed-gene-12.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.24&CDS=1-5613
101	OG0000101	YHR031C, YML061C	genemark-flattened_line_24-processed-gene-1.292-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.292&CDS=1-2205, genemark-flattened_line_6-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.79&CDS=1-2055
102	OG0000102	YHR179W, YPL171C	augustus_masked-flattened_line_50-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.2&CDS=1-1263, snap_masked-flattened_line_48-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.6&CDS=1-1221
103	OG0000103	YHR203C, YJR145C	augustus_masked-flattened_line_30-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.145&CDS=1-2577, maker-flattened_line_20-augustus-gene-2.8-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.8&CDS=1-2196
104	OG0000104	YIL035C, YOR061W	genemark-flattened_line_0-processed-gene-4.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.76&CDS=1-993, genemark-flattened_line_10-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.121&CDS=1-984
105	OG0000105	YIL095W, YNL020C	genemark-flattened_line_2-processed-gene-10.223-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.223&CDS=1-2376, genemark-flattened_line_30-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.46&CDS=1-2979
106	OG0000106	YIL120W, YIL121W	genemark-flattened_line_4-processed-gene-10.239-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.239&CDS=1-1506, genemark-flattened_line_8-processed-gene-5.96-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.96&CDS=1-1470
107	OG0000107	YIL126W, YOR290C	augustus_masked-flattened_line_14-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.71&CDS=1-4536, genemark-flattened_line_0-processed-gene-8.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.42&CDS=1-3846
108	OG0000108	YIR013C, YLR013W	augustus_masked-flattened_line_14-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.27&CDS=1-1284, genemark-flattened_line_2-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.61&CDS=1-1098
109	OG0000109	YJL081C, YPR034W	genemark-flattened_line_0-processed-gene-14.229-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.229&CDS=1-1410, genemark-flattened_line_16-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.97&CDS=1-1266
110	OG0000110	YJL095W, YLR362W	augustus_masked-flattened_line_6-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.70&CDS=1-4629, genemark-flattened_line_0-processed-gene-14.158-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.158&CDS=1-2298
111	OG0000111	YJL098W, YKR028W	genemark-flattened_line_4-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.139&CDS=1-2760, genemark-flattened_line_6-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.30&CDS=1-3033
112	OG0000112	YJL158C, YJL160C	genemark-flattened_line_2-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.123&CDS=1-597, genemark-flattened_line_4-processed-gene-5.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.9&CDS=1-972
113	OG0000113	YJL172W, YOL153C	genemark-flattened_line_2-processed-gene-10.291-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.291&CDS=1-1743, genemark-flattened_line_26-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.48&CDS=1-1755
114	OG0000114	YJR045C, YLR369W	genemark-flattened_line_26-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.13&CDS=1-1974, genemark-flattened_line_28-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.42&CDS=1-1947
115	OG0000115	YKL005C, YPL181W	genemark-flattened_line_0-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.15&CDS=1-1197, genemark-flattened_line_14-processed-gene-3.69-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.69&CDS=1-2040
116	OG0000116	YKL124W, YMR171C	genemark-flattened_line_26-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.31&CDS=1-1503, maker-flattened_line_2-snap-gene-7.54-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-7.54&CDS=1-1536
117	OG0000117	YLL052C, YLL053C, YPR192W	genemark-flattened_line_4-processed-gene-10.237-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.237&CDS=1-864
118	OG0000118	YLL062C, YMR321C, YPL273W	augustus_masked-flattened_line_0-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.35&CDS=1-993
119	OG0000119	YLR454W, YPR117W	genemark-flattened_line_0-processed-gene-10.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.99&CDS=1-7713, snap_masked-flattened_line_10-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.84&CDS=1-8004
120	OG0000120	YML020W, YPL008W	augustus_masked-flattened_line_2-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.108&CDS=1-3504, maker-flattened_line_22-augustus-gene-1.6-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.6&CDS=1-6543
121	OG0000121	YML054C	genemark-flattened_line_10-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.88&CDS=1-1695, genemark-flattened_line_2-processed-gene-7.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.46&CDS=1-1719, genemark-flattened_line_42-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.61&CDS=1-1668
122	OG0000122	YML072C, YOR086C	genemark-flattened_line_32-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.89&CDS=1-3603, maker-flattened_line_2-snap-gene-3.98-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.98&CDS=1-4779
123	OG0000123	YMR221C, YNL290W	genemark-flattened_line_18-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.88&CDS=1-1581, maker-flattened_line_8-augustus-gene-0.143-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.143&CDS=1-6999
124	OG0000124	YNL148C, YPL174C	genemark-flattened_line_12-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.135&CDS=1-744, snap_masked-flattened_line_8-processed-gene-8.84-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-8.84&CDS=1-2799
125	OG0000125	YOL055C, YPL258C, YPR121W	genemark-flattened_line_14-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.149&CDS=1-1752
126	OG0000126	YOR018W, YPL094C	augustus_masked-flattened_line_16-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.152&CDS=1-3930, genemark-flattened_line_20-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.31&CDS=1-2349
127	OG0000127	YOR243C, YOR251C	genemark-flattened_line_2-processed-gene-10.207-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.207&CDS=1-912, maker-flattened_line_2-augustus-gene-9.95-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-9.95&CDS=1-3015
128	OG0000128	YOR389W, YPL277C, YPL278C	genemark-flattened_line_38-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.11&CDS=1-1698
129	OG0000129	YPL088W	genemark-flattened_line_42-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.62&CDS=1-1032, genemark-flattened_line_42-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.67&CDS=1-1026, genemark-flattened_line_8-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.93&CDS=1-1029
130	OG0000130	Q0045, Q0065, Q0070	maker-flattened_line_44-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.32&CDS=1-288
131	OG0000131		genemark-flattened_line_0-processed-gene-14.218-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.218&CDS=1-1101, genemark-flattened_line_14-processed-gene-4.215-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.215&CDS=1-1101, genemark-flattened_line_2-processed-gene-2.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.74&CDS=1-1218, genemark-flattened_line_54-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.0&CDS=1-1098
132	OG0000132	YAL015C, YOL043C	genemark-flattened_line_0-processed-gene-6.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.112&CDS=1-1314
133	OG0000133	YAL017W, YOL045W	genemark-flattened_line_0-processed-gene-11.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.96&CDS=1-3450
134	OG0000134	YAL034C, YOR338W	genemark-flattened_line_8-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.146&CDS=1-918
135	OG0000135	YAL040C	genemark-flattened_line_0-processed-gene-12.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.47&CDS=1-1230, snap_masked-flattened_line_0-processed-gene-12.36-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-12.36&CDS=1-1398
