	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
60	OG0000060	YCR008W, YLR076C	maker-flattened_line_0-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.1&CDS=1-2964, maker-flattened_line_0-snap-gene-3.56-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.56&CDS=1-2910
61	OG0000061	YCR102C, YLR460C, YNL134C	maker-flattened_line_0-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.6&CDS=1-2172
62	OG0000062	YDL085W, YMR145C	genemark-flattened_line_44-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.106&CDS=1-1590, genemark-flattened_line_6-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.75&CDS=1-1653
63	OG0000063	YDL170W	genemark-flattened_line_18-processed-gene-2.17-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.17&CDS=1-2256, genemark-flattened_line_28-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.56&CDS=1-1620, genemark-flattened_line_6-processed-gene-4.116-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.116&CDS=1-1617
64	OG0000064	YDL210W	genemark-flattened_line_0-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.123&CDS=1-1656, genemark-flattened_line_24-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.150&CDS=1-1782, maker-flattened_line_0-snap-gene-3.58-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.58&CDS=1-3351
65	OG0000065	YDR037W, YNL073W	genemark-flattened_line_2-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.34&CDS=1-1791, genemark-flattened_line_38-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.107&CDS=1-1662
66	OG0000066	YDR071C, YEL004W	genemark-flattened_line_82-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.122&CDS=1-735, maker-flattened_line_58-augustus-gene-0.133-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.133&CDS=1-1617
67	OG0000067	YDR074W, YJR126C	augustus_masked-flattened_line_60-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.31&CDS=1-5397, genemark-flattened_line_76-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.142&CDS=1-2301
68	OG0000068	YDR125C, YLR099C	genemark-flattened_line_28-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.147&CDS=1-1449, genemark-flattened_line_4-processed-gene-4.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.9&CDS=1-1428
69	OG0000069	YDR135C, YLL015W	augustus_masked-flattened_line_22-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.107&CDS=1-4599, augustus_masked-flattened_line_34-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.71&CDS=1-4500
70	OG0000070	YDR144C, YLR120C, YLR121C	genemark-flattened_line_4-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.86&CDS=1-1869
71	OG0000071	YDR162C, YMR032W	genemark-flattened_line_0-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.67&CDS=1-1881, snap_masked-flattened_line_76-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.46&CDS=1-477
72	OG0000072	YDR178W, YLR164W	augustus_masked-flattened_line_22-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.117&CDS=1-540, genemark-flattened_line_40-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.130&CDS=1-495
73	OG0000073	YDR367W, YOR140W	genemark-flattened_line_20-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.13&CDS=1-3510, maker-flattened_line_44-snap-gene-1.57-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-1.57&CDS=1-1851
74	OG0000074	YDR395W, YJR132W	genemark-flattened_line_0-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.50&CDS=1-3135, maker-flattened_line_80-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.76&CDS=1-6159
75	OG0000075	YDR466W, YDR490C	genemark-flattened_line_48-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.140&CDS=1-2757, genemark-flattened_line_66-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.15&CDS=1-3882
76	OG0000076	YDR523C, YHR102W	genemark-flattened_line_14-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.32&CDS=1-1434, genemark-flattened_line_64-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.96&CDS=1-2631
77	OG0000077	YER054C, YIL045W	genemark-flattened_line_10-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.129&CDS=1-2070, genemark-flattened_line_44-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.18&CDS=1-1515
78	OG0000078	YER056C, YER060W, YER060W-A	genemark-flattened_line_38-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.66&CDS=1-1545
79	OG0000079	YER067W, YIL057C	augustus_masked-flattened_line_40-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.87&CDS=1-639, genemark-flattened_line_18-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.19&CDS=1-540
80	OG0000080	YER123W, YHR135C	genemark-flattened_line_6-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.50&CDS=1-1440, genemark-flattened_line_6-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.78&CDS=1-1578
81	OG0000081	YFL059W, YMR096W, YNL333W	genemark-flattened_line_0-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.50&CDS=1-912
82	OG0000082	YFR014C, YOL016C	genemark-flattened_line_0-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.88&CDS=1-1131, genemark-flattened_line_110-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.11&CDS=1-1263
83	OG0000083	YGL194C, YPR068C	genemark-flattened_line_16-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.127&CDS=1-1230, genemark-flattened_line_22-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.74&CDS=1-1398
84	OG0000084	YGL257C, YNR059W	genemark-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.41&CDS=1-2433, genemark-flattened_line_20-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.102&CDS=1-2783
85	OG0000085	YGR052W, YHR082C	genemark-flattened_line_24-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.98&CDS=1-2613, snap_masked-flattened_line_44-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.18&CDS=1-1479
86	OG0000086	YGR087C, YLR044C, YLR134W	genemark-flattened_line_74-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.151&CDS=1-1719
87	OG0000087	YGR123C, YHL019C	genemark-flattened_line_88-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.54&CDS=1-1764, maker-flattened_line_0-augustus-gene-4.125-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.125&CDS=1-2871
88	OG0000088	YGR184C, YLR024C	genemark-flattened_line_20-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.97&CDS=1-5712, snap_masked-flattened_line_20-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.9&CDS=1-5457
89	OG0000089	YGR220C	augustus_masked-flattened_line_74-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.82&CDS=1-1143, genemark-flattened_line_14-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.127&CDS=1-2145, genemark-flattened_line_16-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.29&CDS=1-1173
90	OG0000090	YGR240C, YMR205C	genemark-flattened_line_14-processed-gene-2.180-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.180&CDS=1-2841, genemark-flattened_line_44-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.90&CDS=1-3006
91	OG0000091	YHL033C, YLL045C	augustus_masked-flattened_line_104-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.60&CDS=1-795, snap_masked-flattened_line_42-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.106&CDS=1-792
92	OG0000092	YHL039W, YPL208W	augustus_masked-flattened_line_64-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.37&CDS=1-1716, genemark-flattened_line_116-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.10&CDS=1-1617
93	OG0000093	YHR028C, YOR219C	genemark-flattened_line_12-processed-gene-3.82-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.82&CDS=1-2667, genemark-flattened_line_4-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.129&CDS=1-2436
94	OG0000094	YHR031C, YML061C	genemark-flattened_line_16-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.55&CDS=1-2586, genemark-flattened_line_6-processed-gene-4.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.101&CDS=1-2097
95	OG0000095	YHR176W	augustus_masked-flattened_line_58-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.55&CDS=1-1404, genemark-flattened_line_40-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.109&CDS=1-1548, genemark-flattened_line_74-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.145&CDS=1-1296
96	OG0000096	YIL002C, YOR109W	genemark-flattened_line_10-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.79&CDS=1-3198, genemark-flattened_line_4-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.96&CDS=1-3144
97	OG0000097	YIL035C, YOR061W	genemark-flattened_line_18-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.68&CDS=1-996, genemark-flattened_line_34-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.18&CDS=1-987
98	OG0000098	YJL061W, YJL090C	maker-flattened_line_52-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.3&CDS=1-3663, snap_masked-flattened_line_86-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.16&CDS=1-1836
99	OG0000099	YJL158C, YJL160C	genemark-flattened_line_0-processed-gene-5.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.77&CDS=1-1056, genemark-flattened_line_2-processed-gene-4.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.15&CDS=1-1143
100	OG0000100	YJR005W, YKL135C	genemark-flattened_line_14-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.1&CDS=1-2004, genemark-flattened_line_4-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.119&CDS=1-2166
101	OG0000101	YJR059W, YKL198C	genemark-flattened_line_28-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.107&CDS=1-2283, genemark-flattened_line_36-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.67&CDS=1-1791
102	OG0000102	YJR107W	genemark-flattened_line_0-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.30&CDS=1-1125, genemark-flattened_line_10-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.93&CDS=1-1149, genemark-flattened_line_10-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.94&CDS=1-1155
103	OG0000103	YLL062C, YMR321C, YPL273W	genemark-flattened_line_44-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.39&CDS=1-975
104	OG0000104	YLR433C, YML057W	augustus_masked-flattened_line_72-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.16&CDS=1-1635, augustus_masked-flattened_line_72-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.17&CDS=1-1692
105	OG0000105	YML017W, YPR163C	genemark-flattened_line_44-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.24&CDS=1-1356, genemark-flattened_line_68-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.93&CDS=1-1935
106	OG0000106	YMR169C, YMR170C	genemark-flattened_line_4-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.135&CDS=1-1497, genemark-flattened_line_46-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.163&CDS=1-1485
107	OG0000107	YMR208W	augustus_masked-flattened_line_50-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.107&CDS=1-2802, genemark-flattened_line_18-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.54&CDS=1-1527, genemark-flattened_line_6-processed-gene-4.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.108&CDS=1-1572
108	OG0000108	YMR266W, YOL084W	augustus_masked-flattened_line_10-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.6&CDS=1-2727, genemark-flattened_line_42-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.65&CDS=1-2568
109	OG0000109	YNL104C, YOR108W	genemark-flattened_line_0-processed-gene-6.170-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.170&CDS=1-1800, snap_masked-flattened_line_4-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.35&CDS=1-1731
110	OG0000110	YOL027C, YPR125W	genemark-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.85&CDS=1-1194, genemark-flattened_line_12-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.116&CDS=1-1362
111	OG0000111	YOL055C, YPL258C, YPR121W	genemark-flattened_line_58-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.84&CDS=1-1773
112	OG0000112	YOR348C	genemark-flattened_line_0-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.79&CDS=1-1662, genemark-flattened_line_30-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.46&CDS=1-1410, genemark-flattened_line_8-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.132&CDS=1-1656
113	OG0000113	YPL211W	genemark-flattened_line_30-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.48&CDS=1-1557, genemark-flattened_line_6-processed-gene-3.49-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.49&CDS=1-2028, genemark-flattened_line_6-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.50&CDS=1-1578
114	OG0000114	YAL007C, YOR016C	genemark-flattened_line_14-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.4&CDS=1-618
115	OG0000115	YAL017W, YOL045W	snap_masked-flattened_line_2-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.132&CDS=1-2658
116	OG0000116	YAL030W, YOR327C	genemark-flattened_line_0-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.56&CDS=1-360
117	OG0000117	YAL034C, YOR338W	genemark-flattened_line_4-processed-gene-4.39-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.39&CDS=1-1248
118	OG0000118	YAL051W, YLL054C, YOR363C	
119	OG0000119	YAR002C-A, YGL002W	genemark-flattened_line_46-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.149&CDS=1-654
120	OG0000120	YAR042W, YDL019C	genemark-flattened_line_2-processed-gene-4.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.45&CDS=1-3885
121	OG0000121	YBL003C, YDR225W	genemark-flattened_line_34-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.38&CDS=1-393
122	OG0000122	YBL009W, YGL021W	genemark-flattened_line_8-processed-gene-4.12-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.12&CDS=1-1941
123	OG0000123	YBL027W, YBR084C-A	snap_masked-flattened_line_20-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.93&CDS=1-546
124	OG0000124	YBL054W, YER088C	genemark-flattened_line_6-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.62&CDS=1-1188
125	OG0000125	YBL056W, YER089C	genemark-flattened_line_84-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.30&CDS=1-1317
126	OG0000126	YBL068W, YER099C	genemark-flattened_line_102-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.2&CDS=1-978
127	OG0000127	YBL072C, YER102W	genemark-flattened_line_102-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.12&CDS=1-594
128	OG0000128	YBL087C, YER117W	genemark-flattened_line_44-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.93&CDS=1-411
129	OG0000129	YBL089W, YER119C	genemark-flattened_line_82-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.116&CDS=1-1473
130	OG0000130	YBL101C, YPR030W	genemark-flattened_line_12-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.57&CDS=1-3570
131	OG0000131	YBL106C, YPR032W	genemark-flattened_line_0-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.44&CDS=1-3207
132	OG0000132	YBR001C, YDR001C	genemark-flattened_line_28-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.73&CDS=1-3318
133	OG0000133	YBR005W, YDR003W	genemark-flattened_line_2-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.30&CDS=1-669
134	OG0000134	YBR006W	genemark-flattened_line_16-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.109&CDS=1-1527, genemark-flattened_line_62-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.65&CDS=1-1500
135	OG0000135	YBR014C, YDL010W	genemark-flattened_line_68-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.116&CDS=1-1011
136	OG0000136	YBR024W, YBR037C	maker-flattened_line_8-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.88&CDS=1-4614
137	OG0000137	YBR028C	augustus_masked-flattened_line_44-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.52&CDS=1-1353, genemark-flattened_line_34-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.123&CDS=1-1320
138	OG0000138	YBR031W, YDR012W	genemark-flattened_line_112-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.12&CDS=1-1095
139	OG0000139	YBR033W, YKL038W	genemark-flattened_line_24-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.86&CDS=1-2400
140	OG0000140	YBR042C, YDR018C	genemark-flattened_line_8-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.53&CDS=1-1173
141	OG0000141	YBR048W, YDR025W	genemark-flattened_line_68-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.114&CDS=1-465
142	OG0000142	YBR072W	genemark-flattened_line_102-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.10&CDS=1-609, genemark-flattened_line_74-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.143&CDS=1-576
143	OG0000143	YBR078W, YDR055W	genemark-flattened_line_4-processed-gene-4.38-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.38&CDS=1-1299
144	OG0000144	YBR089C-A, YPR052C	genemark-flattened_line_12-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.137&CDS=1-303
145	OG0000145	YBR140C, YOL081W	genemark-flattened_line_66-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.16&CDS=1-8052
146	OG0000146	YBR147W, YOL092W	genemark-flattened_line_80-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.1&CDS=1-975
147	OG0000147	YBR149W	genemark-flattened_line_10-processed-gene-3.84-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.84&CDS=1-933, genemark-flattened_line_32-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.121&CDS=1-954
