	OrthologID	Kuraishia_capsulata	Saccharomyces_cerevisiae
53	OG0000053	augustus_masked-HG793125-processed-gene-18.4-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.4&CDS=1-1734, genemark-HG793125-processed-gene-8.146-mRNA-1_1&gene=genemark-HG793125-processed-gene-8.146&CDS=1-2337, snap_masked-HG793131-processed-gene-8.33-mRNA-1_1&gene=snap_masked-HG793131-processed-gene-8.33&CDS=1-2004	YDL170W
54	OG0000054	genemark-HG793125-processed-gene-9.129-mRNA-1_1&gene=genemark-HG793125-processed-gene-9.129&CDS=1-1521, genemark-HG793127-processed-gene-4.112-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.112&CDS=1-1335	YCL037C, YDR515W
55	OG0000055	augustus_masked-HG793125-processed-gene-9.38-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-9.38&CDS=1-2820	YML111W, YMR275C, YNR069C
56	OG0000056	genemark-HG793125-processed-gene-9.161-mRNA-1_1&gene=genemark-HG793125-processed-gene-9.161&CDS=1-2754, genemark-HG793127-processed-gene-6.51-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.51&CDS=1-2520	YHR028C, YOR219C
57	OG0000057	genemark-HG793125-processed-gene-10.110-mRNA-1_1&gene=genemark-HG793125-processed-gene-10.110&CDS=1-873, genemark-HG793125-processed-gene-22.158-mRNA-1_1&gene=genemark-HG793125-processed-gene-22.158&CDS=1-891	YLR146C, YPR069C
58	OG0000058	genemark-HG793125-processed-gene-10.112-mRNA-1_1&gene=genemark-HG793125-processed-gene-10.112&CDS=1-609	YBR067C, YIL011W, YOR010C
59	OG0000059	genemark-HG793125-processed-gene-10.115-mRNA-1_1&gene=genemark-HG793125-processed-gene-10.115&CDS=1-1047, genemark-HG793128-processed-gene-8.42-mRNA-1_1&gene=genemark-HG793128-processed-gene-8.42&CDS=1-1122	YBL016W, YGR040W
60	OG0000060	genemark-HG793131-processed-gene-2.93-mRNA-1_1&gene=genemark-HG793131-processed-gene-2.93&CDS=1-1896, maker-HG793125-augustus-gene-11.61-mRNA-1_1&gene=maker-HG793125-augustus-gene-11.61&CDS=1-1980	YMR008C, YNL012W
61	OG0000061	genemark-HG793127-processed-gene-8.34-mRNA-1_1&gene=genemark-HG793127-processed-gene-8.34&CDS=1-822, snap_masked-HG793125-processed-gene-11.130-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-11.130&CDS=1-981	YLR455W, YMR044W
62	OG0000062	genemark-HG793127-processed-gene-5.22-mRNA-1_1&gene=genemark-HG793127-processed-gene-5.22&CDS=1-2118, snap_masked-HG793125-processed-gene-12.143-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-12.143&CDS=1-2058	YDR295C, YPR179C
63	OG0000063	genemark-HG793125-processed-gene-14.48-mRNA-1_1&gene=genemark-HG793125-processed-gene-14.48&CDS=1-1512	YER056C, YER060W, YER060W-A
64	OG0000064	genemark-HG793127-processed-gene-11.31-mRNA-1_1&gene=genemark-HG793127-processed-gene-11.31&CDS=1-3543, snap_masked-HG793125-processed-gene-14.99-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-14.99&CDS=1-3120	YCL024W, YDR507C
65	OG0000065	genemark-HG793131-processed-gene-9.121-mRNA-1_1&gene=genemark-HG793131-processed-gene-9.121&CDS=1-4626, snap_masked-HG793125-processed-gene-14.142-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-14.142&CDS=1-4251	YDR135C, YLL015W
66	OG0000066	augustus_masked-HG793127-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-1.30&CDS=1-2184, genemark-HG793125-processed-gene-17.53-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.53&CDS=1-1479	YIL043C, YOL119C
67	OG0000067	genemark-HG793125-processed-gene-17.71-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.71&CDS=1-1275, genemark-HG793127-processed-gene-6.40-mRNA-1_1&gene=genemark-HG793127-processed-gene-6.40&CDS=1-1419	YBR212W, YHR086W
68	OG0000068	genemark-HG793125-processed-gene-21.76-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.76&CDS=1-1848, maker-HG793125-augustus-gene-17.100-mRNA-1_1&gene=maker-HG793125-augustus-gene-17.100&CDS=1-3651	YIL095W, YNL020C
69	OG0000069	genemark-HG793125-processed-gene-19.32-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.32&CDS=1-2049, genemark-HG793129-processed-gene-2.26-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.26&CDS=1-2157	YBL011W, YKR067W
70	OG0000070	augustus_masked-HG793125-processed-gene-20.32-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-20.32&CDS=1-2166, genemark-HG793128-processed-gene-2.145-mRNA-1_1&gene=genemark-HG793128-processed-gene-2.145&CDS=1-2652	YER017C, YMR089C
71	OG0000071	genemark-HG793125-processed-gene-20.123-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.123&CDS=1-1377, genemark-HG793126-processed-gene-4.24-mRNA-1_1&gene=genemark-HG793126-processed-gene-4.24&CDS=1-2202	YHL019C, YPL259C
72	OG0000072	genemark-HG793125-processed-gene-20.126-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.126&CDS=1-1200, genemark-HG793130-processed-gene-11.160-mRNA-1_1&gene=genemark-HG793130-processed-gene-11.160&CDS=1-1383	YJL193W, YOR307C
73	OG0000073	genemark-HG793125-processed-gene-21.51-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.51&CDS=1-1173, genemark-HG793129-processed-gene-8.138-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.138&CDS=1-1263	YJL116C, YNL066W
74	OG0000074	genemark-HG793125-processed-gene-22.133-mRNA-1_1&gene=genemark-HG793125-processed-gene-22.133&CDS=1-2748, genemark-HG793130-processed-gene-2.25-mRNA-1_1&gene=genemark-HG793130-processed-gene-2.25&CDS=1-3279	YDR466W, YDR490C
75	OG0000075	genemark-HG793125-processed-gene-22.102-mRNA-1_1&gene=genemark-HG793125-processed-gene-22.102&CDS=1-1530, genemark-HG793129-processed-gene-1.156-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.156&CDS=1-1434, genemark-HG793130-processed-gene-12.241-mRNA-1_1&gene=genemark-HG793130-processed-gene-12.241&CDS=1-1386	YDL238C
76	OG0000076	augustus_masked-HG793125-processed-gene-22.74-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-22.74&CDS=1-2250, genemark-HG793126-processed-gene-1.98-mRNA-1_1&gene=genemark-HG793126-processed-gene-1.98&CDS=1-519	YLR143W, YML073C
77	OG0000077	genemark-HG793126-processed-gene-0.44-mRNA-1_1&gene=genemark-HG793126-processed-gene-0.44&CDS=1-1563, genemark-HG793130-processed-gene-10.26-mRNA-1_1&gene=genemark-HG793130-processed-gene-10.26&CDS=1-1503	YDR402C, YMR015C
78	OG0000078	genemark-HG793126-processed-gene-0.50-mRNA-1_1&gene=genemark-HG793126-processed-gene-0.50&CDS=1-2643, genemark-HG793126-processed-gene-14.141-mRNA-1_1&gene=genemark-HG793126-processed-gene-14.141&CDS=1-1647	YBR237W, YNL112W
79	OG0000079	genemark-HG793126-processed-gene-1.116-mRNA-1_1&gene=genemark-HG793126-processed-gene-1.116&CDS=1-813, genemark-HG793129-processed-gene-5.124-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.124&CDS=1-873	YJR116W, YPR114W
80	OG0000080	genemark-HG793126-processed-gene-3.55-mRNA-1_1&gene=genemark-HG793126-processed-gene-3.55&CDS=1-3234, genemark-HG793127-processed-gene-3.136-mRNA-1_1&gene=genemark-HG793127-processed-gene-3.136&CDS=1-2814	YIL002C, YOR109W
81	OG0000081	genemark-HG793127-processed-gene-14.120-mRNA-1_1&gene=genemark-HG793127-processed-gene-14.120&CDS=1-2094, maker-HG793126-snap-gene-4.124-mRNA-1_1&gene=maker-HG793126-snap-gene-4.124&CDS=1-3282	YDL206W, YER021W
82	OG0000082	augustus_masked-HG793126-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-5.124&CDS=1-3138, genemark-HG793130-processed-gene-9.25-mRNA-1_1&gene=genemark-HG793130-processed-gene-9.25&CDS=1-1464	YIL120W, YIL121W
83	OG0000083	genemark-HG793126-processed-gene-6.147-mRNA-1_1&gene=genemark-HG793126-processed-gene-6.147&CDS=1-1629, genemark-HG793127-processed-gene-15.203-mRNA-1_1&gene=genemark-HG793127-processed-gene-15.203&CDS=1-1668, maker-HG793129-augustus-gene-0.83-mRNA-1_1&gene=maker-HG793129-augustus-gene-0.83&CDS=1-1740	YDL210W
84	OG0000084	augustus_masked-HG793126-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-9.4&CDS=1-1041	YCL067C, YCR039C, YCR096C
85	OG0000085	genemark-HG793126-processed-gene-9.93-mRNA-1_1&gene=genemark-HG793126-processed-gene-9.93&CDS=1-1119, genemark-HG793130-processed-gene-2.36-mRNA-1_1&gene=genemark-HG793130-processed-gene-2.36&CDS=1-1227	YBR207W, YER145C
86	OG0000086	augustus_masked-HG793126-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-HG793126-processed-gene-15.76&CDS=1-2823	YOR389W, YPL277C, YPL278C
87	OG0000087	genemark-HG793126-processed-gene-16.171-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.171&CDS=1-1149, genemark-HG793128-processed-gene-11.133-mRNA-1_1&gene=genemark-HG793128-processed-gene-11.133&CDS=1-1590	YDL091C, YML013W
88	OG0000088	genemark-HG793126-processed-gene-16.179-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.179&CDS=1-4896, genemark-HG793126-processed-gene-16.220-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.220&CDS=1-5574	YGR184C, YLR024C
89	OG0000089	genemark-HG793126-processed-gene-16.206-mRNA-1_1&gene=genemark-HG793126-processed-gene-16.206&CDS=1-2109, genemark-HG793128-processed-gene-2.140-mRNA-1_1&gene=genemark-HG793128-processed-gene-2.140&CDS=1-2313	YAL023C, YGR199W
90	OG0000090	genemark-HG793127-processed-gene-0.22-mRNA-1_1&gene=genemark-HG793127-processed-gene-0.22&CDS=1-1503, genemark-HG793130-processed-gene-5.62-mRNA-1_1&gene=genemark-HG793130-processed-gene-5.62&CDS=1-1848	YHR050W, YLR034C
91	OG0000091	genemark-HG793127-processed-gene-15.124-mRNA-1_1&gene=genemark-HG793127-processed-gene-15.124&CDS=1-1761, genemark-HG793127-processed-gene-2.102-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.102&CDS=1-1695	YJL172W, YOL153C
92	OG0000092	genemark-HG793127-processed-gene-2.120-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.120&CDS=1-1740, genemark-HG793131-processed-gene-5.111-mRNA-1_1&gene=genemark-HG793131-processed-gene-5.111&CDS=1-1698, maker-HG793127-snap-gene-2.166-mRNA-1_1&gene=maker-HG793127-snap-gene-2.166&CDS=1-3423	YAL067C
93	OG0000093	genemark-HG793127-processed-gene-2.124-mRNA-1_1&gene=genemark-HG793127-processed-gene-2.124&CDS=1-1284, genemark-HG793130-processed-gene-1.64-mRNA-1_1&gene=genemark-HG793130-processed-gene-1.64&CDS=1-1461	YDR125C, YLR099C
94	OG0000094	genemark-HG793127-processed-gene-4.142-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.142&CDS=1-2712, genemark-HG793130-processed-gene-7.103-mRNA-1_1&gene=genemark-HG793130-processed-gene-7.103&CDS=1-2616	YMR266W, YOL084W
95	OG0000095	genemark-HG793127-processed-gene-4.149-mRNA-1_1&gene=genemark-HG793127-processed-gene-4.149&CDS=1-1182, genemark-HG793130-processed-gene-7.124-mRNA-1_1&gene=genemark-HG793130-processed-gene-7.124&CDS=1-1299	YGL038C, YJR075W
96	OG0000096	genemark-HG793127-processed-gene-7.2-mRNA-1_1&gene=genemark-HG793127-processed-gene-7.2&CDS=1-2853, genemark-HG793128-processed-gene-2.136-mRNA-1_1&gene=genemark-HG793128-processed-gene-2.136&CDS=1-2967	YGR240C, YMR205C
97	OG0000097	snap_masked-HG793127-processed-gene-8.113-mRNA-1_1&gene=snap_masked-HG793127-processed-gene-8.113&CDS=1-7791, snap_masked-HG793129-processed-gene-3.26-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-3.26&CDS=1-7815	YLR454W, YPR117W
98	OG0000098	augustus_masked-HG793130-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-HG793130-processed-gene-11.107&CDS=1-1233, genemark-HG793127-processed-gene-10.129-mRNA-1_1&gene=genemark-HG793127-processed-gene-10.129&CDS=1-1551	YDR463W, YHR006W
99	OG0000099	augustus_masked-HG793127-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-HG793127-processed-gene-11.45&CDS=1-1146, genemark-HG793128-processed-gene-3.12-mRNA-1_1&gene=genemark-HG793128-processed-gene-3.12&CDS=1-1182	YBR025C, YHL014C
100	OG0000100	genemark-HG793127-processed-gene-13.140-mRNA-1_1&gene=genemark-HG793127-processed-gene-13.140&CDS=1-1593, genemark-HG793129-processed-gene-1.110-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.110&CDS=1-1950	YGR197C, YJR015W
101	OG0000101	augustus_masked-HG793131-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-HG793131-processed-gene-10.44&CDS=1-1893, genemark-HG793127-processed-gene-13.127-mRNA-1_1&gene=genemark-HG793127-processed-gene-13.127&CDS=1-1587	YDR235W, YML046W
102	OG0000102	genemark-HG793127-processed-gene-15.122-mRNA-1_1&gene=genemark-HG793127-processed-gene-15.122&CDS=1-2403, genemark-HG793128-processed-gene-3.25-mRNA-1_1&gene=genemark-HG793128-processed-gene-3.25&CDS=1-2277, maker-HG793129-snap-gene-6.0-mRNA-1_1&gene=maker-HG793129-snap-gene-6.0&CDS=1-2880	YJR126C
103	OG0000103	genemark-HG793127-processed-gene-15.175-mRNA-1_1&gene=genemark-HG793127-processed-gene-15.175&CDS=1-591, genemark-HG793128-processed-gene-5.63-mRNA-1_1&gene=genemark-HG793128-processed-gene-5.63&CDS=1-1242	YIR013C, YLR013W
104	OG0000104	augustus_masked-HG793128-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-HG793128-processed-gene-1.27&CDS=1-681, genemark-HG793127-processed-gene-15.146-mRNA-1_1&gene=genemark-HG793127-processed-gene-15.146&CDS=1-2652	YGR067C, YMR182C
105	OG0000105	genemark-HG793131-processed-gene-0.20-mRNA-1_1&gene=genemark-HG793131-processed-gene-0.20&CDS=1-930, maker-HG793128-snap-gene-0.0-mRNA-1_1&gene=maker-HG793128-snap-gene-0.0&CDS=1-1929, snap_masked-HG793131-processed-gene-0.63-mRNA-1_1&gene=snap_masked-HG793131-processed-gene-0.63&CDS=1-303	YIL164C
106	OG0000106	genemark-HG793128-processed-gene-1.99-mRNA-1_1&gene=genemark-HG793128-processed-gene-1.99&CDS=1-1221, genemark-HG793131-processed-gene-5.94-mRNA-1_1&gene=genemark-HG793131-processed-gene-5.94&CDS=1-1194, maker-HG793131-augustus-gene-2.56-mRNA-1_1&gene=maker-HG793131-augustus-gene-2.56&CDS=1-2448	YLL057C
107	OG0000107	genemark-HG793128-processed-gene-2.109-mRNA-1_1&gene=genemark-HG793128-processed-gene-2.109&CDS=1-1485, genemark-HG793128-processed-gene-5.76-mRNA-1_1&gene=genemark-HG793128-processed-gene-5.76&CDS=1-2835	YAR019C, YDR523C
108	OG0000108	genemark-HG793128-processed-gene-3.29-mRNA-1_1&gene=genemark-HG793128-processed-gene-3.29&CDS=1-1587, genemark-HG793129-processed-gene-6.80-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.80&CDS=1-1602	YBR139W, YMR297W
109	OG0000109	genemark-HG793128-processed-gene-4.34-mRNA-1_1&gene=genemark-HG793128-processed-gene-4.34&CDS=1-1479, genemark-HG793129-processed-gene-2.10-mRNA-1_1&gene=genemark-HG793129-processed-gene-2.10&CDS=1-1548	YGL035C, YGL209W
110	OG0000110	augustus_masked-HG793130-processed-gene-10.141-mRNA-1_1&gene=augustus_masked-HG793130-processed-gene-10.141&CDS=1-1617, genemark-HG793128-processed-gene-4.25-mRNA-1_1&gene=genemark-HG793128-processed-gene-4.25&CDS=1-1755	YDR037W, YNL073W
111	OG0000111	genemark-HG793128-processed-gene-6.27-mRNA-1_1&gene=genemark-HG793128-processed-gene-6.27&CDS=1-1707, snap_masked-HG793131-processed-gene-8.43-mRNA-1_1&gene=snap_masked-HG793131-processed-gene-8.43&CDS=1-1983	YOR027W, YOR080W
112	OG0000112	genemark-HG793128-processed-gene-8.22-mRNA-1_1&gene=genemark-HG793128-processed-gene-8.22&CDS=1-2079, genemark-HG793129-processed-gene-6.64-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.64&CDS=1-2043	YHR031C, YML061C
113	OG0000113	genemark-HG793128-processed-gene-14.114-mRNA-1_1&gene=genemark-HG793128-processed-gene-14.114&CDS=1-954, genemark-HG793128-processed-gene-8.23-mRNA-1_1&gene=genemark-HG793128-processed-gene-8.23&CDS=1-927	YDR368W, YOR120W
114	OG0000114	genemark-HG793128-processed-gene-9.26-mRNA-1_1&gene=genemark-HG793128-processed-gene-9.26&CDS=1-2166, genemark-HG793131-processed-gene-0.39-mRNA-1_1&gene=genemark-HG793131-processed-gene-0.39&CDS=1-2316	YAR035W, YER024W
115	OG0000115	genemark-HG793128-processed-gene-10.80-mRNA-1_1&gene=genemark-HG793128-processed-gene-10.80&CDS=1-309, genemark-HG793129-processed-gene-1.140-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.140&CDS=1-309	YBR009C, YNL030W
116	OG0000116	augustus_masked-HG793130-processed-gene-12.51-mRNA-1_1&gene=augustus_masked-HG793130-processed-gene-12.51&CDS=1-1389, genemark-HG793128-processed-gene-13.28-mRNA-1_1&gene=genemark-HG793128-processed-gene-13.28&CDS=1-1362	YER119C, YIL088C
117	OG0000117	genemark-HG793128-processed-gene-14.117-mRNA-1_1&gene=genemark-HG793128-processed-gene-14.117&CDS=1-3975, genemark-HG793131-processed-gene-4.44-mRNA-1_1&gene=genemark-HG793131-processed-gene-4.44&CDS=1-4224	YIL126W, YOR290C
118	OG0000118	genemark-HG793128-processed-gene-14.160-mRNA-1_1&gene=genemark-HG793128-processed-gene-14.160&CDS=1-1464, genemark-HG793129-processed-gene-9.144-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.144&CDS=1-1410	YBR263W, YLR058C
119	OG0000119	genemark-HG793128-processed-gene-15.222-mRNA-1_1&gene=genemark-HG793128-processed-gene-15.222&CDS=1-768, genemark-HG793129-processed-gene-13.35-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.35&CDS=1-771	YHL033C, YLL045C
120	OG0000120	genemark-HG793129-processed-gene-1.126-mRNA-1_1&gene=genemark-HG793129-processed-gene-1.126&CDS=1-1404, genemark-HG793130-processed-gene-4.26-mRNA-1_1&gene=genemark-HG793130-processed-gene-4.26&CDS=1-1293, genemark-HG793131-processed-gene-9.110-mRNA-1_1&gene=genemark-HG793131-processed-gene-9.110&CDS=1-1398	YBR199W
121	OG0000121	genemark-HG793129-processed-gene-3.89-mRNA-1_1&gene=genemark-HG793129-processed-gene-3.89&CDS=1-576, genemark-HG793129-processed-gene-8.116-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.116&CDS=1-576	YGL147C, YNL067W
122	OG0000122	augustus_masked-HG793129-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-13.123&CDS=1-1443, genemark-HG793129-processed-gene-5.115-mRNA-1_1&gene=genemark-HG793129-processed-gene-5.115&CDS=1-2547	YJL089W, YMR280C
123	OG0000123	genemark-HG793129-processed-gene-6.84-mRNA-1_1&gene=genemark-HG793129-processed-gene-6.84&CDS=1-999	YGR192C, YJL052W, YJR009C
124	OG0000124	genemark-HG793129-processed-gene-11.66-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.66&CDS=1-885, genemark-HG793131-processed-gene-6.59-mRNA-1_1&gene=genemark-HG793131-processed-gene-6.59&CDS=1-834	YBR002C, YMR101C
125	OG0000125	genemark-HG793129-processed-gene-12.52-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.52&CDS=1-1398, genemark-HG793130-processed-gene-8.141-mRNA-1_1&gene=genemark-HG793130-processed-gene-8.141&CDS=1-2388	YBL052C, YOR244W
126	OG0000126	genemark-HG793130-processed-gene-4.42-mRNA-1_1&gene=genemark-HG793130-processed-gene-4.42&CDS=1-873, genemark-HG793131-processed-gene-7.21-mRNA-1_1&gene=genemark-HG793131-processed-gene-7.21&CDS=1-1623	YKL088W, YKR072C
127	OG0000127	genemark-HG793131-processed-gene-0.35-mRNA-1_1&gene=genemark-HG793131-processed-gene-0.35&CDS=1-1638	YOL055C, YPL258C, YPR121W
128	OG0000128		YKL222C, YLR266C, YOR162C, YOR172W
129	OG0000129	genemark-HG793125-processed-gene-0.87-mRNA-1_1&gene=genemark-HG793125-processed-gene-0.87&CDS=1-1140, genemark-HG793128-processed-gene-2.141-mRNA-1_1&gene=genemark-HG793128-processed-gene-2.141&CDS=1-1035	YKL128C
130	OG0000130	genemark-HG793125-processed-gene-0.66-mRNA-1_1&gene=genemark-HG793125-processed-gene-0.66&CDS=1-858, genemark-HG793126-processed-gene-7.140-mRNA-1_1&gene=genemark-HG793126-processed-gene-7.140&CDS=1-876	YLR351C
131	OG0000131	genemark-HG793125-processed-gene-0.69-mRNA-1_1&gene=genemark-HG793125-processed-gene-0.69&CDS=1-396	YHL001W, YKL006W
132	OG0000132	genemark-HG793125-processed-gene-1.121-mRNA-1_1&gene=genemark-HG793125-processed-gene-1.121&CDS=1-948, genemark-HG793125-processed-gene-18.160-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.160&CDS=1-564	YNL173C
133	OG0000133	genemark-HG793125-processed-gene-1.128-mRNA-1_1&gene=genemark-HG793125-processed-gene-1.128&CDS=1-1221	YHL003C, YKL008C
134	OG0000134	genemark-HG793125-processed-gene-2.72-mRNA-1_1&gene=genemark-HG793125-processed-gene-2.72&CDS=1-2721, genemark-HG793130-processed-gene-7.107-mRNA-1_1&gene=genemark-HG793130-processed-gene-7.107&CDS=1-1887	YLR138W
135	OG0000135	genemark-HG793125-processed-gene-19.45-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.45&CDS=1-2787, genemark-HG793125-processed-gene-2.55-mRNA-1_1&gene=genemark-HG793125-processed-gene-2.55&CDS=1-2340	YDR160W
136	OG0000136	genemark-HG793125-processed-gene-2.67-mRNA-1_1&gene=genemark-HG793125-processed-gene-2.67&CDS=1-2193	YFR023W, YHR015W
137	OG0000137	genemark-HG793125-processed-gene-4.107-mRNA-1_1&gene=genemark-HG793125-processed-gene-4.107&CDS=1-2001	YDR389W, YOR134W
138	OG0000138	genemark-HG793125-processed-gene-4.131-mRNA-1_1&gene=genemark-HG793125-processed-gene-4.131&CDS=1-1263	YGR108W, YPR119W
139	OG0000139	genemark-HG793125-processed-gene-4.132-mRNA-1_1&gene=genemark-HG793125-processed-gene-4.132&CDS=1-1209	YFR014C, YOL016C
140	OG0000140	augustus_masked-HG793125-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-4.28&CDS=1-2202	YJL076W, YKR010C
141	OG0000141	genemark-HG793125-processed-gene-5.139-mRNA-1_1&gene=genemark-HG793125-processed-gene-5.139&CDS=1-543	YMR242C, YOR312C
142	OG0000142	genemark-HG793125-processed-gene-5.167-mRNA-1_1&gene=genemark-HG793125-processed-gene-5.167&CDS=1-642	YBR242W, YGL101W
143	OG0000143	augustus_masked-HG793125-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-5.36&CDS=1-1383	YBR241C, YGL104C
144	OG0000144	genemark-HG793125-processed-gene-5.173-mRNA-1_1&gene=genemark-HG793125-processed-gene-5.173&CDS=1-3120, maker-HG793130-augustus-gene-6.153-mRNA-1_1&gene=maker-HG793130-augustus-gene-6.153&CDS=1-5406	YBR245C
145	OG0000145	augustus_masked-HG793125-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-5.41&CDS=1-774	YDR151C, YLR136C
146	OG0000146	genemark-HG793125-processed-gene-5.179-mRNA-1_1&gene=genemark-HG793125-processed-gene-5.179&CDS=1-1773, genemark-HG793131-processed-gene-2.98-mRNA-1_1&gene=genemark-HG793131-processed-gene-2.98&CDS=1-1767	YHR032W
