	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035325_Cyberlindnera_petersonii
34	OG0000034	YBR118W, YKR084C, YPR080W	augustus_masked-NODE_136_length_1380_cov_30.9608_ID_323873-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_136_length_1380_cov_30.9608_ID_323873-processed-gene-0.2&CDS=1-1377, maker-NODE_27_length_163733_cov_18.9882_ID_21625-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_27_length_163733_cov_18.9882_ID_21625-snap-gene-0.1&CDS=1-2286
35	OG0000035	YBR235W	augustus_masked-NODE_123_length_1944_cov_23.1795_ID_29890-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_123_length_1944_cov_23.1795_ID_29890-processed-gene-0.0&CDS=1-1905, augustus_masked-NODE_184_length_446_cov_21.6394_ID_324553-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_184_length_446_cov_21.6394_ID_324553-processed-gene-0.1&CDS=1-444, augustus_masked-NODE_188_length_436_cov_22.3911_ID_324759-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_188_length_436_cov_22.3911_ID_324759-processed-gene-0.0&CDS=1-369, augustus_masked-NODE_213_length_380_cov_24.2154_ID_324357-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_213_length_380_cov_24.2154_ID_324357-processed-gene-0.2&CDS=1-378
36	OG0000036	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-0.78&CDS=1-1752
37	OG0000037	YCR037C, YJL198W, YLR253W	augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.239&CDS=1-2613, maker-NODE_2_length_519856_cov_18.5175_ID_27830-augustus-gene-3.170-mRNA-1_1&gene=maker-NODE_2_length_519856_cov_18.5175_ID_27830-augustus-gene-3.170&CDS=1-4080
38	OG0000038	YDL161W, YLL038C, YLR206W	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-2.29&CDS=1-645, maker-NODE_62_length_45118_cov_18.7738_ID_22885-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_62_length_45118_cov_18.7738_ID_22885-augustus-gene-0.46&CDS=1-1422
39	OG0000039	YDL174C	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.168&CDS=1-1692, augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.137&CDS=1-1689, augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-2.64&CDS=1-1686, maker-NODE_12_length_266441_cov_18.2673_ID_22134-augustus-gene-1.282-mRNA-1_1&gene=maker-NODE_12_length_266441_cov_18.2673_ID_22134-augustus-gene-1.282&CDS=1-2343
40	OG0000040	YDR028C, YKR075C, YOR062C	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.21&CDS=1-717, augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.117&CDS=1-2253
41	OG0000041	YDR178W, YLR164W, YOR297C	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-0.87&CDS=1-528, augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-1.101&CDS=1-504
42	OG0000042	YDR207C	augustus_masked-NODE_103_length_6828_cov_19.3552_ID_323961-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_103_length_6828_cov_19.3552_ID_323961-processed-gene-0.5&CDS=1-525, genemark-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.283-mRNA-1_1&gene=genemark-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.283&CDS=1-654, snap_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-3.159-mRNA-1_1&gene=snap_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-3.159&CDS=1-1842, snap_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.35&CDS=1-612
43	OG0000043	YDR475C, YGR237C, YOR019W	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.66&CDS=1-1992, snap_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.281-mRNA-1_1&gene=snap_masked-NODE_23_length_186255_cov_22.018_ID_27142-processed-gene-0.281&CDS=1-1893
44	OG0000044	YDR541C, YGL039W, YGL157W, YOL151W	maker-NODE_3_length_431969_cov_17.8048_ID_21979-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_3_length_431969_cov_17.8048_ID_21979-snap-gene-0.2&CDS=1-2031
45	OG0000045	YER015W	augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-1.128&CDS=1-2130, augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.142&CDS=1-2067, snap_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.101&CDS=1-2079, snap_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.102&CDS=1-2187
46	OG0000046	YER133W, YML016C	augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-1.174&CDS=1-1575, augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.118&CDS=1-1491, maker-NODE_11_length_266742_cov_18.2589_ID_24963-snap-gene-1.79-mRNA-1_1&gene=maker-NODE_11_length_266742_cov_18.2589_ID_24963-snap-gene-1.79&CDS=1-1170
47	OG0000047	YER175C, YHR209W	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.10&CDS=1-855, augustus_masked-NODE_71_length_27884_cov_18.4164_ID_24209-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_71_length_27884_cov_18.4164_ID_24209-processed-gene-0.20&CDS=1-861, augustus_masked-NODE_89_length_12680_cov_22.0692_ID_25901-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_89_length_12680_cov_22.0692_ID_25901-processed-gene-0.15&CDS=1-837
48	OG0000048	YGR068C, YOR018W	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.127&CDS=1-2409, augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.165&CDS=1-1701, genemark-NODE_69_length_29972_cov_22.7672_ID_23961-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_69_length_29972_cov_22.7672_ID_23961-processed-gene-0.38&CDS=1-1539
49	OG0000049	YGR197C, YJR015W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.70&CDS=1-1617, augustus_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.23&CDS=1-1626, augustus_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.6&CDS=1-1776
50	OG0000050	YGR263C, YPL263C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.63&CDS=1-1212, snap_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.296-mRNA-1_1&gene=snap_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.296&CDS=1-1014, snap_masked-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.109&CDS=1-2496
51	OG0000051	YIR013C, YLR013W	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-3.136&CDS=1-909, augustus_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_51_length_75935_cov_17.6369_ID_22667-processed-gene-0.19&CDS=1-1038, genemark-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-0.93&CDS=1-1449
52	OG0000052	YJL155C, YOL136C	genemark-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.122&CDS=1-1047, genemark-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.92&CDS=1-1125, maker-NODE_48_length_86622_cov_18.8182_ID_19895-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_48_length_86622_cov_18.8182_ID_19895-augustus-gene-0.2&CDS=1-1353
53	OG0000053	YJL172W, YOL153C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.189&CDS=1-1641, augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-1.52&CDS=1-1758, augustus_masked-NODE_99_length_7782_cov_19.5265_ID_27009-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_99_length_7782_cov_19.5265_ID_27009-processed-gene-0.4&CDS=1-1767
54	OG0000054	YJR152W	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.117&CDS=1-1539, augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.106&CDS=1-1587, augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.178&CDS=1-1578, augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.107&CDS=1-1566
55	OG0000055	YKL046C, YMR238W	augustus_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_21_length_192393_cov_17.927_ID_26673-processed-gene-0.160&CDS=1-1362, augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.75&CDS=1-1338, maker-NODE_32_length_131246_cov_20.7797_ID_27704-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_32_length_131246_cov_20.7797_ID_27704-snap-gene-0.68&CDS=1-2385
56	OG0000056	YKL071W	augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_31_length_147104_cov_19.6141_ID_21515-processed-gene-0.101&CDS=1-753, augustus_masked-NODE_46_length_90933_cov_17.3215_ID_19787-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_46_length_90933_cov_17.3215_ID_19787-processed-gene-0.61&CDS=1-768, maker-NODE_10_length_296761_cov_18.6106_ID_21319-snap-gene-1.132-mRNA-1_1&gene=maker-NODE_10_length_296761_cov_18.6106_ID_21319-snap-gene-1.132&CDS=1-1515, maker-NODE_31_length_147104_cov_19.6141_ID_21515-snap-gene-0.223-mRNA-1_1&gene=maker-NODE_31_length_147104_cov_19.6141_ID_21515-snap-gene-0.223&CDS=1-1464
57	OG0000057	YKL222C, YLR266C, YOR162C, YOR172W	augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_12_length_266441_cov_18.2673_ID_22134-processed-gene-1.12&CDS=1-2553
58	OG0000058	YLR090W, YNL064C	augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-0.55&CDS=1-1230, augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_40_length_99991_cov_20.3342_ID_23277-processed-gene-0.141&CDS=1-1254, snap_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.65&CDS=1-1344
59	OG0000059	YLR155C, YLR157C, YLR158C, YLR160C	augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.124&CDS=1-1086
60	OG0000060	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.32&CDS=1-1707, genemark-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.33&CDS=1-1557
61	OG0000061	YNL283C, YOL105C, YOR008C	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.97&CDS=1-999, augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.86&CDS=1-1269
62	OG0000062	YAL023C, YGR199W	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.168&CDS=1-2268, augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.104&CDS=1-2268
63	OG0000063	YAL054C, YLR153C	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-1.119&CDS=1-2016, augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.36&CDS=1-2049
64	OG0000064	YBL002W, YDR224C	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.97&CDS=1-396, augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.119&CDS=1-396
65	OG0000065	YBL003C, YDR225W	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.113&CDS=1-393, augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.92&CDS=1-393
66	OG0000066	YBL011W, YKR067W	augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_41_length_98586_cov_18.2551_ID_26105-processed-gene-0.140&CDS=1-2175, augustus_masked-NODE_84_length_16182_cov_18.8389_ID_25200-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_84_length_16182_cov_18.8389_ID_25200-processed-gene-0.20&CDS=1-2031
67	OG0000067	YBL016W, YGR040W	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-1.193&CDS=1-1056, augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.34&CDS=1-1074
68	OG0000068	YBL052C, YOR244W	augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_17_length_209817_cov_17.7483_ID_36083-processed-gene-0.70&CDS=1-2349, augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.152&CDS=1-1356
69	OG0000069	YBR009C, YNL030W	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.102&CDS=1-309, augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-1.58&CDS=1-309
70	OG0000070	YBR010W, YNL031C	augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_13_length_223642_cov_19.6583_ID_20753-processed-gene-0.121&CDS=1-408, augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-1.32&CDS=1-408
71	OG0000071	YBR011C, YMR267W	augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.180&CDS=1-861, augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.49&CDS=1-921
72	OG0000072	YBR019C, YHR210C, YNR071C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-0.80&CDS=1-990
73	OG0000073	YBR021W, YIR028W	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.17&CDS=1-1749, augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.39&CDS=1-1809
74	OG0000074	YBR025C, YHL014C	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.130&CDS=1-1242, augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.7&CDS=1-1179
75	OG0000075	YBR028C, YPL203W	augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_24_length_173934_cov_18.3496_ID_24996-processed-gene-0.196&CDS=1-1284, augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.93&CDS=1-1143
76	OG0000076	YBR038W, YNL192W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.8&CDS=1-3063, genemark-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-2.92&CDS=1-3087
77	OG0000077	YBR082C, YGR133W	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.226&CDS=1-465, genemark-NODE_99_length_7782_cov_19.5265_ID_27009-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_99_length_7782_cov_19.5265_ID_27009-processed-gene-0.9&CDS=1-444
78	OG0000078	YBR104W, YPR058W	augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.37&CDS=1-924, augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-1.44&CDS=1-894
79	OG0000079	YBR132C	augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.100&CDS=1-1701, augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.47&CDS=1-1671, augustus_masked-NODE_52_length_71123_cov_18.1103_ID_22346-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_52_length_71123_cov_18.1103_ID_22346-processed-gene-0.42&CDS=1-1746
80	OG0000080	YBR139W, YMR297W	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.131&CDS=1-1554, augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.257-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-2.257&CDS=1-1575
