	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii
25	OG0000025	YJL099W, YKR027W, YMR237W, YOR299W	maker-NODE_28_length_204558_cov_67.4894_ID_55-snap-gene-1.145-mRNA-1_1&gene=maker-NODE_28_length_204558_cov_67.4894_ID_55-snap-gene-1.145&CDS=1-3408, snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.49&CDS=1-2226
26	OG0000026	YJL172W, YOL153C	snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-0.11&CDS=1-1752, snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.102&CDS=1-1710, snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.77&CDS=1-1755, snap_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.63&CDS=1-1659
27	OG0000027	YJR061W, YKL201C	augustus_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_39_length_140568_cov_64.5544_ID_77-processed-gene-0.63&CDS=1-2112, snap_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-0.44&CDS=1-2955, snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-0.60&CDS=1-2514, snap_masked-NODE_73_length_39352_cov_92.911_ID_145-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_73_length_39352_cov_92.911_ID_145-processed-gene-0.29&CDS=1-2367
28	OG0000028	YML111W, YMR275C, YNR069C	augustus_masked-NODE_57_length_84806_cov_101.253_ID_113-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_57_length_84806_cov_101.253_ID_113-processed-gene-0.51&CDS=1-2316, snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-0.91&CDS=1-2712, snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-0.26&CDS=1-2709
29	OG0000029	YOR080W	augustus_masked-NODE_158_length_818_cov_107.502_ID_315-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_158_length_818_cov_107.502_ID_315-processed-gene-0.0&CDS=1-360, augustus_masked-NODE_159_length_808_cov_109.06_ID_317-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_159_length_808_cov_109.06_ID_317-processed-gene-0.0&CDS=1-360, augustus_masked-NODE_163_length_787_cov_110.474_ID_325-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_163_length_787_cov_110.474_ID_325-processed-gene-0.0&CDS=1-360, augustus_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-0.47&CDS=1-2088, snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.47&CDS=1-249
30	OG0000030	YAL030W, YLR093C, YOR327C	snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.64&CDS=1-393, snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.110&CDS=1-963
31	OG0000031	YBL089W, YER119C, YIL088C	augustus_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-4.71&CDS=1-1389, snap_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_35_length_163207_cov_65.1352_ID_69-processed-gene-0.107&CDS=1-1518
32	OG0000032	YBR067C, YER011W, YIL011W, YOR010C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.57&CDS=1-708
33	OG0000033	YBR207W, YER145C	maker-NODE_16_length_281881_cov_89.1521_ID_31-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_16_length_281881_cov_89.1521_ID_31-augustus-gene-1.2&CDS=1-2499, snap_masked-NODE_24_length_211488_cov_73.6919_ID_47-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_24_length_211488_cov_73.6919_ID_47-processed-gene-1.75&CDS=1-1248, snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.74&CDS=1-1170
34	OG0000034	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.170&CDS=1-1779
35	OG0000035	YCL024W, YDR477W, YDR507C	snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_26_length_209935_cov_74.3309_ID_51-processed-gene-1.30&CDS=1-1884, snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-4.12&CDS=1-3999
36	OG0000036	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.54&CDS=1-2538, snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.42&CDS=1-2607
37	OG0000037	YDR143C, YOL054W	augustus_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.158&CDS=1-1146, snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.90&CDS=1-2307, snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-3.94&CDS=1-1470
38	OG0000038	YDR144C, YLR120C, YLR121C	maker-NODE_30_length_196662_cov_92.3397_ID_59-snap-gene-0.247-mRNA-1_1&gene=maker-NODE_30_length_196662_cov_92.3397_ID_59-snap-gene-0.247&CDS=1-1617, snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.110&CDS=1-1914
39	OG0000039	YDR216W, YJR127C, YML081W	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.101&CDS=1-4068, snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.77&CDS=1-3795
40	OG0000040	YDR326C, YFL042C, YHR080C	snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-1.86&CDS=1-2700, snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-2.36&CDS=1-3384
41	OG0000041	YDR338C, YHR032W	augustus_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.156&CDS=1-1920, augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.50&CDS=1-1497, augustus_masked-NODE_71_length_42630_cov_71.5053_ID_141-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_71_length_42630_cov_71.5053_ID_141-processed-gene-0.18&CDS=1-1929
42	OG0000042	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-2.51&CDS=1-2979, snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-0.20&CDS=1-2526
43	OG0000043	YDR541C, YGL039W, YGL157W, YOL151W	snap_masked-NODE_68_length_55051_cov_102.522_ID_135-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_68_length_55051_cov_102.522_ID_135-processed-gene-0.63&CDS=1-1041
44	OG0000044	YER045C, YIL036W, YNL167C	maker-NODE_2_length_526302_cov_74.0833_ID_3-snap-gene-1.115-mRNA-1_1&gene=maker-NODE_2_length_526302_cov_74.0833_ID_3-snap-gene-1.115&CDS=1-1953, snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.101&CDS=1-1959
45	OG0000045	YFL011W, YMR011W	snap_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_22_length_218682_cov_71.5636_ID_43-processed-gene-0.46&CDS=1-1653, snap_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_42_length_126228_cov_67.3742_ID_83-processed-gene-0.70&CDS=1-1668, snap_masked-NODE_78_length_27714_cov_67.0745_ID_155-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_78_length_27714_cov_67.0745_ID_155-processed-gene-0.17&CDS=1-1653
46	OG0000046	YFR022W, YGR068C, YOR018W	snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.18&CDS=1-2898, snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-3.39&CDS=1-2394
47	OG0000047	YGL257C, YNR059W	augustus_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-4.97&CDS=1-2181, snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.83&CDS=1-3084, snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.127&CDS=1-2085
48	OG0000048	YGR201C, YKL081W, YPL048W	augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.55&CDS=1-663, maker-NODE_7_length_406357_cov_76.1722_ID_13-snap-gene-0.69-mRNA-1_1&gene=maker-NODE_7_length_406357_cov_76.1722_ID_13-snap-gene-0.69&CDS=1-3249
49	OG0000049	YIL002C, YNL106C, YOR109W	snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.107&CDS=1-2910, snap_masked-NODE_60_length_78722_cov_86.0104_ID_119-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_60_length_78722_cov_86.0104_ID_119-processed-gene-0.33&CDS=1-3255
50	OG0000050	YJL034W, YLL024C	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-1.137&CDS=1-1944, snap_masked-NODE_55_length_94282_cov_67.5767_ID_109-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_55_length_94282_cov_67.5767_ID_109-processed-gene-0.59&CDS=1-1944, snap_masked-NODE_71_length_42630_cov_71.5053_ID_141-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_71_length_42630_cov_71.5053_ID_141-processed-gene-0.34&CDS=1-2007
51	OG0000051	YJL042W, YOR227W, YPL137C	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.26&CDS=1-4008, snap_masked-NODE_61_length_73724_cov_68.5369_ID_121-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_61_length_73724_cov_68.5369_ID_121-processed-gene-0.64&CDS=1-3840
52	OG0000052	YJL089W, YMR280C	augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.64&CDS=1-3888, snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.77&CDS=1-3870, snap_masked-NODE_49_length_105122_cov_94.5565_ID_97-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_49_length_105122_cov_94.5565_ID_97-processed-gene-0.82&CDS=1-3102
53	OG0000053	YKL046C	augustus_masked-NODE_86_length_11717_cov_109.737_ID_171-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_86_length_11717_cov_109.737_ID_171-processed-gene-0.4&CDS=1-1341, genemark-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.28&CDS=1-1368, maker-NODE_48_length_106007_cov_94.0506_ID_95-snap-gene-0.155-mRNA-1_1&gene=maker-NODE_48_length_106007_cov_94.0506_ID_95-snap-gene-0.155&CDS=1-1371, snap_masked-NODE_59_length_79905_cov_96.9589_ID_117-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_59_length_79905_cov_96.9589_ID_117-processed-gene-0.104&CDS=1-1401
54	OG0000054	YLR237W, YOR071C, YOR192C	snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.92&CDS=1-1812, snap_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_62_length_68084_cov_80.3068_ID_123-processed-gene-0.78&CDS=1-1647
55	OG0000055	YML072C, YNL087W, YOR086C	snap_masked-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_47_length_110126_cov_72.7022_ID_93-processed-gene-0.44&CDS=1-4341, snap_masked-NODE_67_length_58880_cov_75.5191_ID_133-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_67_length_58880_cov_75.5191_ID_133-processed-gene-0.21&CDS=1-3663
56	OG0000056	YMR169C, YMR170C	snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.157&CDS=1-1491, snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-3.92&CDS=1-1506, snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_7_length_406357_cov_76.1722_ID_13-processed-gene-3.45&CDS=1-1506
57	OG0000057	YMR303C, YOL086C	snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.57&CDS=1-1053, snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.24&CDS=1-1044, snap_masked-NODE_46_length_112328_cov_62.5285_ID_91-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_46_length_112328_cov_62.5285_ID_91-processed-gene-0.38&CDS=1-1119
58	OG0000058	YOL119C	augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-1.71&CDS=1-1476, genemark-NODE_48_length_106007_cov_94.0506_ID_95-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_48_length_106007_cov_94.0506_ID_95-processed-gene-0.100&CDS=1-1488, genemark-NODE_95_length_3436_cov_108.827_ID_189-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_95_length_3436_cov_108.827_ID_189-processed-gene-0.0&CDS=1-1032, snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.93&CDS=1-1473
59	OG0000059	YOR049C	augustus_masked-NODE_76_length_30743_cov_67.4556_ID_151-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_76_length_30743_cov_67.4556_ID_151-processed-gene-0.25&CDS=1-1257, snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-4.79&CDS=1-912, snap_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.34&CDS=1-1317, snap_masked-NODE_76_length_30743_cov_67.4556_ID_151-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_76_length_30743_cov_67.4556_ID_151-processed-gene-0.50&CDS=1-1161
60	OG0000060	YPR194C	augustus_masked-NODE_101_length_2605_cov_191.214_ID_201-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_101_length_2605_cov_191.214_ID_201-processed-gene-0.3&CDS=1-852, augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.32&CDS=1-4014, genemark-NODE_49_length_105122_cov_94.5565_ID_97-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_49_length_105122_cov_94.5565_ID_97-processed-gene-0.24&CDS=1-1932, snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-0.9&CDS=1-2775
61	OG0000061	YAL023C, YGR199W	augustus_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-0.51&CDS=1-2259, snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.29&CDS=1-2265
62	OG0000062	YAL054C, YLR153C	snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.50&CDS=1-2010, snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.42&CDS=1-2022
63	OG0000063	YAR035W, YER024W	snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.8&CDS=1-2340, snap_masked-NODE_29_length_196675_cov_127.778_ID_57-processed-gene-0.245-mRNA-1_1&gene=snap_masked-NODE_29_length_196675_cov_127.778_ID_57-processed-gene-0.245&CDS=1-2346
64	OG0000064	YBL002W, YDR224C	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.114&CDS=1-393, snap_masked-NODE_69_length_52438_cov_65.2059_ID_137-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_69_length_52438_cov_65.2059_ID_137-processed-gene-0.12&CDS=1-393
65	OG0000065	YBL011W, YKR067W	augustus_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.148&CDS=1-2061, snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.73&CDS=1-2271
66	OG0000066	YBL052C, YOR244W	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.24&CDS=1-2241, snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.71&CDS=1-1449
67	OG0000067	YBL057C	augustus_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.40&CDS=1-1674, augustus_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.43&CDS=1-1239, maker-NODE_29_length_196675_cov_127.778_ID_57-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_29_length_196675_cov_127.778_ID_57-augustus-gene-0.1&CDS=1-2700
68	OG0000068	YBL063W, YEL061C	snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.52&CDS=1-2715, snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.73&CDS=1-3153
69	OG0000069	YBR009C, YNL030W	snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.194&CDS=1-309, snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.84&CDS=1-309
70	OG0000070	YBR010W, YNL031C	snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.166-mRNA-1_1&gene=snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-1.166&CDS=1-408, snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_38_length_146430_cov_91.7099_ID_75-processed-gene-0.118&CDS=1-408
71	OG0000071	YBR025C, YHL014C	snap_masked-NODE_45_length_122076_cov_79.8889_ID_89-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_45_length_122076_cov_79.8889_ID_89-processed-gene-0.129&CDS=1-1185, snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.47&CDS=1-1227
72	OG0000072	YBR139W, YMR297W	augustus_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.15&CDS=1-1623, snap_masked-NODE_41_length_131592_cov_68.4558_ID_81-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_41_length_131592_cov_68.4558_ID_81-processed-gene-0.66&CDS=1-1620
73	OG0000073	YBR199W	augustus_masked-NODE_133_length_1193_cov_207.651_ID_265-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_133_length_1193_cov_207.651_ID_265-processed-gene-0.2&CDS=1-1191, augustus_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-1.185&CDS=1-1365, snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.76&CDS=1-1347
