	OrthologID	Pichia_membranifaciens	Saccharomyces_cerevisiae
74	OG0000074	augustus_masked-scaffold_2-processed-gene-17.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.54&CDS=1-2133, snap_masked-scaffold_2-processed-gene-8.24-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.24&CDS=1-1272	YGL038C, YGR220C
75	OG0000075	genemark-scaffold_7-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.20&CDS=1-858, snap_masked-scaffold_2-processed-gene-9.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.79&CDS=1-924	YBR151W, YML050W
76	OG0000076	augustus_masked-scaffold_3-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.76&CDS=1-1755, genemark-scaffold_2-processed-gene-14.89-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.89&CDS=1-1080	YFL039C, YHR128W
77	OG0000077	augustus_masked-scaffold_6-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.6&CDS=1-1092, snap_masked-scaffold_2-processed-gene-16.55-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.55&CDS=1-1116	YBR249C, YDR035W
78	OG0000078	snap_masked-scaffold_2-processed-gene-17.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.1&CDS=1-1203	YCR102C, YLR460C, YNL134C
79	OG0000079	augustus_masked-scaffold_2-processed-gene-17.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.56&CDS=1-3237, snap_masked-scaffold_5-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.116&CDS=1-1248	YDR465C, YHR020W
80	OG0000080	genemark-scaffold_2-processed-gene-18.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.115&CDS=1-12288, genemark-scaffold_2-processed-gene-18.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-18.116&CDS=1-3069	YDL195W, YIL047C
81	OG0000081	augustus_masked-scaffold_2-processed-gene-21.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.60&CDS=1-948	YHR146W, YIL024C, YNL173C
82	OG0000082	snap_masked-scaffold_2-processed-gene-22.121-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.121&CDS=1-963, snap_masked-scaffold_3-processed-gene-9.86-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.86&CDS=1-789	YFR031C-A, YIL018W
83	OG0000083	snap_masked-scaffold_2-processed-gene-22.144-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.144&CDS=1-798, snap_masked-scaffold_3-processed-gene-9.84-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.84&CDS=1-792	YHL033C, YLL045C
84	OG0000084	augustus_masked-scaffold_2-processed-gene-22.76-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-22.76&CDS=1-501, snap_masked-scaffold_3-processed-gene-15.137-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.137&CDS=1-471	YDR178W, YLR164W
85	OG0000085	augustus_masked-scaffold_2-processed-gene-24.43-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.43&CDS=1-1074, snap_masked-scaffold_8-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.102&CDS=1-1125	YCR105W, YMR318C
86	OG0000086	augustus_masked-scaffold_2-processed-gene-25.245-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.245&CDS=1-3630, maker-scaffold_4-snap-gene-0.3-mRNA-1_1&gene=maker-scaffold_4-snap-gene-0.3&CDS=1-1617	YBR237W, YNL112W
87	OG0000087	augustus_masked-scaffold_2-processed-gene-25.225-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.225&CDS=1-1911, snap_masked-scaffold_3-processed-gene-14.48-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.48&CDS=1-1380	YBL052C, YOR244W
88	OG0000088	augustus_masked-scaffold_5-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.113&CDS=1-1623, maker-scaffold_3-snap-gene-1.2-mRNA-1_1&gene=maker-scaffold_3-snap-gene-1.2&CDS=1-5172	YBR293W, YDR270W
89	OG0000089	snap_masked-scaffold_3-processed-gene-2.73-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.73&CDS=1-1665	YML116W, YMR279C, YOR378W
90	OG0000090	snap_masked-scaffold_3-processed-gene-15.143-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.143&CDS=1-1056, snap_masked-scaffold_3-processed-gene-3.131-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.131&CDS=1-1032, snap_masked-scaffold_3-processed-gene-7.71-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.71&CDS=1-1056	YPL088W
91	OG0000091	genemark-scaffold_9-processed-gene-1.82-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.82&CDS=1-468, maker-scaffold_8-augustus-gene-1.156-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.156&CDS=1-1680, snap_masked-scaffold_3-processed-gene-5.2-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-5.2&CDS=1-3078	YNL243W
92	OG0000092	maker-scaffold_3-snap-gene-5.114-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.114&CDS=1-579	YCL067C, YCR039C, YCR096C
93	OG0000093	snap_masked-scaffold_3-processed-gene-7.65-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.65&CDS=1-2280, snap_masked-scaffold_8-processed-gene-1.74-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.74&CDS=1-2790	YGL120C, YKR086W
94	OG0000094	augustus_masked-scaffold_3-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.55&CDS=1-2775, snap_masked-scaffold_8-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.1&CDS=1-1704, snap_masked-scaffold_8-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.33&CDS=1-1653	YNL040W
95	OG0000095	maker-scaffold_5-snap-gene-1.165-mRNA-1_1&gene=maker-scaffold_5-snap-gene-1.165&CDS=1-4137, snap_masked-scaffold_3-processed-gene-9.101-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.101&CDS=1-3819	YJL089W, YMR280C
96	OG0000096	snap_masked-scaffold_4-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-1.40&CDS=1-2556, snap_masked-scaffold_4-processed-gene-6.68-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.68&CDS=1-2946	YHR028C, YOR219C
97	OG0000097	augustus_masked-scaffold_4-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-2.0&CDS=1-1329, snap_masked-scaffold_6-processed-gene-2.82-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.82&CDS=1-2112	YER047C, YPR173C
98	OG0000098	snap_masked-scaffold_4-processed-gene-10.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.36&CDS=1-570, snap_masked-scaffold_4-processed-gene-3.92-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.92&CDS=1-540	YER067W, YIL057C
99	OG0000099	augustus_masked-scaffold_4-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.37&CDS=1-1101, augustus_masked-scaffold_4-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.38&CDS=1-1146, augustus_masked-scaffold_5-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.117&CDS=1-1941	YMR152W
100	OG0000100	maker-scaffold_4-snap-gene-8.89-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.89&CDS=1-5187, snap_masked-scaffold_7-processed-gene-3.136-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.136&CDS=1-4395	YIL126W, YOR290C
101	OG0000101	augustus_masked-scaffold_6-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.15&CDS=1-1005, snap_masked-scaffold_5-processed-gene-2.152-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.152&CDS=1-990	YIL035C, YOR061W
102	OG0000102	snap_masked-scaffold_5-processed-gene-2.158-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.158&CDS=1-2760, snap_masked-scaffold_7-processed-gene-3.165-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.165&CDS=1-2556	YBR294W, YLR092W
103	OG0000103	genemark-scaffold_6-processed-gene-2.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.20&CDS=1-2136, maker-scaffold_5-snap-gene-6.113-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.113&CDS=1-4011	YBR238C, YGL107C
104	OG0000104	maker-scaffold_5-snap-gene-10.43-mRNA-1_1&gene=maker-scaffold_5-snap-gene-10.43&CDS=1-5193, snap_masked-scaffold_6-processed-gene-2.83-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.83&CDS=1-1224	YIL151C, YKR096W
105	OG0000105	augustus_masked-scaffold_5-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.106&CDS=1-2721, maker-scaffold_9-augustus-gene-1.4-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-1.4&CDS=1-3804	YHR031C, YML061C
106	OG0000106	augustus_masked-scaffold_5-processed-gene-13.127-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.127&CDS=1-2349, snap_masked-scaffold_6-processed-gene-1.13-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.13&CDS=1-2583	YGL158W, YLR248W
107	OG0000107	snap_masked-scaffold_5-processed-gene-13.109-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.109&CDS=1-900	YFL059W, YMR096W, YNL333W
108	OG0000108	snap_masked-scaffold_5-processed-gene-13.93-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.93&CDS=1-840	YFL060C, YMR095C, YNL334C
109	OG0000109	augustus_masked-scaffold_6-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.83&CDS=1-309, snap_masked-scaffold_7-processed-gene-3.198-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.198&CDS=1-309	YBR009C, YNL030W
110	OG0000110	snap_masked-scaffold_6-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.18&CDS=1-408, snap_masked-scaffold_7-processed-gene-3.149-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.149&CDS=1-408	YBR010W, YNL031C
111	OG0000111	snap_masked-scaffold_8-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.7&CDS=1-3240	YDR038C, YDR039C, YDR040C
112	OG0000112	snap_masked-scaffold_1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.93&CDS=1-822	YIR035C, YIR036C
113	OG0000113	snap_masked-scaffold_1-processed-gene-0.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.82&CDS=1-5103	YCL068C, YCR038C
114	OG0000114	augustus_masked-scaffold_1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.72&CDS=1-3492	YDR418W, YEL054C
115	OG0000115	snap_masked-scaffold_1-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.87&CDS=1-2268	YDR458C, YML034W
116	OG0000116	augustus_masked-scaffold_2-processed-gene-18.79-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.79&CDS=1-1632, maker-scaffold_1-snap-gene-1.122-mRNA-1_1&gene=maker-scaffold_1-snap-gene-1.122&CDS=1-3126	YLR138W
117	OG0000117	snap_masked-scaffold_1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.70&CDS=1-1221	YAL034C, YOR338W
118	OG0000118	augustus_masked-scaffold_1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.7&CDS=1-3228	YDR125C, YLR099C
119	OG0000119	augustus_masked-scaffold_1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.29&CDS=1-1386, snap_masked-scaffold_3-processed-gene-8.32-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.32&CDS=1-1401	YBR199W
120	OG0000120	augustus_masked-scaffold_5-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.112&CDS=1-1221, snap_masked-scaffold_1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.23&CDS=1-648	YBL021C
121	OG0000121	genemark-scaffold_1-processed-gene-12.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.42&CDS=1-1674, genemark-scaffold_1-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.94&CDS=1-1590	YMR319C
122	OG0000122	snap_masked-scaffold_1-processed-gene-2.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.10&CDS=1-1809	YHR117W, YNL121C
123	OG0000123	snap_masked-scaffold_1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.31&CDS=1-3021	YKL121W, YMR102C
124	OG0000124	snap_masked-scaffold_1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.34&CDS=1-2151	YDR213W, YLR228C
125	OG0000125	snap_masked-scaffold_1-processed-gene-2.18-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.18&CDS=1-318	YGR027C, YLR333C
126	OG0000126	snap_masked-scaffold_1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.52&CDS=1-3405, snap_masked-scaffold_2-processed-gene-4.130-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.130&CDS=1-2427	YPL115C
127	OG0000127	augustus_masked-scaffold_1-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.32&CDS=1-852	YIL114C, YNL055C
128	OG0000128	maker-scaffold_1-snap-gene-3.144-mRNA-1_1&gene=maker-scaffold_1-snap-gene-3.144&CDS=1-3942	YDR085C, YER158C
129	OG0000129	snap_masked-scaffold_1-processed-gene-3.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.73&CDS=1-1104, snap_masked-scaffold_8-processed-gene-1.142-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.142&CDS=1-789	YGL169W
130	OG0000130	snap_masked-scaffold_1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.78&CDS=1-663	YER031C, YGL210W
131	OG0000131	snap_masked-scaffold_1-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.101&CDS=1-3219	YDR111C, YLR089C
132	OG0000132	augustus_masked-scaffold_1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.72&CDS=1-1956	YIL085C, YNL029C
133	OG0000133	snap_masked-scaffold_1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.48&CDS=1-1668	YIR031C, YNL117W
134	OG0000134	maker-scaffold_5-augustus-gene-1.58-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-1.58&CDS=1-2637, snap_masked-scaffold_1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.67&CDS=1-1401	YBR028C
135	OG0000135	snap_masked-scaffold_1-processed-gene-5.54-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.54&CDS=1-1158, snap_masked-scaffold_1-processed-gene-5.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.71&CDS=1-1209	YKR070W
136	OG0000136	augustus_masked-scaffold_1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.37&CDS=1-1983, augustus_masked-scaffold_6-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.50&CDS=1-1491	YEL036C
137	OG0000137	snap_masked-scaffold_1-processed-gene-6.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.56&CDS=1-2112	YMR008C, YOL011W
138	OG0000138	snap_masked-scaffold_1-processed-gene-6.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.79&CDS=1-2412	YDL109C, YGL144C
139	OG0000139	snap_masked-scaffold_1-processed-gene-7.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.70&CDS=1-387	YAL030W, YOR327C
140	OG0000140	snap_masked-scaffold_1-processed-gene-7.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.59&CDS=1-2892	YBR033W, YKL038W
141	OG0000141	snap_masked-scaffold_1-processed-gene-8.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.51&CDS=1-1320	YDR151C, YLR136C
142	OG0000142	snap_masked-scaffold_1-processed-gene-8.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.69&CDS=1-3096	YBL085W, YER114C
143	OG0000143	maker-scaffold_1-snap-gene-8.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.1&CDS=1-807	YHR132W-A, YNL157W
144	OG0000144	snap_masked-scaffold_1-processed-gene-8.58-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.58&CDS=1-2433	YJL110C, YKR034W
145	OG0000145	augustus_masked-scaffold_1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.56&CDS=1-2613	YGL135W, YPL220W
146	OG0000146	augustus_masked-scaffold_1-processed-gene-9.81-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.81&CDS=1-2619	YGR056W, YLR357W
147	OG0000147	snap_masked-scaffold_1-processed-gene-9.109-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.109&CDS=1-645	YLR293C, YOR185C
148	OG0000148	snap_masked-scaffold_1-processed-gene-9.142-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.142&CDS=1-246	YDR500C, YLR185W
149	OG0000149	maker-scaffold_1-snap-gene-9.50-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.50&CDS=1-2970	YDR502C, YLR180W
150	OG0000150	snap_masked-scaffold_1-processed-gene-9.118-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.118&CDS=1-2133	YDR505C, YLR177W
151	OG0000151	snap_masked-scaffold_1-processed-gene-9.144-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.144&CDS=1-3171	YDR389W, YOR134W
152	OG0000152	snap_masked-scaffold_1-processed-gene-10.53-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.53&CDS=1-2202	YDR263C, YOR033C
153	OG0000153	augustus_masked-scaffold_1-processed-gene-10.116-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.116&CDS=1-1722	YBR214W, YGL056C
154	OG0000154	maker-scaffold_1-snap-gene-11.81-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.81&CDS=1-4566	YAR042W, YDL019C
155	OG0000155	augustus_masked-scaffold_1-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.72&CDS=1-3279	YBR048W, YDR025W
156	OG0000156	snap_masked-scaffold_1-processed-gene-11.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.38&CDS=1-1140	YBR014C, YDL010W
157	OG0000157	augustus_masked-scaffold_1-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.75&CDS=1-1056, snap_masked-scaffold_2-processed-gene-3.105-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.105&CDS=1-1053	YBL016W
158	OG0000158	snap_masked-scaffold_1-processed-gene-11.21-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.21&CDS=1-1281	YDR312W, YHR066W
159	OG0000159	augustus_masked-scaffold_7-processed-gene-3.221-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.221&CDS=1-2118, snap_masked-scaffold_1-processed-gene-11.45-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.45&CDS=1-2007	YIL038C
160	OG0000160	augustus_masked-scaffold_8-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.58&CDS=1-2037, maker-scaffold_1-snap-gene-12.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-12.2&CDS=1-1851	YNL036W
161	OG0000161	maker-scaffold_1-augustus-gene-12.52-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.52&CDS=1-1869	YHR135C, YNL154C
162	OG0000162	snap_masked-scaffold_1-processed-gene-12.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.70&CDS=1-2385	YDR251W, YPL032C
163	OG0000163	augustus_masked-scaffold_6-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.82&CDS=1-933, maker-scaffold_1-augustus-gene-13.44-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.44&CDS=1-1530	YDR090C
164	OG0000164	augustus_masked-scaffold_1-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.25&CDS=1-1068	YDL075W, YLR406C
165	OG0000165	maker-scaffold_1-snap-gene-14.82-mRNA-1_1&gene=maker-scaffold_1-snap-gene-14.82&CDS=1-3630	YLR433C, YML057W
166	OG0000166	augustus_masked-scaffold_1-processed-gene-14.50-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.50&CDS=1-3483, snap_masked-scaffold_6-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.96&CDS=1-3096	YNL192W
167	OG0000167	snap_masked-scaffold_1-processed-gene-14.39-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.39&CDS=1-2583	YDR069C, YER144C
168	OG0000168	snap_masked-scaffold_1-processed-gene-15.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.107&CDS=1-2625	YFL004W, YPL019C
169	OG0000169	snap_masked-scaffold_1-processed-gene-15.128-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.128&CDS=1-2322, snap_masked-scaffold_1-processed-gene-15.129-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.129&CDS=1-2433	YBL097W
170	OG0000170	snap_masked-scaffold_1-processed-gene-15.131-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.131&CDS=1-357	YER131W, YGL189C
171	OG0000171	augustus_masked-scaffold_1-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.89&CDS=1-1395	YGR197C, YJR015W
172	OG0000172	snap_masked-scaffold_1-processed-gene-16.36-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.36&CDS=1-3228	YJL084C, YKR021W
173	OG0000173	snap_masked-scaffold_1-processed-gene-16.69-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.69&CDS=1-1461	YDR277C, YOR047C
174	OG0000174	augustus_masked-scaffold_1-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.32&CDS=1-8853	YBR140C, YOL081W
175	OG0000175	snap_masked-scaffold_1-processed-gene-17.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.48&CDS=1-510	YGR131W, YPR149W
176	OG0000176	snap_masked-scaffold_1-processed-gene-17.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.87&CDS=1-1287	YJL134W, YKR053C
177	OG0000177	maker-scaffold_1-snap-gene-17.148-mRNA-1_1&gene=maker-scaffold_1-snap-gene-17.148&CDS=1-1473	YJL138C, YKR059W
178	OG0000178	augustus_masked-scaffold_1-processed-gene-18.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.44&CDS=1-3573	YDR385W, YOR133W
179	OG0000179	snap_masked-scaffold_1-processed-gene-18.24-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-18.24&CDS=1-1170	YDL127W, YDL179W
180	OG0000180	augustus_masked-scaffold_1-processed-gene-18.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.61&CDS=1-3183	YKL033W-A, YKL034W
181	OG0000181	maker-scaffold_1-augustus-gene-18.122-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-18.122&CDS=1-522	YMR242C, YOR312C
182	OG0000182	genemark-scaffold_1-processed-gene-19.5-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-19.5&CDS=1-2556	YIL105C, YNL047C
183	OG0000183	augustus_masked-scaffold_4-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.14&CDS=1-1065, genemark-scaffold_1-processed-gene-19.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-19.9&CDS=1-1236	YOR008C
184	OG0000184	augustus_masked-scaffold_1-processed-gene-19.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.118&CDS=1-1692	YJL137C, YKR058W
185	OG0000185	snap_masked-scaffold_1-processed-gene-19.63-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.63&CDS=1-444	YDR450W, YML026C
186	OG0000186	maker-scaffold_1-augustus-gene-19.51-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-19.51&CDS=1-3801	YHR047C, YKL157W
187	OG0000187	augustus_masked-scaffold_1-processed-gene-19.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.122&CDS=1-405	YDR447C, YML024W
188	OG0000188	genemark-scaffold_1-processed-gene-20.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-20.98&CDS=1-516	YDR471W, YHR010W
