	OrthologID	Saccharomyces_cerevisiae	Sugiyamaella_lignohabitans
79	OG0000079	YPR022C	genemark-CP014501.1-processed-gene-15.57-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-15.57&CDS=1-3063, maker-CP014501.1-snap-gene-26.90-mRNA-1_1&gene=maker-CP014501.1-snap-gene-26.90&CDS=1-2880, maker-CP014501.1-snap-gene-52.140-mRNA-1_1&gene=maker-CP014501.1-snap-gene-52.140&CDS=1-2997
80	OG0000080	YAL005C, YLL024C	augustus_masked-CP014500.1-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-14.16&CDS=1-1959
81	OG0000081	YAL007C, YOR016C	augustus_masked-CP014503.1-processed-gene-43.99-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.99&CDS=1-621
82	OG0000082	YAL015C, YOL043C	augustus_masked-CP014502.1-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.155&CDS=1-1092
83	OG0000083	YAL017W, YOL045W	augustus_masked-CP014502.1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-7.29&CDS=1-3348
84	OG0000084	YAL034C, YOR338W	augustus_masked-CP014501.1-processed-gene-51.51-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-51.51&CDS=1-1233
85	OG0000085	YAL040C	augustus_masked-CP014503.1-processed-gene-35.78-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-35.78&CDS=1-1437, augustus_masked-CP014503.1-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-7.119&CDS=1-1212
86	OG0000086	YAL062W, YOR375C	augustus_masked-CP014501.1-processed-gene-57.58-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-57.58&CDS=1-1359
87	OG0000087	YAL067C, YGR065C	augustus_masked-CP014502.1-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-11.75&CDS=1-1641
88	OG0000088	YAR002C-A, YGL002W	maker-CP014501.1-snap-gene-18.6-mRNA-1_1&gene=maker-CP014501.1-snap-gene-18.6&CDS=1-651
89	OG0000089	YAR042W, YDL019C	augustus_masked-CP014500.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-3.25&CDS=1-3729
90	OG0000090	YBL002W, YDR224C	augustus_masked-CP014501.1-processed-gene-29.51-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-29.51&CDS=1-411
91	OG0000091	YBL003C, YDR225W	augustus_masked-CP014501.1-processed-gene-29.68-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-29.68&CDS=1-399
92	OG0000092	YBL009W, YGL021W	augustus_masked-CP014503.1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.42&CDS=1-3384
93	OG0000093	YBL027W, YBR084C-A	genemark-CP014500.1-processed-gene-19.13-mRNA-1_1&gene=genemark-CP014500.1-processed-gene-19.13&CDS=1-567
94	OG0000094	YBL056W, YER089C	augustus_masked-CP014501.1-processed-gene-35.65-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-35.65&CDS=1-1416
95	OG0000095	YBL060W	augustus_masked-CP014501.1-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-3.17&CDS=1-2808, augustus_masked-CP014503.1-processed-gene-38.24-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-38.24&CDS=1-3159
96	OG0000096	YBL067C, YER098W	augustus_masked-CP014503.1-processed-gene-35.102-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-35.102&CDS=1-2415
97	OG0000097	YBL072C, YER102W	augustus_masked-CP014502.1-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-13.73&CDS=1-591
98	OG0000098	YBL079W, YER105C	maker-CP014500.1-augustus-gene-13.120-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-13.120&CDS=1-4050
99	OG0000099	YBL085W, YER114C	maker-CP014501.1-augustus-gene-0.107-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-0.107&CDS=1-2805
100	OG0000100	YBL087C, YER117W	snap_masked-CP014501.1-processed-gene-55.68-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-55.68&CDS=1-393
101	OG0000101	YBL091C-A, YER120W	maker-CP014502.1-snap-gene-0.39-mRNA-1_1&gene=maker-CP014502.1-snap-gene-0.39&CDS=1-924
102	OG0000102	YBL095W	augustus_masked-CP014500.1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-7.73&CDS=1-669, augustus_masked-CP014503.1-processed-gene-36.111-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-36.111&CDS=1-945
103	OG0000103	YBL106C, YPR032W	maker-CP014501.1-augustus-gene-16.78-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-16.78&CDS=1-2997
104	OG0000104	YBR001C, YDR001C	augustus_masked-CP014501.1-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.34&CDS=1-2544
105	OG0000105	YBR007C	augustus_masked-CP014501.1-processed-gene-56.99-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.99&CDS=1-1494, augustus_masked-CP014503.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-0.90&CDS=1-1911
106	OG0000106	YBR010W, YNL031C	augustus_masked-CP014500.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.18&CDS=1-420
107	OG0000107	YBR014C, YDL010W	maker-CP014501.1-augustus-gene-26.47-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-26.47&CDS=1-678
108	OG0000108	YBR020W, YDR009W	augustus_masked-CP014501.1-processed-gene-18.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.11&CDS=1-1542
109	OG0000109	YBR021W, YIR028W	augustus_masked-CP014503.1-processed-gene-36.93-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-36.93&CDS=1-1680
110	OG0000110	YBR024W, YBR037C	augustus_masked-CP014501.1-processed-gene-36.58-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-36.58&CDS=1-1089
111	OG0000111	YBR031W, YDR012W	augustus_masked-CP014503.1-processed-gene-26.58-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-26.58&CDS=1-1095
112	OG0000112	YBR042C, YDR018C	augustus_masked-CP014501.1-processed-gene-49.62-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-49.62&CDS=1-1233
113	OG0000113	YBR048W, YDR025W	augustus_masked-CP014501.1-processed-gene-38.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-38.11&CDS=1-468
114	OG0000114	YBR066C, YDR043C	augustus_masked-CP014502.1-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-14.17&CDS=1-2700
115	OG0000115	YBR082C, YDR059C	augustus_masked-CP014503.1-processed-gene-32.99-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.99&CDS=1-441
116	OG0000116	YBR104W, YPR058W	maker-CP014500.1-augustus-gene-23.150-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-23.150&CDS=1-924
117	OG0000117	YBR105C, YGR066C	augustus_masked-CP014500.1-processed-gene-23.108-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-23.108&CDS=1-1002
118	OG0000118	YBR118W, YPR080W	augustus_masked-CP014501.1-processed-gene-39.129-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-39.129&CDS=1-1377
119	OG0000119	YBR137W	augustus_masked-CP014500.1-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.19&CDS=1-480, augustus_masked-CP014500.1-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.20&CDS=1-477
120	OG0000120	YBR140C, YOL081W	augustus_masked-CP014503.1-processed-gene-47.60-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-47.60&CDS=1-8190
121	OG0000121	YBR150C, YOL089C	snap_masked-CP014501.1-processed-gene-12.52-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-12.52&CDS=1-1494
122	OG0000122	YBR161W, YPL057C	augustus_masked-CP014503.1-processed-gene-43.114-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.114&CDS=1-1017
123	OG0000123	YBR169C, YPL106C	maker-CP014502.1-augustus-gene-7.44-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-7.44&CDS=1-3966
124	OG0000124	YBR172C, YPL105C	maker-CP014502.1-snap-gene-7.54-mRNA-1_1&gene=maker-CP014502.1-snap-gene-7.54&CDS=1-4200
125	OG0000125	YBR181C, YPL090C	augustus_masked-CP014501.1-processed-gene-16.97-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-16.97&CDS=1-864
126	OG0000126	YBR182C, YPL089C	maker-CP014501.1-snap-gene-16.69-mRNA-1_1&gene=maker-CP014501.1-snap-gene-16.69&CDS=1-1791
127	OG0000127	YBR183W, YPL087W	maker-CP014500.1-augustus-gene-5.38-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-5.38&CDS=1-858
128	OG0000128	YBR189W, YPL081W	maker-CP014501.1-snap-gene-13.44-mRNA-1_1&gene=maker-CP014501.1-snap-gene-13.44&CDS=1-1095
129	OG0000129	YBR199W	augustus_masked-CP014501.1-processed-gene-52.104-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-52.104&CDS=1-1161, augustus_masked-CP014502.1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-6.9&CDS=1-1251
130	OG0000130	YBR214W, YGL056C	augustus_masked-CP014503.1-processed-gene-43.92-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.92&CDS=1-1452
131	OG0000131	YBR216C, YGL060W	augustus_masked-CP014503.1-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-12.58&CDS=1-2328
132	OG0000132	YBR238C, YGL107C	augustus_masked-CP014501.1-processed-gene-42.112-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-42.112&CDS=1-1839
133	OG0000133	YBR239C	augustus_masked-CP014500.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.34&CDS=1-1746, maker-CP014501.1-snap-gene-29.39-mRNA-1_1&gene=maker-CP014501.1-snap-gene-29.39&CDS=1-1773
134	OG0000134	YBR240C	augustus_masked-CP014502.1-processed-gene-21.66-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.66&CDS=1-1146, maker-CP014503.1-snap-gene-38.1-mRNA-1_1&gene=maker-CP014503.1-snap-gene-38.1&CDS=1-1887
135	OG0000135	YBR241C, YGL104C	augustus_masked-CP014501.1-processed-gene-42.134-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-42.134&CDS=1-1461
136	OG0000136	YBR242W, YGL101W	augustus_masked-CP014501.1-processed-gene-44.20-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.20&CDS=1-744
137	OG0000137	YBR273C, YJL048C	maker-CP014500.1-augustus-gene-10.44-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-10.44&CDS=1-1860
138	OG0000138	YBR294W, YLR092W	augustus_masked-CP014503.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.75&CDS=1-2382
139	OG0000139	YCL011C, YNL004W	augustus_masked-CP014503.1-processed-gene-32.102-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.102&CDS=1-999
140	OG0000140	YCL035C, YDR513W	maker-CP014501.1-augustus-gene-50.91-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-50.91&CDS=1-363
141	OG0000141	YCL036W, YDR514C	genemark-CP014503.1-processed-gene-32.23-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-32.23&CDS=1-1401
142	OG0000142	YCL037C, YDR515W	augustus_masked-CP014501.1-processed-gene-42.127-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-42.127&CDS=1-1956
143	OG0000143	YCL040W, YDR516C	augustus_masked-CP014501.1-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-11.14&CDS=1-1413
144	OG0000144	YCL050C, YDR530C	augustus_masked-CP014501.1-processed-gene-56.92-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.92&CDS=1-981
145	OG0000145	YCR010C, YNR002C	augustus_masked-CP014501.1-processed-gene-46.36-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-46.36&CDS=1-795
146	OG0000146	YCR026C, YEL016C	augustus_masked-CP014501.1-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-5.27&CDS=1-2346
147	OG0000147	YCR027C	augustus_masked-CP014503.1-processed-gene-29.32-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-29.32&CDS=1-552, maker-CP014501.1-augustus-gene-21.6-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-21.6&CDS=1-555
148	OG0000148	YCR031C, YJL191W	augustus_masked-CP014501.1-processed-gene-58.177-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.177&CDS=1-432
149	OG0000149	YCR045C	augustus_masked-CP014500.1-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-4.39&CDS=1-1125, maker-CP014502.1-augustus-gene-2.119-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-2.119&CDS=1-1275
150	OG0000150	YCR067C, YNR026C	augustus_masked-CP014503.1-processed-gene-19.87-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-19.87&CDS=1-1896
151	OG0000151	YCR073C, YNR031C	augustus_masked-CP014500.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-0.76&CDS=1-4911
152	OG0000152	YCR073W-A, YNR034W	augustus_masked-CP014501.1-processed-gene-33.16-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.16&CDS=1-912
153	OG0000153	YCR091W, YNR047W	augustus_masked-CP014500.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-0.81&CDS=1-3000
154	OG0000154	YCR094W, YNR048W	augustus_masked-CP014503.1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-5.80&CDS=1-1224
155	OG0000155	YCR105W, YMR318C	augustus_masked-CP014501.1-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-11.24&CDS=1-1083
156	OG0000156	YDL022W, YOL059W	snap_masked-CP014501.1-processed-gene-47.18-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-47.18&CDS=1-1116
157	OG0000157	YDL042C, YOL068C	augustus_masked-CP014501.1-processed-gene-27.71-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-27.71&CDS=1-1908
158	OG0000158	YDL048C, YLR375W	augustus_masked-CP014501.1-processed-gene-32.39-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-32.39&CDS=1-1809
159	OG0000159	YDL049C, YJL174W	snap_masked-CP014501.1-processed-gene-31.12-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-31.12&CDS=1-843
160	OG0000160	YDL061C, YLR388W	genemark-CP014503.1-processed-gene-40.23-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-40.23&CDS=1-168
161	OG0000161	YDL075W, YLR406C	maker-CP014503.1-augustus-gene-46.45-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-46.45&CDS=1-360
162	OG0000162	YDL081C	maker-CP014501.1-augustus-gene-18.47-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-18.47&CDS=1-324, maker-CP014502.1-augustus-gene-6.42-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-6.42&CDS=1-315
163	OG0000163	YDL082W, YMR142C	augustus_masked-CP014503.1-processed-gene-47.76-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-47.76&CDS=1-636
164	OG0000164	YDL083C, YMR143W	augustus_masked-CP014502.1-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-6.18&CDS=1-447
165	OG0000165	YDL085W, YMR145C	augustus_masked-CP014501.1-processed-gene-25.12-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.12&CDS=1-1785
166	OG0000166	YDL088C, YMR153W	augustus_masked-CP014501.1-processed-gene-27.81-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-27.81&CDS=1-1929
167	OG0000167	YDL093W, YDL095W	augustus_masked-CP014500.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-0.98&CDS=1-2892
168	OG0000168	YDL109C, YGL144C	snap_masked-CP014501.1-processed-gene-41.89-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-41.89&CDS=1-2418
169	OG0000169	YDL136W, YDL191W	augustus_masked-CP014501.1-processed-gene-31.101-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-31.101&CDS=1-366
170	OG0000170	YDL155W, YLR210W	augustus_masked-CP014501.1-processed-gene-37.120-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-37.120&CDS=1-1836
171	OG0000171	YDL174C	augustus_masked-CP014500.1-processed-gene-23.128-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-23.128&CDS=1-1779, augustus_masked-CP014501.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-1.40&CDS=1-1737
172	OG0000172	YDL204W, YDR233C	augustus_masked-CP014501.1-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.25&CDS=1-1062
173	OG0000173	YDL210W	augustus_masked-CP014503.1-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.56&CDS=1-1671, maker-CP014501.1-augustus-gene-57.36-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-57.36&CDS=1-1626
174	OG0000174	YDL222C, YNL194C	maker-CP014502.1-augustus-gene-21.123-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-21.123&CDS=1-810
175	OG0000175	YDL224C, YNL197C	maker-CP014502.1-snap-gene-21.143-mRNA-1_1&gene=maker-CP014502.1-snap-gene-21.143&CDS=1-2145
176	OG0000176	YDL246C, YJR159W	augustus_masked-CP014502.1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-10.22&CDS=1-1047
177	OG0000177	YDR032C	augustus_masked-CP014503.1-processed-gene-22.115-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-22.115&CDS=1-609, augustus_masked-CP014503.1-processed-gene-45.19-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-45.19&CDS=1-609
178	OG0000178	YDR069C, YER144C	maker-CP014503.1-snap-gene-13.38-mRNA-1_1&gene=maker-CP014503.1-snap-gene-13.38&CDS=1-3501
179	OG0000179	YDR081C	augustus_masked-CP014501.1-processed-gene-58.146-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.146&CDS=1-2904, augustus_masked-CP014503.1-processed-gene-17.42-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-17.42&CDS=1-2397
180	OG0000180	YDR098C, YER174C	augustus_masked-CP014501.1-processed-gene-41.47-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-41.47&CDS=1-765
181	OG0000181	YDR122W, YLR096W	snap_masked-CP014502.1-processed-gene-16.53-mRNA-1_1&gene=snap_masked-CP014502.1-processed-gene-16.53&CDS=1-4104
182	OG0000182	YDR132C, YLR108C	augustus_masked-CP014501.1-processed-gene-55.36-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.36&CDS=1-1317
183	OG0000183	YDR146C, YLR131C	augustus_masked-CP014503.1-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-10.124&CDS=1-1515
184	OG0000184	YDR151C, YLR136C	augustus_masked-CP014503.1-processed-gene-40.110-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-40.110&CDS=1-1854
185	OG0000185	YDR166C, YMR256C	genemark-CP014503.1-processed-gene-29.129-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-29.129&CDS=1-3150
186	OG0000186	YDR178W, YLR164W	augustus_masked-CP014501.1-processed-gene-42.98-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-42.98&CDS=1-504
187	OG0000187	YDR200C, YLR238W	augustus_masked-CP014500.1-processed-gene-22.34-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-22.34&CDS=1-2316
188	OG0000188	YDR213W, YLR228C	maker-CP014501.1-snap-gene-51.1-mRNA-1_1&gene=maker-CP014501.1-snap-gene-51.1&CDS=1-1938
189	OG0000189	YDR242W	augustus_masked-CP014500.1-processed-gene-19.114-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-19.114&CDS=1-1611, augustus_masked-CP014503.1-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.17&CDS=1-1620
190	OG0000190	YDR247W, YPL026C	augustus_masked-CP014503.1-processed-gene-23.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-23.62&CDS=1-1530
191	OG0000191	YDR251W, YPL032C	augustus_masked-CP014501.1-processed-gene-11.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-11.27&CDS=1-2301
192	OG0000192	YDR252W, YPL037C	augustus_masked-CP014501.1-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-11.17&CDS=1-444
193	OG0000193	YDR263C, YOR033C	augustus_masked-CP014503.1-processed-gene-32.111-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.111&CDS=1-1746
194	OG0000194	YDR264C, YOR034C	augustus_masked-CP014503.1-processed-gene-17.65-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-17.65&CDS=1-2271
195	OG0000195	YDR272W, YOR040W	augustus_masked-CP014501.1-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-2.110&CDS=1-771
196	OG0000196	YDR277C, YOR047C	augustus_masked-CP014501.1-processed-gene-44.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.11&CDS=1-909
197	OG0000197	YDR312W, YHR066W	maker-CP014503.1-augustus-gene-38.16-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-38.16&CDS=1-1287
198	OG0000198	YDR348C, YHR097C	maker-CP014503.1-augustus-gene-42.131-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-42.131&CDS=1-1734
199	OG0000199	YDR358W, YHR108W	maker-CP014501.1-augustus-gene-29.43-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-29.43&CDS=1-2058
200	OG0000200	YDR379W, YOR127W	maker-CP014501.1-snap-gene-19.69-mRNA-1_1&gene=maker-CP014501.1-snap-gene-19.69&CDS=1-3690
201	OG0000201	YDR385W, YOR133W	genemark-CP014501.1-processed-gene-19.73-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-19.73&CDS=1-2526
202	OG0000202	YDR389W, YOR134W	maker-CP014503.1-snap-gene-6.39-mRNA-1_1&gene=maker-CP014503.1-snap-gene-6.39&CDS=1-2889
203	OG0000203	YDR409W, YOR156C	augustus_masked-CP014502.1-processed-gene-13.60-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-13.60&CDS=1-3111
204	OG0000204	YDR418W, YEL054C	augustus_masked-CP014503.1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.65&CDS=1-489
205	OG0000205	YDR447C, YML024W	augustus_masked-CP014502.1-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-3.45&CDS=1-414
206	OG0000206	YDR450W, YML026C	augustus_masked-CP014501.1-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-10.58&CDS=1-459
207	OG0000207	YDR451C, YML027W	maker-CP014501.1-snap-gene-43.53-mRNA-1_1&gene=maker-CP014501.1-snap-gene-43.53&CDS=1-1044
208	OG0000208	YDR453C, YML028W	augustus_masked-CP014502.1-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.139&CDS=1-579
209	OG0000209	YDR458C, YML034W	augustus_masked-CP014503.1-processed-gene-9.22-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-9.22&CDS=1-3069
210	OG0000210	YDR463W, YHR006W	augustus_masked-CP014500.1-processed-gene-16.70-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-16.70&CDS=1-2184
211	OG0000211	YDR471W, YHR010W	genemark-CP014503.1-processed-gene-46.25-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-46.25&CDS=1-411
212	OG0000212	YDR497C, YOL103W	augustus_masked-CP014500.1-processed-gene-15.18-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-15.18&CDS=1-1581
213	OG0000213	YDR500C, YLR185W	augustus_masked-CP014501.1-processed-gene-44.21-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.21&CDS=1-246
