	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
67	OG0000067	YDR319C, YGL126W	augustus_masked-flattened_line_4-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.114&CDS=1-966, snap_masked-flattened_line_50-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.62&CDS=1-885
68	OG0000068	YDR368W, YOR120W	genemark-flattened_line_22-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.111&CDS=1-927, genemark-flattened_line_22-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.145&CDS=1-927
69	OG0000069	YDR466W, YDR490C	genemark-flattened_line_2-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.149&CDS=1-3150, genemark-flattened_line_24-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.38&CDS=1-2340
70	OG0000070	YDR471W, YHR010W	genemark-flattened_line_2-processed-gene-2.148-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.148&CDS=1-408, genemark-flattened_line_24-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.7&CDS=1-408
71	OG0000071	YER017C, YMR089C	genemark-flattened_line_14-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.98&CDS=1-2514, genemark-flattened_line_36-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.33&CDS=1-2184
72	OG0000072	YER047C, YPL074W	genemark-flattened_line_18-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.18&CDS=1-2349, genemark-flattened_line_22-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.87&CDS=1-1821
73	OG0000073	YER075C, YOR208W	genemark-flattened_line_14-processed-gene-3.132-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.132&CDS=1-2133, genemark-flattened_line_46-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.140&CDS=1-2304
74	OG0000074	YER107C, YOR026W	genemark-flattened_line_10-processed-gene-4.170-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.170&CDS=1-1080, genemark-flattened_line_16-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.37&CDS=1-972
75	OG0000075	YFL023W, YML094W	genemark-flattened_line_32-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.93&CDS=1-468, genemark-flattened_line_4-processed-gene-7.180-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.180&CDS=1-2454
76	OG0000076	YFL047W, YHR182W	augustus_masked-flattened_line_4-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.96&CDS=1-2565, genemark-flattened_line_8-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.15&CDS=1-2244
77	OG0000077	YFL059W, YMR096W, YNL333W	genemark-flattened_line_12-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.110&CDS=1-879
78	OG0000078	YFL060C, YMR095C, YNL334C	genemark-flattened_line_12-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.135&CDS=1-726
79	OG0000079	YFR004W, YLR073C	genemark-flattened_line_10-processed-gene-4.188-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.188&CDS=1-933, maker-flattened_line_32-snap-gene-1.311-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.311&CDS=1-1335
80	OG0000080	YGL038C, YJR075W	genemark-flattened_line_4-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.113&CDS=1-1149, genemark-flattened_line_60-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.1&CDS=1-1236
81	OG0000081	YGL147C, YNL067W	genemark-flattened_line_2-processed-gene-5.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.64&CDS=1-570, genemark-flattened_line_24-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.150&CDS=1-573
82	OG0000082	YGL247W, YHR036W	genemark-flattened_line_14-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.62&CDS=1-1368, genemark-flattened_line_26-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.5&CDS=1-1368
83	OG0000083	YGR086C, YPL004C	genemark-flattened_line_22-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.67&CDS=1-915, genemark-flattened_line_26-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.45&CDS=1-912
84	OG0000084	YGR184C, YLR024C	genemark-flattened_line_22-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.71&CDS=1-5670, snap_masked-flattened_line_22-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.19&CDS=1-5706
85	OG0000085	YGR192C, YJL052W, YJR009C	genemark-flattened_line_2-processed-gene-5.36-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.36&CDS=1-1020
86	OG0000086	YGR249W, YOR140W	genemark-flattened_line_54-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.104&CDS=1-2103, genemark-flattened_line_6-processed-gene-4.209-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.209&CDS=1-1953
87	OG0000087	YHL019C, YPL259C	genemark-flattened_line_20-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.186&CDS=1-1278, genemark-flattened_line_8-processed-gene-2.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.66&CDS=1-1449
88	OG0000088	YHL033C, YLL045C	augustus_masked-flattened_line_28-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.192&CDS=1-768, genemark-flattened_line_0-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.10&CDS=1-768
89	OG0000089	YHR050W, YOL122C	genemark-flattened_line_16-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.77&CDS=1-1500, genemark-flattened_line_38-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.169&CDS=1-1755
90	OG0000090	YHR176W	genemark-flattened_line_12-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.59&CDS=1-1488, genemark-flattened_line_32-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.42&CDS=1-1425, genemark-flattened_line_48-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.122&CDS=1-1425
91	OG0000091	YIL035C, YOR061W	genemark-flattened_line_2-processed-gene-6.48-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.48&CDS=1-993, genemark-flattened_line_36-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.7&CDS=1-975
92	OG0000092	YIL038C, YPR072W	genemark-flattened_line_0-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.10&CDS=1-1695, genemark-flattened_line_36-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.5&CDS=1-1629
93	OG0000093	YIL126W, YOR290C	genemark-flattened_line_0-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.9&CDS=1-4254, genemark-flattened_line_40-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.130&CDS=1-3756
94	OG0000094	YIL159W, YNL271C	genemark-flattened_line_14-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.9&CDS=1-5133, genemark-flattened_line_20-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.57&CDS=1-4461
95	OG0000095	YJL076W, YKR010C	genemark-flattened_line_4-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.23&CDS=1-1314, genemark-flattened_line_4-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.24&CDS=1-4143
96	OG0000096	YJL190C, YLR367W	genemark-flattened_line_84-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.13&CDS=1-390, maker-flattened_line_0-augustus-gene-7.157-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-7.157&CDS=1-393
97	OG0000097	YJR046W, YNL237W	augustus_masked-flattened_line_20-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.35&CDS=1-1968, maker-flattened_line_28-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.58&CDS=1-2430
98	OG0000098	YJR061W, YKL201C	genemark-flattened_line_14-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.91&CDS=1-2130, genemark-flattened_line_28-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.97&CDS=1-1590
99	OG0000099	YKL071W	genemark-flattened_line_107-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.1&CDS=1-765, genemark-flattened_line_107-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_107-processed-gene-0.2&CDS=1-765, genemark-flattened_line_92-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.12&CDS=1-744
100	OG0000100	YKR055W, YPR165W	genemark-flattened_line_4-processed-gene-5.104-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.104&CDS=1-918, genemark-flattened_line_6-processed-gene-4.208-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.208&CDS=1-603
101	OG0000101	YLR004C	genemark-flattened_line_12-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.18&CDS=1-1545, genemark-flattened_line_60-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.41&CDS=1-1470, genemark-flattened_line_95-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.27&CDS=1-1521
102	OG0000102	YLR237W, YOR071C, YOR192C	genemark-flattened_line_16-processed-gene-2.74-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.74&CDS=1-1644
103	OG0000103	YLR342W, YMR306W	genemark-flattened_line_32-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.25&CDS=1-5694, snap_masked-flattened_line_4-processed-gene-5.11-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.11&CDS=1-5772
104	OG0000104	YML019W, YOR085W	genemark-flattened_line_18-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.115&CDS=1-981, genemark-flattened_line_4-processed-gene-6.23-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.23&CDS=1-984
105	OG0000105	YML116W, YMR279C, YOR378W	snap_masked-flattened_line_42-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.195&CDS=1-459
106	OG0000106	YMR054W, YOR270C	genemark-flattened_line_70-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.36&CDS=1-2418, snap_masked-flattened_line_18-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.40&CDS=1-2490
107	OG0000107	YMR083W	genemark-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.13&CDS=1-1104, genemark-flattened_line_52-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.172&CDS=1-1113, maker-flattened_line_2-snap-gene-3.109-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.109&CDS=1-1071
108	OG0000108	YMR119W, YNL008C	augustus_masked-flattened_line_18-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.80&CDS=1-3327, augustus_masked-flattened_line_6-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.89&CDS=1-1584
109	OG0000109	YMR152W	genemark-flattened_line_10-processed-gene-4.184-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.184&CDS=1-1065, genemark-flattened_line_22-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.150&CDS=1-1065, genemark-flattened_line_42-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.66&CDS=1-1065
110	OG0000110	YMR316W, YNL165W, YOR385W	genemark-flattened_line_2-processed-gene-8.77-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.77&CDS=1-1365
111	OG0000111	YOL027C, YPR125W	genemark-flattened_line_12-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.152&CDS=1-1272, genemark-flattened_line_8-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.1&CDS=1-1314
112	OG0000112	YOL055C, YPL258C, YPR121W	snap_masked-flattened_line_32-processed-gene-1.276-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.276&CDS=1-1554
113	OG0000113	YOR153W	augustus_masked-flattened_line_68-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.53&CDS=1-3162, genemark-flattened_line_2-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.118&CDS=1-4530, genemark-flattened_line_6-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.68&CDS=1-4509
114	OG0000114	YOR320C	genemark-flattened_line_4-processed-gene-7.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.122&CDS=1-1635, genemark-flattened_line_42-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.65&CDS=1-1650, genemark-flattened_line_8-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.79&CDS=1-1800
115	OG0000115	YOR389W, YPL277C, YPL278C	genemark-flattened_line_2-processed-gene-2.155-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.155&CDS=1-1731
116	OG0000116	YAL007C, YOR016C	genemark-flattened_line_34-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.71&CDS=1-636
117	OG0000117	YAL015C, YOL043C	genemark-flattened_line_0-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.40&CDS=1-1146
118	OG0000118	YAL017W, YOL045W	genemark-flattened_line_0-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.18&CDS=1-3399
119	OG0000119	YAL034C, YOR338W	genemark-flattened_line_10-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.83&CDS=1-1086
120	OG0000120	YAL040C	genemark-flattened_line_2-processed-gene-4.81-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.81&CDS=1-1269, genemark-flattened_line_62-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.87&CDS=1-1563
121	OG0000121	YAL056W, YOR371C	snap_masked-flattened_line_105-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.3&CDS=1-1914
122	OG0000122	YAL060W, YAL061W	genemark-flattened_line_2-processed-gene-3.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.88&CDS=1-1203
123	OG0000123	YAL062W, YOR375C	genemark-flattened_line_82-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.0&CDS=1-1380
124	OG0000124	YAR002C-A, YGL002W	genemark-flattened_line_66-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.57&CDS=1-645
125	OG0000125	YAR042W, YDL019C	augustus_masked-flattened_line_28-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.77&CDS=1-5706
126	OG0000126	YBL009W, YGL021W	genemark-flattened_line_2-processed-gene-5.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.50&CDS=1-2487
127	OG0000127	YBL027W, YBR084C-A	snap_masked-flattened_line_10-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.114&CDS=1-588
128	OG0000128	YBL030C	genemark-flattened_line_4-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.55&CDS=1-924, genemark-flattened_line_52-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.139&CDS=1-909
129	OG0000129	YBL054W	genemark-flattened_line_8-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.65&CDS=1-1188, snap_masked-flattened_line_64-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.32&CDS=1-426
130	OG0000130	YBL056W, YER089C	genemark-flattened_line_2-processed-gene-5.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.25&CDS=1-1293
131	OG0000131	YBL067C, YER098W	genemark-flattened_line_26-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.1&CDS=1-2196
132	OG0000132	YBL069W, YER101C	snap_masked-flattened_line_26-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.118&CDS=1-1239
133	OG0000133	YBL072C, YER102W	genemark-flattened_line_26-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.45&CDS=1-603
134	OG0000134	YBL087C, YER117W	genemark-flattened_line_10-processed-gene-4.148-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.148&CDS=1-399
135	OG0000135	YBL101C, YPR030W	snap_masked-flattened_line_36-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.110&CDS=1-1992
136	OG0000136	YBL106C, YPR032W	maker-flattened_line_60-snap-gene-0.106-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.106&CDS=1-2982
137	OG0000137	YBR005W, YDR003W	genemark-flattened_line_80-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.53&CDS=1-597
138	OG0000138	YBR026C	genemark-flattened_line_32-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.43&CDS=1-1110, maker-flattened_line_20-augustus-gene-2.7-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.7&CDS=1-2418
139	OG0000139	YBR028C	genemark-flattened_line_16-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.12&CDS=1-1263, genemark-flattened_line_24-processed-gene-2.195-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.195&CDS=1-1266
140	OG0000140	YBR031W, YDR012W	genemark-flattened_line_34-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.149&CDS=1-1095
141	OG0000141	YBR033W, YKL038W	snap_masked-flattened_line_16-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.31&CDS=1-2481
142	OG0000142	YBR048W, YDR025W	genemark-flattened_line_0-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.56&CDS=1-468
143	OG0000143	YBR078W, YDR055W	snap_masked-flattened_line_10-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.9&CDS=1-1272
144	OG0000144	YBR084W	genemark-flattened_line_18-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.106&CDS=1-2871, genemark-flattened_line_4-processed-gene-7.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.112&CDS=1-2823
145	OG0000145	YBR089C-A, YPR052C	snap_masked-flattened_line_0-processed-gene-5.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.99&CDS=1-282
146	OG0000146	YBR104W, YPR058W	genemark-flattened_line_10-processed-gene-3.88-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.88&CDS=1-891
147	OG0000147	YBR118W, YPR080W	genemark-flattened_line_60-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.44&CDS=1-1374
148	OG0000148	YBR140C, YOL081W	genemark-flattened_line_2-processed-gene-2.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.147&CDS=1-8028
149	OG0000149	YBR147W, YOL092W	genemark-flattened_line_16-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.15&CDS=1-882
150	OG0000150	YBR161W, YPL057C	genemark-flattened_line_0-processed-gene-8.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.56&CDS=1-930
151	OG0000151	YBR169C, YPL106C	maker-flattened_line_28-augustus-gene-1.210-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.210&CDS=1-3798
152	OG0000152	YBR172C, YPL105C	genemark-flattened_line_28-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.9&CDS=1-2412
153	OG0000153	YBR183W, YPL087W	genemark-flattened_line_68-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.12&CDS=1-846
154	OG0000154	YBR191W, YPL079W	snap_masked-flattened_line_22-processed-gene-2.168-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.168&CDS=1-480
155	OG0000155	YBR214W, YGL056C	genemark-flattened_line_0-processed-gene-3.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.77&CDS=1-1437
156	OG0000156	YBR216C, YGL060W	genemark-flattened_line_8-processed-gene-4.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.59&CDS=1-1953
157	OG0000157	YBR238C, YGL107C	genemark-flattened_line_30-processed-gene-1.215-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.215&CDS=1-1887
