	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034963_Hanseniaspora_clermontiae
60	OG0000060	YHR076W	augustus_masked-flattened_line_332-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_332-processed-gene-0.7&CDS=1-507, augustus_masked-flattened_line_630-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_630-processed-gene-0.2&CDS=1-738, augustus_masked-flattened_line_632-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_632-processed-gene-0.0&CDS=1-738
61	OG0000061	YHR082C	augustus_masked-flattened_line_1020-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_1020-processed-gene-0.0&CDS=1-237, augustus_masked-flattened_line_1062-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_1062-processed-gene-0.0&CDS=1-237, snap_masked-flattened_line_314-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_314-processed-gene-0.2&CDS=1-2223
62	OG0000062	YHR206W, YOR140W	genemark-flattened_line_122-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.25&CDS=1-1191, genemark-flattened_line_48-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.98&CDS=1-1563
63	OG0000063	YIL085C, YNL029C	augustus_masked-flattened_line_233-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_233-processed-gene-0.15&CDS=1-1674, augustus_masked-flattened_line_370-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_370-processed-gene-0.0&CDS=1-1674
64	OG0000064	YIL110W	augustus_masked-flattened_line_104-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.59&CDS=1-492, augustus_masked-flattened_line_576-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_576-processed-gene-0.0&CDS=1-765, augustus_masked-flattened_line_602-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_602-processed-gene-0.0&CDS=1-765
65	OG0000065	YIL126W, YOR290C	genemark-flattened_line_158-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.9&CDS=1-4002, snap_masked-flattened_line_56-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.48&CDS=1-4119
66	OG0000066	YIR035C, YIR036C, YKL071W	genemark-flattened_line_116-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.22&CDS=1-1035
67	OG0000067	YJL073W	genemark-flattened_line_70-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.69&CDS=1-1758, genemark-flattened_line_850-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_850-processed-gene-0.2&CDS=1-336, genemark-flattened_line_852-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_852-processed-gene-0.0&CDS=1-336
68	OG0000068	YJR122W	augustus_masked-flattened_line_504-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_504-processed-gene-0.2&CDS=1-891, genemark-flattened_line_82-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.69&CDS=1-810, snap_masked-flattened_line_524-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_524-processed-gene-0.2&CDS=1-891
69	OG0000069	YJR129C	augustus_masked-flattened_line_742-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_742-processed-gene-0.2&CDS=1-363, augustus_masked-flattened_line_778-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_778-processed-gene-0.2&CDS=1-363, genemark-flattened_line_288-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_288-processed-gene-0.0&CDS=1-837
70	OG0000070	YJR135W-A	augustus_masked-flattened_line_1006-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_1006-processed-gene-0.0&CDS=1-234, augustus_masked-flattened_line_1008-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_1008-processed-gene-0.2&CDS=1-234, genemark-flattened_line_182-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_182-processed-gene-0.6&CDS=1-240
71	OG0000071	YKL095W	augustus_masked-flattened_line_1032-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_1032-processed-gene-0.1&CDS=1-267, augustus_masked-flattened_line_1034-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_1034-processed-gene-0.1&CDS=1-267, augustus_masked-flattened_line_440-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_440-processed-gene-0.5&CDS=1-645
72	OG0000072	YLL052C, YLL053C, YPR192W	genemark-flattened_line_496-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_496-processed-gene-0.0&CDS=1-858
73	OG0000073	YLL062C, YPL273W	genemark-flattened_line_104-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.15&CDS=1-1017, genemark-flattened_line_36-processed-gene-0.171-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.171&CDS=1-1020
74	OG0000074	YLR237W, YOR071C, YOR192C	genemark-flattened_line_18-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.167&CDS=1-1884
75	OG0000075	YLR343W, YMR307W	genemark-flattened_line_106-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.42&CDS=1-1767, genemark-flattened_line_4-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.20&CDS=1-1707
76	OG0000076	YMR006C, YMR008C, YOL011W	maker-flattened_line_88-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.1&CDS=1-3705
77	OG0000077	YMR073C, YNL111C	genemark-flattened_line_32-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.181&CDS=1-360, genemark-flattened_line_56-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.105&CDS=1-828
78	OG0000078	YNL035C	augustus_masked-flattened_line_227-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_227-processed-gene-0.4&CDS=1-936, augustus_masked-flattened_line_684-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_684-processed-gene-0.0&CDS=1-315, augustus_masked-flattened_line_694-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_694-processed-gene-0.0&CDS=1-315
79	OG0000079	YNL167C	snap_masked-flattened_line_180-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.26&CDS=1-1683, snap_masked-flattened_line_922-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_922-processed-gene-0.0&CDS=1-312, snap_masked-flattened_line_926-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_926-processed-gene-0.2&CDS=1-312
80	OG0000080	YNL200C	augustus_masked-flattened_line_120-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.45&CDS=1-465, snap_masked-flattened_line_614-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_614-processed-gene-0.1&CDS=1-417, snap_masked-flattened_line_686-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_686-processed-gene-0.2&CDS=1-417
81	OG0000081	YOL071W	augustus_masked-flattened_line_324-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_324-processed-gene-0.11&CDS=1-300, augustus_masked-flattened_line_606-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_606-processed-gene-0.2&CDS=1-384, augustus_masked-flattened_line_668-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_668-processed-gene-0.0&CDS=1-384
82	OG0000082	YOR113W	augustus_masked-flattened_line_102-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.19&CDS=1-3297, augustus_masked-flattened_line_652-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_652-processed-gene-0.0&CDS=1-435, augustus_masked-flattened_line_654-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_654-processed-gene-0.2&CDS=1-435
83	OG0000083	YOR329C	augustus_masked-flattened_line_706-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_706-processed-gene-0.2&CDS=1-309, augustus_masked-flattened_line_748-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_748-processed-gene-0.0&CDS=1-309, snap_masked-flattened_line_178-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_178-processed-gene-0.29&CDS=1-1848
84	OG0000084	YOR389W, YPL277C, YPL278C	snap_masked-flattened_line_6-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.43&CDS=1-3081
85	OG0000085	YPL183C	snap_masked-flattened_line_116-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.7&CDS=1-2613, snap_masked-flattened_line_1260-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_1260-processed-gene-0.1&CDS=1-207, snap_masked-flattened_line_1262-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_1262-processed-gene-0.0&CDS=1-207
86	OG0000086	YPL248C	augustus_masked-flattened_line_910-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_910-processed-gene-0.2&CDS=1-225, augustus_masked-flattened_line_912-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_912-processed-gene-0.0&CDS=1-225, genemark-flattened_line_78-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.16&CDS=1-3366
87	OG0000087	Q0045, Q0065, Q0070	augustus_masked-flattened_line_192-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.6&CDS=1-666
88	OG0000088	YAL015C, YOL043C	snap_masked-flattened_line_68-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.72&CDS=1-1089
89	OG0000089	YAL056W, YOR371C	augustus_masked-flattened_line_98-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.40&CDS=1-2541
90	OG0000090	YAR002C-A, YGL002W	genemark-flattened_line_90-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.70&CDS=1-660
91	OG0000091	YAR042W, YDL019C	genemark-flattened_line_146-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.45&CDS=1-3792
92	OG0000092	YBL002W, YDR224C	genemark-flattened_line_36-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.118&CDS=1-384
93	OG0000093	YBL003C, YDR225W	genemark-flattened_line_36-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.140&CDS=1-393
94	OG0000094	YBL005W, YER184C	snap_masked-flattened_line_20-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.212&CDS=1-3516
95	OG0000095	YBL009W, YGL021W	genemark-flattened_line_74-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.51&CDS=1-2427
96	OG0000096	YBL027W, YBR084C-A	genemark-flattened_line_64-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.41&CDS=1-663
97	OG0000097	YBL056W, YER089C	genemark-flattened_line_22-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.169&CDS=1-1518
98	OG0000098	YBL061C, YER096W	genemark-flattened_line_22-processed-gene-0.175-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.175&CDS=1-1956
99	OG0000099	YBL067C, YER098W	genemark-flattened_line_18-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.121&CDS=1-1809
100	OG0000100	YBL068W, YER099C	augustus_masked-flattened_line_22-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.95&CDS=1-981
101	OG0000101	YBL072C, YER102W	genemark-flattened_line_22-processed-gene-0.209-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.209&CDS=1-597
102	OG0000102	YBL079W, YER105C	snap_masked-flattened_line_18-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.79&CDS=1-4305
103	OG0000103	YBL085W, YER114C	genemark-flattened_line_30-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.48&CDS=1-3054
104	OG0000104	YBL087C, YER117W	snap_masked-flattened_line_30-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.151&CDS=1-819
105	OG0000105	YBL089W, YER119C	genemark-flattened_line_98-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.8&CDS=1-1401
106	OG0000106	YBL091C-A, YER120W	genemark-flattened_line_98-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.15&CDS=1-756
107	OG0000107	YBL101C, YPR030W	snap_masked-flattened_line_22-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.58&CDS=1-2466
108	OG0000108	YBL106C, YPR032W	maker-flattened_line_22-augustus-gene-0.144-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.144&CDS=1-4761
109	OG0000109	YBR001C, YDR001C	genemark-flattened_line_36-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.119&CDS=1-2235
110	OG0000110	YBR009C, YNL030W	genemark-flattened_line_233-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_233-processed-gene-0.12&CDS=1-309
111	OG0000111	YBR010W, YNL031C	genemark-flattened_line_233-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_233-processed-gene-0.9&CDS=1-417
112	OG0000112	YBR016W, YDL012C	genemark-flattened_line_36-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.167&CDS=1-339
113	OG0000113	YBR024W, YBR037C	genemark-flattened_line_60-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.133&CDS=1-882
114	OG0000114	YBR031W, YDR012W	genemark-flattened_line_18-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.135&CDS=1-1059
115	OG0000115	YBR033W, YKL038W	augustus_masked-flattened_line_34-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.165&CDS=1-1080
116	OG0000116	YBR048W, YDR025W	snap_masked-flattened_line_0-processed-gene-2.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.33&CDS=1-468
117	OG0000117	YBR049C, YDR026C	genemark-flattened_line_0-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.131&CDS=1-1890
118	OG0000118	YBR066C, YDR043C	snap_masked-flattened_line_0-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.6&CDS=1-780
119	OG0000119	YBR082C, YDR059C	genemark-flattened_line_64-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.47&CDS=1-441
120	OG0000120	YBR084W	genemark-flattened_line_64-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.66&CDS=1-2883, genemark-flattened_line_66-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.66&CDS=1-2805
121	OG0000121	YBR089C-A, YPR052C	genemark-flattened_line_64-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.76&CDS=1-297
122	OG0000122	YBR104W, YPR058W	genemark-flattened_line_148-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.38&CDS=1-891
123	OG0000123	YBR118W, YPR080W	genemark-flattened_line_166-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.46&CDS=1-1368
124	OG0000124	YBR140C, YOL081W	genemark-flattened_line_16-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.78&CDS=1-9351
125	OG0000125	YBR147W, YOL092W	genemark-flattened_line_60-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.134&CDS=1-903
126	OG0000126	YBR161W, YPL057C	genemark-flattened_line_12-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.79&CDS=1-1281
127	OG0000127	YBR169C, YPL106C	augustus_masked-flattened_line_58-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.122&CDS=1-3150
128	OG0000128	YBR177C, YPL095C	genemark-flattened_line_58-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.82&CDS=1-1425
129	OG0000129	YBR181C, YPL090C	snap_masked-flattened_line_58-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.39&CDS=1-708
130	OG0000130	YBR182C, YPL089C	snap_masked-flattened_line_58-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.40&CDS=1-2340
131	OG0000131	YBR183W, YPL087W	augustus_masked-flattened_line_58-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.109&CDS=1-1047
132	OG0000132	YBR189W, YPL081W	maker-flattened_line_8-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.4&CDS=1-930
133	OG0000133	YBR210W, YGL054C	genemark-flattened_line_96-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.57&CDS=1-408
134	OG0000134	YBR214W, YGL056C	maker-flattened_line_96-snap-gene-0.31-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.31&CDS=1-1554
135	OG0000135	YBR216C, YGL060W	genemark-flattened_line_96-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.40&CDS=1-1629
136	OG0000136	YBR238C, YGL107C	augustus_masked-flattened_line_6-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.62&CDS=1-2751
137	OG0000137	YBR241C, YGL104C	genemark-flattened_line_6-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.113&CDS=1-1314
138	OG0000138	YBR242W, YGL101W	genemark-flattened_line_6-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.88&CDS=1-651
139	OG0000139	YBR244W, YIR037W	genemark-flattened_line_6-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.115&CDS=1-480
140	OG0000140	YBR270C, YJL058C	augustus_masked-flattened_line_70-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.85&CDS=1-1950
141	OG0000141	YBR273C, YJL048C	genemark-flattened_line_70-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.64&CDS=1-1074
142	OG0000142	YBR291C, YFR045W	genemark-flattened_line_54-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.64&CDS=1-1044
143	OG0000143	YBR294W, YLR092W	genemark-flattened_line_8-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.170&CDS=1-2505
144	OG0000144	YCL011C, YNL004W	genemark-flattened_line_18-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.114&CDS=1-1329
145	OG0000145	YCL035C, YDR513W	genemark-flattened_line_14-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.94&CDS=1-414
146	OG0000146	YCL036W, YDR514C	genemark-flattened_line_42-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.101&CDS=1-1368
147	OG0000147	YCL040W, YDR516C	genemark-flattened_line_14-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.82&CDS=1-1491
148	OG0000148	YCL050C, YDR530C	genemark-flattened_line_14-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.90&CDS=1-1062
149	OG0000149	YCL068C, YCR038C	genemark-flattened_line_76-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.32&CDS=1-4518
150	OG0000150	YCR004C, YDR032C	genemark-flattened_line_60-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.159&CDS=1-606
151	OG0000151	YCR005C, YNR001C	maker-flattened_line_22-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.150&CDS=1-2400
152	OG0000152	YCR031C, YJL191W	genemark-flattened_line_76-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.42&CDS=1-408
153	OG0000153	YCR037C, YJL198W	genemark-flattened_line_76-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.37&CDS=1-2949
154	OG0000154	YCR048W, YNR019W	genemark-flattened_line_20-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.45&CDS=1-1482
155	OG0000155	YCR052W, YNR023W	genemark-flattened_line_20-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.10&CDS=1-1305
156	OG0000156	YCR067C, YNR026C	genemark-flattened_line_20-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.4&CDS=1-3135
157	OG0000157	YCR073C, YNR031C	augustus_masked-flattened_line_0-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.89&CDS=1-5829
158	OG0000158	YCR073W-A, YNR034W	genemark-flattened_line_0-processed-gene-2.176-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.176&CDS=1-1011
159	OG0000159	YCR094W, YNR048W	genemark-flattened_line_0-processed-gene-2.172-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.172&CDS=1-1281
