	OrthologID	Saccharomyces_cerevisiae	Saccharomycopsis_malanga
43	OG0000043	YDR011W, YDR406W, YOR153W	-processed-gene-14.41-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-14.41&CDS=1-4464, -processed-gene-5.96-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-5.96&CDS=1-4503
44	OG0000044	YDR143C, YDR265W	-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-0.26&CDS=1-1476, -processed-gene-1.10-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-1.10&CDS=1-1011, -processed-gene-16.76-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.76&CDS=1-1143
45	OG0000045	YDR477W, YKL101W	-processed-gene-10.70-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-10.70&CDS=1-4743, -processed-gene-24.65-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-24.65&CDS=1-3870, -processed-gene-7.28-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-7.28&CDS=1-2031
46	OG0000046	YDR533C, YMR322C, YOR391C, YPL280W	-processed-gene-6.55-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-6.55&CDS=1-705
47	OG0000047	YER045C, YIL036W, YNL167C	-processed-gene-11.10-mRNA-1_1&gene=snap_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-11.10&CDS=1-1968, -processed-gene-5.42-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.42&CDS=1-1377
48	OG0000048	YER133W, YML016C	-processed-gene-16.50-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-16.50&CDS=1-1824, -processed-gene-6.40-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-6.40&CDS=1-1659, -snap-gene-10.40-mRNA-1_1&gene=maker-gi|1002316411|dbj|BCGJ01000007.1|-snap-gene-10.40&CDS=1-1212
49	OG0000049	YFR022W, YGR068C, YOR018W	-processed-gene-16.175-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.175&CDS=1-2232, -snap-gene-10.36-mRNA-1_1&gene=maker-gi|1002316411|dbj|BCGJ01000007.1|-snap-gene-10.36&CDS=1-2724
50	OG0000050	YGR201C, YKL081W, YPL048W	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-1.82&CDS=1-1233, -processed-gene-1.85-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-1.85&CDS=1-645
51	OG0000051	YHL007C, YNL298W, YOL113W	-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-3.125&CDS=1-3327, -processed-gene-8.45-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-8.45&CDS=1-2544
52	OG0000052	YHR179W, YPL171C	-processed-gene-6.48-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-6.48&CDS=1-1302, -processed-gene-6.93-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-6.93&CDS=1-1212, -snap-gene-11.38-mRNA-1_1&gene=maker-gi|1002316414|dbj|BCGJ01000004.1|-snap-gene-11.38&CDS=1-2373
53	OG0000053	YHR206W, YOR140W	-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-1.27&CDS=1-2052, -processed-gene-6.25-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-6.25&CDS=1-2631, -snap-gene-12.3-mRNA-1_1&gene=maker-gi|1002316415|dbj|BCGJ01000003.1|-snap-gene-12.3&CDS=1-2343
54	OG0000054	YIL002C, YNL106C, YOR109W	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-2.67&CDS=1-3429, -processed-gene-7.42-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-7.42&CDS=1-3591
55	OG0000055	YIL107C, YOL136C	-processed-gene-6.135-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.135&CDS=1-2550, -processed-gene-8.70-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-8.70&CDS=1-1269, -processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-8.92&CDS=1-2763
56	OG0000056	YJL042W, YOR227W, YPL137C	-processed-gene-1.37-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-1.37&CDS=1-4329, -processed-gene-12.53-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.53&CDS=1-4110
57	OG0000057	YJL158C, YJL160C	-processed-gene-14.109-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-14.109&CDS=1-984, -processed-gene-14.88-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-14.88&CDS=1-1062, -processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.45&CDS=1-909
58	OG0000058	YKL088W, YKR072C, YOR054C	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-7.41&CDS=1-2085, -processed-gene-9.48-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.48&CDS=1-1632
59	OG0000059	YKL146W, YNL101W	-processed-gene-0.12-mRNA-1_1&gene=genemark-gi|1002316400|dbj|BCGJ01000018.1|-processed-gene-0.12&CDS=1-2538, -processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002316401|dbj|BCGJ01000017.1|-processed-gene-0.18&CDS=1-2538, -processed-gene-11.11-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-11.11&CDS=1-2094
60	OG0000060	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
61	OG0000061	YLR144C, YNR067C	-processed-gene-27.20-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-27.20&CDS=1-3219, -processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-3.36&CDS=1-2994, -processed-gene-8.31-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-8.31&CDS=1-2442
62	OG0000062	YLR152C, YNL095C, YOR092W	-processed-gene-14.72-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-14.72&CDS=1-1605, -processed-gene-8.34-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-8.34&CDS=1-1761
63	OG0000063	YLR155C, YLR157C, YLR158C, YLR160C	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-2.42&CDS=1-1215
64	OG0000064	YLR237W, YOR071C, YOR192C	-processed-gene-15.59-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.59&CDS=1-1593, -processed-gene-6.128-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.128&CDS=1-1686
65	OG0000065	YML072C, YNL087W, YOR086C	-processed-gene-16.13-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.13&CDS=1-4353, -processed-gene-6.87-mRNA-1_1&gene=snap_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-6.87&CDS=1-3702
66	OG0000066	YNL234W	-processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-1.58&CDS=1-969, -processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.36&CDS=1-1083, -processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.12&CDS=1-1188, -processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.16&CDS=1-1149
67	OG0000067	YOL119C, YOR306C	-processed-gene-19.30-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-19.30&CDS=1-1497, -processed-gene-3.25-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.25&CDS=1-1551, -processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-5.16&CDS=1-1551
68	OG0000068		-augustus-gene-1.88-mRNA-1_1&gene=maker-gi|1002316407|dbj|BCGJ01000011.1|-augustus-gene-1.88&CDS=1-1887, -processed-gene-1.41-mRNA-1_1&gene=genemark-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-1.41&CDS=1-2439, -processed-gene-15.83-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.83&CDS=1-2250, -processed-gene-2.11-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-2.11&CDS=1-2160, -processed-gene-5.20-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.20&CDS=1-2265
69	OG0000069	YAL023C, YGR199W	-processed-gene-16.23-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.23&CDS=1-2331, -processed-gene-26.65-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-26.65&CDS=1-2190
70	OG0000070	YAL054C, YLR153C	-processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002316403|dbj|BCGJ01000015.1|-processed-gene-0.59&CDS=1-2025, -processed-gene-4.50-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.50&CDS=1-2034
71	OG0000071	YAR035W, YER024W	-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-2.25&CDS=1-2277, -processed-gene-2.69-mRNA-1_1&gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-2.69&CDS=1-2241
72	OG0000072	YBL011W, YKR067W	-processed-gene-6.147-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.147&CDS=1-2106, -processed-gene-9.68-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-9.68&CDS=1-2169
73	OG0000073	YBL052C, YOR244W	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-1.71&CDS=1-1431, -processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-4.25&CDS=1-2529
74	OG0000074	YBL068W-A, YBL069W, YER101C	-processed-gene-25.32-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.32&CDS=1-1371
75	OG0000075	YBR011C, YMR267W	-processed-gene-19.35-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-19.35&CDS=1-954, -processed-gene-8.117-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-8.117&CDS=1-861
76	OG0000076	YBR015C	-processed-gene-20.45-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-20.45&CDS=1-1896, -processed-gene-5.18-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.18&CDS=1-1809, -processed-gene-6.15-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.15&CDS=1-1974
77	OG0000077	YBR025C, YHL014C	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-1.98&CDS=1-1281, -processed-gene-15.60-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-15.60&CDS=1-1182
78	OG0000078	YBR073W, YGL163C	-processed-gene-5.31-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.31&CDS=1-2535, -processed-gene-8.1-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.1&CDS=1-2712
79	OG0000079	YBR084W, YGR204W	-processed-gene-15.66-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-15.66&CDS=1-3069, -processed-gene-4.36-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-4.36&CDS=1-2820
80	OG0000080	YBR207W, YER145C	-processed-gene-15.67-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-15.67&CDS=1-1326, -processed-gene-4.63-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.63&CDS=1-1176
81	OG0000081	YBR212W, YHR086W	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-1.88&CDS=1-1779, -processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-5.56&CDS=1-1350
82	OG0000082	YBR237W, YNL112W	-processed-gene-15.93-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-15.93&CDS=1-1680, -processed-gene-6.50-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-6.50&CDS=1-2925
83	OG0000083	YBR245C, YOR304W	-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-13.18&CDS=1-3513, -processed-gene-18.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.62&CDS=1-3372
84	OG0000084	YBR249C, YDR035W	-processed-gene-0.79-mRNA-1_1&gene=genemark-gi|1002316403|dbj|BCGJ01000015.1|-processed-gene-0.79&CDS=1-1077, -processed-gene-8.16-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.16&CDS=1-1110
85	OG0000085	YBR263W, YLR058C	-processed-gene-13.4-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-13.4&CDS=1-1428, -processed-gene-2.14-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-2.14&CDS=1-1482
86	OG0000086	YCL037C, YDR515W	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316402|dbj|BCGJ01000016.1|-processed-gene-0.50&CDS=1-1683, -processed-gene-16.117-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.117&CDS=1-1752
87	OG0000087	YCR010C, YNR002C	-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-4.21&CDS=1-777, -processed-gene-8.35-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.35&CDS=1-816
88	OG0000088	YCR065W, YIL131C	-processed-gene-16.69-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.69&CDS=1-1938, -processed-gene-17.56-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-17.56&CDS=1-2139
89	OG0000089	YCR094W, YNL323W	-augustus-gene-1.45-mRNA-1_1&gene=maker-gi|1002316417|dbj|BCGJ01000001.1|-augustus-gene-1.45&CDS=1-1212, -processed-gene-9.78-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.78&CDS=1-1200
90	OG0000090	YDL132W, YGR003W	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-1.73&CDS=1-2334, -processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-2.95&CDS=1-2340
91	OG0000091	YDL216C, YFR004W	-processed-gene-12.66-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-12.66&CDS=1-936, -processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.89&CDS=1-1848
92	OG0000092	YDL225W, YJR076C	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-0.51&CDS=1-1521, -processed-gene-14.105-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-14.105&CDS=1-1425
93	OG0000093	YDL230W, YER075C	-processed-gene-3.58-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-3.58&CDS=1-3780, -processed-gene-9.39-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.39&CDS=1-1284
94	OG0000094	YDL246C, YJR159W, YLR070C	-snap-gene-7.70-mRNA-1_1&gene=maker-gi|1002316411|dbj|BCGJ01000007.1|-snap-gene-7.70&CDS=1-2145
95	OG0000095	YDR038C, YDR039C, YDR040C	-processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.104&CDS=1-3249
96	OG0000096	YDR135C	-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-0.6&CDS=1-4764, -processed-gene-10.106-mRNA-1_1&gene=augustus_masked-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-10.106&CDS=1-4428, -processed-gene-4.28-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-4.28&CDS=1-4704
97	OG0000097	YDR144C, YLR120C, YLR121C	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-2.43&CDS=1-1884
98	OG0000098	YDR256C, YGR088W	-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-11.35&CDS=1-1539, -processed-gene-25.15-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-25.15&CDS=1-1680
99	OG0000099	YDR295C, YPR179C	-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-2.11&CDS=1-2376, -processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-2.27&CDS=1-2907
100	OG0000100	YDR387C, YDR497C	-processed-gene-11.17-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-11.17&CDS=1-1644, -processed-gene-15.108-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.108&CDS=1-1674
101	OG0000101	YDR395W, YJR132W	-processed-gene-1.30-mRNA-1_1&gene=snap_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.30&CDS=1-3828, -processed-gene-2.104-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-2.104&CDS=1-3594
102	OG0000102	YDR463W, YHR006W	-processed-gene-13.47-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-13.47&CDS=1-2406, -processed-gene-3.43-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-3.43&CDS=1-1929
103	OG0000103	YEL041W, YJR049C	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-6.62&CDS=1-1473, -processed-gene-8.0-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-8.0&CDS=1-2133
104	OG0000104	YEL047C, YJR051W	-processed-gene-7.27-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.27&CDS=1-1605, -processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-7.66&CDS=1-2010
105	OG0000105	YEL063C, YNL268W, YNL270C	-snap-gene-4.32-mRNA-1_1&gene=maker-gi|1002316416|dbj|BCGJ01000002.1|-snap-gene-4.32&CDS=1-3366
106	OG0000106	YER017C, YMR089C	-processed-gene-16.7-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-16.7&CDS=1-2196, -processed-gene-4.65-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.65&CDS=1-2355
107	OG0000107	YER027C, YGL208W	-processed-gene-11.11-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-11.11&CDS=1-1332, -processed-gene-7.36-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-7.36&CDS=1-1185
108	OG0000108	YER028C, YGL209W	-processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-10.72&CDS=1-1917, -processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-5.68&CDS=1-1131
109	OG0000109	YER048C, YIR004W	-processed-gene-15.53-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-15.53&CDS=1-1326, -processed-gene-18.73-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-18.73&CDS=1-1377
110	OG0000110	YER054C, YIL045W	-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-12.8&CDS=1-2352, -processed-gene-7.71-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.71&CDS=1-1548
111	OG0000111	YER056C, YER060W, YER060W-A	-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-12.58&CDS=1-1530
112	OG0000112	YER065C, YPR006C	-processed-gene-12.44-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-12.44&CDS=1-1647, -processed-gene-7.73-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-7.73&CDS=1-1743
113	OG0000113	YER172C, YGR271W	-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.69&CDS=1-6465, -processed-gene-10.72-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-10.72&CDS=1-5880
114	OG0000114	YFL050C, YOL130W	-processed-gene-29.7-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-29.7&CDS=1-1893, -snap-gene-9.90-mRNA-1_1&gene=maker-gi|1002316413|dbj|BCGJ01000005.1|-snap-gene-9.90&CDS=1-2307
115	OG0000115	YGL003C, YOL138C	-processed-gene-7.21-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.21&CDS=1-4503, -processed-gene-8.16-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-8.16&CDS=1-1797
116	OG0000116	YGL038C, YJR075W	-processed-gene-7.44-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-7.44&CDS=1-1233, -processed-gene-8.8-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.8&CDS=1-1209
117	OG0000117	YGL044C, YKL074C	-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.56&CDS=1-999, -processed-gene-5.81-mRNA-1_1&gene=augustus_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.81&CDS=1-1494
118	OG0000118	YGL071W, YPL202C	-processed-gene-2.34-mRNA-1_1&gene=snap_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-2.34&CDS=1-1296, -processed-gene-3.0-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-3.0&CDS=1-1644
119	OG0000119	YGL096W, YPL177C	-processed-gene-12.97-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-12.97&CDS=1-795, -processed-gene-4.34-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-4.34&CDS=1-708
120	OG0000120	YGL139W, YPL221W	-processed-gene-6.49-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-6.49&CDS=1-2694, -processed-gene-6.99-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-6.99&CDS=1-2487
121	OG0000121	YGL160W, YLR047C	-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-4.96&CDS=1-1929, -snap-gene-1.87-mRNA-1_1&gene=maker-gi|1002316415|dbj|BCGJ01000003.1|-snap-gene-1.87&CDS=1-2073
122	OG0000122	YGL203C	-processed-gene-16.86-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.86&CDS=1-1698, -processed-gene-9.79-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.79&CDS=1-2412, -snap-gene-16.192-mRNA-1_1&gene=maker-gi|1002316415|dbj|BCGJ01000003.1|-snap-gene-16.192&CDS=1-2985
123	OG0000123	YGR010W, YLR328W	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.43&CDS=1-1320, -processed-gene-6.161-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.161&CDS=1-987
