	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_eubayanus
80	OG0000080	YCL025C, YDR508C	augustus_masked-chrII-processed-gene-11.258-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.258&CDS=1-1995, augustus_masked-chrIII-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-0.76&CDS=1-1899
81	OG0000081	YCL050C, YDR530C	augustus_masked-chrII-processed-gene-11.266-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.266&CDS=1-1359, augustus_masked-chrIII-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-0.66&CDS=1-963
82	OG0000082	YCL066W, YCR040W	augustus_masked-chrIII-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-0.43&CDS=1-525, augustus_masked-chrIII-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-2.43&CDS=1-525
83	OG0000083	YCL067C, YCR039C	augustus_masked-chrIII-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-0.59&CDS=1-630, augustus_masked-chrIII-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-2.46&CDS=1-630
84	OG0000084	YCL068C, YCR038C	augustus_masked-chrIII-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-2.45&CDS=1-1821, snap_masked-chrIII-processed-gene-0.100-mRNA-1_1&gene=snap_masked-chrIII-processed-gene-0.100&CDS=1-675
85	OG0000085	YCR005C, YNR001C	augustus_masked-chrIII-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-1.19&CDS=1-1380, augustus_masked-chrXIV-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.126&CDS=1-1437
86	OG0000086	YCR031C, YJL191W	augustus_masked-chrIII-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-1.34&CDS=1-411, augustus_masked-chrX-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-0.44&CDS=1-414
87	OG0000087	YCR037C, YJL198W	augustus_masked-chrIII-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-2.44&CDS=1-2766, augustus_masked-chrX-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-0.40&CDS=1-2658
88	OG0000088	YCR073C, YNR031C	augustus_masked-chrIII-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-chrIII-processed-gene-2.75&CDS=1-4035, augustus_masked-chrXIV-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.137&CDS=1-4743
89	OG0000089	YCR106W, YLL054C	augustus_masked-chrXII-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-0.15&CDS=1-2391, snap_masked-chrXV-processed-gene-6.158-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-6.158&CDS=1-2367
90	OG0000090	YDL022W, YOL059W	augustus_masked-chrIV-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-4.62&CDS=1-1173, augustus_masked-chrXV-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.66&CDS=1-1176
91	OG0000091	YDL036C, YOL066C	augustus_masked-chrXV-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.80&CDS=1-3975, snap_masked-chrIV-processed-gene-3.138-mRNA-1_1&gene=snap_masked-chrIV-processed-gene-3.138&CDS=1-1338
92	OG0000092	YDL042C, YOL068C	augustus_masked-chrIV-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-3.35&CDS=1-2505, augustus_masked-chrXV-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.79&CDS=1-1959
93	OG0000093	YDL075W, YLR406C	augustus_masked-chrXII-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-9.32&CDS=1-339, snap_masked-chrIV-processed-gene-3.99-mRNA-1_1&gene=snap_masked-chrIV-processed-gene-3.99&CDS=1-339
94	OG0000094	YDL082W, YMR142C	augustus_masked-chrIV-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-3.3&CDS=1-597, augustus_masked-chrXIII-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-chrXIII-processed-gene-5.97&CDS=1-597
95	OG0000095	YDL109C, YGL144C	augustus_masked-chrIV-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-2.49&CDS=1-1941, maker-chrVII-augustus-gene-2.51-mRNA-1_1&gene=maker-chrVII-augustus-gene-2.51&CDS=1-5151
96	OG0000096	YDL137W, YDL192W	augustus_masked-chrIV-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-2.20&CDS=1-543, snap_masked-chrIV-processed-gene-1.48-mRNA-1_1&gene=snap_masked-chrIV-processed-gene-1.48&CDS=1-543
97	OG0000097	YDL138W, YDL194W	augustus_masked-chrIV-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-1.6&CDS=1-2655, augustus_masked-chrIV-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-chrIV-processed-gene-2.19&CDS=1-2307
98	OG0000098	YDL178W, YEL071W	augustus_masked-scaffold_18-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scaffold_18-processed-gene-0.0&CDS=1-1488, maker-chrIV-augustus-gene-1.38-mRNA-1_1&gene=maker-chrIV-augustus-gene-1.38&CDS=1-2538
99	OG0000099	YDL222C, YNL194C	maker-chrXIV-augustus-gene-2.10-mRNA-1_1&gene=maker-chrXIV-augustus-gene-2.10&CDS=1-1701, snap_masked-chrIV-processed-gene-0.109-mRNA-1_1&gene=snap_masked-chrIV-processed-gene-0.109&CDS=1-4119
100	OG0000100	YDL229W, YNL209W	augustus_masked-chrXIV-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.21&CDS=1-1839, snap_masked-chrIV-processed-gene-0.88-mRNA-1_1&gene=snap_masked-chrIV-processed-gene-0.88&CDS=1-1608
101	OG0000101	YDL243C, YJR155W, YNL331C	augustus_masked-chrXIV-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.17&CDS=1-1128
102	OG0000102	YDR038C, YDR039C, YDR040C	augustus_masked-chrII-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-3.90&CDS=1-3267
103	OG0000103	YDR093W, YER166W	augustus_masked-chrII-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-4.12&CDS=1-4842, augustus_masked-chrV-processed-gene-4.202-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-4.202&CDS=1-4731
104	OG0000104	YDR107C, YLR083C	augustus_masked-chrII-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-4.32&CDS=1-2016, augustus_masked-chrXII-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.45&CDS=1-2022
105	OG0000105	YDR111C, YLR089C	augustus_masked-chrII-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-4.34&CDS=1-1521, snap_masked-chrXII-processed-gene-3.29-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-3.29&CDS=1-1776
106	OG0000106	YDR122W, YLR096W	augustus_masked-chrII-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-5.2&CDS=1-3240, augustus_masked-chrXII-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-3.50&CDS=1-3477
107	OG0000107	YDR155C, YML078W	maker-chrII-augustus-gene-5.43-mRNA-1_1&gene=maker-chrII-augustus-gene-5.43&CDS=1-1698, maker-chrXIII-snap-gene-1.57-mRNA-1_1&gene=maker-chrXIII-snap-gene-1.57&CDS=1-1254
108	OG0000108	YDR326C, YHR080C	augustus_masked-chrII-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-9.105&CDS=1-4371, genemark-chrXV-processed-gene-4.98-mRNA-1_1&gene=genemark-chrXV-processed-gene-4.98&CDS=1-4161
109	OG0000109	YDR358W, YHR108W	augustus_masked-chrII-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-9.116&CDS=1-1674, augustus_masked-chrXV-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-5.63&CDS=1-5118
110	OG0000110	YDR385W, YOR133W	augustus_masked-chrVIII-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-chrVIII-processed-gene-3.58&CDS=1-2526, maker-chrII-augustus-gene-10.1-mRNA-1_1&gene=maker-chrII-augustus-gene-10.1&CDS=1-4425
111	OG0000111	YDR391C, YOR013W	genemark-chrXV-processed-gene-3.9-mRNA-1_1&gene=genemark-chrXV-processed-gene-3.9&CDS=1-675, snap_masked-chrII-processed-gene-10.46-mRNA-1_1&gene=snap_masked-chrII-processed-gene-10.46&CDS=1-708
112	OG0000112	YDR418W, YEL054C	augustus_masked-chrII-processed-gene-10.83-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-10.83&CDS=1-495, augustus_masked-chrV-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.22&CDS=1-495
113	OG0000113	YDR436W, YML016C	snap_masked-chrII-processed-gene-11.4-mRNA-1_1&gene=snap_masked-chrII-processed-gene-11.4&CDS=1-2136, snap_masked-chrXIII-processed-gene-2.139-mRNA-1_1&gene=snap_masked-chrXIII-processed-gene-2.139&CDS=1-2106
114	OG0000114	YDR453C, YML028W	augustus_masked-chrII-processed-gene-11.233-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.233&CDS=1-588, augustus_masked-chrXIII-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-chrXIII-processed-gene-2.10&CDS=1-588
115	OG0000115	YDR497C, YOL103W	augustus_masked-chrII-processed-gene-11.250-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.250&CDS=1-1737, augustus_masked-chrXV-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.48&CDS=1-1827
116	OG0000116	YDR502C, YLR180W	augustus_masked-chrII-processed-gene-11.253-mRNA-1_1&gene=augustus_masked-chrII-processed-gene-11.253&CDS=1-1152, augustus_masked-chrXII-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-5.60&CDS=1-1146
117	OG0000117	YEL022W, YJR031C	augustus_masked-chrV-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.8&CDS=1-4410, augustus_masked-chrX-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-4.143&CDS=1-6759
118	OG0000118	YEL030W, YJR045C	augustus_masked-chrV-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.3&CDS=1-1938, snap_masked-chrX-processed-gene-5.123-mRNA-1_1&gene=snap_masked-chrX-processed-gene-5.123&CDS=1-1965
119	OG0000119	YEL034W, YJR047C	augustus_masked-chrV-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.0&CDS=1-471, augustus_masked-chrX-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-5.73&CDS=1-471
120	OG0000120	YEL047C, YJR051W	augustus_masked-chrV-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.25&CDS=1-1827, augustus_masked-chrX-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-5.54&CDS=1-1503
121	OG0000121	YEL060C, YOR003W	augustus_masked-chrV-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-0.19&CDS=1-1812, snap_masked-chrXV-processed-gene-3.82-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-3.82&CDS=1-2406
122	OG0000122	YER011W, YOR010C	augustus_masked-chrV-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-1.21&CDS=1-765, augustus_masked-chrXV-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-3.66&CDS=1-765
123	OG0000123	YER017C, YMR089C	augustus_masked-chrXIII-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-chrXIII-processed-gene-4.23&CDS=1-2481, maker-chrV-augustus-gene-2.157-mRNA-1_1&gene=maker-chrV-augustus-gene-2.157&CDS=1-2535
124	OG0000124	YER027C, YGL208W	genemark-chrV-processed-gene-2.25-mRNA-1_1&gene=genemark-chrV-processed-gene-2.25&CDS=1-1209, maker-chrVII-augustus-gene-1.1-mRNA-1_1&gene=maker-chrVII-augustus-gene-1.1&CDS=1-2436
125	OG0000125	YER070W, YIL066C	augustus_masked-chrIX-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-2.129&CDS=1-4638, augustus_masked-chrV-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.98&CDS=1-2664
126	OG0000126	YER073W, YOR374W	augustus_masked-chrVIII-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-chrVIII-processed-gene-7.72&CDS=1-1557, maker-chrV-snap-gene-3.50-mRNA-1_1&gene=maker-chrV-snap-gene-3.50&CDS=1-1932
127	OG0000127	YER081W, YIL074C	augustus_masked-chrIX-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-2.110&CDS=1-1407, augustus_masked-chrV-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-3.104&CDS=1-1407
128	OG0000128	YER131W, YGL189C	augustus_masked-chrV-processed-gene-4.190-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-4.190&CDS=1-357, augustus_masked-chrVII-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-1.76&CDS=1-357
129	OG0000129	YER132C, YGL197W	augustus_masked-chrVII-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-1.59&CDS=1-4449, snap_masked-chrV-processed-gene-4.52-mRNA-1_1&gene=snap_masked-chrV-processed-gene-4.52&CDS=1-5259
130	OG0000130	YFL004W, YPL019C	augustus_masked-chrVI-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-chrVI-processed-gene-1.74&CDS=1-2484, augustus_masked-chrXVI-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-5.42&CDS=1-2511
131	OG0000131	YFR015C, YLR258W	augustus_masked-chrXII-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-6.11&CDS=1-2115, genemark-chrVI-processed-gene-1.18-mRNA-1_1&gene=genemark-chrVI-processed-gene-1.18&CDS=1-2127
132	OG0000132	YFR031C-A, YIL018W	snap_masked-chrIX-processed-gene-2.24-mRNA-1_1&gene=snap_masked-chrIX-processed-gene-2.24&CDS=1-762, snap_masked-chrVI-processed-gene-1.182-mRNA-1_1&gene=snap_masked-chrVI-processed-gene-1.182&CDS=1-762
133	OG0000133	YFR053C, YGL253W	augustus_masked-chrVI-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-chrVI-processed-gene-1.121&CDS=1-1455, augustus_masked-chrVII-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-0.47&CDS=1-1458
134	OG0000134	YGL008C, YPL036W	augustus_masked-chrVII-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-4.146&CDS=1-2748, augustus_masked-chrXVI-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-4.76&CDS=1-2805
135	OG0000135	YGL031C, YGR148C	augustus_masked-chrVII-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-4.136&CDS=1-465, genemark-chrVII-processed-gene-7.39-mRNA-1_1&gene=genemark-chrVII-processed-gene-7.39&CDS=1-465
136	OG0000136	YGL039W, YGL157W	augustus_masked-chrVII-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-4.118&CDS=1-1050, snap_masked-chrVII-processed-gene-2.10-mRNA-1_1&gene=snap_masked-chrVII-processed-gene-2.10&CDS=1-1044
137	OG0000137	YGL049C, YGR162W	augustus_masked-chrVII-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-4.129&CDS=1-2910, augustus_masked-chrVII-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-7.67&CDS=1-2883
138	OG0000138	YGL084C, YPL189W	augustus_masked-chrVII-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-3.90&CDS=1-1680, augustus_masked-chrXVI-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-1.17&CDS=1-1848
139	OG0000139	YGL139W, YPL221W	augustus_masked-chrVII-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-2.108&CDS=1-2412, augustus_masked-chrXVI-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-1.6&CDS=1-3039
140	OG0000140	YGL257C, YNR059W	augustus_masked-chrV-processed-gene-4.211-mRNA-1_1&gene=augustus_masked-chrV-processed-gene-4.211&CDS=1-1674, genemark-chrXIV-processed-gene-6.41-mRNA-1_1&gene=genemark-chrXIV-processed-gene-6.41&CDS=1-1731
141	OG0000141	YGR010W, YLR328W	augustus_masked-chrVII-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-5.58&CDS=1-1185, augustus_masked-chrXII-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-7.112&CDS=1-1191
142	OG0000142	YGR056W, YLR357W	augustus_masked-chrVII-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-5.80&CDS=1-2778, snap_masked-chrXII-processed-gene-8.96-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-8.96&CDS=1-2667
143	OG0000143	YGR070W, YLR371W	augustus_masked-chrVII-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-6.2&CDS=1-3447, augustus_masked-chrXII-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-chrXII-processed-gene-8.58&CDS=1-4077
144	OG0000144	YGR092W, YPR111W	augustus_masked-chrVII-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-6.11&CDS=1-1719, augustus_masked-chrXVI-processed-gene-7.210-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-7.210&CDS=1-1692
145	OG0000145	YGR121C, YPR138C	augustus_masked-chrVII-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-7.71&CDS=1-1482, augustus_masked-chrXVI-processed-gene-7.254-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-7.254&CDS=1-1467
146	OG0000146	YGR124W, YPR145W	augustus_masked-chrVII-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-7.50&CDS=1-1716, augustus_masked-chrXVI-processed-gene-7.225-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-7.225&CDS=1-1716
147	OG0000147	YGR138C, YPR156C	augustus_masked-chrVII-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-7.76&CDS=1-1842, augustus_masked-chrXVI-processed-gene-7.261-mRNA-1_1&gene=augustus_masked-chrXVI-processed-gene-7.261&CDS=1-1866
148	OG0000148	YGR143W, YPR159W	augustus_masked-chrVII-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-7.59&CDS=1-2322, snap_masked-chrXVI-processed-gene-7.33-mRNA-1_1&gene=snap_masked-chrXVI-processed-gene-7.33&CDS=1-2157
149	OG0000149	YGR197C, YJR015W	augustus_masked-chrVII-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-8.124&CDS=1-4170, genemark-chrX-processed-gene-4.80-mRNA-1_1&gene=genemark-chrX-processed-gene-4.80&CDS=1-1587
150	OG0000150	YGR254W, YHR174W	augustus_masked-chrVII-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-9.92&CDS=1-1311, maker-chrXV-snap-gene-6.192-mRNA-1_1&gene=maker-chrXV-snap-gene-6.192&CDS=1-1857
151	OG0000151	YGR256W, YHR183W	augustus_masked-chrVII-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-9.93&CDS=1-1476, augustus_masked-chrXV-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-6.84&CDS=1-1467
152	OG0000152	YGR279C, YMR305C	augustus_masked-chrVII-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-9.127&CDS=1-1152, augustus_masked-chrXIII-processed-gene-8.104-mRNA-1_1&gene=augustus_masked-chrXIII-processed-gene-8.104&CDS=1-1143
153	OG0000153	YHL003C, YKL008C	augustus_masked-chrVIII-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-chrVIII-processed-gene-1.29&CDS=1-1233, augustus_masked-chrXI-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.81&CDS=1-1254
154	OG0000154	YHL035C, YLL048C	augustus_masked-chrVIII-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-chrVIII-processed-gene-0.71&CDS=1-4797, snap_masked-chrXII-processed-gene-0.51-mRNA-1_1&gene=snap_masked-chrXII-processed-gene-0.51&CDS=1-4983
155	OG0000155	YHR001W, YKR003W	augustus_masked-chrVIII-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-chrVIII-processed-gene-1.11&CDS=1-1308, augustus_masked-chrXI-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-4.69&CDS=1-1344
156	OG0000156	YHR047C, YKL157W	augustus_masked-chrXV-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-4.105&CDS=1-2568, maker-chrXI-snap-gene-1.9-mRNA-1_1&gene=maker-chrXI-snap-gene-1.9&CDS=1-2856
157	OG0000157	YHR117W, YNL121C	augustus_masked-chrXIV-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.65&CDS=1-1851, augustus_masked-chrXV-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-5.67&CDS=1-1926
158	OG0000158	YHR135C, YNL154C	augustus_masked-chrXIV-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.80&CDS=1-1680, augustus_masked-chrXV-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-5.89&CDS=1-1683
159	OG0000159	YHR141C, YNL162W	augustus_masked-chrXV-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-5.92&CDS=1-318, maker-chrXIV-snap-gene-3.142-mRNA-1_1&gene=maker-chrXIV-snap-gene-3.142&CDS=1-318
160	OG0000160	YHR201C, YJR143C	augustus_masked-chrX-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-6.114&CDS=1-2286, maker-chrXV-augustus-gene-6.190-mRNA-1_1&gene=maker-chrXV-augustus-gene-6.190&CDS=1-3186
161	OG0000161	YHR203C, YJR145C	augustus_masked-chrX-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-6.115&CDS=1-783, snap_masked-chrXV-processed-gene-6.177-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-6.177&CDS=1-783
162	OG0000162	YHR208W, YJR148W	augustus_masked-chrX-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-chrX-processed-gene-6.89&CDS=1-1128, augustus_masked-chrXV-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-6.95&CDS=1-1179
163	OG0000163	YIL013C, YOR011W	augustus_masked-chrIX-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-3.55&CDS=1-4227, augustus_masked-chrXV-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-3.49&CDS=1-4182
164	OG0000164	YIL105C, YNL047C	augustus_masked-chrIX-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-1.27&CDS=1-2034, augustus_masked-chrXIV-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.94&CDS=1-1965
165	OG0000165	YIL109C, YNL049C	augustus_masked-chrIX-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-1.25&CDS=1-2784, augustus_masked-chrXIV-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.93&CDS=1-3402
166	OG0000166	YIL123W, YNL066W	augustus_masked-chrXIV-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.65&CDS=1-1269, snap_masked-chrIX-processed-gene-1.100-mRNA-1_1&gene=snap_masked-chrIX-processed-gene-1.100&CDS=1-1407
167	OG0000167	YIL133C, YNL069C	augustus_masked-chrIX-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-0.96&CDS=1-597, genemark-chrXIV-processed-gene-5.109-mRNA-1_1&gene=genemark-chrXIV-processed-gene-5.109&CDS=1-552
168	OG0000168	YIL151C, YKR096W	augustus_masked-chrIX-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-0.87&CDS=1-3351, augustus_masked-chrXI-processed-gene-5.163-mRNA-1_1&gene=augustus_masked-chrXI-processed-gene-5.163&CDS=1-3585
169	OG0000169	YIL166C, YOL162W	augustus_masked-chrIX-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-0.82&CDS=1-1626, snap_masked-chrXV-processed-gene-6.181-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-6.181&CDS=1-1662
170	OG0000170	YIR031C, YNL117W	augustus_masked-chrIX-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-chrIX-processed-gene-3.92&CDS=1-2382, augustus_masked-chrXIV-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.64&CDS=1-1662
171	OG0000171	YIR039C	augustus_masked-chrVII-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-0.42&CDS=1-1581, augustus_masked-chrVII-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-9.134&CDS=1-3942, snap_masked-chrIX-processed-gene-0.0-mRNA-1_1&gene=snap_masked-chrIX-processed-gene-0.0&CDS=1-2109
