	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_rouxii
69	OG0000069	YIL159W, YNL271C	augustus_masked-Zyro0B-processed-gene-12.170-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.170&CDS=1-4272, augustus_masked-Zyro0F-processed-gene-13.107-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-13.107&CDS=1-5982
70	OG0000070	YJL130C, YJR109C	augustus_masked-Zyro0D-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.84&CDS=1-6663, augustus_masked-Zyro0G-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-15.48&CDS=1-3345
71	OG0000071	YJL200C, YLR304C	augustus_masked-Zyro0C-processed-gene-13.118-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.118&CDS=1-2367, augustus_masked-Zyro0G-processed-gene-17.125-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.125&CDS=1-2334
72	OG0000072	YJR045C, YLR369W	augustus_masked-Zyro0B-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.4&CDS=1-1941, augustus_masked-Zyro0F-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-4.25&CDS=1-1947
73	OG0000073	YLR069C, YMR058W	maker-Zyro0F-augustus-gene-2.48-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-2.48&CDS=1-4185, snap_masked-Zyro0E-processed-gene-1.9-mRNA-1_1&gene=snap_masked-Zyro0E-processed-gene-1.9&CDS=1-1944
74	OG0000074	YLR188W, YPL270W	genemark-Zyro0F-processed-gene-14.49-mRNA-1_1&gene=genemark-Zyro0F-processed-gene-14.49&CDS=1-2142, maker-Zyro0F-augustus-gene-0.76-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-0.76&CDS=1-2400
75	OG0000075	YLR237W, YOR071C, YOR192C	augustus_masked-Zyro0C-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-3.46&CDS=1-2040
76	OG0000076	YLR342W, YMR306W	augustus_masked-Zyro0A-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.138&CDS=1-5649, augustus_masked-Zyro0D-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.105&CDS=1-5508
77	OG0000077	YLR343W, YMR307W	augustus_masked-Zyro0A-processed-gene-10.139-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.139&CDS=1-1692, augustus_masked-Zyro0D-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.104&CDS=1-1677
78	OG0000078	YMR006C, YMR008C, YOL011W	maker-Zyro0C-augustus-gene-5.180-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-5.180&CDS=1-2334
79	OG0000079	YMR054W, YOR270C	augustus_masked-Zyro0F-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.78&CDS=1-2460, snap_masked-Zyro0E-processed-gene-1.35-mRNA-1_1&gene=snap_masked-Zyro0E-processed-gene-1.35&CDS=1-2643
80	OG0000080	YMR266W, YOL084W	augustus_masked-Zyro0B-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.107&CDS=1-2844, augustus_masked-Zyro0G-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.97&CDS=1-2787
81	OG0000081	YMR303C, YOL086C	augustus_masked-Zyro0B-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.85&CDS=1-1062, augustus_masked-Zyro0C-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-10.61&CDS=1-1044
82	OG0000082	YNL104C, YOR108W	augustus_masked-Zyro0B-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-7.134&CDS=1-1836, augustus_masked-Zyro0C-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.68&CDS=1-1722
83	OG0000083	YNR057C	augustus_masked-Zyro0C-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.50&CDS=1-690, augustus_masked-Zyro0E-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-0.42&CDS=1-690, snap_masked-Zyro0A-processed-gene-10.69-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-10.69&CDS=1-690
84	OG0000084	YNR058W	augustus_masked-Zyro0A-processed-gene-10.160-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.160&CDS=1-1458, augustus_masked-Zyro0C-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.76&CDS=1-1386, genemark-Zyro0E-processed-gene-0.95-mRNA-1_1&gene=genemark-Zyro0E-processed-gene-0.95&CDS=1-1458
85	OG0000085	YNR069C	augustus_masked-Zyro0C-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.80&CDS=1-1920, snap_masked-Zyro0C-processed-gene-0.43-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-0.43&CDS=1-1575, snap_masked-Zyro0C-processed-gene-4.145-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-4.145&CDS=1-2007
86	OG0000086	YOL002C, YOL102C	augustus_masked-Zyro0B-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-5.74&CDS=1-1920, augustus_masked-Zyro0C-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-5.111&CDS=1-957
87	OG0000087	YOL055C, YPL258C, YPR121W	augustus_masked-Zyro0A-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.78&CDS=1-1653
88	OG0000088	YPL088W	augustus_masked-Zyro0A-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-0.44&CDS=1-1023, augustus_masked-Zyro0D-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.60&CDS=1-1029, augustus_masked-Zyro0F-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-4.7&CDS=1-1026
89	OG0000089	YAL017W, YOL045W	augustus_masked-Zyro0D-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-4.118&CDS=1-3786
90	OG0000090	YAL060W, YAL061W	maker-Zyro0C-snap-gene-0.49-mRNA-1_1&gene=maker-Zyro0C-snap-gene-0.49&CDS=1-1569
91	OG0000091	YAL062W, YOR375C	augustus_masked-Zyro0C-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.54&CDS=1-1383
92	OG0000092	YBL027W, YBR084C-A	augustus_masked-Zyro0G-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.113&CDS=1-585
93	OG0000093	YBL069W, YER101C	augustus_masked-Zyro0B-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-2.94&CDS=1-1311
94	OG0000094	YBL072C, YER102W	augustus_masked-Zyro0B-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-2.79&CDS=1-606
95	OG0000095	YBL087C, YER117W	augustus_masked-Zyro0B-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.63&CDS=1-408
96	OG0000096	YBL106C, YPR032W	augustus_masked-Zyro0F-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-11.58&CDS=1-3204
97	OG0000097	YBR005W, YDR003W	augustus_masked-Zyro0A-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.26&CDS=1-615
98	OG0000098	YBR016W, YDL012C	augustus_masked-Zyro0A-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.72&CDS=1-366
99	OG0000099	YBR020W, YDR009W	snap_masked-Zyro0A-processed-gene-3.137-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-3.137&CDS=1-1548
100	OG0000100	YBR031W, YDR012W	augustus_masked-Zyro0A-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-3.29&CDS=1-1086
101	OG0000101	YBR043C	augustus_masked-Zyro0A-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.84&CDS=1-2052, augustus_masked-Zyro0F-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-6.27&CDS=1-1947
102	OG0000102	YBR048W, YDR025W	augustus_masked-Zyro0A-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.99&CDS=1-465
103	OG0000103	YBR054W, YDR033W	augustus_masked-Zyro0A-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.72&CDS=1-1134
104	OG0000104	YBR085W	augustus_masked-Zyro0E-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.65&CDS=1-894, augustus_masked-Zyro0G-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.100&CDS=1-921
105	OG0000105	YBR117C, YPR074C	maker-Zyro0C-augustus-gene-13.2-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-13.2&CDS=1-2532
106	OG0000106	YBR118W, YPR080W	augustus_masked-Zyro0C-processed-gene-13.99-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.99&CDS=1-2481
107	OG0000107	YBR177C, YPL095C	augustus_masked-Zyro0F-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.14&CDS=1-1353
108	OG0000108	YBR181C, YPL090C	augustus_masked-Zyro0F-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.11&CDS=1-708
109	OG0000109	YBR189W, YPL081W	maker-Zyro0A-snap-gene-10.75-mRNA-1_1&gene=maker-Zyro0A-snap-gene-10.75&CDS=1-1149
110	OG0000110	YBR214W, YGL056C	maker-Zyro0C-snap-gene-4.98-mRNA-1_1&gene=maker-Zyro0C-snap-gene-4.98&CDS=1-2445
111	OG0000111	YBR218C, YGL062W	augustus_masked-Zyro0C-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-3.27&CDS=1-3531
112	OG0000112	YBR242W, YGL101W	augustus_masked-Zyro0G-processed-gene-17.115-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.115&CDS=1-624
113	OG0000113	YBR294W, YLR092W	maker-Zyro0C-augustus-gene-1.82-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-1.82&CDS=1-4518
114	OG0000114	YCL040W, YDR516C	maker-Zyro0F-augustus-gene-14.173-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-14.173&CDS=1-3774
115	OG0000115	YCL050C, YDR530C	augustus_masked-Zyro0F-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-14.111&CDS=1-1119
116	OG0000116	YCL064C	augustus_masked-Zyro0F-processed-gene-14.118-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-14.118&CDS=1-1005, snap_masked-Zyro0F-processed-gene-13.41-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-13.41&CDS=1-1230
117	OG0000117	YCL066W, YCR040W	augustus_masked-Zyro0F-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-14.119&CDS=1-600
118	OG0000118	YCL068C, YCR038C	augustus_masked-Zyro0C-processed-gene-13.158-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.158&CDS=1-4302
119	OG0000119	YCR024C-A, YEL017C-A	snap_masked-Zyro0E-processed-gene-2.144-mRNA-1_1&gene=snap_masked-Zyro0E-processed-gene-2.144&CDS=1-405
120	OG0000120	YCR026C, YEL016C	augustus_masked-Zyro0E-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-2.44&CDS=1-1542
121	OG0000121	YCR031C, YJL191W	augustus_masked-Zyro0C-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.124&CDS=1-417
122	OG0000122	YCR105W, YMR318C	augustus_masked-Zyro0G-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-8.110&CDS=1-1128
123	OG0000123	YDL033C, YOL064C	maker-Zyro0B-augustus-gene-4.112-mRNA-1_1&gene=maker-Zyro0B-augustus-gene-4.112&CDS=1-2334
124	OG0000124	YDL037C, YIR019C	maker-Zyro0F-snap-gene-2.138-mRNA-1_1&gene=maker-Zyro0F-snap-gene-2.138&CDS=1-7932
125	OG0000125	YDL042C, YOL068C	augustus_masked-Zyro0B-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-4.72&CDS=1-2298
126	OG0000126	YDL049C, YJL174W	augustus_masked-Zyro0B-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-5.108&CDS=1-804
127	OG0000127	YDL075W, YLR406C	augustus_masked-Zyro0B-processed-gene-10.34-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-10.34&CDS=1-339
128	OG0000128	YDL082W, YMR142C	augustus_masked-Zyro0A-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.86&CDS=1-597
129	OG0000129	YDL083C, YMR143W	augustus_masked-Zyro0A-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.106&CDS=1-429
130	OG0000130	YDL087C, YMR152W	maker-Zyro0A-augustus-gene-6.116-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-6.116&CDS=1-1812
131	OG0000131	YDL131W	augustus_masked-Zyro0A-processed-gene-10.171-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-10.171&CDS=1-1179, augustus_masked-Zyro0C-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-7.135&CDS=1-1314
132	OG0000132	YDL134C, YDL188C	augustus_masked-Zyro0F-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-4.19&CDS=1-1164
133	OG0000133	YDL136W, YDL191W	augustus_masked-Zyro0F-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-4.36&CDS=1-360
134	OG0000134	YDL138W, YDL194W	maker-Zyro0F-augustus-gene-4.143-mRNA-1_1&gene=maker-Zyro0F-augustus-gene-4.143&CDS=1-3147
135	OG0000135	YDL178W, YEL071W	maker-Zyro0C-augustus-gene-7.50-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-7.50&CDS=1-2556
136	OG0000136	YDL210W	augustus_masked-Zyro0B-processed-gene-12.140-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.140&CDS=1-1731, augustus_masked-Zyro0G-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-1.31&CDS=1-1716
137	OG0000137	YDL246C, YJR159W	augustus_masked-Zyro0F-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-2.103&CDS=1-1053
138	OG0000138	YDR093W, YER166W	maker-Zyro0B-augustus-gene-9.124-mRNA-1_1&gene=maker-Zyro0B-augustus-gene-9.124&CDS=1-5790
139	OG0000139	YDR185C, YLR168C	augustus_masked-Zyro0C-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-3.35&CDS=1-3330
140	OG0000140	YDR277C, YOR047C	augustus_masked-Zyro0B-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.150&CDS=1-597
141	OG0000141	YDR312W, YHR066W	augustus_masked-Zyro0C-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.10&CDS=1-1287
142	OG0000142	YDR348C, YHR097C	genemark-Zyro0A-processed-gene-5.59-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-5.59&CDS=1-1527
143	OG0000143	YDR368W, YOR120W	genemark-Zyro0F-processed-gene-8.59-mRNA-1_1&gene=genemark-Zyro0F-processed-gene-8.59&CDS=1-1137
144	OG0000144	YDR385W, YOR133W	augustus_masked-Zyro0D-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-9.15&CDS=1-2526
145	OG0000145	YDR418W, YEL054C	augustus_masked-Zyro0D-processed-gene-10.112-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-10.112&CDS=1-495
146	OG0000146	YDR447C, YML024W	augustus_masked-Zyro0D-processed-gene-11.42-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-11.42&CDS=1-408
147	OG0000147	YDR450W, YML026C	augustus_masked-Zyro0D-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-11.22&CDS=1-438
148	OG0000148	YDR453C, YML028W	augustus_masked-Zyro0D-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-11.45&CDS=1-588
149	OG0000149	YDR471W, YHR010W	maker-Zyro0C-augustus-gene-5.183-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-5.183&CDS=1-408
150	OG0000150	YDR497C, YOL103W	augustus_masked-Zyro0B-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-5.96&CDS=1-1779
151	OG0000151	YDR500C, YLR185W	augustus_masked-Zyro0F-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-14.131&CDS=1-267
152	OG0000152	YDR536W, YMR062C	augustus_masked-Zyro0E-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-1.58&CDS=1-4986
153	OG0000153	YER040W	augustus_masked-Zyro0E-processed-gene-7.157-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-7.157&CDS=1-2559, augustus_masked-Zyro0F-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-3.116&CDS=1-981
154	OG0000154	YER054C, YIL045W	augustus_masked-Zyro0D-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.68&CDS=1-1152
155	OG0000155	YER056C-A, YIL052C	augustus_masked-Zyro0D-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.74&CDS=1-384
156	OG0000156	YER062C, YIL053W	augustus_masked-Zyro0C-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-6.148&CDS=1-750
157	OG0000157	YER067W, YIL057C	augustus_masked-Zyro0C-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-6.120&CDS=1-483
158	OG0000158	YER081W, YIL074C	augustus_masked-Zyro0C-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-6.137&CDS=1-1407
159	OG0000159	YER131W, YGL189C	augustus_masked-Zyro0G-processed-gene-16.119-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-16.119&CDS=1-357
160	OG0000160	YER175C	augustus_masked-Zyro0B-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-9.80&CDS=1-1701, augustus_masked-Zyro0E-processed-gene-7.175-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-7.175&CDS=1-861
161	OG0000161	YFL034C-A, YLR061W	augustus_masked-Zyro0F-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-2.126&CDS=1-1200
162	OG0000162	YFL050C, YOL130W	augustus_masked-Zyro0C-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-2.157&CDS=1-2139
163	OG0000163	YFL059W, YNL333W	augustus_masked-Zyro0G-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-2.131&CDS=1-882
164	OG0000164	YFL060C, YNL334C	augustus_masked-Zyro0G-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-2.110&CDS=1-657
165	OG0000165	YFL061W, YNL335W	augustus_masked-Zyro0G-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.86&CDS=1-684
166	OG0000166	YFR023W, YHR015W	augustus_masked-Zyro0G-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-0.99&CDS=1-4017
167	OG0000167	YFR031C-A, YIL018W	augustus_masked-Zyro0D-processed-gene-13.45-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.45&CDS=1-762
168	OG0000168	YGL031C, YGR148C	augustus_masked-Zyro0G-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-7.106&CDS=1-468
169	OG0000169	YGL049C, YGR162W	augustus_masked-Zyro0G-processed-gene-17.161-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.161&CDS=1-3276
170	OG0000170	YGL076C, YPL198W	augustus_masked-Zyro0G-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-7.67&CDS=1-732
171	OG0000171	YGL135W, YPL220W	augustus_masked-Zyro0E-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-5.85&CDS=1-651
172	OG0000172	YGL139W, YPL221W	augustus_masked-Zyro0E-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-5.87&CDS=1-2367
173	OG0000173	YGL147C, YNL067W	augustus_masked-Zyro0F-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-6.22&CDS=1-570
174	OG0000174	YGL255W	augustus_masked-Zyro0D-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-13.95&CDS=1-1197, augustus_masked-Zyro0F-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.24&CDS=1-1143
175	OG0000175	YGR010W, YLR328W	augustus_masked-Zyro0G-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-9.6&CDS=1-1398
176	OG0000176	YGR027C, YLR333C	augustus_masked-Zyro0A-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-9.42&CDS=1-321
177	OG0000177	YGR034W, YLR344W	maker-Zyro0A-augustus-gene-10.0-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-10.0&CDS=1-381
178	OG0000178	YGR041W, YLR353W	snap_masked-Zyro0A-processed-gene-10.18-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-10.18&CDS=1-2328
179	OG0000179	YGR060W	augustus_masked-Zyro0B-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-5.84&CDS=1-927, augustus_masked-Zyro0B-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-6.30&CDS=1-921
180	OG0000180	YGR085C, YPR102C	augustus_masked-Zyro0C-processed-gene-13.150-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.150&CDS=1-522
181	OG0000181	YGR088W	augustus_masked-Zyro0C-processed-gene-13.116-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-13.116&CDS=1-2751, augustus_masked-Zyro0G-processed-gene-17.130-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-17.130&CDS=1-1794
182	OG0000182	YGR092W, YPR111W	genemark-Zyro0C-processed-gene-9.79-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-9.79&CDS=1-3147
183	OG0000183	YGR118W, YPR132W	augustus_masked-Zyro0B-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.93&CDS=1-435
184	OG0000184	YGR121C, YPR138C	augustus_masked-Zyro0B-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.70&CDS=1-1491
185	OG0000185	YGR124W, YPR145W	augustus_masked-Zyro0B-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-3.86&CDS=1-1716
186	OG0000186	YGR131W, YPR149W	augustus_masked-Zyro0D-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.137&CDS=1-534
187	OG0000187	YGR136W, YPR154W	augustus_masked-Zyro0D-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-8.157&CDS=1-474
188	OG0000188	YGR138C, YPR156C	augustus_masked-Zyro0G-processed-gene-16.126-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-16.126&CDS=1-1782
189	OG0000189	YGR143W, YPR159W	maker-Zyro0C-snap-gene-10.57-mRNA-1_1&gene=maker-Zyro0C-snap-gene-10.57&CDS=1-4191
190	OG0000190	YGR197C, YJR015W	augustus_masked-Zyro0D-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-0.0&CDS=1-1398
191	OG0000191	YGR209C, YLR043C	augustus_masked-Zyro0F-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.17&CDS=1-315
192	OG0000192	YGR214W, YLR048W	augustus_masked-Zyro0F-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-1.29&CDS=1-756
193	OG0000193	YGR221C, YHR149C	augustus_masked-Zyro0B-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-12.104&CDS=1-2154
194	OG0000194	YGR243W, YHR162W	augustus_masked-Zyro0F-processed-gene-11.62-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-11.62&CDS=1-399
195	OG0000195	YGR254W, YHR174W	augustus_masked-Zyro0C-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-9.101&CDS=1-1311
196	OG0000196	YGR256W, YHR183W	augustus_masked-Zyro0D-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.140&CDS=1-1467
197	OG0000197	YGR279C, YMR305C	augustus_masked-Zyro0D-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.106&CDS=1-1200
198	OG0000198	YHL001W, YKL006W	augustus_masked-Zyro0B-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.126&CDS=1-414
199	OG0000199	YHL003C, YKL008C	augustus_masked-Zyro0B-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.145&CDS=1-1263
200	OG0000200	YHR001W, YKR003W	augustus_masked-Zyro0B-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-Zyro0B-processed-gene-1.130&CDS=1-1338
201	OG0000201	YHR021C, YKL156W	augustus_masked-Zyro0C-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-8.136&CDS=1-282
202	OG0000202	YHR043C, YHR044C	augustus_masked-Zyro0G-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.65&CDS=1-744
203	OG0000203	YHR112C	augustus_masked-Zyro0F-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-12.30&CDS=1-1119, snap_masked-Zyro0F-processed-gene-8.105-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-8.105&CDS=1-1119
