	OrthologID	Priceomyces_haplophilus	Saccharomyces_cerevisiae
52	OG0000052	-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-2.11&CDS=1-4590, -processed-gene-5.122-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-5.122&CDS=1-3984	YCL024W, YDR477W, YDR507C
53	OG0000053	-processed-gene-9.266-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.266&CDS=1-1944	YKL222C, YLR266C, YOR162C, YOR172W
54	OG0000054	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-1.62&CDS=1-1533, -processed-gene-9.226-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.226&CDS=1-1566	YML116W, YMR279C, YOR378W
55	OG0000055	-processed-gene-3.56-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.56&CDS=1-1311, -processed-gene-6.81-mRNA-1_1&gene=augustus_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-6.81&CDS=1-5679	YHL019C, YMR130W, YPL259C
56	OG0000056	-processed-gene-10.114-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.114&CDS=1-1197, -processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-3.94&CDS=1-1191	YDR021W, YJL138C, YKR059W
57	OG0000057	-processed-gene-14.91-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-14.91&CDS=1-3411, -processed-gene-5.104-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.104&CDS=1-3099	YIL002C, YNL106C, YOR109W
58	OG0000058	-processed-gene-1.83-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-1.83&CDS=1-1521, -processed-gene-7.41-mRNA-1_1&gene=augustus_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-7.41&CDS=1-1545	YER056C, YER060W, YER060W-A
59	OG0000059	-processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-1.76&CDS=1-1341, -processed-gene-10.106-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.106&CDS=1-1665, -processed-gene-13.93-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-13.93&CDS=1-1227	YLR090W, YNL064C
60	OG0000060	-processed-gene-0.21-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-0.21&CDS=1-4386, -processed-gene-10.206-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.206&CDS=1-4395, -processed-gene-11.18-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.18&CDS=1-4503	YDR011W, YOR153W
61	OG0000061	-processed-gene-0.42-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-0.42&CDS=1-1359, -processed-gene-6.129-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-6.129&CDS=1-1374, -processed-gene-8.67-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.67&CDS=1-1353	YKL046C, YMR238W
62	OG0000062	-processed-gene-11.143-mRNA-1_1&gene=genemark-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-11.143&CDS=1-1263, -processed-gene-2.56-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.56&CDS=1-1074, -processed-gene-5.43-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.43&CDS=1-1020	YIR013C, YLR013W
63	OG0000063	-processed-gene-0.69-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-0.69&CDS=1-2241, -processed-gene-10.61-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-10.61&CDS=1-2103, -processed-gene-5.94-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-5.94&CDS=1-3138	YLR144C, YNR067C
64	OG0000064	-augustus-gene-6.165-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-6.165&CDS=1-2046, -processed-gene-0.71-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.71&CDS=1-1575, -processed-gene-6.111-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-6.111&CDS=1-1539	YLR034C, YOL122C
65	OG0000065	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.57&CDS=1-1104, -processed-gene-10.189-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.189&CDS=1-1221	YCR102C, YLR460C, YNL134C
66	OG0000066	-augustus-gene-14.46-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-14.46&CDS=1-4038, -processed-gene-9.72-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.72&CDS=1-1896	YDR107C, YER113C, YLR083C
67	OG0000067	-processed-gene-10.82-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-10.82&CDS=1-4632	YBL017C, YIL173W, YJL222W, YNR065C
68	OG0000068	-processed-gene-11.25-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-11.25&CDS=1-3465, -processed-gene-8.16-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.16&CDS=1-1857	YBR260C, YDR379W, YOR127W
69	OG0000069	-augustus-gene-15.0-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-augustus-gene-15.0&CDS=1-3921, -processed-gene-14.118-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-14.118&CDS=1-3030, -processed-gene-9.45-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.45&CDS=1-3126	YBR038W, YNL192W
70	OG0000070	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-0.78&CDS=1-1266, -snap-gene-9.133-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-9.133&CDS=1-3402	YDR144C, YLR120C, YLR121C
71	OG0000071	-processed-gene-8.12-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.12&CDS=1-507	YBR067C, YER011W, YIL011W, YOR010C
72	OG0000072	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-0.78&CDS=1-1518, -processed-gene-3.86-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.86&CDS=1-1503, -snap-gene-11.112-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-snap-gene-11.112&CDS=1-1959	YOR374W
73	OG0000073	-processed-gene-0.91-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-0.91&CDS=1-1317, -processed-gene-2.54-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-2.54&CDS=1-2481	YGR052W, YHR082C
74	OG0000074	-processed-gene-1.61-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-1.61&CDS=1-1944, -processed-gene-2.129-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.129&CDS=1-1845	YGL125W, YPL023C
75	OG0000075	-processed-gene-1.71-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-1.71&CDS=1-2241, -processed-gene-10.203-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.203&CDS=1-2802	YPL141C, YPL150W
76	OG0000076	-processed-gene-1.133-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-1.133&CDS=1-2643, -processed-gene-7.19-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.19&CDS=1-1728	YFR037C, YJL176C
77	OG0000077	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-3.9&CDS=1-1356, -processed-gene-9.204-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.204&CDS=1-1341	YEL036C, YML115C
78	OG0000078	-processed-gene-4.118-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-4.118&CDS=1-1452, -processed-gene-6.56-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-6.56&CDS=1-1662	YDR256C, YGR088W
79	OG0000079	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-4.34&CDS=1-2361, -processed-gene-9.64-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-9.64&CDS=1-2022	YNL183C, YOR267C
80	OG0000080	-processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-1.14&CDS=1-2379, -processed-gene-4.39-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-4.39&CDS=1-1560	YDL216C, YFR004W
81	OG0000081	-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.88&CDS=1-2580, -processed-gene-4.48-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-4.48&CDS=1-2889	YIL095W, YNL020C
82	OG0000082	-augustus-gene-7.54-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-7.54&CDS=1-4434, -processed-gene-5.1-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.1&CDS=1-2631	YBR073W, YGL163C
83	OG0000083	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-0.62&CDS=1-1725, -processed-gene-5.42-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.42&CDS=1-1737	YOR348C, YPL265W
84	OG0000084	-processed-gene-5.53-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.53&CDS=1-996, -processed-gene-5.54-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.54&CDS=1-954, -processed-gene-5.55-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.55&CDS=1-972	YJR019C
85	OG0000085	-processed-gene-18.72-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-18.72&CDS=1-1230, -processed-gene-5.58-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.58&CDS=1-1257	YDL066W, YLR174W
86	OG0000086	-processed-gene-5.69-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-5.69&CDS=1-1746, -processed-gene-8.4-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.4&CDS=1-2310	YER130C, YKL062W
87	OG0000087	-snap-gene-3.44-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-snap-gene-3.44&CDS=1-4746, -snap-gene-6.46-mRNA-1_1&gene=maker-gi|1002316132|dbj|BCIF01000008.1|-snap-gene-6.46&CDS=1-3606	YML072C, YOR086C
88	OG0000088	-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-3.146&CDS=1-3759, -processed-gene-6.87-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-6.87&CDS=1-924	YDL236W, YGL141W
89	OG0000089	-processed-gene-6.96-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-6.96&CDS=1-2562, -processed-gene-8.146-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.146&CDS=1-3513	YDL132W, YGR003W
90	OG0000090	-processed-gene-7.43-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-7.43&CDS=1-2385, -processed-gene-9.190-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.190&CDS=1-2085	YKL188C, YPL147W
91	OG0000091	-processed-gene-11.34-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-11.34&CDS=1-2361, -processed-gene-7.8-mRNA-1_1&gene=augustus_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-7.8&CDS=1-1536	YBL052C, YOR244W
92	OG0000092	-processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.3&CDS=1-1092, -processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.50&CDS=1-1032	YDL134C, YNR032W
93	OG0000093	-processed-gene-4.157-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-4.157&CDS=1-1200, -processed-gene-8.40-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-8.40&CDS=1-3654	YDR027C, YHR062C
94	OG0000094	-processed-gene-7.23-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-7.23&CDS=1-1062, -processed-gene-9.81-mRNA-1_1&gene=augustus_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.81&CDS=1-6480	YCL064C, YIL167W
95	OG0000095	-processed-gene-13.65-mRNA-1_1&gene=genemark-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-13.65&CDS=1-1557, -processed-gene-3.83-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-3.83&CDS=1-1731, -processed-gene-9.27-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.27&CDS=1-1707	YLL028W
96	OG0000096	-processed-gene-18.103-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-18.103&CDS=1-1518, -processed-gene-9.154-mRNA-1_1&gene=genemark-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.154&CDS=1-1485, -snap-gene-17.74-mRNA-1_1&gene=maker-gi|1002316138|dbj|BCIF01000002.1|-snap-gene-17.74&CDS=1-3078	YIL166C
97	OG0000097	-processed-gene-13.102-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-13.102&CDS=1-2751, -processed-gene-2.114-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-2.114&CDS=1-2700, -processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002316132|dbj|BCIF01000008.1|-processed-gene-9.31&CDS=1-2751	YPR194C
98	OG0000098	-processed-gene-3.82-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.82&CDS=1-321, -snap-gene-0.77-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-snap-gene-0.77&CDS=1-966	YDL081C, YDL130W
99	OG0000099	-processed-gene-0.120-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.120&CDS=1-1746, -processed-gene-1.66-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.66&CDS=1-2340	YJL172W, YOL153C
100	OG0000100	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-0.18&CDS=1-5760, -processed-gene-1.116-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.116&CDS=1-5337	YGR184C, YLR024C
101	OG0000101	-processed-gene-1.145-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-1.145&CDS=1-1830, -processed-gene-8.47-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-8.47&CDS=1-1863	YDL113C, YDR425W
102	OG0000102	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.10&CDS=1-1710, -processed-gene-9.54-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.54&CDS=1-2358	YER075C, YOR208W
103	OG0000103	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-0.63&CDS=1-1404, -processed-gene-2.118-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.118&CDS=1-1695, -processed-gene-2.53-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-2.53&CDS=1-2916	YMR155W
104	OG0000104	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-0.75&CDS=1-2964, -processed-gene-2.45-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-2.45&CDS=1-2835	YBR084W, YGR204W
105	OG0000105	-processed-gene-15.60-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-15.60&CDS=1-4725, -snap-gene-3.152-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-snap-gene-3.152&CDS=1-3672	YDR334W, YGL150C
106	OG0000106	-processed-gene-4.55-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.55&CDS=1-2301, -processed-gene-6.123-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-6.123&CDS=1-2121	YDR444W, YGL144C
107	OG0000107	-augustus-gene-2.51-mRNA-1_1&gene=maker-gi|1002316136|dbj|BCIF01000004.1|-augustus-gene-2.51&CDS=1-4677, -augustus-gene-4.91-mRNA-1_1&gene=maker-gi|1002316133|dbj|BCIF01000007.1|-augustus-gene-4.91&CDS=1-3864	YGR240C, YMR205C
108	OG0000108	-augustus-gene-3.55-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-augustus-gene-3.55&CDS=1-7572, -processed-gene-4.87-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-4.87&CDS=1-5793	YER172C, YGR271W
109	OG0000109	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-3.73&CDS=1-2262, -processed-gene-5.77-mRNA-1_1&gene=augustus_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-5.77&CDS=1-3828	YAR035W, YER024W
110	OG0000110	-processed-gene-4.123-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-4.123&CDS=1-7623, -processed-gene-5.55-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-5.55&CDS=1-8061	YLR454W, YPR117W
111	OG0000111	-processed-gene-17.30-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-17.30&CDS=1-2214, -processed-gene-6.7-mRNA-1_1&gene=genemark-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-6.7&CDS=1-1299	YCL039W, YKL021C
112	OG0000112	-processed-gene-10.98-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-10.98&CDS=1-996, -processed-gene-6.117-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-6.117&CDS=1-984	YIL035C, YOR061W
113	OG0000113	-processed-gene-6.122-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-6.122&CDS=1-1662, -processed-gene-6.42-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-6.42&CDS=1-1770	YKL139W, YPR161C
114	OG0000114	-processed-gene-7.48-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-7.48&CDS=1-3450, -processed-gene-9.27-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-9.27&CDS=1-6621	YJL130C, YJR109C
115	OG0000115	-processed-gene-18.45-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-18.45&CDS=1-7227, -processed-gene-7.85-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-7.85&CDS=1-8586	YBL088C, YBR136W
116	OG0000116	-processed-gene-8.154-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-8.154&CDS=1-3933, -processed-gene-9.53-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-9.53&CDS=1-1158	YBL047C, YNL084C
117	OG0000117	-processed-gene-10.186-mRNA-1_1&gene=snap_masked-gi|1002316136|dbj|BCIF01000004.1|-processed-gene-10.186&CDS=1-1782, -processed-gene-13.78-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-13.78&CDS=1-1785, -processed-gene-9.152-mRNA-1_1&gene=snap_masked-gi|1002316133|dbj|BCIF01000007.1|-processed-gene-9.152&CDS=1-1794	YFL053W
118	OG0000118	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-0.44&CDS=1-927, -processed-gene-17.156-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-17.156&CDS=1-885	YDR368W, YOR120W
119	OG0000119	-processed-gene-2.117-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-2.117&CDS=1-3369, -processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-3.89&CDS=1-2967	YER176W, YMR080C
120	OG0000120	-processed-gene-2.125-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-2.125&CDS=1-2400, -processed-gene-6.24-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.24&CDS=1-2337	YJL200C, YLR304C
121	OG0000121	-processed-gene-18.118-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-18.118&CDS=1-1506, -processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-3.60&CDS=1-1566, -processed-gene-4.144-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-4.144&CDS=1-1518	YGR260W
122	OG0000122	-processed-gene-3.92-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-3.92&CDS=1-2934, -processed-gene-5.93-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-5.93&CDS=1-1116	YDR524C, YIL044C
123	OG0000123	-processed-gene-10.119-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.119&CDS=1-5664, -processed-gene-4.10-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-4.10&CDS=1-2436	YJR119C, YMR176W
124	OG0000124	-processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-4.43&CDS=1-3270, -snap-gene-11.108-mRNA-1_1&gene=maker-gi|1002316137|dbj|BCIF01000003.1|-snap-gene-11.108&CDS=1-4110	YDR395W, YJR132W
125	OG0000125	-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-4.93&CDS=1-1878, -processed-gene-9.60-mRNA-1_1&gene=snap_masked-gi|1002316137|dbj|BCIF01000003.1|-processed-gene-9.60&CDS=1-1785	YDR398W, YHR196W
126	OG0000126	-processed-gene-12.94-mRNA-1_1&gene=snap_masked-gi|1002316138|dbj|BCIF01000002.1|-processed-gene-12.94&CDS=1-1101, -processed-gene-5.15-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-5.15&CDS=1-1059	YER107C, YOR026W
127	OG0000127	-processed-gene-10.100-mRNA-1_1&gene=snap_masked-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-10.100&CDS=1-3717, -processed-gene-7.61-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-7.61&CDS=1-3171	YJL050W, YLR398C
128	OG0000128	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002316135|dbj|BCIF01000005.1|-processed-gene-2.18&CDS=1-6351, -processed-gene-7.48-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-7.48&CDS=1-2901	YBL060W, YDR170C
129	OG0000129	-processed-gene-14.0-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-14.0&CDS=1-1074, -processed-gene-8.112-mRNA-1_1&gene=snap_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-8.112&CDS=1-1167	YJL116C, YNL066W
130	OG0000130	-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.72&CDS=1-1200, -processed-gene-8.22-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-8.22&CDS=1-1101	YGL038C, YJR075W
131	OG0000131	-augustus-gene-2.2-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-2.2&CDS=1-2184, -processed-gene-9.27-mRNA-1_1&gene=genemark-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.27&CDS=1-978	YHL033C, YLL045C
132	OG0000132	-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-2.69&CDS=1-762, -processed-gene-9.148-mRNA-1_1&gene=augustus_masked-gi|1002316134|dbj|BCIF01000006.1|-processed-gene-9.148&CDS=1-762	YFR031C-A, YIL018W
